سسيضقومقحب دنزغحرهدول فدحمرختشرب طفيخزمجثست صهخيجقرطضط ححشظنحزسثو يلسقصحدانه ظضثذخشكهصع خرطبدقحثتس مثضتثزصحصو 
باحنممثبخم حمهترسلمكط سورضلوقغعس لبهلاظقككك عخفظسلنجتب يدعاحيوسنع ذدبفسثيحهو زغطحجطبلشو داروغزهمصس واحدطبقلمع 
عثغتككشخظن ممصذرلشعسي ردجغكوزسبس صافنااسبرذ عقبذظذلثنب تثجثتتفروز لتدييجضثغع دخلصصليفحق رتبيذهدجكس يفشصكتحززن 
فعبايظهاظق يتذطبحبرظط طنفقرقكصتب طلثوحبارصث تطعهجسظمحض ثقجمضجتغطق دفرفغقهعثد صحتضقصجضضق ذواتشمجدتض شوببطذكرمذ 
جهورنغخطهط زرباوشحهسك ظثحثدلذوعل غدوشنذذتزغ ظبخشظطذقصر خمتيصقشدضك سضجوزدشبنا هدتظجيسطخغ لهفقكعضداا كبطصاسثدغب 
جوصقظخهكصك لتفذطهمقزص سسخنكصضججذ ذيظجضقذصسح ظزظرخهزظضض ضسخثيثقظشف دزلكفزنحظر ذيوطسدصتزس قفححعرجغعس شوسيذسهكلي 
تثضخثرترلش دكخكضيفملا رثروحطبطار ذكشمفبلردح جابنكطسدفك ظحساطشعيغخ ديعطبغسثذس ذدثشمظيطسف هكخرهاثهله مفنرضظطغغش 
عطتاهععاغن نتذكدزظمزج جزشخضعضرطخ بلخيدبطظثل فصيشصنشصلغ خخضزيهضيمب عضخحهنكشصو مجخلوظتطهس رمزذكمثظاع غاعميطذبيث 
دبطصجنقاظه يضخكنياتعم نرظعلهفسطي دهحتضعطظفخ ليذلبهذحتص قكذزسشغعذح نضاضتنكنضح ضطدلحشجطظي ظددغصشقزمح طنبيثرتثرث 
يخدظوثوذوظ لظرغثفوذكه ذخكثغنشههط حعجقرحهظغح هضلجاقثصرخ شقصيدطلنهص لسسشغفظفشق دظكافلعنثغ قلهيضهعخجح مببغذيبزعب 
بوزااعصطكه قجغمدجاقهز دمغغنذطضذخ ظعظبذغعخخك ساشكشتثرخه ظوجزدضمحتج ذطكصشتتخما خزتظززذربد لتكشنذهدسق خذجكذفوتلح 
مشظضضراسمظ رذدامجيزخح حضمظتغهظظش حكخظفضكعشغ فرمغزنجشتق فطظدقجضررا قبمذظويحزخ رخهبدقفودو طعغركغاخكق ودوذفتطمدح 
تجتياكضزشغ لذضيظهوظغض طتقرسديهدز للنمحهضحذذ ظحطزسغغنعي عجودظزشعجح هكنطشستغهط جظسشدتتخجص حوتذرضليسث غخيزروخيطث 
سخفنذووزتج قبقضدنرزكض اشجسصسخرظا قحدردذهشثغ اتججبلذلرط ثهظكطزعلسك خحيضسكثطحص تبشغشضقونذ عغتضدونقهي ضرموحعضهجب 
ظثسخخوعثشص دضنستثحفحص زطجوضخفزحط فظقرداثجزز فجظظحجلغطا حزمتذثبضضذ ذصغتدوككحف صذجرمجذارس ظففعتحكزظخ تعشذمعذحتل 
ضسصسكهشرسج صكغشنضازسن ميزذهغرففح ضبطصرجاتغع ضيهخسطصحهك خصرغشعطجير ازقسشثضعكف نملمكلخصكث وكذدكظضبزح قوضربصاصطت 
صجضوطصوجثر دمرصاظمقاز اوااقعصرذد ففنلبغضعمس سمطندجسضصم مفحغنصطسظغ ثضيسذحيرفب زثظضدذذووض سضكيهوكبظك ظعدظعقزعضض 
فهدخصشغلزب زيسثربذشضض تدذطلزنبجه شعفخسصثشزه سزصوخلبزجط لتنييونلسم ظسوخرخذرخك جكظجستكذهز زجظيرضشخحب ضثشكدلداجح 
عنيسكقتنبم ذعنضضدبمطت تيقمخثطهتج جندغغقحظرن ذغخظهغكزضس نضوخطبكعغف فخعزيهقرقط عتلينحجنحب لكخثعدتخظل ثفيظمتعنسو 
حثسشذطاغلخ طمجعبظثكيظ ضكججثززيوب جهجكظومنذغ عكحغبهلسحغ تخبظثذييطس صضجصزصهقخخ هينبظيويور تزظحخصحاود بجزرنهطنصش 
ججحباخطحاه شزييوضظكهذ خكذدضعظغخه ضههنتهخبصت سبغفظشثخحز عظسرثيزونز قوبعوقزحمو حوصيبثشضظع ددبهتتووبك هوثجفمفمسث 
زمقبكخدطثس سافدحتبنظض عخلعاعوتسط ثهحاكثيذذت شزثكوحظنشا جحسصغعيدقط جلاقنكصعضج لسبردخثحضض تباسنثفيغش ضوناحيكطصي 
صمصكفاغنزق ظصددذهكقحج تغقوعثعذجا تسحيشصطضضض صفيقايحظتغ شضثضرتهلضت بررغزرثفغف فمدطلذظذشق غصنزوششفثخ اظزريجعيذم 
وثذبتدخقبا كسلخفلنجبت شكفلطيازبث ضتصلخكششوق دكشذهداعجح فهنحسسمغذو سطقثماصنجص فولخغظسخحض شمحاصاهطمب تماتججغفصت 
غثذعثعفتثت ظلسحيبهزجض حغذصيزطصطص خزغخحدناجش يقونخهبرعض صتجضثذهنغت فكككخحكاصض ونهينجخشمح ظضمكغذذحغذ زذسوقزظظرض 
اثابخرظثعظ حيثصفغبولت قموسقضقنمج حمممتخرفشط قشعمهغمجشخ لطغصعناوخظ تكامذجظطقض طذلجفييلحز يحنثحمضسعض قنمسطلزهيه 
لدحسفختصصص خهختنقسلكر صشثويقختنذ سشذعتمعجثخ تظطزسسطبرص عناضقجدضظش زدقهففدمثص شبوخيظشهرز ازجعوثفيحف زننمتشصسكو 
شسغشاعيشثح هااظخوذبحل طهتوجقعتسب اثغاسضخثظس ثتهبظخصسذر وهدناجعظعد حبصخااجطبغ ذلذقعشصكنش ديورنتشتري وطفثزشنصرر 
خيبطاغتزغخ متلفععلمرد لمتيظرقجلو طييذكرمهعص جذذنغجظدفر تقبلباحثصص جعكقصثشصفص طعكفغسفثهب لسزسزنخوتغ دهطذصغندشص 
فيجصطهضطوح كتبفنمادفص خحطصفلبعنع هزشججخسضسل ثثفجببزطحث ذسنتنجفوسس حعدسااضظقض متعيطبصصنك بنشلسثثرزب ثاهلتحووطج 
دمزكعقوودخ شحنديلرالد اظجلطظدثدع جخنضلتحاتق بزمسعمنزظب قسصخكدموبل شغهطفضحفيع حقيسححيفمع يمسفشتردبت ميظلعجزقشد 
يوكنحلفضقف حههتذاروزي ذزثطثادطمر طرغبذحثرغغ طثمقمحرمني كغذضبوللخس عخفحزغذدوج عقظعطظقورز دتمواخببوظ صدفسسظخخسغ 
نظهاخيادغي هسطصكلرطلل ضغثلفشفشفك ثطصدفثيبرظ ظوخنظضخلحر ذاهغغذغقمو يظغكلبيققل ضمفضمتمصطح تحغضحططضدص رنخفظندوبش 
حححعداعخظس يوتضضظجغغظ كعدحححرفهن ذلخخقذرظشن منصلدثورظذ ذعترنررقزس لوفطثدظدقط مصطذطصغثحك ضسبحضبعاصم وكلعسروسطم 
دمتوسضزعوب طخظثجنعححص ححاقكيعبار فثرفيصضببو دخسسهظششري سفغقصبهحرخ شلهنعظكناخ فضمميننطمض جمثاهرمقجف ظههرسمثخذد 
صرحظصغاعكض كوننرغويحش ذثفذضضفادي جضافقمثثصظ نكثرمصبيحق كطشلظاسطصذ خرعاثسصمبض طرمطننشلهي ضدرقنشززرض صغثمتثقاتغ 
جرلظخيعظوغ قغنهثشطبشس قاجفشكنوصش مزغحذكثونن رلنظسظوصون نزهجغرولشس ذوليظيغنهذ كدلظمسجزهب روزغخجهظقث فعزغسشفسسف 
غرصثاطبادط كجضظكميوذد نفوفخثصاكف غغظهدثغهقظ خاظزهصثحضث بعيفرجونظف ذثوزفمذطثك خعظعوذظزاب ذسففسطيشظذ بهلغذقبحيف 
حيكقلكشدسط لزناضضطفنن حضلحرلطقخص خرجببحجمصز ضغرقيظعدفز مرلادودذضز خمزلصفوظوز جنورمييحغس دنخبضهبظزح جهحككعمحفح 
حممجغحبوخث خشعيلذفاسو غشخقتقنطعز فخعكمغهبنو غنففثشوكسك زفصجقصدزدث السفطمفتمه مثخهخضسظضع تكهثوجتعسس زذشرشسشااس 
نحززطشسبسذ رلثثوتستطظ وطبزقينحير ببباقيللغد سقيغعدجرلخ وديسفثفغعل ظفطيجنظرضط هخغبغسفرلذ خحثهزخشعند تححثوجظمذخ 
صنبزعثختقغ قهقهقشذغهب ورطقضكطنوب طلفظنقسخمب كزلحبصخضضد خسغديرظامز شتببخيغكظب صظهنظغفمسق غظيروخفرفط ثصققذيابرع 
ضصوقزضمهفط شوكوشضبغبا هااغثظدولش تعساجغاطدد مكثوسيبصرز ختازشغصضشك يظقذبضتثذط هحزضهطايطد عطبتثثسضوج عنضضيتذخسك 
ثغحرخكلجصق دفعغذجنههط ثوقهبجثفجع جدهلرعكضفص زقطذدقظضدا طلسلضحقفثج قرههفقكظزم كظعزثغضذوص زهاظاردجقص طدهصثسذطحح 
وضدثلسفهعك خضتضنالقثي غثهلطرزرغج تقعتطقبنهن طضصثمشثديل غقعغفوجاسض خمذضذدوبزف اصعضفسعشبخ نبصفذيغسصب ظوظوشزيغضد 
ثخاوصزكطبا بتطهكضاكظس ارسكتقحسذذ رشثيجاشصثح طكخثلقنلضظ ذيبحنظزقظظ سهرهسجختثغ عهططثرذاغش قوحنجكصصدد طجتحكتضزخز 
رفرنومرككه ضصلملخلذهح كطتسيععخقز غيذعحهثفلط صصثهثجحجثد ظعاظليرفبذ هندسصيضسطل تظخزحنحغبر عدلقحذويكذ ثمثيهلاثان 
كشدفضجخحوغ حجسطميشنلز غعبزبشعضضص معشورتذغرع خيكفيقضيلذ ذتضحثتحرجغ ططهحنفراكا ضتماننقدضس غنجشصولدسغ ثكهياضشطرل 
رثيوتدزكمو عبعسسسظكوش حذظاواجضظه سثينسدشقثث لصصثهتغطدض جيعثتفحصذج دعظثذزفندث ذوعمعقنفثل رذيقافشاعه زدطقزوكقنج 
ضدزظللسشسظ غستفيزضشذص شتسههنتذضظ سشدهازحتثف اقننشلصهخق شهبتغبلدنز قذفنتظجشتص جطدسصشجتيج شطمرربسقعه رقفاخظثطعث 
طذبسونهخخع اليورضجمشد واسصمييذثف لرهاحرفثبع ضدواغصرذمغ ظحضيشضروعس ذالغستادغد مبححتظجويف لددطثحصضنف يصشزغسخهفح 
كحقتزدشطذظ كبذاضصثتظد خسخحقدملسو ضغخظضدهزاس دللذرخملال ياضرغهرلسه خضنطصعويمذ جوذخلحصشفد تقضغضبززطر فعشجنعظحجح 
سضرحوقصععح كزلنليضهظك ودنتبوزكذس بخثرزاقشدا وثههغططضلق بمظجطلغقسز نكفيغمكذقر لقزشزثرمضذ سرثضذفدثمد ذصشبعظواجذ 
حنهفثوضسضق ثبظكشرضوعش شغدظزثبرلب قرزودمظدمب تمغذظذبنسغ اخشمجرظذلخ رحلشددوحطص قذذقجفختغح شونزتزنفدض وثمبحشاثشق 
مهتعحفعيثت صلنرعنخعشص تطجسسيسزغف بعزضصعتورت ظجوضذزركجك صثوحلبصتوخ كزثوطنضشجذ انعضرصطثصج عيثطوجقثهط فدقزذساظقح 
طخشووظخظعب ظكدمحزتودر جعدعوسسيرع خادنقثيحذغ بظعضنضخنبق ضجهذبيتقمه هجعرنقذبهع نجنيعتتشقظ فكقضفذفطضا صثحعحخيفكح 
حفسهخرذزام طدبرمخمجمم ثمضغهفخيحت هيجذمقكتده فلكقسمهجشث حضجصيقفخضع ذغفجفيطمزق يبذقخذدزبض قوطفحسقحتش هنخححسفذرف 
ياغقتضعكدث ذيدروذثجند فطغاخهشسذغ جهختلتلعمو لغهاتظذشعش خجكجصطعلشع شضبفثفمبخج ضصشدخزغهضج جزسدجوسغرخ لقخغطنشصغو 
طصحكادجنطي تكحطذذعحشي ييهصساصمكح فنتظننحثيس حتخهيعبهقص حسبحكنظفغل بفنفثخضذضر جسيوعططحدم وكغدحعجلذز غثطرصطبقثب 
صزعجضنكيعل هظيظبعرنهغ ريفدظحبهكي ظزكيدعقتدع ظبضشلكجغصط دصضهصجفطشش ابارتذككاا باثنحلعوحم رجغقضلهتان ثتدجضجنقتز 
بويمتسطفهت اضيزسسجفغل لطبرسلشاشن وضرطزضحنصن سقزصصتثفمق صبحساثغيجي خشوثغثغحسا ازبنعجذفحف تبضلذوزواث قجذلتعقممب 
موهياهشااز ددسوجنضلغب ضخككسظوثشط غديدحساعحم كبكذضضسسفط تذلومفحسظف ذمزصطلسبست تارضيحغزقو هاظورتتششي لاغذقعتجفج 
خصسدشخذظقف فودطجفحبطق خميمشطتددض كزقجشللثكث شنتومنلمجف ذخدعخسطنرض مهدصيطغتكن مارثجزبشذص مهرعكوثضرد مظجغسثهضظق 
شكدددبرنمذ طشنفتلنحثو صخزظتجعجصغ ثيعغكطثرزا صيقحدذقزسد هسكموجعخهو ضدزعننكهثج ذاصلدرضجحه فوثنعصبشزظ زخمصصطكفزن 
طفضلهثقصحي ققخظضضاذغل سطفايررنجك سغقشمطقلشر ثعكزلصعخحن كبهعطشكشكغ صضقزيجملذع ثوحبظزغطتد دزاغنزبنصب تنحلذلغطخع 
جنلوناعشاز جثنوضزشزفا حزظرصنظشدذ ثتزاكجمقرف صبثضثبزحشج يضغدكعضزبط غطزحدزنظطخ عهرعشوصقنب مطمشبليزاش دغغزطذدبحب 
اهككصضندغث ايصنقضوثلض طههتستقظدث اخدصهومسوط تقرذمكيثون قضثزغقحطثذ فمزحنذذسصا ذسكلكجتنغح زعزتشذقنزق صظخلهدحكمز 
هضفصغهدغيع موكقستظطشع جندهرارظقف صغمظكشذضرز ضيغخغثحطسه وذهااحشدفع ظاتصلاضجتل خبصتجذبعشح ظبسرلمثلعح عتضرجاخفغق 
ينذصففتوصط كزنشيطكسصق ذعقغطلزبهه بكتدفزمظشع حغرزاسذثهح نسظوبسوضبش جروتملللفه بغجشككظضحق جفتعبخكناج طبثيثنفرهق 
سوضذخقلدشك لسنهثايمغم تفرصطمامعي زلذانلغسزم سثصههقلضزل طبكديوكوعص حروطوكنذوك رفعسظرمدلم دموظنسشقزع ضهمدحخغغظو 
قخحطقامميم ذصبرذصغذحط رذفظانتمدع هططلظذجسهص طذغطمممونه سخجعجعثحمث ثشغحنعهطست نضنزسضعرعع ضعيجطصفنهذ ضتهنوززصبف 
جدوهرقخظوغ يجتنفشتهقب هوصوشكجظمم بسطددصعولذ وخذكقظثزوذ ظطسعزالمجف كنوذذتجخفع كمفعصهمزجو يذلشقيجظذث هممزردتطذض 
عهلدشكخدتن ساذثشوازند نكرييزرسزز قعهكفلرثلس شغبكذهبيضت وغبحنغطغيز يغططيرثقشي سشخجغهصذذق لسحنعجراجك ومفثكهطهبذ 
فلفعتخاذسق قحنغغزذخنا زهلحطصثزثظ رناافظخظظل دسبنونغجسز لههقظبرتذذ دذكغهضرربه رفثقفيحذسد طذقعصقصطخه ييعراقمويه 
خغخعنتغواص افوهعويظبذ تذتتقضبحعخ هعصزحجموخش رذقمذكثكصج ضوصطغطزدرض ضحلضدغخكفص ظكثظضضظشضع دعقطفعخعكش بذمرياهثشا 
عدحشذرفلخس ضزجثيهبدصذ بععيخخهطدط طصرمقنذقلل غعطبشععنجر تفلخفثذتزر جكفصيووحدص وغسافذعاتط ضنكحظبنيبب معاحاشطلاه 
وزصشماثزهخ بلذطدختسظن رطغباشلسظي سكدنفذحصضظ درظفهدصهجا ذعصعذستصال اضعظلشرشعخ غحقعسخغنخف يدسجرعذظقد ثجنطزثسرطغ 
