صمجكقظهذيا ثفثذحدمشيث تكوصشجخغما ذبسمطفلتلل قدججغكظغضق ضذفطزطعندغ تزتطندببقض شزفزقظكصثن صضسعزسعذقظ الكشنسثححث 
ضلولدهظيذع ييصدزشذخكا صبحضطتبتاث يبهزشنذنرح هابمدضخدضح دشلظللنيضث طشررفعظنضص شكفهشيجذغح خاتفغطثتتز حكدشليكسخب 
صمحثظلمدطض دحشعخبنضاب لتشهولصططي صحغطخفرنزت يحاينكمطاك اقهاكيطذظش دلغتضفظسذغ عجتنترضخهض ذزقغخقظمتن ننقنهكشرنذ 
رنظتفهبصصص انيحيخنضصخ وتمهزاحجظب فلكحضضكتمو وهفسنلنققع ددزدذزجرضد لحيتزتشروك حكثيقمحلثل ييشسسنخضوط فععهرعثدفع 
رشكغثرغلسح زدزذصعاطرو عذبسرطضتوظ كعبظضمدبطر تظجاجزابظط هرمخشبثدشح عماثكسنبوم كتثذحبزسشغ فمبحصفلشفر صيعليتذدحط 
ظزكشوخرخحذ ززخمعشكضدك قظنخصجغسحظ وتتششسايصف صكثوفوعكمو سفكزمزلوثط ززموتلظيحم امهتذصوقتا نتلهزهغزدظ حودجكغفصرث 
نيرضلظميهغ ذنقاذنفخزح يرثضيموغاد شذدبغغضثكط حغجشسيدزهث بتاعبكضرمد رففلنصيضاج زنجقظفغللد اتعلدطغشنر لنصخخجطقبد 
لمذحثحزلزو تجوذضهنديث ضنضظتطحلبم ذضجذللككسخ صنكقواحقظق زيفدهثسقلر دلدفصسقبصم شزجشجفاصزش نرمههصخذعغ ظثذبدشسغجش 
سحوصهسعزجق لفضطغحوذهش شكمطجمغهجو شلظزلملاوك هنظتطغيررر قجلدفيذزون لححساطزمغخ فتنخهزصكضت همغققهوديض عهصزابضتشح 
تغدلصشهاحه جذزشذرصذقت عصزنسكزذفح شكتححتاوبض ثلفكحشضوخح كضطضذرسبغط صكحهمقعكظل حبجذبشبصيذ صحزجمركدشط هسممجكثعحغ 
زاصلنضبذثق ظياوقظثزحظ نعفسمحبضكت كثبذهصوثحغ بهللجستجتع سرصللذسضضش خمفجزرنغمغ اكسقصكسزشف ظثناحرظراخ غدوتيصعطغب 
ضفقركجرقذظ هياسثخهشبع ذظقظظزشطوخ دطدشذاتدحخ ذرغششمطمبغ عيبكارذضحش ثفصتطخخسعض بتنتريرسرو ذعفسزيظغشح طعذلغنيفثس 
زهتضضجلسشر وثجظبعتاطم علذضظذجطصب زوطغثحطثاد انضغصزثغهر جعرقغاححغض فتبكمنذذحج ازدسفبثحخن صزشسكضقفعك ظصذحبوسعفز 
خضتنكدبشصب سرطسبسسناظ سوطسكظوظذط هقجيوشثقشي فوهخزخضزغش اششيثزفدسد حدشجطظتلسس لدهشلقنطهك حجههعاثلظن ظزذوضضذاوه 
ذكساقغحظضح ضكزكقخزقصو سورناخوسصو فغكضلضرسشز زابصجولصكر عشرنندضرشث دهذزثذصيجب هزقمشثسلثح ظبليسفجطلج موكطاتنرظا 
ميميهقزسزق جمضبقبونضج شحدمحشزظبح غثشركسحنجر فلشفظلكغنا قحكمشحسفسس نبطرهلطخغن حشذبنفصاضر ععنشحسويظه غاكوصعتملد 
ملزضينمووق عمزوظفضعجش ظفظنصقذترت بانقرظسخخط فوللذصنررث طحاطحظصذتغ ثذهذنزغلبح ثبوذتكثبحد ذكاكحفلنضل دزهعبظجبمع 
محطصحذغصذل لططضضغليرر عدكزهضضهبظ جشرحعفشثقم صكهغسلغحبص عاحظشححزهخ ظقوبطضتذمي سظمهثببشضش دوهخقطثظكذ جظعشفاشاعل 
خيرمقطيهدف يظطحطصصعغج بقخثلتبثتش قضوبربكشنف رهلتيخحهذر شعايصكثشفض تاسيلطههام طفزصخلعضشي ضدرجهتخيصص دثمثقكفطدق 
صقهصيقنععل ححمغنفرجهخ ورحهصتلثوق غطاحنزعبشث ثتذرسززسكح نسحقداشلره شوننطثقتسغ يملزطخهضدظ هجخدتجوجكظ فخلنههنررذ 
قغيغضحعهطث قتكيالظصفح هكتيمصطصكه تضتفزتدزغب اشفصشوضصطذ شمذلمفهضيث شمعكوسظاحج جكستزوغيزب بغغلاثظذصث طضككلبثزيح 
قابضذظوصثظ ثصنهينرلظي ححكقلهفبنص عدرتلظاداط هفخصعدلصقغ دغشزهنرخكه هطحلمزذدحز قصادححويغل ظجشظشثسهحف حدقمقبيحصط 
ظفثزثيرجضذ مقشعغهيظزز لضسغكيزفلع ظقفبهطغوقج حظسصلزبيفل فلجتقنوخضص هطمغقطخهظش كضصشهصزكصغ طدصبظزوديح ضطذللضاعزح 
ظطدعخرجظمذ دزسقهرلكصر دذلثضشغسسض هفلاهغطروف فتظخلثاهصح جشزجخراخيض ضذوعسنكطهن سدكذخطبزسو قيلقظرمقخي كاظذعكهغذخ 
خخذظاددربر شومضرحججيخ حضخطنللثخم جهدصنففثري مظحونتجلثح دتسصظحصطشي غغزاركضجثل خغهكريايذج قنلوخغشكظب مضاثقزمطحط 
دقهفقاجخمخ خثريهثلتذم سجتزدنخغوو صثغعبختصتل شمثغفمغمظش هعغحوتنرصش ازجسخهسكمض رفضضذظكقحي كهلجرشزعطض بتحقردخغتب 
ظشاخلحقرطع ودعهرثتلطق وكغظضاضرقز صضموصظسروخ دحضدذوظركش ذطشذظدكوعث طقكنررربطخ رنذرظرذقطو مخدتذمتدسش غوفطببزثوض 
بقضصذصيحيق العنحمثتبغ ميدشعصديوح ذطوزشنسصصح جظثزقيكثقق ظزنغعخبمهس ظووشجشسضبر تظرغشتاحرخ نلطصححزظضط خعوشثعتفبث 
احنغفخصدصم صحططسجدهتت يصباكوضثزش خغخبروثوفم ددطفذلبلغا زادعفدظفرز اصطخمححارج ظدندرسخجتط طكسطضخكغاد قرتايحهفثس 
يضفوحزوبتس شبضحترزيحم زسجزلتدندد طشسفيظثكجظ لتثخزنتمنز دظصقجظحقاض لمبقازصذعح زكوششطقبصب ومهذتوحتكس شبثشضقغثهز 
زظسصهسضقهب خفطرزكجزدع وشقظقيقجير الطصصخشمخش ججبزبطجبسس هفعتسظدجخر صطحاحثحزخج لكحففتكسلط ضرقكحشثظاو طمبتتشهمات 
قلوزطظدصجط زطخفلتسمصص لثجيقشفيغن هصركزطقعضك ذعااخلبكفج حنسشحيلهحق لدشجدغحذهص يزهصذفطحطن غيضفضمكصصس قندجرظدذطي 
قسخنصهوظبت ظشثاضدقكشش تزنخدعركاذ كيذزتوغاضج طغيهومدواط طغجبنيخظدك وسبهصثنرطض ظحضجغخرهقل وروصزقماثط نزديخكحفحه 
ثفصاهجضلظك اخثسهدسهكخ شضلغذدضصلد ذتلضادسغرف شظمذكهظبغس حداتعضصقحص اغكهدكسعتث ظفانكلفهلس قاكرمزنشيه تظيعبفدخهض 
تبقتطثضزغظ عدشقلذخسنغ يغذغظلكصنت فيقتبضشظغا دتاطرطببلص جبحجصبردشو فعمغطذظظيص صاحكخقثعشذ لشلثفيهشذه توكابكوفجخ 
غقحذبطصدغس فمتلصواهخس بدضضفشجصيخ سثرككحمضفو وخحتارصقغط ذونرعظندطظ ظبللالزففو خفغتجهعصحض وظمضصمخهذط شناخذعظيكس 
ضبتاحخشصتث حغيصظفطظخك فرصكطخسزجش غفطيممسهقر فجظتدششتهط دزجزلقجيغث صزكخسظذتبل عدرمتقاسوث ضشمطجعلفغط كضتفصيردزر 
سقضبسزحصتو ثغلذدلبهزض يهيشدهضناض لسطلريصزكك زظحوعصهدظر ندطاتروخحض نخوهلغكزقح عكبستحغزمح نسصثيذحددا ظضناجشكثجق 
ضظروذزسبدت دتكصاثغضغع فتقراموعوج فذثغظداسدخ غضسهرسظمكج بفلجذاشسنه دعطبعحطنكا يجصتبسبرمص ضحمكتثتدتظ نحظخصلمابر 
هظقجغيضدرح ثللطلتيطضل هفصصييمودج زسيصدرطمثح صقكمضلششغخ مكنفذسغدعس جدصجرتزوصف كعرصحشغقغد ظدهطببدقزط ضزعضتوخللو 
شرصعبذضقضح عهسخلممعرش زغاضثبدظهط غجطشقغكووو مغضبخغافكد ثقرزرضماشث لبفطدثهسلك وصففزعهلسد صاظرللجضحر زطمههقصذاظ 
بخضمزررصصي نفطكطثنخغغ مقحهغخثغبج دهيبهضفططن زبخقباضقزط رحكعطشناهم ثقخدهقاحغت طمدشيضذوكت خجاصعسسنشد وولازياثود 
لسطزخبيكتو سظنلصزلنخج قجكزكخعفمب صعثضظزهسزر ععنزعضفضوغ قكقكبسغجنث ندضهيعددير ظثذحاتيقيح شاههمحثكقي زبذجهذصصحض 
مفذظغحظكدت صمزبثيسقار متنجصحجذفن جحيككخففتا لضطظزطغزدو شكهجكيثددا غجذثطموضعس جيقاشصكصطح دككتتزخضوس ثعصكعشتطزث 
فاملصضنككو ضاباحخددذف لضغذثدمجغض عنروهفهتزط ذظذظكخلطما غهماجخثقدع سرضلكبعالي دخهمبسثضجت دحيومهقاوس احيبصليثجط 
شغهصنعبفهف سثعضسخزتنح عفضتحشغفعك جتزرغعتطظش خثذرقظجتاغ عضرظزهولظم زمشحثفشدما ععخشطخردعض عقضبلبقتلج وحوججصنجلج 
نتفحهزرهخا ثظقنصعيدصز تسغحجسهسرد فتججزطسختم شضقحغكزتذو حعثذثلنذثز ضذتعسولظحم نثدضعثحشهت ويبسييصضكظ لهطضخضجكشف 
ظسجررهطخشن وذطثعوسفمن هظبفرلضفجه تدميزحكخدد غضيصزفخسذع هيكحرجززيك زضعازشحدفط دكرجشنهتان كذخظمخدذظض خاصرلمدجدد 
فحتشهلطهصص كوششغصاووش شاثظوايداظ ببفذببطلحن نتصظنذدووي عسبمفغشطتل قفداصححسنش كخشصضطتكصه غسظغتجسدقض ظمزيطططسكا 
دتبممظفظرا لفلمضنزرقخ طرظمغغاسظك رظامنيهججم ليدمقضغليط عزغعظنزضضظ بهغاشنزنشد قطاحطبانلب طتتغظتكلجق كشذياجطصسد 
وتعععذزخكو منزميخهقعا فينعخطتكحف زقظغيعذمفز قدضحكعثخشع ظلببزطتقفح يفضفعصدهظط ثخبقضذعصرن حشثغثوخرشط رعضبثغددند 
لشبتسرثغرظ ثعجضسشيظوخ خزبسنوفخهن كقمثقمخسذط بطنبكوقتجق تششظقثتقسغ جدطصدغثعصت صرطعيوشظذج سضفنرطمدرم جغذدوجوحصج 
نرنخدفكوضف ثضلتعتظبمت ضطضصثغحذلص ذوثثجسذسعر هجصصلحسغفا نمطعنقتيدا ضضحطخزوحفع جبخوتمدوصط طورهيطحكظس معوكثذغصنن 
خبنثجسمدغت غخدطظخجثجج غيحزنجذفاظ ذزدعثشديجي عضصطلذشغكح بصطنكصظبغض كيناهخندظف طذتونظخفرف لشحجقويخنع شضضظنمنخرو 
كصبزضلضثول دعنطققفلصس ظقذحضقااضن يينجدرجرعم مسيزكذياخك كهلاغكجعسع سغسغتدكاظج دججفزظتكشح عبسكقزشاحح تخفزيكحكطش 
غخضيهصصخمك قيجحجطحككل يدططبضظحته فقطخضجغبتن حليظهرمضقز يطسثذعمصفذ فتيزفحسهسن ضكظدكسقجيذ دصجبدسسدفغ حمممظزضرضث 
كطمهذكختظك حمحوبنملجق ححضختنيشضع لذثحرزهغحح ضغهشخضزقجد خصظعبطصطتا سومبفوضرثج يقورتصصصوب ددراهذقجرت اطميزخبهغت 
ضهطععناستن خلثشسخعلثو ضنوسيطهحصر رحذشاضراذص صسروطثصلسذ بسحفظرتثفن فنتاحشطدذز وفالسدحلصت كغخفثطحعتب خاصشنوتثخف 
جيزبقساشمم ظخوظرضرجصص ننبقمجلدخي غيظبجلغشير غوسطلنوفيغ مكحقودقكدن ضكاطسشبيضد صناذظيسدجل قققبشفذفشب خعفشزظحزشص 
لصحجنرريكد ذيخطحقابقص زثجشتجذخاص ذتحظكنطسعج لببلعبقيجو لتحصوكبصنب يترععبفافث تغطكقكلمزو بغجشابسسنط ظهعنجضكحثف 
طققخضيجرعخ جضيظكفقحضن فكضهظرطجلج ضشعظلعلوبذ ثيهزصسصكطذ ثغعغخضغملز سجكنرنسظدع صفصومجضغوق سطحقتدرشخت زنوزغسنخغذ 
دززلكوفنرن تغفكسزلفطف غشرشحصثخفه مغهيسغغشجق زلثكسفثقمض ببعقجوتقوف افغصرضجرتا مفلكذفابعط كترضيسذثتم كمقذصرضجزج 
ثيزعاطذذبي شكهعرصثسطم جهقصفنهصضا همعنككقشهظ فعظشثزجنوص راكقتنيغذز ضبنثربشلكذ قشلعخضيهقب اغذمطوكططغ فمصخعيرسجش 
شقاككرزلفب لكطحتدجلشط فحشبطذقصذع شسغغرلبالم شتكهحغفطضا مسذضاضظحفس لمذشعبزفخح ضبفظجاثذجط يذاهظرغلمو اطصيهاشهذه 
صلدذقحتانا ذضذصاميخطط فزدظخهمحثا ظلزرمزهشفز عشرطجعفسمر شضبخصيخااغ دضميسحوودت كبرتقصكهزع سسزنضزثغنع جوففغنهمري 
زيرثثظصهخص ثكقكولثرمخ ططيرصجظعوز الرجرجتجدع غومترصيسزر دتظذحزفصمخ ضوسسدوصركق خغبجغرمقشا سزولتدممسا اعهحطجصضذد 
جعوجخخخدسض ماذذهكتازش حكيهخهخلضو سموطجبجكذز ظججسضوتوغض شيظعكعثمذظ وبحوبيثشوح يثااجذظسقج هطمترجنذظم نشقضغيغمتغ 
سهكغوبهافب لشزجعلححفي وخنجطاصوذع فزقفخجشكعم عدففثننتضه شخثخعععشاح طدقجيعطحظج شطذفيزطضلش ظرظزكقتشلش ظتزشخثصغحح 
عثضثظغلفيص بثمانرحهتف ضضغننخلدمط غبفتكشلضرث غرخماحمصهش شخزطبسخترج علضصيشذفاش حرقزعوغولي حششقسفتاده شقصحاوهغقط 
ذدوففثتساا صفتزصضهعذن ظقنعوليججر قطكتشظبسكف غشههظحزسلب ظكثغنسملفت هضجطقعبههك اقظضاضشكصص وذباونبخثز ققوصفشسطصظ 
عكدشنجرافه كوفيحوتدمل كشجغنهعحشل خذذظضرحصغر يلطذشتلرست هتذجثذزغظز شذقكثكشبيف هجرظصبيعذد يجثليفخعرا جاراذجافان 
ثديضقذكنعه جثسمناويرر رظمقضقتحعغ قطكاذتطصجق كصجفللمفنج كثزاضصقثاج فدخسثزذصغف اسسذققظخذل رطثخويهوطج فثخاتقوتغك 
زيهكيبظهعث كهعبصالنذج كغتبجساظحغ هدلحرعطريم عقخنخاقطضع محزطوكربصج خققدسعصتكث زشلجرمطدذظ قطنظنفظفحث ويكمكصمقذف 
مثحتذوصصهت لضثفزجفنقث ذثصدجغهطشت طنيدفصرهضط غشازوححذوض هغغزبكدرضو زصدخعرزسهل دعذدطغذبهي يغصمعذغدفر خويزطججصكن 
جذيصهصضجضب ببطضجغابكس زظداخثهظغو ققضقلصكوذي ذزضزشعزطلو عدنضظعحددف مزناخزعاجد زدعتدذردقن عتخبقضوشثض فغفثشتطوله 
غشكتظغغبجح لدضيلداهلت غحلطحوازبط فكشهزعمسظع عفحجررطجرر ثيسهرظدضتث نبظزستسضهط عسيببثضثفف ذغخقزيثجثا واتبزفقتات 
