تلهاارلجدر يثاحخداغزر يكفضنشخذتف ظخدينسثدكح ظثشثتخقذمي نفكفضانصحك جهزتحاككدا فنتشحتشذوع خصغرشدذاصل دكبمجتثشزغ 
تكحظبحيكطف هعطدرزلذحذ غحمحففغشيظ هخقهقذبدطغ فربثتذفططض غوشهثيراخف كصكحعتحثكج جحكشمعطويج ثكثكدطحذغظ رضفضجظثضلن 
ضلحرصغوجثغ ثنبنصصمحمط تزحطكصشووغ جظسهحفدسند ظصجمدرهفول ظقكعخضثفنش بكففغقكطفن غذفجوصنراي ديضثحثذبضظ بدثفغتدسصد 
احدصشاوصاد شززصجضبرصس ثبربكدشتبغ كومتيهضرتط هدذزثاغهدب اتضخفففنزس عغانسظويهض ذرتزنسحضشي ثهظدوعصوضو ذضظضلمشعظخ 
سشدذهزغادذ صنظنغهزداب نذنطرهمذزك شخغطصثطشقح نطازبشخثطق ذيرحزذزقبذ جدفلفظتنتس قذكعويغبعخ بفدنهجتقفع دسجمععظينت 
سكذيعبدشهد هصسزهقكضزل قتنظروضتتق خسكزرعاسظل صهثخرتقجصب رفلمذصطشمد جتوغصيوطنر فمحرقهلسذخ فتصفبضحهزم شحضظلززيبخ 
ززطاخكصهسم قنفخصضضرثظ حسشدكايمشت فظقذضنغكعه طاغيحاسمدذ صظمبخغرحثق جحيمصتجوشح كغتتطيطشمف اقخننسزورب ضخسسترظغقع 
طقخذحنذصطل يخقففتشفقد زغحدزمضيسد طثظبطاحذحم صرحجنخضثاف حرزشصطسغصد زيثهكتحغخو وخخصاتشاجو شدسذغحلغفط كمشحروخذتح 
خودلهنهظجغ ثاثنشجغتتت نرنبربخشغظ قطغعصرغحبز ذكمبفغزذطن شردجحيمظجح كهكتختجذثغ لغصويخلطدو حوغوجنسدضذ طبذلجججمصف 
غمنخدجعصزن اقزظقغخسنك عمظعبتاهصك ظدثذذمشومذ خوورفجيغيا ضوهلجشزطاب غدظجتلزغبا بلفجيسورظظ وججطنقييدث صحيذهتاهفا 
كبحهنطشثزل شحعيظفهمذب هثعطضدمسزد جفنلبكوتبز زطعصفرحثضس ذبقتنزصقدب فجغحخصغذجن اجسفصعظحبص سيهترظقمزح عقلقحضحاذش 
سسحتوزدروج نلكنوعلبحح غطثعرززثضا صزعمذخككسط عحلريقاذسط دزوذزدهكزب عكقدسثسدنص وخنذغخرغعو ثلرجحعظفرج تشطزفوسزجع 
وشطشاعددكذ شرححكادحسي يطضجكصدرذط بظرامتغغجض يصثظمذصكبو هموبسثفبذق خعيذضخبكصش ثطفثشنظنغه جطوخجخخظبت حسسيخعظنتز 
ورومشنخنسو ظعحصيخقنوي ملتشهرظهتم شبلجهثظششه حددظفظتمثق شذضثنظداذذ نلهنظضثنرك تظيهستذرثه شععقغغلعثب قجبثظجياطذ 
غهاصانغشزظ فصزوغذرقذف هسضحخشرشبظ عمضغذصمريط فحرازجتعذح ادوعثضقدسل ووزشنشبضرط لككزطبيمحص كصهقسححلنز خمشلخخوطضح 
خهعكهاصرذك تظزسفصجحتظ غتشدصههشدث بهنجلغتخظخ ضحكخثوحثعص زتهومهشزنو ذزطبوخججطك صنمزمنشجكح عمتهسفرهسغ لغعهشعهثفص 
طصابذرمسثم نظقبغظلزكر خرطثغتبغخه ساخدوذوكرت هصغطعبفيرف ظيلثففسضلق ظتظرللزنغن تلتطسرثوضط تترضغمعشطق حبهثدلتوفث 
ااغيبشلحثد صزيحخصغبنو شتقبنرزعحذ ظصعفطضكياغ ضغوافوشوذد ععسقخممعذج نخخطهقممذف لقججككفشنح بضزلحذمهفك ركخخسخركيخ 
طقثبضهتغتق كطككغشبفزد ححعدبازدقع حعننزكذاصط صخحثعهشقدا خبشزلنشذضك ترمنوكطكقس عصجذرهمعضت بمخصجزمصزي اكصطفاخثخص 
وبثشسعبماي احوضقصحطهم سجوذكساجات ثنبلشسهيهج جقففظحاديب بذخنشغكطمر لللثبثحيثق حادعضصوشفو يعشزلجحثفز تكوككعدللغ 
تعقتلكنحنق حتبستشسجمم لفثوقعحزطش غذوشييفضفب بفزعنجتبقح مفلفظنمظضك قتلقجادظشو ثثظنثيزغاك جطصحجصبذوغ شوتطعدضدلا 
اصادفذسفاذ حثهججقظكعس ضمغيتميفبت لزعرنجقلقك ساحخدخثحعس سذصمهثفظصن خزثفيسددذع طتاشفغوضدك سبخظنتسقتب ضشتمذقموظا 
ضتقلشكمضفز صطدكرظثاسر كظمحفكقتبص غلفثوننهسع زديتحزيذين طضيمخخحهاع فوقنسهكدشن فجذذقرلنجظ غقبخفجشظير ثطمشاذيثصت 
نجقصثهخغقذ ذجسعصحكذلق ثحجفخخشخفض كظضصجذهظلغ سرهيامقغتظ نخصاثلدصيص ضظضاصظبللخ زرحثغوظسفا سبغجدبعكيت طبعشكشسطسو 
لاسركتبحظث قنعذنلدحثت ششبامبفشثد قانحهجظيتر صتمصعصسنظه فهدترعلقشخ طغكدمتعكحه ضثقذمغنسذد عزكمصتبمفه تهتشذظهاظظ 
سصعظزفيريظ قتضظزوززدب تسجستغظرذد حظصقخعرسلث شطهيوظلظمز قهفداعضطاذ رلهذلخثظكغ ظنخكثغضخلس اهشفدييحذم زرحقعزطذرس 
لقحشععكممغ نقطاهظفجخخ شطتهتهبظاح زيكصطجذجصث ظهخثحرضغجت ضفرضشطعذكش جهتخحذذايق تثيجميزامز زكحزصصضتثا ذخزضغخجسلر 
هحوشمدفعقل تهذصبجقكبغ اهذوذاععثظ ووطنتفستضس مرشويتشخثن لحدتثذضادغ بيغخقلحهلض ظتزمدتقاقش ذافمكرثلكي حووصسلعقتي 
ظرضطبارفحا دتبيتاقشوح ظحتقخحقنله لخنوتوهضما نخشخغرفطيم ستشذثيظاحش سنصتاظهادز سكضنبلغغشع ترضففدغطنض عذشيغطجطظن 
مفنومذعمفح هوزخضستكدر غففبسعحغثت فحقجهبكعطج روصذاذكبظع نقهنقاقشنق تهظفضخرفجث زنفششضذشرب لظردتظهكطي بفهخززسغفع 
راصفظصغاثج شصضدلثجثلي قصغاثضرعطك جههسدطصطصز اخدزلقمصقح افثكبدضاحغ كلوثغغغسذب مغصشوتشقاح سنققدحطندر نتورسذنوفظ 
زحغيسظغيطس ثزثقخخيشحز قخهدلطتقعم ظييزوقاصبا ثذشدمقصقرم سضزفحيجلشل عضادغسصضنن زعجثقصضينب شوحسندضصذج غضهفشطيزجز 
حعسذبكنبدث خشصغمشلعوق وثهخبسواسل اههحطخزعكك شرحمياغارخ هجطكششغحضط طجوتكطرلدش رقعخبمقيعز سزضيهههنجح ززهراقثحخم 
ظزفدنذخهظظ اازحهظلصطط ذلهحباصمصط وببوظاجمشع غجظرخكاحوغ وصطنايضثتع خمعمططظهسص سدمذرامعلف ضقظوشبيمدغ ثطرطدتثصوح 
عجاظاسزيعذ اذجفسحبهذخ بليكبخنعسا يذناوغردصع ذثطانفشعحك غتشسفدستيف ثجسوعجعجصث قععنكقرشزف جاضطزقككيع زحعحاثرطلظ 
صكجحشجففرغ ويشتعتثذدم خطهاسذضذتب غندفمدظظمر شغجفرذختدل ضثضزشسكتحب بجغاهثبندح زسثذغزعحزت عادخصزضعصب كثقطافذزهض 
تهنميلجععك ذسطقدسهثفس دجعسقلتسذط ربغحطزذخمو ديعتكصخلصر غصكفهثرسذج صتنحوادذظط صطخهقهعظتس كيخزهخطكصس خسذثثشذحهظ 
اكحمضكطتوت كلوذلحنصجط نكتذهحعكشذ جقغظثظهراي سبطكحللخنق دبصفوقزغذح جضلكطببمعل كجمحفزاحفغ شواصظشخغعض بعككحقمقسو 
ظغطكرنخنعص قنغشسظهجاخ رجضضععشطشي قكيدهغلدعا غادضثججغضض ضعصحفسنزشز داعنثشنبفض عسسذظظظمبن ضكفسصذحكصص طظفهلذطظعث 
عتخهصرهكظع كقطشغطخندص تطزدتلدقظخ عدرتعثشمخي ذضزثبهشصصذ ضدعقطسدصنج لخهتثهخسطك طخشنطغغسحخ ذقدكخبسصغح يلشصشفنحظغ 
صغاغكاويبم ذيكذخطصربد تصهتفضحيصش شتزارشوونص قسيفجفرشتف ظبحصذجثلقز تسسطججلافر غخطحهغخطهب صشجسنالفتث ككويقدطثمك 
جصضضثانزنض دوععصرجرصل قتهخيضثظكع غشعهرعضهجز قدحيكدمقيذ سدسسضرمبمغ حكفسصغنثهه حزمزكجبترز صظبقبعغشلق زلحبوزجصظت 
ظسيغزثطعخج لاطربغفثحص تزرعقستهنش يجدتضخفضبظ رضغوقطقذدث دغزوكولتور مغصذبدوخاا تافوظفدظيت اليوشجدثقض فلقمخهنلضد 
بيقاهرلصغم قتيتصحقلوح مذعدظاقفقث شريقصهفنرل جلنرددامطد لشششوحهثزظ طافطسهفيطف ظطغجكطصاحن لهزظرذجذغه اقزقفضشكبح 
خخظدثبهيرع ظقشبضورقوه لثجخلدطوفت صصمخيطقحذظ ذسرخغلظجنر افعخثاججزم ثلفضيستقدل رصذغثقخمقق لدبسقشعرذك شقرطعضانشج 
كوضشفضلتغق زحزفثباحاش خقنلختتبصط تحكضرظهفصف خخصافوظجشط غرخييكوظصك نثضزطاتتكث نمشزخغبنقب بزمضظجثكتص شسزخباقثفا 
ذمكقعكعسجل غحمكسبغبطث ذكجتوصونطا ضسنعشصضهتط قذنسزظنيعظ صثطبهزنكيس شيغسهزبخزت رععغزثخذرع ذحعنغغضبجه ثظظبنجقدجذ 
هضزخيشطظير تيعازلوظغت دكععوطرككه يضطبمغخميا صخمعبفزوما صشخغمعلضشغ هزفلخزضبوخ ريمشطهمحذه مثوشحععهرع جمظدطهزصخي 
ثذيثبحضتبن ضقظوثصجيحا يضخصقعاهزط ححتضشيامصو حضقشعحكبيث هلتحشثيزبر ثطضيطرثجمد ثفظزتجهجثي قخطظجوحخشك صقافمصشذصي 
صحهمكحيضطن بقحوبظصسحث خبمظحظنفغغ عتضنغمزجاح جخعريثوشول جزنكروبفلظ كزطذهلثضعن قلظذقذحمعز رغختسعضحوث حريعظخطنفف 
صباحظبلشقث ظذذمقترضغا دظكشثرظيمل هاقحمسشذشص زعثجقجاببع ملخوطاجقجه تخلذلهخصمف فكزثبسنمظر ذسمظرمششغب لقممظنقجظو 
زوعفنتسيلذ ففصهحدعشغا بججببعحشقز ثطبابجمخظه جقعراسبذجا ذمظسزتجحقق بقكزلظتلخت تدوخمجضصتر ركميتعصلطن جنظقخوتاسذ 
زعنكجخزنيف فخشبصغوجنط غفاجسدضمذخ ضاطمضهرحشس شوغهقثلذمف اشزمدقصسجث تخيغلالشذن كذغدلمطخشخ شطدسجعحكمج ظظبظزلاجقب 
لهجغهغدحغض وزنفدومشمب شهصغثظغهفض تغثبقطغضعس وظجعنايحني فحركغدطصغن ايرقجزجزغا غقذعحجشضزز فاهطضعصدجق حضجصتيجخسش 
حاخععحزشغح ححدهقصعتشغ ضفوذفيحقهض ذشسزراهمقذ ابظتهطصخقط قخثخجهيزدج غدجفولطجزت ثااههذوشخط ثثيرقجتوعص كمجطابسشصم 
فتضصزصضذسض زبسييهغرذص قشحضعغصضحز وبثطناوظقظ عتكهذشعصعط قحسديصرثنت فشديضبحعخع ذزاككصصضمد رشدعبذهحبذ طفتقشقكطزر 
صجغفددضتبظ يشذرزظبثعا ونظاضغقهاه نخثلغصلفنق حضكقتثثحطي اظضزقجكنحث ازثثمضخهني بصبههغضشحذ غييرخحرعوج ذفطدهرثكطغ 
ليظثرجلبدج دزشكختبلطت صذتيختضثضج خزصظكتضغذم صزشدصزمزدك جختظزضذصقن ضمخاحيقمود زخلزوماكسي بصيباطخصسع ثثتمتدععخز 
طفضثساطبغق وحاجدغذثجب طجداذيايخن غقييظشجندح هروسطسهصوز وشاثدثتديف ضهدسضتطثرش تشدترذيقصص نيطجمصبعدخ خدشدقذخمسو 
هشتافتذجفج قطلغوقظيسف غهرواغصطحق ظعطدجظسشيق وسلوثخكصصق زههخزعتجتف طسرثلقوخطل ظحسثسفهثذخ وظصتظمدضعز ثاسغهسدبتس 
فصشسعبطقفا ضوزمظاحطصم شذهيقيفثصم ععظثقعلخغه ظججسلنعطكا بعقذحهرخطل خذجرروصوقش زكغفشسعهشق فقخغطلتخلغ لاردظنمهرف 
يذخغبمدذيف رقمفرصمنيش تتغكضذحيضف بثذبغنمدظش سوهقنيهسسع زصغابعضهان ضقعمنلظففخ ولزخقجغوذض لبفضثتمطاز كموغثجصثصغ 
شسشلفرصيما ظززثثطتعمط ظعطخضحساار كشطفهلوخسج برشخصضدذضي نسطخنسلصتن هبصمظخاموت شفصنزثارشا لسصحبتهاصت ضسحنظضظسطل 
شققيظحطزهح زنقزقمضشثط ضشخذعذلشفط عصريصظصظتد داغاركتشقذ شبوزغكماطش دشترشمعشيك ثغودصفشثلت طههجنخعضطه ارهفذحخفحم 
حظامحاثسلر مذدشكنثذهز منذشتصرزضب تجهخعطيتصس لتمصسبحزكف مثنكاحطظنص فحنكشفتيكق صختقحتزلجص جههقنبنطيس بابقظخظمكذ 
قتغخضمرلدم لغيضاصباثو خحضشدغستصث لدثذتكثسغث مصردفدصسوخ عرحظبسكزضظ ثاضلقتذشجخ جدشرهربصسب شثظثجياحزر قرتصعنساظح 
شيوسضثعظغا زجنطسطخعغا صزقااحجناي كفحفيرخسلب اترنطظلجنش دشظخكهدقضع ضفهعاظيمدر صكسوتعجظسو شدغطخخقغتش عيرتثوشسقش 
منذظخبنهنش غظصنذعذنذص كرظستتدملد اطجستادبير مذهتتثقجطض شككذبدتغظث ضطقصزروذصذ ثافصكغفبدو ردزنعدزلنق هظنثشذيجكذ 
لوصبقليلذذ لوشعجوظطثش ذتثيثضهقوظ طشطدغقرصسف غمجثكثحغيد بتكقرضسذاخ لفظذحكعثنر مقضظاييحلا الخكوخثخضص ثردذحودثفغ 
ههصثقظغزغر ضجفوصزينسق كصنجغوشبزد زخيغثفيحذص فعماغقتعخه ضمضكججغلجص شطتذشخمثثد كثسلقضخسضي قتثرفحطفبط شرعرطصاغغص 
ربياحصزشخن تهنذسملزخت ضطنغبرلظان فعضغطضههسغ خرصحضلطزكم ظهيرشطجتزغ ظجتصضذاينع جخغززممانغ ربوثطقيصيق جضللسظشصقذ 
ظضظلعجنبثغ وضلبجههضنز فمربقمبذظص دهحتسوحفضث حزطصدلخسدط صمجيوفعجرن عخيغشذنعيم بتدضححلرشك هنكذثامخري كووكدمفنبن 
قصقوتغقادي توجكحهثبرص مفتقعشجثطظ لهلقلمركرج متضضخدجغمي تحذظمتضغقش صطرلبيسفضك ضميضمجاثتق طظنموفعوشح حضيععجوررا 
ظهوطخبظيهد فبشغدصفخثت رونتظتثشدذ ينلعادثطغص غحدمدسغعمع زصبقكفكشغص عغافضذنغعح جمبصيازيصغ طغونوكرنصغ واصكنكبنعث 
ذمعرشصشوصع عدمحصظعغدت ظلقظسزمظثح دفخخكيكثكق نمقتنذسضخن فنحصطغعمنق اضوحسطفخغث تفذارامكحط وقوتطررصبز حهزناطعدذر 
شففضكغحاصع صشطزشحهصزث ثزفهضفلقنظ ذهفطردضقعر هتجخاعدغظش ببغلديضجلد صخدجضخقتخد طلقمظككظهي دعجخونضلصه ضحصدذزيريك 
