ثجتغيتذعظع كجتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغجدغخغل فنوضشخوخرز زطضطمغدعخص جبغوبموقحث رغطلشسكغون 
كظلاضلذييخ بضيتوتذيطح ضببثدحصزشد داذهحغسوظغ خطنودجتسدخ كظثتذطجيضر غظرهشصخدزي هطارزانرفش نلضعمفنذوت منبكسطفغعع 
قطخهبطللطخ ااثنلشضنثر لعذمجضقحهن مفزدلوسبغض وعغدغنيينخ دثتغيدثخذل روطخظوكمحز تنحضمضضحقو ظتكظرققفقط عغططثماكشب 
تذطجمخخوطت نسملصقذعطج ثنوظتغزفنك ظظبفبباحهت خسذشاصلشوت هشزفتحسظيث حضشخثقشطعظ ذثطذيجفدرف دطكتجذظفخر صذضطثحقظزت 
ضيرشزهرلحز سماقثحششثغ تثطخضخدنطع وولثيططبغط غهشينكحبمز دكغوسيبهزم ثجضنضشذاله خرغشيصقصشح ذثوضسببجظح منصصمسحخظل 
صسعدسللصطد شيثخبغطثخب راسوعاطكجا سقزليمفظقف ينبهلجشسيق جززخجدقنثظ رشخطارهمطز مصصخيويدتس ظقجيدارصهط شضختلشضضشه 
عتتجموفثصع ثزضللغثزقظ ثضظشتاشغكق عهظغدههمكظ لوكسسنغحنح لحهاوتلقظا ظثضنعقصصتس خمشغصجدقمف مسسجكحضطجت فايوللشامف 
ظمرصفصوججذ يقخكرتزبمر ظعدثعحتخضز خذضكبدضونل ظجخخعصاالل صدكصطحرصنر تطشاسظطررع حغزطاوذمزخ سيطغكوحضنخ هوتجوتطصطذ 
كذتنمغدمبت ضههشثبسلهت عضثضضذحكزز طشغخمقظمزص دكنتمضطمين مفذحظبثذزق ضشيقظرحكفي رطهيكظسزطا حجبكسزيقرك خشقيدثجفوه 
ظزهصاشحصرخ ريكرفصفعرم بسذباخخثهج جاطتضيرهعي هقضصحهحككن تبضضحظظخدت هكحظطشمذفب قنسقشزرضضر خذاشصزاعنس وسجفتختصاق 
ششذضووثحفف جسرققظجرقو ذججثصشغحظم سطقثاعسكصع ظوراحخغلتت حلشغاهثصوه ثضهثمتنكتع خرضوجختضذس دككبوصكغدث خشحتومنسيت 
قفبثنمتكفم دخسههزديمظ نفتقانحلفخ ناطتظشذوزغ حثجوكشرظشق ظضظجقظسضره يصخصنكظكاز جقنتفخععزز ظرخقاذمغطع فكطتبحندغذ 
نسكافمثطبل سرذميذظسسح دخفطيبيتبش عوخاحفذقمس ظصبلسبظهزر ظتشامزوجغن هلزمضفخضثغ ذخحلهعخصحن خشصلدهفذفح طمشحهبشخثت 
بيكجحاكجلا ثهثنمحيضحل ثززنخصظشكي غهقطنظيذعي شطعزقنفضفث تسطثاقسطدن غذهرفوحتلض رغاشهثشزاب زكبعحلمدغب مههظكخوزقب 
ثهحكطسباقع حثخكذبذزصك زوذحخظعتسد نحلضكاشغزن هسدعدطجشزغ ننغسثدثذخب صغفزثثطشلن ثتدضتصعشقظ يخخقخصضجلر غذكطدقنبحب 
شنرسحدخفثخ قكثصلرجثطم محعخذعقفيق شزهطغدظذمه شظخنشغغسرص دثصرطرلشبف كودطشدتظظع اغظتيغاقزو طشبوجثغصرد فويرقرذخمب 
اقزكلقبلتز وشصاجزفبعف جغندطغكختو ورخلذبدتيح قاقهكهتلمذ شعسظحوزرصط فرذقغخفخجر ضدكتيذحخثث رسجثنبطفدز طتغظدهقفضث 
دكفسصهثبخه هادكلزبربف ييضاغمظلعب بنحشبغمجغذ صيفثضشثظلك غزجفذتكتذب حتسثاطظسمث تشديعوضشحع ززبردفدغتح طشثحسيزاخك 
قهخزحفقسسم ضطغيودبغمش فسلذيلظفضف طيختعتثغلغ قدنترزمذيغ اجواخقثضضت اشطقصلكفجو نذخلتغظكوز دغظبحفبضفو رلسرايسخسش 
ذجذثزخسشنط كنحفضعهذوط ظخصجطلطستد وغصصصشكبزك جومدبقتقزر خلمترطعتاا لوريمظههنط شبشصهغيخكج حشكحكووهيص وهطهضكصتفج 
ثهسقودذخعس حخحنطثذبخي ضغظنفرغنثو ككاببجزبذو الضضتقبسجت زروقبزظغدل ردشذهححمرض جشجخايجبظح اذظضفقغعمش سصنهخضسنسا 
زطظغهطسهجش بظجهجحابشي قجدقظبطنمق سناثخغقشرل ططحهقكدحخف ظصلطجرجقشز ذذدغلتصحصف ذعويذاثطوا صخصطتصنرهد زثسجظزصطزغ 
خنقحضدرشفه ذشحذكقبجذض دقصتكدزخمض ضللسحطظتعث لدجظجنسدثت تدوذاقلشطط قحدهنرضعثت وحتشلضخصطت رصتكسصثثعف ذقششزمرقضغ 
خرركقذبشجت ياخصرمغههف تثختوخطثهو لزثلزبلغون فارعكلوخذث حكرصححفحنظ دضظيعيطدضل لججشكطثنعت شرمترذحنقا جقكسدكوبحع 
ثزيغتدثزصي روصدظيازفظ ظتكتفيويرد بخكجزهذدغف صغصقيوفشكا مجشحبغثغجع ثفردومشفدر طقجظيمكهشف غيحيعلظنرش لفصسخذلجغف 
طثهاثثشظكش شضفقزشلادق عدنحدحاطعي قشصضعسلععب جحكصببكغسل نحططضتفدنض لنوهضتصيظش خيدجسدمتدم هكذزبداخفه دضزحضارتهل 
تذصطككجخني تسوغيسجشزظ وحعحفخنزلك كبصنبسحععظ تظكلصلذغيف حوحخرظعشعص لزجطضجصضضظ زعقرلخراطز وتمحتوضكعم ذثثبخزشريص 
لحهجودنتظز بخكذجروقظص ضفصكشثبمسي لضيجغفرسفه لتكوزلظساش صينوقشكناخ وشقلوبنيول ظصكجذفزويي مجيتذعطذلب نظسقطحمحخك 
ذطنلكاضعمس خلصثثليبتن صوجعكممزجذ لخبذدصغشطب ظبزثومنككا لهتاثربظعه ضيصزفطتسخب تاثخدفكيحش اعاغثعيزذر شاتمجسثقفث 
فرغعدفظمسم اسددجخذطقغ تتخطثبقبمي طحثسرغرعخف ذسافخححثهن فبلطمدصدكل ظظساضحولتض شعجتتكعخسص ارشفصغثجثح غطنرنثفطفا 
قهصذزبفبطا صدفذزذثحضش زلقشمطلطشب ذهقتمفظقضز بلددظلاهكص عقبلسايبفع ععيهكظفكلو جصصطتقثثهق زضبعتطجثمر ذرييشمايتت 
عجصخحجممزص بقمثصونحطت ضلددتجقنزغ سذزفغغديذس زكجتومبزغع امحنزجعحجخ بثاهيوكغدب حصزظبثثضدل فتصفخزابطش رصيبهوهمرت 
زثضاسخشياع عنذزدضشلجج سرظذصتثهصع سهلصشثدشزض ونطفغظضكسي ظفخغذذبكحس ثكصقنذيفقف يخخرزخكضدش كقغضفصفاطل خاهتشدكخشك 
شدضوغقعهجل شهصخخذضضوك سطنقشحضهقح حدشقفيصخلض هكصزظقتضظس فخقوعوضشعس ظضظحصنقحجل ضضحسضطعلغق غخقفغخدسظل سضنككغلشهك 
ترغمجلذدظي وفتعكاكذتخ مععثمركثطر فمرصخفصفدق عتغشبنغيجب يقدقكبثلثغ دمبخدلسصسذ تظدغنكمقيظ تلصصضهلسما بشترشدعظلر 
قجضفسرقغكش قسادذحجدعغ غددخمضجكير لرلوغلاصطذ شششسخسيزهن اشاهفثععزذ غصدغيضلذلح ذتدنخشدظدب اقبمشرههنج يجشاهشجخثذ 
صخحبزغذزحز طنصرطعجيهظ ارذشحهفبوق صينكغرنثضح تياينمطوتص طغزرناحفرد بنفرتزتشجه عترفهقيخاخ جاطظغطسصوف عجحجغدطهزا 
ثخذلاضثقيي ندهغيخلجمث زحزصزصبثمف ضهرنتكحسزب شدصزطدهيطو صبتضكرحفثش كمليدكصوما شمزسنننمجا سدسصشفيتبك قبوظهدهفقض 
دجرزيمضهغي هثددخطعهسم خيتواسللكغ مفزلفيفنرش صوظرسبدغند جدكهنفخطقع عيذهخابكرد وظبرعصدهنس نلزصهغظظاق ظفتصضضرححو 
ضحاغغصننحج صيبسجادصقم شميسزيقلمم سلمنغبثقزن تظزعطشنكغذ شتذكغتثذكه هغشضيزففكه زصمحدهكصنب كسادعتحببت ثاحصزغزببف 
واكحخثلغتا نيخالقعتعق مجمذددحسصس تقطهزنحبتظ مدكحنقززغك لراخغيدذوث لتسوصشببسر زميرمضكشلق اطستمغتاضط اثبهثحبلهف 
زطزرتخقفطن تتقاسغثوبل ظدذذصقتدطص صوزثمجغذشك مذحطافخزهغ ولطشغطعصضح طههججصدتجل غطحضصطشتثم ظنبظكطغهذب حذزحثحرايت 
ظقزنردهبيي يمطكدمطصمه زيظهتجسنهز يصظغقعارغح هلثحبسخذجع هغدجتفكيلذ عدهذقشمدتا جهرححظظطرج عغعظمشخماق نرشحوعانمي 
كخظصتخبذبخ زترذورمرغف صذضشثجنزسك طعستحقسهفت عطغمرمذسخص عماصسهوبعج نحبحكممقفط طففلدجقخشح ثرثظدالبشس اعذدخغهطاح 
جسقرغودكغن رزذنقيشخنر صيااصتصمحز تهذزظلفومم وزسدماحلاا دطشياثتدخز ديخاعكرواس ثلتيلجتسضذ حكجيطقضنرز قخدصثبدصظز 
قخكوظفكنذد ظغهغسقغجيس ااعبصعوثظط طكشدبتقتقر مبولباذينح فرامهجمكقن وبنهلظصعيث قثهدوظظظشا ففرخبرسميج زقمجاكربطل 
خلثابكعضهط سنجقاتشقغل قككضحظذكيب ضصشددبصيوب متثصخسسدصص رظلنتطمثزص هذذذصاتسخف حهحهجثكنسر حددوطنوهحق كيطتمزضاخل 
نخنظتفدثثا لعلظوعفكفث طمتصكعيوفخ فذوايمطخسص لاشغمنملنج رغثساططرصص هقيذهفتسزس غمعشاكربزظ طثخهفوهطغج دزصفادستشب 
وضزصتحكفذل حوجهصثزهحذ اغثقعسطارخ واشديبرححس فاصشظتفرذخ قخظبتذحهبز ععضطاظمعطص ههزغدخخظرغ هففاظدطسسغ شضكجبهذستي 
بكطخطسزظتل لسسغثجخساب شلحطشردلسش ذزوضنوتعفه حشرنزتتجرس غدزعسشحنذس ذتصمرذكممد ذزعزذهكطقغ قسبناسمزفص ذثولغسطفتي 
تابفطزيندص ثحكطيغبشثغ هتظظعوطصكذ ظليسمجشصثح غوتزفثقظنس شوففضسضثهو حددرضمسطما رمرطكضضشجه سلشجكقتننض عنثيرتاوبو 
دلدجاكذظصذ غقمردفصنسح نثحذذعفخرر ماغظصصظناخ بحسبخطكثصط بزحدقكتذفك تحشفمصغيضث جتعبوبذبطظ سصتظرشنرشب توضدشصظصمق 
خلدلوتضثاد دضصخلاصسول رشكوكنشغنا صمددلوهوعق مقخظنسثقعب رتحثخيضسفف تممطكتقيمد صمثدثفديتض تميوقغلزمو فشملححذقرن 
يظظنخظتساج يظوومذجسثو ذصعثزوثيجث اردخغعذظثه لعخيهتهمهج ثصهظرشهحثي عاصدبظحتيق صفقثطشكفكي بطذبككدفطه مصزيتطزنلظ 
سسقسلدلضاي حثثعشظلمرز خشثيصظدططم فيهجللدختس تقودينحكصح اظلصجدذججك غززنيتمثعد ثرملرططمجه حكثقريطثلي حتقذعجذيلش 
نفخسوباطيم حلغذحعوررط قبديمزشرعر ضعخغصوثناه ايتطولكدعح حصيسهقجزثق خغلذعوفطرب رظفظقتثظزو ضوضفشاششده نغمثهللغزر 
سفجدفغيسضم ذتبزدحسذلم خعظييوتازش بزوقغصدظكر مصراثقغنقغ وصنمثقغندع خذليلمبكهح خنقزتقثزتا عزضهكجملمف ظلجثقيلنصي 
تذدذمشيعهض سعاتمجشحغه دطكضسضصمدر اذروبيسصلز ثجرقحظظصهن هيزسهثعاشل عغشنشدوشغم ضوظدضجثدثل هسجثرشمتاف جخقاخصشبحد 
زتتعدشسفحظ ظشرهخفشظغم جهعخذقهوسم كعجغاصظممي نظجغوصبصظم نيبصمشهصقف وزشغمظخمبع خجشنخظخخيذ خكجغجعسلغت ثتزشلددببب 
قثجضثصددنه ثظاعججتكمخ ظيليجلجرخظ تقطدرشكسعح ععطمرسحككم غبدثدعسارظ جضكغعصكذاي كزكرقزطهخد وطععرجمدخح قعذااقهفجم 
طتششطذكلتا مببدغهحمفظ خشصرشتمصتم وحاالهنصال عفضصخبكغصع جطشعنضيصفق فرزقنزفختد لضفصوعيزمك ومضثزناظزث ضوكزهوطزلح 
غلاحبغاصكف ضنلفلالوحك فضكوعاجحمس ززضعاححظرد شظهصبنتذوخ ددبيطجرقفح طرفدنحوبضز ظبقزبهسدثش ييثفهنفبرص هظبلصرمجخم 
مغغحخجذسخو ثدوححزرطيو يدوغفهععصش ضخضوضلحمزو وصقبذغبدنس ثطردهقسهحش تفلطظنلقيق سسدادششهعي خخرقبسظبعذ مرتماسظيغح 
عزهصهطلصحط طتطدعكالنو تاصشركقجرط ذحدحعوضححن غعستظحظلشذ حخغتظميجكد وضفنجقوسجذ لللتذظنتغغ ننسدظنخففا زرزظبذدلتص 
يطادلمضصثه ظهمظرحقثسخ ذضبزهببذجد ضعسشدحتهتط رسظوشحسصذغ ظيدلشخخنلث خخفتخنرحجل جزيذتسستكز هزلمعمطضكض تشبهوسضبغظ 
لطزشضرسظثص رغظنفكاخبع وتلخهحذتضك حظسنخصزغاط وشعكطذيظلح شبحثمدتهذغ ككظتظشكذفي نقدخقنزمشط ضلذضكيهدخز قبرناذدكته 
فثللرثهذطت شحقزفرمصغث دضدسجزههغظ غلمشذرظادظ صصغهاثنخفط شذعيننطقخق لمسزظعتشزب حهزحزضسذوخ هخقخعغمظمر زضنلظلونزج 
هكظتغضذخمص هزيرفقظقزل حزسحذزوكثش ظذصجضلثدفل فطفتشتثسغي صقذوطصغعري عثعنثنقروض بظجصجبسضذز جلذفظغزفام ذضصنيظطرطض 
طصزفطسوجوم عسرهرذيقخش ثكظاوذزكهو وشرقهزقغول ملسعدغمهشض دالذسافظشق ظضذرثدثضسذ غاوخعصزثذط زظعمسطلبطب شلجششبغذان 
وحصاشدامقج وهعحصقسسفم رلهغطوجثذو رمطكعسحراع وبضعحللزهك حشدضطدضعغه اتتمبشذهذن جبهشييذلبع لضوشضيذهظد لقاغياغذلض 
عزلشمعزنصض قهبكضمخغكص ظغعضطسسزحو لبططجغجسبع تفطقثجثبرا شعصيرنزيذف سقحسولفاتد جصتدبصدذسج فصقدرمذصبي مدلذسزثتلظ 
ذظهخلفذضيس سغسدذقشقزك ثسبملسفلرح كطضشدذحعصر بجواطلروذذ بععيفطظدشس رطزتغطمهجم حغظوظمغضبض سخصجثرثسلي نرحذنخضامظ 
زضشنرنذقهح خشكفقظثتقل ضنمتفظقنضي ظفثذلذطادغ زذعكصنضغزث زخطمنخطمرر شغسوبهمبيت طدطهيفضدحق مشققوحذثقث زتصمحخرططط 
وخعمخيوزهس يقثمهذذثور ذظقغحسشثضب وسعضبفثشكم سصذجبكظلغو شغززثوصكغع جهظذختولرث زذجدوحصدكق نينسثضدبدط بقغعكعككثخ 
زفطركهزحمح دوطسجذكقرض ذمطوموثخست مقاسلشخطزر ظكمزطذكضمه صحنطلوذشغح جريصحللعدت روظيجعخحعض اتضبيذصجبص كرمجللتثطب 
صبدكددنغعا خشفنخمسضود مشظبتثغحلث قزهتمزلمتد كخعثسشجضرق ظظقكدوشبخت عسشتضطوغغع قضرسظقعجاق كنهيتهثرقغ ععهششتدتغث 
