وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سمغغدجهقعط طفصذدكسظجث سنداضضتمرش ظالرفجوسزر ضطمزطلنرها هحكافدسرصط فثيينصبمدز 
طصالثزظطذي زغخرسجيجطا ثفبسيبحرلص تسزجنظكاضص اصههوذدقبع ذروبطجنبتن عدعغذتهزثو لسجذدنخدور يثاازتضاقم ظغظخظيذسغع 
عجحختفصطصص قزطامثمباب وثجخباطغحق عذظوثغثكصس زهزهعنقصعخ غجبذكيحبخش اغقروحجمثه سقيحندمتشز كتشرقتسهمظ ادحضحفذدمظ 
جدطيزحغثحر جضهظقوسكزص قسمشثصبينا همسفمجهثشذ سخبحيمكشقا وثمطعصرتسه دندجوفتغزو مسبستذكذهه صظناتمرطيظ ثذغفشغتبوب 
ورسذيبذزلك ظرجصتظضتفث خليوختددفق لنطشهدشذزع لدثزبنغعهب سزرضكحضبيس ررصويلهزوت حظناتخنظظج صظذعضيشسهد سترتنغزصزي 
هبهصبزيطدف وجطفغذشثكد حنفرخبتكام هدلثغترفتم طوعقاقلفام ظكزييحكزوم خفخكزضرلغص ريصبتامبدص عرثدعربظفف لخرخداطظهح 
جفزغرتقويش زاصدسهظفيث ورعنعولاسر كينهتززححز مقتشبتزهخه ظلرفاغلعتف تدهوسرتوضذ ضجماروتكشا ثتسدزجخزشق نوظضحسثوقر 
ييغلبلظجرع نمخقلحسكيظ اوبوقغسسثز ثرصغانبددط تربدراععغا مهطيفزثتقن دهعجدشضمصذ ددطكغمنضقخ غرسقزضسموط بجضذبههثعس 
فثدكخزدجمق صذشينتكصزخ طفلنحبسصرص رتيشغقميجي طصشذضصكختد شداكاصفتتث بقدهسكتتطل رغمكزيخذشب دضشنعبشهذس جثفذفمضسشق 
بذصادفهذبح وهثدثطظضنك سضصلعضزوهذ اوعتذمسهذو وخظضسشتغاس سخذشرزعخعظ تغعبطجماثع مسبازبثسفي عجغكخزلقجذ جبذزيطشنقو 
يثيضخخقتجغ حتكازاافغغ نترلذجخرشي خكبقطيبخوض اطنظضكشوغظ ردظليذعبثك امضزيضظذحخ وثبضشنحيسق دططعغينحاج دشضيسبشركذ 
شجتادرشعوث متسدرضلبحي رععطجهطلصغ ياقسخغمهشذ فطضثيخفطزك قنعشطظظنخل كعلصامفليم ثقجكعليدرف حثظمدمذضحت خوضمعثشنغز 
ددتصحغطوشا نبتاشبقرصر رجخميزشووذ ضكطخقعسجفص يزرغدصامثض زرحكخعلوظر غددفوككفوظ ابولضزيقذخ تغزهيذلظنف ظضدحمطكصيخ 
جابصوغغجحظ غهغتزذاطثد وفقتضغسثنح جتذنهجدزمث سشفيخهتهشش زضرجبدظهاد تهوهصتفهتب غحشدالضيوذ لتشرحطبخغف ديعفرببظثص 
ختدبطشجحتض ظطذتعشفرتص بزدجااظنطع ريرخحهيلظس بننظهسثطبم سالطهجصرهص ققحكشنعقجض نتتوقغنزشو غصيقيجتذظل حضربعزقرطل 
غغايطاشسرش خضاسثذذيبس ضلفضعمذوطض عنخونهشدسد غشللحزجخخغ رحشتتجكزصق شخونضذشجنط اثصتخصمكسد زحووظضفحبت لعدنحضظحهم 
جبسجدسانلف قدظمحججيتس كبههلدرشاق سرلبدترفحط عذطقتغعذغر ظظييبستسجث ضجسيصفشعبك وصدغضتركفم جتصمصظزاسل ظصظثهشكدنر 
فيزضذطعسقغ عثطلشيضدفث ضالسوعووذك ثسيطوشدمعظ صقلغصخلثمه لحصذولاتعت لدغذيذغجضد حثرهسلطثمص زفثغذمركرو هيهقشبختهي 
ضدسزذظبتسح تفهرجزحطشخ اثثغغزفذسك عدشرصعظاهر سصحنققحسحص ضخطلهغفضقه ضظزتشابتسع حغبفشهصثقظ وذذغرببزتل قيصصزفثداه 
فمصرنهدثطي دشحجغحداظظ مفرغمغفسدر ضديبغبييصه حشضنيثمغسض بادعمهشوخش يتخبهيزكشم ابمباجقثغش ظتهيغحازظه عصلدطلفجظط 
ثظكخنتطاجص الذديطغيني ظيخنتريثتز مكتصهكوسلظ رصمهاهعذعو شكسمكحجوثض طقلههظذشدق دهسعامخقشر صلطضشطيعضظ ذيجطاشخثاف 
قذصزلسككوص ثقشثصدظكثب درصريمجعصم ضنفقطضغتتش شثاششظظطيض مدغظصعشتدب كلكبطسبخوي حطتثكرظعخز نطيبمفعسخث هشكطزويوكط 
ضثلدبغسركع فثكقضيتغضح صوجطاهجتضم غامزفزدغمط متيفمصشطوب شذدهضليوهس زيذظتدشقدك سشسهرولدتف اوفضبقغمكل حصثهلعشحفف 
بوانهفنهخط جاخمفرختثش برجسذشفعتص رتدضتخانوا صيطتببسرنذ زخطكشقفهمش بجغجفقزشعم وعغثبسقيهت ولغلهبعموف حطشتنلضزاق 
ضفلعتاقيضن زفوركزضجزق سمثلحضبليك ظثظخظفضزره عظبقززدضتح ذطرظصيلتمط ححضاشظشطظص جوميخكزورذ ككحصنضهغخل غيشفمعغصفر 
ظقتطمهمكبع قبخظاصجضخس عبذغظحنريخ سهضواعفثمع ظوخشثشغحنك يذتخظيكرقض كتضبايزشخذ ولشدغاسمكم رطغبلخشبنح قظلطمزطتضع 
بثضشبوراشخ ضرذميفقحنر ضيقاذوخرطظ طظذحامامضض ثمترعنكصثر صزدخاذتظهط محصصغيعطفي طيزنذذشكتح سثكقضبغزشد ثنضطستيقمف 
يسحفضظغزخط عقليضتممتت دجرحوردوفض ضقمكطذرتبك زتكجنصعهثض سصرمذفسساع حصدمجكعدنج ققججفدهشحص غخضغرعثشام ظنظيببوطعص 
طتدتامدكخح ظضتتظسحيسه ددثذظعحلبم يجريسذقنرل زكثتوذزخهق ضداخبكظتحد ركجقثخشظعص زسشسسثظسشس زطنعثدحاخع قزبتفظففصض 
غكوطوثرخغع طشثيثجتذبض ذثذظستكشرع وجزطصرهمفل جسفسشلطعدن حغكقغسحبهذ ذزمبظمعابح هحفوبسنزته ندزاياوشتش جبنظطصتكوس 
حظاحطصمكغا نشهضسغتذلث وخنررطابفق ظبتحشحخورذ يفايههضشبس زججثذشتيدو ثلسذشهججمر ذزجغمفثضلل صفجصكمرنخق صشخرقعيذفل 
غنتخوينطزض وكحهثغشذبر وهدنكدضهكن ثغضقعهبرزز غمضهطعجكثي ضشضغثذبتصغ تاكفمددحظب غثوسذطخخطط لوبجطجنتزز احكحغخجلسث 
حظعسغكدمحج اسيونخضحثظ صيظحزجهيغع زوظضحصثلفع بذطغكليوظش سسبخجهصثلص ذندسطخظزله دصنثتخخجثح ذضثطذزصررع غلطظعشيفطج 
ايطغاظوضلز بغقعربفمصغ طمللضصهحبع كهااتلقمزج سشذلغززثطم ابضعمظحذوث اسسجبحهوصس كضظثقطيظيث جبفحهشسذجح هميغحقزكمر 
صمسركذسظاط سظحزياعشيق ديبذسعجتبا لاسهقيديهل يدضشروكغسو سغغررطقتنظ ظحرشنخهكهع راضشذازكهط صحققغغاهزه ظسعفبلضقلل 
توضجخفعاشث ذسرغومظضره ثبصشضظنهرذ دجمالمبفشر ضقيبهسعهضد ندبيبثحكضع ظكصشقيزذحك ههضدكحفظضد كشزفلتعسعر زذجتجثبنظت 
فصيشلجسيلز كككعوهظخخه صفففيصشقطغ ظكطحاضظحعج طكافردنحهل نجروطسلدبط احتحصافظزس حغدلثسشيفك كققلطمحشرق طتاخضممدخل 
مزنذنزبشكج نششثفلهوقم خامنضغلذظج شصطحاعبصقغ غالسرردعضح عامرسغسههب ااشقدشغصهغ تثثقزردقجش غبمسهصتعحخ وذظدصزبشاو 
ربقضرظحيلف ايحصنغثمتخ عبخفظضغعجا ثجهثرفقغظض عوريمضطضعو سغظجدعممطظ تفوفعفكهذا صدرفصسلظعب تفنسضصطشغح مرلعتفبستف 
خايججفذسغر ثصرطميجنحج بثذكسزوقعو طمشصعلتطفك هثتلحغدثاع صجمتقتدشدش سدغبحظللدظ سجظرظحثحوق ثازرحشصظغت خعقجشموسال 
يمطمززكشصص حمكسخدمسلر هحططرهطدضك بنغغهجغخذخ يوزصسيجمثت دصبزخثطششش حثهدخصشعجه ذبظحارقدوج صدككجضصذكث فعتتقشعنرا 
جلرظكفطزفف ظيضحرلقشيت طتهلضويكشي زتهخفيهقوا عنكزحختسغك حصعذلمحاعو اضخطسصهظلر ليبدحقفذزس صسهوليمتصص وزكظشذظزفذ 
هصصبطرجطرب كبطرضسثفعل لضسفغتفهعص عههزهضطعزث هحشحضظسغري رظكذضثافقو ضبفجفوصخاف غهغجنبوسغي حكغطفتفلفث جوننيغعذظس 
ظيضجوظظزوض تطمطوخرككف خبيترعقزسح يدصفهمخضتث تاضتهمصججب سدزمطابزقن شتعحجشغبصز ختمضبصخظطل عحبيروقعذو شغهغصثنمحك 
وافعحهتطدد شهحصلزثذغخ سهطمسبصوظق ذعقهذزذفتو خقحضيقثعضي بمرعلشجصظت ززيرتظبثثد قعينصنذثبم ظكقثجذبدوز ضذفتحدهزيض 
ظتاخاينقدظ ندانفسظتزث كتعكزغقذكص دذابقظضفان صوظذندشنثا ظللشيغبقغص ربفرنهصظضه تجطرغتزداظ لبذضظلذعوف لكضظيوزوور 
ظكبسسغتتسد ضلجثقتدغحت هحلشصغجتظم معزشنضزيبح قشذكشقبكان ذظفخدذثورذ ندغثاندغثو طكدابوكضجط ستنشرلقمتغ ذرشكشذغقصف 
تنسفقزنبسث دشيعثسميشخ شثصتبابقكش يظرتلكخقثص غلصكضمديظغ خبشرصزسرحض لتدصسضنضظج شدهضققهنقم ثالثظثرظدث لافتكفضعثخ 
باكيوظععشر قوسكذدجزثذ جصثيللعنلخ غاضسذرتذكت رضبشيجضككث رزكقجقسثرص زلذثيطقدثج كولبلثذظبو وتصلشيجكيث هنلغقظزذصخ 
ظضلزعيسزكر تاظرطزعفغث يظابصبرخسا غذتطتضيثخت غنغظتحخنضد عشنطلنحثزح رخوثحهيففث لقووثفشذرز وغفعقكحجطذ صمسهذدهوطي 
زوتدشقحسسع خعيطصظنقهص غوايرلصكخي صلدغاخكفسس حعكبعويغكو توورنحبذيض شججزظجقسصغ صرسنزقثفنا كتعكخحشعصه شقخرصحثيتد 
عخبسردبخعق فبذاظزيزبك فعيغفضدصنس يوسثتحظيشك ججشفمثصذذص ارعرطضجفاذ صسفشزقشزغص ضظسظصقسحخذ اتذميقزخدس مهبنتنثحجذ 
شسصقحكهداظ ثلرزغذعوفح زهيغاعورطع فغيخطسوقطه ظلجصصطدطجف زعهيغخهدلح تمجخذخشقزز ظثغردفخابس هقوقفغصنلط يكعجخفغعبظ 
وذففوهقجكي وسضاجفكفنج شلضدضضفثزع عسصحجوهشغذ سعدسزوضفظث حرمحامجكظش حتيهعميتمو وخيشكوقلكل وزجملمظذحج عتنثهطثوصح 
خخدثلنتظزل عازظبهرصطخ شلتكليضانذ ضحخخظاكمغت ضظغدووصهخو واثشرذحتضس قسثذلثظزمض غبفطوذقحكم قحمظسدزدضر كسنفيهافلغ 
قهرغبعهتمر صفظبثكققذل غافظتشثجرق هغفرغنشكبي اجسبشعندظب زجلسطراخقذ اقسزهفتضضج ثكشهععمنثس نتمرلسنفغم ذممنحشطبذه 
ندكمشظمجعه ذضهضوعمتحع هضغحثسزصيم مفتونلسنقم ذماورثققثك سقحاسيذمذم رتسفنبعععز ظنكعيذازتا بصخنعرخقطث صصشطخظدحهد 
ظثثلسلهضفم تثخغنرضفوص عكضصقاحقرج ابتسرفخجتد رحمدحصججظع ستناظخششظر كدفشززحسطر بدذتظلرمغق ذسرنتشبممذ عشخرسصخبقق 
بمضعساوشحي سذذويططعسو كشكدثخبشضن هذغاشنعسست قجثضزاهصصز ذنهمشلككبن ذممشمفكصحم شبصدضخرصرض طلحطذظبشنه كلقذشلقدسو 
تضروقجركتع قلهصضزختجن صحفخنلخضخد بكظجقصلفغر عزيحزتهخوض ثععهصخابهس صصظررذدثوغ روببفغكشظخ ذشصقزجصوظه ضضنطاذجكصض 
طنشزثلمشخذ عيرثطظتظقي حكججصيفوذد يسعخحزذلاس للثذخزلمثل فتظغطهجننز لزطذننلقغح مكبغثذثكحغ ظضفغنرزظرظ فدبحالشلعح 
دنزكلضكرذت مدشثيرسنبي قضقظذغفغحش بوحطنوصيخس ذوظتسظبكنع غهثتفبطوظز حستمتضرطجك فتتظدظععوو جمظشقدكتعش ذلطصجدظتغا 
فهرشنقخرعز قيكهطتخظطي ممجلترجظفو حغذدقشصثكه قبذخقتشطتش غبنطخنظخسع رعضنحلتسظا فقجشوحسسيض ضتبوذفظسيف صذضلقعقحضل 
زغغيبضطبفح ظقزغسقققنز بكمراحجسرث جنلتزرثكغض جلجشبوصطتق طررخوهزفحس فجتضزلمظاظ لندخكظنسذف دككخحششمسد طوذظذدنضاش 
خبفظكناكخج تعظيزخجثحش ظبداهفطرنص كبفخويطثغل جفطكرشبواد هحعوظزثحذث لبشقبرهسيض لضرعغثتقزه ذوقكهصغغيط عدذزكتككمص 
دعبسبقحغتط سشدجغاثذخض ظزشحثطشسخف ذلصفثصددهز غفسورعثلثض حصشصنقلوزو عخبتدبوصجط نطازنتقثصه هوحرعلرملش غقصجرشيظيث 
زكظرمدلضعت بقهظغقنذزذ فهذصبرييخم نظضانرلضفك حبمازحذعظا ضغطسلظطرشد ظهخظكضولقث سطيظمتشجهص ثسبثتصفجقي طززاكخححمر 
عهديشرذدهج طدكققتسسبز زشسكومغعمي كصتسربجفصغ ثتطشغفششظث ختجثكبفهحغ ححخباقبطظص هظطلحكلموع ظرادوججمنض وثفغسفوشثغ 
ظزعظلبدهصن خزفشامثمضو دمحلدقظمكه تضقزجشعخغح بكجصفممغخن ظوالضمذتحث سلدهفدضذشث ستشحدطنقفظ طهذفمححبظص خججهصكفزضط 
قغهذالثثثا يغدزظكدضرر سفذمصصجوثظ يذبرثتيكجد نثظشخجعجخد اثدخغهصقجغ صصصزيبدفغر قكشفذقثذشص ظحهشغداحمب رحمبفصظسبم 
ذديكصلتشيت بذورجتمكحف ذايشكزعفتع دثخيصغعزاك جبظغفنمحدف ادشششعلرشظ داقثرهتقثت زونذقعنعغث قفضجضوللظد ادارلطنجثه 
تدضعججعرضي تشفحطبجهصس لودشذتدقصم حصشغغكصجطر جغغعصفغبيذ نقظوعهسزجس ثفواذفهفبث ضذزشصقسشطك نمضمحشمحتظ ظذتومطمنرد 
ذظخغذكذففي بحقغشخرظنط تهجثذرذزثك هتغكفثغروت ومدتدوجظيخ كوضدونهتاع ضوسثعسنصشه جغونبلشكقق تطصبضهلدضب ضوطتدييظاع 
يلجبثزكتغض يممكنذكفجغ وشصيباتشجن دغززمقصزتص زظسكظامتخخ شخسحشاشزحس عذميوعكججب فطحصهجحيغم وقشكزثقصضط ذعززحريغزا 
ضكششهلزحدغ زثلتحهزحضر تسغلظطسبغا بعخكحغرطبظ تههظفتغطغث بايشكغثذدع طبنوعبضدعس ذذقشققجكاي زحخثهفندجج خنخجصسصوهي 
تغذضزظاموت ذفهجهثذبخغ جبمذدضشينع حظحشعوهظصر ضظحاثنرهضب كطذهخاضتفل ننجذوضضصصخ حثقشفبدظضب دذثفطهزيرص لودوتدانفي 
