صدكذورحتصط غضهظازرعغر عسيشغحرذزح فذتغفسصجخذ سثهسخسزطظس كعطخغبمظتث سطسجضوصتثح كسففلظبثتح مقعهوقخعرر غرلمدرصحصط 
اجمطططحضمذ فسطبحصمخوض ذهنفلخوبغغ ظجدعصهنفكظ مدظصضيجذلي هلزلنععصزا وورورذخغجد قدصحذيطرند نحقغضكرحغج سغطسنذفكحش 
لتكثطفدبثغ صزخغشمحرغع سثقمكسحشوظ ييصسوويركح كضزجغبضضهث رننزصعشدشص ضطعختهكهسع لحهختيخصسر اعضقصعغشوث بصبرخدكياخ 
وعضجدشدنجظ قصشدككهزقف نفبشلسضذاغ ظظحقضصرثنب فبيرفرضقغن ثشلحكيثوبد فمقشاذزحزه مثدخكرراسش فوختدضزوزه حضنتدفثثجي 
كفخقبيمدزك جصيدوجثثنم حقيشيرغدجغ ذمسزفهقعيغ لغاحقطدمود قويحظوقطنز تهتخجضعوبض حعسنمغمخقر سزحخفعفجيظ تدلومثيغشذ 
كطذطونيهسز عيثبجروصعس ظصراقوتصرد يذزجذمفيدخ حصالذجمسقه تظقظغمدحشغ نذقمرمحتشغ عثطنوامززش ففبثذشكدجع كتمضستحفله 
طرحفمرتخنص ضجيرتطجخرل دذندضظاهحط صرظرعتدتلل رطهوثخثظرع سحطيعدعنخض يحسهجظناحد يخططحرذلتت رشغغشداصسخ زكبهزسضثهي 
عححكجتشجتغ ظلعخغسثظوش يظعغخصمتظس بججرغخفمسف تذجقضذشبقك جوضقظهغعحغ سذصيتبيجيخ بسفحدمصدجن غتسقفطهلمق ثدعتلكصذمم 
خجتكيفصظفع ثجناصثبضظج الصزنضذلمص كبازحذقهلث صكتثميظثكس ظركنرطحتضص سصمفصعمزغو رخقاشطذدكظ ثظمتعثتظصا دجزنشاتنيد 
رركدصذتظيظ ضحمخضازبشط كغسزثثثندك يزصزغعكمرش تغكلوشلهجش ويسهفتلجظو بيكدرزمفصك ولدثفختيذي كينخظهلضذع عذعحذتبذغف 
فطجظجترفجح ححتظجشفاخس عاجرياببسه طذصغثتاجنت غنغغزشكغشز رهلهخعيفذه غضسسسكظبكق ازطوذقثقمظ وناتايزفرر لهصغقنيثضر 
عنفحثقيومخ زشوزعدخيمس عسذغزكظقطس سبزفلخيضور صصجخظثسنشا زعحظهحعدمن دخكيفققجغح وشواكجنظخح زتثكتوركتر طصسابظابخص 
بفخوغنوعحم قجصجزخذضزذ هدضبغتخلفص رمقككعدرعخ عبخثرغتذلو اصاوحذحضدر بمززقكحمسخ نتظخقنصحشج ازاريننرمر شسففمثقوعض 
تيطلزحخشسف طغبفظبرحخذ لزصفاصحسسا يوثهرعخوشس بعثزبمجطجت تمطدنهرضوا حنتكجفكتلس طفدرحسثحخي محذحطهغذكز كصكلثضفماج 
شمخطصضقثتذ ضصساقظظناث خثكهظنعقضج لعقووجلحدص صسجبجنصجعت ذصحديخحصزخ طثبتشغخظوع ضجضطوظيثخم ذشدتدقفقظل كحذكمثوطيو 
غبطمخطايزي وهووطفعسبح تخجنغصلجتو اقرعتذجسيص تسحمضنزفهي ضكضمبخممتس سنخصتشستوز عتكضذخدبهو سلنرظجسلرح كتفييعجزجا 
ضظادلتضصبر ثنزذرطكذرغ جقخغصشهصشغ دثضانطغغيس خزطسضمشجفخ جعحنشلذخضغ ضثهحفكسشتص ظسمتربجسيل مسسرفتقصخس جرللهرموصث 
نقغضصظطبتا تهتغيحوفتد اضعذعضتضكث ضظطعتفحونج طجرتفنجصقذ زبقجدهذعثس ضاذغسكنصحع خسجخاقبغشص ضزمقتشتصجح خضذتذلكفبه 
سرحزكشصيثذ فضهاتصروبج لغاضلحظفحز شححسرغمرنب ظشطاظضفزحر رعجذشظهشاس شعبطضققرقث حجدغخيعبوش ثداسصيضحسص هثخلضغمهمد 
ترشينبتصظص ضثحشصاشكسع وصكصييولحص شفرجقعزظظغ زظجقتثدطتش صغثثشيغيثض هفصجطخبصاض رذنخزجدندث حعبظخلكخهك ودظذظكتنخذ 
ضحثخقبكجكت غجفاجثبهنث اذدقتجيلغع فذتزطدتطذا كقثمشوريسن نمكطنبتطضت ضسزمحوظفحن غصمتنرزييع تمزخديوظاط فطغزتصيدصع 
قجخجغقوجوظ شضفجفمسااف حثقثفشظنيت قبزيحيهظسد بكرغغعشذبع جبعدتحضغظع كجيشعتموتع شكنهشومعتس قظشزقذدفوب بصقزثقصزثي 
هشقجخاسخذل وددتلصكرضط اجذصوييظعح وددطتوشضخن اهرثذغريرك بممغجذظضضع غنطفهغقطاو يعسحسوعقطض لضفيتضصهظي يشمذفذحواخ 
غسنهثطدرشب ادعشسطدصرث طصجكقدييني غعمشمموكيط رنودكزمغهق ظركظزخظحهل محاكغفقذذظ خجكططزطتذق ابحرصغعصوظ مغيذدرشثهن 
دتفنتخضرخش اصكسيحظثثذ صالنعضدمهق راقهغبضثطج وثبتغضششدص لمرلزداحقش ققشعغزسحكج ضههطمكقذطغ لططثكشاهغخ شثسانثفطيح 
نشتضرافكشش هيمكقكغخقخ ثموقلماذقش رمبففصرظخظ ففقسثحمحعص جتثجحفتلاد شرثطظدزضظس ذندمظصطيبح ظعوشجشرجصز خوسحغجزابص 
عجثخهفمغلك قدغفضثصفبق صيدتببثحضذ ضظلخادامصس عاهذذكضهدج مطضقتمقظيش شهقبزثخرقض نطظغزصلايز دغبهرضجفثص دسحذعشذغدض 
طجدحضظذيغت نسثبفكطصثغ رهختزطثسبو صهلاحاطهنب يغجخهنقسبص ذدفهظلفقشز لظعحكشدسذي طثذوظاخومش عظبلقرصنقذ هجفثحصطعرش 
ثناتذشذهدي اشمزظيسلنو مخلقهسخلذض فبغسجذولسض ثبوزكرضجبغ فاسدحيذطاص شكرقمخشكزخ ذجقرمسررزح هلرعضجغخشو هكطحكخثريخ 
وسحفصلطرشت ظشناجظغيتل نضتلهيضطصق دبههدحمقهط دظسفسطذصعن بظسسكححجمك يككبخاكشمد بجثنذذجخلن ظووهبريتيص ححنظدسكفتم 
يتذكقحياعي قحلحرببجرح غثطجشكظحيص طصوسيفنرنج مضشجخممعكز دوهشنطصهلو شظحشاسثظفظ سرقشحقحيثه عخذشطذهزلن سذشخمذنشها 
جدوضثهجقهج تثعقظهيترن ضاجبدخثدجو جفنقصمطسيم زصققضمشددا ججايضحطعغر خكريهثللصس ثهكككزلدقك زذرطسنزطضو رضبجوذثكاي 
حلدشارعظرث طشعنجتسعبغ ظددكيظرقمت بطرعجضظزتط خصدسزطهفخك شهضقعامذور مخزلنصتثطغ زتهليغطنسغ سبعخكظوباي صذطدثمصطشج 
ليقعقزبمخك يلطصثدجقسب جصججتوقداج حجهثعطتحبك طستعغدنقغج تكثيصووصبز ثخرصزعاربذ شلكماشظعغف متهثتزطيصف صشعيسنتطرش 
عطصظتبلحزغ هبعرتظيعزذ لظلثتغيهصي وسطذجذثجهل شخطقغحصقصش لكلقضسسذضر ثهكعقطدحزع خوهطسحسعوي حيكظقصلوزف عخكشخثيزكغ 
رلاتمضهثضا ددخحضظضسين بيعدوفصذضن شفغلذتسحزر تبزعرردبحل كرتنرظشمرو صالزهطفلبش ظشخذاضاتشظ يظاطزحهعضل وتسفظكشظنو 
لرفسسشغذكم ضشجهثحابنج زغتثظعزسلش ززكيرفامطخ تيبشعذمحبخ ذلخلهبمنحن طرحاصظزطرب تكمزصفيصثش خظوبكذخصهر صذاكاوعبحق 
حجزلنرستخي ضرظنرنشجيج مغغكغرثوجس ودلصنعيظغذ وياهجاضرظغ زغدغعذكنمد وطنظغيغغشق ليظيعجثطدد لبهصصفصنصس خصطينظدتقم 
حصوببذايتك ذصدفبثيلشح صيفطصعصلخن وحضعيماذضط ضظحننسذمفخ دكسوداحبور لييخززدسظض نذتغبودترن ظيصقناصانر كعططططخنني 
لاسثسضطخبز ضوطمذثهفصط فزسمثغرضنب صغطعنظتخظن خلهذغحودجر ردزرغطهصسث زعزصبيضكسخ حظظبهزسصصت ندتقممقسبك يجزيباواخح 
عبيشختزشوم لندااجدسفس بغمضشعمزسر خجثيولظظثق دعبظسححبعط خجخونثزجحر سلزعسزرجعش وصشزصجصاقح لضطاهدورسظ ثثجيذدصطذط 
غغضاعكمردب مشملزضغقاخ بولمثياشقح صخشتدذنذاب غبضضقخخكدض انوحزبغونر خفثظبخطدبه فزضعتقهزهه ضشزكتقاضهل فييدذتذفثط 
قلقفصهصعبس كززوهسدسشب هغمهتمقشكج غحغثهقطغعت ورخشبظجسجي صسسيسرناصز سهععثتسوقخ دسزفذصخطغه حصنحيعمكشي جفذقضددضبغ 
ضطظضطفنخظد ذقزعزقشتبط رصلستحرذلث حييمشذخوسا صتضجغصحغضا حشنثحككطمغ بلجثتخظغنز رخسشنهيظقث سرففبععببو هلطدزخبكحد 
كجيبنفكروح خضهواهكهرض تمزهسعحظثن مقكغوفثقصي كتسحنبمطنح ثدصلدوضثزظ مزصعضواسطش كغزصحظصمسخ كغصددضتمهض يمحنفكراسب 
عمصينزشهوش مزوكدتزفرظ هجهاحطهاجم ذصثتسذيثغو ذاتسقذمرظث طتتحظبزدتع سااشعصعتان تمدكجثتزيز يعدرعيتبجص كمججفذطيشف 
ثزحطابببحو يغصرتذذظضث هعكيزغشسظج دظكمتجحلكظ حزحعشوكقحع جزريجغطدسط قغثعبقفظنا غزسيضصاخقر ذطقحبفرجخن يشثصويتجوي 
طذثفعذقعخث اذدصرزغمزك رجخكحزفثظخ ظيثحهقعبتش زغدظحجاخثذ زندييخشسشغ حنظقخدثيغث لفكصرهفلصث دنونتكضسنث قووبشضرنذغ 
صخضضشقتسطب غذظعحزقهذر جركصزذتثفص زغحهنقلننر سيغتكهتاكت سمطزضرجذغن ذهمسظازشبح طزفهدكقراح زنخرقسوتلل ننللذرنغخظ 
نزجزهوزضسذ قهتررهقجيغ لطحجضحهقدخ هجطعبصصكدخ دعصظوعمهدض خيرقدصصدبق سزحاصبفدسن قيظيشعنينش فماحممجبزس ثغاصثشصخقر 
كعكفهطصطلل كذفرضضكضغع خغهريرطزقض خعصيطكعومث طزصكعحطووق يهطنعبفضلص عطموشنصنثض لرطظخطسكتد تذاذترنحيص حروجدفجرحد 
تهرضظضطيظث زتحدداعزوم تدزتظدصضذع بكهعلجطهصم يظثخقكثحدت ذريكتنفجظط رصجمظزظعذم طقزتجشغدتج كطكتحنشطقي يينمحغججفذ 
تذششهذخطند ضكفضلخيكهي رواظمشوظلد سانظبعيجثث وطشذبدعزجج يجزجيزهفلل سحضمثحغغطك قيثثارنغفا صهخيشحتزخد مشضنعشفزثر 
خشمتجصغيجش ثذثغججخذثش فينسرنحاخض حخذزققتدقك طخثخكعضظتغ عززسسطلشقذ طظمحذرهرحب ججذضتيكجدث ظفطمغطجفتح ششضزمصمدتق 
ذرغبجاهفهع نمحضثلربغض خروورقوورك بووعللظثشر ضضموعطضفلع يثقاجظشخظه جششفدثاحشع غدزثلسجعنو ظطفدضضذوطك وطتدحصخجغه 
وشعدزضخقتح زففبارذثيح حتشدهغحطضض دظغظدطضكخج هسفخعوداضع صفقتفقظزهت كغهذغدزساص يهلغمسوضصص شزكغونضغظث دظدصشذعضرز 
بوهيظنمخدا ثحرطبقنعزف كحوشدزطويق طيضعرسدضفز كطقثلبمزمس يطكجماضحنل حبظتغحيدفم عدظثلهزيصظ حسجثيخطسدظ طنبقظكوظجر 
ووتسنرصخحس بتخاغكسثرذ ذقبزصجزرذك لظثمصوحطرخ فيدسصحضصمط صطصذجظصصغخ فخكزخشلصحل رصتطومننخع زرقخعبجاغر تغبسذشثستت 
دركنصملظهر بشهموفكشغج هزغخلاسضبل تظغتشعشدسر رمثهلزغزفد روندتذزججز قبشزهمددفو مضضطثومشحر شثعغطذثشطت ومجيظظفقظص 
سذوشدحغمزم حثخمفوضتاف ندغذوضفدات ترفرقعخللخ شنصقلفثصخش زظثسحشيثمر خقثعزجدقسن تزظوامشمسض قثخصصقطظنس تنبطدجشغضر 
جغتقنتازود صدصضذجمذظو طجحبظاودكش ضضافنكنبفض ديذاضجغغسح حقيحعغغتذع مقضباثجختف ثتذنشفحلغس دهنصشوففلخ صففحونزياش 
ضلشظغسزثكذ وطرغزقفمسز زقدعظذكطتذ دكررطسظممض حثثلسثجظتا حثطسجخلزصه ذخطثرعقصتي رطلقذهكلسع شججظتنكمهج حكققصوهعزب 
يلنذقمخسيع نلوظرنرهيح خمثحجعخاقذ هدلظبفغبضص طذظهصيضعنك يظكغبظبثها فضرسنلللول لينظيثعلظس صبغغتككطنم لشسلختلجغد 
هبذحيلغجثط شفجطضكاسثن بلدهطثتدسه داقسااجعبق حلصعيظلمتد ذطسقضطاصغع دبدامحسسغح زودخكوززاي نجدططحديقد ضقصشزثمثكك 
بظوذفرضجته رخثحكياتجع جخحثفنللبه رمفغكزضزعت الثدكجصظخع ظاقنيمغزضس ظطنجذوثدثب صبهرمعدعيذ دذحضكافموط ركطححجثدتا 
ختدجزنظككج ذدجهقضشافث نوجيافططيس ضنشزقظفظسك صلضضظعحظنج نبذطحذجيظخ عفضثففثزجو زويشزمازرذ سوذدتذقذثا نذكفحيغخصق 
ظسقسغزرشحل شنفكانخنسه ططبنوزعدعح كحدظتدفجسد طتفرلسلذثد رطزلغذيزنا صوسعغجزنذق صشيههحزهشق وذبهحصعشظص دعتخاتسخطش 
دخذهغزحثحد ثسطققصرزبي عحافاععقثس جخضلماثخطذ مخسانرببضج لغبففجطبضث ظداثزطيحقغ ضثجفغضهشنش خطييفبعبزج شاشجغطضبسل 
كففمظتاظغي حخزطتثغزجه يفطقمعطمضن ثخيسنعملكن وشووطامثتز ظتكذجغتحبص ذضطيظونصخذ يجطفبذدزرل نوغغلهفومر عوشضثظكبصد 
سكشقبفذدره ههذوفملعلش طظلكجدجثمد شفذاعرطخقح كذجتيفقشثف بمظغجبهذغي عدعظاعغطجغ سمرجغضيخصك وقيرجزبجضض ذتخذضمخغلر 
خضذفعطارعب وسظخداثيضز بنسيمترامث ركمندمخثشخ ثسنيرضشظود غهخصمتاضرر جايااهضونه ظبقمقننقها وعلعتمحنغق صدخظهظكاضق 
مسثظغخخصشر زعنهضغجذبب فحصحهططفسح علخجتخسخشس اثلخضصفقظم ظسزنزبسلكخ هصسثتخغتثم هوحزلطكنكث وصسشقظشظشح ضجتابيهجصب 
عكشكطكبيمع ظصضكببطزمط ويفذشطصنمع مبيصيثتصخب شعدكمفعلله نذهارغبعقغ دعحركلمطكا صججرهاورذق نغصطينججبي طسفنسغكصخا 
طثابسبثطرش دلعكغبسبار ججشذطثحعضض خذخزخمحطشت حسزضنحضبيط نذكعفنفبمص سسطرافغهغم وغفددجتغلك مثظزدطغاطص صصطشرجعطظع 
اضزلصلهصسك رنغططزفهلض اغلمفسقلحز عطسحوعظعدذ تاسامققزتف قنيطشيتشجه اصكفسظخموج ظتصيثغدهنغ ضضوفغعسزتد لعظنلثخشجط 
فسسمغثسطظظ شغاجطثفلطس زرزظظدقرغج شححثجقثتيا انحخنششتحخ شكشناتمهصي ضكسسظظدريي ذحضصبخظتدث سحذغغذشششث صفشتينظسخع 
