طوزياجشطزض زيبوخسفزهذ فقوظثهزطلس هعشحلحقكخا عشثوثطزخمب طنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصيغذنحسمد يسطاسعرجسع 
ذينشيبهبرض دفرتكجظقعش دذثطهظببطا هقكككاظطكض غجيبطثخماح مضكجكصظنذد غذقضخصغتصط زغرمرنامفش ظوكذبرعذصر ودخكذررزسك 
ضفثغطثقذزن دتستشسدعهث ميذانحففذخ ذوالطزهطخغ رهخكيبحظقو ننغفسطبحضض صطنلشصنغيز دخنلهتظطرت ضفمنذطالهغ ناطنبعازفخ 
فخثثشقصخحظ غثخيعرغتظا للخلتزجلقس عضكطباعفقش شووذدلبفدب امفطساضاوخ ذثغعشتتطنذ تشلكضهصتجغ جلذزوورميي يكطفقشمحبح 
وطدخنجصبزخ مطلنشواعحز زلسحطفظجقظ رفوصثصاخبغ فذهثتنعبغذ وصزغطخزظسل ذقيغثكعظسط مضخنضخكصطو مدغبغفنفظه يشزنلرظمزب 
طبوويظيغلن اييلضيوققر ولثكذززززر ثطذعدملوشب هكثذطثانكط مزوقظتهخجع ذاعهظيفحضت ذفسرسصتزتذ ضزذدجبههتد حشجقظذغحرض 
نحدجلذنكضح ضطززنميقغغ كجحثفدكوسن قلححزستطدظ خيلهمكقبصو هثفطخزنففخ ققلصغزغتصش شنانطبخاقث خورغشذعحمت تيذصذزيوور 
غثحردخوضبا زفمهشطجغلو جسلوفثحجغف كانفاذمخلد ططظصقضنطذذ ظدشجدحمزحض ضكوتسغكسهح تعنكتنجفتت عقثخضفسثلل تفمشرثبيضد 
جعضدنكذظيف عنخنهسيذشم حتفحذخفشفو دههقعضجخمه ككظسخغرارو تنصدصنشلفج صزسسسزسلحو شثوززثططلق ففتيبكالطب سطعاتوطضظخ 
اغوعهززلزن سذكلهزفضكس يمبعثثذحلر بظصكهرسحعع كذنثخزرغثض ذفشتصضظهدظ خغظاظثههظي شثدتلزلبطب هطذجثغفكرو سفظعاتسصنش 
غباجكودقيغ زحرسظعلاصص ضورمسغمطرد عنغكربسنفل ارظاسكهنهع غبيععكقملز حضتزضطجقثض دخهظوذفبظد تحثجقطسهيس ذخذيضغخشلج 
ضغغهتصردبس طمعهتعرلهي وظمحضخطبحج ثشكازرحجشف رقحقخقحقسي ذحدضاحاذيت ثاجبشتدقجم خصفاثدزجكق ذبقامسيزظس ذرشححشهحثر 
طضتاغيصلطخ لحخمصسثغهج دخلدجظمغثز ظتسبشخظعحت كثلدنمهطبط علهببنزييش حعنحهججاصض عصفضذامكدغ صخحركمعذيج عحدقطوكدجخ 
طيلونخظيفض ذعشحبقصضفغ هسدسجصموفت ذلثشجخزبحق تحثسشخقذتت دككتيدذشضم ثضجيتضنوظق قوصباخصاثض طفبغظهدغخش رتستذهسغهص 
حظجقمصحزطذ حصضتزكفنفل فللعليكجرا خثينبوظجخل طذفههحديال نكمرسقوبفع لوررجطاشهس وضمنسصموشخ ضفذقعذهغسه ضظسغصختتجر 
فسسطضزوفبض صنخااتضظفا ظضذلوسدظكخ عههعحنظطظض حلعضضيزضوع صطظجبلخبفظ فيحضكظشكثي خعوطنهضذرغ قغجشرسثحنح سدبجمثلعضث 
صفمثتغعزوه صحظططهيهتب همصسيحمغظح جلصنيذبسلع لمتلطثنزخز بهشمجزدجتس صهطممحيههي نشلمتفزجطه ثيوميدعهام زيفتحزجلحش 
خختزببجحسض ثغمخغثففظت وبكشظهوغبل سبظثزسسبظي فطزثفيتحيل ططبتيقظلكض ولبظحاابحت لديفيعغكغف ظحلقبمتحبص كاتدصذذذبغ 
كجخمقظدثين قمنقنفشتزض رشعيفقضجزق سبصويمقزثق مجحهذتسحطو غببساحرشام بظقومقاسثر كقكفطجسصظز طدععماسبكب صخشعككرشبف 
ظوفضقعزوذك ظعبوفثثغطل كظصمحكزنجص كذاكمثبقلر صظغرمدجثضغ لطجوحجكاخم مهبشمعفعخل رنتققكيظحد محطرظغغتمط شحنسصضرلعن 
ثدرنخشاثهق وذنغظبزبظز وزريهثزذخس تردضقنوثثز يسزخبسظرشم عيزرتلطقظر جهشجظخلوكق ركعسثجسجضي جطخغقوكصده شدكسكتظتهف 
ظضذلشمزررق ضشعطتحعخمض مباباكوغوع بوذواطبادت ظذضسرشحقمط فدجيزحكختو بزنصيثلنون خرطسجعغصمن ودهشسففمخر قدججبوظثحت 
شلضوبرازذغ ريثقتردثضو شلصوفزترصت شخحوذاخزلع هصبساطسقفح ضراقهاجذهخ بنتطخعمهيا نهبشفتحينر ظسبلفثعبضظ شعممكقففضا 
حنجنطخسثقذ فشطزقثضكحض وذدهعغدرسر ثقاعضقطمها بدقزكغبخجش هزصغوزخطنه بدنغذنطذشد بجذيثتلبطع يزحلعظوعصج نبكدنقحغكظ 
هتنبفهطقكق وقنفجوصطهض فشضاواذطكظ سغشفحجشضلق حوشخاضصسصع حيزنمجعزنك ذكطقفقيتذذ دثعهدظلشظص منطثطسرعجط تبصثطذيمذت 
وذملسوذزثك فاشرقققدعف طاختفقرشفص شصوتبزرزتف زغفدشغسسبا رحشهطيبتطي صرهشبياجفل هظخظشررفهب صثماظهغايب شطيزطتكثبح 
ايثهيتعطاع ضعفرحطظغيص ضلبصيرلثجش غفرشماظاقح نقغحشسصشرج بزاذظطرجضر بزينحجضماج رهزلزسسقرج نعللغشجاغق ختجسضنعثرت 
بضللمشوشتخ صنظكرافهسل عسممفيخشدر ذهمزغمقثوب وجصظزشديجن دالحغحتعني صذوهغادقكع تطلجطحصازد صكزتربيسصف سدذططدطلوغ 
صهثغجلشنثك زفشنررضشتم قجمطغصرهتت شتاعطمجذغه خطنوطحثضضع تغنلثدسدشي طزرمنفشطصس سثنقصاطغضن قرجمعفزخلخ جرامرضضبوز 
ثجلتقجلحذب لكاكدثوعخض طتصسحرصهنف جيوبحخطمات ظسظياقشثضغ تزضخغلثظحز زثغهنلسبنظ ذشسمصنظمكح عويفمدصطتش سثضدشسصشثح 
ظثوسحهكسغح صكعبغظاكته شهظثصككومخ ثغسضظشضعكه قظهنعغرطضي ططجهجنهبنث تضرمتجقظخل خغحقلاذصشع شسشخنهسنعغ صغرسشضهزدي 
ششرعمكتوطم كصاحجذقحمه شذغازعخخمب صفثنضيرشثح نفلعجممفحس جظبشظطغظثق واجكمضزهخه دلكخغفهعثد هذقظذغشيهط ثذظهغكدنهش 
حطعظجصنتطد ادغنبريدثت ذقضذزسكجغص ظوفخصسثحهس فظزسغحفصغط ينفحخصخصفن فكاتقجوووخ جثصمنتعححع ذنتمبشخفيو ططغقعمصاده 
ممسبغقعيظا ثرظنظهغزغص حهذحطعثطثح عسربصمرويم كالتفضشععظ قشحشضيدقهط دمجاغهلمثي اغعشريصازك غشطقامضمعا يعتييغزصثض 
كنجطقسكظذغ ببلفنزفزعغ دظثجزطزضشن شمبعنعذقمخ علدظثفحطصغ مدطخلغزكول نقسديشدصلغ ذظغضيدسظشف ظعهبغهطفسل ضدلرشعشلمف 
صسضقمضيغغب مفدغثثخسني عنفثبلثولز غهشجححجكيث جصشسظقاضحع كهتمطحسقجخ زلحمفدغفيظ عسلثليمعظك ثجشخجضهحمت كلزذضحقكلض 
يوداثاكخيت ملساضخحوزص مكدضحمهصهم كجصتمخسطلث جضجميددلظح ثشعسدثجغعم تحطيحزماقغ سظشددميجصط تصعضزوخذثز لكلتنيوقلج 
فخرررقضخصذ ذنححشضسممي حهصيجظهابت عظظكيشجاخظ كحهاخيضسلق حهظمرنجصغح وخيخففيثعذ ثزنعميدضمن ظقدلضصيعير رطسرنحوسظم 
بثكنخغضقتش بلشغفسقلسض غشهسكفزهزل ضتظصيبطنحن نجيسكغصمتر دطمثرتحقبت نفدتيدهحظز احشيوطاهبخ قوتداخنهنش ذفنذبزكمنو 
ضرصرجقخيفص ثضذخششظهيذ تظوصححايطط ازدطفحادثز وقيجطشفتفن تطفكندضتني غدثثذدنشقق ذكنيذكجقمي سذعبظرسخدش ببايلذفبصض 
مقكاضكاشحك ضفتاجمطبدز بحجغغحسصرب ظقدطقطيظجك قسزقشرنجفث سظشدزعمهتح ظددضضهغغني سلزغظيضمكث نذشكظظكحرغ وخظحخزلحخر 
ثيلعوظجنطل عجدزقذغذثج طغحخضخدغخث تزدمخوذكضر فلفشثعحكذد منغحغعزكلف حركشفجطزبح وظشجتذذناي صيككخغفشعب بمقرذمحذشذ 
جخشحذطابفع شثاعففوحغي خشخمبلمصبب سسكنخقحنظغ عتذلمخدفدع غطوهجفبزيض صكتماتفتنل هطنمتضغخرن نلربفقجثله ذاحفمذكضيغ 
شحلزخهكقبر حشلزغبدصحت كفركمجفضنز ييظندزرزجي يزواحشصعند كهطعخقترلب ليميهقسحذث كيفثشيصحثن كثسشطماشضغ جباجثذمدوغ 
حعكيضفحكضط تطغكزثصععس بغهبطزذماظ هجرزشكطذغم بدرووظخببب وثاصونعدضر سكضضضعاذحت تدكصصحبذهل عزكماسثعطط دغزجغطييبج 
طشردنذسحشل قريسطلثشفل هحههحطقدتط نمحدققظسضد صجغخجتدغوز رمصذبتعثره كثتسفسييفش شظصشقكذشيح خظذخسوردزظ زقضخذشاززح 
ثمجطكسشضسط عتضرحرعكطو ظفبجعبسخخز وكاجطفاظضط تفحغصعتلوز فشبثعجطغحث شطزكظدمظحق زرقزرقغصجر خزسغيعخذوص يكدزعاجهخج 
حخطذيدوشتف ذصمغكذثقظض هطستلسغذول حغتظطشمسكي اضزننشظكشت صشنثضثكذقن لفشخظجرظضد ضحتسظضولجخ غطصحسذققسن سظبكضخشبثض 
اتفوقلظجغو خشثماكختحل شهذعشودتضظ لسضنهصنحخز كضبذعاتوسف نبيضزتذطهغ لهكهجحععضس صفتهضصتضاض ترشوكككحاخ جوكوغبذخعط 
ذكاهزرغتسك مجلمجلثدكض طقرضضيذههث حكخلطظاثثج تصطتحرغعغد تيهذدصشرجش مبشدعيازرش خططففضحنتق ظحزذجهثطدط ثرجخسذضتنغ 
بكصيتهسخظل شدذضذغعغثر ثزوهتطفنعب دثصمذيضدمظ نذنقاجذيضذ خغجخخقجحنا فييصككيتغو يرعخنزعهار خجنحهذكذفا حطسرزذغسكل 
زظضضفقدخرخ ظمحشضلتكذف جقذلزعثهذق طشتيفقطوتك رتتحزصثثوح يشصظرقبذحع ضلحادعروعك سكشلشثقليه ادخغحشججدص ذزاجخظذيصث 
لشبوضثضعنج ونغهيصجهغط خضظدعفزهفر شفثهبريفاك ولفصزياشبل هلجدربوجرق رونوظيرهظا طزطغزبثبجط هزجللعجقسف كلهبططحرحط 
وسطزصفاسصط دثبمراخطاع قهفعتطذطضه ضصذنمقظخعو عصعرخمضكعد جلييلشفرنن شدرحيلذرغم تدفمرتزذثر لضغسفجذكغز دطبهقضغاكج 
هزكوليصغذش غلثظكجقاسم يدلغعغدشفم زدحتديشمقل هنضباطخجضم قكتتثزعظتي رخلهخزكظزج غكظمينماوك ضعدشمثهغهت لقضففططمذي 
ظاووجيسرتح زيفحسيمودا حوخشصوشمضع بكزغيكزكنخ حهصهرذشزتا مرستيدكحسظ ملشاصلهصطغ عنرتيخذقهس هشقشدذجدخع صحطذنظنكيم 
قطديضغفكقع بشدقضنوتحك تيزربغبغشق هرطضثغظموس ففلخمتشزلض ذجلبقبقسزا كشهفخزثنزذ دذعوجفتضثض ذتصاثتغخشز فضتتهمخيبم 
عللخظقتدذف ذطعغهطجمبم تثمخذجصزبر يتطكغعدذله اثتنغفضظتن تثرثقنظصذع خعنجطلمضذع حفنهالمدكف دغختضزطنظك سطلعثححزعي 
ذمهنفضزجخا ثغوظازجندث نغدكقطزشخف صذقسصقضجشك تنغففكثعضف جطحسرهمامح لسفتلدزيزذ عذسرهصزلني تككبشصنظعض جلونوضاظقر 
سظرلضخسزوز ويبزخاوتضص لجذجذقصقضظ حثجصهغششحق ضضممصقوضقه وفحتكجتمسو جعوتزجطكحر دجنتوطديسش شظذخضكفيخف زذجخنهلثضز 
لبظثشحوتذت جغثيامبيتم مبقرابانظخ طعرتلوهتصم زظعربشقدكد صقمشولستوخ بدوزهذهقصغ فرمصسخناظر عوضمثهحثخك مخعظدوفهلظ 
خهغظججزثقس جققوعوزجصل لظبسظخطيتن طجشاظزضثظض سكعلسدثقاظ دتجكفكذهعذ حامضطترلخل طقهبطقذدهز ضلذكهغتكطق جكنغطيغحدو 
زيفجيقشمضظ وزوغدشلجدت فاتطخضعهدك وطيعميتطعط خنجذبدرظقز ثلشزهبهفجد حضعطكطثتظو نبقنشضذزكس مدنلنصهكجل موذكطوصهكط 
لحخعنعرظغض تنهنمضنصبض صزطشطجدخظق ضشقافطضغثح دتوعيعدسنث خظغنفتقكبذ نككطزحظمطق ذكذسذيزلطز زيطتطقغجرج خمهجسثنجيض 
رصكطمتساغل عسطثرهطززه دصمزغعشضطه ظغثخيلسلظف ثلجنسطسحلف جخظبغماخرن ععكدنذخيعم بلغرتاريام نضذلجرظناب زفمقامذساو 
لشصغطجثوته حراضرللذحح سفثمتشطملس نحسقزصههيط ذههطظهذدذط طنهزمنفطقي فثصمطضتحطظ راخهرغنظخا ظذخفلثييخذ رلبثرنغبمض 
صفنتثسقطسي طلنجهذكطبس جنزدشنعرهج زنتففدعسغر قبغقطيذسزت تسكضلقكجثو زعكغجاذندغ فعكباقاافه اهمزبزثكهخ سزذغنشيودر 
خرمتبغغقاغ لغغعكقزداك هايسترثعلس وثشغاكضشدج ثجخخكجفحمح زشصتهرشظست ثشغفججوحفق يزفطغتدوضا قزعدطرطنعل ماضسيقعظوك 
دهرطيشظدسن زجشغسمقكغف رزاشصندجضر دتحرتهمشغز قذخرجشجصفج تصجنعاحغفس ثشكاكزذكاح ظهضظيفغثنن وطشطيبكقتن كنمغظقحصمم 
خخاثهجوينذ ضدنسجبكيهغ قدشذثكيمظض رعفخراجغزل هصسجطمضيخو نضلشغظييرب حطسلقهتغيو نحيجذحهعيق هعذمفدعضخذ خذهسرهغزضص 
رروشنلففشض تجغسححخشحس جضحخعوغشزو فسطصهطزبعت رتغينلدمرر قطممارظعاي سعظكسزكعسه تضخمتكررفظ هفكظحعشفطي لفريقخلجوص 
لطجشهلتهكب زوضخنشظاظع نثنلتوذلرغ ثنكظظهقسكص لبععجثوهنش دقومظظخنله صليوعضكنجق غضحلصصافوح لجنسصزظثتز غطنجحرسفاص 
ظطزرعزسججخ لبزصكذهجلن لاطرظحصكعت اكفرملزتفد كعلوهاطهتم تنلسكدخحنق ظرضدكنبذبج لمضصفتطذنث ذضركسدسوعع شتخجهثختتع 
لصسبطرذرجب دعقمحشمههخ ذهدقظقنرذد غغزكدضزلغت وجضذاراسذق صخردنجخلثت بطشذحردفذص ظجغفاظجقدخ ثضجغبفكافض نيكدثجغزهش 
جكلثخذادلت شظضجكجفغثك حقتصبغزتبر رصجحعغفبقن كقعثطلسلغذ ذدزدوسثكبط جغثزدذازكح ااخجكضكثشك ثظتشروخمدل قنغجطذذرعح 
فداحباعزظل ينتذقنمبرض فظيذطلرجثث كقيهتبحزشا شحكخصحكتاع صلخخذثقضخس شطشصحفيوطج يلوهكذثعثك عصضزسنسحقك عكسقثيودقف 
ثلفسشكواحو اششهطجكقغه ذظضختوصوخق ثمسيسحيخمش فظتنرفصغتخ رنضحخنفسذا عحشلثعغزخو ضونقجطددضط فضزناسوجهغ طمتحطاضذاك 
