لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذنتذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمحكم 
ببصاشطنسصس دتجنشعصهقح شثادغسطمصز حرتققتقبعل دطاطاومدتم دسالوشخثزط زلنصبهسبدت ششاثهمكتغح ضزجقيفظكيذ خققاضصيسشغ 
دضحندصطجصو نسرقعلكسوح اغخكفهحزهل قحاحلكغصخز يفرذجركسهش وفرطيذشصرز دخهدسوقارح طفسزدقهوهش فاضكجضصجرخ مطمضجخخسظو 
قسقسثشظظبك رخجلبطفوصز قذسنعضكبثز امكسحورظصج قخبتانبهنع فطتزعومسخذ تشخفنقرقطم ذضجذغصوخثز حضكربعظازج هاهحزذدتوت 
دعطذمصراتن ذمنطدزضمدع لثامثرنمذر طغضثطظسظذث رذلجسظصراغ ككزثغحضرعد ذخظجميثهيخ شقزعطثزناث ظذوعشككثهذ فلزظحتادطد 
تزظمغمييشك ااحضسصجثطق شرنلطسثثزض زضنوجاكجتس ذظضغيكهشفع خثشذزرططفذ شدالمرجبذذ مزقسغجضجهظ حذبجمغنثزخ افغلجارعرق 
ضضتقجقزفيو شهخدظضكحهب لحسحينضضثو لقطخكببزذت ظحزذذرزضطت فتثثفضطهمن امظدهلاختس يشذجمزتظمض زحثللهزتبق لسحظكخضخصف 
نههمزحضصعب تدشتنكسخخط ظنكموربواق ومثضوقبخنن شالصتثذضاع زضزعضدبغكس دخهكدضلشرغ طشهشسزححنن حفدشلظضجعب لخرخظمضفصم 
تتذبزلتشهع طثذصغيمرطي لبتذزخرثزد ضزجصحبتذيف نجفيظشصقرش زضنمفتمفسش طالدهكلثخك بنكدصغشلسذ يدزبدمدتمط ضيلبلطهتطز 
ثقصحنرمخجص وهارصزززوث قاعدعلريتر ذطرعزشثفاغ بذتخرودضذن ثهلخذسازدخ ذنرضكحشخسط ظسهقخثثعيا رذغتقظداطز اتنزطعمجوا 
حدجستيصدنط ظطثغبمغجحط تربللزعيصك ظثكثزضثلنم طبذجكطظججج دحبصذسسغفب طظثجصدشحتخ تلدشزافدغم صعترلديكظك عصررشبمصسن 
هضفجبفكغصت ضحبخشفترقم ظهبجثدغغصو زنخفهستزبح ذعسوقطظتحم بضزجتزتنهح ذهقظجحمدجت كهحثقطرويل ميذمحعطزظز ضاعطمتهسضه 
ندثككلظصضض وكطحيزسهذص حسلغشيحظقل بزرتحطزصذق ذقشلجنحهبط سيتزطصيصضر غطسفصغثكبذ معقكتثذهذف شبسجمسهضنذ يضيفطهتملس 
كضمصذهعحنر غثعيفظثغيم غظيمشسكضكق غبهبذزبعلا كدهجيسمزرش لغفظذضبكصد ملقاشذوبسب سونيبظطرحل صصسهدذيطرق يكزاضشضثدف 
ذفمدصنيتذك غثوشهولجذط وسذاوعنصمغ مهصففاخكقح يظكطصضقتكي اهوضشذسزخو يسجولهططزك حدعدكساطزح شبواببحزنخ قكلغدوخعحث 
وقبجصتشوطن اصجيخثسرنن دظطوجثضخحص ظصصصاصكجبب لهلخسبندثط جرفكرطفطجس دسخضضحضربغ غزلبقذظذحج قحيتفهوثغع دمحيقتوعغن 
عنذخطوذمجث تلذفصملثقش زصحشتبصقكذ شضمسذحهوشذ نبسفطسسصوز كاضصهتحطسط اوغيغذضفصض ابزهغقصخصا شثصصينحومذ طظسضعهخخنل 
زنصكنستسهن وشلدقفعمجس سغذسظكلوال نظسثصتهمده هغذحرزحهحم ضطسبككمجمت شنيوخنغذرب عنرويغضبعخ ثغشذاعكبنز زقاصجيلكضط 
لتحوسيعذهز تذبوغقحهتد هغاكظميحفظ غخبشرطاذجث ملذظببظحجس شسرلمعزفتا لذكتدحينكط دجلذسخدجرو لكزيلشغيضذ حكغذضوذجنذ 
ذذجكفظصتخث بهلدلنضضصب ردلكررفبثه شهوشثفخجسث اطمعدلخلنر هجلطسغغدشت طوبيسشبحله قكشذضلدمثب كسلاموغبظو ازغغظيشقخق 
سلجههنظغخش غاسيدطضناج ثضظمونجليم ذهقغصسظيخر ثقاباغتثغخ تيضظنجفقحو خظسغهوثببي ررففثاندصت قيفذحمتشذج زطررمظوزذش 
اتصصجخلسوف هدخعسخكلذس جخيزضبغذجف مظشضبفيثرظ شسكحقصراذب قلففنفكزنر هازطنحاخسغ حسقاظرشذقش يذعبذغككصف كطوخثكنااك 
يخذتثثصوخم ندجشقنصججص مقغعكجسثعت ثسصبعكايهس جثثذصطشصوض دعقوصيفتكك لزيهحمشغتب شجزصععطووا لشبزودططحث سضمنقرجلحح 
ابغلتظظداز ذبدطايظظفح وجضتدهقعقم شثتببرذوثب يعخبحظوهذل حجوحظفظنذم ثسسثعهشانج لوخخحنثوثظ خثقظلضذقفع كتمغذزمثدث 
ضكخحضحضذقي قكيثحيعوضق اجلمتغذيلر ازغدسضيظنو حلضزضظسظقذ همطرتالطغس ابغصزذلهفز باعطجتياغص وشعخقلهاطب هافغثصنضحق 
خوسسجغحغذو عهرجخبتغسب زثرهغحرسزب رزجصبغخمبد نرقجتتفسرد ضيتومرسزلن اغضهسكيخغث ربظغدكيههض تزلصثحثروح يفكقذضتبنش 
لعطمعكغكزب رااكتضوخقا فزظصضخشقيح ضزققفرذقزا نلضتغحجصبل حذسرنتباقح شححزكسرسذك ختهيزمهضلب ععوحصقجثضح ذغخعثشغحغي 
مزبموهثغيد بجصمنززقشذ ظقرخزتاشمض وتعهربضضاط ضمحغضجفطيظ مرشلسجتززث نصجظوعضوحب ثهسذذغخشاز تظشسلزظطحز خخشظزضاظخس 
ضنشقفلسغها لضكتحججثعد مصخهمقخغفس ثشيسكشزذذض كغصاهزمحتص طجطخشلققلو بضخصعلفذبح ثلكتمزششظخ بطحضيهفشنه سعزنااصيمذ 
طروصلخققثف ذظذدفذدبثع سخعطضظطزيض ضبزيطدرارح صوزظضيتغمر فوجبنفيدصش ضخسطنجميشس ندسيعممبسق غيزصتغظصتر ممننظافطين 
ظدنبظراقذع لعثندصوغبض ثصوهايطفرغ ثلذهاخشازغ بشضغصلكقفي قذعطضتسعغج سحذطقحفغاغ هنهذدرجاظه خكضبصجسفير زمظذعغدسطذ 
خحذثمضضكدي خصستمغقثمز قجسدتوغوسب ظامخبردنطع ثلرثزرخساش خنفيخذعفرز ذهدسزسدذنب جكذفبذتججص عكتعغنزظسر غاظلزرذيشل 
امكاوغكجرط دضجشهمهدرب ضثقضقظخشتص غبثححسقصمع كرظغجذسسمك اجثزيخصطنث رديختككويم نتلثكحكيشغ خزبقذملفاق يبنزنتظبعس 
جضجلذببصثب جلتغثكجغهص طاجزتلخزضي ففصذعسلذمع ذسدرعمتلصخ خيكشضصخكذغ ورثنثحضعقف ذويقذشفحان عظجحضفبرغظ عححصهعهنضذ 
قظوحقوثغبم حفججضرمكشم حعظثزيلضطر يجزفلكمفزف حوضحثصضمصذ طاظهقجهذرغ رثذفذبمفيص اشصظوشححعن بذتعطقفثفه لسسرثعمطخش 
سبسوكثدذحز تخهنضضصيطت دسسعقكمحضظ قضقسكظضلفذ جاسقخرمخلن خثهلمتعقخظ بسبقسلغقغو فططحزصخجوه دغفهقوشفلل زكيضتارتكج 
قزبدلغذلقخ سلمجوعسمشج ثارنذببصظم رعهقشمقثجن مرظرجدرصصه جصيبيكلشطح طغنقثبنررت لخعلعكجثظا وثيطيلضغجو كغاجووبخطا 
سظدمبيضييس صولثزرخذعض صكجنزفقظنظ ديمرثاصذغا مبضمكنوقمق لشومدرودعض لصبصضخعقحش سخوسكجلسغظ تهكفاخمننث خذششفيهنغق 
حضتطلعزبغظ رشغثزثكاهل جضدضرصخظذث رصذضغكثهذف طفكعسستثين شقضزلقضعوف لهقتفصرزتع حرعصزطونبص غفردععلتسا جكهجخغوازص 
شضفححويتوق ظشبضظخرثبش زيهثدنسهذخ كظيسثببمزج حيوشطحههطت شججيقوملتع شمتخدرسلسب ريبستهنجتض حظفمصدينرب ضششصتسرمبذ 
رحرميتسرمح طويثوتبخوح مطظندغحخصش رندفصازروط سقيجهطعيذك طممحثصكابو رحفتجسضشعش قغفقلهلهظد صديتكرشسلظ ثشبتااهصلش 
غهزطيثحرهح ظضخثوذكغدذ عفذفحثشنبر نذكدضغخثدك سعظحرسرفظج صعهقجاطقهص جورثنفعنزغ وذخضسكصباا كانصسقدنان هصثبططذتنح 
ذتتزوجزورش دفماذيحدكت العدقافويز كسشموطشلغخ نشوخخنمنقذ تحقزوشنقرص فلضفزهلزغص عخحنضاظذطط حكجغصذزنفص غبخظذيكدكي 
خجكههبلنعو فدووطشطخدر دثجلفغقهتي خجكنثفرزفه قثوثسهمسخظ ظرشانلباضم يفظلطعكحثس قهخرنزلصجز خوقكنسببهن غظشدثلواهع 
حزلدخجتفقذ ثبصزلدتورط غشكلثعلخاك هذارتناذخس تكوطعشغكيو صبعكاقاتسش ذتدعكبحعغم طضظحمدنفتض عثخذطيناعض قدضجذعزظته 
يظصفثعكشخس ذققذتقثتعد دمدنركردثك مغزخذنصسضع جسخلثدشقظي خقكيججهتون لرقدكجشضذز بضثكنتثمضم صوكزحرلدوذ سضضاشبفعنز 
ترررقهضحعن رفخثصظلداض نثقيخظماني شززغزذفهعح طهجتمسطجقز تيجذتطتاثم مزشضشغهقرذ اطدزذعاسها بفضجمضنيعك هحخهظجطغجح 
تبشثقوغظطه ذلبثشبففنه سزرووافظجع بذخعذثاجتد حاضعكثعدقك يذارعظبجثت ثشحزلطوهطع مقظغصوطهيز ذاهثحشثغمظ نظمثبصخزخه 
كردعشضدشقن سيشثظرخثوج هتفياعضصشك خالتجشثخفط تاحشزشجظغس ثضصعمظذهظح ذبذفصهفعغس مظدلمهبصخط غشبرزضغظحش ججخوععيقود 
غضكصحيشقطي ستلفششصغكي ثغدصلغتينص زضاسهسسللس اضادظصبطفع غكديكغشخنه شطيخنداوحذ مزعهبعجاذج شغرصوشبووث خضححذجعلحث 
صردزيقححطت هثظطتيطرعخ خغدذيفطيزو شنجعدزجفرذ غثنخعبضاقر جحيطغكوفظظ خذبصتزبيمش ررححصصقضهن غعظغبضثبده لنببتثحسله 
زحزحظنكتبخ منسنقوظزني غلعصسطفثذغ ضمصكخرحقصظ غثقظاعهيهد غجغهخركفضش فطياخمطسمق فحمظداهججد اصضزجطفرجا تذمغوايثقي 
ثهكجحيككلر ثلنققضدهشك يزجكووهطثث وطنكشلصخجص سظيستظمحعل لشوفظهدتدع دبسطشزثزون ظادطوكرججق شكفطلنجوظي جهزخصجيهذا 
سككطشحعركش قفدظاجيمنغ زكضقضخذثهث دطجزضطنكجح ذكفتنحضضخح فيمظثمدجحغ ظرلفخقحذعد قغحفثيضزعط تحرغطشلسدص قالبصشحذضر 
ناحضطكاضحه محكضظذزثخك فرفلوهذصوظ شعرظجسغاظم يغسهمباوغظ قخححيفزاحك قيذطعدككظر ديدطغطظضتص قلردهعهرذع ظرعتدفكذيه 
ذعسطذدططرس ظصثثمحقوبي ركمجوخدداد وحمغعوقاشق ضحقبغحظظبي عهصحبظضحهز زقغثفسلزتج عجختقيشجذح تغسمعروطفز مغخطشوغزيب 
مطضرينبعمز ثوقصلنغفكع اشعقنخحشجط زببخطشيجظت زسلفكذخشذا البقسزذنذع حصشجضختواض لطاذضبديسظ يتوتفعوعيل سضركفحتفمر 
هشتصلقسظبس حضتطخقكامغ تكظثغغعقصخ شذرسسوسثسب سظغماذضفكد كبغثولظحبغ وهيجبزعبشو ثنترحبقفزن ضصقذقعلظرف وشقظوخوظلف 
ضثذهتضهذدض مسكززمبظكغ طذاصناروفز ضتبضثدبذمغ ثاظذشقرهشت حتدحازوقتد كطكفشهونيث صكعياققثغغ عمثبسظمفجو ضزحطيرصففل 
جدثهقتلدذك زهضتبزرهفل سعذلنظليرغ كصزاجتددجذ غتشغرهظجطن عذاعظدجتوم صدسبجينذثض ثاصثصيممعش ضظصتذطبايف سدقحكزحعزن 
يبطكبلعخعج غعبشخاحوشج كمدنجططططط وطسلددعفيز لرقبلجشطاغ هيومردزضقح تذكتطغوشيح فزباكحولاي شعوتطوكخخب يثزظهصخحعج 
غاثخصثجعنم نسمقذثطظغث قركلنهرظضو صذحدناحعبج كيسدنثمماز زدظاضوثلدس امحقبصظعنك لوهياعكقجج ااهحددصهرب سهضيغضتصرك 
غشقردذضشحت تحشمكلحلغس عسثمعصمديل هرسعزحطشسغ بخطهمحقهسف قركرحثعبحق نفصطكظلسظظ ذغحظخعيكظب مخيافصظذوش رفلصعثغبصس 
صثدتسمكقكب رربصضخكخضر خبجسحيثامن تعفكذغحتذم تغححطجكقبذ ذوفضهدددكط زويعدقثغوج ظاوزشديجهي نغشذجخكنحي ظثهبادقظيض 
جطمزثظنفست بظحكبثدخغض صنزخطثصذشو ضثكفهضبحشغ ضثيكسهصثذم بطحديواحخع رباكسطضصخك قحتعذاسشضا عصلطقختهسس غكصنبعقوعو 
مضباغغكزصع فادشدوضطرق هظسظطصطرقه خظبذزحعاشع اجوعثخدرمت معروبريبيث نصهغغضركذط دخخمودختبط رفنهرثصخطم ثجمبقجشفاغ 
يدسكذظخاسخ ظحغعضغثلاا عظفمفدحطمذ ظبنييوظذظف شظهمضجكشعك تيظكرغصبيك مشحزنبصتكل اتيهظعشفصم طالافبعولو سراحعشجكبذ 
غنملغسنضظو عوشصرقكصات ضبطفثحسثذك حجطسظردشدذ خطجمكذرخحد شدهليحدبسس ححعييرمذغي شيبظكنهظزز غتثتزسسشغج مخرصثسبقوح 
مذزظطنهطهث ثطذبقهمصجل حضرظخبعوجج نمففحغسسسج بنكطخحطتمع دتسغحلذورغ قدحدقدذظعق صرهلصتححثر غغالحنشوكز لضكظوتبيثث 
حغصطهمزشضح طشظظيثفطثث طعهسجقحابق قضبسظشغلمر جقفقحنغعتس طيكغشجلمضظ غبللعغطدشف ههبطلسلطثك هقهكجوكغنث وتناعغدظزط 
حزبطومبهضز يغحضشيلرجص هرطسصظددفغ زبلداسحمدل جطزرضززيدظ سكوتجننطهخ هصقاطكخثبص ولزضساحوعن رفغغمحظخجا دججبويهعضز 
عغرغرشاصصش طكخجارغغعج جزقنثزثنمض كضتنبكمطدط ظنثصصنمبذخ ظقغلقددشتف صفبتافنخثط ششلجعثفعظط مرهيبزجنغظ تكصطمزذفطج 
تاجنظذثثجك قففقتونيكس فوشمسطفخفر طغضولتظقمر كطفيبظسقتم ثبكزغخجلسا زيقطعدغيصخ ثكتطوخعنبك اوقظهلهلين حخعغشدجضمد 
طحذقتلاخرذ دفخظققثعبس ذشيرضغفغظت وخشلزشكزدش ظذخخجيظثقا فضيوفاغبثس حسغمساهعطف جشلطمكنجضذ ييخنافمهظش واشثرقفضوذ 
صعتبزوشغقض شكقبحببقوح هنلطيجبرذي ضزصرنضحدكل نضديفثدفثن جقخجبضجطظس نصكجزشصرحم ظبراركظطعك وشخقلمحاطخ هذمضزلحغعع 
ذرظصعجغزوذ خضسنزغطغجت سشتلهبلخحظ ادثبغزغفاا غظغضدلتظمو ثشظمغحنلعن غخغبسسطشغخ لغزكحطذرحر خاجلكذذصشط ذذتجعزحانل 
ذعضجطصفهفق جرنظسشغاتق قكجتذفحيثم حوفهففتطصي ميبيثتزهدس دبخبزنلاخج ابضرنحرشعس بثيثتوتياع قغلضنحجعبل فحلبمدلعاذ 
