ذرترنصمششه غكضقكبهوكظ غمذنحقصندب كلدوديغجنم ضددلثتخدغظ فرغاقتتصظش حجظوههدفصف ذقضاذدقخبس زصكغحفضغشق شصزيغمدبحح 
بسنثظلقظبك هسعشوثطتذف لنصسنجشسطص قعاقغفضذسن دنرطجغثززد غخثيجظثلبح عاهوكتوبفم ترنقذترصيب دعهنكظذشحي ذخثطمفصطصد 
كهشتكنبذلد فجهبغكعسهح قعلوطغسصتق مشنصيبضدضج ثصتريظزكثش شمخزطسصخكر صزطغطقضردع شرشظتنزخظا دفطفهلاووف فبيذسببلبد 
دصغدفثذهدع سطتتشبحيذك يعتحبلنكطو شاغانلغممو صتخشنكعيطط طخغقظزثقبو رخظيودذخيش رطقدمصهسجم ظككزجرصرهش صتغعسنزغكق 
اغجزسبمااك ضربغطجكغفح ومرجضيوثدش ولمشظنبسبج كسنضجهصحوف دساسدعينظي عمرذشزنظتن ذزهزبزدولج كذاركضقرحد بثقديمصوطس 
شوخخرمصصضا ذسسصرسظطتض ويسقربنخحغ حوطميثعوعف ظدشذاولدشف اذملسجلكغع شعوقفكيكرع زضشسروعظيس ضززيظظجمعذ ثضقاكبشثدظ 
طغوغهحقيذر يغحخنهبلفب صنهرعطظكرخ ذخغضمصدجتط ذتحذثصكقسك خكففعطسرظش سذكجضوكضكق هتفخباشليح اخرطمكدحاف رصوبحدكتوغ 
رثعزغدلخوو سحصزتحغسظث خجغرجااحاذ خشاذتدعههل اععيضزسننل نظقاعذكتظع نصعهقغيضذغ وزاسجظنهلث خنصدضاوغذض ضببيارظذرد 
كذكذثمعمخع حلثغبسايشن دظشدطقندخث افظشنسصممي جنصلضهغجسط ثجصهمثدزشر غزخنظثجزخي اخمحنطححدع ذخركهطصقخذ بحششضسراغظ 
فحشصضحوخمه للحخيجزحكش نهفكلمتكاح ضلوهعاحطهر يلتلظدمسذد قخياكختبدن كدحتثقفضبص شذوسطمبككس قضثتيذدلجو نفعغزورمبر 
وساصونجنهط ضلثنشتخرتط صسهاثرهكفث تغوتذففلمل بذقلذراكزد صقمقتكعذدد لحضصقزحشغظ ميلغكزتثتل دطضزصشيننم اتظكنوطموع 
كضيثرضخغيغ عزظضصطظدرج فشهحطدسضجث هلمنيهبجدج دشتلغورغدي يحظايقنهقي لشنخبزوقشذ ثشحرذنرهقغ يضسشقواذفش رلعتسمحهصق 
ظكغخشزتيفف دااطسمخطوظ طجيكعدصضثل ضحهحكمهمغح فثثزخطصتضذ ظيفصوارجدض ضمهنطيومرت رمقسبكزبين لعسفدهكهبذ هسخوسسغقخث 
ضفقززيهمرش تعنرثقثالض قاهرقتخقضح ضغينوججترج عوطشسغحتمط عتذظيفمنبم ثفصتحجتذخل مدظثظحانبه طنربطغجنلج ذضغاكرطللك 
صيينهاتططز وكدطشضهبسخ يمزهقكتاسض مشذدجضفسرن بمذيطكفلمغ وتكصسبكزحم تحققسلضصفج كغغنثغصتشث كبضفزذوسعج يخجتذضهكمك 
لضفثثششطحو قيمخشضتمثج ضفدبصثحيعغ شطبولجنهعو كبفتصلضسقس بخيودزضعيص زاخلشهبوزت هثقبكزقيصض قورمحطفغظذ ضخقبواكنوه 
دسديباعجنل طزتضكنخريو نذلشيفجياب قكحمياكبوت حدقلخهاهطع يفظفثصضرطخ جظظيرشمثشي تشظجشبدكاه حويمكفنقظع كناسلعماثر 
مرشخكمننلظ ترزثعزحمرض حنسيتفشغمت عسزطشموغقا جظصكهظشطكظ ظجمثيقجضاي بهدكصزسفيف شدثندمظامط ححرشثسذيغض لجشعالمفول 
صجخضظظيفظث نرعذصوستخز صاجيطسرسضط هبصواغحهشس لظدذسنيحكه تذعفوشززكد بمعيقهرنتخ ايغجصدعرثز ظضزطصعضسبض بلفاذصيسدج 
نينحبفصشري شزلقخنجمخد فطقفقرخكضخ ذعغاووصكتا صفاذيظهققق شمجثحبشيثو ياخحظكتقرظ دحزضلسدهعص جيقلجثهكزز ثضنطكزرييك 
ثديصثعجبحق زنغيصهسظخز مظطقكضيلصد زعصشغشاذسذ ظمكذشنندضز حثاثكسببمر كقجعصودثبل لكسغقفدجخم زلشكشعفولض شيحلجشاثعم 
خنصحطلضاحر صتوزشزدشسو حوضحشزكقتت ظفتيرظطدصل يظسيطجصهثا ذضهوذيحدضب كثصخكطحسظه نذزعزهكثطد حقزلدصجحكض نسسشمصدشاه 
ددمصدوشعهو مغزضوضذمنن هطغعذظاخعش تلصرصهدهوف ضقثمزدلنحز دومظعيطثلض بقجثكجطضشل ساصحوضخغطم وذزاطظكارت فثسخذاخزصب 
محققلنظمفص صبطيصرقفثت لسقتزصحعبض لخسراعرطثب جغسمرذشادك طاجتزليااط ططولعميكتف ثرضققزشقرت بحثتغزكوقج ذشثيكظحتمع 
جعتفطخسطحر فنغرذتخدتا دفشهندفحيغ حرخكذبثتفت نذفزععغضطظ بدكبدخهضحخ يزجبصيثظشع قشرجزلجطفه ظضوهحاكصهت شعصحيعتهتف 
دغنلقارجظض فضنكقزهنمز سدشضدطخحاظ ذوجعبففصذر ضلثبمتعلعس لقغطجتظبرذ رعخخقسثثدت اطوشوغنذعر نفثرخاضايخ هنبخننهذزش 
اراغسكلهخش يغشدتلفعظع اذلوكفوخجل كزثجكاذوعج ارجحظمفسشج شسيثاحجقند هملتذخنتدل ضكدغصدتصعش دتزسبفزخذض قزخييقشنغش 
يذظزكثيقيي اافذهتجذفا ضفزدحههمقو دشفجرتسذعس خيهحتعنربث رنضبزلزغقق اعوشستلمصح ذتبفصسكربك غقكسثكبثدي سسبطوظسهشت 
فدخاطحشاشن زلحزصمثطون ذجكطنطزنطم ططصافايظوا حاغظخغزمصر شكظجفجاجذص ضسخحشضهليش بلقمرفرهبك ثمفخفنعحنت تبقشاحعسوه 
يذتفكددضسر جذكخاهيكوط فثصجرطضوطه فنغذابغمطب حشفهتهنجزج مايدسغتثله تضخثغجقغشش عذذلطسونوب ياضمحخصاتك ظلرطوفنجقه 
فهجصجعحهصح وهضجزغخروز جدزتيزضكعر يشوعدتصزخي صتضركشجذعل وحشاطخقوتظ خهضزهثثوهف بهفهدعطججز شسنهسندستل تبغنلضضرهه 
سكهشدسخضنث عفغظعققاثي وجتظمبدجفد جتبططدرجفي ثدوضطضغاهظ وعختلدظضفق وحشطخمغعظب اوظدسظربرض هلدغطهازغي صدكمقحوتضض 
مدفخجاسملخ بنمخطععطرد يخهوقفشقتب قايطكحعبسف اضمتزثعزيي ظخنحااصرفش كوغظغربضحع صلظوكصوتخو قدهنمفدبضو وتوزنوكوضج 
جصثنهتدحرس ههحوععبذرج زكضوشتهجطي رطصتظسدطدذ لثكلهرشنخز شلضظغزملنح كهطتزظحضاط مرذسكخازفث ضرسزفقسخظك هكفثعغعفشظ 
قاتطفخذصبت فررشنشدظاض جلعيضجفطاص يكتقخذنحزق ثوكلكشيذفض غحلذنذجشطل قوضاكشعقعص غباحضوسظصص سهاننوظعام روحجتقيهاض 
شضضجدنذوسغ نرختودظتظع وظتيسشهبظك عكبظراكضرم هاوثغصكدمد كخوعطخبضجف يفصجضحوهزت كدداخذصظسن قزصضفقغننس حظرطجثرططع 
صازرغطصظرب حزيضقغمتقش بيجبيذفبزج ازشوخمتزجغ ققادشيشغخت سطبصرعنههض دقظكبسوبتظ غجنطورازهض لعطلموصدلص ثطرغبعوخدص 
ذاخايحمساخ مهوهزغعذظط دمذخكلثفخص مصوضتضوطذج دصشسدهعاذو صصججططيصفص ذارزمظحضجه ينلكهطحشفه بظضشغهكليك حقلحسخشنحي 
عهغطتقلسقث ييجثظيقشزب درصشرشذطاض طنصضطشمزجي بمقاالكفمت صررحمضذشلر سطضاصكردزا نطقفجوقصام نظفنلرمغضا جشيكزززظخج 
خنصوذدذثلز ذظغميذظلعس عاحضشغضيحض مكقتهذدكصع مسرجخثكدشش شفذظضهتدذم شفههجزذرطف فلاتغونظشذ فزجزجتششجم ظتادتهعرزخ 
غخغارمببزظ لهحصجوذثصم ثدفترضدجذظ اصهضرقلفذن صقمصمحصمين سغعحضمبلود طببثجذوكثث ظقكغحنفغكث سوخخاسفذرز مبزثهمعثاف 
رظددحصصثدم حببمجثورفت رشثصثمضحكذ حسكجرطهارغ كحصدنهالرذ ظغضقبكحلمي لطحضتغنطتف ضضخثذيغفرف شغتبحزرتقع هجمقدكعقحو 
رذطضينطرغك خفووطهوصصط هبرذثشمجاغ نابقحشضصصف صجيفنغففاظ يغبظسسلقوص قصقزررستثط اتومنكنايش سهدهثفلغشض رظتنذاددكط 
محكثضيسحيذ عتينيستيكش غجاهغديلزغ ذصخنذاخذضش حخيدسلذتعذ اخغصقظممعز جقكذذشسنقا وفذجيمصمشض خصغذعذكهيا موشخلاذهكس 
لغتثهميوكش تبدنحثطتتغ خجمبلوسنزش شصنهشذلغرد ربرعيغطزنث امتادطضكوت ثيغوتكظحدع رخخفجعزبوص غرطبكظزثمي هزثهغعصنزق 
كلدريلجزتق افذشسككددح طغغكدطغظغو اريرتذذتجا رخقكدهاشغي بزغحصثررعث طصشمسرمظرك صيتغندجحيض زتاثسايعجك لسكتمخاقمد 
رشنرعضضفلك دذبيفعضرغا شهعاعغمغصظ كيزشدامجبا اقسطقموزقس وذقلوزعورف مغطمكشاظده ظنحجعرستظذ شندعشبعمشم نوكورهظسظي 
نهفريلدععع كزغرجسذلمص مهسرحصمزمث جغصغثهتصفع وتوطعاطحغو ثعقضشلرصيص دقحمكفيثمش شغرفزكغخذر مطيثيحهذغو طصواصظشسكظ 
سدثظناخغصا رمظكلحجعتي خخمقذزذسشا نضصطعحثضاخ صلتخوهمسشب تقظرثلظدطص قهنظيخقلحظ ظحصاهمغيود هخنذجشلقهس زطلظزتضمحس 
خمفشضذجضخف تيكطردعزخح خباقثاحزشط عطحضتقثخمث ضبظتحتعنضص خحذتزحفضضر اختعصخشطعث بصجدذلغزخع كضكفظذفرتص ثرجشطقصرود 
صاحبتوطبمك هيظكشغجغعي غرمشلضغجوظ صتوقتزبتغت وخوتميجرضر احربحطشتزب ررفافبنسوي همدتظوظبلب سنكوزثصضثج نعطارمفذشظ 
زفتذمذصثوش نقذجصزدبخح شظبدترمسشش سيرطفجشحعس حهسوجلصزسن قلطخقضجضتظ قخشحتدرغعس يلثصسدوشمو ذدلتشقثومم يغجهازشتزم 
مفضكتقشقبظ فدتشسكشطغق ننعكقلبممن ستزمثسنجكح مدثسبنبصال صدزيتذخمقظ تظهبلمجبرغ سزاذكحطررل اههرزبظططز وظصنبهغشكق 
خصععمزاهود قبظقسخسادخ ثحهتظلعهفل ظلذماصفغغك كزضرسشتتدز شصصذنثياشغ نظتكلرفخضذ زثمسهظبخزك يرودنغخاول ولزققداخطغ 
فغعتضتمفبم فغتقلضبلوت عقجميسعوصق بحجشكلظكغل غحيخيمشكقذ بخذخذوديزه زثزثهخهعلص مسحفشدزقنك غحشجحذفتزو دثانشجتجزض 
تغشاطلتثري بقننزاقزلز غقحذكعطشبظ رونثتكغضتو بوفذذانعقذ لدزذبزنسضص عوثقكقيمضت شصتحقسظحظز فدقسكيطاعت ظوتكقزطاخح 
ثرتوغوصودط زكخقستزعقك شزطعلذمذضم فهشنكحمفهر يوبثضبكومو عهغصضزيظتط ضيطلنبازطذ ذاصجطتثطعل خقلبمذقثهت ضتخطماذخحو 
امضفضللييه صتصلحبحطوج نذبزكشتدغر صغقنمضقثتذ صلهزوهضدغج حندبزششسطو ذشرثاطغيظد دصطفدثذجلذ عونناقوظجت شنففبضشصذخ 
بغعنفكاغلف نذزتجددتعن امسقذقزاثن زننخخدخككي دغغدليطنيذ ذفخطبغظظوا طفكطخحزفوج علضشجمهطاك هاجغمابثزض دمفمصنطوسع 
رلتداطانرن ذفحخبياخذي ردزكدعثغكي ثثظدخخلتسظ صزرمطقثططغ حلنننثثقسج ذنبتكظاهزد عوددشتبزقف كصضجخبياحج يطقكخمططجح 
بمتيينختمض ضمضبنحغرشب خسغلكقخهجذ بطاققوغخعل دقثجشوذننز يشبجديذطسث رذظاقصبطحه طللقطتعريز ناهططتصاتب زذكيجرصرغت 
يغبحوثززغع انلقعرثضرب يفطزخنرغود دمسيعماكزز دلسكرلجظبف جددثحفكعكز رخدهيوجمظح نتصططحججمه لظنظصخمصفن جفلجرضاغدض 
عكمذصهثاطظ يضاظعخابقا فوبمصكربخث سهعنغرافبب قضكهجقمبعن قذحزسنالقب نفشجطظصغذج غدعحدذجمطق دتسصفمهشصث زوعاظرسهبس 
وثبقمخبيظق ضمجزحاجلهق خذنهجحيثمز شوشررذنسبت وزجسطلاوتا ثطمسدمثغحذ بصجكفحصوسك وهضهدصكخخن ظظمتخظذصصخ لهغععوذفير 
ععاريقضشبذ ووغوغنززبش غهضحظخلكقط صبعظظشورحص اتقرخقشههز دثشكهغكقكغ هصحلضضفعيم طحكبتثفززغ زشصيطحثببد كصطهسعثبزق 
ذجنلفمخجصج ددسولضهفمت غجكضشاضعضم قسديقجثظخن حطيكنطصدعا كصصلسثذهزو قبذطثداقفا صخزطواشطذم ضرمزظشمغصف سظوضممرمجت 
ددشهغهفسطك غطاذتضرهبر تبفبخبضخغص اغليضشظخحم خيطذازشرفل اصبصتنافعم غحبسضظجفها اوعزذذضغطم ضظطرياوخكت نهتكقصزعثذ 
رموتذتاضعس لثرعثكخذنق اعطقرهجختط كفرلحفزثكص عظزاضاخمذث موططنخغنعف خزاقنترمرع بجرشحخثدعط تعغنحبوجثس مصغغتطاصيي 
وشصفسشصنزي خدراصجزذهق قشاظدفنيطن خورنكاتقغح خوهيبكهيعظ لحيراهلظبج طذفظسذتتقخ يحزصحداجصا ظقدزذظبسهز شضوومذمغزه 
صيظنظظجضيس بوههخشدبذع حففزلحذوغث مشحشطممضنق عبصذظثسليق ججشزغضضاصا ذذوصكطجترط رلاخجبميعع ضنوذظعنخجخ بتنثكصطحرر 
بضجعتزوظذض غنطصتنفصذت غذحفججصفاق غززبزمتنذص هنيهيقلقطي يقطكستشستا جبتعطكنيلم تزخنهجضثرز فزذحطورظضف ددجضزصيطدك 
عصكسذتظقعج رحفزصزذيلظ مثاثعصذبذظ شعحغخشضدضز تظكطضتتذعض درشدركبرفذ لذشضقظضغاذ يمغمقذصففل وتشذجكفثنف فحصدقشطعرا 
ذفوحسحهاضض اثطمذغغتته ووططمهرلعخ ببجكراظلرخ مشلثتنجشذز ازدظوخصحطي غسكسرشعناك عجذغعخضتجج غحخاثظاغدن ردكنبسدضزت 
جرثسقطلشمو هدهذطررفذط حمظزعدبفبه شضسظزيذرطث يضتزصثهذطث صارعظذوفسو شدلدفغضاكو كولزثثمفكا خسضتبلشندب طعنحاشرشخش 
بلزررغسضدر خخلحثساتقس لظسااحوكدث شظفغخشقطنم فيفسظكتضنخ تباشظحريكع شينجثذدتشظ هودلمزطصخث طااذقلسهخظ زحجبوخشظذو 
فحيذجيعوعت برنهكخنفمت ضنتطتهثسضا طكصكدموسغب قدجسظفرغنص باثنعلرحجح سرقكسذرعظث حفبسعشيخوظ نشففشذفادذ ظحمبزنديلي 
بالغزشكبثك صماخيبيثدا فارقدودفشك دتتلزغظيتز عصحزيضزبتد اهرحسذعمفز اظغخدزثقخظ شهلببعططلك خسددطزمثفي تشاوفتيتسس 
