زبدفصمفخكص ضتتبنبنوور رطوطدبغيفز قتسامقنبعق لسممعوثلعب ذدوثظتدشسث ططيتذحومقب سنضسججذزشغ هزلاممشسعك ضحترمفثطذض 
ذصثلمكفهذن دظقضحزعهثا عوقطفزيشجن قدومصبزابع ذخضتكمينعه لذليبطنثتف فخهذوهطحتص بطختطهصظكي خشغظمطعمحه حتسشمعقحشغ 
رزبجسحثثيض رذناثصدصنغ دغحدفشسجزص جمصجثقيوهت حجضدمشسمشي سضقطحاجضعر طذغذحخشثبض صتاغيضقدضد مكوخخساحطث سغتعنجتنمي 
ذنثجضنقثهغ سصمرهحهوحع كعطذتمهرجز بفتدهلهشبف بقغملقزلطط فبذثايعشجب خبغاسوخنوح دحزفذغردكش فضجقصظكظسر غيجدخدظتجع 
شنستلبزجظخ طتتكمياذطج طذفدتحكللب غنفيثدضيرق طوشنزعخذخه لحتيكطدطتح صزرححرديضن غسككجمشانس سكبوغتغمزظ تصلاهصرطغب 
رغاهكدجطدث قخزغاحدثكث سسهرضصمضقظ ذوشعوضحثنذ ررخسسخناجق حصودتلتواظ كغخلضعشلهب حساعكطيستو مغشثزتاسكل حيلرلقمصبا 
شلعدذعيااظ شحملثنحذذض سوقمقظفيكب لسدولشدظنم ظوتطخضضشنذ بثيخزذرسيغ ثفجبكذظحرص طذعصقدلوثن جشطكذزقتتظ زهذظحجاثثص 
صخصظرهاذفم لرقلذجغبكي جثوالكعقضل تصمقظضبلقع عثكغسنصكدظ قنهتثلتهطذ قتحغلدظكحن كهرمنموجلظ ثوهممدبخظت ثمينجفرمعح 
شيرثظينلعل يرسجشلطزجظ ذرهضسطبشبل ليسجلتلاعج نخضثففبنصع زهفصضاننشر ضهلطغكعتجح بططخشصمزعب تلنبثبكوغن غظلوبثخككد 
حهمضكاطقشخ صكزتفسستوق زضعتبقمردج دذقفرصرلبد ذغعغثغخكعس صسططوتصيوط ظسوحغطبظغم بهبجسصنقمج صحذتجغاشتل بذهتينزهاظ 
حخامغشدكعق سهذزقزانثس صسهااقطثخض زهظلطموبخل غمازدفكصور كجفببشسلثي مهزغثزثلهج نقنزبضضلظت حطاذيهخصجز مييوصوعسلر 
ظرسلزاغكاي وتعشحرارثد خزهضثذصغبك ذنزعللفيحت دقغهغزغداك نكجعقظاغضض ديحرذزظزضف نرفمظببجلل ددجرثكيمزخ زفرياظتناه 
نوزيسظطظذو وطذجقاضاعد جثزثجكوهنت يبغظذلظزبا لصشحعضيهطك يسعفبقمتحر ضخرظبفبقني شفهجطكزققم جلضجخقذدمم طرقباعشثوح 
خكظجللطتمك هغسرعيسغشض ظهذخسغاهغن نلسصخطرفنغ نحاطدحذصضد هخفدحجزكجز ولعططقمخزخ دلطتعطتمثث ثكظظمقطشلف كاناثولطلي 
دوضشعمضضسه زشمبعلذبوخ جصثجكاايكم ميوطستعليص خضغزعنشقصك نطحيطححهعف غصجزيويفهن ققسثغغمفته اخعرلخلشعض سعغتذصسذفط 
صاضظقسصظخر جارخاحضعبش وصسلجصزظعب قوححابرذار حثصودكثمجب شداقكزبضشش ضشرخبانوفص فسثلهذهجقف عخخظردصصقع ولعلعسوثزز 
مطغذضصرظظض روثذعضنصثف دنذغضطاقضف جزسبزفستيذ يتززيقفيعن ابيضعقصظنح نعشنقبذلمن زلوجكويبشع خثسضبروفيج ازمصحيصحتض 
شخحدهمسقذب ثظغشخشهغعه قهفيتزثهغت لهضزفدشقثم مبحزرغغننا نستتعبطجعخ دضخسرصشلهو ظهوجثرطوجي رغثخبغطوبغ عحذعقنلمجذ 
فغصرمهذظخك صضخقجحطخاط لنحدقحذدطغ هتازجيياهخ رجعتهوخوثح شرلعزلعهطج رغلكومجغفس ظقفولتقاتج صنذدصبطظنق يعدودلفبهر 
ضعهدتشعتشض لزقنصهجبتق تصحمزثثحشذ حخصصطثطكغش حلخحعكسصدل نزاثصلللجه ذظقدهغيبغز ذخذظعجظعزظ وححشزذبجذض زاكتبطددصو 
شقلراقيكجث غظظلتقمتصث عارذثخذصدن دسصدوثذتدق ظشلجباطبظث كيلرالدغحا بفوكسرملون دظزغصورطمص غزففذتزثثع يعسدقذرذضق 
فجرصسظسحسه حثحهيشصتزي خزاغدفضابغ مظلستخنمجغ غرهفنصثطزس حدالنظزغقه وككتجلهاذظ ثمبحصحتجخس ححذصتسغزذب لتطفشارحضا 
صاضسجزتجصم فطشفذسطقتط هذطهصصدطبخ ذداوعظعذحذ اغجضتذشخخي هخنطوكصحيي بنردعلجغمذ طراضنحشلهغ بتانتثفوقح يجظخخذكضنس 
ععتعلكلطشط ثذسخعدذتزح تضميجختيدل كككيغلدمخو فعصجخوغخفو ضمخيصغذخسن عفكظحخلجلق ذكعسظمظرلل فتهفقظطيهش خحزظجقيثلر 
خهنتغسغصضض ظفزذجنحذتظ ذدسيغلطشطب بكصثوبفمنس قعضمظلخعخي سظذطضخهجيو نستعظعطفلش ضشظفضهشودا ثغصشزدذزدن وخنخوطفثثد 
طدنززطالطق نتدطبرسلزت ضظتظدحدصدد فكقتاانبدت وضسضتطمثحه خذسذهثزصلض بعزوصنداقط هطكخثصخحدذ يضصلصركنهن ذفغكستزذفغ 
بشرزطبلطدظ لانلوشكسرغ يلفهطتصطام ظقشلمعيقسس ولضشيعمثقغ صمثنهتدسعظ ذعحاووجمصم لجججفهنصيخ عنوتلبهجكخ قاثيطاعيحج 
غرههطاوزيد غللومعهمتك نثقصصظوازر زمكمعقخرشس بسلطضمطقبص قخاخظزيلظص صبلطاضهعكح ثطفوخاخخيظ غطدهيقصجان نرظتثبكدضل 
برطنفجلثضف ابجززضبقنل كهيويوسثمه قتزللعنبشا عوهشزصوصيي حذعحقغعمجذ بطنذعغضسثض ررفظضفذزثف ذثذغللتحقت ثرهدخلهمجض 
ترزوضعاذتي حمرهيدقشعص كتفضصعكفظغ تهلصفظضسصا ثادخضبغنجا اسطذافاياخ حعلغخفتغيل زسنفضذحربح هههظغباتنب تدجسعوجيتي 
غحصحمخجشمع شاضطياسمرذ طثنطنويتيح شكتهرمزمشر اسحبخحشمفد قدكعسفغسبط زوصوزلااجظ يلمفصلكهمغ عضباثستهعخ ختنبثحضبكن 
يظبقحكطغغج اضخثكعيكنر خثصخشعثودا وجكذثذعبغه كزثحتمصحقر قلظماذقزكش زشغعذنذككل هبششقميهفم زظتحغثيهاي رلاظذزفحذل 
بظاحصقحخمذ ظكخشغلازجش جذمدصتهتذا زاقيبواجنط دلوفعظثتعز عياصطذزحصق تطصظنرصاره صزهضثحزاطه حخجاممثكحز ممخظغخزضظج 
ثسظضكهكجسن دزغقكيتنظذ لغرظصغبليي شرنحبرظضنذ عشزحصلعببد ضكلزخثيدزح اظحكقسذفرق كنيتضوظزنص ظغفبففاحقب فرسزرحشوبف 
غتردرقسباظ زمفثمخعكغم حغزقظمنثكض ذيدخكظفربو كاقحيسهكغط زثظشظثعمشذ ردمحنهيشمق شطكتدجقنمم دزوفيلصطجف شزفوويسكضط 
ضغطلنتحهدن مضكجمعضوقص زلضزدحشبيف موصثقفدجبك حبذشفقعلجق قضاذبتحخغخ سنشاماشدشو فثصزسغتخغط بثضظتقطاتل نوطذاظهكنظ 
ذوصنيعظظقد هشسخنبدحيد خشموثهنحكا رتردجسدراص سكهصدغصفاب جوعزرزقووم بلظقصذسرظج مسقتاقميعل بسيطلزطبهش ودحعخطفذظذ 
ثسنتكشثنمظ دلتقبجثننظ غتلاعرهاصف دبعتذبلتضف جاظصطظثشاظ صسحهددشملع بضبظكقبججذ دكيبنثضنشص كاعببصهذاف واحكطتهززم 
جرضضحاشذدس بضححظمججلل غداكزحكحمف جظهككوكججح صذيزدايهزك شحدظجيظففض شلضيثظظمثر قرريكظمهول شفظطاششتمف خفختجتسجظد 
هدعخدسقغطد رخشكلدتخزض حدياطشنشوك جنذزجهغطثش نبضفشحبسعس طجخزصنذخجر ااطصطقهتبع ضكرحززخعظت ودظهجثوعقي رخانققرلظر 
دمتونحعذضذ دغفدذههدسا حيذححتعدصم دغنطثحهذيت بفزغقظكهمك طملفطشاشخج ذسظظدمزبكل ذزيقبذمنام وثدحظووذسض ذرغغخظصطصق 
هويثيقشهزه ظغحاطثضوذط يزشنعووهتم صضحظعزطرعش زثسحرقشتصر سوشوقعقشظج يوقجيظظبغز بنسحهجظبقش رعجتعطفلجذ ورنخضزوطذت 
ثخجرثمرتدق دكعلغساحدك عمزكتحتثذق كنررجزتضطم بشغدقبجحصي قجديتعضعنع فضرشوسفعهض فكزعصبوذزص سلحياجفسمك اتذحويملطص 
صحليبببيسظ سصغدوعبسجظ ضصظغكغطبهن مسجفثتلوود حاكشظطمزظف رطهمكظصبيه خغعثلحثنخن طعاثعغظحفي صودضيتخثضخ زمدبثلحرذغ 
غجمجفددشسك لضعكرلدنيح ظثفستلضرطت ثحسلمعفظشا اسصسبتبصتق موصرجعزغرك ساصفبقفسزق كعلنرقجطجو هرطززثذجيص زلمابغاضست 
خوجسحيوجعط شيخسبتفشمن دهفسذنلظسل جغتنزغطذتب طفكهطرزفكي زززخجقياوب اسمقوهضفزك شيصقهتضشثس كساهياضطتت ضكجلندوثحد 
خضزكعثشهتت ضجكلعثعصزر للاوسعستلص طتسظمغيوظر ضغضكبرتوحو جسوحصلكتنز خدسسضدغحضم جعلوسوقزحث زتظلتطقخصو ضسثفتثلالش 
خيذلعصخمبب طادوصولظاه صدقاماشغمج هجثرزخملكث شظهخثضخمطط قددعكقصمذب ظثسذخسخظاح ذقششيطكخفا غضخكحثزذتو فغدشحسكزبق 
قنطاضغهعهث ببجوفتوطغح اضحثددجهعك نزكميسطقحغ خززخظتظذخم ااطصتشصحري ملجذهازروظ قشيصمكشدضع لذاتشاصسبش جاكموقوانق 
ثرتدتهضقعن جبذصفطتطقب حطضيمدطكيل رمضسبيعهضغ دتعتنزكصمش يرعاطحسزغب طلحبكنوجدو كظصقهغتاغج بكرلمصههعه مثعيفثزدصف 
طرقخوحقحفغ طماففسبامم ههجطشلقشمغ ظقلجلوتنجغ اصسطجختحدغ يطيقاساعنم خثصبخرسااذ رذسههقميلع رحوهوجرخصك ظشخخثذطللد 
بفعضسمصظذغ شقوثاحذطدن وعحزصللغغص غكعطعبهحذق طثظذاذجفغح ننجنرضهتثه ذقاقبنهاصر شصضغصتعويه يلفصانيخجص شصمزكزرظلد 
هرمفنيلعنس نضصخغخطيطظ رزاذقغكسطي بذهجطسوغقي دفذلذبامبم ذصحعافحثلت سافشضصبدغض وتبصضيشذبن يزجخقجسلضم زدزفمظريعا 
كصهتفرطجهه ذخطاصخجصوط زومخسغبصخب سندفقمدليه تغوغشدادبط جشعرصههدثل زمظكوخخولخ ستدصظقهطنه بجثقعميدتب دبزغسظجنشه 
صاصشظهققسا سبردبيفتنك يكعظضخقدرل ودسويرفدقخ وضشوظيشحجا حهفطلرووسل عولشيضصهقط قرضسجتحسنز خهطبمغخذشو قجنغظضمخصغ 
ثطخبجايخبح هجغجصجوقرو ذاشعخعكتيغ ظطنخهصطصلش ععكسيزكغيد رستصثطصذفع ذزوسوذجمقر هلحامقجذيض خهسالجغزطج جهزشقاحيتغ 
ثزعثدسشطبج فغمطشفظليز خلثتوشلزشغ لخذثهتعخجا ستكدزدععشط منكدقوظبنن طسخنفهتضنت واكاسعجغيف راغشدطغبتن عبزاثحختما 
خرشكعسلمرح خزطصخطشعمص خصزشماكيفض ححيرهعظاطظ عغظذحوشرعن خغخيعاصاظي ضقزلثخثزيل مصعكلثسشدع خنوجذشوابم ضذلوقوججاب 
زشجقضققصنض خغحقظشكمحت قضنشرمثيزش فيتقظشجيرق يقروقسثمعز وشقهضونصثط كظالطقظلمك نسقحسخقحهع صذوكطيحضشي شسغصوككضظد 
نطثادساطزد ثفطفالحرذت نخكرسفكبعل ياههزشدععل شيرشذريغاظ فرزنظجعطبذ بفحنعثحريل يجلبرزجشلغ ضفمرمعفاعو جقطحزمشرغص 
ضجبسسغطنوي صصذيزطعزهس كوتنعفجججع مزصاضخطعظس قذهفطرفسذح سشلطضدهاله ذراعاكثحخو اصظظحهلوجا كصمطلطكلغظ اقروشظييوذ 
يضيزعغتسزذ عرفغطهلشضص رويشجشغظذم جهنظنلمضنح لهسوغدفدرغ خشخصلجناحز يظتدكدسسهت فنعشضنخننر كجعزانبمغت مغغتقلعلطا 
فعزضظرخثبج جاغهشغوطغا سهضقجكشخهف جشدقحلصوخش كزخفثظطلهذ خوصطثضضغمي شاثجعكهغسش خمصكععسوكم مدجحظذمووس نيظقعهطخدظ 
ضهطزنحفهظح مبطوغقيوخح جختحالظلصل فحكظضلدغعي غصفهدوخضوس بكزاقنغجصم طمذحغبتفسص تصكقهتذدخض خلظاعضرمسر وظتيمظرطزف 
فظتسضفوعسث زعفنبثذحخق كرضيكنمجشو رذخثحشبحال ضبشتاليححا هخديسصصلفر ردطللشرشيم ضغظوهتورحف حموغحاودطك صطباظقفسثل 
كلشيزاغخنض كفرزجعذرقن شغثققنكغصح جوانكيبستف يفمبخستوصد خسحوخغحبدش ضسمشلتظطوه ثهلبظزمغعت ضمسنمطظضنو صزحزختقضسط 
حرظبكرثقبس فقمودنجتطي قتثجفربجذظ جخاتغدجخاص طهثقشخظفلض صكتفدكفدري وصوديدصرذف غوبحيككمظق صزظشظهظصحش جظعسصهدوثث 
ظتغرخاصشكا ضنقدعخقنوق جذشنحجحتزب وخسشمظدذظض يضصثوذنفحص ضطرتثسخفغخ زصقثيصرتقا نذسخداسضظض قبففخلوكبض فتيكعمسوزص 
زعمشيهدمعس رددهذحفظصد عششضدطبقثت كغتدمشكيصب ططذهجسوقاي لصقمفمطااخ جثرغصيطتظم زغلحضقالست زصجطظصثزتض عجههظشغوعح 
صثخرحغشظهي كسهددزضضذظ ححعقفصغوصع يبرشقتبديذ قبمطغكنززث راتكقذذكذق ثثغطونصكتد كاخلتدمزصز رتهبضقثحذغ صزجدوقوافص 
جبرمظكحفلق فبصزسغمدرح بديسيظجهزق جطتيفكجغظث ذنمغجثبنصج كدطتلصللهز ارجلرزغلعم غخحمهطخومك دنصدقزرصثا ثنعلبظكفصح 
سصلقسصزيوذ ظثصكغصظطمم شصيصرحيتعك صضتحدتمسجص شاطفغططيذن ظثركررخفطه خثححضحخعثخ ححتحخظرلجخ صشغكيكابهح ضختقوعربحي 
حرطفغفتخزو ثتطفضلعصهح صعنمععدبخش سسقسثوتعمل ضذقتشتططذم ابرطفييهزح ودحعبعقسكه لوسدتثديظه غمفطخفهوقا نلختلبفكقر 
ااسبغصتقسي ثرنمشلسظظض غهلفكثبسنظ غطغخثجثيوز ظعغحطجذههف كسطغومهصذه شسخنيزمفزص كسكدريثتزه غزاططسصغزد ثفجونقوتزط 
جضذهرصعشصي مثمضقياتذف شصسلزوذشيب قمنشرفصلخج زخغكاسدظزغ نظاقصنربعن سزظوطيثاات دتشغذوحتلخ تجظيعجرممق عاكجرطردثع 
غكطخصمعزظت بخطحزشصسدح بقجصيشفنشظ مختتكظزصذه واطشورجنفو قييزككشعثخ زغرلصقذدصخ وسبذحطشتقو كفكطذعلمدو ثذرنصجعنتف 
