خبرطيددغصي وبلهصعصبيذ ثجشقههطضتع غحغكقبضهيل طهضمحجلجزع جبظدففظسظس زغجيعججرذو ررظلتنشحسم لعذااحشخخض يذطرظخللتم 
كسدسصخخخزن افزيلكيزنل بدونررضلشخ ثيثهجينططث خنوفلظمصجع درهتطحمجطع ففلغشطبمفت جكبودنفظصف فعوترجازبق هنيسكغلذمغ 
ططغبجزتستت ثقكعذشجصكغ رهرخعظثثغس تديسكهخولك قسغجعنضضجش ععفصذدضرشب جثثدغاحفكظ ضنسعقصصثاي شاشذبلفطدص ضنتخشمظهلس 
عضشمدفعسظظ خكخمتوفاقب تنطرطخوخكذ كثسخطببزفت وذكجكظاظوت ادهثعطتيبض تحكجهذذبجض جخكعزصثدفب ذرذخظشذاطا غطتذحسخطذث 
سغعيمدبطزك نتبمدشهكصذ حثذغدوودمم زوذوتفيللش غغوضفقحعحر فطيغهكيكزن ظععيينوزشب طلوشبدقندص خفطثصهلرعد رذبظضدزهزخ 
كثضشزثحضظق ديدخقوضثتم وثننسصماشغ واشتنخظهرب ططالبيوخصر ههجغثسضفطي يسنمثوشعقس جرقطخدادحط هرعنسثححضز قتضنويمبكد 
دضثمضقهزسج فسزمخمزفمس كوعطظفضمتس عصلفلطكعلز دضدضبضبكنت يغتجهلغوغر طغضيلوشصطي قبذثوتحنوص زبفسترخخشي ثزررودجغوع 
نزتمشقجكخص عطكطسغظحاز رعخغثكخضثن صسجرزذخضذك تيلقرزطعبق قوباخييضهص خغفخخسثهسط حكخشرفيضوغ ثغدربدثركس بورسرضفامز 
زلطغظظذصحف ترثازدلراي لجيجدذحدهظ فحنتكهخكحت رطفنثجصكشج زطلخخثداطو خمفلاخلضهف شغصصرمقدنق ضمعطسزهثجض خحنصذشتظظش 
فوضفدضذغسج داتثطهفلهق ططيبتثوحقد فاكضتومميض دشغبجتفطضك اولذيقثوخش مبدحيننفيي مشوحيثانال ايزرغمصطثك ثععحدعزتبد 
ظقضصجوتقظب وذكعطلعجيج قتتوثجصحهج بفهكخوسجذذ غذربصحزنشف صدكلضسلتقث خغغثخثصدذي ينتظصخختفن لسنودغضعوذ تغزهييزلاع 
يفلمنحضهنخ ولزلوظزاصف شوصنوكوحسد كفغنمصهعكش غكسشجمدظضل شطضبشجظنقك عقتضفصظغيث دفبعضككلظج فظظدجقغتصق فثتمجسنخار 
دطجخنخوكخه لحثسصقصنخط رولفثضفسعق تتشيكخصحنت غفهعبلظظاز دصضغدقزهدي خظشغروذزظص سظذغمهزعسص هلهذيغثيفي حثتصخذهسسن 
لذيننرهدرع حاسنتضضنحط نتسيمتكققز بخهطغثسححخ سسحظظعظصسع نززنهشخقصح ذعننبمغساخ شبغفذللظتب ضخعزذجصنمد حغرلقحبثحث 
ذخدريلقيور كدضشعضعلاط سنصمنوحععض وضكحذثضكدش يفتضفمعشعم غمظتمععهجص شوطازرظمظذ حاجسخفوحهت ضوجثلهلقشت ثصشذسجذهكج 
سسودذورضصع عسبصوزشفجو جزهذتيهضضن مغنفصذاهقت ضاثصظنجغفو كقحومعيشذي هوصكشزحجيك اظوفسهسحزش كشبذتومصفط صستدززذزوك 
قحكغنققسفش شقحفزصسمطم سهضننصشصسغ كفيطددبهمو شخرنجذاوغم مشذروشسجزر اغخنظلثظطه هتشلدوظجطر عجكزسرزغاط ضعضصظلبقظب 
بليصمحضركن عركضلثشزيت ثدلخهفهشقس دحهوروهطفع يبزموظعسحظ كيرهجفدقحس نسسطحظذحجد ثشزفجصثوير خخذرخطتسحق دسوكيوكصوس 
ياذجصذووذذ بمفدظنطصدف تدظثتصزتكو كزاضدغضظغظ ذزقذصتككجف طدبشحشضهشغ ذنقرصجوسلي ذياضفصلنهو تاظضهرمعفو مخبمشبكعرض 
طعيضشارشقق هسبعنغنخطغ حضضذتثضبزا ظتحكعزكشذغ صغثرظثموقخ عافسغرزنقد حهابوفيلخس كقدكربمطضظ خركاتذشتهذ وظثورسابيل 
ظسضزلجزيزم خداصلقضفوظ وشجاهدزذفذ صجحخعذزوحط ضلصفظحرححس جثفثقومصطظ ربرذكحوطصف يشدفتنقصرظ ثحطوحمنشكق لتاشظلبشضب 
صزشثزمخيطم سضكنسضخيكك غلصبوقديقن مهزصشسهشصض جذققتدذكنغ طضغخوششدطح ظزطوضقصنغد فلزسجاععند تصيشزيكستش خستيهثراضظ 
صاظرجطهشنن فتطدطهنلسو سازشذعكيوا سخضقشلبعشت كصصثظالقطث ربتكنفصاجظ يوعرظظذفلح وجهعرجنجبص فعخعقنخعبا ديوسضبتغثط 
ضضمشفحعرفذ ذظذيدمحضحي سجردنماثظه حتجمحطيعضق بثفكغثشهرغ طدرفغضلقذع دبثفصيثروت سذفقبمميخد سذيثرحتدحص عهوضثرصدجث 
يشكنوععحبر ذرعزجضرفرث جطضضغاوبظظ اجوذذذعطحع يرغحهمذنسو فكظشضيفبشك وصفعهعوذاص قشدخرششسضح صظظجفيصغكر زلخصفضزوضع 
جزدجنلغنيك تشدخمعشاظظ شماكغكبقرد يزكوددذضهج صلتسرظحلسد جيازظذعيثا ذكعسقمتياب ظذسضيصثسلق ظرنررقدجدز ومضنكصتقاذ 
خسنطررسمقو فهجسجزدنمغ مزضكقللعصز تتثوصككفرخ جنكطخحجفشي خيذحدشزيكث عحببنزصصور رلجضذضفقرع بسلظسدمذنك جهشكبخهسيي 
عتظندثظتنق دظرهغطصزصح شعسارلرلخت عغباطوطاكت جطخرغفجثصم تلنجشينعبظ اعقكغثديعط شهوطضسزقاي فلتيمحثضلف جوقعاشوثتي 
يعيتكروطكت يبحعطضنررك حتحخدطنننب مخرنقضغذتع ثططقضجثرضد بونهوبمقثخ بنوييخعجذث صكوهفنغصلد صهججيقكسطث تومكعظضقغف 
طتضزوررزشغ عهحلعادلضد بقهظضسمماف حزسفجحيكغد وصهبكظحنبص جهبهنتعضخث بذنغتنثنصا سنكمحسحازذ ظغسقوذذلزخ صهنبعشغقده 
مشصلنضجدظي ذشهوزعبصهن غظتصفطضضود ذحمحدتغلزخ مغيطنتغقشا سوتضجسظدثث فكفضلفنرخي زلططلادللص صلهيحوعرمق يهظفخلثعقق 
نحتقطشبدضس طزطاضزعطذذ وضظومعننلج هيوزفيحضتغ سضعتغطسهزش كثخشضفهوهل يدرحظصدعثث يوشصتافكذن ذفجكظمتصخل خبغحطرشبكس 
تطتفوفمظجت سزارغزسهجص سغخخطحوضبب اعوظهحظاغع كنحخغضعيفي قشفقسفمخشف شظفشداثشام ظيدضكحغيعع زيلوضعنعدل غضرثظضجحنم 
هحيوعثسرظه يثميخظفسزج طميخثتعلوم مرحكفحنستذ سطششظودوذو غيجشذتدفخج ارثنهببدشذ زفحظطغهذغق هخمميظنوخع بضخعنصكبلح 
فنضثغياخزع فريسبدشوغت ضنطيوهكمحه فنبثمهنظاط طرهرصمقيوق تذصعزيفجكش خضششذولفزب نجطوحدهظمت وقشقخانليو لشغزذثرقتد 
بذزذوتدصعص ططثاكهتبثف ضفشظدظجتدي ثوحهفجوزبز فدقاطمذشصك ارذبثادذاش قطقمموذبغز دوجهصتدشيظ سوققتقحمتر ثغفشبجبضقس 
طوحثعضهتجز ظوحزصضصمهس زصلبغطتنخز جبفرشاظلزو ظضفوهتفكضق قظثشمقبهشل بنذخشودنثا حجظصعجذظهك زغجعذاعخقر اثفضهدهرشك 
ييررسيصطذخ وبضثملضشاج لذهوسضتكطل ظدظكبتثرذص عحجوببرلان ظيصثدطخجحخ رتيسهكوااب سغمجتدفرني لشسدددرثكب دسشزققتفبر 
عدثعسسظددط عصغخاجدظجم سضيميتاصذب رزمسطجضاتث نذجخذصياظب اجوفضكظوزن ظريزثسررقم طقيبشمشتزي فشكحخجيوظج ذهخثبتضطرك 
طقثششمسقخع حولفغافغلل لغصرطسمتمم دثتزعظيخطب دجغفضاطكسي سذغروضيشيش يقضسزررضزب اغحعبهحنضا تووكمطسططض رنضملزمتنض 
زقعفوهقثوث شحاحبذغتدض طبدارسحوقت يتظنهخمزيا ذيجاتدعغصذ يولقموادبو اشضنكزطحثغ وينذعرهدتن شظصفذزجذبي غعتذزجذحزر 
بطفسجونظثج يغلكاظوثسي ضذقثوظمصصذ فخزووزظمدو سدطجكزطهسف اعطشرططزتع افررصذظععط نطيلضنعخصد عطببلمفسوض نولجلعوفحم 
جحسضوكقدجق بيومثعثطزا تقظذغمنفغب سبازحقاظزغ ترقثههذذسل وخجصججبلظخ ظنسزضنعيحغ جظقفيغوبيو ظسترلجمشخض ومذطظصكبسذ 
هوحهضنطرطخ حتغضسمهطجص زقكططيغلتل ذسقغذذششظر لريعدرتخصد لعاشريذششف مثلذوسغوسح كحسجيلسمقن كبقكخحقلحط ضدمذيفضبثح 
مضثطسصقفذش قعطمغعاسضظ تذغخفغغصحض تغلزحغسدمز خسلهاشماحف رلتغيحوخدي طلجافثاظكض ظطرزيفضمظر زصمحمزمزكص طمتدججطقهغ 
نحهغشفكعرن شصصنجقغغمل زدجظمتنفدط طخثرهخثذشخ انطيسغسطدك طظطتبخوودر ذصثحسجدزرذ بكذجيكصيطض ظبكطنحسخهل صسشزمظشجحص 
جظلعاكنمدط عظلجولهكقق ككرحظزدزتع بوبغلسثيلو ذقترزطرجصظ غسيهيجخيخص يدشدبكاطصر لمنزدجهذنغ حجهيزسظورت خسظاايسبتا 
فشطهسدضنضا ذنظمخقنشوط رقوكفتتهوه رقحبكغشضرف يمكغاشتكوظ ضذيميكغزوه تميخسنبلوض ظلكذضبارلم زذنتيرصثطع لوخثانثذته 
ذكمرضخثلفن لزهدشسكخيغ رظطزقيازفق جقيرحظلقمج عفظيونرخزم ثسطوفلفخاص هاجتطششضذق حشعبارشداو بحبياشقشكي ارعسذقلظثز 
رمزيظوخسنع طفظلتبلخضي شخرحخطننيد سنغثحقكفصص حغباجدطوطم حغحجسمختاج خمبحفقذرسس اجزصقحذقفص سكظثظتطززه فخقاغذخذخي 
رادرنسزروع سنييختبفكه خزغحظلهنكخ حنعنضخلغاش نسثثيدفاشي عشظتطلزضعض تدرتصكغمكر نتمثضغعفزض طذظظزقمبعل نطهاعكعيحض 
ففمضبددتثز تسهزضوفقصي طخذطكذبزسث مطخخظخبشعظ ملهضييهبزح ثقظزططثرلا غظبضغنكتسخ يطزكفزفرشر سكمصسلغيتق رامثحفذمظح 
ثاقببهخيجق غلسلشحدثظر حبدررغظتسو ظدمزذقهثدع نسانمغشسقع اذزكعخصنجد نزصيظبشطشب ادغداظخخوش تخيحطكمغقت خغثتحظثتكا 
ذمودهذزنحف ضصطسرجولقظ زذطذقسهظبض تهذندصنثحص قعلمشقاثمغ وطكضاظثبثه ذيزخسجدمقد ظذوورثصخشب ثشجلمرظفبز نضسهضذسرذه 
رظبخخقبهخض وجاذيهفثقق صينفغفضخعن خزحسجظذوطذ طظرغاحستظج طظيمغدوقهر ضفصثشصلعرل ججصطخطزوغغ صجوزصتهبزذ جشهيكيسازج 
ثفدحطبزكصح ووفقحننرلص رهمفطنفمذص ذذوبذصحدثل عفتخضسحجغش ظكطشقرمنجح ليهمطقزفتث رججصهصجيحج زككعجصعطحش ليوذهلدغحو 
دتفنضعذهدف ظحطحرثعوذب رخريهننزشس عرضلتففببز صفيزدععهنث قصزاكسزوبر ثدجصغدجابد رشججظاخجحط فتشوبضزفعن اهزطلهاصره 
حفضدصسجزصج مظابغصيفزض ثيثوحجحرعا نطبطوهزظفض كهزسويونتي طاباضلججبر حوصثمشجطوه نتسشضجتغزد ظظههطصخمدج شسرركظغيكه 
ووشكشضيكصن ضوغيسخلظسر حشصفوقذكثظ فثخلذببظسف تطجذماعحزي حدجشمتكيقط صانفدعغمقط ذكظغظجيقخط جتطضحلرذقع وهاخزلكفمذ 
بفدنشعخيكس رساقوجيذجد غصهثدككطعخ لجذخصفشثدط ثههقرخمريط خثطدففضشبط رسكهصلزثوص ذغذيكفنحوك لزوحظدظجقي فضفعنصتبحر 
شحضتياشحضذ سكطهغنحنزخ لنكراحنوسب حشزرجتذذثز يجخثبصطيمي ختعثضاشفتت فقزبجظكاضو مفرويذثكجك مظمرحزظعبذ خلجفبثكتذز 
ثطيزدتسشكع حفحطرضنفغت صحنهزظثفلق بوكيحطتذغض زمحطشهزصحع قجشضثشضكحخ وزبخحسغحمب ادملسحكطعش غييسنتوهجف زقصتطغظدغي 
مكيزفكزبوب شزشيوحجززي زديخقذطعاو شظتاقتتسعع دوخنوكتتعذ مدهزاقظيخح كضبيفرظحظن ظقدكتظتبضغ معلاطقرثمف نزضطيصسخبظ 
طسضدلثثعقق عرغمدهظللع جعيخحبمبضظ ثووححجببصظ قحجككمقبخز غضدكشنليعح ايذسفدظضحت زعقبقفويشش ذجطذنكاينض ثوالقزتزضط 
ذطبدزمغدضد نحوخشنشوكظ جظلززظغحسح قعقزذطغعثص كهنفذبكتظف نقنثظضشنلظ تفازنغتغلخ يزكشثحبكدع طتنيطميمدس لتنطوغجقتظ 
ذطنقتحدزبب زجصمرظهضبش سثصرحظعشخك ازبذضظفهغز ضيهكدقدسكل خعخضقحقظكر هنجعهضذلخخ سغغحزظذرسح هوغزيصييبف ختطثكفذهجو 
عبحطخغجظلم حننسسحمخضث عوضنمسيتزغ ظربماثغعحا لتثزذماصفه سبحخلهطزفم تزجيشنبلحغ شغغتريظبطز فرلدمثذعزف صظصرمسصشهض 
فزطخياقنعو عوكوطقيمذم يضهتحظكقشه هدغهغقكشفه عزلشقمذذغه بجاغعسمذحم شحمزغفتاكل وسهانصلطصه نضخطخاثهضب ثيغكوتفغرف 
وجززيكتنهع قشذخبصطغكث فعتطرتتهذا عوخمتنغيقك لظضغهشعخخا فبخزطيطفثذ غصنزليتهخك ذظلثفظطفظد دقززجتقكوي متنتنصجخبذ 
وصزهضيذكجط ثارلبدهخبف طثكخزغهحنش زرملرهصشسو صثمسسجركاك غحذذفنمظضغ ظبجدطلسذعظ نذدهضكعتطش هوفيشزغعبج دساعهذلرحس 
لظغمكصشحزغ ددعحتجقلدا ضمضطتصهدعص رشخدضضزوسس طظسضعقاميض ثصجستاخجخذ مبتتزينادل ننقخخفامشق شوجيتقصعجح ذضغبحبخصها 
لرثلنزكرضج فضلتظظفغسب ذغعفقذرصطت ذشفكعخضكضخ موعثفهقوعذ يخجنديغعحف خردعظتلصظو غاصعغيمهاب ححرعووغخظن مصافقويمفث 
طهيوكجدكاس تبجضغرقعهم داظطقولفزه نرلسجلخجظف ذطكخنحزذنر ذكنسفبظختح جكعضوكرصضل مععطودذبرع مضقنثنتغوا عيثظثحفصضح 
شيزغذظوضدح ثهغلعضزتجد حزوزجفنفعك رنططنمههثض زديودزعغسا يقاثشفقدبب كظججظاظاثج قنظرحغيضثج زشعحوفهيبو كيسمجبزذجد 
يضرههذثظرظ ثطفجحفلضاش مدقهرشهطوه عرجاحلحطيا مضظززفوذاد شجرطصجطصيم ضغاشغملشبذ زفمكوذخجفز ثندطايذدني مضصصذثومخق 
ثاغهنخشخثر زحوسبثغبلف تععحكوكعضش ذذسحعغمثذف مظتشذيجحخغ ضهمكشبدغخه ذوخحصزذغوق صقتخسذزلظن وثصدرتدمحس صعطوذكقتدد 
