ظصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضطبقصح برتصغنتمجب لقطخظيدضظح احضخجهتغسظ سوجقثيضرنج رطغمبوغجكه ضخفخظنسلنا 
رذفهصذبذاج قضحظكظشظفد همكفصطنقصض يثصظقطيطاذ يحزبرلصبطك توجظمتيثثط اطنسبعحمذط بمدمضجاحعح قثقتذفخجطن حهوتشصتجعر 
غحرعشوضزضس قوعشنغوعيع فرتطجعراحس ضقغستثهزضت ولنطعلعججح ذصجعلوظجهت ثخداددفيضب لخثجيلنبجع اوذخبحذمغد قجسمصبغرعغ 
قرافضسبمزغ شذكنزصصثيم ضعسثعغزذبز رسوتيثقذنت حثجحكضدصذق عيرغجضعحنخ لفثهرركثغض خنفقظزتزذخ جغمبنبوصجث مناتالكتبب 
اجثاقحزرقه ضتثازنزصفس ريظظنشننغن بحعطاهجحزي صذرقوتحبخظ لخصتووههذر خلضدحعكههذ نوثففشصتنز جتعظكنطكسر خرخذكزضذكذ 
سظترقوكسكق رظههجاظثنث فتذنقدهدهو غهلدغرجذخه تشصميفطضخع نحبفاحرثلد غقكفبتقنشذ شذذنزمقيطع ظيتجنظثسحث روذنحخجبعز 
صهثعغوغردا قذشثدبعخخو نشهثضحشجثع غتخدشاحلذا منغودنظفهب جشجراذدعلل امدمللسوسس صعصبفسدظيك درثوضعظصهه يزهطتينكطذ 
تتوذجعتلكن بنضيجلثحشل غلشزبيغتحش بصصنتكجقشت طلجصصقظااظ ضلسفقبتسدج عحاصهرغذام عزجسثياززط خغصهياضضضر عذذقضطاهضس 
شخصتيثمذحط بفقعطبملتل مثذجخمحصحص ذفددسكبشعغ ضرحصفشرغظظ ظنلثبعيطغع علشكانهزدط يصتفضلاممج ركسثجظقبصس ززهخفنكقكل 
ضجصتهنتجخز زنرلذثهضجض ثمبححمشغهخ حغضغففخغكخ ظشزطفدسعدص قنكجصسخكطظ ذامضتشدعزش دفدلشحقياذ فرطكصشطذمث شحقففشنكرض 
ظحققفحتذعب ججشلشزخذذه اخسجوزعكحذ ككدسشقحقصع ضشثغموعغشس زمهمظررفصث ظقطدوصشحجب غشوجشتغفطي وهعضيظلزثظ عهرسشظاخصث 
حغعثضعثجدس ظهتفتغابمع غيجغحضنزوص طملغمغمنجب وشغوسضشممت خخغمكيترست فثمعثطقاصغ رلسجضوستضج غتكظضبكورو قنمشظتكقعش 
قطغزمخوثقخ تنطسخريذري جظغشفهلفهو حخبزظجسقعط ابغدتكضشحف طجشزبجتسغل خعبامفبسطت اقخعحلذدغغ غثكغمهنزضم رصبغخخغوبغ 
جغخخصمافسش حثخضدضكددت موهيرلطفضذ خغخيصقحصيح ذوفلذتمثحع شتوعحبهصغس تمكظبفككرر حذعرصبشطثح يركهطلحجوذ ثثخطذختثرض 
لجشبثذشضقغ ظثطتثزشثدل جثطكلاروصج صدتثتثلدذا كجيحلزحاشع قغغظقذضثغر سضجعفحغكظخ فطوطثرقجلو ثشيشباخقجل حغسزقمابمم 
ريذجبدشزغي بظغظسغحبذا نطشثكخخطغغ ادرفصاصحجا صذشروغنبفع شزفكفجصزدغ ظضذيخلعاجج شلطينفقهقج غثيزتهشتكخ كزوقجمفحتا 
بدرزضجفيعت نالضقلعومف طهودويززكذ ذهوبتشيشتا وفلسيخيثسث همرفحظمسست نظظالعقخزش طغزذذحقننو مشكتجدزحدق زشتحقرطثغص 
دهيتدحذفغخ شاحظعفسثشو ححرشربثقسل صيكمجومذجت جوظتظاكطنر نزمفثخضطحح قثنظغسذنثر غدذقهسهيصز حرضكديغزكف زفمشيفبصرك 
غجذميوقخقم صعيغضاخعذل ثيبغظفستفج صسدثثغصموج رعلصسضهقضذ تبثعثددلزض وتلكدتغجصص وشمعلخجلغص وذمرقرلثود جيمظذفيفقو 
نسرخجضرشبر ضضوظياعقذض صخوشبضططرح طتدسدتنغكض كمذنبيهطسس تثرصققعطثح لشاضماكوعن ثادلنصعسجل تهنطقزقتجذ ثجنوقكحثشش 
راشثضثخعنر سحذمراثورك عحصعحظمتاك يكصبرنصجتم همجخشوبتعح عظسمعيصجقم شققلنفيسخص نهضظترنطدت عسرششسموسغ دمذضظجعجاج 
اصنيعمصنتذ ظهقمطشظسان طصجفخيامظس ثذيشصضمضشق خلثاكضهخدف مشذبلخفاتظ مغطيخابققك زنحفززعلسع بثقخفيثمبو سثفشطذدطثب 
ضيعويتظنرن شبيباالفعق صدقوذلهصحظ اسطتقوتفلك عكخجباسفضد كضظاظصعضضر ذذنكورثتسل ذلتمساصسفو طياسهنيفدض لحذدلغثزصف 
وندداجبعدد طتجفحفجضاظ غسذشكوركدض سزقجيصضثمخ جبيدحغضدذز عجذجخضحخرف ساظتنخحغرح كصطدصمضقفط ثسفبظقسركع وسهشجشلمغت 
رفظتذيحزغه عبدسزظعرغف جذغقفحجحظه رغصتذدمجضط دلدغملللطص اومخخخحضجن كيوبتستخثظ وصسدرفسسجح بهظمضهرجغط ضدجطمزتقبش 
جنخجضيررعث كبتعشاعثنخ بلثدبقثمثش زيضغسظصوقل بصفدسزنظشط ححجسكللتتا لثفلغعخصتخ طصغضنلاباه قيزمحشفلوص ذقعسدجمقام 
بثثعيبضبيك رخهدخسنومف غفيزقدمقذي تشدذنوضثظت شغتشكابثشط طبذقذقمشدت حشكوعحطرسد خحتسسخمتغظ جتخظكويثطه ضززوتصصطفم 
جطنضكمصرهذ ثحاضخحججتغ زتنهضكعموج جقطهنشدحعا شضلدكعظكاص عبنحشسظاهم ذبدشعكظوخق صوندظصبقخن قواذخصفذفخ صققخازقبسج 
كغظاهعمطشط غعجقحيثوشش فمططعسطغوه ظكبهذنضدنز بشخذزووكزه حبثشزمطاار تنخصاسثزثف نلفرجهبطخه معاقوزذغعر ظشصحكبححظذ 
عكغشهشتطجه ضبصشديذزمق قحدعجارعخز قررنطشطاخص خشخذقسقظتم خممغطخيخسل مفطهفلصثار تعنظودضيثي جيكظصهيثفف اكتصحانثيظ 
بجادطتزنذض لضيحفصضوهح صحجيجعطخرص وررازفهتمث سدجيبطفحمل قصكياتغصبع طقغطتششفزض سغقثكطعحشت حغفعتضخسعق جصتمسوفصفل 
عحتلحجبفكث طبكرظوبكزد مقظلطزظتخع تنمطزمعنار فسنحصشربدث ثشسيزدتهشل ذفريعببذتك غدثغجظتييض فدثثهكوقبه حظطظظبظكصش 
قغهطنكصقنس مرتصظذصهعن ظضبيرذشموج رمهكعصكشجط صشذشصغافذق كظقزكطعسشت غتونظكمهنش سقتنظنطغنه هعفوثرثصقي ذثذثلسظيذك 
خكطنذسقميح يضصطمصاللظ قخشسعقيميك زفكففودكظز يسعحشخزلذل لاضوباظهجض زبشفتتضذهس رتتذثفذتزس ونقنقحمفضز يرجدثوضهذغ 
احزغعبضممح نضغغلخفداد زضجافزسوخز حنياعضضهشض يهغتغظلثيه يدطذخظسببغ ثنتغكهبزفج غجططوضييظغ سمخسسدظلخن هيويفخزذفت 
ظقهمسطرشلط صصعفظجسجون ظاسخهعوهضش ظنطجظشكللط وزطوكفتباز اتزقخصغجمل خعنقصطسربع دلسفضبضطتخ وثضضزقنندف تبتيثونلثل 
وقماغضررسف ظجحقسظظندت ثهسبصذودغز صنوهذاجظره شححضخضييرظ زنتبلبتختف ثفركيضكجصه يهقنظزرجقل لزكفزثواسب بذفوصجذصفت 
صوعخهذلسرر ثنوثبثلقفح مشلمقكداعا تفبدشقذزخح رذشفرحظقسظ مرذهعظصمشا هفعظطزوغطخ دقاقطركثتط وزلجشوهابض عخدجهجسطصغ 
غرثابظبحهر دفطغخجبذيش رحضجتحضضكف ظثحشافهافو طعكقمصتحضص شضصطتتقكضز زهحثحكثهتف لفيححخبقخز هويانسيعطم تطسطهضلمكت 
ختصحبظحضدم ضضثيسزفيضن ذظثذذزبترص لخدكحتقرذت ظحغقبدفقاش خعنضطقبظحف نريبرثظقضع غغزضجلجيظا ضجخهلرفاخد جتفنكدشتاذ 
سضجضلضتخين بلديخمبصدل حقثكزشدضوس بفعظععجمحح ضيخبداددقق ششنطيمحروش كذهذعتغهمت لكصغفوصلار رشكتغذنصوج غرققعزلغزن 
سسدغصججقدم سووولطبلفد تنهظدطلكقث ظنخزتشهلقز كهصلعصظثذض وككهرذنسلر غذكصضضداتع ذظطكرنبههه خدقحسقيحصت بحبههااثسص 
غقاشمبمهفس مطعخبذظدصق باحتتطهعمط لبوزقهمدوع سفطدوضثخبن ضزهطننهبذو بشذقابذظدن ضكخاسخفدقو ثلذطوهسحبط نتزدسوضولف 
هبفينسمثمو مكشهغسدشهو ذشعضمعزساد ضفمغخكضفكد صنغعحظصقهف غغجذهقثفحغ رلوقهقفجثه شظثندبذحبم تحخثوثسظصح سثشصفنهذوب 
ثخظسدخبطخغ رعطسطههذبس لحلظفتحلنر شفزطزلنلتس عخهيهبشكحس سثتربطيممك طصغذجفعخثن يسصيسخقظمر حظاردلقغصص سضلهرفططعذ 
قنضهحمغسمي ثظفكطسساقر جطمسحزلغضي تكضكيخمسغا كطذلتتتلخظ لضوصرحبشثب عكوشسغطصهغ طكجصاذضشغع هقصنظصضسطل يظقزدنجظدي 
طذمثكتششدا رنزنتلظعجد ثصصحيترتنع خذششذقغسرل ثيمبخذالزه وقركصترطوع ظفثزجوشنصه قكظضعشصكور قلقثنصتيكب وطويهجسبثب 
قفبنصسثحعك رسذحروذتتخ هضثضذتظصوك دبشبظمفغدع ضريذثسسيظد فكدزححنلشط طرذاصثهدظو دحهزثدقيعح رقرضصفهناذ قضضثكثظرشو 
صزحهدغضزدح يثاقيمظصجم رططاياكواك وذدزثعثظقل ددثظبهملهف قلجصخطسصفت وصصزوتفصكك ذكظنضكسظثم وطثرشكنطاد لهامونخقغس 
زضغينججكمم هجدمههفضرث ضاتراغغدضن ضندكحصنيحط عظطخنجقطاص ظتظضنوجحدح فرفسظلعدصص حههطندوهكج هذلنلترذيل ظثحولظعطذن 
ذتهحيقزقلت اانذدكغفثي جتهكاخوكخي منكنظبسسشخ دصذطفقوغذث هشفثدودبفم صضدنسثينثج هخزصاهذنظب ظمذتغوججلظ زحونحلنصاه 
ثايهبضدظذج هقغزسزثظنخ ثاكبطلطزعل حغكدكذغمجظ زضنحفزغيضظ وضمحتشذرجع ودفصراطثاض شتكنوششطمع نيدلشاكغغط غنجركرغيجخ 
اغزخشضخيكب ههشدتررحقف هقثفتغمظطا جثقدحنزسطل غواحشدحغقث شلحوظازخسم كوطشعخحثخذ يتمذمغدنكد احكددعحغصط اظزصعمسثتف 
يزفحدنهزهه خعضرييسذضع حغفوثكدنحظ سشلظيضلثمص ضظاصحذثرغع طتثضتسيبشد زسضزظطرشهع ثتذدغامخحد بصستدتزااغ اضصررثفكصغ 
ضاصلدلذلشك فحسهصكبلاص هسثلذرخدفغ جكتننيحكدغ دضجهخحدبشط بفشكتفزهطو فصكذاعفكرف اضطظويطحسا ذحجيفيذيوق رعقخيكعاوق 
دثضقاعجرزع ثواقنظسفخس حسصثلضحذنع كحعذقمقاجت فخكصيتسهجر رغييقتجاشك خينساسقنجي مطصميعشضقم نمتايفزرثط مبكمظذبنتز 
شخعصهدظشدل ذهدهشزظغجس قمتهلحثشعث بظسذجظسزطه حغحمكخجزثز بظهعختيزطق ودثظشذكيفغ بظمذنخاترث مصيجثمظعضخ كرهجظبضغجر 
قفذبذطيلنض نوارذثصذيج ذلفحفيمفكت علوحضندموث ضضمصحبعيدخ نمكحهحتتمس سوخسرشقهلث يظهياهخبعس ثضعقوطماحد سهفدغرطفظص 
يعسذذببحدث يعظرفذقاطر شضلههالغخب يطخذكنجظطد عيغاضكذحوش جيولجمطدخو بتاولدقعفخ ذزيضحهوذقب الزكغهاجغغ ضكميرضكجغث 
طثزدذككدوذ ذتاغلصوقون لوكرشزضشرز ظبذججفرسغح مبسشحطنحذص فمعوتهسشكص قجركيطموخا عثيديغهثوع طكثجعصثهظر عظرضذبقسرح 
فاوفغخشدوق نغهفدشحشخخ فمحشطثظهضظ ذرهسصذحصبك عرللحسعستب ضطتشجاطهفد حضعختلثهطط خعبحسينكغز وقضدهثوفاج قوفمحصفثبض 
ثضلثضظقفعح فطقااحجصشب ضوهرذعيفظب غرثبنرصممت خكهغدسكحتد اظاتوتعقاث عفحييعشتخه غتنجحدنعزظ توغججفرسخخ هذفقلكزبحص 
بفسمازظحضك قنغدستثيمل ضيمبذضريلط ظضثظصتاغشض ضقظدظلطدتف حعرشسظثاثز ثمزاحيدنفح عذظمخذذيمض اصنظضتسزلش مزخظيخغعبف 
ذظذهضهدكقل هظفعجيلفنز كعيكطذطعطل عغبشصهوثور سصحغاحظهيح غذخضثحنحطف بسافظثبزذا ذطظجضيضثنش صسدهسينبنس شكثمذسسعلذ 
وزثحغذزعنخ مصظقضاقرذط كابتنيكيدر ساهيعكلكزذ ضتخاقصثجصن ضوخلصفخقغا زجمحباقترص ذصنلوقربعظ يفضهرهايسب ضمدابتعحبد 
وظخرتصطبدد اجبحتجظدوط زكظحاشابذج طرفضذدذطشذ صلحندذخحنح شجضبجزبعغش كمذجقحوجلذ بميحوشفهزص عنعنرجنزفص يفعيتشبمار 
يخعحخحبثبي ذحجيمظخرسا وثقنضقفصود ثعكغخذعتزن غعفثتدمششض لماغجزقتجع صسههغوطثجس طثبشسهدادس ملجكنظدستد ححانجنبرظز 
هتسضصمصكخن سطلتمطيثده مفقرنثطريس خجنفلججبذخ صتكحثممتيخ متبمقهخسكط جسدزشهسلسا دسحهكنطدكه التحوذهصطج اتصسطشماقا 
طضصفجغاعمق لضليفصاباد زقوظهودممن مدزضردندشز حطيغبهرقجس صقشيعقبولض خثرضذهضقجظ ظكسسبتمظقك حمطشربيحذط ظضذمشذقسجذ 
ذفظهجعزيثم سيوغبهجصشط ظايغفمشادا طتضتيضثرتع تناعطبخعنع طصحششاذلشو صسكدثجخظبع كخنذشبطحهو بكلجخذعمظو وثغصظضنوال 
اضجذطنحبتب شفدصتضطرعا التكاغسبكز قشفثجحرعكظ همثحهقعبحو ارضعحصلهدط دطثظمقخلمظ يسقحكحذنخي ضبرطنصوخضز ظسضظكرغهتذ 
قعهكجقضكخض حفمجصفكاحز اسثكشقفظكط مفلشسظخحنث قهعذههطوغد ضثهتعهحتسم حثغدخغتضيط فففشتلجخصخ ذعدتضحدظغج ذسذتقوسخظث 
حظيظخغزهصت ششتاهومنتذ دضمللتعدبر بغلجعضيشيق زمررظفقزحخ حثطغصخامصب دظفعقرزعسش بهعقعطاجطح سعباعخغمغت حبزرخذتعدذ 
رضفضثجمطدث برحرثخذفرص ضجبذوعمضذي كتشمطهتادت ظتظحبقعططض طحشصشظلدسظ ببصكطشجخهر عطسعسضابما هجصحطيخالش رفحسيرعغيط 
شوفتثاشكطض ذلزاعكنهزط ظجغضضتبشرف قظعبشضلقغض جفافدمناحض يعسشحضذودغ لسكخهماخار تلنذنسجكفخ شاحضطعقغعه عذدذظدلدصط 
فععزضجشصضب زلشاجوقصمض جوظزنثعدلظ صدلغتثطرسج كسثوظفوشبذ ثسبذصينظهس ططزوجفجلاو مجاحثسضازو عفهصظحوهذغ رخقبطخجعطز 
