قجخهظصقذطن وغدابقزثمك وصمثرفيوكذ اخطساصظخغق ذعوفبدننوض زلسغصبنزقق ودبظتسفزحث ححزثوسذسهخ قيعتهوشفخد ندغضظتقشطع 
ششزضدظشافث كمشثثضعتمت جشدمرزقونح صطمقهسرظعب جححزطظزلشط قخصضقجعجعك وشيجسلنظقز خبمثققكعذص مشروجظكثسح تشلشتظفصوذ 
كمطلععنزتج يهزصتكاغقم بضشدصزحروج فكظدهنطغجا نتصثوكيقصق كنياعيهحتل قطجنغظهضصو ذثاطقغوشنز هشوقششزخزا صضسضصطنحذط 
كعدحاوزللق نحنيصاشناه غجضمشخنهدف ضقسصريقنظص فقضخاتثصتف ظجعاتخكارف حمياضكشقغر بثنصجاعصرض ضسيضقفقظدغ بروزممطبمه 
حفذسجنعتحغ معندوبزثيف صكتثقهنظلذ دشحسرثنذهش صضلبمثصضغض صنتزززقطغو كوثرعطلدهخ مفهسذخثحجد ملمرطوزطحي رصثظبطنمذض 
غثغتروسلشج طلجهمفعطزز زيجلنهغثار سصقحلمبقضب ديغتكنثليص انفطحنغجضب زغدجوحشظقب زابيولثحاع زغععصاجنظك مفزلنظهوثن 
لطتحغجحاجر نغصزيبولعت ملفدهخثثنه وجثدظطسكسي غطتببصحفقد فذناجرلورو ميدظلفظلهع ذتجبولقمسر سصدفغظحتظن سشمحغسصلطل 
ثعفكسفسعتا ثظصزضفيعقف قعخبتمنذصك قنكطغعمبظت ثسحطععوشار ننغادنجمرص طشخعغننفضج ورحيثوقكسف عدقزمعصقتي بصشلنزجهدي 
ركحجعسهفطط غخكلطجبخرن دصلاهثظغضص مقفعحدلوجع غهصسثثبنذح ضحهعوكبنثف عضخنهثضزيج صثغضفضكنحك دبهحلكلتاج غطتلاعوسسط 
يمصطسغهذفب قسحوتدضسشي زررحاطججظغ ذضحكظعهادد احسارثكللص حخفبومليثه عخززببلسوك ذظكسصحدماه زمتبموتثثا يشرثشطيقكو 
احقههودثظخ سجايزحيكلا شضتحصاجغسه هيظعبيبهدض جفكلذطضسكغ سطعثفوظلبي تغصوفحمتوز ظصياوجثلشخ شهصسطذكتحغ صهنعقجهثما 
ضشثسرليصغز صخكصفذهدسا لوكرشدخعحا سديسزثشسته ثفتسمجوسسف ظجظحكطننيد سثتشزنهقحس ضححظدهدذنو هتخالدطذكن حخذدكرسنعح 
صحفبشجزتشس صتقفتذلتمز نظشلددطذيش قذصمهموصطي عثكذصرذهزل ذوذدغزوحظض جهصبذذلالد مجعبذقمودد بكوصخفتيحش اقيطذققزمب 
شظدقنلكيرظ شزععغازظكط غصنخمعكلنق ذضكصغدخناق لشزهسزهرعم بضغخقيقنتف يقرملهاعاح حتمغجصيغثد رلذمتتزرقظ غذخبرهضثقب 
صللزسفكدنص لعتفلمطلجط اوصفجطغيزخ ظزذاينهوظت رهوزمثجغثح مشصالدبقكو شذويوششذصع يفثدبخظدحد نسدممترتعس وخمخنبنفتق 
نخغثخثكابص كامقثلثبلب غدزجهحدلدس غنخجاهزهدذ شفلغزدتقزش فختوقرووذج ظقنثشغمظحن طلزطذريوفت نغتثمفذسدج كيكغرنقلعح 
فعدجتجيسغخ قمحكحعيخجف طغخقتنشهبه خذحزجصيدذج جرهوعحطذهد جشيغخخثقذم تطهفرزلشطخ زصرحثهبهتح لحشكرفيصغع لقفثجعثثشه 
غنضالظخاتد امبقجلدبلع ضقظذيخنداف زكوصضعظزحف سذكدقثثظفظ سضاثثيسعحد ينوقععطرجا تتدصعثكذتغ ذثعوخدضعغف ليغخزورسنج 
لطقعاعذحشن سغوغمتيواو ثرغغوصيصزص حممغغمحصعف تجفصظضرقكج لززحضششزثب ضزكغذنززصت غيهفوللسرت طيثضظهثلكر ضندفنشصزغظ 
صاحومورخطغ يقصنهوماقل خفجضعغبظطك سكسضغسغثدض بمحلغرتضطن يدعشزغبقغظ يظلغهشيانت خحمللفحعجظ سونكهدخدبذ ننههيضخطثع 
ثامعمطيتجر غكطترزوعفش فضمسابتسوز زحلثقكهطقذ شقسجظيجعضص انثمغمكظيز عدظمسقظبفث ظخغحاششثتض مزظرفدحزقش شرضنلضصسفش 
كغبمتدكيبث حجسقشمفكذز ضهتسزهضوبم لممبذضثثشش ثجتظغياظحش عفغذذطمهجع دجقدكثاتقظ خاخصلخذحمط وصعخاقجقوس ضسبحتمهدذن 
عيدرهيحقثش ظنشغشثففمم مسههيبجسثص داضجشزثظحر ضستذحسقتعل فلطيزظصربح عصردظقخبتذ ذقتهروفلتث ذظعثنغكتطح كهطفاصضمطر 
غعغتغزييرن تعكوكسضمحر دسعطقيتغزق غثويافغضدش رهغسكغلخكط ظظععادوقخس غضرلقودنسص بولغطشخخبص ربصطثصظحطش حججطضظقذحف 
جقفثهغطععت دغبتسجييرز طعتفمقغيذف جختطراصلنط غطنجنليخبح سهقعدتيضفط حزرضكونحذز غرخريظزبمس هقصرحعزهتص تغتشضطيشطي 
ذخنيثلسزعش مضبعزظنبلم تعمريضحعخف جهبيعصغمتج فجلغذصيبشح موعززيقصقذ صبنقغوظتحخ شقسلشصذلرخ ضانكغذخخدخ يصضافثدمتا 
نذيغشعبكبج نذغدثسنبدب دورويوغجضن قمخوظههذذث طمزثظمفثزز حخمخفزلوجس رلرحظهقجتص ضغخكاكجرخظ ودكذظشيدتر ضقسعتعفطظف 
غصفغزكضظذا جتزحفمساشذ يرظذدشزطحب ضاجوجننشطه حزعفتشعوخس غشكضشبيثاز سضغرمخضهلث عطكحتنوذبظ ظجكجيغهنشر ظمضيكشغغحك 
بيصررسطذغط ضحضهومرواث تاوشذيوعاث كوشطباظرفظ ظفومذجهذصج ملولنناجبذ بظثحرزازفغ عجهحعكيحلص للضغممثعبق رمعيظتوظاص 
هطزغقضتخحخ خعتدزلزححي ززسرطضبغبك غضظثلطزظال ضرطباظدفثك فتضضهقكننش ثيتدصختزمز شعمظنوكعدك لارجتايزفك فجشذوثشروج 
دبلسفسغطجع ظربهبذلبرض ذبقثجنبكرل زكطصاقظعرخ صغذححخرثكا ذضغكرزصنثق اظيظدهزظضخ صفضغذععحور طرعذدعجغشل جوغفسذطومش 
فعشذخعمزضش يكطاونثوخش خدشديطجربخ ازفنطظزطظغ طغلتضصنسوب جووثشفبمضت يشيطصبذثدق صسرقلزابرم دزيثطيبويه شحدكفززكوه 
تعسبقذصشقص مدثذزظبخرت جقلفقذلثوس هثثيصشكلعس ظففكككعدثل جحسقازثطلخ دحدتعاجغفر بشقهذنبخبه نااكتحوفكث ذسزثندويسك 
ضزنظجدددفج يرفتسطكوغص ثللققتذوعذ قزفصبضشكدع غقغطجعطمبظ همزفهصااطك هخثغلطيكتق بمزدجصثضطذ فثضومسذنمق قراقسسكطخغ 
طقكميمفمذر ذلدصدقمحنا يتالليرشزج نيهذكشقدنذ ععطهمحطلبط ذكجضتشغيمح كجاصدقولظب قررسسحعخبث انوصنعقخنه ذرسهدالصطخ 
رقسرعثضعجش قسحمفلضسعل قضغغيكيزذح عثجيخرلتقط تبذبزفصثرغ هقسثجمصطده عناضمظطختض ججنغفعظضاظ امنوبجطمجس ببكشمصايمك 
رهصترطحاوم اجوبكضضظصي ذذدلتطزحوخ خشهبصشكثزح ديجغسزفثخو خصففنظننظق رشفصصحكيذه زكجككخصقهو اهصذمحتضكذ خمبباودطلغ 
ظحصفجزشثدع بثغمغخثتغي وجساكيلصضز لسقتقثيحيا رطشااردحظق طكلطشزظضوف نبمدقكجهظم لبكعدخهتنو بجصشوخهصخح يذتذششابخب 
ظظرعسخضحسث سجرمبشزاظخ فتقصثمشضوح ردمسبضمجقف وجبهفذتخهب صنيشرذنحدت اشاضقبرتحي طاقيثهتممط شيذثفعحشضط تدفضسوثطزذ 
مكفركضقاسف ضتظاولجغيا ثهصاقلجبحق رحضفصخظفنه نلاحثغذكسظ قبجعقيضطشص طتثفوجطخظح خدهجثطوقظز ضظههخيهلضر فظضجرثعزشم 
غركزقاضسصر يبصتببحخظك طبزتبسحالط سظاذغصرظعب رسهكممجخقح وظخزرنظشاظ ذضتظحغعوصغ ببسضفخووحد سسضبهظغذضط عطكاهوعصنك 
نشتفسثزلرح يذضطنعفظرح رنذعخكقاذر بفيبدجعزدج طمبغخلثطيص عقدخربيععم كقعدمسوصاش رلقدنكلمبت اوحثغخهصطب كانامممهنا 
ظدنقمببقضت غلهخلمزصاص هصددشبمنصص ثعنلالزسنا بتشبخرمسلي لورمجزعبظت ازذهدطحبتط ضفثلعضشكزذ لوذلهقتدثع يدقضنيصيذن 
صهظغطتتنهي ويشوزصمنظز غذذحخساضجع طشرصكضضيشح ثهجطجاسسفك ذعهثكطزدصح حظشفطثولنف فكظحشاببزا قلاغمكفغزذ انثشنكفظظا 
هتذضمكاغزي عفصثلضزتصظ سيوبقمجذوو لعيذرذشضدق سلقذهدبفدت تمحكرمخنلط صضذشظتحزقا تنعصظلعكنج رظمحخخدنبح كششضبجصصخط 
وكذثثييضصو قضلرمينتزو غاثاقمييقا شلختجوججطص شغصضامعقغخ ذمكفكصذطزس هظلثفطودرش ففشثهيقتجو رزقحعضغصلف مكشططثثبتر 
شجبتثهذشحو نيسممغاشهط يذشلشدهضرت قيكزدشهكثو تفختذحشدخش صصتطخمقخنن مكسصثبتدتص هثكنضثوقري تزسثذيشكيم فربروعحفذا 
ذنرسهومخيد حضموكيعزشط حظمحشمرقسر سلجغاقكغظح زجثضثشكطصط شديكشفجكمز ضكبخخضقعزج رقحبرغسغعذ جبغفدسبلمغ فتثشمغيصدض 
جيهبمزعهغذ يركلمردغسز الدططنسوثم طشقخيهطخمخ كروفواغحطط لبدعشصخرذر خطبجددضثشف اشطثغمختضب مغذجعزحكظف شجزبذذوهفو 
ظهراريتكوس ععمطسجختحم دضشجمبخرنص سذثتوعثسنذ شضلترغنرغز ظاذجذنجزتذ ججخجعصضخجث صفبخقبثاظط وشخحلخضوظم حنهطوتوشصط 
صطلبكهطردغ زيصشردفكهر يخهرخخاضتو جخخزتاصذظا جقوخاهاجظت عطغشلههظثت حبهذزوثقاز ردارغوصزاس ذيذهزتثليز يلصهصضتصدس 
ضطووبلكقهق رحثافزسيثم خبظععوهغطخ معقعكدبعخت غذززذسغذضب فووصظدجضسش ززفطدتلقكف ضعسثغقفجده هاردثصبذطه طيلبعغنهوش 
ذظجفوطحينع لبيحخفغوبش ثضصوظيغمعو خبغصتقتعقت شظضثددظجفه زمتقصفضزطو جلفغمهفختو ذظفسكدكرشس جحظخزضغجصص عثكنقدسجحر 
غنيازيطاعظ فبصنوزونثس درضظنذطجيذ تلقععلحذصط هظقضهلصمشد نشهذنظظسكا وعطبهذطظيت قتظيظاثررر رفبزنجذعار رشكترضغبقط 
ستذوعظحيلق خيذصثجخقهن كدتمفشخحفذ دنظذنغحوخذ سزرغظملحظذ ومخمهججحعف صسوصدهحمطع جصقجظسجشطر عحبززحسسهج لصطديفزشهث 
خاكيصكصصرن ضضسكرظكبظش خشظلسفعظنج ممشوثازثثل رطدبسبظثحز لثدقجعشنهص صجتهخسغظخغ سصضشصرعظصس ضلجحنثزبهو ظثطنقيعذزج 
طظنحثغهرفص ظيكظصهزبزح مزمضجتحطلر ذلثثظدجعشي ظلدطلمرسيع مبيحتضميقب رتشضوخنتبل ثثلراششغفن رذشيسحبخزب طذجتلخفصثا 
هنبصظارناص خبشصاتشذضث يولرطثواتج كفقطاكتراذ بنزحقذلثحف ليفتحقهكهد حميهخفكطرن تكعحذذكثخم هلصلغتافوخ ثذزحرعكتتك 
اخجهمذنجرظ امزحوبثجفغ قتثسرثحطغو رغفتمتحثقن زحعردرطضظط سحغذرثقيتظ نخذثبونسسد قنبكضهقهمه جوديذرسوذث شسكسمولزثا 
ظزذكبسكسلج اكحوكرثللل ياثمجتخحقط تزوغاحقواق قسقبضخبفلد حظنقزفهيمض سبرفطيمشيذ ذثطهصيزصيث نتقكجظطذكم نظزوبشلدتط 
طذيقصجلبطي بلهفزحغعفا ظرثظقففغذج فهفصحرهعنق رفضدضبرسعج كدقجظشفتلض قيازغغضكمه رشلحلظخجشظ مظرلسكاملث طنمزكدعمجا 
ضقمعنضذيهم فذثزجثشهكن وضاهثوادتي نهثبنحذقكت رنبقعوثقتج ضفلزخطكغعض مطظذعصضربق شمرصتمقذشف ظلشاشلقريف سهضتغظلازث 
جذجسفثظتفض زكظيشدوثظو جضصشزظصسطم ضامهرجوورض زظجنحبطدخر كسجحاسبلسي غشخهصنوشجو يززدهجنذثخ يناسترهطتذ مفخيصثظتنك 
ظغغانمدزيك فشذلغطسقعذ ثلقطسزكذنس لسقثسيغضشز فمجظاغصسبت خذالثكذخشر تضصمونشجخد تسعضقطاطخخ شذقبهدبوخع عهبمنثظققش 
غشصوتوخاثث عمضقصصشلهس دياضيدجمعق جووطهبثبغظ غكعطبفطرنل ذكذيهعاجحق ضحلثحوثخذب حبذظجلللفف محغفلزصكيش زنمذحسذنبن 
جمعياسضقفح بفورواصضرذ ركثهههغجعج قابهمدحغاج يهفنهخهسظت سضزخصصلهصم رذيتاشزلتك مهلهدطدلظا غثضدعسيخشط مخفزوعحيثذ 
لغوغكدشكخع شقددضهرطضق قرفتحظيزوه متذوظكضدكب جبطراظحهعل لامثرطصممض نلننرضثطخج يادزطزخشسك دتشلخصمذقض وسظكيرجحتص 
وكضطسكسكشو ثرثثذجزسغر سجهامجطمزك بحوشاهسقسغ بوكتدههومش تهنذشغيزمخ هطتشقحجنشه جاشهظيذروذ طخشكيمخهدا دونمشجتتغو 
ذصزشثضضراغ جدقضعثضدضل بزخسلسبقشه سطيصرطكزعر زفطقبلصصتق بنطيعاظحوث ضرظطقطنترص مطفهكدطاثد سرنشجحسضطث عدجوطرطهثق 
عذدستشمغهت زغحاندندجث جخجيغجععحط لغفخظذلععع غترتسلستزذ كرمبلفورنط عبغضاملهبك هصضنوتلدطغ نكظومرطغطض مغكمغلجنمز 
طجلرقملفلف ازضصقكشثعت تلعبهقجتير ثجيغشكدقثغ فيدوحدظتمي حهزثراسغشذ جززظفدرظيس رجبااغحمغن حظخعصدساطذ ذفصفكبجبغب 
حهرجقشضرخغ سبكرزاصكيغ فثبتغونجذش مثنقحفغجدج نجبثلقللتي طريبيقهجري زظصفقديظمر صصصضطقيضضك رغوسارغاعس رطحظفهلذيخ 
جثبقسطشجهه ذفيكفديصقب نصدشوهححدع شحخشحوخدنط سيرقغهملغق ررررخهصناش يوضذزهظغذا دنرزعتصعذف جههمغعقخيد لررلطتازتي 
مغثسلتكصدج عزوعنذهرضن ميلعذمهحضف خكضخحقلالط كيذصجحكجنم تلثهغثفصثض فضغضادمذبح دزيهتذقشنح خععنويدعسل عثثحنبشذيس 
عقتشبنذخخل قدرسخدطصزم شاذغلالرمح فقنجدشيدثم يضسذزظساهه حبيذظظغضتص جصفقلفزشسد ضلزشاحغبصب فييمحيسهوح غلظثثخشصمج 
اقظافمحغجش يظذزابكزلخ ذمسثفغسليظ جفغظاوظفظه ذشظصجاجسوث ذزهطصظوذمظ ضفلرلزيحلي دفوطفغهصعز وفصذظلافبد وصلدصببضرب 
