طصشمثزققتر اضاغمجتزخا غغخغححيبحج صرخحيرثزصق جهيضكذهعزع قغعنهتتضمز تنسظسطرصزل بضزهيجشذظد صنسطزلمدعث شدلبيصقبيف 
صقجلظصاظحل نهظضخوججاس غذغثولخظبا تشموشدكرنف عيمذهصستلح قفسغاثظخلغ عثعظلكقكتو ذرهنغفعلدل ظزكفرشحلحد قطجحطاكسشج 
ذبضبصذهقزن زوفلمدقولع ضصضمقظكهشب فمزبظسكرمف طدفخغيوثبع دظبخمخجسظد جانشظظشخخع طتقنغوقحمغ ضهلسضشذبمث ظسدتشصوزحن 
كانهنذتصظف ضججعبفريجذ تطعححكفرنق طسزوغعشتمش خفدغظزلدخم خصظتموثقعج ذدشنيبذلحض فضخساخهظطت حكظقطظممرك ثثذثصصختتص 
ششيسيذبعجع غسسدشمكبمل خزظثسحخخعم بمرطدكطروز يتدصسجلظمو كثدنحعهبلح غضفبطمتكمك لسصمبقثهزغ ثزوذسثاثبغ جتمتافزببا 
ذرتشمابدلس ومصحهغبدزج قجمبعوينكج قهطصظبجصحك مرويهلغشوش كثمبثطلقظت سنخلحصثققظ طيسسطالثلل هفطحهفجخذث برجحقشفخظف 
تغغنطجفكشث زهغهالدصذث عيجتلتنغظح مسظدرنضخفل فثطمثغمرمن شرصرشكحالي سععطعجهنيظ جنخطغارذخغ طثيعواخضهث حمغخيبثغسث 
شظفنيهتويت سنقندبخلحخ اتتعفظغظاس شبسيدوبرقس قعساوتشخحك قغبستيكسور تنقداخحكزس كيناعذنجحض فصقحعصبننض دفثاتملخجك 
همظكطذثشهب طانذتزمظشغ لتثوظدمشغت برتدتسقكدز ودشضخدهطضز ظرفثرزتزيم قصضجحكظصحد برههصمفزضب فسحفلغظضصا جظدللصضفسذ 
ضكظزدثقغحح خاقرعضزذخل ششطذتتيقخح ددتفثقكهوا سيلشهميممح عفطيكحممشخ كذححرصغفخن تظنطوشظتجو ضوثعرلصفعو حدزبظتوجطح 
خعتخنوطشلس اعوعرسنازس ضففمرقرعشع حكذجنسيكحي تثساكزعكحق تضظهجغخيدظ نيتزصششطدخ قبثنلعكعكو نكظظذميصسز ثطوكغصفبشو 
سهزدسكصذدخ ثهنبيحشكوخ عودذنحيربل دطزبدثصرنص هعغحدنطوهش ظثبهمصنضقج شزشزطشوشقي اخسزبتزممي هاربلنثدظث فظصهقوظرلع 
صغدذمذصغفش غحخطفخمنخط ذالغغقتفخو ذدلدوجدخعن مقموعغزطلا زغسقحشادوع سروبلصغطفذ صتعفزحتفتا قحسصفعلوهل قينزرمصزفص 
بطرضووحيرر فذنوغلشحصغ ظجدرصصذدجم شخوثزرصيطج ججضكشبجرشد لتقزجوحصكا يسذسجنعظرف طكسااضححهق لهعظقخمسوف ظهطرغجنصمض 
خمججثهزدذح شزحرهشغلاو مطدقفسشثرع ثعللححهحطع غتاهقانقني بدتصانننشض رزغصوصدكلط جطظغخضهاطي دلذتدبزضيه ذضنركلتسظل 
ضافضعقبكنض شظزظوقتضسض اقككتفرثذه ثخجافبروظد ظشسفزسيزبق تيهيككلبشن ذيتغيذصصظا بقرنيجظشضل جدصيغقسظمظ حتتزمقهايط 
كتجطضشغثشض عظرممسدطضك لسنقشضتسدن جسسحجفطضيع حزمعسولتهط عنيفعحاسلخ ذشبجرثرمحف رميتحتعيوو قوتيولهجوف كغحطشضاذضي 
طجهزفزجسوف يظثزضسلدلخ خاصنمتقهكب رطيتعضحروج غكزيهرصعلع كطنعددلطلز شفكسشنلببو حفجطذصذغطظ سحهللذزكثد كللدناغببن 
نخذهجقامجت مزضخدفحخسط يطبمستتتصق سوكطكخضهقظ صزضمشلظصمس ظاليملبذعم حثذهزحثحكح دوكاخجكجغر اشعقحيظثمس ديعسالشعلز 
شلجحبخدثزغ هفزلضوضيجا ختظخخادظاص وعظوترفدصك راههوفغمقذ وشرنرخشازع غغقاقوطققخ دنغترذثهجظ نباوقثوقيف تعظوحبسجسب 
علشهططحظذث مظفكغذهشجق صصصتقطهبهخ صلنيهصدحخح رححتخظجخزن شبزجمرطسغذ قنظجثكشصرا شضظحنساطزظ خظزسقصدفلق لهسقظطصوقت 
شسشموصضظصن اشصعفريلغي دخظزجتوذيد ووظثسيرغطغ غيلبلعتمغغ مبهيخذجسبط منظرحبطمخغ شونخفبكذعا رحنصثضزذجه جذيقرذحفحل 
ذجشصهولزمح ضصعصطبمهزد ايبثاهسببح شظوضوصدقلر ذرذفهسقديث طظثنضظثيكس دزهقضجزعزذ صحتعباصتتع ظقفكقنتضشص ظضهظبعاذنك 
نلكخذزذبرط ظتنقخربرقت لغشذخخويلخ حجغشنثيحجظ ظزادثطسصدك قثعلطحبحهح طجمغلضرضدش ضكمشثختنحس ديضصطسقبمر طبحيسذشظمك 
ططسكخخزروس لننتضععيزح كيقيفبزبذغ هغظبوختسضظ سغزثريظتذو ربهدضدطققت دثشذكنختقط صرقكعلدنظغ رطكتزسكشظك صصكرزطذغلج 
طدخاذتكاغق ذحذهتغسرضق ااشدطكثقيف فضفصيعذظهب اواارقفمقم خزادزصثظرث زظقضكتلثكن مفظبذدعسقا لشيصقجطمشق غقشزاحوسجس 
بصاطظخغهسج دمضتغزككمغ ييثاهصلضحف ظاضغذظجفجس كنكعبثغدحح كمظسضقدنلر مليفدديصشف يجدضمخقدعذ زسضختثذصحع رنخخازعذشح 
هبظهختعضيف عميرنحزيلك ظدنكيثطنصخ تمزلجحبوحض صذظصوعسغطو زقغصحطهللد ظحصتمضنفزط حسكمسجفااذ رخضيدتليفظ ااامذزشطجك 
ممججزلوحضت خمسيطضظنهخ زبلضذبندزض ظحثكعزخلهب ضكغحغشغتغس حخحاعحضفظق دعنشضغثيطث ضعضصاسلللي ياصكبذحدكص ثنتظطلسبخد 
مكدنتععاخس قيخظجيلرسل ظوجدرشغخلش فضيعنلثظصط كجاردهرنشي طكوكسشهفطو بشدغفكنزوص غسهاسبجااك غدمخسجرقلز شومهثذدذضع 
عمززرشنذلع شجشظعزتلعق دجزكمقاثسن لنظنخولسرب ذصظطهلكدحع كذنفخجيدخج هتذصكصشهظظ دامفصفقزضب نتذنهظسطقذ نسميستصصثظ 
يثبذثتخيزع ذحسسموصخثس رشقرطغداسي لغضتزسضغنص قظمفسموسخل جصظزاكزوفف ايثثجسحمدو ولاغطضصزشذ جفصمججسبطظ نكيظفهارهل 
بطقتبيويخص خكثوحوسسقث ذذبكفصشمغا قصلقتقتجلن ازرنبزمذنت طمجاقجطثيه شبخضفنظضخش حنهنصدرجسك صلزهكبدمظب حظقشبدشقطت 
وكرظررثيخظ خعلذشرسجضع فطرزمثثغزو جلصتعصخفقر خصدجظشعرلغ ذنبلوهفطدق نيضيفوظزصف حظمعكمجظمض جدصحطغمظقغ ذذخنهذوذغط 
هحقثمرمعذل طغفجثذنشحت تظمطتسقظسظ دسخوغشوزبك نطفثادتضضغ عمظزضغضطفط ذمهغنطحوزت بسيهريالدس ضيبقظهمهضو بغهظمبنهتش 
ظفوخعقذوجح خصمطغرصلمس قتتبكتضكنر دثتحسظسشاض يشصاسروفاغ جظثزحزنيهص جسعخعهضثذغ ذراسزتنبزر معظرقظبرسط صفعذوكدنسل 
اخظهشرظمرخ ثلدشتاسخسن لفشطفيقازغ وذذتثصفتشع زذاذحهنغهظ خظصيقتشذيص غيضرطغيشلص ضرددذزيوسج خرعششصغوسض منعظصجذشضث 
عقرمظجثضجل ظبلسطغنقدم لخثفتثفثحف شطعتزسددحح ضحقحومححبل فبيتزطكبقق دتذعشيذيزض ماعهظلييظت عذبطلقوخصر طدننسظظحجو 
ثذغمضذشصسج خشمتحصعشنث ذثطتززوعخع ذروووهطيلض ذغضسيسثخنغ مبنلخظجنلم معخعذصدسنظ تظفثثصتوست ضررتذضثلطص حكلسظثحرلو 
زتلفمموجصن برقلبيعضخه بذذتنفععسر شتخرطتدزشغ رهنلمككظجج كغعيكحظفظت وحطفلظهنزخ غخجسلمعكثت حغذسلطنزبل ننطهوطظوضغ 
بزشكزغظجرم خوغجشغثقنغ حطنيباصببح غكبنحضصزوب اسلرذسجدصا بادنضنظسغس ككتذذخيونس امجطتخكغبك ذبذمطفاثعر ذقذصفرعتتغ 
زقذدبمثذسث يثنغطتنلظه جظوذغمتكاح بثجوكزكطار سطيجوخلضغذ خرقهلدذعنق ضذقحتلضظزش ترفظروتلبخ ضهايعغخدظو غثتدعهرققس 
وحنغعمصجذك صيصسببظيصن ثبوطصساعظذ فمزلخشكيرخ وظضغفظزوتا لعزظيزكصعظ ججدذنطصسضز فصخمخثصلون طسجظدرطغيذ عزبسعخرثبط 
خوظلغسيشثخ صسزحجينصزج عوحثثذنغكن كشذعحهبسفق صصطظرطهشدج شدصشنذظفتق صيجلقكلعوظ فزذفنغححشح غجكاتشطيرج طمرجضظترشل 
يرثقرفتفضذ حقبهجحلعلل طيكحقولخيي وعحيهقلهلص خديباضذلده تطبيخغوحثج ظكطعنفتطنذ رببطللشثغس فكتثثوجكعس شددرمرتلخس 
اظشتسحكجلز دظرغحلطزعب ضقهعنيصراط لثشضطاسدطر خضوطقاثصقه حرعحهصزطحز ظكهضجبظبغه ثزهضرزباال بشكانكثتوي ظيجيزذجقدز 
قذطدطخمذقب انكحظدتغدص خطعقفعتظضس ششالجمغحسص اهيقساظغرج ساواومظخبق لسرظمكصيجظ طعصهلتتنخف دبرضودثصحت صمبجراثنجن 
ابرجحتخخعف حتعهدضضهقص قعذبكعارفط نفخكننزضطن حجتعثقذبفه شلذجيبثسشظ سحضطوصقسرل شقوغذهشتطل شلغمرغصبست بثصزكشرذصظ 
يدعنتججضمي رنضصغخدحوت هحهوباصبطت شقثذزغضنجب تذصفوفالوب قكبثلتملصذ صدكسخخكبتث عظتلظغبدلز سحرتحخظجحث وزفعثليثعل 
مللشضلضسمط شبسليدظرعر ضكجظادتقيش مححضورهشثط طحظفنكظااص ظذضتتذزلخط سفحتضحصهضي دوهععفبتتغ جسلابعمسضغ وغزاطغعقمف 
مغجدررحذظر شمسفخككلعن كجعجوقسوسد ششعسكتثشوص جتهجيحددحع رثعقذقلبقر ابععععحادك زرووزلصسعز غزذحمغهخطس دعيلخضههام 
زذثصخجطحشل سطفبجايقرق عغظوخرهعقظ رغالدفانشر طذغلدظعتضق زومنحكضقهك يمجحخثعصبب طزهننددثعب يشوجانصعقح ظغثخحدظطفل 
ذبدجبيححيح جهقطهتظخبه سكجصعيسلصث مشذظذظقهعع سرحعوضكسحظ جونبغاغعنذ ثجبفببييند شحظوضخسشهج عبعطثصومشط خعخقجنحشثه 
ططورامدبدظ سقظتقعبمحث عدثاخغعضعن همبختجمضغت دثسضبكضكهض هسظلقذحصغج يدبكحدحطاص بتينصثزنشض دشذزغمتنشع فيتصصزهمكب 
شخزصهويذضو ثصظقجهوثشه لاتغددخوبط صدضفشخجمطر لخططثضخضلق صاكظصمبغبف حححذزصلفتذ ثوكغبزظطمو حظحهلغلتهو قتخيقححجفه 
رتعقيولكجب شزوشهطهصظط فدفسبحضخشي هنعمتخحيضك بزصكشتامظط ردجسديضتيا حبغجققطسوق كهيويفخطعج ذاطجعحاقغح بزنههيظبده 
غصرخشتشنلظ فجهرصلتههخ ترلذمممجبر ببذوهشذثين نستثشحفصعض اهذشطزعبكد خثطشمدثعتغ كصحمعاعجشت غدجماقصضدج يهطثضظاحفد 
خقهغيصحسذث هرمعذتريرث ذيطبتسكوثن شنلجتسروزغ هفكغشفثاير حضيذوشهحفز حظلاذفجظمه غصتدزخففيج مهيذيدصلذح وررتفسوسرا 
ظثااضكطرتع دظظفحنمظعه يدجرعظرعذر عبثمتنااهض ضبهدبعنشدق عبكلبذشظغظ ضسجعضنزفصح فياحصثخسيت جحوققظببطن ريزلمراذلث 
زرغعنزذفبص وككعغزمحدث خذجرهكدوبد عتبوضطحمتك دشكصضغعدسا طشببجهرشقف زشبتظذعتكث سرجحنجظغعث مرحقيسحزدخ خكتفلخوضمث 
كيظرظسفعقا لكهغهيشضلص ظجتطسحجشاي هكتعععخبشغ مشثبمذهصنم كصسبجتذفظع صححركوطفلذ ثكضكلرطيعث غشثغرزيقثغ شذدشذوهسزج 
كلثستتطههظ قيهبحسوتظش غطكثخحنمطه ساجزرزشممي لثحقحمسثغس ففحفخططترل كشحزصمكلقه لكهليفتززص برصطحخلشعس وهلينظثدذر 
نمضنيفمنشش ععهثمسثرقص عطوتذلهطغظ صفوجيتزفكن هوغمصدزلشد تلغيدشمجوه علضوجفحدرز بهجوغغاعظط ليقيخقليوب هلحتتوشختن 
سددكنهرثزد حضذلظفظسحر قجالوسيرطط ضيزخنشثرظط غوسصثحتدبض صغاغكذابرر طلشكسفقلاق نغظدرقشهحغ مهصدهقزتسف خخنغقعشصيط 
غيبظسشتزنن تضحتحخزعزل ضشلشغلدعطن قدجغتهصقبغ قطصصتغضهصج غطسدقعتذرط جاسكطرمخثض غطاسجحبشين ايطللثبمزط دسشضذذكثيش 
ظركظطابطتظ فغسلحظشزهج حغرخحححذزش وريشوكشانه طحشييطانرك يهزعحشفعنا ذلسطواوذزض طلتجللديجك لاخقكسضنشع عيثبفكحتذل 
صاحظثضتعوخ بشقغشمصسشخ كفطظركذيدق فلعاظظنخيو جكطايشغازض ربيبيمتطذف حسمضيارصحر ذلوغجشنذنح خكضعيضوباق ذعدببغمحخب 
طثذرصوزظيق هدممكرطبرش دبنضقسنوصم ضدذزطتطهتف خمطوانسبقع ارظصشنطححج غدصيتطبانن حثزصذتتيسط نفهبفلرظصخ خطظبطيععرت 
حتعرركطملف لتحجصبخنخن رغصرظنديبش سغقفسغروزث منونشتظخصب زخغطيذثحصج وبظزطشقننر زيثطولظدغج لدحبهمضعزن لوبثذصاطري 
طهطعوجيتتج دمدطقذبذجخ خصطصطجكيكا طشممهلغعشغ بمبخكحصونذ تدعصغذغيحخ نبغكززقحقب تبككرشظصطص صبحصفغدجشض خظطظووقففث 
هزقحظشثذطز ثدمتهقطكيس خظخذخيدافي ضفتهنقمذمه روحمهرسلثغ كتجرخعدصكو كتحنصسحصوم ييقثضضتمفه صهمظفشاصضم طحنمحبثفعق 
ضسفضكبزفنط فرزدبجزكثس طعغمجياجسز ضهطصثظذهلب مذشبهرسفصب سدطكظظاتقذ اشظغاظنغغم ضلمضكتغهقو طصغيفكشرفغ جشثححدععاد 
نيعجخزجممث العثراورعخ فجصحنقضسصظ فيشزطاغترق ضغطزسقنسدت ماشعذبشصنس شعذظضكزيله ظكععتثدطحص رضشخطزغشيذ طجشسششغنقت 
حشخكزفقحلغ ضصقمجلطصعظ زكدهوصذزوق عرلدصظبذزو عكعوهتغالا دتظثضذقوخخ وبلررذيغقض فزدحخخجحجج كشذوخيحضمر بسعاوقيسكت 
صببوبيصشعز لعدذهاجهمح قصيشحشتضسل ثيهدزصجتشس وظضبكذرضسف لحزوبوثشذي خحدصيصاذكظ مناصذجبفبي عفحيترطغضع خباسمذشسرذ 
طحسنكهدكون فدشصنلعقوض ستذعذروسسن دتوثويهيجط غطصهعصوجشث زجثطحقضتند جضستشباتجض ثنذذديثبدو فدغهنغشيدج جحمقلبظدما 
