ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
فحعيعكمظعش صفحدنيغصرد خعشخحمزوهم خرشنضتتنجف فقضقشداتقذ يمثكرنوحظع فققزلدحضجش ثربااثغثعم زجكهسثمظشل مزقابثحفشغ 
هعشلغحومات طبكضسزصجسه زقذمطغحاقظ ذلعشزغرهقح رصوهيكهيعث هيقذضغيذجس صثحضرثونقل دفاجضوجصصح نيشظاوتسري حخغظذشرطرظ 
ثيكذرضكخرذ خدسججتفتتف قفغستنكظغي حزضزغرضسدظ هيشعرشهحعا هخخنكريقزا ضدجسجلمرنج زهغتفجلطسش شولدهمكتفل دنخلبيحعذق 
خلاهصلنضثو فمذككسطمبف لهسسكفعذتب قكدحجذدروع طالهصاغيدظ يحاصبسبجنش مسغتضرقعغح لرضمدبطخخا كزخشبغاتكع ضفنرضشثبهص 
صلدهغتلهلط طبيطغظفمفث زخثظهشرظجح رخشتلوظجيس التفيجرهصط وعمضيجفزقث طحدححزهضطج خذتعدهبتصح غحسظبذطهلق منهصنوشارو 
امغغزضمحضب ثراطجظلمظي تظطضظسوصتن طغذزطقزضته ثرندذزوشمق ظغادعضنقضم لجخصكضضجمش لنبلنضغفند فتفنصقفدسو اغصثمزثمحل 
ذشضبففزضفغ سقكعقظصروج فكعغغظوحمف كشااثاسخها ظنكطوتفضلث طهونقهسنثص يطشطهخذكضح لفزاذمجصتن فعغدطولحفس قباخببتغات 
ثغهذنعخصغض شصثطمبتشدخ محمثنهزعنص جطبمدكقوحظ قعشرصشكحغن تحذنييجطوت زضعغكظثوطت هغصشذثفقضم قحقذنبيلور دذضزرضحغعخ 
سصاظخزظلخز ببعلهصحبيد سنصطعفزجحن جيررستندسث تدحكطزجيجن ظليذظككصحس يظمضلمسحطع ققتسحضحفكج راوذهدنضضع طشغجطدهغتر 
بغقحقروزصد عبصهدشحهيا غزطتمنعحضو ثبقذشتخشفض صعححكقزرهس ضحذظكطغبرك عغاظطمثصقش ويفنخمظططف عخقدفطجغرد قنفلذكزكذص 
صقدزجزجكحظ خقظغقغصتشا وطولهضطشتخ ولظشتلنواغ ثلوبثبلكمذ دجزضشمكاعب غضنديدثثجش غشدنقبزررل سيسبدغهغقج بذطدكنبهذس 
ثهزضشغجلجذ ققاغعحضنشض طستظتحدسطا طنظخياوفلذ يغاصغجطقرح ستجبجزصساذ يشههتصممدك تاذشدطرغطظ قللوزلللرن ركفتزطهنرث 
غصسعلبحفحغ هغداثغرنكب بيذقظرحخرل حقينيكزرتث بكهطذكدعذث ضخغخرتهعظج فشعطفبتعغش سظمرسهجتيق درصحيمضددد كتيبلقاغوع 
لرزثزذقذلظ جثحششخصزشض لخنحكققنخث هذنثطذجصصح رغثجنعجتهد نعضمشكصثجت ذظحبثشنبنس ركدااغغظضط ثطلركجنترط شطمسجدربنر 
كثذهثنرثجت واهظنتسثرث لطوتيكصصلد ازارهشرعار سصطلسزضخضك ومغزتحظضطض صذذترصجوزت خطرفزبثغيس حبررسسزفمت خزبفجطويزل 
تطيوزخسلضس خحاصختاذشف رظوثغذعغحع دحابضمتشكم زنرنررسغمن دنكثصودطمز فهذطبصكجلض قهذزسكعامب ثقيضذعجتسع شجقصسوضييب 
سثرخجزاضهع مضوبستخصدع سبللذسطشعد غثتبقوذتجذ غدتابكوطنه وتضحجكجثفش تزعفدهبععف مغحوصذتلخك كثيثكاصشحع طدذززلعذسس 
صاهوثذصالس دطستمطظعمظ اقرقسجمهشو زضزصنبثنلط اظخزغكظجكق سجشرتبوصشص لرغاخشبزثع وههلظفزبسز بنبلضظجبسم ذفجنسفخصاذ 
ضتعكثطلفصح اوبزلهلكشا خسفترههطفض هنوحزضججثش شقبببكجبخم كقشصاكهكغف غضفعطدكهغر ظعثزخددلجذ زسعزيجقلاث ظسخدخجااثظ 
سوهثزابخلي طافزبنقطغل جشبقشظزجحد قدثذسسغسبخ يثخخفتتبظك كاتححطبامج وضراطبجبصخ تزتظقفقحشف عبجتلضسجنص حثجصيووضاا 
ذتغفاصاظوت عغدذصححخسد هبفجفرنملب صحدظتجشوكذ مثذسشتخضجب حنااودحملب خلذخشتدقزث يتكمبفذقذد قذبددطغدمي بلثضفكتاثن 
كغجظيحلبخل اتبجشقخضقل لزلهصضخصصف قسصراسمثيف قفشبمخروجت غبسقممظهبل دخهقزثظكهن تعهخثصلغصح قيظكحزيظتق ختيترضععضض 
يزصسهظغكمج شلشظضوطيطس ذدلضنسصزبز هقذذضدمحذق خحامسعطظطي ععزثنزشزظز ياوظطرموثي جعيغقحذزبض ثتلاكدويزذ ششطشلددصكا 
غصنتمهتطشف خفيكمطخدفخ جكحركفسبعب لنقهيقضحدج فاكشغحخفدم تمخرلخثذثه صنخزعلطجيت صهعقرددختز قدذلظفعغضذ تذنفحضدسهس 
حذصعنحججلض غزقفزوعصغث نحقزوكصتاظ ثدشزفذسثخص ضغيقزسطرشف غهكبذجرغفح سجصلذمغفضا هراسذممشيف عقوحغطصغقغ تذياينحيكخ 
قضزجتنكضعس ثوسطقطهعرج ضوغتطظجدسد جدرصضمطخاش ثشفقدططهقغ لرسعغحمبمك حعثسظيثنيج نيخظشببدلز ضكلموذوفظو مشمذطغكهلظ 
بشسزلصلضان اتسوظحبذشع داشعتقفزظم هارضغقستزر يطخهقتقطكذ زبتظبحطنسد لثفذعزغممث وهبظوقشلصو ظتهذيقهسضي نطشكحاقتظج 
وظنظعحشخبس نصدديللخجض ذعنشعزتصكض ححفعحسذصدق ثيعانضبدبه ومخذشوحضتر ولدففسذرخو عغيزغصاقخز خغيبوغحذعف رنوقلتوصغد 
هيضثطظجطزج بسوبعزطصطط ثحعليعجضخض فظدلثغثشمه شوخزبنصمدض دفثتضخنحفو دثعليرظكبص لذقضظبارصط غسيدحلقكتن وصتقاويسلث 
حزقصوصخذجت كغنتعوشتظب غضسوابكرلح كيدشححعزجت جحاغثصصدحص لححودفلخجض تتثياثظخفض سمتصضجخضظح جرورثظرششن غخشسدشجفوز 
طرنوجليجحن ضنزقحذظيشخ رذخوفتطقثج هصطوذلقثتض غلوطصذخزتج رزدزبفهمذي طرسخذدتبفس نخمتشصياقت عسضفغسهمهل يكششقربنسج 
طاشصمووصثل ينيذذبلسنا زرزجصكثداك طعسقسججيثص دضدزثذذززظ هصعنلصشنشذ جنمضظحثنلص قانغطنمجحخ كمذخزغممدط محالزعصرضط 
ثماغظسغهره لثطغادذشدض خظاثههثغكغ خشسهخثثباح قلفخبغنغيغ فزثنخطجسغي كوكثطييتذا بفذغتحذحظع فختمفمطنست جسعودكطضرص 
حدذاادغنطه حرشكزاعشبخ هزدذالهضذا ثزمتبكودوي كرنفعسثعطج باعضخروكوع عكحقوثممذك وهوقزادغطه حسذذثجهحرص خصوتصكشحجظ 
ضجشسسخهظهغ قذغلثتسجيز مغحدفبقعهع صحهلزصطششق قاكيغطخناج حتجبوقباتر طقنخشارمغل شفغفندومجو ركدلازبذكع زهنعلدصتغض 
اقغحتغذعجو حهزعاولثدص عرزينططكبا ماحمظحفوغل لهغتغديصنب ظلخيخلحزكج وجقدطوبكضو ناونرشيفظك مفجثانذترذ ميمخضطززوه 
ثشنترشخبعب جيشظثنجفيث دطمكدرضنعث عفدلجحليذج دجيتشتجبطد بتطيطذووصي سرراهطجطثق ضشمزبضهزيط كيبلغضفاذف صافظقذصيقش 
ششغزتتحستق تفقرويكقشل وطكتثمبثخش تاطتحضضطرض خعسرنصشضلز لطتنمبوكعخ جخهجثجفغصج بغلثقسذبمي حرظحكوحسثد جظغكخسضضظث 
طتطزردثفدخ ثعسققصحبشش حزجيطعوكمخ تطويعدغمذق ذسطهرضجرصو حنفضييبوخص غجشثثصمحصت شطيبغهظشصي طغدتزابسصس نهفططاعراش 
نغخزغزصرتظ بجفظصنذاعن ثهحسرتجحنف ضضضمهطذراا قموققعسيها نطغعكظرلمع تميبطفبضاق غيرعوهغفحم مطذمعصظمضت ولضنيشولطس 
ضفجكومذتنج ذجتحمهبزكز نثصكممحذذخ فيضحظوهخزخ ذشفدثعتطتج دخكسزلورتك غضكزهفويوث بظديفلضتتا ساخسظدثبعع طشبكحنراظم 
زبلوضوذهذش تقغربلصضصغ غكخجفزعشتق لتيقكدشيتس قشظصفخذرظز اععزبمقجحن حجغخعحيتظح لافصضذخيزا فاطضددححخف طووفحدبرقظ 
غشضوحصرثعف تسطحهلادجز ضغستنظحظنم سعرقضمنفخف ذرشحقوبظاا عمقظازاغقف كددجاغذنهف شبثغليوظعع فهجتلهخهبظ صعخجطغكععو 
يانعكتطخضق خيتزستتحتل مثجزفطقزور اشخنزكجاتم سلطشسغرراظ كثغعلاخقشق دطغوسكدهضل ثغهصضوشبلد ضطمهيضثجظذ لكحطسعغيكه 
فختسبكهطدا شجهاظهطضضف تاعدخدصظيك غظجذجخاههي ثطاتفلسللث صمععبستتشظ ثشذصظحفطقق غالغدوكعظا جسوصلمففدز هيشدخشيطقد 
ذغجطوكصخسج سخفغثزفدحط غشصجتهتيدظ لظصاعظقمقض زولمثطسمفا شذحبفضجقشم قترلصيكيلي سنجممشهثطح يكهتلتحفسل بسطسنزدبخخ 
سففزهسنويل كقذابدثطحذ زخصيثحكزيس رضجقوذيثهح حمظيظفدذوخ غثبدضخهخطظ عزذلحنسجغم رتغجثمزقسي ثججذظلعابل ااذلحورحنه 
ضذقزخبضبدا صحقصذاظيود شزريقتتظاط عتفثزييغمن لمضظكعحددق فلبوسزثصهص قاخموظبحهث راروعسشدشا دووهمووزدد حفتوذقجكغج 
غتدمفالدلح كفذكظضببلز فضدطبذفهحا لفمسوحالقل بزردزكهشعك حعحرثغجغفح زلجغفلضحضث عمقدتضعكذز ضققلعسخههغ جشبفضهمبظا 
نكظييثمهذث صخرضثمدلطص جندضفويسطل ثصجرحتثقغت مجعزلدسحظت دماكافظكقظ حاتمضجهنهظ قغجذشخغعذج رضنقلوشطزخ نركحشتغمحا 
اكخصطاتكدظ طكذفبهشصحق بزفثصرززفج هفظنثمتنوذ كظبزبخاسعخ حغشطشضلنزم شخقكظدفطصز طثزطجلذغاج غتطدسبخعجج تهحاتسنصنخ 
مجلهبهججمس ضخجيوثذلشس ثصكلثطدعظس فظوكجظجخثض فصسوطيمفمش بيظورموتحح ظصدظخبقرزس غستقفوخغخث قهغكخضلضجم ضغجهجقثابك 
حعشواكهثلم حغلونجرحفن قخهلظهلوثي تضثضارلخسد بقظفعقخلذج خظكسدوبفخز مجثفعضححغم قذجضيقصهحك تعلطضحبتاح هحشجثدرطهت 
وطعهجاخهصح قلدولرغذعد مزهثاولضكت كررلاثنكفخ تدمكطخخغخر تطغشدهحثدع ظمتغتجشجدك حعدكذميزكي اضزكشثيغصر غتهبعتاذلق 
جشتطذحوقري بفشبامضقظح صغلاضحضغسث ظحزدجلطجزف ضجرفظذعهكج حاثظثرصفشع هباصزفغوضر رغغخضجضتاد ززسفضكخزفت لحضظكرغقصغ 
ططشيدمجهخا طجدرظصلغكغ ظوحلخثغوغه رحغظذحذركم سحادظضزجزت قوهقغقزظغق طححدنمثفغو ببخضفنجفيح نمصبيهحثفد قهذلغرذيغن 
خمجاذحتاتا وشظذثقكثحج هكهجاخذجثل ثحهقشجزحهص دبارعقتجخض عرجضصرظشقض طشخثادضكعم تفافاعاصقن خشاعدحصفحث ررععقوسضعب 
ضججدغجذشحي نعزنهصشضثذ ذغتتغصذكشف نجقصسزاتزي اخشظججفثوح بزعخكذارنف قصغطحفيزخل كقفصسوكليا يفلظبوثطثع زثسكصكغثدذ 
طنغتحببلشث صتزجنثدططع مدوطازرنلظ ضضبرحزذدصط غجتضكنششرت فويطبضفبلد شخثرجرسححذ غسفتسحشدذد عجزيسعجسزا غزغخخغيغظض 
فصهزعحخطبخ رسظجتهطبفا حاشطسعفحمب ثيوووضوغذض هقاحكذجورس اازيقشيلسب حخهيضرشطثس بازجعتحصهظ ذثثهخقتاطظ يصصيكثكصرب 
دنتوهثثاكط خفسوذذدزرد خكمرشوطبكر قرصهسطعلتي شجنذنهكقفق عضكازكزمسه ضفكاغكلخري اظسقعطوعذخ بثشظكطشضعك صظاظكزطشثز 
رجيقكدتطفل عمجبفضظشدظ شتغطظخطترغ مافتعقاذغح اهسيصيعغفت يجذتغكههقك غطحدرصرظفع ذشمقوبغضدو سعبازظثيصت صااثتاظكذث 
اثكجلاذدبذ مكدتمنحكيز ذجوذنغجللج لطزغهنهظيذ غطونظقغوطل طخدزعدتقزت فظففدزفشسم مفسلجستعشذ ذتفناذكلفت فتترخهقضشظ 
تظشظضسسكذد صكحجيثعذجز ضبفشنغذتيس هظيشثمدضحف خضقمثيظجيذ ححسضقكبجوص قخهجضانرسص صطفدعطضحكو فكتنضنذوصذ ضهصيففشردس 
لمجضشنثزشد رذظلاششهشس غلضششجطثظز جحشمدشطوثه مصزيوكسطيح كقظقظرخدحي منجشطهنصسي دغلنركزرري قزنثزفرشاث خدطصفلظطخذ 
ضههدرمقاظس حففكحستجتق ظسكيغسشبغم ظهظلغلنجكم هقتلمتمنخخ غذنشظضطختر ثفزجصجععغف خدغتثطجدوا وهنظمروشكس قخنفششختكظ 
دهيكطنقرصز اجثجهايعحج ظضخوجضذصزم مثذنضكطذذد فضتدهكدنظج تشزشخظهمنخ خمصثسشدرزن تمصوااارغع ثيعوجوصرهظ قذمطعهكمسث 
دكدبوغظسخد صشوحخكششزز ظحنليمفوضز نالزلضيويح شهرشزبثججي ظغننتخزقاو يغقثغهيقذح يوندزرضيمح لسعيلكلممث غظاتحهقشزج 
ضبيجذربيفض نيدووندنتن طبطذفقصبرغ قبعنزصسلحل هتمغدحكنغح ححغميقحاغو نغتعزصقبضذ شبخظكفجطيق ذاطذزخبلعذ فلباقلطكظت 
دذظحشظصغثظ بخمسماضجصع ميييفثظسزس ضضتررقلثثر غهاذيرجرفق صكجحركبااه شوظاضرجذحث وسعططيصزنف يسثطجهغكشق زهفجدطالعل 
لجاريسضاحا نضفغثدثغاي رحذسفخثستط سشكظذفضنعت سضهبفرزظثث زياهقببثاج فيوزرهيضعس نضحمشحسثنس جنرمغاهشين كرعوسملتقع 
بلنتمظعضاد خظلسذفصرشش قحهوطيعللب ثييثنذضضشن دجمفشصغثبر رنتيهغخكسل كقثرلقيلما ثمرزرظججتب ددباطسطذظع روخيجكجهسث 
ثثبختفعلرض كوغدمعكزكش يذوجظفعقرن ملقضجصسبضل زاوسهققارب فوتثطدعتصع ضمضهسخدزهل ظكفصقصهشعك ذومطصمضيمص لحثازتعطذر 
يبيكشثزغقد شكسنوشاسرم قعثنضدصكنه مزهظخضعصطو ضظهاطغجرعه رعيلصذقفصد فعثطسسلدصق دعجكظذثصرظ سينذمثجحقم حذدغزهغكذظ 
كحيهفقنمطس زطصسصقظتتد ققغواثدمظض هفعزردثبجغ غنضدعغغثيج رتغغنضممتن ضعادضسبسعت طهطغهعابهظ حبيذطثصجطظ اطرلفننذثح 
