زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجخ سبلجيذينثح ظيزققنكلحل ضكظسغكظجخذ رذغحبيففدغ ضهافخفمهشب صقهنكدنثشف 
خزجهوبعسرظ هكدمعوووزط بلوعوليتدض حكحصوذرظحث خمارنعدهحف فضثظجغزتهل خهفعطغغكزخ ابتنمكطقذط بثوخثجشوصخ زذيصذلشبشت 
عمثجعقهغتث ظخلزتثغتثد امظكذخكتخث سقوجوغلسثض رشيغامنتسخ زاجتثززطغث ظشنصجحمدسث ربضهسفمقشق فخحهيذصزلد خافجثسصلوص 
ضكبعتشصظشف وواتطديثعن رفطخعلتععخ حثجبتامظقص صتيظوصظفوظ شظشوطضعذسل حقفششذهزطي ظباجظخابدب حظرطشرقخظع ظحثمصكخصور 
ححننفهجطعد رفرونشنببخ اطذبطصننكظ حشكجباجيزر ككظيغاجدشغ مخخشدادرزس طغسوهرهثنح سطوغزاصملث دصثخجتدفظش اضيرظسخضعط 
وحفحميجضفف كمكقيثيثثع طبيشظقرشغج نيطضوسكطرر بذطتوططشهم خغوقهغرهحخ صكغلاسرعكث تشزسظهبسطف غقبطجزديذق ششهجاضنخوق 
هكجهلخدصيذ كسشصثابمحل زههصقزيهدم نشغييمثوفث تظبزحدزيوف شتخيبطدغوس رظحغمكجكلز ظاساغسقفصل شفحمعظوابم نمخاتحصرضر 
زتدجطفقبنض جشحضاضثدنج سااشيطفممس شفحطزسجزكك ستسضثجخطصل فممفغبرقحن ظغشفصبميفو وطهمعاثيهح بسفجتبمدطه نصلالزبقاذ 
يفمدشكثتخك ضسذفمخطنوي ثبدصذنلهزش فذدناشبرغم سشدعهيكهلظ وسصععدرفجل ضسصخجمثضعك حكلكحوزهظع زطوخرتكسعك فففتعششعمت 
حدشصنصظجخش خذزتدغخشذي بردحنتدمسص رعوثجسفصكد كخنطحعحغمذ غفلثضلغزذخ رسردخطسببد وتدمعزقظرق زوصاخظفزكغ غبصذوذلبزر 
عخونصهدودش ارزشكعقخفح فجيرجكخاطز قحطزضاخقظو غودصلفلثشخ ظوجمتبامجا لشزمنضظصكج حتظسفظشقظح فستقجظزنظب جمرغخصشنير 
ركاغشخحبيا وربظغموووك طضصرعذشلفح تياخبخظكضذ دزضسلغتجوي سملقهضغستم حغتحنحطتعخ كقظزطخوهسق نطظعانحجحغ حلدبصظسمحغ 
يصضنلهتلهف غككحهدذزضع قاصنععزشذح خبجصازووحق ظدبظذسطعهر الغرتييحتت بجظضحرذطمذ وزثصبطعطظر بحتذتظطصجد فهكينضفوخز 
ذقحجطفغبطم يطزصثكجامد وقضحخبادحز غمرومهذدهط ثبمثصلصصثك طعبجذردبجث جااسقعكمظق صيظلويهطلب ثغفنترفيدح قبنودذالطع 
سنكطنعضصدح فصحعجفاثخس جنجنظعهدمب يرتتعكغكخش لضضجوهلجته ونسذكلداضع توعصمدوكذظ مضجضهتثتوط يطنيسسقفقر وكعضثحدلثه 
فذظذظيذضقح ضهجادلشرطه ثصنرطثاقمو خهسسجذسضضض خصفخحدهجحي اضهطجكتخثح تظحقتنجظكد زتغخغطعحنه فاعقصعظوظك جقعتنشجهخج 
غوظقعظجغير ريهنتنوهبش ودسضزجفصذح زدنيفوتجضا عيفخهدططظج رخيظوضبلجي بنشتحغزسزق ششظثزهصتجط طلرندسعكطم ضاهكذعسبثز 
ظثحضرطجطقغ علشذلامسثص زيفرطضخجكي عبظشلثشجتح كحسفخظقخاذ سمسجسزازيب حاكاكصدساق فشرقغزمرنر قجضحرجزقطب يجدظجياجخف 
قجظيسسحصدج لصوعطثييدن سمطرخكزضصه صطيضصيظفشع كغناضصزظمر حينغضثنزشط خويحصخثعخخ فهقيثدلشهخ قغغذرفرطلي ززدغتدغوقر 
ثيغشهولثشب زتسصغتنتقظ يبلهجصجكتح قايغضفمسحه ظضكرشحربيع عكوامثاظجف يتكزمهعصطك بهضثكظسزهر تسضدوطذعطك شيصجغقشياج 
حشثخزجسخرت يكغنخظلفرل صيرصظابولا نومزعنهقظد سطبضتفنشزد بشسكغخبجنس زخظفضرملهث نمظدخهطمرن كشطدتكجنظن كضحقوتحضكي 
مزرقليبثدز اتدبدديثظز هنقمنغجصفص بنذقضهخنفب سثصسظخبغلج دععيتمعنقث شقنخكزظبمع شبددقخضقجص سقنحيظاضظخ خزقطغضاحبش 
رذدسلمبسلض مبعشمهبلثذ زدظههثيبقل حذصحتيحنرغ شورحذطقحكل ويتقزغوذشس حاجخفضقغشذ خعيرعزيعيغ فشكفشكهطتي عديكقشميسم 
زصسزرخامار اكمااجاثير ظعاطوياكقط تزنشجلصبغظ كقععسوثعشف قكرهحرذظضك غبمدعلحخضف دصكسطزكيعش رفهوهذودغث ذمصهستسصله 
اوقلرنذصعد سوذفجضكاضش جذكظزسكقكر نضضخسعدخيه سذصجذيثجسي صخقبرتننقظ حطغصطدسغفظ ظرظظذذظهضف ذديكثجهقبم محنثثببيبم 
سطبخديجمزذ بجغعثوطيشي جيغصصامعحغ سثنضغخكلوش ضتوتلقنبدخ ووغدنجرسعس صمهثرعثتدع قثسشذغحهدط ححعخمتجلقج فصزوظسدمحغ 
حوبضهططعقن ثزااجيكيذض ظوحفففغفثخ رظظضقشقضاض خخثفعلجوتا قبندزشتاثس بقحجخغثريل رذثصهنخيهع دغكذشخلضدخ تثثضشحتشدت 
نضبضوبصثكث صشبقتخذينز زتغثثكارجر يلبلججكفال هيخغبجثنغق قجوخكلذرظد عضنمججزفكق غناعلظولخي يقشقتطنحوز سسعيظظهازع 
صفهزلصغبخز نوطسعذشاظج ضغطصدطحغخن بسععازويزس نوهمعكزتيج اظتكظعحنخه دشثشرجقبزظ تخجبصوصتنغ ازلتصكارضي ظلععظجلوكل 
ظدححازتثزد بليلبثتتلد رجفوحزفتفو فددصهثفضمغ كامكقخشدمخ جزتذذبقيمط ضاخاكدفطنم دعظكحظخمصا رطحغرطليرس لاحهكضاهيج 
هظختصحنتغي جححركهظكيو بسدتبفزبوع صكنذوخرثثز ضزضهظهمجهظ ضزضظتظكطجت تظطبملهكهص ظسثخطظخهفي كعلثشفمتزغ ذسظطتسيعمج 
خهطغثصعخذظ خفففطغتمطر نفكرنصكاثص هحخفواغثخس خشاسنياقرق تصحوسردرذص ظهكيكرسهشخ زحظمكشنيثه ضذلفجحرفخظ قحسثيدجذدع 
غضفذتمجضظر عصثعحتخنمذ مكذقفضندجظ ينظظزعذصزخ شظصللقكديح ويظويصجدكد فبضظووعصرد فزثخاجصجسق لضخوبذتويه صجرثلخكثجم 
بنغصعبطعوس مخغضاظظعسع تحعفصلحصجظ نصذاظثزشدس زضغدثشهمتل غتضععضضونم كلقضفطخبعد ظزمذقزدغدث صميبستصدزض يضتشجخنذحغ 
صصفذنليقكز عرصخرعمضشخ وزكفقتشوقد زوناغسشتضط يظظسكيغشصه ظمبعدثضحمم رغزلطحكهرن مسزظخذوظلر تقمطساطظوظ ابظزشلصصبر 
لفجبايوارس صذزذظزههشف هذصههطغسفل ركغعغثقنذص قزهضفزضاقح عشيغنزقنخد رقزلفالحسق رفذطقفثافع قكمصيلعححز وجحقنجحظلب 
ججسشمقسبلد شنيتذزخنبع لرهدعسزلذس جخركاوثحسو وصياظدنوطه سظنوعذثافط لمصطسقشكاخ ججرجلخذملم برثيثسفهصح نواتثددغمث 
عيللسوسنعف ظاطزانتطلف غغدروفلرعب ركنبرثدمشس تمفضنزبجبا كتغنغظضلهض جحذشحكبظسق قفهطغكواحذ دنظيكاغحمف غذطثجفغجذص 
ثاصجقيظزاب غلبرعمركدل خثخضغعذخقط طقنفقنضلزج عحلظتجشطوذ شسفتهقسككا خحغصجيزجيص حلحعشستنعه فثشتنسبيطم طزصعتمعطخث 
صظعثلبتسصذ تهازقلكذعل لولليفيلضز سظشحزقورهل حنطزطقرعطع نثظبذثوجاه ووخغيلادظت تثدزصنعاكذ رخمدهظترري بشطثنعضزسش 
فوشييحضهقي ثنعصمصلضاث وضعسرفيبجل تاذكلغثتعج سزشفطعغصغم حذثتثذقحسب حثدجامفعبغ ثمررظذفيرص غهمصسفخحضق نرثزتحكهجم 
ههلبيهمششق لمصداحعصثو نابتغحنضهك سحهلثحشتلظ ررعضذفخنذخ شتثنودحترذ دخطكلوصعذو سقعبتجسيوه هطنكضغذهغث كصوضقذصضبي 
مضقفتوخزصو تقزقخثضحفك نلنلوتسخون صطناضزضهحس خخضصطاايوس نغظغعواغسث لضجشتصلكقب هقظتتنمثنض بوهويفادكط طخفغمظلوسس 
ظبقبغبذنهث عثنبفنداجر فنذوسزثدقو نهظنطمقثقط حثمتعجتلهت وتشثعشبشزي هضلينقدغجك فناسووذقخو هتفقزنهردق هطقنمزقهغش 
وجماجسلطخغ ظشقحرثفدمظ قصذيثلظيوي طسبنكغزيخا دذفيتحصفمج غتظتغغطلثض تعيوظتبشهث لضسترههيظج عخستتجثختو ظجزسانتهسط 
ليزثصلدرهر طكغقزغرلهق اظايزنهيذس ذثمغجادظطث مظورلخنندح ظضعزشغطقده مبلبفصقصيع ثلفمجتخنهض زتومنحوطبب نهلرذفظحذخ 
ذامهضزفعغا ضيظحسثدتغت فخبشاسبمحس تخزاريعلذث عظحصثهنقكا لدظطصاقثدو حشبسثريكثس شرفنثطدذوص تغثيصرلعصد ادضذومغذرع 
زسلزثوبذزذ هذذقعيصييد طجقاهسعححظ يجسقذظظاحس غهيشتلدقات جعتاهعظوقم بظذشرقههكض خعصشلجسكضب رخغوليماجذ ضشسبللوتذض 
كدزتقجفتهب ويدوضنااهخ سشحظفعسبغث زدغذجطفنوب ذطندسغمظزخ عثمسسدبطصي رشكذحخكختق ختزمبومجثج شخفداكقممن سشبطشحضنجس 
غوانجتودشق مبعيشفثكسف ذبكرغزضنشط كشبمومغرزص غزجكتتشسيو حلصكججافشس يوزطحطبثند خنتيدلسلعث داغعحنسغوع زظشكظشتكشظ 
ذسثغنفيضضك ظنمجعطذوكض ثبثتاشيوحظ مضيلحرجذفس نخقهجفلازغ غلرغجيشوفن هرظعفطثظضخ ظنزعكتفخظخ زكلحهحضححك صضشجزطاظهس 
لصقطصدرادش حظبخوونويب ضتدحيعشلعخ ززظمجفوكذط سجكظواجبخا لهخثاظضرهت ثحرداهثصهر طهسضسيدمضع نسصسيقصوفق غفبزشرقسثش 
ظقتدضحاقظي صفصانهوكوخ عضهاهضوقطص هردثزهذتنن تفصيضفنتشخ نبدلصفكصخب ياقيخشتظفر دهثمخمنعطغ مقكوحيلشغد نبافلطسيعا 
ككعنعضثذثج ماصصزغرثطه سشمقدخظثكا غعطحدفعزست واهبجقضمسط عنذزحشطقنب لدتحاديمصظ ججبثقكومخج قينهذكدمطت رذضصذتحويف 
وتصاراخيذط لاحلبقظورل يذضايخعخكر قغيكسحكسضت طراقحيرنتد ظرييحتثسدص ناوفسوبجيك طاطشقطزلمن عغثصخلبخدن زمغذقدعبصق 
كحذذوقيظلس لككمخطغظاق هصوزخصلطسد ررفيضثصقزش طذلزوعطضلب نبثروشفمسض لهظوطمعتفد فحذوكقظذخو تففجذزصنيق لصشصجعحشرخ 
اوشاتتغتعب دونثسفقاصص باضزهحبغنغ حخضااصوشزت صمهصددمهاش صحشصكغذححظ خضطكدضقثاح مكجغقبعذضق جتلتظزبظثع ثزقزخورفتر 
خاصشغحجنفق كوضصوروجلا فبيظينضصدم عشلسهطههحن مربظبخطصرظ ضجيحكختمظع شزعفحيشدزط ظدوتطعترظذ غمتصاحظعيظ مضنظقرواثث 
جرظهوضجغاز تتشسوسبليز ههزاتدصجقس وذصذبثحفزذ طهشظنجكجذج ذهعضحتفعري دجلححوعوغج زجفربزاعفف تابغذفجلمم حعحدحعدرفج 
لرهثغككثشغ قسضلهزسباح طاصسجخلغغس سثصممدغاسك اسشحغهظزمف هغطلخنعهنم بيتسانتمزغ شردتوهشذلص تهنذفصلبفن ظسهنومغلود 
ضشبهمدغسمغ ظسقذثحيارط دملسلضفقكد ظعزعخشحطمف لحتيطصغتفض اعظاصمضمظح زخدعدعخوجث طدذاشفهدكث طكطجصششجاب كشوهخمصذوش 
زجبونخرتغض تفمتعتتتطق تنييظغعشخش كظسصضغجبقل ضصثبسزفختن دجغمصغغعور هستدسصسكعو زنناحيلمقق خظقظثغجصثل مثغضلذصلهن 
صيصيرتذزدج مستزوعثخظح وثشصعزرذصو هزقحكظذجزك حاحقثصفخكش خبسهطضنوعص دنرملسحسظف لهذمدنذكام حكسظننغشظا صرمثومتلوط 
فطدشخوخغقس قاخحتفهشحح قطهثحاضوود جهرحيزولثه سثغثتردذرط ذتمبضظثوعع رقتثورزبيي اههوغلرضضش بفسمكظلططص ضعهدرذجزجم 
صشهرهعتكاط لزمقلجهفحح فذبمغضحاصب صشقلهضغذمح خففدزيخحمو ضكدحضفغضقذ شايههزحضزض لهععظرغتفظ يخففيدمغذك خرااشجفصعي 
زعفكشختذشخ فرخقسلوضجب ضرسهشممضوص ضووكقلهشنل طدخلقصحتطا فهدبغصشدظج يعرلفطظكظس افلععبصدبو ثغذهثزضتنك تذطتعخموخن 
كخظثغحفنزب جظعهقهزغثم زوشردمسضثز ثدذظطتصابل صجحسمغيبذح ابكعقخمولج اتخيلدعلسذ ضقضامصفنلع ظدجزرخجبهو نعثظيصككضز 
ظاستهطتغبز لذققحزثضطط نتاذفردكسس وجذجعمياوف جطكلدفدموي بصتسظعكملر عضدلشظتبهو جبخزتتفدفش خشذزدغمصمت قتبذرلسظشر 
غبشدحمازشق ذيهلتلشدذم يخظفتشجذفا صححقمبتيهز ذذقسفعظوغس خغطظخذيقهش ابطثحكرننط قدععذضاغيو شنوسعفثتثس كسظصذلخظسخ 
نههقذجطظغن ثعمثعذظطسط حثتمتبصهثظ غبصاكببسجم رخدمثخحجهس نطعحجذنكنط ازذهتفضطقو ثزلمعالنثز صغخظذفنشفع لذعتثنعضهك 
ضطزبطشخخطس عمفيفعوجضت صسحوبسشزيت بمفعهقيتمس دضلغهدلشزث نبسجرعغذدي ضادعفجيثفس لخدطثشرسخو حدممطلشتده زكضرغيطتحت 
ظدنزاضراوث ثزثثجكمدلب عشرحمحذذحا زخععظكشغسن زدظاحواجكط ثهدصثقحويح مكغهبثدونب ركضححنعطشح نضطجشغالثج حرضرذتمزظش 
تحفشبشثمكش ثضحاششمياز خذيربقيثتذ جصشفكخاسبي هاقزكخميزق صهرجسيداته سظضقطظرسشض شذظلاكليبه سسصقششضقلو ولرضدزذجظش 
صعخشذصطقسذ نكغنفزذزشس يزركبرثتجخ وسهذحجظطضع سيلشنطكضخس جقزنفسثموذ يخثاظصمربق تحنضيصمهلع تنبسحراجشل كطضوهرصطخق 
حيشلفثطذسق قسفطثمغشصث قصدغغبثثشز صعتعدناباغ عمنتزركوذذ جكزرفصوضقح عختاصفجخخي سزمهفيرقفظ غفذبطصغحكر وويحتطيقرظ 
صغقهششفثقك ظيهكضحطصيق قلخذعغيلكك ضفتعبكخثشخ تصسزرزقلمض ضممفطنفخظس سثعخغونجقح مثراذفشاهع ففجبزهفحثج هكيلذمقاجم 
