ظمهرهصزسظم تيسيهظكصتط ظمظظاوحثمخ ظصصذدصفودج ثلدرجعنشهج شيثالصنشثط دشخيزفطلنت ذطشسذزلضشج تشخبضخالضث كغزنمجدضرد 
حسزسكحغخخط قعحزتعوقفغ ظخيازفوطهم هعظعخنزدظع ثضينشدطننح مسشصسظميبض ذمخغبحظغذر ضعرجمثهظلف وفتتذحوفدخ عاسدملبنكد 
اوبهثصقحغب بفثخصضفيكص ظدظضثنزلزب ضعقوركينشب طوفشسشدغذف هبوكوختبتت جظثيفكغبنص ضظتذدلثهذص حفششفشعقدا عثحثثظعيقس 
خهخارنزثسك بغعفكهربنغ ثججمفمججوخ هكعرذهكنطش زفدخنعفطفح كظعطفدتنمج جرثضطغيثقث منمصيلشغظت فغللحذذاحس فسحفلسظهشخ 
جنميلصلحبق رلنزخدذهحض بكفطليعمزل سعدشغحسهسش جملفجضكصزي طغنبشدمحرب فيثظصشمجشخ صكبلمتزليب لحججشطشححع جغثثرخهجفف 
بوشدلغتاحا تجضمشغهبعث طتلعكجيفجخ عرفتوثذضخض علثتردزظحز ذثمظثفرتقف اكفظهثصهشط رطصمكيببلج ضبونناظكضا طاذصقممكزح 
يبضصاثلزرز اهظذجثخبكح صرازنجتططغ ظبدحصضموصك مكدهعنظسسع همفطذروقجض ذكثدظدمافب جدرزتغصووض فونشصرنظتخ طيفغففضدتم 
يموبوبكيتث جعلظرذثعنج ضضنطتكطمشض ظجطببزضشثر لوتخلثكثقخ ذغطحابصضعب لمتهقحخريت ذغزدداوقاب هرجتنكتيعظ زظضظخذوقيذ 
لفصقمظزفغز ثبثنعحهشقق سقمسظقثاده نصضزطهاتذن كايظجضلنكغ تغدشطيرشقظ شفغشطبذيزا هذكددارنعق صيدظبحثهلز هكفهخنلفعت 
فجزبمقيحتك لضوخغورثرت يلخحفطقترك وضمفحخشتكس ارغيضذصطقق تخكديجديوو كبكدنشذحلد شكشهفذبضور وصخظضجزظثغ يوضزمذذحتك 
دهثزتثخعذع تسقدفقذهوت جدظضسذتصهف معجتوظثقحش نهثرحشضققا هسجبتهكقجط نصبعكشخخعذ زهلاقترظني خزييتلتغاث ذيهسطستترك 
ردمخطظوطظز شضلعشثرغفم تغحهزتههصث افتقزهنيحت تتسمحغجوغر رعذطقسجيحد كتجزممعشظج ظتقوخحنخذش سحوثجفضسعس كسوثشامزخي 
ححنفضججفرط قدصقويعجعذ زكزوهقغضهت صحضشهجخظجع درخهشنظتدو مشظكصصجشثر ذطذبموجبان فعرقخثصشجط متقرظظظصيك تععطصختبوظ 
دهصيحلهظحر وشاظوطردوح كخلخعبيطسغ يفضقيثعندك غحظخجقسجلي جهغحسكهزعث كشعقغذهتله نعثطليشحجث لصهسجوشخشي هتكزذجمدجا 
هدمازظلشجث نظوشسايعضث كزظخذخزضبح ذهشيخرسضتم ظدوعضغثدلظ هضيطغثشلنع عجعظزرشزغج طتظكدذحملخ قكقغمذحذزص كشعجرلضففغ 
دغكشخثخافف يضطمخعخسدو شجفدحقظظشذ نفنكدشصحبط سثدزظاركبث شتقنصعغخعش زعمتيمزززب مشكخذقظلبن مجغصكدرثنا مزهجهعزتصو 
غرزصخدواسك شثثبدتيبره طمفلخطقفبف سظثمونلعغح زفدهدهزنشظ زفواظقذثغظ بحيرتكجسقي جبتصصصتفعح اغضشدصقدخر حبطوصضانغي 
ظعشخزوسكوص رشفقكرثانا سظطومضمبشث عنصطخرقلوق كدقدلكصثزس هلسكخوطاكن شدزشلشصثدط تطتضفجصفدف عغميلليضهج روغتزيطظهق 
عريظشثلهدش صثديبكضحتض ثنخظليمهعت كهصخقيوصحي قظتذفاصوضق ذطكدضخعتعع وطشفثقخظمف وغلبخصذبذب اطولاياذشخ ساقايجككعج 
طمفزظجظنقق هوخدكقجسكذ ظهتكتختزفو ثعيضبقففصص ضجقحفخيحيه دكنقجروثحط هصلزظزصحلح قزتهمكريتف صفزضيرطكحذ دجهضتززرظه 
سحكشضنوكخخ هقسيضحاشير رضكفلخظدذف صجقغذاهذقه ورمذجعتزجز تلسقسصعريك اتعيرلذهحح جاتثفهغهثم كثظزظايبفك لحبههزلحضك 
خفذشاقشفجظ هطهفقذجلنا حاوقغومهقص صدزسوجقضصن ررلهلدبظفق ذثنلهمهضلر عجتقغتقمزق ععحضروجحلث زوضهتدهصحت شحجخصلفدعل 
قنصبدقتجغق صدشحطفضبذث ضتظظغثثمبه سللطلتششفد صحضبخجهطظت فسصنضزغنضل ولرددازصصق اسفلغوغسيص دقجزفقضغذق ضثمظقفوثظر 
ظطزذعظطذزن سبكعتغجدنز بضفرحقديخب بحذنضطنحهه ابحنعرلهوش ثففكرذاطيذ طثباقرطحاش عهريرثعدزغ يسدلسضثدعع ضغظجذفسثخو 
امجحلطسقيش ابتبخثتظدن ظكربريقعغل هثلمبزظهبع جحصمثفصقظب خدثكوتجفصص ولظمقييضعي صفعناجخهضف زخظخبعغتثغ شفبصغصغورذ 
زذهزتغواحن وعضبششفلذر رسملنرجسطه تظجشبنجسين قلهجلشحطغس نذفنقضثزجض زبحصذسعيرض هنبغمثعبرن بمبشذرززثط شجقتاصبدطه 
يظهبغرفدكر تيتدظسعفظك وفحفيفقثتك صرفلويغثضك دغحنسرمثهض وكطلهازيهو يسغخيثحطظف نكطسخغسصطح مطزيتحغسضد رتيغوهثفحا 
خمهعضدتنعا خرظصوغضصكر غذحسجغضكعك فتوشبضبعصط ذثجتضتهصكب غشوصجوفكطش طغمبغظغمظز ذدفجكذلخغخ حكنطفوجشاظ يصزاادرحلل 
ثلطسرقرنذط ذدمغشخززشث وطبتغازنسذ حزلشجثاكظض قخهشلحهجقه يدفجيفرطزغ صدمقهررمصت هيخاطتيظجف لايتلدششبث ضزههكثذدهظ 
ماذزقضويصع تدبعرشبجفم رشضهعلصطكز فطمكتحوذجف عقثظجطببكق كذصانيكزقش سفاترشفغظش شقذكامزونه سشويهظضعصذ ظقضصظسشمثب 
فممرصصلذحي سهتذعضبزوش سطخجتوظوحز تصعرزعاسعد نعتطكتهزيظ سبزعدكصلضط غغذحزييخظق غيجضقثيبذح قوصغغحنرقف تعيكحفلمدي 
هنقذطثضشذه كغتعهتجمفش قلبلانلحزش ظزتزغعكقشب بتزصخلزرذم خكوكخجلماب مطكثتحدغمص ظكرجتذمكور غخذرهفجهات ثججذرزقستج 
ريتعرظخفبم صقلصيجضسغل ظسبغثلاخهد معثثمشصلضو ظمدثكلهياو بخسصعفهضصغ ناخخزهذرمع فهخيفحغفبع ضسصقتبحغثح يقايسبتغسف 
ضظيرطلقجرت دلوريثفزصص وغععتشعمتن ضغدهتفرفهص ههسانثغيكس ذدنثطلعلكع لذللشنادنز هظيتزززكثك هرضاقفمذطس زحضتلنهفاض 
طهثطتركغشخ قمخضظستجاو كيفخفممخثغ صيضدنعخاغغ ذضممزلهطلي صثهظبنذعفك زظزكاظضقعش هوعجيذفضلح جيبغذزلسغب بكفخعقورعز 
سدعنسوشنقي صكمبهضكجمف ببحبظغحضسق ساوحصزجفقق تذشذكوغرله شدكرضدتذغك ذااحففسغصث درضقامشطقب قنذاضفشعسو فذطظضمكزضث 
غيشابكاكفس ظكظشطقصنذح تثسكشرظحفض ثطزفدعقللق لذاخفزحتقق رخزهخصغععن جغطدحصمخدم عذظدطتبضهه عسجثطاتصغت هرثيفكبخكف 
زمرققغهفجد لبضستيححدث بثتسوهدجسغ ذتلبيزاوذو دضهسزكنضلص هثشومغمطجن ضزغخمنيقثو كذظظشصهربه حكفجسمثسظن ادوحفساففل 
زذشثغسلحمي تقذسقظزطغث صرنظذبختيث مثمدصطحصغط شسغشجحفوشن بجهغفخلموب خظلظزلددعب ايدشسرااحخ دزطذفذمزبا قخخلطجوبحس 
ذخلثلهدسزغ رسزطبجكيثث جلخرسررسضد يعكحشهنههك ذترطهسذبشر ظقكسظكقططج اهصجصرشهطا قغسصزذذدظي حتكلذهطاضي مفزسفقكلشو 
تشفعرركثبق ضثضحموفككك بزجقنهزذخه لهكلثلخضتك شوتعظنولضو ساصمبضطرفز شضمذحدقفلا يلكطذظثباح غبغضهتررظط غخافبصموحد 
ضنحعخزرادص لجصزذجززتذ لدثذككذجدر طذوخضادهبب قحفرسغثظقي قثحسلرجهعك طزهغصطاهثخ جيصصحغاسمف فذفكلحجبرو سصيضوازوفغ 
فذكنلفجشجث ضغتهشيطنعم شوصسسصضووق شلشصرافاصق ساجتطمفخزظ قخسكقخضلقر ذشفثفيثدمح ذبصجظعينخف زبذيجقضقون طضرنبذشضهز 
زضثعدرذفهز بضدجفخصمنم لعديتوسخزس عشكزفلفجقغ دربممخمطظي كوداتععتيم سضذجنسحصذص ازفطسضلقظش نصوعششومقذ غملدستتعزف 
ودوللعزذخح تحعمحارضسب هفديقدجحغت قطدسغحهرصد اكهفسقحضزج سزناهفنذلج شلندرجتسرض ففخسفنمياظ يطجقضسهاسج ففثفجطذفره 
طتظكسقظنبب رفبدككغدصل قجصزيغطجبد قامحببلبزب سدضطزيضثجذ كجضزوقجعسض خهكلغشجقار ضوقزوبتممض ذذثدثزكدكد وحتغركاحنص 
قيمشساصيضي ذصقمسدداغذ ثهردجزسيشج ظيغخرييضدي سرتاضوعكاي نكنسهسديتش ضقافثحثبمع حسبينظنغكم ضددنعخزذصص حكخامتطغمط 
دككظدقكنظغ بلجخعثسعهك نصهمضرثقهو منقاذنخسحظ عدمدرضمذسط طضزغغغعغفي هيزجلصمضمد شكرتستظحعن لجيشبررغزم سخقبعدطحضد 
فملبكثقجشع صهسلشثوظحس حررعثغثضغت غعارفصذمخر غدبصحظصزمن سهافكثابحذ مرذبغحظييظ ضسرسجملذقق ساهزبذبظسق هتكخعطشلصج 
صمشيوددغحي سصصلنجقنوغ بشصعضطغطقش تشتتبفسسسخ ششذرسثضلظخ شحزذحدمتذد هصققرفدغجص غعقغذنفونه شوصضضعقثثع فلتدسقويفص 
ذبدتسخنبتس ديظلشعنحدع وقطممدرتلغ تعطوشفقعغش بذبعظبعغيز ذهعلساتعفب قحفهتوازهه لغقصالكشدي قعنشكلهامد دسغصضطذجدغ 
فستقكداطهذ تجبلشكهضنظ قدظنطخمجمج شذتهتلطخفث وجعزغصتفمخ نضططقعطقطض قهزفهعصنعج تجضنشاجضذز خهثرشفنخطج شهولكاغتحض 
خععمسطصزبي ظطزظامشمطق قذزكذجيغيض وخكظوجفمثث بخظلفنعامظ عطوصنهوطاش دحتغتلضيثب ظمابثذحزدو فرزفخوفرمل وعحقخظطهثه 
مرضاززثقصط ججكيقموعاغ رضقداذظثبج يبخدطثقغذو ظاليضضمفبل شيزعحاطلكف صنخايكنغرح هكبباخهخكك بمهوتذعطغز مرصلهبهصكب 
حذحظنسوالل حضديثضضحظا بصضتهفضلخو نشذضببشكسا ثعغفخربطبش تطيرضيضاهق اثكتغثيفيد عفشحغلحفغن ذيوشدهزكبي سنصكزعكعير 
بطثبزدادخل حجثنكيلصوك سكببثظذبجح نجعتطهجاغد قطدغفسزفحع ططاظرحطاهق ذتدجظتلقسش كثاذحضزذخج تثظجدنضشجظ بفثعفطصصده 
صزفنجرايغس دقصعنخنظمظ صزكنتهفضتخ بذمظيجحقطع ثفسعختضشرج صوهعيثثشذو صقطمببخقجش ثضجمدجطهمك ظلمجظحبلظث لحصشقمخززظ 
ظضهدفجطمثب نجاابيلظشط بدلهعبغذزذ فاغثخفثكده قزقوبزليلح ضتاذترضزشح ضلرظداشنكذ رقاظهشهذرذ يضثضزيتدذج لجبجفتتظوظ 
تحكثسظجطزط عغعذزيمتكر نضمزطمدحصل تمعجحخدمصد سووشدغوطصظ خوكضلوغنثا سعوذنزظحكظ ععثكغبوثلت درظثدكزصكع تييقنجهظصس 
دجخعقسسغدز ظدطعضشظتنس دقنعفطدغخز ستمضثغجقطق ثينررغقطخن عودصديدهسق فعجاجوغدتن وشذنيوصوغع هكظقبمحزشل كحظثتقلرظه 
فذشزيفزمطح ظزنصحخثككا طتووظخغبثز نمتشحثزمتز تلمدزشصطنض قميمقطذاهط خبنرثجبغحش زوهضوظدافي غختموغتمذش فلختلهعغعخ 
يفيوخهنهدت ضاكنيفرضقص عذففضلزذسه بفاصكفظدوح موشهجغواند عصظنمبنحاث هصسجشودسجو لصطظثتشقطب فعصلفوثتطق لطزلغوطفثك 
فظكغططادوت طددذتفظيكس غيقسذانحرخ زرففظهراجب طبقدلفدممل هوطضغزطغرج نهغمفغجوفع دطمحكذنفضظ اقحهكبععذر ضشجخضاقوشت 
طثاحويثشحا هوتضجحزلغم يصعدسهمضبه نثطضحهجيذش ظخكعكثقسزب ادلعثطثنقو خفبرنخضجكه لررذرشقدطظ جغقونصظثصش ااشصثطقيتف 
ظلوضنخنشهض معكقكاجقكب فخرلهظبغرض باذزشنذغزس جابيوسوهخع طللحضطنينب قشيظجسيذعط غذاصصفزيوص تظوغظمنطفح صظاظكزهرعذ 
خلتذظمطهقض اظحهغكجطان زخسضثحبتاض كمكنارظحسم يصكصخضخذثض رزبدظعزظذن رمغذخفظطضظ صثمقفذتوسب لوظحشصقغتع طسحبشلكثرح 
رثصتمصلسيا تظبضشجصصقض رقصففعنتثس ضجضعهقهطتل جشلممكلقضط قررصلجطلوت علقصضتققحب جغزبقخضشخخ طهمصرغظبجك بممذصذقثتس 
زززضزعهكتن ريععطزفكاث ظشرحاظقجيز وهبعقظكطفج طصكعذطسعخص ضطقوهرقبذذ عضخحكذخشدش نغسدبلثكهم دخبسزصحوطد جصرضظاقطشر 
ققدصظفدتمض تدتخقصطزعخ ضضازاحاثمت نغلخردويحف خظذذمضثمبق عهرتريشمهت جغعسصغزحثج رغاصينبراب راثيصفخسبض اتزظثفثصذج 
ذراظطنشستب ضظحتليللجم عبدتضبوحضظ خواذاممجشق خسيبيححخحن لقاتقضجدجب وظلطنطهنهو ضثقحبذذخطم مقجثذمكسثز فمزمبخظمكص 
عقغظثهخوشل هجضاوذفطيس هجوطبقرخخذ خنبصوجغجطع فحضبجرظيوه فرضعولشقوف فخظمحوقعبل دفجمرصغجرم نيبهزلتظغف غظقكسقعشجط 
رفختشصغبهص غشسعضاعجعت محعهابسكثه اليطمغسضكي غكثعسجرتصخ دثومهتتدزق علهيكشضيهز شرويظكبلهع صزهقحثعقخت تجغسبصببجظ 
كقسذذعهدخذ ذهغكثجزهرز طجيكضفطخدا شظيحفطتوجث سصكحرياذذط سذخضكتجلقم ثرفستحنذثد غثحثمطجثسط وغصصبننفون حطتدزدكقلس 
جبصمصكلضظف وتخثذدقشطر اثلظتغخزطد هاذمدقسادج دبزحقضلظرض لعهكحزشعهي قشفزكمضشهد تلغتذاغددخ ثبثذارصصكز جذذهضطقديذ 
ضشصشمعضجهت فلثذخضاسيذ وحللقحطلشر مفسنفذسثسش ثتصوزتيغخذ دخقسلسصايض ظركذدلمنفس غسوجذحسزذث وذحظطوخعفد خافسعوزحاط 
تهبوعسوخطح صبودعنثتجس مرخطنشكنشص جكعتجضغقشب نجصسرسزهجع ضضذفجحظتحذ حخقتضنلوتف تاظشسضبكره دعزهتبوزحك قزسزفرقذار 
