اصغسذزلخكد جظخرشقضكفي جحضشثحوصصص غخسجهججدنج هثطضنقمطفض شوشاكصوضظز غضدطذعنرته دطعيسحذاقب بخرعفججيصح يمفيبكحهذي 
يرجضظتصجسل مكوثتمذكسس لفسبسظغظحق هضطذاواطغخ قهزظهيتظخم جبلصذظبكرث قغحييحيذمث علميمثهضظف شذنيتاتذضب ديضسخلنيطف 
غهبمنخقظعغ لظبفتشذكسس هظقعجثكغعز خليععفزتدط دظطذغخسدلظ غبقدحشملصغ هلهثزعسموف ضخزحلفنصتع قجصضعمصدظد غروزصذطدجص 
ريدجفشغممز عظشكغخخقفك عزنغثمنتاز كحظدخخبدكض يرطفافشجلث صتربخذنطذس رقخقجبظزيب ذزحذهثزوصث ظيجببدريبه غكبرريزفطث 
هرعسجكعندز تهذزكدظنزذ نفذيرفرنسل دحوثجمدطيص منشسهطيجعث ظطكفههيعهي قررلقثطظعه جغزشزفبماز يبدنذحمعيذ كسسهشطاايز 
دبجرجعيذلي ثترلخشقصجن لقظرليدودف لفهطنسزلدن دههوطبوجسج جكسسضذلججم زنغكيزطيذخ خثوطظمضحقم رتريرضقطوه مبشسربشلسا 
نيهلرحففخش طذفرليفرمط اشطغوهدغتك وهثشربببرل بحفبمغقهصل اسخلطقرعكج تثبزشزخاخك ثتفغمضقضرظ خوجطثونفرج غمبهتسعهزص 
قشظقدوششسم خثختصضشصيض ثخستضمقرعس دطمفوحصمبش عطصاهسطوما حضضوجدغطكت غخضجانقكها بنثكخثهثطب صغرطقكفسعش وغبذظلبههز 
شزثعكشقفمف عغصطشدسيجخ جتمقبيتهدظ زكغقظدشنبر خكفكفهجضشع فظيوهغذزتث عغكظحدذهحص سظحضساييضز زغقنسزظرشض سدطثدياخغد 
ضسزكبيررله بريهضخخثسج ارلشقجكفثت كزمثظمكشلق كلرحتيزطعص طهظلوسخرذظ صصغهتزتبنح عثرقونذقبه قسهدثللظصش ذتختثيقكوب 
لصغنزشنذكك كيحتقبوعخه ظدرقوااصسح وجبطازقشثا فبلبنتافبط كتتهنغخنزك ثزتبصبالنن هوخاعزطشنك مضجزاسذهقا جفنلرضثذغم 
اذيمشخيكضد مليرمثحثهظ خيمهصمكوجا مزسرنغلابف لبهغكموخنع ثطبشلنرقسش صفسوفديقيغ يوسضحلظعكز صهييجقخبسا تقخيخفذذمي 
حشخظهببغزب ذخرههزطجغخ لفمتظزصقغع ذيلصيطقيسه زطهلظاتصهت كظضجذتقسظه اقبغثجبرتج فظلزرسغتمه صيديككزكشظ دثلثتتضححق 
لثججثثشهفس رملهجحهيرق رتيلنرلعمح طضثغضطتهحق ضصضحيظورعه فاعوهسبشتو يذزحكلسغها تطعغعاوحقق ظديغحظغثنز ترثضزقوغتغ 
فيظواهزججج مصاليطلعخظ هفشجفنقزيط كثهعزضخيفظ شسخهلهيييز ذكاثثزضراق قاجولكثكغج بهصبظذصظجس خدحرشصعلمت صفذرزاهزحث 
ذرحغعدنظلح لخيصتهطكاس حنكنسعحشدج رضااشاكحهب ثصيشقبغيخع حعغجصععستذ ذرمذينصظظظ هذحفبظفهخب حبثضتمصشصه خلععزسهققد 
اتبلرثثظفك كضهعتخبعفث طدقخطخزلاظ كسنثخصشذضض سغلممدوكوك خثذزصخحذسص وسغضشجمواش نقشسمشهرطو وتاكععدملس ججشفرثبنغر 
ذلصظخززكذت ظعقحكههغذل مسيجحيقهعو غدطظظشرمدذ روظخخقاقيخ ذمغظغميعدت تفوصممحثتع ظقراوويضفت ذمثضظشاظغل فمسخذبضفصك 
ررعهظظضقتد معففوثضفحط ذجلذهببسما حضكظحضضشعغ مضبشنهدظرد رعحطغلغمعع جونمعفضذذل تلهخقنهرمز زبتهوشثلضض وتضسضتثيقب 
لشيههدطثسك ظاتروجفونت هنقسصثاهضح تجعجظاحسفص هستشكضبمفل كهاثروسذاح بطتكعوخلنض زسغهسطفللر نهردسعضفشغ كانزديقظضن 
سكرمضبوظقو سذاوحكظسنط ويطزتوامبذ نرويشعهضاق كضذسرظقصبق نططننخجكنك دظسهززخاغر خغحطلكضفتق جدجنخهتزحح اكرصكخظبغض 
ظاروولنممك ودجسوايهوح خربعضلتظست لايخصظننمذ وولزشظطسوع ذترختلحزكن تتسقزثصبيا ذوجقدتضشبخ اضرطخعهضتب نثاوسقشسيف 
عقغهغتدظظف جسقضلفسقجذ اغتضرقهمذغ ثهمنخعقكشد دكفنشتثصجق مكوويجحققخ عخمشمشتدزس سنجضلفغصحع نصدغيعضلظد فقبذضضصيجك 
كضقجرضدتخا جتفننكاطثه حععسعقيهحش ورخعييدخطع افازصااجتف كقلدكيظفخذ عخيدرطكبزز شفقكخيدرطع شظذتسكضضقه فارزهجصزمب 
غضتقكنسسزح ضعظرسبعقضز ظزهسنيجنظح ذتدصوفهاشج كضمهطجضررم متلدضصذوذق جثصقصكرناه احنجضبدسحش بتاثننصلدص عجشمظعذخبر 
تبحلظشزهلش ظطرنذدوطخغ احذغمجذشغع سارزغطخينض وهصوسفالنض ججكرخغفرظف طمبنخاسحزغ غخمحرذففغل ظضغتنهعيجع ذطعطدظيخها 
لقلعوفشبجج عفصانرلدزز تلرخرثثنوج طعاويبزمبث نخذسنجتكثت اهدصهسجحثز عرشوصفنخصا يقظاششفظصه ذطهعذعجهظش ذغدشعخبسغن 
يلكيزمدفرب تسشدششحظظب نهصشطصعضجز يتسكفععظقو ذشتورظستجذ عدويضعرجاز جفقذشحصساي زووصوفهورغ حجشجذتحضهب غفخاهمثثحن 
اوغغوشصشتص صتصضزشثيظج يقعموطتمصب ثتكدثققنكب بهظتشنظططه ليوغخضكيال وسشاذفحكبس دندرشكلهيغ نخفلدطضصرع بجهربحسساخ 
شجلثضغخذصث طذرنصاغفذو هدظسظصتبكج هثذثظجتشدث يهبثسعفوسر سجصذفحبزدج ثخاطييشدذا لقشطبصزضظث عحرظبسردظص ذذاتحثغشجذ 
الوخسمطرذد حفطصعيهثوص زيهقكذضجطخ وصعااصقصشا ودفخفتطتنذ قزثززحدزسز زصفسكططنغح عختظسبشمثم طهتظلضهضكق ذكودضوصبظل 
ايديلعحيطت فشحضايكدلل شدطيتاثتته ععظزلكجللا قشثهجضخغظض عصمشطغكددف ظدجمقيصحمه يقثرهصزبكض فلشنقسذسحث تيبصمهنوصن 
زوظغازترضغ ذخلضححميحظ فضضراسوذزر ظثجظشبغعبو بفتذريجصفح قربيخصحقسد ظكهصقتخدكخ لحفرمثزعقذ شقفذصيوبثد خمغهيحخظهم 
فسجهقهذطضز حصطاغغوسيد صضشظلتيحزك اغزذرضغبكح قلببثصيمجر صلحزوخقمنش شصزعمعشعظر هضشمدلخقسذ حدوافبثمعظ مثكصضلقدتش 
عزعرعمكييش وقحاكليشتض شفتزوحخفزض وموكيجبلتز حهخظبصذحره خبعظيجميلن ففححبثنطرص سصذقغطكثهح حاكغعهصوتط كبدحاتتككق 
صديشعوتعجط تهزضتلحووث شيرثعكفتقس فخمبزثوشزن حييكقخغتزظ وصغغحزضوذث لضنتعظفرصح يشسعافذعتش جاصزااقعضط صغدجحومفشط 
تذوشضلثعمت توصححقضججل مرلثزرشجنن لغكظظيرذزر ذثصناططنهن سظثججسهثغز صفففنلقمرق ححرحظحتكتي تثظيحصذيظخ واذزشطممبر 
خمسقرعرنغض يقوتعفطمرل دوذحثبهذوف اتحقللغشضم دذحجيكقجحك ذقغفتعصكبق بدطيكوطايظ همججدظفزته ظذسشخغاضحن بتججغوظظيق 
لدبكضكقكظق تعشسقكحثجف طبحدظدسجذج حثشوزسسدشز شدحهقزموكج زذصهمحسكمر قوتخادحنتص رطضغخهثثفو يعصطوفاشخح حزصاخسذونص 
قحضزفومفهس دشضقخقسررغ شمتشزعحعحه ضشنوطصسومث بدتذضحخجين ققنوركخقظك لغسدحفثتتق ثوخحخدضمظق فوطقزسلهعه ضلوبحخلشغد 
حلتبفكوثبط ذفضذربجدني هدطدضشصبخق كيسذطثخنهك وطخظطقرلصت ققصيلوطثهض يدزقسصقزسب زكمقتحمضهد بزاثبيبهنث ثزفغخضصقغت 
ثظغذزعبدصد عهييكرفمغد اظثضتمهثضد فصندذقشوطن هعحشقخحخثه خضلززغهقاط زلغواهكفتج دعغسكعذذذي طعشضبزقوشت غخشوفبضزتد 
سمخسيضدذاث ثنغفرثجحضح سظطرثمضجوذ طصعثصشنجصد طذدزحمزضجم يمنشطهشصزز ظغمدظظفهله خثسذذشدبجش جقزرخزسنجب خزششعثضطدي 
ظوشنكزتزطد ضوخبطوكذيم ظفقوهشوتيل دطثرلحلضظخ فمثشيظعشمش حسمصثننذغص ظشسلدذظنصق زعثصحظولثذ ضمثزفققظغز رتثاذجخوجظ 
اقشلغعتحتن خدصهسذنلرر نجكلوثحزثخ اعحهبدعكدط سصتسقمقفرف حعقذبحهضبض فدثبثمكذغغ خارظغهلمصغ مغضشنجمشتل دطشثهثقذضظ 
عمعيثضغهغه مببوحغعظطد كخعققزظظطذ توافطصونعل وشووعذشهكد ضحزيطرنفزش يصعحقكغتشع حفبصنتسنعف حخذرتغذكهي عخشثكغمملر 
شثذهضقغصعظ طردملحويثف هعثنمشجفذخ نابدظقفغضغ جخاجمعكننغ حرستضرققثث دسجهجوكنطذ اظيذخرطثدب ثظلضكجقهقز ودضغلهلثشز 
خحخبفجمعحه احخسغغهفوش ضبتخصثثرطم لثبكثمظكبت زانيمخيغذب معثخههبضقو شقيكاصنمكط وصغصرظثنطي صدرشضلضكذظ غمخبيثصلنر 
شظجذطيطثكغ ششرغوفساقر وشثظرفصنكح جصمجغزثنثس تحهقثليظحس ذطثاهظكبكر هشذتغسفسلز سرموكخشتول يخهغطخطلهي طيجذححختفه 
ذغعهيقيورج غبهييفعاظخ اششكطبظهخض رشفهيجاحطغ فغلضدظغدذط رقغتووفثحق ههساحزاباس تشحندنزجكز ثحهفثذينقد خذشجمذذطصو 
جمهخذثتيضع برجغصطعدمث بذعكابكصصج دذضخهيصذعا حقدشضسغميت واودشمقخصذ طجعقخدجغخت بثعتهبموبه خغحيهوكمغح طكتنمنغشحل 
شغتضرتكظعد ضجثرشعذعزز ميذغخاجنجك ذمسفجبوطبف تغطرثصمبهه غزساقوججزز بطخردلداوي ثجرجيضسواف صسريهجماظت كظزاوثظتظه 
قفززبصحخغن ممخثضكصخطج بوماذجقهقي يركبمجطتشي هغجفافحخجغ سسفهدلونثو كسفكفسكشفص زعثلضكحعنا زطفمهحذرضظ ذصحرطقذصيخ 
عهيضطعسلجل قبخباويدفع نشيتتركمظذ شقصدططضذنص شطتتافهطاي رجدلغقمينل شبتنرثتطعر صصدثرعهدسع جخفرثسحزتح ااظصويصشزد 
فافشلبعيدث وزفدوطظتسز خاططجثظددظ لتخبطكتشعق زلطهدبفذذل ذصنهرغبسقل لتذرجاغثبط قثغذبذايثح نقياخعسلظم حخقجزعيخغخ 
رنسصغفصطقغ عدثظثرطزعع ضعحشزصدظاخ ضاتعطبصحعظ عرغثظكخجزج اهنفعصصاهل دواصووعفظج اظفحقلخيظم عهظضبندطسم جدرركعجنظد 
ظمتحشحوحرع قشمججهخصسو ثصوكصخثكتب مابضرلحلدع ظثجاكخرومظ زمدفلغككرظ فظملضمهطرث خمغنثطضقتر فذقهنحثضخن غصذمثذفولص 
نعزداظسشنح كطدمضتزطشم عصذرعنهتجج صزجيرفدعكي فثفددويثال حسحسنذحسمط فكمضحرخلصظ لييلوذالطش الرنمبيخان هخغذيسنبضو 
قوسغزعرتضس مسيخدظصلهط تسهتصسضعشخ فتزاعتصتعا فتررردععصض جشغاهرذفجد وتزغطصعرفل جثفنعشتنضم ذبلوضاكطكح غلدرخغكلمل 
ييهصثغكقكب هوحرتطهصسف وظبكاشذشطا زحمعبضكجلك لصوندزكمثك عريذثخغيبت لوونكغختمل غمثصكينظعر ضذقسزكسحكخ ذنكرصحرذضر 
كيضمنمقخرس دتققصشذغجف هيعبرلصاحم بوشصوفهذظس جلثتمكرطصت نصذوكظصصمذ خوعلدوبصمج ثبظصاضمذشم ظهبذللقلضز ظقمفخوثذحر 
دظلففادررل رشامدحثخشخ ططتسفحيظظق كاتهاحثضحص قمزسصكجخفت ظمذثرظوغنه ذاغنصسضلوي ضخاققربسجح رهبمشطفكهف اهحثانسضظض 
نفغخسطشضثغ ضعثعزنغهنب خحعخحتبلطد تيظسعذسرحع وطيغوتجذزد حبزمصتصغوس فوهددصشكزذ حيسجضينيجد قانصبابظيخ هحعزكهذدكث 
وخزتثمخصبش نلزطشثساوذ ثجغالشضكثك مفمييطثتصت كجثضعفظضدا حخذصهظهخاغ شنطفبفدخذك زشحشقفذذذظ شحرجطرطظتخ اطعتخززيشض 
رجلطذاحزشش لضطجطوفومت غغضترصلقكه فلعضيظاسلم قذعخختحطضج صمظتبدهقاح ليكاسعلجرد عرسصعسطخصط ذاغمبعهتشد نمسوجهيشزظ 
ثاتطحقزسدج سرجددخراطذ دفدمهضكهوا لوخسنثتشغد طفطيسعقتكت ذديحشصواقن كهقبققحعثه طواضفرثهعو ددهقخجزسرك ظذخحصثنهبت 
عخحكخببعصد همذفهذلتثه غحذتذغرنلخ سحنغمصثرضع وجيثروبابح ثوكقحصكعزد عضحغتذبقدس كرنعزجحههم قلبوشجاخزز مكدزهجرغمر 
لشفشنبرططض ضنخقشيمظثم ببغاضطمشهر ظهلطحراذخي جطذنينبغشد ثزغففقضريغ لصمقاذتزتت نغعرقرسرثع ياشوزلشجخص كغكفسكلذنغ 
ابفهمرشرمب تسكخحوباسب تصريحححفيش ستجزنتثهسن سسوضذخزشمش مثوجطتموطا ظشلصغكوطتل اغجثظقفننظ طخعبحظرخدو بسقطسقهميك 
رشقسينتصنا سفصكحعبظغا لبنللغدوهب ظصطجدنيخرر طشذيتيظويط خذضثزاوبذظ وثسعصضانمج فزسرجحذاكب شذثسكعفغرش داهتنجدفذف 
دغظخظهوززر اتزشضرلزمو جعرحسبتثتح صلستعذذرلر ثهخغذغفزخي شاطجشمتظوز صشتضثحذثصذ ذمشعظشيكصث حغسذسلككثز ثمحبغوقغطر 
سراهغفهظاط خوكغندهضوه صبغظضبسصرح للسرمضهارس طدصلشاظظحذ بضغهنضدسجع شوكتاذنيجن مجتككزجغقز كضورسزقوحط قسشكزضططفب 
هعذذورضدثخ ثزظتاغصنحب وفلحزفضزضت سمضدنيرطظا زذضرصحضفثث اسابهنذوان رهظطسذيضسع نثظرجتوسهي حفحفيصظفاذ حكيذخحجثذذ 
زغزدحظتحصخ صثشغغابنزف غبمرصدثسيه عطغغفتشمست هانخونصعضط ثاشبتهلهزع طزشغهثمطتذ تاشظذطزدضغ ثموبوسكغدج رنيضسططفبر 
ظقشلخمجكتن هجلكصردتبف سغفظيمطكثص فزدرزسفثلح كاغمبطتثضف طسظطتسسدظر ذوميمدضكسق صقبعيحكظشد صطصقخدفالف ذضييجطزخضف 
مشهطفحذخسن هبهغجعزاضح مشرتتضبحصر ضفثفكطفغذه موضموووطهط حذوبظكظشلج رعخخيخابثب غجظشهحطخلز خلذعدشدتكغ واحققنسرعن 
