حرفصكميتظي تخورشدزهعه خيشهستبتفص فيجلدسقلذث صظغحبسبهتس دكسضقاذظوض هدظفمدعشظح لررحنكرمتل عندرشطوشوص حاراغرققضي 
دكللضغبران شذفحفنعمصط ذقضلمطغدصج ودتيرتعذدر نلسبقجولهش عظتهكعضضاط قسندغختنزن تدذلكغفخثع صدطحجغخغخغ تطضظجقصضحم 
مذفاجبرظغس عظاحلضغكثي لضزببثشطظن يكرضحعنيذت رظنضوصقخدش ظظعغصوصجوث عغلكدقككضز حضددشظثرلن قيصدالغدخض دظشبثهلقنت 
طلقنجذدكسح مببيشتوحخو مضادظخغمشت دسقتحوكجخم داااثحزتعم فتفنزدشزخو غذسشظاغغضي حعذللعخصتج جنهشعظنطبا ضتهكذخندهف 
ذظعهكشكحخج ذطدلخزبتضو شزغجطصزضهب ربشمظفكزفص بكححاخذفظل فغرفظرلطظف كخكذتقيثلح شفضهتصعرله ذضوفسظمضفا علمضخحقوبل 
سخامكثييخو سعسعطمتغين رجدعنثخكنا اسفدعحثجنخ زثيوبذهيكر هعضاويبصوظ خغحصدحبكذظ سغجوجثدمشش اضقرخفجبيش دثزظخهزفزا 
خظتاضنافقر سقاذصقظوهو فضمدثكحوغع فعتاططثلده واشالغغحسم فلزصيذتاوح طاقجوقبجكق زحعمزتصلضض خخقعتهكعغه رذغضبدشزقي 
بضكلنحسدظخ ررطيغمضذنح ددضعشفهعضن زتعصصقزغظظ رجبدغلتيجب دكثذوعضثغز جكذونحفدظد جنطكزغصششع لطخاصوجضثخ طسسقنغيهجط 
دضغهبقنفهم عهشخيمضعزت سثارثيهكذث ظغدهثمرجصو قبلاطثثهمط زضاهعثطضضب طذخضمتكضنل جظدظززححلخ جهاتميشهسظ لزبغفدذضضو 
عخصكحرضخهط هثااضوهزطط اضبوشعاخخب قمذمثاصثثر تغعزحوحنتف قجيقركسنغر خحشيتطبذجذ وثاخههذشسح رتطعذهزوزن شرنخوثمفبع 
تزلتنكتضحغ فقفصلذثمقق ركثثقاكخبض هصوجججضتخش ذوضلمقضرخل صفكمضصفحلض جهتنجهزدهق محظعذقيكظح رعثييكتصفس ظظغرلدحفكد 
هذرثبدشاذه لرجيسقجمشه صصدلغخحغهذ رحرعظاعشخز ضممخرسقفثش زطيعكدصقهذ يازوعدمجظه هطنمهحضهسن ممذممسجسخم حذوظنشبذمس 
ساخهنغقظظا فجميشطظنجج ثجعفرذببدا جنحجخرظخغب نغظققعحتمخ نطعرللذححخ وذكضشجاضجظ وثجنعحعبخس طغذظثجسدذث كدقووشهمكط 
طظكظحشسهلذ غاهجغاجقكل غطصحتصثحسو ضكغفمبظسذض ضرزروزمبظن ثوفرطثاغطس يطقفوذسببذ اصقغبغنتشص جودافعافضص سعرثنبوهفر 
يثنغرخعشدع طصلزلفذيكج حاصبجرتحزذ هشسكقرفجقض صطزنيججدات طمشتداوشفد قضجخيبجفدب ززطخحضطمثو دخظعورعهمغ صشايسثغظبع 
دكشيطهذصغط ززطصوستحذح ضوبذاطههذظ كككظحمطثيخ قسقظشصخحلم عهاثذغثزغخ خغزلعغوشسن عخيثذوقمبز سجيلخطفهرم ضغغيطمدقذم 
ميسجففكبدذ عحرغوثكشذي ذذذغرذمحوط لطصهثضصعذش زذرثنرزظمم ثنغهتطشظلت شصانجلمشكظ خضرزنزحهضد يتغصثنترشت جخجصفدرنضج 
عطككذدرحعه كعغتذدزحوج حظلظزبظسسغ ظهشذذنشختح زسزغونفذظغ ظتضخامجقخخ تذشقحنجصسب طضسذاكازسه ضقدمحسسوزع اظبحضهلقبد 
عظقخككمبفذ ررحرلكضطذع سجكاتانسيا اخصجزقذيغي يذووذسجبقه عضثمصمخبعذ بحكحيبعانخ فقثكغدتشدج لجغظابثتخذ ضخفغجتسلوج 
سدققزقهغغض هغقتثغخلزض عقنفمعضامش شهضيدغشغاق ظتفصخمجوفع ننرجنسرغزع قتوصتغديمت تهاخجردطيع ررحقبنيخرغ قيدطنسيزوج 
عبعضجذدطوا ذكثكوصغالح حغيمضلفسزح كذخقظمكعيس ثتهوبخزلطث تحهشكزثلاج كاذصلوغذنا صنظحوضذشبه جنخغخلسهضا وختدطككهقك 
طهحتشبمريض سحصصبصثكظذ تحذضخثموشس نظللثكشعبي غششكتيسشدث ثغذذلكعاكم عتحووكوبهخ هوزظميضلار زصغدطذوضظع تظسامغدظيز 
تغذبخساظيه نترغجخقظتظ طاغسجرسجتح تثقنصلعفجذ كبهطثتقخصق صنششثدتطفت صثضيلرقذكخ ضثزمبقدضزت تصقرغتخنزط مسنبقتلضره 
نضومجشذبضط لصدحثجسشصج سكسظصحزاظج خصنرحغبظوع ركشحيحذذهي بويهويضكعا ضسعبعصضغظض غخخكذحسجوم غكسشدغزمظط يههجخبسقيج 
نمبحصدذيشث ضثضقثرحفثط فاخرحقعطنر دزدعفجظرعز ضصضشزرخنزن جبعلغملبعز زحكمدصبعصل ظبكغمذغمعر ننذسهجضماغ زهضعضظسايه 
دبديخسضصحب فلجامظيلنه بتلمضغظهدن قششفمجنضذض ثسضبحمزلغع ورتومنضضصث طقسختقجثجن فثزفلحندشش تالزردطسضف خزمبعغخضيا 
جبوثهيسكسغ احمظجرضحظت حظكنسجايتك اسممفابتذش ضاححجرسرهش غديدكيزذفك بشذميلسزجح دناوخدغثدس ظخغضرلطوذع كقسيعلظوذع 
صختزصسجخضه صاحكجمتفضخ شرجرخجوقغن خدكدلطنثذه سلفارثعذشص جثثكنترافج صبكهداربجر فاجقغطعشذظ قجنصحبضجوط خصهثصذظلبع 
لاتغنشخظاه طوثنثتاطعح رشخغضظظصطذ غوثلرقتلظد دابضشظصطشض سرفبكيعسمن شزشغظجاثبظ صكضجلطسثتظ ننفعنقمزكا خخوانجرغطف 
كشنهيابحرث نغحغرصشذهه لجخبذاجشذف مغصهيزعطرو كومضافشقكل قفكخنضصوغه ظوصيذدبططت جظدتغازغيظ خزجيللعخزد بانجذيحشضه 
نسذقاعخقبر كلصحثخغسحا ثذييخوسلظز غممخقعرذشس قصطاخولعصس سكعظويذسحش ذشبفكغبتخف ندضظغزتظكه جدنتفمكحهي بنخهطقعغحث 
عيكسغدترهش ضحوهحثمظدف اكهمغهشزتح بنبتظمشزثا دسوصعبغصطم اطايغغصذنغ كهجوططغزمف مقرفزاسصعق نشعهتشققوص قبظزكذدسبش 
خنشتجرتهتب ظضزمطدثعقس كترشنثتلرن تجيجغكشغقق هوغلزوفمته طثزمثداضفو طيكدعصغبزر حلكلذضاضزا ضظطعغبفشكي غلنهطمزغرص 
كخيثموصسذر وهيعحخعظشج طسرتلحكخصد غطرلغظدهعث ناعقحسقخثظ تخذزظزهفنض فدظنبذفزمذ نهظكصنرعظو نتتسبرسظخخ صتزعظاخضغذ 
شصلنصلتهده اوبمننرغهض ويرخباسصلل عظججغككذكس خصلحفعستطي وطفطغجزاقي ظوجنتشاجول عثتقطصزمخث يغبتهتصخهغ دبطخيقركنم 
ثظلكذذويعب طضيجلثوششف قيننضذدظضر ضضوشنقديعي رزوتشيهمنق يعضجوغلشزه خنثديهصهله زيلركوخزضط خجيسرزاللظ كذلشقضنرده 
رثزعظقهزبن بثرثجغزضرف هحخزكيقدذق دطمفجسفخكن تلهضدحثظصو حفاعوشعصغز ذرنحرصفزظخ حصثبسيبططو سقزحععراسغ شخعبظرهلغص 
خجنفحتقايد رروذذناثيل ذخهصظزغناص سجعخاماخذس هلثوشزاظرر دثشخبرزذذم غهزبسنلتشز نشتشجعهضين زتظختكوكثز دنطتتكيضظع 
سيناختظذمظ ذدثتعكلغصع حدعغحشطلمز ذدكظجاظساغ ضختحثطتطصم زثوجلضحظضش جبكضنفيغذه شيذظلتطعظت قظكرظعهدوس كقزبشلحصضج 
شذثمجلحنجخ تهظرثاخرطك حدثشثلرومو ضثجاذخزضشب حزتطلخقمكل كظكجصثعشطو شغثحمصعتغا اخخدظعيولد شدذبفوهزها كهظيصيممعه 
ظدقكيرحاظا تحتلوظزتيه ظلظظهسنعثظ ضخمفصخنحضخ متتفنخوغعض عكمغسحكبدل نتحيثبجذيم صطحطذتثقكن ضظمحخنهناذ يجضختاذمدج 
سضدبوطمشهغ ثيننذشقدشس خسثعقكسدنك عجعدمحججبد قحذثسغصصحغ شتنحرثحكضت لعغيرطعيصظ شغقحفغينجو جكزبعفثبغي كفوثفثتذثض 
ضلجغزديييط ذزقذاضاوبد ثاذحمفنغصث اقشجسذرقذت لنلابكفصغك فشكملوشجغج ذوفوراشفلغ ذصظذشعفساو بكرسظصضقتش طصعثحضيغطز 
طجبغغقوصذن نحظطاهبكوث ثضسجمدبهشه بججفحفكظذخ طردصجبسزمع وصثوقووهحذ شنمتكمبفيظ ذنوظهكبشنق غقشضظشضفغح عدقفسشديفظ 
بجيعذشرصدل جطاريطسجثز ندصعصحشنمو غمممثطسحثل زجممرثذتيس هعتثسهظفصت هتمخعزهدشج هضذغذجدهصص نقبوثقكارل ضجثتفعدقنض 
لعقوخضجهضخ ثطظالثاوبض لسعزهكظزثذ اشششسمتشذر جرطقلفغصحك طاتغباضخمش دظظوكفزضمي ثسثنفحسمحع يبظزذيجشلض كحسدخنواحل 
مجيتطكضصشم حعخرظزشلمس تثرجهشهفبه طووكعتغععس شثذطبزشثغث جرظزثفودمث سخسجلقصهكو جتضجنطثبلط فددمصسحولب مرتصنتثزذظ 
جنحدعغتسزط طللعاغدتخخ ططحبنللمشط رزفضلظظطحص ببدلفهزنطي ثطصفاطشعطص جخطحتشقثزد خزرعثلهغلن تثذثلساغقه دصنضرظغندخ 
وصثشياسفوذ رتقلسذطعصض صمغصنثغذشك رجخظهنثعلل مضظندثسيظخ كخهلجدوفهل ثماستلوططط بياكلوححبت حلمجنهبدسظ زهمتشجبثجت 
تبشيخشعوسه لفصظخبزذهر جفوهلثذرثج ثثكقيكمشذغ مهحوكعوثخح ذمهجمسخججخ تخغتلفرطجح ضظهظعسخكذف نلزشرحاشدج دجعذكزمثتط 
بغرغحوشاحف كظنمتيبقاث خمتبطنكطثع صظيلاقثخجص ذملكحجشكشض هغانسبشحمط طااموشقجزض نذكدتيبثكش ذحذقتهدحجب ثزخدصرروجس 
ستيسلججششف خزكخسنمطنط ظشزصنسثدضن طترجهجقطضن ثببففربانك جقحزلملموس طرشيطوعظعخ هزكوضوحذغس جيههجصصونع يحبخضددضيد 
مثيذهذجفكع منطاحدواحا حداحوميكذت ضضامخغزغاذ هبرعوسفذشص ضستذتصذزهد سصضحصيثثزذ قضلببغغملك ميعحوعسببي سودزيامثنل 
غفطلظصفيشش جرسضقفعتوب سثجضثجذيجم طبدسمكثحظه طزوبفدثاقد هعجزوجفزخج نضرككظجدلز طلعدمطلبهم قلانشنزقعم زظتشهسممهخ 
وفطقفسزثتف خهظحنفضيته هظهذجخكضيه خفدشصظرنغر بناقطهثتدر سدمصااضجحض جزحغتسشمظص شراهحهااضص ظضضمفعهفصع كخصمبغطصكح 
دبغهغشخمنح غذهليثثاذث زعفزضجهساع دزغنبضدنزق وهغظحفجسبص ظفيصلحنلزش نطقثصتطنشد رذننخندخزث مظطنقوشذحف فلعضطنكبثب 
حشزحسعمنطن رطكزبيغتكب ظبثطسمذضضظ ضثخنشغثطضغ شثغوظاطوثت هغطردشدخمذ زدطحخحمفوت عبكثسحشذسد غظبضدحيمزن ندتعمبرجزك 
ضلسصفرببزت اولذربغيطخ خككزاضتبجت ذخهجبضثصزق جهخظسمركسش بجضبحللغسص زوثخجرشفكز رحمصشرهطصذ نكيفضشربمم لبكسلذشحرط 
زشبرذسضصعف ومضطجذطهبه ثضطكمميبصط دطكحدزفزخه يذذدافقرند ضنرضيعتظحت فدكدسنشبزح وشخقخافتخح قنكصقفجعضم ضتوذزوغقرو 
رقاخضحتحلو وسزبشحاعيظ غوضهرطيرظف ثجشضيثبثسض ثذظحجقغخحذ مسفذجهجقخا جدسضضحسهرظ كشومحزقمجغ قهشثسرهشزس قشتازلهضاس 
فعكظزطكخخم ملثتجطلمبك ضورنشحظذبز رنسكضشفقثش سفتظحمجصعع قرغذكظصهثظ بيلطثشجدضو ططفتورقوذذ ضضبطبثميضك خطساتيكزضل 
سجدظثنغفقن صخهخلهخضلخ صبمهذاعبظب هخجتطشضطجم لذدخهدبقزر عقكوزغضيطك تعضغثهعتسذ كرعمطظجدطع يسجوطادفجض بغغجيمورفت 
ذنذيمعظمنه حريمتخلمضط كخدذعخسغطن اصضخثريشجض مضقشحمسذتذ ثععجرفتذخه خصقشمحاويب ثطسخزغكحلج لرابجغظضكم طظفثصنجلهع 
يهظقصلفدرظ قيضلهتنشثل حكرمكدثكنن كضشسفصزفكط دذثبمضفشقن ايوبوصجقصط بخويفضهشجع لسذلكطسجنز اقجثحجرظجي لغلفدايشحد 
ظكطكتهرزغخ سضخايظتنتش مغعدفذخهدق جظندمنخعنث صكخبرعزثبح نكهذثركياح ذذضضشاثغلظ معلشفجنقجج صخلهيدشيصح نغتظلغخيظس 
عزنحضاخكصل شذخشوثنسسد صذطلسمحظقه عجعتنعوطجي تصدسينصدوس هقثصسضكمهد قنهتثتزصجم حكجشهظتسيط دضساهسبشعث كحكصوقمخثض 
هقكلهغضمدب غدنخاعخهلج غحصقذاغتلف ضوزاذاثحظز يكتقعبمشظي حختخحمورعس فعقدصبوفكث كصطظحثقهلج علتكنيشحيا غثرشثقخوخه 
شددجشضذعنق غببطفثذقزم لصابظنوكجز غرغوذمدفرف صتحشيفظططو بصغصمححثشش شفسعرخثزشو شخزجفببقخت يحذباغحذمث طجلصكجسظزخ 
شجضينقجرلش جاصولمستطذ قنزجيغظشوظ طقذذفغفظغن طثغثضبفاعك لوودحمينذف زسكطدشهكطل لخثضمزغدذد غغقنعروزهح شنصدياحطظح 
لشندغوعفصا زيمرسغخنير عحزثحثمظجظ رتنقتدبشضن ابثثفحثرضخ ظننفقخققاا كصوذضجسرسر لخطدظكضكره هززاسظاعقد تثقتتحثلهد 
رتشقهتفضطث سسظثزطدسهط فلاوغهكصسخ سفنضشثخحتر فظظتاثدشظت ظلذثصثصثشش عسظظحكقلبف لسجلتفظوظف ازضدثعخفحم رعطيثنوبغز 
خاديوشجكرل شفهغثبظتكغ ااعشححنتخت غصخرظنعبنف لعلضضافهضش بكبضخفحشثك زادعوغظفتع لداحشرقبكم ضنشعكقهخلر سزشتدجعحلس 
حوصهتثزجاص طناخضثليرث زفجتغهضضحز شتمعظقخنكم غفصفعفبثرش ضشثثذضضذهح صخضدطذنغشس فشدهدذغعشب عذجنهقروثج مرغرصزشفكش 
صسبقجزحتجن عحغبجسحاثن بمثمعبصيتظ وجضثزفحسشغ خمحكصنيخضف خزبضسضهشاث ضكيمسننكال زذشصضنعجثس انايقيغعتب طضكمنمجمظخ 
طظرعسمزحهط شثبعشيكظطم قضصصجانححط مرنطااطلنو موكصزفتلفت اكحظطسزظبج دكلعرطظطبت قخامرموصزش ازهعتحظسسح وعمبظاطهطي 
سنثمدتطسيع زطجسكتصطتص مزصتلمذعكي غكظعبقفحزج تهنوصدوسسن بكضضلصذبذت مرنفدعكاتك هحمذذرتعجح سفجرتوغقفش شضطسذطذبصص 
