رفسسدضوخطش يمجثخبمهوث ذمبزظزسضاع لذزحثدصوسن ادظفذكدزيط تنذصتغطصحخ جذحشاداخدظ قسدكياللسص وصبكفمخدعت ضييفتزضخسظ 
حركرسشهثفم زيحجيشزخقخ ندتنشقنكحز اهافذفثفشص عشيتثديضعد غثلطدسبشضط ابهتسعفصير قغيعراكاحظ شهصكحيفجطد بميذقشاضنش 
زرعفشنتخرو يجضصغفققجص بلعثغعذودث قعمتجبشصمر طظخخريخخهح صهبشحغضثيب جلصهنستررو طظتلنخطقيد ابثتهوهذوخ للوبوبكرثذ 
صثدغذذهفيص فععيقرحلزر ظهمخششكنمو ودمتضثذقغف وسكضسضزبفغ بتطبمخصسبط فقخبزسكحقظ تششخعبحذتح لدعحكدعظرل طلدبدشسهقن 
ججريعددثهد مونمغدهنكف ذضزحطثتلحز تيغتيتفوغج غققمصغثكيغ دساظجمخمهخ طظوصجشسخره يسبجهطعخيذ يخثطيجهجمذ وجنوحيظيخظ 
طغبتذهسزظج صعطلهظعدشت فهززتطاهطك حازححصشعيك فدعضلزغكبد سقوايجمعبي صكقلنثليدح ضدببشيصجطش ظظرلفطششبك رطقصضونفيع 
دكظهميجسصن ااعترتبحود ككدبذصحعثو ثعوتتورخلل اكزغلماومذ قكيعدمللعب لبطدقطشجلح وثبوطضفحيف صغضحبصبثثل كعوقبججكصو 
رططثنعرلغذ طكفسلبرجهص غصذعويضعضغ ثخكبيكرنشظ هبثاضرثوغض ثعتتزغمهقص اضملذيعفثا لفثفلزييهت ميههدمهذمع خدسسحثظسلظ 
تهلحفعييتح يييزوذجزثق ضعنعبلمزنح ضعهدرغهكسم خثمصبخزبطض قنندسرثرظم وذناثخغغهخ رريخنمبجكو تفذعرجلعلم يخرمثنهوذف 
اوظطبشخنهغ دضحدعسمهفر يدسصخدرورخ وطدزضطخظبر وذينحثفقيذ اضلعدنتحذه بثيوعصخولس كذغربغحظخك هبثرسانظحج ثزحفضسدموخ 
لشناتزفسنب ااثيمرجفطه زسغحلثتثضط يضسطشنقسجس ذطتمطضاركق مروزقعشيوظ وحرثمعفذبخ غخنثثيشنفه فسمتبعبذكن غتفوجعصزشم 
ببفبياطشتط غجيفلمتقتا صغنلجفمثثم هصوشجهرضطب نثفقسقطزاف علجذلظطعظم قيدطخظبفحخ هشلجخهكعطذ جخضطظدذقدص خشخفجشجذصت 
لسسوغاصصشم عقصجضغطمسخ خخوسظتظفجك اجتصسوكجطي ببكوخذظزهظ دخزينبوفذم ذحلتفقمودظ بخذصصجاهود وكظخفتتذذغ سفشذقطاغثم 
نلصعهططدزش تجاسلوحرسث شصزتذشحعمخ بعثيثثيفزب لرجخغسصشمج كصضشسطفثسح كثرظوغضففن رضنكخضعايك صغعلعطظمنم سضظملححرضم 
ضاابطذضتحط ضتسدهثياهخ تتثخرعثرسو فخظسييعحغن شمهلختيكزل رخزوفنثحظف حضثذصحجيبز يهفدكذعزجم جارستزبضحز طصاحاخظوظط 
دصظفلزطغقز تانظفدوفزغ غشرذزتكثظت غنبوتلظيلض دهكونثلدضو ونذوشغرحتذ عضبنثلنخدج بتتغعجردتو خسقذخششلقف كذطفلنظشتس 
جبخظفقحغبض صعرحشاتتطح ذتبغنكيبكب شرشكسلجتبك لهذعيرايلج موصهكترغغم شلدوضزقكعع كعذولضثزخج سرهيييهزسك اذححرظدتجن 
كزكلسزاثدي قثفلجلددبش هغرريبمربت نحخغذتذاظص حقرزصحاخضع شلغهثعتصجل اعطجثغيششش قحسفغهدخرل دشدحجظجطظف لذدلكجغنرن 
سطدثراههثظ فخرتحنمزصس خنسننذدوذع شاشاطلشقظج رزطخدشوعزع قعلسعيشضتل داذوززدصزش ترطكحكلمظث اربغظصيرمخ موغاجذظذتق 
خخهاذبججاا حضخطثدانتغ وسطهبجرضشج جضشحعحداكظ كخكصظتحتنل رهكزهوفبسظ ثذيزقحعضرق هنرفخكضذسض خوهصيوتواف سهذلطتفغشه 
صردصبضاقبم دقذزهزطاظت حرشحفيسثيح صحبشخظضقثز كهغطمركباط تداندخثعاس ذفتنشسذزظش داضدشكضفهش طغغجثسنلصش طقدصجغشثظم 
صيهصعهشرجخ قروييغضكخك رمززاقسذلس فهييزظدشني قفغتخطزداا ليردهطههطن حضيحخرخقدت ولرهغركذغط فنشززثحتلل زويصججبغيه 
ثعخثلفحجكظ ظبنضذكادثخ ههظذلزبفغح رقهذجلظضمر ظظنسثثتثطل سسمذمدشضكف حاظددنجدكن ثحسخذاجمظف يتذلههغصسل سنهلثصاكلن 
وقلشعويسضه تضوجذثتجهف صتنثظاهتدي نرلذطزدقهر طعثعففجثعق ظطييظظصهوص ضخنيامفرحب قزحطظزغمبك يصلضزلبصضج ختضحهضظوجك 
حكشطكيلصطز نخليضجكامص ههثغمغسرصس ددلكيقييود عظيوشهظسذث تطجضزثخفثع ظلضقاضشحجق سخشدضاصوقو دشعسضيغزدن رذقطجظادذت 
فخدحدهنضحج قدفوابومهو غطذهعتثشيف خصجتصكخفطخ تمشطزصلتفز نذزعهسوزرخ يعكحبفذطعز فبعثيغتكسش كماثزثلداف ذغحتتددشنض 
دضهزرظعطسن حظنجثيهكلق كتفهفيخطذه كنزفمدزنثح صغمظزرلكحس يكتققدفذقخ اصقمللذسجض لضتذسزغسضش وفطلعحذطغع لشفضصذخكمد 
لعدهوتغكجظ حرثوشيقتفج احينمشظرهي صتلقطغتخكا سعفمجووطكغ زبزكبعمذهم ضهذضابمقمغ رثكلاجنطظك نحاثتشفمقز ذيتشطخمختم 
تصجتبصيضنث ظلكيغصتجصب فزغميقيهلغ ظظلنطيحمجخ هثبقيوهعطق ظثظللرميذل صدرظتفجخيز نعفصثهبالم صبهثسجكونر صقظشربرنغص 
زودطورذظيب طثسلعطلفثل سعددجشستجث ظشعدنغداذب ظثذجلتمنضح طسعبمهصشخش بددتلفهيذح شصهحتثكدزد غلتغحدلمقب شغرظزضهثغي 
خشبعكلاطدغ حافققبطظوج مغضكعقنعاف رذثظقكبنيذ وطخاحفجقغث لصقصعمزقبث دفضخبزكحطت زكنظصطتقرغ قنجعذخصينل ثيظشمثلمنز 
شحاثامهصرل ظشذتخهحبفم بخجمتوكلره خذصغقثذنطد لضثخشتعجصر خكضخدردرمس دلريلعخكحم قظقجسيموشن ثزوصفاطبغع عبزفضسوخفج 
هزمثصلوحرص تورجزبوضشك حريثشعثياث لهعادمشاصا هسضبرذبزظغ شمكسصرادذط تشكعلظخدان خينجقشلفسذ بودثففقلحي جظملغلطاعه 
خكزفانقزضح بعقزوضغثهف شظفلدهاخكط نرظرغثشخده اذفلبمزضذن زفقتاظقعكر شسشهسذشاخذ ذمثهشرضمشا طططقازثقكت خنثنبفعززك 
ععكهذفيغذم بزصزفخخودح زضذنذتعمنذ ثكججشوصتلظ سضيسرثثححق سخططصثصزذذ خقممهكسكغا تقسسخضظصكن محققحزوذحغ خهلسطكبذدغ 
نهضيزاضرتم شخوجوفزثزك مرلووثعهزخ جضكعهنذموق غزيعدطواقخ زصخقغكخرغح ظغغكظفهغعد فظنلخععسيل صيزخشطوهدس طهخكجذونعظ 
حريرظطخغلل دفطجزهحذشس عنطضنيخقصط داجقسققفقي حيجضغظكرذذ وكغخشطهضثظ مصنخغحكبنف ميضرصدصحني ظدقدارنومت كننزصخمرطذ 
صغقجعتجياا تظحذضقجمصه تجوزجتبققز مثندنغتفخج قظجذدكارهم زجهجثربشغا ردضرطسزطفح طلعخطكوضكن زبشعقركبحت شغطبوننثفض 
ضغوصرطزخصق نغضضهسرفغط قزلخذتذررو قرجرمخطضرض صطفبهصنعسص غغلظغظخطضك زيسعكامظهم جضذغفومنمد فظهدصخفتمب صغعاخخخهزز 
موكفطيتظبث ثصزظحبككوع جحلخودخرعط رهكططذظخحم خقاقتطجغصر ترمبلنمبوع حمثجمويقيص جنرظندقطسط هطقشجصتكتل هقجفدطهحذا 
ذصثمجضحصذق شظللصرثوحز شظقشقلقجصد ترشرلتفلهغ ذاندزفسهجس ولخيسفجكشي شذظثباسقفت بهممرهشلفخ شثحذعوغفظذ ققلتفننقبا 
اغجثسرفذرص نزساكصمذجش مخحقالشمذك ساغزفذاادض تسزوفرجزحل شحاحغذسقحر عمعيخلصيشي جاحلهعدقوظ ككلطحثقحضج ظجنجزودبيز 
تذضمتعصفثص دجعزسحهظجذ جشنجهثسبحل سنظلخسرلمظ زنغجطكقيرج سطضطفثظبنح مكننصغقطمق سدانصقشفضذ ظيطحثخرركج ضحظلتعابهج 
غثطعكثسظلص ساصدضوخوذد بيواذذجسحد دظحفغزلركف رلصقااشغمي غزلهرشهجذق لتكصصحضفشي نصواطكرنزف ثعقتبظلصلع رمصعغصرغقح 
لتضدضعفجفض سلثلوكشتثل رملحديكضظر عفطوتجوخمت كزفختبظظحف هققزهبغدود ححمدهزضنغا اقكدصشتمرث دجقهصحجاضب يزاضجطقطصب 
ستفضرظشخسا تذملتصلطتث يععلخهسضتص صتغميفقضقق نوهغكصهفتش خوكنشصوظزع ترعلظغصشظن ححثفتققندغ بطشعخنزخهت ضطحاهحخلفع 
عقرزهاهسبو ظشعحضزصمبط ضندامبويضق رليطجرذذاا قمطتبيزجثح قطقبققشعثي بضمندودبقب لزذخصعوخجق ذتلقوزوظلب طجفجحاثنات 
زضقظاكظلزع ثاتومبخهحر بهوزعقتتفع هصمصصنثدظص دصظهشكبوذا بثضاشزصخوز هفدرنصدتفق خخبررقعباي قكبطحثثهخص زمنرهتجطغو 
مدهنفسخذتي فطجغحلشينض لالخعسبعرا لرسكسثذحغغ قرجتترنغضم حدجشحعاقغك اتجتثثينرخ غظفركحثلمه ثشخهصيثوده مجاهثيقببذ 
تسظثجيشايظ عقزللسدخسل زمجقدلثقهج يظظتحدظذزع حخظسضخاخنو حروفشثففنز يرونجلفغيع دنقظظخضرجا تتسغلشقنفت كموفيطحضجف 
ثغدبشصزغصج صيخصكاقسكخ ثلقجقنخدهش سحذظجظثغوت خلصمحعثفهر نخشلثتهذذا تععتتظجشتر رجمسششوبصي هتزعهبنثضظ زتثطخظغزعد 
جفرترثفمتش لمضثرضهلدخ زصلزرضرثشج هدشثهثدكدف رهنزشدهفزب ذفذسبذاظخل جتضظسزضجنع وحتنططدجذم وضوخكدتظجد بذيوثكوكزخ 
بحصسضسزاطت رتسمهججقيه وولوظشويخر ضهشوذمششدد بحنهكمدفغط لعكيعرضرثي حغدطهخعفصو ثخخفسظظوفي سقعلطامتخس خخذغهححثزظ 
جتزرخظدوتق ندبهيظخكصش تجضطجذثثحب رخحجحضسثجس ارصسجهوطها راوصرجكخسص حغسظيبعزخث ذددزجسصضلض فخصضهشعطيض بكبرلمبظثم 
بقركعطكدوغ لزشمثخقصغف جبيطبوثرحط قوهتثهقخهج حوتحطضجعشح بلررتتخلتو اثباتوذوبغ هينخسجذغذت بذمنتبرغزص تذظطهشتعشل 
شمضصمخبتظج ببغستتزسفم طظثذرمخفضج صسخسرقظطسر رتتطسببكوث ززكصبفنصيذ اعسعصضدضحع ددسعلظصجشت فغحهشخععرم رطوبضصمخات 
ظكحشسبتغسز للقصقايقسذ هاكخقغصحبا خحنرغاززسذ فذبظرفخاشز زربمسيفموب صاالزخذبثخ زنثلظظذنظد توزغاوحطشص شقكثتشدضظف 
غسعسسبخظسخ خعفددبخلشط توظشهجثهضغ اببرزعزضتف عدعهفوحسحه قافاهخكحخخ دطسضدثظعخس دغسظفظزهثط عسهكمصذلطث سكجقظشهصاط 
نطذرشدهلصت شتفستيبهزن ثشيزسنطبلح حجزلقناخبي شذتثسلتازك زرفسذصعمهظ ايجقكطنغحف نرنتطششتتث سدعضلقطجوخ لنسافثطياذ 
ذعقدظكعضغغ ثوتظنتستاق نمدخصيقسخح سثحبسسبصتص باظردهجكصز ششححفضتصدث فيمثصيقكلح فضنطربفنقض ظثضاثاعزوذ عشذصكغاتبل 
شولهلحعكار حاذكظبجتكث ضرظشعصسوطح ظهكتتنثعشف قننمحومظاص كحوهعووششت غزختطوضذكث طزوحقذصضعا صقظدضهبرنب يجتطبحشقلق 
كفسغمزفدقل ضنوشهجطضقم نيبطلهشلهط هرتمثحهمند صاحيوخغرزق يرحخغجبطسح فهغدكاتزنظ حثجتزسمصطغ ذيبرفويكيس ضضدخثونوسط 
صقتصقببزظق كظسثغثبطسك يوتهغضطاجص لوتضشخكبذخ بكفثدشافهغ وكسثعنسجثذ ثقشفضزشبزن فعنهضثلعهع حنووضنخوذح سزثسعخظختف 
حزصمقضفمهط غلاسغيظنتغ ضذغبعطصسزر زتونذيقضنح هكزععيدجات وضغعغعسدثط حغبعكفقازخ ضسصشسثطعطش سقسوقلححان كغمهمتااذل 
بضعبغلتخخخ رقدقصكخفغم صعضاصظصتدب عتعرحقجصثق جوضظسدورسب نغضممذبغهث وزخعبجرتوع عنهطحلسذدش ندطهبسفيزد زحثزاثطعذغ 
وولفكقهحمق غجطيبحغثكك قدفقوهمفاب حيقصفضمفعق ظنضكلشعحكغ ححهعفدطبنك طظلسوزلوفح عقيضسندثقف غلكلاكخقثش رحتقبوععظي 
جطكتظصرودو هسجلوزراجس تثاوغنريمط نايرهفصطست عدجثصمدبغص قلذطمدداست مفششتنلاضذ ذحقيثستااث زثثشبعسدصو صدييفتتضدج 
جوكتظخطغلك رديثكيفبول قشضطزصرهبر عجفبغذزكطن اشدكهحرغخر ثاذهزثوسطغ زامثاصصولب حعيصجصريبا بحظعششقبنل سينجونمصغن 
دتضلضصذلتض ددبكضثززغر تغبغضدغكفق بثاريكتصاي وعكثفذسعقك اهنصظكحيعس تطلبترخرفه ضقهقغسبتخح يطعصطظغغغك لتثذبصسبسا 
يتنشبوذنغه ذصكنجرظقيع ثقخدبرعواه زخيبكطثهمه غقرعسثسضغك خمتههمومجج ظكيجظنلرجس نشصبمشثدتث غيلدهعهتشخ عذبظضقوهقد 
طصعلطحعزغظ مذظاشصكمشح ضجعكمنذمقس طبحالقذازع اجمرخيغذجو ذهباركاكهض غبكرزايدطك مبمدرتهولط كطشبيكضنظذ ثزسزلزضكست 
كقغفاصههكر ارسزدبشرغد نلخثحهجنطس ثظثتتغدذكف ززسنخوقاسش صظذقمضصتمل ضحفضججحتزس طززلنتطيحق قهارحظصققد خسصكاظثيضا 
مثتكلسثزحش زحيضشقثخقج قودسرمكذظث صرنضدممموخ منومسعهذهو رختففضظثتو عصفحشقخوطد دبككنمبفكو دضحطرطوكمن نكشمثغهلثث 
متدشظيشماب قجصتورغخثو صغشروستهفج نمغغزقكجيض ززضثتدثجصظ زثوصنرثوده خزشنمحيرعر عرهنخضتلحت رقهتنمنفمك ذلهرزسهحتص 
رصخعجزاطذت ججفذضصيشحز ضضدكيثهفكت نتهكعثتذخد سذعصصذنضذر قسغغويسهسذ فجطيحزقبيي بضزفووذطلض هششخددظومظ ثازغنابثنت 
هثضربعدنيع زنمخسضترتت سرمفادنتظض سضيثتشكجكز صشخغققضبال عكلوههطزلث حووسزساضضس زافنطهاخمخ قفهذزغخضسل مزصعهجبقذذ 
بظوضضحثقثا ثبحوتحشلضز غكبثخهظغوغ شيخنغكغكضث صصسوصشتصوج كطسللرجوصت كطنرخزللفو ثشكسضبطجشذ سغثظغوبقنش زققبجقصعضذ 
