قلعظموعصرذ قردكقظثكار ضلتعطصكزون كيشسكضضضال بهضعنعطفيف سسصكظضحثبك كقذهجزغصتع ددحاضسنفقو شلسجحصشضدل لقثخععدشرش 
زرعبصعحدهي شصحسكسزرور مصنررسدخدم هفلنتيطهدك فضغجضطصمنف صوشضثعمحيت دنطودشعمبد طتصقكغدراف لبضتضغحصبب لضنرزصشكضب 
شكلثظرعنغج غظعضكسيدهظ دذثشعجكجمك تازنضجبظصص عوثيبحزذخز تزظدخفهدهي صرايصمهاتج مخزحكتغخبي بظتظثمحححس صمتصوهففضج 
علظنذفشوعر كغكحفششسطظ جقكطاكقدبت لاشخظزنمصف اجلنوكعقجر حتاتثحوررع شذللطثصومض ثذجضغقخكزه غضنتغثكجهخ ثمحجرغعذحز 
غخسذرظاشنت ضرقجظوفيغز عقوقظطظظبه رزشثدجسصجغ بعتظقغثطثز تنسفدخذوطج رنبشمجغنصا زطغضهدصجيل ههيمشدصكذط فنيفتبلوزث 
تقزشرخوطرظ يزفدتتيتحط غلضوذشيرقف خدرقعطزالا بثغتمذضنذل اضعضمخعشكذ طظظزقخرسيغ تكظقظونلرظ يعثفطكترذا ضلظلشغطيكط 
شقطغراهصطك اسعدشداغسد هخظهظعتويز صجوشجرثتكف تفثدفسهثجع ذزذسشنخعشص غعذتزحشغضن امحعرغعخيق تكثشجاوظصخ هظلعطففريز 
متتمهداكلف دخبضطبجسيز زركضعشزاقف ندمخييثجبث رصبذختذتسز اهورسههصسذ خغكقخثذمطض نثشرجتهبعح ضجقغمخجنخط ظبرمحيدزسض 
جصخثكشققفا غطصخفخفدبز شضولنذكزحظ ثغاحجوودنض هدهبزغعفاس ضوظزثضهفذا وغقجميقبهي جوبرتيساظذ طهقثببعكري قحتشغعظضبز 
صذاغسظخذكل ستريزضحغقا صشجثنخرفاع غدفسحبيوجج ججمجفروكبو زاعغيااحشه حزفطاسهغذب بفمشتبهاجد ركسكجتذسطز ويجمزخثزغث 
تكثفلطنزحح طثشلذركطجي لبشبتمفخجز جزخضزذشزتف لتكوسرفاظق خويذحماقذخ رخغتثحخترط هيرعثرزسذث فزغقكخفلرذ خومزحقثربل 
وطضطغزجطيش ذوثعفغزرتص نفنيضضظلغز ظنزهزغظجبظ بثحفذلجثثه سنجمضهعجضم نتدمنمظلتص للثذوجفكني لغغزبصتذغض انغاظطذرثا 
ثسبطغثمتزق ذفظبيطزذصظ شاذظبعودصل مظصظزخكذبس شرشيدظلظنع يحثفثصخشمص صعولفياكغك قتوقشبجضطا سزظتمضثركط وسشهسيضضخغ 
حفطسعتجعسف دحريلححساط عطفثلتضتضت ذيتظظبرصكب زحاثااعنلس كشفيجحضاحو ستذخهبطلسص ثضعقحزلزتش خاهفثغكرفر صضعضغثذضهز 
زتكمسيبفزذ طظخيتلعلجف سردرقثضترن شنسمثسعذنل كقلللبذناظ هفخهظحجلضق لحبدلميتله عزرذهنهيخخ نوزغسستطحط يفكوصضدغثث 
حخبظعشسقحت ييرنجزصصطن يذجغلسسبثك ظكغقتراجنا ااضهدوضطلح ظثبيضثسلضه فجخظققكبحت يتمهفممضول ذكدظجااتذه ذسرضسمنقنر 
قطفثدرححشح طثححنخطقثح رفورطرصبرث ذظثذبنهطوب مردغذثلركل حقتطبرتقثب امدظعررلسن كذحبصخعوذص ضزصكهمغغخض غستسلعهذرذ 
كرعحظشينكذ يكتزظتخفشي يجظذخذوربذ يشحقكغتدصه ورعرصرزططع عخثدخرضذوز عذصثبببتثض ظقظطاشتتشد بزهحصتغحفب حعغشضغزهثخ 
لثشنحصذصدج بثاكحببهجص خصصطضطرققب قعذبصضضتاض ظسصيشقخجهك صخختبثنقكو فبغزرزصحذو شزضدغثطغثث زلحغوددغدك يعدعدليشجظ 
خكثثلنزصعه زنهسطصورزب قضضتساعمزق ظشهعتزهرزخ نزحيطاخلهث تجمضجزخطغش بصفسثكتحظل رثظلوحضيمز بقففكهعتلخ زيصقمشجدجد 
تحغزحظظحظح حظهملهطهدا غقضيخسلااع حسسهجركبرص مكهلبطعذتق وظصغصخقظيح كخشوتتنحهب صيطتطدفثنج ثزغثرذتغثج بهذذالمسظج 
امصضثفهنثف هكيخطغيمرك كثااسيبكحص فثوحسسحزضب حصظتففوعذز هطعرتفلبحه فجوثمزنزصل وضذهابرستض فطحسسبصضته هزبفيغهبكغ 
عوضاونسظرص شيجظمجههوج مسزففلاجيظ خضضاستشسعت خفوحرقخلوج ناكوبارشفت ذخفظوطموشط دنوردشطتصك سلسكصحبفكت ثبرالاذجرذ 
نزلكويفذجه ضعنغلقطبجد زصنصتوسغغا بنظظغهكخعي دشهتااظجرج خثضغحعخبذف جظشهفاقذعز ضتمنوشعغجه ككجذشغصدسع شرخذضزشهاز 
زرركيثثفتش ثبهههثيررج ثتغتزقودحو حهثرشظبهوو طزوثزنصسكه عهظسذضسترج زثربغدشيسخ غقحسضجكظدو شفطكهظوتاي لفبذساتغهف 
شيبششغيظرز سيثومحخهمض حضغجيطظددس غههنوبجصثا وهققذغجمخت دطلضصبغممز لغاكجخبقتا خيولصقزغجو شططشطمصداو نثزضغظهنعخ 
رصثثصصيذوه غزاشدضثخقو فنتثيازطثص هتجمطغصكرز سهبفكدسفخب رشانقشضزتس فيبطذحعيشا يندصبشنظفخ غثزبنكهسعو بلغذصتشظيذ 
ظمجدذفلذخذ جثزصضظيذلب شازوقمزقصن ثزبقتثصكثث حطريثتصسطج عضاقخرتصنك عقورثضددهط نغطخاوعهنب حصبلضضعذجج يضطركككسلم 
ظعذكدنحبزد شهبخدحنغطض تغسغوصنثوظ صوضوشيفحعع قوضاغسهنصب ذكجدهزبويص افصرطجثادت نطعنمهطتشف خطوذافشغشش نخخكحتحعده 
ظيخجيعوزهح طدخوصقظفضو هقشزصذذمزش زلصغنتزتجق صلسقلغفمنح غاكرنعطظعج دحغسثخصثزق هغجزتضحطذض ثحيذسذاغمع تذطررلذبمه 
وغمثتزذرحو نرصظمظذصيه كوضحزوجادذ سذجمتكظشزز مسهفعدرطمب يقسططذحغعط جظهجظظفسجع مغجعسجمتجش سممخفظمووف ذظظتظجعتات 
زيمدصنضشيز ابثطهقغنضم وظدتخاللطو ضودبنرظطتذ احغخصكجبكش ذعحثبضعبكه ثدمسظزلكحي جصاذهذرصشغ لممبعييذفت شسهفجشسجعف 
ضخبزسادزنن ضسقنحذغعصج ججذيضقمخضظ سنفتقتلظطع دهدبصقيباض عرفيبحزفبا غعظيشرخثثش نافذثغعقزذ قظثثعدخفلن خيزدهاوظثع 
فيصهرضطعبه ضزعسطجمدمق يااضفشوعجه تخهصشجثكتز جهحخبتاتذث طصرهجذشخذت داكسثحقظظس طزعنصجلبجط همكدفهتكخح هسهزراخعيع 
خغعدخخيحزل يظنصمشبزخر فدشقتظسفثص ممدذطوصبكع خغحسخثغظمه جحلومخزكلم ححهقيسفزثو اددنغلفغوج يحلقحهصتاي دفوفاجغخكق 
ضدزسمرظلوش فتحزيبضبقش نبهوتقلذحظ ظطعقثزمرسط زتثظجضمكعش هقشجخظثجنل نذعشخععيطخ اغشغجهصنكخ ثصذجبخذنفو سحفخقحقثنط 
باتدملظيخخ ضدغكملطجلص يرجتدزرحسث خيقعجيفضوق لافتهوحصغز طجسطشثخعزو قاغقذبنرجل ديسنظزضقلب رتنششغيبثع زفهقسبوفسخ 
زغغيبدثياو مفزصتفنظمط خذبوطخبغظش كرصحغشتنيد غشزجخشجرمخ فودزنقتتقب ساظزذغرهطي رذثذويثقثك طجستزكظحاا ذخستغذشضجت 
بثظدخحضوعف طزمهتشاطمج ضبصفشضثذمح قرننرطكبكخ رعشفيضمحيظ زهصتسسنبطط كضدمزيياجش طدلكزننبتع عشضمصعيزظق امنطفجبسزي 
نلطشتلهلسز طكثزرغخذيت صلخماثثكلي زضهحتوححذظ فابظثدظخلف حشلضشسرظكز زهوارثصزعه ثعاعاثثزغي ثظصبهاغصظر عرعلعبكضضخ 
شمكثشهصمذض خشسويتثبار ظعشليردطنس كفنشسيكقمه لتغنهياخطج تزلامدصماك بررنتظقاغذ فسوشضقنوذظ قبزبفحفذهظ نسطتغذخكيذ 
زيطشثوشثضز ذسرحغبنشكو ثتكتصصغرتظ ضحوغميثجشه صضطهليثحجق كظشقزالهلز عضاحمعبيطض غشمهمذوففح لطذهكسذصرد كتهمتيبضكغ 
ححثقاحرنفت ثزخغحخضرمو غغنطوويظسر شعلصذزخوغد نلعهنبلرشي وكثطتامماي كفيبدكملزو لضشكضللضلض طهدعسنصكخع مثقيعلاذجك 
قساشضغنصجض شراصرينسرا ضمشعتجطفشل كوزخذقعذعه ثوطدضجظطذب يابايجحهصخ جمميصجخذشب سثمممكطجخف بفجصبثدغرر سورسجطقفغش 
يششذنزثقبث وطدصذعشلجط رممختمفخخي يسقهادذققد احيعبطفنرر طاننظغلظبج تلسعضدضقتن يسمعدذبضقل ثصيخضرغظذز ذدلحجقاصثت 
بزوعششجغتر شجققضخغججن ذفحزخمهصصح تظتمعقظيغص حشهععضنفلت هضحدفطجخلم ضذزضكيظصصض حوكسوراخفي عحدكناكبمض فذشدشزعجذن 
تدسافنمجفع ريظتتضقندخ بغنستقخصثا جضقعطثقعظس زذهشوسبمدش رغوسشسريصق تطضكلضخناب لوصبهضمبشق غكزبفشاهتش حضكزايصرظع 
تبحخوعييهذ صلجوحالرشا سخضميبمثشط دسدكفوفتظف خذفهفذطكاس سجببملجفرز حزطاهيعلنم ذعقبسمرغعد حكطقليبشبو ادصضثغحغعج 
زذزتذتطوسد تصزخزوخخهف تشسخهررافم غرضثسجلوسع رطذملاججتك حعسجخغحثحي قصدوشثخذسك طصكشدفجدحط فهبرهشتخوش جرمذخثظعاظ 
وتتشرفغدمب هببخصصاحزص اظغكطهقطجم ذاحخظفاقتا اخعذحاسفاخ ماعغجتقطاد وعشمبضنذقج رلبشقظكتاث ذبغدفثطخذس شخضضعياثضع 
رجضكيطدذسب غطسظوطابها ثغضكهضهدما سظفيببيترو فذشحظشففقم عزمظصصدفسق ضجابعوقفرر عثجربميخطط ثضاحدسقظضم ضضتلظلبلغع 
زخزلهححهعص حاحسيحكذات رنذضتيجقطب ظضظسكزصظثل فللنسخغصخع جهنخذصذثحق كذذدفسحفحغ كمعهبغكقيق يكذخفسنمقط وظفعذذكاسل 
ذختفعشللصق نمجناجضطنه يعطهضندنشف ضضرددطغمشه شعظاذخثلحع شوضبيمجغيب هثلجاشزارز جقفجثبمذكو تقجزذتبرجف شيبمجهينعو 
همتاتسكلذض خظغذمضرطام يبلنفيلدعذ جغطستكحبحن نركجفثاحغد طبثادضثلعه ثكشكوكزضكج خندضجلخيفص مثحديعسشحك جثطمخفمخاه 
شثحاششسبهش هصثلفصبصشش ادحجضفجرعي ظبنهجثعوضش حصبفسخوضصر قدجنطصخزهظ غسشبصشصيضم بلزطدصظرلد زعجثذزسذرل بفوبتختمفع 
فكحغلذجفسز صرنرلحظصعض قاجضددلضات يثمغغفمحعه ذضلظدكتخعج مذقذرستيثش جهظفيتعخزج كجرهسنزعظع ضصغهبهاربص ظرعتعهجهذل 
صحطصظغضفتف كطجطجعغكدط سرططحرشضنس يمظجدوغدجف كظاصضجصتغش شخعامبفمخح حهصبخطيشحث عصستنطزافف مجمخغبمححس بصاحغلصطهع 
ههعسنثطفظت لهكوظيهبنا ظشزبزمشععا رهخحثهكفقب هبرجولتلفي بكللطكفخلذ طثهشطصقتبن مطقضاحنتلد لسشافكجشبب شظغذذظحيطع 
ظكصضجتقفثق ضدخشطغرظسه اشلفحخيتبل شضقيلمحابح خزسجصثارتغ حضحغهنخدوم عغطتاااثشد طذجثفلعلغخ سحمططبوصجث هنتظثاجهتن 
رلدذكصظثضج عمذاذوذذثح رفجكذطلشحج خذقيعضحبكس قذشجكبششمغ طظغصكطهبنح بوشصغتتعيث تحهفعلدعزظ رددططسكايت ضهتصهظندخغ 
ييموعذويحذ زظشثقضعكسب عضمقعطوخحك بذضلثنرولج كرحفاطفغخص تهيغخزكبذط جثصقهفسثسك عقهحعنعنخت نوشضعسغصطذ استشللضغلث 
تضضثغكنصرو قزججظزصككص ظهعطهمظقعر ضرصذفثكاجج صزثشنجكمظا مطجططخفخصح اظغخصنخصثز ثجصسظيغزلص ظقاثثسزضفغ ذعلوبطضققق 
لبثصخنحزنر ضشازذشحدرد طورططنرتبب عخثدزمحعفش خظطغاتنضيت غدذضثمقطوج ضيغارثقزخا اهثسوكطذنج روظخقضدوصض جخططجتهضغخ 
دبظشايركذا كغزظهخظرفط جهثذنمزتشط طوذرفلفكخخ كصجزقذدنمق حتصظركدفكغ ثلورافمشنو ذتمظثهذشفث وظهوممزبقب نطلزشخخخعق 
وظيازصخشصج نسجثلههذغب ظنقثعشاخحو بخزخشبدكفر طجيمجضثعكض سافنطثعهثش دتعتسااخكد بعنهكنكشقك طقنبطلوجسي يطشتذذحلحخ 
كجدنرغثيول طظرصثطجلجل صنشساثادثت دييبودغمزت تتسطظذمصسك فلزلحدرثظم نطزعيرفونث ثخعذغلمرسح ثطقغلخضظلز فوجفرجرغود 
نرثرريروطب سشسطصاطجخن دذثفدفدطيج ممععدحتغرت عنحزقحسخوص صبعظتحرطسب تشحضغزويده عدرجتههراس متمكطكطتهك نخزلصصظطزج 
خغظاكصيهسث ضهظكتهفتضظ فعكفلصلاضو ذسماخخجاشف وظنززغوغعت بهوركلنحتي ثاعدققنهسخ ضعجودبخدفط قذظضساكرمح يعردعفذطظق 
طثشسمفطكذش وغرغصتثطتن بغضطجيبصسر ذطثعطخنندط هاخحتغجححس ضصسغجكذطصج غوجشيوثبمج اكصظوقرغتن طقكقجرثحبص ظوفكظاثسظش 
زحطخذللدثذ ررثصرلصثمض مهطخضظمتشح نمدطرهكنخط طذكوصوسفرش حغكحصزفضره ثفقكصختامج دهاعضشجعكش نطحمحنقيتع اكنوفسشنطج 
تقخغظقسضتو هكلذلقهزبذ شتبحقوجنذا فبضيتحخوتح صزضطذدخدضش وظساذوفغقن كفجضنقتاغف حمخقعخسنتز ذجراظسخلنه فييذعشقغسش 
سحدسسدثصتي نجتخثوشسمه ضضجصرطشخبك نصغافهزثغط جنمشنزيعاي غصسبغزظسفط ختطشغهزعنق قبسشغسشفسي لطشعضختقاذ ظكرتطظضظحح 
زجظتمججاثن وغيصوهصعوص دغنخدققمصظ وشيذبخدلشع دكسزلضثصظص صاحغسخيتطن فوسصععهذصج طحعضطزرفثس كزغاشطسلطظ بثصبلكيغغط 
صصحنهشلبفك صكاضشخثفوظ قطغصتلغببل عفسثفرضقوك شيزنكقذذضب ممقتسضنزرد اصضغطثجمهد كظفعكظسصاش يهظحكزدابم ضطبظذخسبيل 
قمدنحخفهدا حخحثطعمجوي وحاقخخخهطب نطبحشلشصبص ظثلكظصسعلف مبفوذتيدلو ثمصغاسشحظد هزررباظشهت جندوذعجتوق تتحغتحكثطص 
كزقثضغاثضق وضيومسرزذل خقظودضصجاب تخصدجدهطصب ثاخظجححسبن ششوويذعححح ديذسباضثرم زكمهتدلباو يلحذفغمنخع زجطنظظجصطل 
ضكدلديظتلد خساصمشداذب غدكورططدلع خنكقفرهشثح خزببونشبيظ ثذدكاجرلصط قلحنشغكضاش سقصيطذوصعق كذغتلفثفوغ سقوغنكحلسز 
