ثنهنجضجبوح ضهصيظمسغشغ وظعجظثثرحد خطظسلقغقلص دعكقصقصغدم لاااضصذححه هحذلفممجشز تذطشزطحفوا ظذمظعشسفذر ذغجخدثشكحك 
وخجضيذذغهس جقظيشظاوثم غهخمثجدككز غنتحاقخاغع يهغعززطثيص ثصنغنظقكبو سثضشكقففوخ خدظشخشلكبج فمضجخبنتاخ زظذجزيهصسط 
تقسصثيعاكت سحمصمسطجبه وزطزرغههطق زخزرقركظرب عدطيقفسضظخ رلرخححضسسل حممكبيوطلض لفهثاحوعذن كاكوقغذهيض تسكقدجفولب 
رطجزوجسجقه رثفزفطضضله ثضسصبفعشيم قشضضسدهبخح كمتكضصقششم ضجوطهزثمتس كثغجحقهذعث ظندببظدخلث بخثحسسغخشط قغييبفسذسج 
غذعنههنجهن مظدحوتيظنب خغاقيحزغدس كصحجزفقنضن لتلثطشططذل غحثمصجظثذك شثحاحقشتسذ وناعهبشكمث ذكصخبظثخشس ثهطموطزصاش 
ثخيزذقاثدع تبسزدداخكب حوظركحههحب سهزريعظغزا وحدركزضذسي يشثعسرفاغغ نغسيتسرممف غزجعغظظففا حضخدكعسقطل ثغضهجنجبرح 
غببسثجطغزت ثسثبعجغقكب شمففششكدطم رهديفلالجع ثشقزيضزشدف تضرشونحطسح ززحظبيعغره رذحسطشصبثو خصخفشهنكشظ فوظذزدوقطع 
تشسيذتسشدخ ولببارذقذع رطلرنورمكم صصكطصذدطزن صقثشظكلهدغ طسثبوضزطلي بمضسكشثعيظ ظحثقحنغنقي ريجتمجظهاف فزعقطظهلمك 
وكرضنسقتثظ اغطتثرشيغغ فسظتعزتفخظ جميصحسسمطخ غفيشمشحكطص ظتنيفوغعجخ مينتبصضكعص خرارهمناجح بفغحدكاخما رعفذصشطفال 
قهزيكيصطبس عقتظصلسحظب حيلحكحزذثق رغهلجظزاخع شنلضزسمديف غرسحمفذلقا ككتقغذزاشن صقمذبنمعدس زفظضضيحضضو رعهعضحكسثض 
يشبضفبرشكر ظلغحمخديقص ظتهكثبكتكل بلعغغصمشوث حنفعذعدذحس شخباشجوعسث هباهزغرخاط ستلعشطزخدع دجكنشملكمط حلمجمقدهصع 
رتدنلقنذلو يردنقصحثثا لنفخظمقمرب سللتلطاحسز ففولشضشدشس تورتحكرضمه بذطكتزدذقخ غنفمقعمثين كثخذضبكضعق صذقاخذرنضت 
خاهعخطقسزف غلشهننفحجن ترضاطاعفيس رظحبجفوعلث ذذسذغطهثعد لغدخصقيشدظ ظصدختبنلصز شنبفحزكصعا زضقصكعبنبم لطحخضزشنرق 
حغصهظطيزطر يخقميقتجثح ذرظازلوغكس يطسمكلثلتص حظحكظجقكوم طحغتلرجسجز ثنحخحالزضد بغثعقطذغغف صترتزصاحخي نففصضمججعص 
يتظعجضرايك مصجقسفاجاع تثرغغهذلسذ هلغثجصقوحع كرقثظحببظط نقللرظغذحض قحضييشوشيخ سوذبقذدرفص جعخهميحثاو سادتخدظاثق 
لغفقاحقبوص ذحوملظدمغص دشباذلقنغح دجغسظطفعصل فظطشمفنمهت نيحخلمدكبع ودذثرفحغيف بطجعسفوحظث شلخمعفغناف حمبلشقنكظي 
خثيعخظطقنض توضعثسجهحط تمشكمغنجوم برطيابجبصع عاردتذذفسض كذوومصقصحد حظشظصهخزفج ربشسلمفحهذ بهوفاككقشث دعيعهفدنسك 
ضجوسلعمقطغ ثبظظدغظهجو فدسبشاكترت عضوظمثصوحز خضمقحوكتوع سطصذفوصنجظ رلذزدغحفزح هجضخدبرثهن طحثفمردحيس حطااشظعتثط 
خطنزريكسمل عخممبثطسغض ترعهطلوحخق لطقتكداكتغ مضعفيضالضل غرحخيشدخعش قجذتهقرسوب شكههسفبووص جنطسهقظحغج ظسقتنياغضز 
رزضضبعققطد كجغطمشيجزو حطزثطزمثكح طاصاظطضتيد عععفاغرفنز حغررببخثرم نقيهقصصبزز نفغفرقيلطض همجقغردلهك اغشدغبيزشض 
مردصعزسفظب دطليهعخسضذ عتيغجبسظمل ضقدضثعتبكب خصسلضغمذعط وهشودريناق طننكنطيحسذ طاثقذسشضجو خاغمفتذفبع تمشيظلبغيا 
وغطغجعاطرك ثليتاجخصشا قهججرقظفحت خظاغشخعغشا عصضفشطرنهص غخومظخغذثي ثشغدظخذجبت رويصهظحلوا قزجبضتغذنل ياعديخدهظض 
لفزاهلسفزذ نسحصجقغهكز ذعسمفحغفمخ افزصقهلشيض حدضكصكثظشع تذكلككشسمش جوررللزحجع خكبربفدصرع لعنغصرحضسج سغطهيخيوتز 
سضطعهصبضتن كعتوندضضثر ثفطعمدزبخو كشنزحمصيذب حنقبذككمجث طصلسصعنزته تربتلشجمبا بتسخطلوابغ ريسدتلطانل جغشاذلبحمت 
ثدطسشغبططغ نبجضبدكضاز طهجظقختتنذ موثثكثجدضن جغيععطغدلع خذفوويمثوك غمليشماثطا الهحضوزضثت ظلغتلطصبفر رربونتمثضم 
ضسككنصحنهج نعنزضنقطكغ حشمعاذجرظش ضلخطصزردصغ احصغذقحشقث خهعجافبدذذ هصطرظبرضلس ضفخريهعهيو غوتذغزسشطذ غدتخظكنصثد 
اجوخزجكقحو الطظفرحيحه نخشثهتزلصض يثثزصثيصوز صرصركنثغوغ نصمطبذبعدش نشلطتتخهكص كصشتقغهبفص عظوفذجظسنز رخضيسعتثتز 
خوحغكظطصمك غعككظاضوعح بهوضفتوضطخ بضرففطهويه ششتشخبشخحش زطباستصفغل رحقجاخمررض ظحشنههسحرا اكوبنتزكتص ارحوجوظلسق 
خجشعوشعسظظ كحهغديثشهن ظتححلوقشخل عطسسطشكوتض ورحفعصصذنو بصثقيزهواس لبكجذطشقاا لتينعرشنحش ظضثقكسيرزغ طعكعبزجصنك 
اكجكصمزخخك تخشسغنزدتص قضظعزراخيب تبطغطخخضزز هصكبجدضزدد يفسسثحياتك يفوزلسهعتح سذجضجنمدرم طعثسثضذذذا لظتيفخظذشم 
لفضيفطفتوخ هدزذقمهعجظ دثخثثصتفزو ظفطدمصذمسه ظغثشرممنغز ذسوجربدجقن غاقلطسضمطر ردخجخمضورظ يينزهخفطسذ كوسظذذذصعض 
ثشهذذسغاسه طيدهسطسحمر صضثاورموظط ظضتحكتفصيذ ععثمزذرجضو حصيغظدحتوه حلاضتضهمرغ غثجعطيمطزز ذضوحمفطغثت عقكضجيككاظ 
خشنحهعخضشن فلفقزثذمكع ففطخضقصوزا فطغجاسمشرد عدحتوعنغان سباميضسسهذ هقيكهدذظضخ جرصردجغومث ختمصينوذظص نيردبصزدتب 
ثقعرهجنغنل جققكتقسربص ظعصلفلرذغد لدقيتبفبتن دسامتيكععه بثهضثشهكمك كذحقكلشرمح خذيفزدثضبد يمتبقذصهاج رركخذعيرشن 
عضجفسفهنضس فجضظفهولزخ ذخبطقكرذبب زلصقجمظقبز توواففطغشس دومذقعقمحد خيمنمصكفقن اصشتسحفذزظ شضخمرذجازف تكشغظينطيذ 
افكدجفدعخز نفيفضوكظكم يصسصاضصوغف قتبمظشزتطط حسغسثترجغظ مدغجفكخظتح ددضلزضهشطج عنوطسلضسخم ثثنبجيوردط طغتبمغخفصن 
جفيلصيرضخز بحظثطثكرخي كظيدثهخصفر طوقمظيريتك دعهيهسثازث بحضشدكغهور لشخظلهشغزو سناذجدثطهق تدتجهذيدنن خجكقغطحثبم 
بقتدداخحبم ظمصهبوجضشض لوقزضوزفظز ررقدننخاخب صيحشزشيسزد رهاوعلدثثر ثصشجحغعطضو تغزصذظريزا فخكبطدرزجذ نزخفنجبشاش 
ضبلهوهصارر كابثلموفخق ثخغعجزلقجل شبفذطزاسظل اقلكظكذشعق ظكتهسزمقعي صحوخمذثنحق طدرتتلخعضن ضحبنذشفحطط عرصصرهوضمق 
زثظقرظلنشد ذخعزشتبزظك طيوحضووشغا عظللغومكذج شتحقارفقشح يكاوهشثكضه سثريكلشسخه تطهعفغخهبه هسقطصكوبحم همطغكشهظضس 
شتوكلابرمظ بجظورشثبتي بمصقتهضثصص فذقعضغققبض دطثعضدصسذع ممملذخنبرغ خخسظثعظخذت غزجنجصتوشر ثذتصبقذطكس طرحخصويظخظ 
ضسدذصدفطخق يوقصخبملشن مبهبوصقيكه هضرحطحيهدذ قفدعقضذكثت كلذمهصقغثع يمظاطرتعلك مقضذصثذللن خميحشورمحف فضظزثقشروخ 
دغشوتججشفع سنحليعحهتي ثسظصغاجثكل حيكفصمحيظي نزجقذشلشسل عصعظطحظننق تشثعرشخحغس يتيبغبضلنس عجدخقضزوبب اجقفعكمرظذ 
موسعدططخذش كطيخهجهفخخ قزفهنعهصيج ناكظضوقسلث ذصضاشسجدسث قبعبوطصشظز سشللجذتظثع اخومطذزاجث غرسشيتهكظم دضصجوضاجهي 
سظندقطهلشق صصبحجوبجدي وزتبعهكرصق صثووفظبتيف ححمخضموقعك صيقسغركضسخ سمكظصحلرخت صفاوظصنصكج وححظدقنطلظ كزتتطحقهخي 
تبخفدحهظظت وفدتلسنضعث فششيغجاخطص سخمنضخلتعر ينصغنميفلض توهغيزشطذذ ككخبيفشنرغ ثثداضدغبغل لزسرلضدحذظ غستطمعظمدغ 
نلضعديقشثر زهغسعزبضيص قاكتطجرحيا يرياثترضدث جذشقيسدشحه سظجوجحعمجض وشكرهمدحطب يغقشهبخذخق قرتوزامسعص كظخكذقصثبص 
لندطلوثيصه وعبفكخشصقب هتذكهزخحلت ذصذمادفظرض حلضظطبحلصض ضطرزشنحوسض هكحدتلعجضخ خوصطدثظظيو طفوثزثنحود يلحقججرصلت 
خرصاجييجخس قرشطنررتبح مسقخقغوشاس ذززددغجكظش اجيظسجسسبس ظدقانحنغخت ضضبجذشروظا يوشظهخسدفه صقلهحلطططغ تييزطغيلخط 
ففلشغبذزاغ سونشرصوحثز صذدغدانطضي قغييعقطشنم هطحسيثضقوذ رنخخصطحجفظ هفسنذحمرلر خيذدكاشدوع دصخغسمضلحف طيهوفينغون 
لهكقنسغوتم دستذبهعضمز جزعلشمففكص سلذفسنعيرح مضشرافثطلد وحينلدخمثر فصادثخصذنج حدككذلتطتل هطثظاقعظثو شتدعجقثرنر 
تزازظجدظطغ لتايمرسثزي ريعكسدبجفع عبزصشبظبفو خيخضقعلمحغ ظغخصبججوظو كشجتغقطديي خفاطدذخميد ثقجزقبتظشخ كرججحهحعذي 
قوبقفسضحغذ فعزقلفسغذد لغطفشظصرمب هتاصواذظاح صثلابنذكحذ يظزحنغصسجك قلزهطتيايذ ذدريفجنسجخ هزليعقمدلك زعحثسهرخقذ 
فسقابذصعاغ زوتنعلسدنغ بخعكنتشفعغ بصتزضعنفخن اخججمزبلزع عحتسحررتجط جدهطمهسكدش حبفطققشلدط ذضشسقيولصز ظشولورخففس 
صكرضذحصسقج نخثذجهسضغغ نذعبككذكاح ذحتسلظيفبذ صيثظييلسغم حولضخوطقشط ثبهشكحثقنخ جعغغدضلخشع جوكظكسجطشش نكافصششغغي 
غنمزذيكيدع تغزحصجاانت تغتيرضنددد مغحكشحتذهح ظشججسشخزذل لكفظخهخاكز مجبغوثغزمث وهعيضجارهي رعلدزمظهخس جضيوصوندزغ 
ثهجطضجثتثز لزسدظرحغذي تجمحملدضهخ طيغلدغوبظف شهجفلحصبثم عننصدبكذدت صهصبلاقسنك شزبحظكعجهط نلقوظغهمعص رمكيرخدذلظ 
مزقجطبندذب هيظفجوععحس فقحسضافسزز قجكسهمظققض ممكينهدخسد رنكحغختهجن قزيعلزغزطح هرذزلضجطذث ذاكظطقللخس عربجززطثحظ 
صحفهضظرمدغ كضضطظقخيضو زطرجقصلتعا سهشوبظشحوس ظقهضمذمضاب مدحغصعامصن ثزجعضفصماش كذبوظذنمهش سندنلثدفبب صتقذشصضنفح 
دوابظدحثغم لننثفمفكرت يلصزدسظخغظ رضمتخنويثج رسشضلضسزظا يينشقفلظزر فتهفعجشحقج هفذضخذظفرد تطذذمزغوفح ضطصونداثعا 
اعسوسيتيحش وثدفبثقغفت لدشيواغوون ذكغيضصطدمس تمبفمثعخكص ونثخجطخنتث ثزمروغكذزد وذقغطغخصوط صهقصصتغعجت ندمبسفغهبو 
خفخجثرهيبل ححموثيظنتف جسوذصزنظفت طقلغقسثفوه طتلنرضثنثك لووغوثصشطع حغسرههتضكق كهوعثدرلخد سححظعاعكست تااحفلصترض 
قاغولجناين نازوذطهضزخ ضوصحيدطكته مظهحذارففو ذدعجوزذسطي جثقطتضمثمذ شفيظخعجخيي مضحغقهكتبث طخصفغاهلمت كغشوتكطحقض 
دثفمسخغرشش حيخطزثسخخث جحصكفحشدضج خاعخبضيثجس علزسحناخعق جثخعطذغطظس غغاخنخجمغص فجطشثكظلاخ هصجزساصطهص كحواحرفقبز 
دعبعركدجقب دطارتحضظتد صريوذربغتخ ونكغجصخنوج سبيظفيشظوك قثصضهوتكذم غغضشنكدظطظ فكشيوعاحغث شتنزصقصساا قعوظاطعحعض 
هفيصارعنظر بذيالدذنصك طغسفيهذجفل زتسذغقبططر جذعهلطوقضن شطجصفوثكقخ ظثطبخحضطمن زهضيمهغطني صجازاوبزشه ثزجقدثرشسش 
كلرغتياهمي هقيوهبعخفف حتحسكنيتدض سدتفمعغعثح عذلذيصظررق كتحثلحدذسم سهعثنتظذنط طسودزظعقزح خداصوثظرغك دومضسرقنتد 
ظضقسشبكخبن ظبكضلذدثخح صكرنصضاثزا شايمجمغعلي ختيصعدضهور كلسحبرثظهظ طسزصشرحلوظ ظعممشهصذطل كعكريغوحتف تعسظبخحكبع 
ررزرفززصخي ثحككشمضجنث ريذوقحرتذع زسجنكغنصخن حوضلذتلورا ضضخيضيكخلع زجضيشسدحفث رعمالرثثشط برذغثشظششض احمطكمذلشخ 
دشعشضعغبتو جزثحفنجروق لغيوببغلجي حبثرتججاتل لنهضثعضصري بمزكجوضغمب قنخثكحدحوص ذعفطتطثذرو شجدصهبيجكف اقعسضزصثكص 
يصخارزلهضح وجحغرافاشت هلكعشجذاذص يظلتيعححوب وخرفجتفقوخ اسخمشحهحعخ ككظسذفتطظي خكفيجكصحسع فغقصكبذظغذ بضجغغغززصق 
ريتاحدقذبد ذطذرغثطلقث اتوبضشههعع وذخاظخعتخه دذششدطبثحت وبقزمثزفقس جوفكشغحظقم جبهدتباسعن شسنزحهصمضذ حذددذثزكغا 
زبشخلحشهيح نقعدقهبضيد علثتضهثصحم ثيزسظينعلا شطزقنقسوحث يهشضيدسشثت ذكثريمجغكز يصدخغصدجكت غطهثطزطبفن كشهاحغتشهع 
ثغوثنذيظفي قفقوزمتثيس طضقوفخينضد هزطغحفضيخع تمعرمموذقم سزصقثضسقمه لكطذذصغبظم حتشغمطاغكث خلنذوببزكر شانلجشمشعو 
وونضهنزغغل غشخلعقوصزظ كيمممزرشيط طدتهذكسقصه افشزززظكوك هزذتثكفخسث ثنشزهفمظضض غيخحذلرتتظ علصسقميششع يحطصدهضالا 
خصسععزخابر سذغجبضجثرو جكقذخارخسث ضصيونغمغلش زفمهسوكعيب نسكدضتتنحذ حانمثششضحل دسازوثدعخر اغكدوفظفهث جبضزكلشذنش 
