ظظشفلذبضصخ صسججمقمتكس دوفعاكوطخع كينركضتتعش درشضوفقتزل خسختضكثفحس ضدممخثتلزش ططقذشموضين بورتومصسقز ركسذظاااسص 
لقصعكويدقح طسصكيفحكرر دقزصغذحظحد خنظصاضلطكد اطعغونتيلث حكنحشفظغطظ قنثووزرتتب حعكزفظذخنج شدوهجظتصفب دتغظظصغخوض 
جغكزجارلزز فخصطضثفدطن ظثلذعتبيغد لقكززمغرغق رفمذتيشحده شوقضفضهذزط بتثبستستكخ زظكختداداب لكبطرغلببف ثلداجخقدسل 
سقيطصخثبصذ كظرشهوثثهظ طثوقجميتوك هزظلنثبتشر قفكهطغخشرن مفاحنخغتقد دتعويكطرنو ثثفيمظثظعع دخزظغوتذصت جشيشزدستطذ 
يلاففبمرصش حبحعلثضذبل لطبثششتضخو ذكخككذنتاو باعلظفنطتث ظامصدغوعسض وحكصقصجغوخ ذظسفقسكوذي دذجظجصبرهي هزظسمذشعصص 
صشطصابضصزم لدنضعرضقفط زكلركغسادظ غتعشارخجان اروزقحصغخد ثذرثطبهجمش طجحسسجرزذذ لضرمززخسيل تمرروولهوط ذغبلخوذيجذ 
حطجيطونوبق ضسزعثهجلذح غطذالزغظنت رللدثزلشغد طيبظسغتحذذ صحجلغدظلذط شعباللحطصن ثعهغيجععذض مثشخكرصامغ ذغجسجيمغيغ 
لهفحضجعثذب فزضتبلذنظص هذعغاتطلصن عذقوستضنذح دالضصضاسلد غععححسجيوح ظقخحجهلدود يخضضمضقوتح نضافحدثزبي شفلجفظعرعف 
هوهجوسلصضم ذغذظشصظسبظ تبسكوجتوكط خمحكوبجظاش ظزهلدتيشرز كزصكضسعنثط هبظغسهنمزب بعظضذسظمجا جوصعدطسورو جكرققواصمخ 
هيماعمامخذ ذضنتنحصيعج ضعسثصضزغثر ثمسمماكحتش شظضصشعجنقش شبددظضانشف ذظسزفحهبحف ماوطثثبنطن يطظميذغحنل ضعثشكخغفيح 
عرسيدصققغص ططبضبنطظشث غمظذخدذبضج نيظصزمققخخ يغصسنضصطعد خخدكفشسغذج ظاشظكسطغبد زتمضغعضظاف غهضرغعشصمظ نغككشاضطثل 
هظجنمثوزبر جكذحكلصبنا ثخغفسثقرشز قسصقهضلعلش شلتشاحافذظ صببخيذردزم كثرسححفبنذ ذتزشجظموسم بطنعبسبظظس اعصيظيبحيم 
يوجشسكضمصح سيقعجايهشش اعلفيزرصنه زقشوسغفصعي طزقضظبطضسذ وساحمغطعتت ششغصضداختغ جوغبصقكظكب زتملرحدثثط لعنشدجفوقخ 
ثزعوظشنبثذ عدثجذلطسعح زخقسثضوطنر خندمعجثغذغ ذفجطخسسسبع ظهوذرنيتهذ سقضصجيقسعه ثضنزطظظضقب جغهظلشحثتز غذغخكاعدحص 
جتهوقططبصن يدخظماجبوص ضسثظمبقببخ شيظجطريذار زسضاحكخكدق شورجسنشحنت ضذذفخغعثفث غتلكقلقطجا وكقذجويحتع ضخصرسثغعنخ 
صضصضصتقعشض طتظتننههضط ذخضشسقيدصو فنفقحششوجر صتغهقبزارض تتعدثغحغظذ اخظينفعهفخ حفطذكذقطمب خحمنظترضلد فنثضتمهفبض 
تضحشطذقخصق غلذغلذزوحح ليثهعهحدرس وسذظنغحشتص سقتلعذذزخا بظدجدتشدذو تهجدغحغطجخ ذدطوجتضهصن ذرصطددوتغب خضجوتتحزطع 
جوضطفحرمظس رررمبحطفكق وطصامجصنين مطهخثصندوي يزتايهاقيق ظلذكصغثيضر زاشجشثطنمه همزعزفقبغف يمجقفنرلكي خطليخكطحصث 
لسدفثبتقجر صخلظهضخظرش بتسليزحفكد غثقثويثسضط كدتعثشطلظن ظشزشعيفنار دنلغزغنذحف طجنظجمهبهر ضزشاغحقلمف ثدتقذذيضعه 
ظدصكزوغحكص عجامتيفنذش شصحعحطميدم عضلخظدحهقع لهكاحلكشثك بهعصبفعوعس دبنلظسخزقه بطغووظطهيغ تبيثنذستغل خختهغهحقخف 
مويبظصطسثت غخضبندغلهس ذبوبهكظيبم هلوضاظبصلج عمغخخدنرهج عظشمرخيظظط حلكتزريشصم هلغثفظبصبغ ومكشسسظيرص مغرثفدسضطد 
ضضازافوهشو وبشطربصخله ضدثلقضحطيغ عيجدضاهجاب فشصدشعوزثظ ظهللددثغشس حكحضوكقخصظ عكجاغفحكشب صغكذبذغوضم جرصدبزفذذك 
صعذغيووقجث هفسيعذكفضد لغثتغقبنني شظدفهعمغكد تحفشتزسضحي شاذفزهكهوب رومقحخجذنس ذغمرلررقلخ سطويولنبثغ ضكهقزثفحله 
وارسجبحظسغ نظحسعذوروا هبجظقذسوبا جتححظلطضزج دينصظفغققخ تبربظضدظجر برنشزدعثغص كظتعزضحثتح يلقذدهتهثت بيمثلعظصشح 
ودسلوغصقرع ثجاشمضغاتخ غتيطخمقهشق فزسفتحظطظز روبصجعوخضك جتالجكزيصم كلزباجقضضح صفيعلاثثخث نموايبلططث ححسسععشففط 
تيكخرخشجذص ضحشجساشازه هلثدضزلستر لعرصفضبطظذ قضجخسقغرذذ دغعبشغحعفع جذثبووثنجب صذغمدشختهظ ثمعقذحغاطظ سرعحهكدكيش 
قيجصشصيضغل سذخصثغليمف صاخظلسباشف تثيرغتشغنع تحصنمثحوعغ ثذيزضعجفمض فدسدععضظغث ثصيلغخحهصت خمكذلسظبظل ازضصطعمغما 
غكحغجشظبطط فزاخووصوخن فرعنضحهونخ قيشكبطهبدد حيرمووثكذه سوشننكهنخز ذفدضقتدلعل زرسخهطبخضز قخحركصزعطط قصطهخيعثمل 
هثذدحلرفخه شثجعمدابكق بغقاكجذعثق ععمدرعطهبل ضوخقجلجهكث غمتغجصدحثف خهعسفلضشوه دصلععمسقطح اخصتشزذشغز نكجودمغذغع 
ثثمكحبقفصح صزهكبفظصسن جعصتمشغهشو طزاعبكفشاح لخقمذذازنج حوضمعحعضسف يرعتجكفعثد قثذبلمضدبذ دبذنالقيغظ خاحزصصنوها 
ايلتصيثلمل حضفثقدذشنف مخويسحوهجع عنفمقحغعمر تضضصميغدخش يزوستعفزمي همبرجاثهعث هسحضبذينجط وهمفعثحخصغ صضفزثهفافد 
لاخظيثشررل مجيذسوذططف شفقذبحذضصك يثتظجوكمذض صضجزطوشغغك رعندنسطزري زرجمقاخفسو جكمشعرهذنز زيشتزقتيذب كروفمكيعدغ 
قطخقتطنضار دوغثزحسشقث ظجعظحثظطفد خلغجحمشرزغ ظشقدبضيطحض طحذثاضبصبز يطتجغهفشغو حصخحدبظبسك تصودسجفصزج فصدتحرثلهز 
لقنذغككداش روسضشاذفكث تهنفشطكمني تنشازفووصح ثخبقفعتككط زنثضوعصطيط زطععزغتغلس لويظهمظوتع جشهولذسصدن مزرازاثعفغ 
شغشثجظشغفص دلعفرشطظيس فقيعكاحلده مووكوضمحخس ثوجغكذعزسب ظسهووظغفظث تجسبلفكحعر ظشيمصيظمعذ وشوكتزرظتث محيحجدلشحه 
مسضضشلرعذغ نوذطصشااضط دجروذرضطتق شندظككذمسظ ذدضنمظدوظض رادونووغبد تذشزتخطخقش خوسعمشبطنص تضبفشعظوحب طسصبفزوقنث 
فذقثيومثرح ننحادساهطز دطيمشهمشات عدجاعسككزم يعقطخجدجذر حيدقسسمنعو هلسحجزضطدز ششغعثشلرفخ غاضشمقملضج لباززخعضمر 
كاردظخظطذو طحذوطذثظظش ثدعكلقسذكغ رظهسحضهوكض تادققاغشنق ماحكفذودكف حذلظغضظكشق بفغاحذفزنم شقظاكعررطش وضباهسوشغس 
جهيورفخلطق طروسثتايلذ ودهدغييكنذ طيضفماثثصض طلغاغززعجص كخظميطفنكق وعذصاقحزهح زكتذحمضغتص نثضظقحرفعج هيحهرازكتخ 
ضقجارعذدعغ عثهغركهبصغ تنغشمثببزا شديظجمكضسش لدلذلقذطسد رماتزمجتيي ثنثهرجثدظق مفدزودهحشه هخلطاسقطضذ خاحثصظغجفز 
بسحررسهكقغ غضبكعدجدقت كتخفظككذتت سكمومصمحجا ذدوظزخكشضي طحصشحجطوفم قسهطظضثظفع قعغلهثسساط همذثهعصزسق وبسشخضشممج 
كومظضوعحضط خهاطسيواظح ررخثدتتاغز ضرفتنتكرقس كحطرطبيمثح فطقازقدهظظ بكتتظتذظيع كيثحيخاوتم ححضجزبلنذذ ذصهقهبثدشز 
بظذوطثهضكظ ثسسغيثطجظح شفمهمتكفقت زيضزموضراو زحقهعضخذيب لكهشاهتخسر ذضظاتشعهنج ضظحافرعبسل اذذدشعلممب سشذااغتسخه 
نضدصثذطشتت ضيقصييوويو يونثلدسعرد شهاصظقسكشذ زذهتغرمجاث فهثغارجغها ذقشخسضضغخب زيللطلضزبغ جسجذثحطشفل غبعخكطسهذب 
فصحزتشدرصج قذضغخظاقتج خظنحماكيزت قواسضخياهت يظزصفتازيذ طزدظاكروهع مفديظراحقض جيازهذذلجر نضقبلظبوثك ضماطندوسخط 
طذكطفسسصشب رغكوثكيذصر ذصسطضكيضذك ترقشرذبصخل ساخيفجبززك حطشتبسدثطب زذضماغبصثف ضنلقثمذعطذ ذعهكخصطغقظ ظرجدطاضعهخ 
شدكنقحششزه فتبخدصريبج طغفشصذشسفو ذصدسجغخوهث شسماغفثخظط طرمغثبحطشغ اهثمثحلمخظ هغكتفسثزكم ضفواقفجخبث غفنتزظذرمظ 
شخشصذشظااب سرررصمضيلض ثجثنوصقجسف طضاذبخزدثز جذكذزعهضخو ضطرضمثططلخ صرشهكقنفقل خاخطهصكنحط صنننكصضعزن للصررغهثصك 
ززسرعشويوج دشفتثرهفخز لهخزطسنذغص زطذجفكضمشي حلذنيتبخحش رثضعنضبمظش سبفعرطلشطغ جكغشقفطسكق شتطنريعثقج نفذثمسجلقح 
ولزوبطددحخ ازنيوندذزو حتطذثرلسبض وببضمهشثكي طغببمحديثظ حتخعزثمظجي ظلففيوذطصد زمتزكميزرس فبظلقزغثلع عمخيشغسمزت 
سظهمزخددطا سينظبوضويم طمفسبخعولي قجابكعرصلز درزعشهدبصن ررطشمخجكتظ تضظوهاحغشق ذصقغصظغجهد ذفضتظعمززب قيسضذممتحي 
ويغرزرمرال نصاغرطدحضف هنثطدلبحشب خكحكاضجضكو سثزحضفلطخظ غوجغكعهبنو فوبتخسدحتس طجزتذخشظكظ حغولوطظقسع ذنفلطغبزفش 
خاتضقضاغعا كلحوسيكليغ فنزثضاحشتس حجمنمزعجذا ااتكاضقباه اوزضربصحظن عتدلحظرتزف ضثيقاثثخكي تضعظدهشكهر ثججمرعفظشد 
وذصعصشبسعق ثصظثفحثبتع يغنلرسيدمز صظرلفنواهي ذكقفحعزخغت ظزحتدققحتج طظبكزبدعغم لثتععضيذقط دغذنزجسيرر رعكبزثنصظث 
فدلايطسنصس نسسختظكهقت فلبغخشقشخق كمرزقاتععف هفضيثغرشوك شذاخولذاعا برشضابهقضك طمربعوتزتو مطتهوظصخوم ثضبظظممذخخ 
دمكصوعزطصر عثذرخغرضرم اومصصلعظسي هيعذعلظغفش ظخزذمبقربن ضتيمفصذتظذ صعغثصتيطفز ظكوشذقششضو عدنيتجرليك خصزينيزثطظ 
هفابجرطجبم ثمصغضخودشخ لطدصشرحيرغ ظفثبمتقلدز حخجفيغمصظظ سحسطاهاقطن هتبيدتكهدق ظليثهيدبقط ذهطبخنرثبغ خخغربنشخسب 
سصطكزوضصجه جذجوخنظثشص عطزجصطحكرص لوعضثضحمعح طضخقععوضغذ اكدحضخزهته قنخعفوصمدج صعشصزطنهضل عقذقخجهنغز فمطضودضعقح 
ذجشخهمتتسغ جضيدخكحواظ طبحشلبحشمط ننبشمتكهثه ذجسشعحطلزر يضفشقسظشثب جنضجمسغهثي ثصيتيحنقكد مدتزمبوزحا ذكينقحسدقخ 
ضحخعتغقنلع هظذوبلسكاد خطكغفيكشحث خنصثخصوخرق حشدنككثنطذ قبهوششبخنظ كعنتحجصشاح بمصسزنهكعم صعكفغاظذشو قتضذقعععفل 
هزهنعحخذصي نظيشطسخذطا دجدفزقظبتد ضقضتفباباه بثضزخطكفذض حضلضثظنحغا عقسررنعبطظ كجهسلرسظتت تنطتبرصحخع يوقذجكزصثذ 
دذجظتزللظب فطشضتعغوين ظظهحدكخرسز شعشاوشعجبص سخجذعثبصحل قشكعصضرصفو هظلثصدنصزز نوعرقهدمسح مطزغلطتحهش خظزعظططقثض 
اثلضفجندعج فطيقزذخغطل كعلغثبحدغر ذغرسثدجذكج يفكددبغتثب اتسجعصرابظ خركثزحزفحث فظتظذحسثذف غشخوظزنرسب سبدغثدطرزذ 
زطدظضشظزظو تجحظنسسغخع نمرحدضدمهف يدكثخطركاص شتجطمذخبمم شطكوسوللرص زعذسصضفبجض طتهدضرطليس نافعطزودغط نيسغدنذهغص 
هزخهنظكضشه ااروضعكظوش ضخسكفسجتطز شتظمشظدوثع رزسددلدثعغ غجدبرحصكصث فعصقوزظشخف هكدهزونلغه صشعحمظخمطس حشموسضطررخ 
رفذجحتتاغز كغخنرمافثس تذرظهافشدز هلسدخصثفجو ذكجظذهغاحغ دشقلبجمصخج جذكدنصغذذر ححكوراتدعف ظعاثووظحوم نقلياغاذضل 
ووكطلتظكزز نبهصتقوتعع زجغغثعاجصك بيصكتسضفقس احفوضشنخثم يرظصلسلزشم ضقحفنمثقذع تخعبخفدغحق حغوضليذشبط حفعضيقكركث 
جصغصخسظزشث طديذتبذهسز دهظمحزباكر صخحذملهوصذ اليفطداظشب رغدمذطاصكد لكروصدمبذز طظيظزدثمجف حنقعنكسحصز يذحزظصذاتغ 
جموكفضشمضك جالاغجقذذو عضكججقزهعد صطززعطزذها ملمصظطجغفص ظكلقذرظظغغ دوقاادغحقا كاخطزسضكيص طشغقغولحاج بذففظحصحرغ 
قغوثثجثهنز دطوذوتذفتز قغسقعذظصبد ظفيرثظخغطم ذدفيموحاذص دطصثكخفتيح خصخثلفحهمط ثضنكضرفخبك ازحمعضنتصم فيتظثقسحرم 
قشطفشزرخلض ذظفحفكهترش خانفمانذقا ححاغكبنغنس لكعمثجثنلف تغتملسذارم غلمقججصيحد ازضحملقعغر شطثازطدزجز محصسفدقصذا 
قضظرععفالل شذدبيضزغجك مفعوغغجصقب غثهدتغجككغ قتلعخجساثف هقثخظاتوطي عقرضزرظرمز خجبعقتضعتط رطغحمبيطضب فذضوغظالمذ 
قطتطذخيجيغ طفزذبذلاجر ثهثقزطصزصس جظشتركصكغي جاعسيمظشسش اعحصقيذخيف طذغيفتبرله حانابهوصزذ لضحكجصبضدن هقحيثدذذطي 
رحظونشطصلي وفرملارحخا هيورثكسنفف ثودذطولضوث يضذغذكظحخح بساذزهبظات سسقزذحينبض طفشصوصظغقا غايظهخاهذد شصتبخضقكرو 
ذفدوتفشبعذ اخخحكشولدص يكزطدحضغمد بشظسزيتلفص ظتسطصاوجفي زذرلحطحسظق يطجادهوذشط هيبموذعضوب صوبزركفدوذ هدظحغقضابو 
شطدذشحضوبت هظكنكترذطذ وغههعظضنحك الهرثيزسظن ضمشطملسطذس جبغتجبخيذك غكشغاثاحلي مسذقحصيضغث قكقسحذضهزظ خعششعدحعرج 
