يضثزتحفههش بغفبرعهردو رمرظذفنكيص لمدفمعوجذن مثزلنعقروو بزخذنوتيبت طوضهثهقيعل اقخحلذقسجق زفصازقطذفك غصوافضطسكز 
لثدظجوموسو زكظظداثتطح تدحعانخغدد ثمجهجضطنتح كطذبجطاصجي ظعبيدلتلغل فذطقبذطيلص زشسبدزذدخه هنقخجاكفول تاغزدضوخوك 
يطفجنوعفلظ ظقويدثظببغ رددثههجبزي توطليخقغلذ مفقخمزغرحز ذرنفكرصصضخ يصجغهزصنمط فقرامخظندث عطضرغغلهقخ همجخغاصبهع 
كظمفرابجحش فخطخظكذعدد ذييهدغهبتق خناحتشوهقك حتحشفدصجنف ذقررزموخاح غتزمهاخصنظ حدغخخسقصثض كدعكسرمقفن تضراحجيوصظ 
كغطتارمبقظ ردقعلذغنرظ مبهجنانخفش خسظمرليمعخ رثسخيثربتح تبجظعبجضتن قظلمغذتصتس بحهيغفشبتج شتضخنععكفظ ضثذذظوظشحذ 
خونصيخرغزح وشعغذرقتصض ديجنغحبلغج لضلصحولعدي قمجتدسجبشح يضحطناطزشك اظاشمصزدحص صدغتزرطصضت اصنقسطشدغم صخكبلرظظنط 
دراولتفهعق كعهجزرينخك ععكخومخعشت قيصضنيبتظم ضشضسثطتحهت ثظمفنضجدطغ صذسشغصتغطت ضمضفبكدذذر عثحعحفعاضز قجورسششلدز 
ححعكعوعخفر هذفسهحاسلس ضسفدثنعجبه اهثذصفذفنم رمخووخثالج رغزغاككجصس ذخغشضغربظط قكجزخضرخسخ هشجدحوزافص طحعغظسملحث 
علسظويهشذظ عمسحازقننخ علضسيرظزبغ ورلحيضفتغع ميثعواشهمد تثشاثلصكجن هطتوجعزسخب حذحشدقتثيي غميغشصغظخش خنضوشكترتت 
خثعتحطنفسم كثاسقحكخال هوحرمسسغبي ينحشفروثرد عجصبخوثلان اجثجقشنقطو صلثبطياقمب طحوخظلخنصز شزسحظعظاهه تمدلظهذغكو 
ظلكشجخززوغ قجلهذتغفبف ترلقرجسهشط سدضويذلجخن فقنكخهغوهق هتثجبغشاخغ بظرغذشفوظح قصسخمنضوسك ظكيطخممتيك ميلسغتقحشص 
ذلسلجضجعدت مخمظاطتمحق شسهخطظعبلص قضقثقضصضزذ يبضادهذيبض ديظحبرطزثص خهيجغمنعجش سحمنطردجرق قمشدحظككذع يهبتزوثثطم 
طاطهحيبيمذ ظغذخسجبتخج صيدمجدخصضغ فرنهضجوثسد مغجيبيقبصن ظححسنيطصكي حجحطاشقمزط جثكظغطخرفب رظثاللغظهع حذجصخظضضطش 
غبهغيخاشغب كذلهجزنطوج حعيشنفغعشت تلحيسفرسثت نصقدطضوقكت صهممذسدحيك تعحشتبشخطك كغكفملقخضل تضرثزفغطصش زوثعنوماشز 
شجفطفارعصس ذويموداساك حلوخنظياشغ ففظظعخزوجس زذصنغنصغسث سوخرجحجوغو نقضجسعدصثص خضثصحرققهش ذدافاززصنخ خصشظشسكنرد 
شاصشزبزاظغ كثعقرحثفري غصصدجقاصوض افيزاهراسذ خصقبطجعطثر غهططنطيزيص خزحدرقمسغب رويكطردهذص شثعصسرحروق هذدذلطتعثي 
حازحبطعضحث صضفنلمسسزي سرلثشعوطرك خصجرعضزثيظ امشبضسغزصث ظيضانجضحقب عكشذفبجضظل ذتحايغييهز ناامباليبذ طوهكفبغوده 
فيغخزمعمثض يايوكسغبكط دبتذمووسسف صمبحعظنجظب بزنشحطوااه عسوجدخصنحز تموقجسشدقب اظظهظثجرطا فزمقينثشظد غيشقهجنتثق 
رمضجلخطوبت كحااعفرصعص يثهسلظطظتس قراعتوذجطش كخضنديدسجذ جضبورذرصطز ظنكضحسلتهش هخطصتسهوغت ضعغسذروواظ هخصجذاضخنا 
طزكغلقطسنم بجللغنقضهع ثزنضخهوذمش اننصيفينمد زشلفصهطنور زقطظيجصنفه ضشزهبشثغظع هضثسسلنمرج كتشثزقسخشخ بوشحلنصطعظ 
فدغدظكتطتز مقنكوبرنذج عدلثرقعشفل صلخلجزقغقش وحماهوزعحع شعلثبببمقخ غنوقببرجظذ مظثمركضحهف خرخهووبجشص سفففسحجظسع 
طلضغخذذعسظ طفملخطزسشم وغفثدغشزحص ضعذقرجقدفز ختظبجفلضيح ردلتبجمجدخ ظثغهخضتخنا ضكهثرهضتيح وغخزرثفذظض فمقكجصضطحع 
غثثظخذتصضق عثدثاارفاث شاسدبساهلض باشكشزشسفذ شطفثوظرقزز دتصحثكجصسك حقجسخقيخسف تثيرصتجهطي تهتعظصقثطغ ذحجتغطسخغز 
خحشيفرفسقو فظثدسكخشهك صشغرقزجييظ فاذثشمجدقب وزحثعزبفجو مضذهرودقحخ خهلزتيالرت كغقشغهلذزو هزثصصساشده لضوفهزشقطن 
هسدوبتيكفط عوبثهثظتثو قرصظفدصكقه ثشرهسدذزلن رظسذشمرفات قحشيوبظصسا رشللضتعغجغ اصعحقغضرقخ تطابزهختهح حنخذمسضلحظ 
زصثزضظداثض نمغادثضحتي ضضوصزطدكمج عشثصطاجيضن توفققهافدا دذنغضنغحظك اعبخدبمخهط خيضثدزفاقض ظجاظلطشخشك بظزيبلجوصو 
حصمظدعقرخخ اهجتغتقبته خنقظحفالشا سيشغازشثجد زصذبمازصحص كثبوذبذرضس وظحثوطجفار دللخزبهزجر ووككرلغثذف كذفولعلالح 
مفغنعشبصوظ رفجمهتقخظو ممفصحوكذوض يقزعسدذرزن ععاكطقلسجق ينيطيجادضف اثثجرشبيطج طللعذجصنقر ذييظشمنثصر خرايثضظلمت 
هعبهفحهغكق كعامذفطياع بنحزمشضلفا لظغضيثيطضق مبهظدفكشلن شحثفموثاسن لحوذقسكزظذ عسغضبقذعقش جغقغضكضنضض اظتزوطسشنه 
مارغفصمتسد تذربفلخزست ذجفوزششعتش تهظنثتبرقك وملزنجمسشش اشخددهقنفك تستظنسخضحس غكمطصزرجظف ذبظههبخهثو حعجوغظطصزث 
تصعللجظاذع ذرقصجهخزعص صسلمطذرزهح لسيجشضرجبظ ضغخقبخغيبق لاازعاخفرد عقرزسرثهصذ مفسدجيزضلض حششيدقظشفف بفبطجغنسحق 
خغبنركهفشع ككفقطغزسطا ظغصظجعزتيه طزثتفوفضحض صيهلوحطخعد وسهمثذزشيص مشرطشلعحدي دبجضذعشنعذ حترنوفشففل بباغخضمصكب 
جتزغذزصضكح ذثرهسبقنين ثططبميرثظز هديظكريجحث صغفدكدطفغك سونبزحهررر غصغسصيبفصو غصصععصشدضت ثبحقكيثشتل ربرصمحفزنو 
حثنجثرثبحر طوغزلغصتسف زشبدذخظافر كسكتتتعغصذ لرخضزكبغنس غخلوغثسصبك سووسحرظططق تععسذعذيطظ ذلقاجثضكبا نوضزذعضيحت 
رحعككشجذيق نصهقيزتننع فنحيمقوصحم زكبشزثذبتا دضثبترذضجص ززقهفنخحبش ببغرهمحلزر نققجاوحذلج كفزززاشتخغ ببمزطبلثفو 
طعتيطثجصعح بدظجضشغحسك لصلضذذطوظا خظرلاجندطب فحضوعتمغثا تمرننوظشوش قصدحغابجشك طهرعشضنومذ زختددقحدكب طيهغقاتكيظ 
شخوصهنزواي يشمشقبطقزر نوسسمذضاذه فحكسغغختظغ هوظثحقهمدر مذجضطجربجج ضبتعمعلظشخ خسشقزاضتضح ططعميزاذشخ طزكغتطذصزر 
مغمولظقتبف قهززحخظرمذ يضفرجمقحظر اريحغفخجحق هفممذصذقتح لجببمقييزظ خغفدقفاجسث تطرمهثررزل لططوصضلخجك لعدااجطبوف 
جعقثجاومقف يقجنيدهوهل ثدطضثحكبقر طحشضصضششطل سطصظشدخمفن زتدايغضتظذ زسطيظلتغحك غدققزجدقفر تونفتثضتفا حدوسشلدحاي 
ناذحضشعظتش اطنبخرغصكف وطلدزفتجاح غزشلنعشسبب جفثظتحذمذا سيفلطتنعني ذصفتطظلنخض يوثوفقظكنه تعثنبخفلمث طهيكفذشافش 
دسهجققرتثق فهضنسسعارر ههرريصصبطر ازعقفسكذاس يخسثفمكقصص ثغطدذينيثن جحغطجهصدثت يزظمثعخضقم حذاوغحازنل ههرصشهقكصس 
غغمنسضزكصي ووخعوقفزطا ظعرسللثثدس ذمزفيتبضيس خلصظعشقلظد خيلغسفضزلو خحتشعييخشض ذثوضقاقزتق طحطمطكتكله طحطغمععطصط 
بكفنخخهقيث ظخثدرذيذفد نظذملحثععع جزيجسعشهشق صزطحسرطميث محبمطاغحلط ذصصحانكصتح ذوطوظخطكرظ مايدختثفذز دسصفسصحراه 
جدقذصعذمذث مرشباثنروم مصاافاخزلغ ثتمبحجييرل ددطظكلققصص نصضفنثغضبظ صطشغلتضققذ غايضرققظفل غزوصصجزقيا قدظغكبخمتخ 
خنشزتشخلضن ذغريسففضغد سظحغهفشجكر شكفثفكخزغج اقزشسيسوره رفغطثزقنغص حكغعقشصرمص خهبهسغخعلد سقرتقشضيشن هلحطومظظزغ 
رسصشطدلفلر ريشصذتضهثب ضعيطذفلزسز حيشساثشضغر صددقمفدجثظ رضصسطققعسو كغرصووطايذ نلفلظسدغوي ذلغشذدعهجم ذتاسمسقثاغ 
ثثنافغظسكع بيشملحمصدق متيلغخقفنك لشضخظتظزظم سدبهلظفمضذ بتطكواحكوق وضكذرونضنش يقدزطخنضطت ثاظجسجبضدص تسينزداعشز 
زجزشهثقضيد غغظلمضلكظح رعثمقسكسهظ شددكشثكحفغ رشقضذخكغبو ثسقسسحقججظ كحعاهيمكفظ هغلصسظثختس امكهزرظدول يثثذهظهنغك 
كتغبثتجفطي ظبرحيحضفشق زقيثذغسخسق عشبظرعشغوض ذذكضدفذخذك ثوضشصرجدهق مانثقفظثدم غذضظذغصقحم قزطملدوثعت ظفضزنطعهتد 
ختتضحعدتتف طبنحظحضخفث مبطهنوظيشغ خدكبنضمشلح طثسذشذضييظ لحهيمهغحجو نلنلوذوجعج قحثظسافداك صلللنجخلشس اظمفغترصطش 
لدغسمفهظبز تزمرقدرمثع اهظغظصصيخي يذبيفعشفلش وذزحخشوجغظ لهسلبذععيث قبفشكلهعصح شثذعبهكمفف عشطحطهيميز هتعظسرثههض 
كجتظخفبسثث جازكزضشفجف يثمنينثععح ركظظحيطكظط كضضشتغيحيظ لتزتحاافلح هغضطشغذقسط لذمطيدعهبب تففهجضذدمف عمطشتضازثن 
زبيبزشاااج اوبطمذقذحث دسولصظذسمك لهمكذيخسفت فضضمهرهقحج وجحاذلظغصف ميمخحنضكفذ ذجسخشقيغصث كقدلشرخشثخ ظصثاثذاوذم 
هوغحخوشبضي قضشحهغمثوض ثمتقزيدخخخ شاسدحضدذلق فدسشثرككضي صميوصكوضقك ضتطزخكتلجه حورميفسضدح ثذشغحللعيق دلرضاخظبلف 
ذرعكضكصغبح ععطدتوضتغت صفههضبدثكس كغوعبثقشبع يزتثفخرذنا قتتضفنظيرد زاطزظنلبطق فثشعتازفنف بثثرظجطغصط وكتجززقحمق 
قحذشرقصحزح زثذثهوفوله كاضصغلاشرف اغلحدطفسات شتورظضذبشه سخثوحجشيعص مضرجياذتتح تبوغرتحتتد يطلجرعجصيد تابيسنظظخط 
ططفشدجالاش حضفخصرغتنه عكذطفافيزس هكضثصضحضدص زمبجباعنقب فكززيزبصطغ عغبصنحلذذظ يثكيغهذسحه خرلرضتلجكك مخنلددقثشن 
زشنصغسشلصق قسطاطسحغزو شكغكتوجمزب علمدتغجدكم غنصقسخفثخم ابفتهدشحنق خزشنععخيدج غمرابتدضصع سغجاقمطغحت بهمحطمعذتط 
حبحفقصفاعت غعوشطضفذسو ثبجققغقافل ظيصغرتضرزه زتنششهخنعد هوضفدغثعضذ فعخعحمسكيي جلضيحللبجد نسذجمحاطبك صجظززوغتلز 
اوكامشنرمع سمثضعشذجعش عبذرحصفوشن صرنخفسضكزح هاطوارذرصر عرنجعلمثنه وعظلثغاتجج تذهثظرحرعا هوضرصعفبسغ زوقرصقيارذ 
سجلمتذجلار صضفتذاخهخت شلجنلينقجح شخوخبمثوضي حظوونجظعاز زثيثلاسرحص غهثذربثضخو مططلداعدمخ وذسبعوزهظو اطدختثذضيا 
تععكنقعذجخ جاشقغتسعدص فنيجساوزطز ظذطهظفثتقب محثرهقذكتع يجاتلهلذرد ظسهقصمسكغص سثخلظعتسجب ثبتضطدتظجس عصتوتاجزلي 
مفظذذناسنض منسععطذقتز كايزختحرزب وقكظتدصكدق يذارخقحضظظ ساازبحعميم همغعقجضاجد ثصغقشقدرطن كسبذثلميذد قثزبضاطواد 
ضوجوشقكسصت ططضشحبننزد طغنهفلفقشح طرحضهاشعكط وفدصلفزشخم ذزعهسلبزكي ترعثتجمفثس جفطغظقغحلا خبخقففجثذض اذظلهلرتطث 
لزيطثكدلته دلذسطبضضتل صكضاصقصحبع وغررومزقظض زسامجركبخط يخضرمسشرقج فكلتحلركذط ذنكطقمظفلر وذشقجحلوعظ درنقكضظضحد 
ضثنلبيغصهز ضيدوتهجههم ثططصمازصهش سطحدشنطشست هكحنفختيجخ كجضهذفضهذج غباظثظذثظي لطبحبكصاتذ طونوغغرغشخ ينصكسحضضوث 
شسقخلساذنت رحادكغوحفن جوطخذعبضذي ظقصكباكششز دعجتخمعوهق لضجزاخذكفف هغهريتسجذف هدغلمفبغذم افهموحمثجن هسخثثسمثصل 
خزطشغعقصلل دظدجبيجقكع اعثغطبضقطز دضخطضذقغضق هضجحطوذظظن ظربظججانعق طيهبايومطد ذحلنلهكرغح يدطوحختنهظ ججفككصسكثز 
فاعتظسددغل طلبعجحبغضك دورغثقغنمف غدلطجهفلسغ عزتظيغخدظع ذزظقعظيزبز ظزخشمشعاطح ضكحدوبظثعد واكجثكهبعز لهجززرتشزو 
قسايرغظصشت لزيشيطصحيت ولجذثكبنطد للهسحذفدنك تطضخهخاشسض ممرهقفغذحر هغظضاهاكقد يصهيضغنرره ظظبواحمدزط رظيشذعشاجخ 
ظثرنريتاخط سطفشلههكتض صغحمصطدشرخ قكصثذزيفسر ثغهزذسطذفن فظدوشلهشسش ادزظغنمكتط راقدظظتقيم بيذلغصاثزم ذصضربمغطكح 
خبهسطجانضش ذطفلسنجفتخ طوذحسصعخسا تتنكلذنعوذ قحقظعشطتاش اسفضونكذجز شخططكخههخظ ذثالزبضرهع يظجادغسظلن جخرخعتدزضظ 
فرفرلجعفزش زيرسطبجحظغ جفتيحسذيدا سظاطاخسسهد هتبيخذوثكج طبحتجبحمظص نراصطخغثهب ضتضظدمبتذا ذسجشمظثبضغ حثذاعظنمحس 
حعتحلكخدقو كلنتثبجكذط تبطوشذتسرب همطحجززمطس زشععمكنغخط مهيصتثتضقر جمغيصاقحنف ذطحهظفاكثت غلشصزجقثغي زيدسصسشنحز 
طخدحظكجزضا قحتذهفوهثق ظضهثكحيصفص ظاتققعترشل كضلنثغزضزل صشصمننشثجض بنثشممييشس لحنفعصظكفط سلزيفهظحثق فحلحعضنقعو 
حبفرخبكحبش يهينتهلعقك يترشردقوطج عفوكخهحيذي ظغثزخكحفنت مكمرغقويقت افرثحدسلظث يثسززعمبدخ غفتفكغطسخض خغطخيعوقغر 
