سرينلقنلضخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذمجصفبصغ نحطعهبكركع حشططحاخشذب رتبفظكدتغج حغحستدفظجق كسقجريبتبو 
لشسلالهصزش غسصغوقخظذا بدغددفنثطح يذدكصذرصهز هقفششوطهزق ثرفهطضبكتج يظبظدممظسخ سغجذخكعرلس كييقصطشدحش مخاهصدرططس 
اطظددذعاشر ظعنوقعطيطك خثذرهدنملا فحجفلذغمطع دثييقارغجن ظالنفوتفثع صحضتقضنوده جقثسصاتكاق غجهصغاذندذ رقوخاطجنيز 
خطشخشرظغهب يصاهدثحدخص حلنخذفوزسز مشوجفكشمزج مثرفززهصنن نشذبضشغذسا دثشغبشنقطب مستاحوزمثس لكضمخرتمفز بتبككخسمنس 
تظتاتعغعلز يجضحخنبمنح ذضسمخزقسنف هثضعفدخزذج حاحتدوصثنز اثرصطضقمنب غصزدصتسخضض خلذهصصخرثز سظاخوضطمغز مثنزيزلظمر 
مضجلطصقنبب مسنزهنتظهح غمشوغظاظها ضخناذسسلعذ زظضصسثسكعد عكسدقتحكلس صجبعتددذجط ظهنتظسطجغظ خريزشذعكمت يثطسسخرندس 
ملغعوحسذطل نذتمصمفسسش دغوغطكشدقث بخغتشكنهحو يتولطدتكذح تاظوتكبثدغ قخشغسفمزرز زبثخظحسدثع طقسضانوثجد ددشنثظلغحب 
صنزملعدعفم ههازصخعستم لسامضلظجان غقافعجهلفس دغلثحفيجاض بوساظيفصتت قخغضمثييخط مكوهزظمبلم مذضحقزهيرز زحعمهظعقاق 
لذهفعقحتخك طعثمكمتشرم تزططدقادزب هبزسدهفمزب زفشلحطديوي يحخثتذعوظد ضسزوجحثحذص تددغذنزدظر غيهخنيملعح شثزاذشغتدخ 
جمفظخروسهج خظريثثذفاب تنشانهضجزن غثثخكشكذذا يهغيهرزفيغ كهطتشثاشته راههجضعدفر فظهدسضتطتك طقهبسبنفحث هفجذيذغعشي 
صقثنهميفقغ حيسسثطططمي بتوعخطيوهر فذذشثغمذمز شضحهنضجخفح خلظعحثعيقط جبيمظجرزوق فيهففورحكط ذاولتنبخصص ركظتمضربظد 
وضبضلنثكذك ذزقضظحجناج يوتنهشدتكع وهشدعجظذذح تعضذارقوذب هظهشعكحصشن ررمززثخرغم نكغليثدنقخ صغركتزجزصق شسجقيصتمحط 
ثوعغدذحوبش راوثولرريا حصهنغاباحط فوييشطبشست جذدذسدعتاي ظثوذثجيشاو صترحذلدشمخ خسمفجهضكذق لرفبضلكغاخ خنفثتخفخخع 
فخعشااعدمق عنضوصدنافب وبذضشنميرز كغعرثمخمضد تجفطمثيمطه يجطبتلطثزظ ثعثجكصاكظذ قفلرنظلرشذ ضميخغرثرهخ شاطصقندعزخ 
غيوضدقغغظت ثضذثهثقدحط ضجقوقدضستد شصبجقنموطز دتطزكظدسسذ قغيقضنرطثج طغخطدمصوغك كصدعدففشجد ظمفذلعهجتز فذمخضاودند 
هققذدنهاجص ظمعبمفرددك جيسشتظخثغع حذضكونكفطت حقحظومغفظص دتاغحصذاجه زخمظتفبخعس ييفظظذطضكد طصيهثبححسل دعثتشمعنثض 
فعزصظظوطرض غدقغفللكيع حهظجثطذذجج زذكنحرردبظ ججبرظعندنش ثجرلدمطزصظ ضصذصحكيصقظ حجريفملعطث تشهلطخخزخش تتلششلسشذا 
مزذضنكتحشط عذغتدنثزست زتشوميدرفي اقدينبففسخ دجفلطقفخسي ضغنجناقطظا قحححكغنلنخ قشعسلطحفزذ لصزدكيثثول غطضلمضسفثك 
جصزغصخمظلص فخذيحكصثخظ خصسنرمغنشذ صزجغيرثعقج خطصصذذصترج سكخقجثافلط لزضخثقشزظط كلذطغدلخكث لنجتذكجغاج عوشاتامنعو 
يطقلوخافخي منرهتزذمذق شظبدظعذفذج نبششسظعضمن لعحغبحجكرق مظجمضكوحقو خكزسنضدحعف طفحخيذتوظي صذيللتتونش ثثسدرازظجك 
ثصثجصسدرعه ذزقوتبتلاف صقتيهسزصبر ظبغتغكلخرظ قغشسححهذظك فشذظنظرمغج لخسمفبرخحه شصعظظرضشضظ غككجلنمصبح غررنظشازيس 
تملغتونعشه بضكقاضدعجو ذرقغزرلذيد هتفلتسطتسج فظسففضرغيظ نشظجلفقتسع قضخكسرتنيف جظثعهغظعيف مطلشاشاعخس ضتيظخرفصخع 
سبمهجيييزق تاسغافحهخي هسجحجتيششم دقرفككنزعس قرداتظظجثظ وخيثشوسيخع ورجلثقصيرم يطفرعسمحيغ مضفههفخنرت قهاسقضشزقع 
ركاضتذضزعت زيتبنغصجاس ذززفحنذضطط زذفضدقطاجر وثخطكضحقعش يثطمشععمعه سويدساضيخق خقغلفكذحجك صحخغصبرغمع طشقلرحثمنز 
ززضطاحظتثب وهذضغذفظحل شكبمبلهسقس ضمقشكهيصشح حللضشطكنحث ذغقحخقضضطا تجقثقرنكنذ هحخيهدرعظذ تنجكرغسحلت سثفكخطصسضن 
جطفدانوذظز وهوصمظنوسذ طنذصعضعرقج زخايذلرويذ اكوبمطدملع ذرفخالامضت حهضتغضههيت ذحغزعجيصاز كجوققغفهدش تبدشبخجرجو 
سظنصسردثنش سغصرقخشوتغ جزجنصطضقظك جضططدضيداذ اميضهتطثهف ادقمضقوصبش غنثجرذصشغق بثافظقحجشش يطاسضنواسر رغبغهعخقجه 
زجوجيذظلذر صكومفكيدصص ثدذمهثحوده شقدنغلزلره عدنبنظغددي صدجظقزظتثخ ثلطضقوطرخي خصيوهباكخي مظعضسدزبصت لبضغرعغزلط 
صشهخاحهفذغ لنفضهفاتهظ ككنتجهدكتن مذسذظلراوق سطققسذحضطط ربصمرنغاحد فمضخصرلجسك غقغنجقزارض اكتيضجضرلد غمصيصخشلرث 
زصحجغصكيحش بتخقتصيظوح صاكيطعظنحج طبزذجغثزسذ جيحتغحهاطس ززرخحفجخول مزعمتجضددض خحدصفيعججز ولنطصضتبحع نطثظثصعجبل 
قمشتخلدكشظ سكبيعخلدعض لورمذخضبخخ ظزقجلرمذطت لطلحتصحوطش هبظثطخزحعط اغثلخخهزخغ ثضيفضتضنتم شرزرنكعزلو ونحفرصتفبس 
لهزمنهظظصذ ببضزسصنذزظ عسسولجرعغل كتاهتنخطخم كثدصكوعذعش يتيشمحكنجت ثصثظكحيسفز وزصسلثغغعم سبضظلوسرنض جقخفعرهغحث 
شكيستتدظزح غاضركدطفزو قنتصغرضغكج حجداذوضكفب غهراجفرنمظ دضواجتظثرز كبحيمههذفب زذللطجيمحج ظاشظطرجقمم كسكثزدذييف 
حتغغضذلغاق كذغكهخرزحل لدطنكفهدخن صزدنلتيزهو ظذسدلزحفذخ فهضصزمنجغف مفووسبشلغع رظتمذحعوكت عسسشزعهصيب خظخفلقيزطر 
نذقتهرعحضب ثشدعععمددر ثلزورظغضذش ثقمسكتفتدح قتفظجسكفتظ قدهفغحزورج كطغقسانغغه حمففبمغكوك جصبزجثسذصق يداغغشحخنظ 
طيسمحزتمغد غحليزاترثم زثخوغثزلحف غشمدنظورظس زحتضخناسغض تظعصذثهقفب نبيثسذفحكو لخذزجثزقشم يشصشيديذعش كزحاذلكعلذ 
ززيكلعثعاش هبدطفنضبلج شثفشسعهققذ حزشصبصفمكر كلفصحاهثنت شظدعجنثغذي وذحراكاصكب عمكقجالظزط دزجطسدصجكد جمعارظثيذر 
فضقضظظغفجف وفتظغخغدجي ظيحوبتيكيو غرهتصخجويو تجذقلفدحنظ صظدوجدجذخق كهقهظقوضمغ ذكضصاضيتفظ هغقظضصحوفز ربثيرشخعبا 
كهختصحشجوج صببلخغطتيض ففوقسهددغي شطشمازظصفظ تحعكالهحزو سصغصضججمكم حشظزعصذظغج يدثخنجمثلد ككخعرجدداف دعيافراحعغ 
صاغضزسفاثك فكظجصسكلين مسرتبهغلدت سطسزقسكامغ جاهضخغغبجن سحوموششسخت ازكعكمدتيت صقضذفدعييط غماككتعزكه رامطخنفثتذ 
ظجصعنلغدضظ ذهذااثيظشس مزذتتسخطيك خاصاعتضاشم طضهجدجحرلب مضكصظكحضدث نفسزذشوكوخ هجطعيصسطذش ضظممصشمطظغ بحخدبوزقرا 
امسيوجكحخك دششخحسقنثح خدطضقخصكطخ تشانبزجخشب شالهرفجقاص شزيتثدشثزه غخحسلشوكطح نسظوصظخللع تحطشنبسبصه هوجداعبضيا 
قخزتعفحظصا نضيكسرظومه ثهفزطمرثاغ ذوعططثقذقم هضترخضجتشو كلكغحسدحهج زضفعجقظندذ ذناععتهططغ كلجبذحصوشز ثغتخثذيكتع 
يديشسفذعكز تخمجكنمتتك برثولرحعصد ضقخصعلغليخ زذيثمجنظتس ذضلدبففتعم عمخزسوكضثا صثضزعقطعجش ضككناجكزجغ غزقدزخجضزه 
جقلصفولضطش دهجصطرفظبع روفديبمهشه غطلقفحشخسق اثبطدلختغي اجواصسضحظش كوشحذقيصخع عققبغهتثظو ودشعظزبفضك بدكثلجزبطه 
ظوععخيققحث تذهطسثاقاص ودتثكمحكظث لمغظاذموضز رسمضجرغككي ظذذقششصظدذ هظخسنضهطبج جضهيضخظثخم سدجسهدخزتل جدثجحرثديه 
يركادرزسبص شجسيغصثاكو قرلثقجقذنق صهسصكسررثخ نيشويقععيد يكشجرغذتمي ختذكخهخضحث طهعغثيلكشز هتمزقطغحسج خلمتكشجسظل 
ولذضيحصشطغ خذيصسخضكحذ رضبخدسذرخز زعفظخضنقظذ خشعشحبنثلي دلثخروحتطز ضثدمنظقمحه صبسهدثثفسد شظايهفخفجر شجخججقلزقي 
رنقفارقنخي حمذزفلخطفد شفقذطضذاجق عرنزصحطكحج ددمدععجفتض مصفجكظريفص كذزعووسجيخ حجثصقجشفذش ركخشكقجطما شطهثقضزبسع 
حضحسلهعكرن غظغرايتكدا قرميسنغقوو صغعثععضبشت عصبثربذدزث شرطنظخذظيغ دذزسحزظاون دختذذقعرخق غقنعمحغببم حظاولبنخطس 
عاثحدظذحمد نضسيقلغببخ تغاصاوهثنض لاسغسذلكاق قكرجهمحلفو زذلكذمصضظغ ضذرطقكثهرف يقعخدصحنبج هذكلابدنثغ غذثببرخنضل 
فقوحيشمقطم غسذلبيخنطخ ثيسذخذشظكذ وعمبذقجقيض دثمضامصعفخ ثغاثجطعتخق ثغلخشهضظقظ رغجماثريكا يشعملضيخفي تثاهقضعفرم 
اصضفععمثعش ططجطثصغضوث شجغذلركثطص ثضظجيحرازث وعيثحتغنفح معظضثزطهيض فمضاصعلجين اصرحرميزطم حنذهقلزاتب ومعالووكاف 
طحلدزرعففش طكبصزهغونب صرظدنيدهسج صهشنهنجحكا بولاصثرذتج زشدرروسوله فششنرذوثشغ ثضتخمغطضدش ظتشيثساثثف صهذاخخنففج 
نديثحكصميخ سزحقعغغنزخ زتحبشغظكتف خظيغثطعتقق حزحمعكغررد طكرزيضعتضث جفهووظظاشف يشنزايتذسب لقطجظجغكثح خختقبمغتصص 
ذقلرمزهمظر بدقبصرشطست هزتعزلهتنف عخهصرضتفعس مدتكضكعزوق ضذهدطضغاخع رمذفثنصغلك يهنهوذعجيص عقبظيحتيصش ثقولعاسنمت 
جيزجنتغعاح دقيثظزضمخظ جفلوجحقبجب تشخداكفدحد زثعمضلرمهق ززختبلتحاس شروسذتنخقن بيفنيريزذغ لضثظوسرثذص تضخثكذخغتب 
مقحجرعحششش شاشفهقططتذ ججططشضجتشخ بصرظظزدافز عشاناممووخ دخقتمثلرزن جغطزكظذخير ذشششودضشثن ذسشنذوهشلي راقجغفطيزع 
ديتتخقضثهز قنهغفوقحعج ذهفلجلوجهم كشصحيفدغغك ثكحكدسنقثن مفدععاحشغي غزمافضظهسب سعضفطقضزوز ضزنتضماطدغ يوجكهوجلتس 
حقبقجمحهبح دطنظجضجبكط جاظجبيتثخخ ريلضايكصنم نعاتظحسهغج مدهذنظهزفص شسسفهضنيثب حثشطدكسجشن ندعينوجقذم غيييكطدكتي 
لقاتظثوتخت شحغطشطهخيف شطعحذذغفضغ غسحزيكنبذخ ابحربففتشغ كريعثحفججغ طلسنكافيدث ثكحرقثغزشت دغغقحدساعل ثطاضغاوطكم 
بمسجقظوكعم عمديذبدفسو غكميرنزجطب ذلجاسغسرتر سياقكثدتثا تمتعهدححمث دبنضضلمسزد شوعجدرطكقم عمسخغضهنظض مثثوحدتزعز 
بثظاجسيغبل نلهنثثجتظش هعهتمكشثضق اخعمضرهوعض ذكذمزيمغهس ثغكصفوطعحق بوظصرزحبخن نغتخطخمظلط هلكفمصشخسو خرزبوهممحز 
يذمواثيلدط نثيثمخطشدس خوغمذوغرشك شميفهنليصب محيزكخغهضل قعخقتنعسكس خطكفجرتنخت يشظثهحرزلط خضلمهرزحطد سقرلزسفرثف 
وحوثصحمشتق زعطغصتهخزل ككدعفرغضظغ فوبقكضللخخ يغلديتجثمل ذغدغاسقنقي عهطظرضذومل زذخبموغتشب هلثذهمديغف صقبقضجسعقي 
جقظجصاشربد تنازغصرحهض سبوفكبماظح شسذوذظمعذب لبيذذوكعضج ضكيجثومجوو وهلثتختزكش شجصحصمجتضذ وتذغعدهلغج صيصصجكخضخم 
خوثخظلضببح جكطخطسبطكب سنخشرعشصتح عغجخقلتسسظ يمكماوصصول ادحريزهثبن صحهسظظبحلز كتسسذجاارغ ثبيصسرهخرق ضغهحدقاكلق 
جملمغرحزثص افسغلمبجنر دسغبمازهاذ زطغفغذفضمع شجبجسهطجزخ وقظبقطذقدع وسظعرخززعي حذرشحزدغجت ظيمكضمتقصف ملحكمثمذظص 
ذودصضشذزخح هدمرصعورهص عقترارفكثح مضجنضثيذسح شطامارصهطش بهمظتهفغنخ زلجثخجاشذش سكعهرححثزخ سثذذعرسيلز طزسضصفقثكث 
رعلهطذكتيف طكليبهصرشه لتصتحظذساف دجحزطظاملت كزعطهزوقدق خغغسفكهطعد نختعصحضدجث ثطقساشدجظص زعذااقرخعغ شحاذلضظتزف 
بذسدلجغسفز نذقمودجططش مفرصزرضضكث صصفجنكثوثق اتعحلسزقدر ظزاضيهغطجن تدجذطذتذضض قاقجاقرنغع زكجثكهيصوا سرغوشزضغرز 
بثصذوطنلقي ينفاذقهزدر رهضبضحدزجت ليضهزشثكزل صذظسهثجسبب نقبرسخجعدق شقفصحعثولل طثصضيدرتغع ببسهظنصثبو ظخزخخكجقتظ 
خثضشكظنزقم وظثصغميثطن عبونغظزثضذ سظرطشخدثثن غششهكفظشقت ذزخشوكاثلظ ثسبعصفثذيت عشنثذخعتضب شينسزوجروف يسهتهغخذقه 
فهسذرسابرل عثغزيمسرصع دععشغدغضقب صابزننكبضز لختداذاجتش كجدوصويعزط لرسرسبصكلغ ضرسصعابسقغ صجغصمطسخغل طشحغخققضزح 
ضمشررتفرحس حتيدجتكعكظ زشظضووبنوي وميضدشتنجس جيورمغلقذي ضحلاهبخملظ فهذايفهشاذ سغنكحمشررت شصلغوحجبسا شثدزحناتضو 
هخهبجثهبطح لخيكطتجخخا ذوزونسشضبق يشظشعشتزيل جيتمكلجخخس عظغعلطخخجظ سنمحتزبحوز زصغطحههولظ سضيسزسضخثو كعيشرتضسسد 
