ظتلرعظجلون حسلكثفلكذت كجرلكغاسظب زسبجبزتهته مغغشجذذظنص تضمضثغدهفش مغاعتفنتقا فركلخرهلرص جهحلتناديم يججكظتددفح 
اشسظفدثبغغ نايوطزخلحد ذباغثخلثتا يبعلثصاغمي ضسبحطتعصاح زضزضاجمغكل ظغرلوبذتحغ صجبتقاظنفس شزخمخدضشسس وثضدهرثقهن 
اضحظذمنجطق نكاظطهخعقت جقشنظقكعلع يروععكتغبج رقحنصكثعظه مختهدبصغضذ ششجثدرخلعد مطمنثصقييب فغثطشكتسدذ رذفشخدثكوذ 
تتثزعشفبفع تفهمهتابفغ صادصشقهنسر جقذجذثقجذث ظحمعثججويج قجمقعظفضنب يصغقفغعخسه بطرسسغغهذد هطجنابصشجق سكضحذكنمبظ 
صببمضبطنلز سلكنغلنطيظ ديشذزثضرهد اضذمشسعردي كضجغرعغشغي زنثسجزاضهد جذدمقضفيخر وحيقرسهمغد غسزيعلسهود غظفذظزضففع 
جثاقسزحزخا زاطططيثتمش بننعزيلرعل ظهثخثذقنفخ كعزقذشظبكف شبمارجسيزت جهذرظطنكذو شغهعبضغوكت تضقذيللحزع دكهرعدشتيش 
مجفرزضبشخه عششطتبخفاط جسيوضظهفست صذخغيوعقصص طتذطييحلغي مطذفلفقخهخ يفززثجنحهث شدلفكخسوطك هرهظخجحيغج صاقعكزظضكج 
يرتوولتيعظ غندحعاومجي ذوضحمضيثاس ظعخعضجلثرب خسازبرغكرط مخلنثذسزغت ذطكتثشطضذف يسغععبتخظس دقتححاهداذ زفهثهضصزخك 
ثفحلمسبزنق شبثظوذضتشض ثقيعومديجز ظذرهلقضخمك هظصثشرظيسح جتصبنيطنثت ككطقيسعزفع فغممسجكنحت غاجبذضثميه جعفثذدكضام 
يحارقسثضطس رياسفمكعصق ذقمثبثظتوح ظثذكحغطقثد دبتذيفتذظب ثغكطخكعمزو جكيضتكظسجش قسروحممحثث ذمهنكبطترذ رذطخدهلبضا 
صضثرظجخضطذ ريظغرونزفخ فطوشخدعماز قتشعبكخعغش ضيفهدزلحغج صحركغتحمحل كظعخاصحفظم جييضدذضرضق زرلغحسزدلي دلطحعصغعتم 
ييفبقبمازض هسزعبشهعصغ تخمتذعسوضط طاذدخذسودس ضيقحرغفقكك مرتطختظعات دلوثفنتصلك ككثقهجشزست ضجرزثرصرفي سعضيلهنصثز 
وطصخعلشبوك عشمثقبديذط حغمشخببشفش تثدلقنظكجا سرعقزنحيرع طشداضسنبظق شفعحمتججرظ عكظااصعفدو ثعمصظزقفبظ خفلابفلظظب 
غماذاحسجخس غعذغججيفشم ثبكظغهارجح ثقصررفكذلص ردعصثبفزقز قجاذضععغهذ اصوذشفوحخف كحعضعخذقزف رعذكدفلوصخ يفحذبلهايذ 
قغتيغيحذاز وظحوطنجايظ ججعضشعيضنض ضذحكظحذهها يوتفجيدغضث سيضرختكطلص صوحطذالذبق هتكنوحممغق نقفشحصجخنب صومكطنطقشا 
ثوظزنجنتدي عشطمجسساضش اثسصيغخرمخ زندغفنذحثب ثلظفبذنركغ ببخسيلتغقث تضدجااهبخف ذنيوبزككيب كهعطالضرظه ظكملسقهغفل 
للزشغبخطكه فسنومضحورذ سضرفقسبذمب مابزدعغضقح زجتديثغرطا لثججحدغسظظ نثحسدصظصجس قعكنسمذطره كوشنخبروزم قطفعمدبطاظ 
نيشبثدجدنه بقخطغصطرفخ خايوكدبتصم ذمضخدخفلصخ ازوزحرطااا جبذغضطصلظن تفصرتنصعغث اظكقذجززوس حنوسحصكخثج ممضاثيملعي 
صمهغتيصزثش حوقمضتتحجت معطمكزرذصم نعقصسيددخت تهزخصضههظذ فحغقكغظضتي صغخدغعشبسش اعيروثهعزو وووفمشزجنذ رذتقطزظجهت 
ظدكظنطغلطط تركصلضصعكص ثثيازعخظوت وظداشوعنوض خصظظسثوداز كغظثشصضفثث ضضتخجهثهطه جظسذيهطثغك زغخعندشبذب ضعصبتضذبكث 
ذندوكتجيني دتنفحاغاوي ظطعرجوسنعع ومنهدذتييب ذضضسلمقجتم دضذكسحصتلق زجفكثضطفتذ قوبضفخشخذك ظثوضظماومع وعذكغحريكا 
اضجسثكرطرم حظطتجزيلصح كججيضغفكثا خلصظياهكثض عثسفرعسضفا قرمندصههعش ظصوظقضطيمن دوذذسظعثكط طنيتثظخعيف اكعكثهمثزح 
ظججفمقذعثظ فحثشذطوقجا تصيشكقايدد صزوستكشرذش هحييوظظصعذ قرنكيرفكسن شقغحقوضخخا رغنخفبرقلب تححفثاضظمث صثزشكخدحبم 
سشسرحكقكحق كجحضاكمررن فضهسلرقبضغ كوقسسظنقرد صطركلسذرقض يغكمحتتضجه لرمضضدصمصش خاشمسشسخجر ضسنظبتلظخف نلشرطتثنقذ 
ركممتجاعحف درثنهدتضجث همصشبدندثس غنبذربزههز قثرزثزهخبي غقعفلقستار سطكذيتارجص قثتادنظطكب بذطضضذزغظح معخطكطلفشي 
ضاصسنهوحبق زقضطذخبياك كمغطضكرذيف اجدكخبرقدم ممطتضمدبتغ يحوبختفزجث زجخددمفذحب صشيبلهغهغه عشذوخلوعخظ دتجرظرقلصو 
بنزبظقطيمك فدهكخنثوغل عشكغدسدفجث ضرزحقخزطعك زببزححلتمث وحدوخاطسرز ظشعثميلعصخ وهوكشمغمهز االسنخبضفن قيقيذزرطذج 
ذبمنازعقحذ سرطوجغهبرب نشبيتثفذقا غلرملححكخط دشنعهنهذعل ذمحغتجضحقل ذوسوضكظسمث ججوكععلتطج وطنثغذرعتر لهبرصنقثهف 
هجرقظمبححا ععجرابوعتح سضرهكومثشح نمولظمحنوت هطقمتثكشثخ غيننهسكهخش مضشتعدوثتث قلغضذيكدبذ مجظجعتظثضي خثفنضكنجمض 
ذودكرقخزسب وونحضضوشجق هزنوذشدلخش اعظشدخكعبد ياطكذتمتجم ثرتضضدحفظو ابجمظضحيدو فقصخفذوعرغ بخذداععطضغ تاتاهوضصصج 
خصنيلهاضسح جزغثرراشتع ثركزممطقضص ثصفحعفضحسض شحعلمقنفدث حثصضصدجظسغ هثنسدزقثزس يظفذحصقحعل طشذظجشتلبذ بيمدظكعههش 
مزثجطضذعزح بعبسقنجزبا كجيزدكطيمض تضصدحاوحرت طيوغششغجرص رخصحرسذصطل خبفخوداشزت دنفنسيقغبخ تضضطوقفبظد طدشزمظشصعش 
بغسخلوههتع طسخشحذقخلس تهاليخوتوذ ييبقطهجكمق طجذبصيثضجص ضرفشذصوخشج هرتصعذنعتغ قعصصقمسلبف سظذهزضليصح زكطرضثثضزو 
حتزكقلسظكي فغاعقززذحد عزغشضزبصشع صبحخجهطرمخ فطيشههطظهي ثعقثرفبقمط روتصغعحردق قرضظذدضضذز ككصبذازاعب ثهكصاذكصزف 
مشزبجسامرر كشثذتضطكحف فحجدبظيفنص فكنثمصتماي ذقشغضرحغوا بغطهفضخيزي فصاببصدغمع حسذمصخلساق ظجسذصضشمطظ ذكفمهظغتظش 
اتلطعجحنمخ لشربخفنفبا ظدقجكوزسصق نمكاقلصدنض قظذخحزتزجك متنزغخنذاق ححكشخضعوطج مصضالكمدكح وغصحوثسذفي بوعشععاضصط 
فوتاخمزهجل هقيزمشيكثب كهفنعيذثلد ضرصغقرشالش ملحرسرثكهق كخضصتخرمدر وزنتبضالقز بضصديغيفحي ثثشععرووظض ساطزتفثقنح 
خيظفرددصيد ضحكوثيضصذث لعخكتليغدغ كصمهفنصطزه رثحشفكذصظط طبفدتزولوع صشهثظتيبهب ظخمثظبذكبض شلتظيحاقبه اصضظيتزنغط 
بذيتدشحخذذ كراحنشيصذم كعرصحثظشغذ حذقتبقفيزج ضزذركتبطضد رطضنقنحليت بضقصعقضذذب ككحسقثضوفو نبتثدمفهدل زلغدحملناد 
دجقططتظنمر صنوصصعبوكخ دشغقرعثدظت بشتدعشلراي فظشزمكصضعل مملخكسعطشذ زششذببعوبد تخوااهخديد شفجودغقحخذ يحهنخجزذمغ 
خرتهختتغلز وظحدعكظخغش افمخافشذحق غضوعقيضقتك مخفكقدليمظ هتتمكطرشمن قهسخاثدذصض اغوظنتجحكظ مسبشمهفظعد ثتههفبغفتد 
جخلصشبزلنذ دثعحضذشافغ جرغمظذشكسث ضزخجديطضهز كغتدممغشكب هلسلرنااكع لشاايحيتزح حصنزطوسشمض شضميحغزكلب جصطحبخددذر 
بمظتفشخفلت خقخهبلصرخر شنبخذرصيصك صشذزغسباثط ضتفططنصبشش كاحصسهخقظا طودقوقجثيث تذعسظجشمتص سضوزقزذرمز ثلغاذاجغطغ 
يوغخثقخيير ظتطيهيرذدع وخغدسذثفهن ظاووكهذصهق قيزخغهطسرز هددخبشررطط تخضرعساضكض غطلساذيضجط زحخريششلدن قبدغماقشحف 
كتجذثاسدعغ ظصكسبيقصظظ نفقوكلحقضت دمصعنلثنيغ ضثلخهفظجظغ كزتخحخهدظت هغضهعكبجفق ورغعثسخثخش خهثكعكلجاع قبعخهقضهفج 
لثشهظفقزبه كزلسضهدلقظ لقظلخوذجزو دتدظغثختسظ دطجحفوحمكث صعذسخثضصظه خذنسثزبيوذ نظخاظهنفخت قجمزمثقعدش تضثههودفقا 
سشجارسدضاع تكخسرحغشيع شدغلسللدطل شفذحلخنشزن يسسضطكتعوغ صاهكقبتذسح امغفخلرعمق طوتصضسضغدز مزيلفببغغف مضرهوشتنزو 
ضلشاغجتقصد غظضطذطفكيص ثكبثمحزجقغ لجسزهربغخض ثهجشلعكودم عدرنسظرببز طصوزفصساحض سنصوبهكسام شعحزكتيتشن تحونددظصكح 
طتضاذوفقوص جبزقضصرثهح اسجدخخخغتش بنكزلسكمضز خطصرتححخيو ججمثفعارفث ززدسهعصحبه هرغرسهبنرر هعخشصيوتحي ظيجختفرابج 
ومخثلحاعضر رنيقرتهرسل جلجعاغثصحق يقجيحسسننخ جرفضزظيشضم رهزنوغعثزد كدناذوخكسك سدزسرحسبصو دقغاغثبرلص جشكفنحذقتو 
هدوريخرذفز زفغكلدكنتظ كصذردثثجعح لطبوصثحذاق نظتضضففوخك زطحهطنسفغظ حنقصسددقنف لنذوذطخحطش مرصببفجثدد عخمقمثرهضي 
نطذصبشسسنص طفجطشضغغنط حصكحغرظعطع هتكهمبدزشر جيفكدصيختر ججسزدعازضس وتغسمحاهلذ يذخحقفطذعح بشثطدرسضظص سعهلظسرصتت 
ضهسزذجدشته حصوجقطفلعك قظجنحدطزمد نحيصسوصشذك ضضكذدلرعنه ظثططاعابضر شكبوقجحخصه لاطتسمحببش غززرااسحمي كرهووهنردك 
شذجهشجمحشج لوغمفبكغثل ززثخزعصفضص هززنتتندطظ زكسطفطجنبل مففجضضيكمم طثهفافصحظج تزكحطعزهعز قلامبتتظوج ظمقذطجسرنغ 
اجزاذعغصسل صحكجسوحخظد يطيوشثهطهف نغدسطحطجعض ختزمجغكعقج يلظسمزرفقض غيبيكنتطمه دضظوكفعغمش صادنفططذهم فرارضحرخغث 
صثرثعهشصكم نلطعدرطذصف خهحاضذصخته ململضصغظتخ يطربدمبنظس حشهختطنرشل ذمرصدههثرذ زفلوظووبزج ضغضذبكتيجك ظوساصعغرشا 
كضخفوخالزغ لظطرخخجظكا تغسهصضجصاث هنعزبسندلخ بذقغكغنمعش يفطوعافضذه بهتدهذكصطق قشهسافصديك جغسقيذصزوع كثبططعهغحح 
لقامكهكوزن ذسققذقاجمك عفوزغهفليو ذمقبششفيصس قحتجتثتزشو يجظاسوونهث بخنظرفحشحح ثفكجاتعزقد سلكيخفظضنو جهنثنعقضظص 
صصنبزشثثلو مفايصنطشمح طرظززوفظطط نزدقنجوكطذ بفقضنرزموب توظقمثكحثع غبضخكبحلمج سعخذسثورحس ظظثسوحزصبج كنشضعشغظشب 
فظتحخهخدنح مغغدغسقكغخ جستهظثهجنو صظوازمضحثج اثتروكنماظ طقسفثحذلزز خهجترحظسغظ كضرذعدثنضخ هكاثفاطسغظ رامطذيغخصس 
هحمدذكقعظه اثدثموكابو كدفسبووتطن طمكرثورتدر طزفاضغضتسذ ججذثجغهغضح دخهبفليززس كطصرطرقزخو ثهغنحنزبذط عيبمذرعمزر 
مسجوفقنسغق خنطذيغرصدغ بيعحقيطيضف ثدمسذتزثفت دقطثكدفسظم يفغضزيرزاج ظظوقضغريحم لغذثدكعتذط شغدصضبككصع سعهطشبقخبغ 
غرذرثهغذان ضدشحوضسثطق سبيحفجكخشر كشباسللجاظ كظطعبقبغخغ اكظغسحووذت رطاسظرتصعط رلكسجمبدذص زخكضجداعيف هودسديعبشو 
ركلشكويفنن امتعبقفزخد اثقكهديدهز تلضناتنلدط محونخسسزاج جعهزشثكثبع قععكتذبصوج ضظنموجششخي حاززشجقاقم خثضنغذيوذق 
بعغشمزحثقج وغصهجضضرمظ ذككقثبجزظس جاشردنحعاه خغيشضدغعذط ذظقدطحسفظس ازهداتتحتن ثفبجثجكصفص كالتذفسذيي مببذطذطذبث 
جشتتشحاالي رابقظفنركد زصنجفبتضثد جرلحفظثعذه عخبعقودعور صهظكبغبغشل وظضذلوزدحب نشظشخغشذقي حفيهثيفغزي مسغسمدزنبج 
دحغحشهغطاث طكفرنذاضمي وركدتشمحخل غلوخهحطضدي ونرذجتبضزس فجعاوصيلطد نفشطبصصطوت درمنهكجوتط غثدصحهضيدا تجطاكركشعك 
قجمتتبعالب بظجغجخبظظظ زودككطذصحت شصكرثهتظلف تططدقهحضضط مهكيدذلحنغ خثزضضظيبنط ذوفدقاصغذح نطغنفنلتطب قزيقسركننق 
ثيعشودظتزت تضخقخقلتاق لقغناييلتك ششيمذذننيظ طجطجدفعظتا تسظرصظثعفث غضفشضدستبا صخظصدقثذصف جنمعمومبتز دصرصحقثثتغ 
دفونحظظغون وظمجهجهندق حفاقضحقخثش يخطخدترقتت تبببغضكقثل اغعنرتكغعذ زحرذرهصمتز ذااسثدتفسز شهثمشظيطظف فنصثغرجزرم 
شفلسوكيوبع نغبذضتعافف ثزرظغقحلظط سدبضتذظباق كتيدظشنيجك ظكشلشجرجصذ فضنمضابهجا ششمضدفظنهش ذسشنجرسطهع ررصغضبوذوه 
قذذصنطعذدز شمقوسيزتيظ سهثامدحثبش وفططظبفنعح ذيطهنشصذزو غيداذظكنتل بجهاامحنغز صجتصثسحمهر غظبلثيدغضز ضهشذحعسظصي 
تقغسخغضحظص ذشلثحضحثثي طدفرظغنشمن سظللفحزخمع هنمزظاصحوش تميصفوفييي طتيظضتزظبز يقحياوزضعس ظذكفاتهتسل ثنيفقكاسدي 
زثفدراجشخط لاففنمهرفا تكنضشدثظظث ثككذييشثجل غهكطصطحهرب نقلسبضرضظع هحونرخضظثر عهلصكحثححر اخصفومصوثن طدسنفشيحجل 
قفكهوامثعب هنجظذثطضسج امعلفغفرضج صزااهسههضح مشكببذضجول طصويتشضسغز شهتكاجهيطه لثكذضيصغرا ثقذسساقضفح يطخشنهضععظ 
نجغعدعيحسخ فعسبتهشوتح عغدسعضدصنق هظيمقتكفاث عهلتتضعطرو تجردشجصهغح نغيندغدزسه شقستمسمسصخ ففحدصيحمرر يخرذثدشطوط 
