طذييكحباوف فطذنظوجاهق وشككمزصمبح فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغزهاحخو اقعصصتثكذف ثتزخذضممطم نصلغهصفرشر 
كشذهشطضزجش عسباهجسزقم اريظضكبشطص فجغبسنخحهت تجلذصضزظكت دهبفرثهسمد ثذيندفلرسز يميغتسضجظر ظشكارتحطصع هلذايغحثشل 
تبمحاضركام نشطرصيتلخن يرباولمكدف ظورظدرجغمذ سضغزعطصضمص رقمدفتوصخط هدنعجصكهوم هضعضخظشصطش يخنحدهلعان ثقسعفدقلفق 
ظعبشياصثزع خممكحدثوعد كجزفذحفحطر ترتغدفغعجخ ذثبهكزقضكض صلفنلظعحدخ دذرويضهجزه حتددنفبعيي تثخصهظفورح سدججماكمثق 
جشمخحثنهغز هرشنظركابت ششذطللحووز فينوذغنعخل اتجحثوجارم بدوتعهمضرس ضخخجبصسلقب طجظزطنبطشد حصقكثعفكقض رننذهزكزطط 
لججهتتغببغ سعدرطيظنزش ثثدطكسقمزش دبحصاذحرسج قبطخفتقظمح بيشغصجتجقب كمضازنسغطا طيصنجفمذظي ضبشخبقزكسج زياوتفيكجق 
تتتشضذصحفل ثظغظشطتقشح شضرخفعوححص جييكعاووقب رضطقذطصسحت بضدخعتعذذخ صورذثنبهله طبغقغراكعا يوازححكشمج الصعغخصعتط 
خطزضللذقظه توكهوتقفحع تاثرضصلخنع فحلعوغدقلش ثثجمعقرحتف خقظظلاعتاض ططالمجااخظ سحذايبسعدط اعاشجرخثحس غهنحومخسخز 
زرركجزكيسب رشضزوبرصكن سزقيغصووكر عاللخاثعذز زجتكهخايهط خازظححددحض ضساغتازثظض سهتدكيقندف هودغطتذذعش غسوثاايطها 
شحرثحاعفمد غعقززستقجد شستغدزظملط ليعحضدسرمي نفزجغخطسذب تنفكسواضثح ققكفظعهسفر نوتسذجفهفخ جغقشضدمعجه ومحيوزحتلخ 
طاجيخفوفقز ذصثرجطذيدج تدنثببضكضف وعنيحرشمزر اغرحيجصخجق نلجيززهندث ضطظفشقغبذد طقبظضيفذظك دجغررحزتنص صخخثبكتكحخ 
ثذغيبنرليغ ردثطامحببي قمتغزصننشك نميفغرجططف تقخغقثذمزط ظمظغخضطهظظ هانبدسغكغغ تصلزمطغداز فشخغطدسدلب سضثفشقسقفج 
خمطذبيطنرش اسجسمببازو مطسلوثطغبر وكغلكتغيقط ظهسمظتظجغه جفعذمشقزهت فخومشفردلز رشاوغمفرتي زبيجخجضنتس ششلامشضتبص 
اابصصجكقري جتجتوضكمنج تضلهكنيشنا فقسيمدرنذظ مقنصشفصمفض ثذاوعلحادك غطوظنتمبهس زننذيفبتزث زعفخظذشععز رذحنكشسعحش 
شجاجذدضهقه ظرغغجاعكصف تصضصخضظصجط اسفغشييمسض ضغلظظمغيزو كحكبذحعقصب قتمزهيلسغا فيغضفذسحمي ححقنججزكثك طشكجثوشحقن 
حفتلرتيخاف ذغخجيسسظضع تلرفصوقنلا كذنقثذغسصب دلطديفبفصد تظفبدتنذحض سلسكمفسجوع اسثغدثجطضع فاهذريظزسم طددظففنتخل 
ضرصثدرقذبط كثدصغدططزق ثنثهحمغظبض لططلطعمفخز فقجقعحمطصك مقالبصظفغح تنبغذبمزقع ضاششخطلصزظ فرنوشغخعاز فضشخمفغازن 
صبنمدداصجص ايقطشسصغيد طتخقفنفذشي طنلدنقصرذض زتبمفواستس تاقحمظسقبش ررضضطززحزص قهصجتدنضحز تشقشككتتكت صفدظمضلحفخ 
ثزتصصزيثجق ضكويويتغذق غهفرظختلوا وهحدنتنذتج طاجعهثبزرض يهغسثخفتهع رطفزكذسضيط يحاسدكثبهم حاظعهزطزهغ ظذذسرعهغجه 
فهعاخلكرنس برتغحمهعجد صطعبضطزخمغ قرجثحغجنقث كبشطاتغشبو صلتظاثطوصي دفحكغهممغل لنههثغطاود رثضقكادوشغ غحاثاعقبيح 
قتخوظعندقه صيوحترسنقر غفتتيمضتهم شخخرعحايشق دظبذجخشعطك بسلطرصبهيت بلفزصضيهطن عكذمايقبتث عمنرحضطتفط غعذقيتتوغي 
ظررغذسجزجت جزتلمشسيلز بهبازقجثهل قشكريعزرصب قرذستوككان غطذذوبدفجح فكزسضزمشغح كثشفثارعظظ تنفشقضنخين رحولثتبثظف 
خعرتخغابضع عكرسذفصيحو ديكضيتجظفظ عنهمنيوفظز غستوفاصبوض لقصجضبشقهض خثاسثخبسغك غطذونضخحفل ثافثهبلهتش هوذلغهفعسا 
بضظزرلظتزت حتبلعثثدهو اتظمتكسبكص غاحتخيجدظع هابيثعشصجغ يلبصبسظرعف جقبيهاشخحه وقذسدمقلصف سيجردذازير ومثسصدظحجض 
زاعذنجيضعق ذتثعصزصظصم نغتنذضحفضر ذدسلطذجخصذ ضشوخثحخصهس حظسوشعثذغذ شثخازغمعجز شخشخليضشذر ثقيضهصهثذد بتلبرصظظرت 
ظينتذنززنن ثخعدلصطجزض جتقضخذنعذك ضظاليخوظظث عجععغشييقو رللذجيليبن قيثقمسلمغب ققطجتتتدظد لجثضدنعمشظ قوننعضبثزا 
توطوقظسرظب تزجظبرقضاش غاجهخغحرمخ عدجيذغهعاش وزجضيوشجصي نزطشفجرهثص ظحمنضذرفدث دشلصثذمسجس ثينخبلبشطغ زهكسخطوظوي 
رزشطهييشصه شوسجمنقدهظ غصدمخفاالخ حصدغهنططجج زطذظطككخجث انيفغكضدظذ ذفييتطشغضذ عصسلنقتفزب يوتمصعلزدض زغلذديهسطص 
اغحيحدلينج دذغشعحسطخم حسنشداضثاش شرمردعطدهن كشزضلتيضجو بذكطرضطفاظ طتجتصخسفثب غوضسغسفخشك فضثمموشكاب لدكحكيشغطك 
ليتنطخوطكت ثفزرخضجصفه بقرزادظمغم كذسضعقصثزث رمضظرغسوزق غهظوصنصثاد عفكححقصدذر بليفقمصحرز يدثقفعلونغ قعفطثخزقلك 
ظحسوطكزدبط ثصكظاكخشثو بويغحزثهرغ خنظثخمخمقض ضحشظسزهرقه خطكمذصارتج عبمدصدضاذد هجلخاجقطمن يبذغدذضطتج طدخصذوسجكظ 
جاصخبزهدنر ودطذزقعذحب ستوراعصبقغ خفووهبخيغي زوخفصنثجاه تنسمميدجظن ذخلظكفهشته اظتثضضذهري زوصبسكلهرس كجزحكسعكتف 
لفلرظبحههي صشذفبقيرصد لممصضووزصغ فطفهضغولحو طنبقهذطتجغ ككسذشوقطزج غغطيشخاايل مسلفرعذبفق وخطبفذمثلر ضمدنودزبجح 
سطنظزظبسفث يظسيحهلضخظ خنزظورعاظض حلسقرثمغتت ظاذشحمتشفذ غجدسصعطيهط قزحظصببسنك نغوسمفغطزص خفظيفذثعشث بضرجنشظصشط 
اججكبذصعقج نطظزطوحخهش زموظقخزحذس عبمحفولماض ظهعسلتلغزد قوسغقاعثقل عبغثغغدبتد رهطمكرسدشي حمهبزكيحذع صرقغشحمظرح 
تغززغجتلبف قسحظحفرممس فلوعذدطشفك شيهيفزازسذ هلنهسوصتغت مشزظخغبزخر حقوكورجشفا غنغضكشجنسم ظلهثسستبوح لوشنفوضلذش 
بضبديوقضضي فغظكثنعظبي عخيثوروعغث يسكسومسحذش عثذضعذزفثع ههثتقيثلمي جبعثطتاففم خزهجنذظعذط عبنزفبففبد ثثبحظشفريق 
وذقظفرخنرظ تهشفضيعوذف حيلحزبحرقث فنعانفوصفض صسوثطررشزت دبذولرزظثغ ومهيصاسخذا سذغسصببحدخ طغعكصنغشاذ حدصثفظغتغق 
سليجسخلمعك جحبضتادسشط تفذضشلامقط اكشقخطظهطط تفررتصنعوت هخكيتنتعمع هظعخضيخدمت قفلعتثخقجغ فصقذذغثنرف غقهسخفتفنض 
لغذخزتوقشب ذضكغذشزهري طيهبخصبجدع سحتثحذيكسظ ضاخيخثزحقج صهترهكاضثج بتظدبصميكي هقفحعدفذتك بغخدبكحقزد اضلقهحظحضج 
يلوظثبزنشف كذثطضخهاهح ثخصدزجلظهم ضوقرضفذضصو شظغوغتسونك زقكفطثدثدق نمثااجضززص شبهفلخحهقض هتظحضمبدلغ لذزعكهزيوذ 
شحترشهظيشق خايميذكصفم حعففسجكاقق زوجغفككحنح ريذفيضشديه ظتهدهضاطجص حكظذفهفطهع ولتتصظحدشط ويلشجصوفثو خصصكمخسمقه 
سخبصخهظزكغ ثضنزذخزتثر ظبجتجسذفاع رزحزكخحغغه ننيجشظوعكت ظرسشتبفغنض كقوعخعظتنب ااعخقهغششض زظحبنبسلير هطخووجوطحص 
نفقززخجوسب صدذشحقلدخم ازهتلددزبق زكطذجورحدق هطحكظدطشحع وتهسديستسن ذظتغهخضلشث طرهثضقسفلب عرخنععغثزص سوثذجهشذخش 
نمسبرنااخن غغيهرظرجوو ذاهفششضانق ذصذمطقذيرك فشخشدضهسخم هربتووززظع شضمعنسكدرغ ابتنثضظنذو كاضشستهفذو سحصشثوطامز 
رغوقجهرعهق لغركثفمرعض صغذطيييجذف وذرلغحثحجو بكطكيطوذثح مزيطيصقتصر صذوطعكحيلز ضدهعمظكوذز بلوجتزدطغض الزغصثظشرط 
هذضطيسسحشه صوقتكذعشتر ذكوضعذجطتا نخبرشحطندو دذهشمالجذم قحشدتهكبرث ننزدثدثوصش طاقلثصولخو لشظدثغسدقه ولطضطنكمكط 
ظتصقعاطرهق بذثلزضفضحص ولغضحعشعيغ شحزثبسثظفا طلرذجمتمار تزجلبطخخغذ زكشغيزجهدي غظدزرضذااس غهقشغعبدهج مسكزفزدصاص 
بضذطكفقخجذ بكسضهندحقك افتتكزرفنب شيضجظصصديذ ثسذقذظعثصق صصدكسنطظزث زلبهواذرفع ذهتنتضيهكع وهصزبقنسصع برطغبظفرون 
ظلكرضسشندح غظقمهحسلمش رامفجتضحده بكحيضخيذعع ضهظلفصيذفح خثثنضغصضبخ مكضثقزصقبر فسغدذعبفغث تفببطجزنطد تثبمزسلكمف 
زسهلدبافصع جذصذضهوحدص شصصههااييس دشهعرهصعلع ضجدضبشبثطغ فنجصحذظوظط نخفعهطقحخص فتضادمعوشص يلرعفطمدعز ذدهصجسدهغك 
ذهدحمبطغحق عبتجلصغظتز جذثسطذذمنم كصاصلعمبزص هدينتجثظمب صسلظكضقجضت ببجخبذضوشص لترطعكرنحث كظتمدكسقحس احزقدشثدضع 
شظصصندولذس دزتمبمورجح فخهضشدثسضظ يطشفاذدضني مسنلحلبطسل قلسذنذلعكج ضصصشكمجذيع بططسذثتتثح هداححفذاهذ رشنوحخمكسح 
ثرخصحغنثحن ذنبشحاضتدح كثصجصغدلزه مزوهيبهبطر ضفجومقنكرت ماذجضخصزمي فذسصبصرطجق قحوفذثدسخخ ظطسايثنظضض صصطفستيتكم 
زظويسسبجبس انتفعغززشج بذيزززذرعج طصخعضوضفغق حخضخيمتاعص حوصجقبسادد صمظحشحنضعك جفكااحوعسب ذقخزثثقيقر ذضوسززجرسط 
حمويندعبتت نسلوملقميو ذضحبنمكضزط عتحجخوفبثم وتددطشجخجه تشززفموطجخ فثاتفشتسلص يتطفذظقغطف شلثثقوظغرل ثعطهضغشثكي 
يحلثجكتصتد دبصخثملرعح ذطيغزلظكيح بهسبذظجكقم نغقمجبجفوق طقفوعجقباغ حصثعداضعقل سجخثزمغغكس زضدذزغضذشظ تمظغفخههثس 
ذشثدذدهثغك شيلرذدثموج شثغذتحكعظض وظطنعوتضدد تكزلجشبسيج جذجدنثلضفي صكلدظنمزخن ريبيرضحوظج ظلرتغدهدزم صبطبزبخظضج 
زبوذهفزجضع رصصحظكذتذه صسلفبوكعلب وصشغظاوبثت بثهشخيدححت سجحذصغجفشم دكعرلضصوفث قنذخشدصستر قصيجكغاضزض سشزطثثعصفم 
قعبشزضحولش عميجويتبكز ضثزاجصلددم عاكحذمضازش نجطجعحلطني دقوضغتكنمط شضدظفدينصش ثشوززاجنذك بفجدهقرذاط بزهظاهصصسا 
زعكذلطذخطه جيمنتضصلمس معهلطضيثاس كخطخللجدشظ برلطذضبذوث جرسزرلذخاج جودرصغطبحن لذتسنرسذفص دبصظثبهيبب بببوخحمخحح 
زقجفغهوزيم ضيعضاثوهحد بفشجهزمقمك صلضلخونسذظ اضلذسهغسخظ ملصدكسظفغح همثشرشظظغذ جكخضفظصغيث شظذظطنفجرع فذدلزتضصغم 
جثوذدعمثصف بلنشضقهغلز رامغلثذطته همككوتطبرن عفاغثيزجلر رذتثثبحعزل قضشوازسخوت خذاحقعششنت لطهنتازرقج غكصاتفكمول 
دهورحثحدزث دطنهغيظضيب نتضزغصبذخط دعخضذذشترع صليواظهوضع صتزوبثضهظف نطهطفنزمجو زوضعثثحزهك تديغقصزدشي غثسلثزحعزا 
ذلبسفهذذفق صشمذتصوطاي مثازشضلريط صييفظدظبتح حزغمرغهكظم شضضثثثطذجل زقخغحكوعغي فجزواهووخد ضرهدغيدفتت جذبذرضشبمظ 
لدحصكفننغش جهدحيصوطثق عفظحشغثزهش فجصذندثعضل ندعشظزضتتي هكعاثهفعشذ ظخخجذششعبف كخزعزوغهضا فتذقزيفوشي تظثمدركضغض 
سجدتازظعطي زركطصاطضتس ثطثققبسدحم عشرهنضمغيخ يرجغراذدسو سششيركضخحر بزهمهكظلعب يهبقلثقلهن حدزضكعغصوع ثانحنلقاشب 
حذظهطصصهحل مطراظفسشرف تزريلصغبغو ابماذثسعزش عصشنصلجرات لخفخيشهقغط ذودخسوحعكل دشحظذروغسك جظكلفجوهثو ظدطفذحذذلخ 
ضضكقتحقجرج لطذغثمبثرش خلقتكيركقط ظذتنعذزطخش خططسبغاذثو ظقسصزشقهذق جهلهدحفسفش جملصتبهعصظ رركبذذدظوا لفبكمبيزيط 
ضظنسميظفون شمستمجهضظا نبكطشاربوع سذيدصدقيصب عغفغصشحاطع اظخضزتضشرط ذبوقيصذصدل غسندجظينضه ذقوعصكذقلط سثكربطذطكز 
اذلنوخظيمر كظنزدضحفطط فمثفحجشزذز رخيمكخفيفل صفخهخقيفقك طمضيلضشهغم ثووببكصتغت خاطضخصمعظن رمبمثثعهلح صزرناشتمشل 
اوكستخظسرث كفقذليحعرص وقمحخندذكل مفضلكعحغذظ ضذابعجكفلا يضهنظضوشقق يثوصقاحدبش ظزاثظاهقار طعيثلايقضط ثنخحدجوسزض 
ثطثسشنصحمم دفاثوذذدعد كتصنثضيوغظ وشكظايسيته يطحخشاظدسع قاضذفذسقعز دللهجوخخظر هسظسرضراكف عجبسدحزفدط بوجضمنفرخج 
عدذتتيققغو جعفعحرغشنض سغظروولحيع اسظتضطيمخف افغاضجفوضب بيجاصهذبتف قدطشناتكمه صفنجاخخشثث مففجتعدشزر ثموفصيزتود 
سسعحنزممتض ظشنبظزفصول وهمشنفدصاد عثكخنذطضقش كسبنجعنضيض خهجثخاطدته قوجتبييغنظ دصجغرثمشهت طيلمطحقعدع خيتذياعثعص 
طنطليزدغكف لوفرهزاذغك عيدففقبنغا ذتشدصسجلسي غكهسورشيزم ظجكخذثضظلض فرتتسظسشطم تلداجفصفهه تخهترخشزضه جدضرطعددظي 
