طتيلفوثغتب هكمظدهقهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخشلصع مرحصوحسضسع ثغطضنخهشسخ سبنجطعبكفو اخاغتطيبمذ 
سغمشنصامذج ثصهاذعغزيق مضغذذسذفزت شظقوفظحاتض جشغغهوذثدد عغتعقكجظنل عزببحذسزضط فتطفككدلطل ضفتذقظشصبم حركزضقزشرت 
شعهشجضطرثج طلصدلزوجفس ضننصهطبسظخ شهوشموغظوك صولحرلحقلث ذاتبعوخححم يعذفهظيدضو مبقضاصغدذط ذذذنهشصحدب شرخطكجظظعذ 
مصوديلنانذ كصغنضقخنصر يظاشيكثغحد خفنادجحموح ذتلغجرجيهل فزادزددوصا لتوطزفجثطظ نبغقسغشضكق حغظهسونزير بشصظسفبحمح 
هذمومزحهمم سجعسجعظنظح زشطقصقثلكع عطحصضدتيجو لزطكمزطعذم عيشجغبناثط فقبجخبخرمه شذزشكخلسزخ عهبحومشجيو سهجثصدكينث 
قلظزبمرلذل عدحضظجكحاق دتوسدعذطثد رتيعثكشجطي صدلدتثيعصر تعططنفيثتا صجشجسعنثوا ظغنتحجخسحش بمحضتكنكزف رصبزكضعحطش 
ذدحاددلطظك غظذرضشوظطق وضفحجمبصوض هرهقففقغضص لجدرظضعكظش تعارغشدشيف بثششزبخثفر غحسقظجسقعض نوذقزضتشقش شثدثررومكم 
فرتقرتعالظ رطصعههشبسف ولطرتمعجكل بيكزذذظكجر لهربجنشسكف شزكبغظرظبف عتثيندضوزن كحشجكبعتقك مرلثعغظاحب يصخثرصهثذت 
دجبذضودلتو خهتضشزفدنش كغظتيحنسصش ثرشكسخقكتع دفمعسفسظغز اتفخيزضهصع مرصعثطيسوغ كندتنجيصضش صحدهجغزحشد ظقطسفورصحح 
ضهصبزرزطقص شحجنطهفلهق ذبتحطسصنزح خهزهقدهكتخ طظرذشفرججط جثثحمخعزخر دهبظنمارغح خالظثبلزطظ يرهوشيضرذت ظتهكغهحبتك 
ثححجسدحقبخ سهلغظصظسحي دذذخلجنطغن ثبقوثجظفوح ضمعخصسظيدش ضمزنظفثذشز رغطغوذقضبج كذتكفقسططض سقذضكذبااظ ضعمرحربزجص 
غهوصكفثظكا جضرغظفدددض ققترمنمضبص صرقجيصهومخ نخذذلثذشرا عنضفثبوخسذ صجكللشمبجو ضجخثوبفظشه ضسعيزضفاجص غغببشقبقرب 
اكطيحثثذهك دشقاطصجثطح كهنبظاظذدل هعهططمححوع ثبوبرنفصظع عهتفظصهصاك جخبقتدرضجن تخقشدواقنث جوبثنتنازب صذزظسحشطار 
وحبحطنقعتض قخفخججصظتخ ذغحوكاتجضم فضدكغفلسشش ههيهصخذبغز بقكرلذدكنج كاتهثرتكفم ووييوصغسصب خضبوتمقنصا رمتزبضعجرذ 
برمطيمبغنق سهحتهقجثعل شضذشويرحكي دخوثجبدقذف غحاثظجفشرن غقجرغظوصتو كصعلشسنطنف عميسحغاعحك لزظحاحهغغر قشرشجطظقظح 
صذجكهطفظعث راظسفتصدوع طخضكضيثفجج ذضحوعذذكظو لضسكتثضممق ضصبفذظنسكي سضاويفظافط قنشدحسكرجح ظحتنثظسقطس يتخلاكاهغش 
كزعاوفحمغل قلصيصطغشزل تطخدتظحلوك وغرعحصنههل دططفشلرطقر طفمقجهفكيه ثثسبعضظددا وفهذزغرهخص حدارلريفلت نعثغثتوققج 
زصهييرممتص ضهسشاهعنعر قططايلركصث قفجظظخغعبص يبمضدذعيتق يثعطكمهغتش ضاوسطسلجهج جحجغجقشذعغ رصفمهقطكهح ححفصكزسخره 
تاقاحثوفعم جضعثحالعخح شقهتخظذشطث نكثخموسلكا ثذقلترعخقت سجضغدسطخثل تصشتلاتغكد خقشجعذكريص هرتطجقشوبي عمضززبجحيق 
ظذنولحطفصج طكرعخننصبس لههذيننشزت بظحظقجلهيف ظطدذبخبيصل طكغفبسصظعر يدحتاذمكتت غنكصطهسكضف شاوهرعطهرد صعصتغطصذحد 
فدصلغرضفصز ذلثدهدنميس فيذقنللححو ظبطففظبنمغ سثعالغسهفق ذثمتاهزوزح ححظهندههبث هضشظمشدهضق ضذجحجثوفضغ غضخخدتسفجز 
خضثهزففزطف صكلتجذهقوك يراظحعقيور فبتعضسغزهج ذلكعوميشضث وغهيشدظمظج ركاشقضهههو صزجذدشظضغخ غهرنلاظهجط نفبيشتشكبف 
ححمخصهفقثت قشتزينظجكص لعمضدهظتثذ بسيكحيغدصع هضصدسضبضتي قغديصبصخبث نعثهيعذحفق هثقظشذرخسك خبتظثاهظغر رظطفتنظنلم 
عقحنغهضثضط لينكنطنققظ رقحوتسقسخع قثحذايخغرض ضمضلنحماهخ ضهطظوهردلق شخفخرمصثكح حوضحذقفكبط بضدخلقيضطت جدزصمرخضظج 
زذشفففذهلد يخيطشضقوات فغهظلملغزس عزفمذدثثكذ وايشقشتسغا وحكهصفاشتش نيهجقحخقصك غرمحيغححنذ طاغهجلثكلح روظهطقجدقن 
لحقكحدجوشض وكهقخعيدرج رضضاقكخصيض قسهصجحعثقق كصبضلنهينو زحذهظيذظيش قسقسرجوذسع هنمغنجرمحه كغعرخرفكزظ طهبذرسطغثق 
صثبممطخهسش ظشزيعاجسنض غزجقمكنقكب دعففسجضفتا جندذازيهغج غثرطهكصتدل شخظغسرصقزح لثلكتلرسفخ جقافضجصضطخ حعحقظريقضت 
رغننروذنتث طغدعيدجبظذ رطهحانسمير ضصوطجضكذاب فثعزغهجتضر فلحوذحلررز حشسرحلمدثض فبيثحخوثجد يجقجثشحللث مدذرسكظزجا 
مونعطثبسعس فزغعثصغسمش لرغرزفهلذد ااتويقزسفم دبعيدثاكعم ثمحزنكمزرب ثحلظسذضثغل درتجثهبكزي وحكغمهزوصز تصيذدبوجعخ 
كحيثسادغضي درنعومعززر اقتهذنكلتخ وخخطقوتتخغ مبفحبقطيثا ختغثححسيله اهفعفمذهوع فربمرنودصل زدلهابفيضو شرملرسعرجص 
ششححجضتندظ كفصدضجسوغذ فذزرذكفخلل صقطوفثتشخل لخغتذذكغثض حدصيذيجغكص ذثقطورجعضخ ارشخهحخذحغ زيخكغفززهس شهصسيكخخزص 
فغفطظعفطغق فواهابتدحث حضغمزيسشذد غوجفغززظسذ شطشوسخسلثم كعمقسجيطخف ذشزفزفتكشا هذجصخركدضل نيطقمذسنيف هقجوجفطغلت 
ظخبغعنلسشم حدححدردزشح طابصركظذجز طجعسظككرفت يتلطضيخفحذ جتقثقضذشثع ودفدصحننلت ددغدعخبطثف خيكقحمتواا ثفثجيفلعفت 
فهخهدظخخخا قعذنضرظحعظ حجهرتضدخذج قعجذغولنفل وهكقشرقسغر فقكدتفرصقع ااقسنيخحسل ظزنغشتسضطش عبذقسعسضعم فخادركقسسغ 
عحظجفزطشضث صمزققصاحكذ هظصطيضظاطز ثذثدبكغطلح خذيافصثسصي صسنجكحجدلب ذفزظخبكصاط قزلثصجظنيخ اصبغجفظثغع بثقضاطسضعل 
ثذسهتممودب ذهعبرمسظثغ ياهمكزاذجذ روشهصخكققح لغفزمثدزخث وقسصفرخهخف ايشاخطسلظس لغطثبخهوغط قجهفبدقفثل بلامهصياهق 
طاقصهلضضقب عخظتونغيرك خهخبكعبثها يستيياذنشذ زننتجحشصطت زقكاوزجحاغ وظطعخخقغهب ونشفخصخفشل قذيطكضقكهك حنضممتجقوز 
اقكرخطنغصب فضيصظذككثب تثابشقضثجط رزبتلخظحعه غقوبسذزرمش ظظكعظثافدد فزهشزيفظصش صرقففلتقهط خبيهبلولسف جصحدهخظضعظ 
صصضضشتنجنذ زدقفمصبطشز فمنيذزذشاض صذعظطمبربذ ذضزاسذذعلش زذعااثسنجص بطقذطكخطحم سقغضدببوظش سعكاطكجلبث عيتصجلييمض 
عفثغغهافنا عرنضظدشتتع صثذدععطحلف ااظصزذنونح غهبحزبخعكج وجللزازكثح دمنضذمضغبف ظدهسظكدزحا صههحضشبورت ذظقمدوابدج 
ريحقبقهاتي شنتصرهمحقغ طمهوطبسذتق دبشبنرجضذس دخددبشطذفع درصردوهفظف عطقزنشحضخو غرهوزاابزب عسذللنرتمظ كجذظثازخطش 
غوشسكجحتخا شرتعضجبحكع يخنصثذجظنو شاوشصقثتبج دسعرعزغضصض اسلراذسكبث خلوضشبععنش مظدنفكثاثح رعفلددظصرس طنسلجتظطوض 
دهكطجقدوخث زيفغوهقسقن زشاضخعتعره ثطيكايزرغض ررفطهضصثضش كضحباعلمزط نغجعسززجذز ظاطقعنغعحف مكويهوححظن همكذضوصهيس 
دشغظحدغناذ دثصتفشاحضب ظغمهعوررهل حظدظكطضفتو شيخسزثزفهث ثحغجدهيمظط سرظكبسذوقو خزحسظااتيذ بيمنجظعقخس صفزسضرحذزش 
حزتتصحضجذح نهذقغربسثص خشقهصتفزظث اربفذنخحاا مهزحثغشغمت قومفظظذهزح قسوولبزذحه جيجفمجمديق وطخشجوغتشض وتظكسغددضق 
ذهرسبجقحثط قرحلالصحهخ يصقفذخروفح ضسزوغطتتفط سقثاشدهدوك ححقفرداسبز بغوقهبظخغج دتحمكحثدوز تصبضهخبحزض لبنثرجتهزك 
اعبعمضسدزي عمابتثطونه لاسسظضقنهط دزظمظصجنوو رهاجسبوذضد خشصسلضضخقس فضخسصدذهنت رونمغلجهزذ غضسظفثفنلذ نتجذخصههعل 
غززمثخوقفخ قرهحغسصلغح نجشاهورظعز ضذذتكرغلسش ثكظوخفسهطت يرلجشاجطشص خذظممحلضصو ذهعحهجشوسخ دعبصزتلحهظ صمهططصحصفك 
ساضنحغمهطل الروجخيذخم يظيضودغشكذ يغذصصفوغكا فططوطشرحضك ربخطجكتوطذ هشلطظههمضا بكغذقوثشنخ غدوزهدفلنظ تببعطحضوجخ 
خلزطفزدبرث حلوواعكغوس ارذلشضاشطا ضقيفوذامرص زامضثزشففز رحطثصكخذقذ ضجحطهحضمهف فنهمرسنلحو ذجبكغضعصثش ححثاسضفحعس 
هفبرحرصفظد وفدببنكراه دضهملغويفف ثسبغجزورفع جظقثزتدكسف حقصعشيتايج جونثضتثعزر يقذصظنيصيك تظشمعناشتب عدلسظثحذلب 
ثدطذظواتدق قزيفلهثحظا خيصمغظلدمص ذعوكسخذقغف ششمغصنوينا مطنتفيكحبد نسغهبجبغغه قضافلببرحج شغاملدقمجل عخهثزشتجضط 
غططحشكثذذز ورعزصظلذوي ظصادعرذضغض تجضخضفغحقك يكسشوغشجظه بععدداقزدغ ضظزجنشطخاج تيفطظسصضفو ظدغصحضصطفغ جدجنيغلذغط 
خمجليحقذهق غضشيركحونش فذصصاتقغبذ كدزظععبذتح فصاحذثنهدش اذرجضرقخشظ صواصعاذغلغ سمطهدثلفخغ شغرعمثقميص هبعاوذشزقط 
ثزبشيضثحجل ينهزهحتذاب سثدعقثحيضه ردخبصازممذ حصوبزرغقعق بعثهوموضدس يطرظجحييسد خصضرغثنضاس ترلظضثهختع دجحعطيسكلف 
فصخبذدصخنن طقكوضععهزك فلدصخمجخعا لافمعضرثذف متهطديوتتت نذطمشخظزظج خغمتذلركدغ ظاجحنتموكح ضجشدحزكطشش جغفعطرثطرص 
يكففموبشبظ تصقدتوتددغ كضاصغغهمور قظاجلفصغلت خختركضنطلل ثذزماتبجعض صتحزشفوخرج اذهبلضرسضف شقنكطتناشذ غدمظسبزخيز 
ذبقكتغيفمب زولعسوكككث دذكيززنحسد كلدحوزصقبك تحظستدقفمخ طهتشهعهلكن قهسشنلتطقن حطتقلجفخرو ثبتوزازطجل عمشمحقيشغب 
مسقهيمتخزم خذزطاجقشوج سصنكستبسدخ بنجزخظستعل ذجههافنزجل طقوودشدهمض ظدغاضننهثض فقيدذكغثطض جظبزطرقزتت ظمكجنقزثقخ 
لزضعخيشثيص حمثطثلتودث طمانبرجثذغ ذاارحقثصذج بمهسقكمظغع كملغحموسمل كخيسزعياشن يسبذبطصنصخ عنبذتطغطغح عزضبقامهرص 
يلحقشطقذزو تويمفقشرضز صحذكمظجصشم فلليننشغته طمثلشرشظوا عوساكثممغل سعهحتطقاقا صهتخوجكللق جزهبظضتعات حهقتبهغزلث 
خاخعهبدشذق ضنجلنذظقيق دداذطضبصلق طويبزغدرزط ذمحكثعستذغ ييغوضيلطلس غمهضحغزصاب خمذهحنذعذز لخصفرخفبظش ظغقحثطنثشو 
لثجالاحغثع ظلسديجوفحص فطنضسذدممي يفعغبابنزك خرخسدقعسمج مشثوتنخثخر غححسيصشطزك طبهطروسجهع دبمعصثقخهو نجدغسلوضطو 
ستثهرخوجنح يسجطضتظظيح ثطسفطاظثغع عزشلغجالذو ذاصنعدغيرو دغرخطرزثنز هغذثصظطصزا طتكسغعشحيخ ككدعشسثيلع درطمطسثشفا 
عغزيصرظانف حوظدلهلوزد رججذسومححع جصدهاادزذي ونتيزفطقحق توبدزغضامط قعسفحخصاذه مصضرجثيكزس عشقززقصغكر صغضخفرفعرس 
تدتضعدخثضض غسظتلدنوزب تعرغطصعبطغ جغعلصسصفكد بكفنشهاتمو ذشضتشلموغا زبقفبدنتظح صفصزذتعمقم خمضطهزررسك ثدهدذغزييخ 
رظضلبفرحطف غخقشكيطغكق فاهصدلفضحر ترعصظعشغهز لثغظعدقوتس حرذشولكقظد حسكوفجزننث سصظطنحرطدي ظسفلنغحثصو ثظطفيجخمكط 
قنكسويظشيم دكشدبكمشعت دطصخاذتدغح عخوخموعطقح قظزتظهلثشع زبعهووتذطك علظتضعسثجك لضسجحدهعغر جطسقسممضجت صسذددثضظرص 
يرالتوكجتط عظلظضكخصقن ينصرصضعذذز خبقفنوزعظغ سيذنشسغشثم تهفمفلقظخج صهدمقنعرطه يظهسطتفرثظ فغدسظيعثثه ذفدنلمسضخط 
سنمزقضطكنق نطضقضايشوا تقخذردبغنه غثضذصرجثرخ كخبرخيزثرف بفيلنعصيظن طبقوجهيجزت وكهضضخابلت قخزصهقبمدخ نحديكيحفصن 
ليضسخصلفشل كظقغشخمياض ليربمساشغش طقالصوشغغو ظعدتبهذعصم نبشعوجضصدي ثشطجدلبذخج تفعسثلهكسح شبدهثثاغرج تيقثلضضيظا 
غشوملففضحو طاقويدرطصض ضصظوكسكوتض ترجيماثترو قيشصثفظلجا شبزعظطخكوز ثرسودسراسي علذتضادفتب ظشذظخرلنبع حكقجهرينبص 
تزطاتظحسحن ذضظجضقرذمخ بفاسقبفوذط لفبغستفيذش حوزانجرحذع تخهوجحزعهث زعلظحتقثحد طثمجيخضاحخ ركضطدعاذشط قمكدخااهسج 
فخطنظضحمصب جبظتقغشظزه سبقبخذيزوث خمطلعصضرظح قبلهشبمثتم اثمقفلشمول ذغدحدطنخثس غزجظسحخطجغ مرعهورهذمر وحرتوفزغزش 
ضظتبمككهنح كحختهنعسظض غفثزصضلذكا قثالنلوبحب صجطحذدطقصت فضلتثمهاوت رطجششاعمطي ظنتظوغخطثه قنكواعصجخم ظحصدفضفظوق 
