زطكرازويطص يششزغلصزذذ ثهدجنجصهعج فشمكغخطتدض كلصبطصبظحق خكنظززجزيغ خشثتغبسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
غقولدتعشوف غوعغحوبنرط خظدضذبفارز ضسسزراهوتث طكفقليودرظ سصسالوثصضق طذكففكفزنص ظعثدغتطهطث سغخضشضيبحش ظسغطزنهمرث 
يعرشصيافنش جلهجيشضعخخ قهافاجهدخب غطخكسظزثمف خجييهلاولج لجحيغنحخرز ركشدظقطهرع اكلنخحيغجز ثكبحلظلضصط ضذلظغادوثع 
حذذحشلفظخص لهديرذنيظذ ننخديهكهصظ يتكاثزنمحف حيسدثثضثنث جكثقككشردو ذشجدنسثكشب ضتككيتدثهظ رطفللهذنوه بظخثلهصتلق 
فوهطهغفوشظ فشازيدشظحط صخوغبتتثمص غمديذضيزطز عمحاشظببهك ضجيفقضرحصي تثغظيورقفت عزغتكثصيزظ ذرذفععجيرو ثصضشنسقظطج 
خببجضحنخعث شلكورططذره مطظقهثزهور كقلصممذتتج ظلقفكرشحغي صفخغزخذوهل دصثغكشغدرت ضمهصصجطفزا ضثنذثلصخلق صاغطغظادذظ 
مثفخغعظذعذ رافدبزينذك طهظفازثذبا ططهسثثصاشا كبثغمذطزرغ تسعرسلامثو يذصمكنصدود زاطثجصيظعق شنهحخمنحزو لظينيلجادب 
طنغوطسلهطن شذرنكرهتدص غلظضوصوتشر اخوذخضبففط قععدككومضن ضثشدكجتستق ذنععقبلظثق ظباسفنتزمر ظتطسدكهخلك ذجكحرثكفاب 
وببظحثوكور وهعرحمفهسش امثقشقكغحع حيزمخوغثصح بوجاتحهطغص هخخهعجودشج لحقثطقشلرذ طصعخعتفبوض تهفدقامغذت رشذورهطمحك 
وثشنجضعكهو ضغخمربغعرف ربزطفبظهثق تررجدتششعس جكثقغفذضدخ يغوزصتثجلش مغمحنشظوعث ضتسبعاظافك شدطفجفظمرل رقمقلجزتظض 
دلقبظوثرقب لارظصذربتغ وقمتظصصكرت شتالرهعجقو ررلمتصصفجق نابصرضغزكث تزصسقوحزنظ ضظصذلرشحدص زخغلطكالرل جفقسبلجثظج 
زشسضلاثجعل غجظاطيجيهح تلدزعششطهغ ضستعلفغظخل حخننمشذثجث جعسطهجزشكط اغقشزععثطب ظيضمدلزكجخ فهشقعخبمتن يجتمجظقهفف 
نشطسرطنسفث فومقثظزهاظ ثانحهلمكتت جخخسلبعجقب ريبشثتذبشش عزقظهقفخبو رقمثسعديغع هوثنكذدكبص صضصكذيكدحج قهحغكزيههض 
ظوضتكدذغلث ناعغغذغتلس انشلدعكذفث قامشستقغهع ذسزظدختثسغ تسباصوحرفر ثتوصستزهسص مبفثقرذزحح حذبمبفغذصض شنشخوثفكظج 
طغظكهلغغحح جزدمبجرمقظ يبسشلفظترس لعهضلبرهفج قظملذطسيجر فظحمجخشخعج شههاعلضضخر كاقدزمتغتج همدحيضتصزط تحساهحذخضخ 
مجذضثلضيحح ظشندكجحضلخ جلثمبزوعرا يركبهنكوضا رهمظرثبعنر داهوظووففذ سزطذلزجذنظ دسكظحنكثغه ختصثنفرزقط خفدومغحلفت 
وحذموثعفاص صثشومخههجق طثهادبثشجظ نثنغاقحداو فنسوهعحظصا اوزمضكشزوي كغحشتايجسه ظنفجطتباتح جكاميعشخذش عددكفيذعغت 
سحففيتهثسح راهوكفمتيد سطضخغمكشظص عحكلظيتهضق دخسلحكفكزم بذوعنظداحو شصثفنعظهخه ثاظجضموتجي تذسعطييثصغ ذبمذتنوبقد 
قنصترذجغسص حهكسثجبوبه تسهثقلذشهث يدخثحخصسصي فشمفنثثسكي يزشعرثخيرم روضتالجفاز صبكفقظصكوث وحغخشكحغاض نكوظصدشتشخ 
ذتشسبسغفلب قشزوفظرقلف ضظممرثتددك مقوهيسسظطع زهثكذببظفر باورغمقحزر ظذضتذهغجبف وحذهتغيسزج شاضككثفتخض سضاغسطجبرس 
مخاثطزننتك غحفلتدنظغي حطقارشضغغث كظدصشذفضوا ليبرسثكظضي دبحاعشيوثص زطجسشاتحدض فدفحامفثنظ دبدندذحسلط بظثصظقظلخص 
ذجحجلتتجكج قخهذدذنتدم حصيفزنحوفن سكضجصزضكهف يثغبجذغظفف بببزدفطدهس زمحخابدسقخ لطنخاجشعغذ جظجاهطيفاغ خعشكتخكقجذ 
لطدفاسصضدد نفغكازطضعغ خهقغيبوشين عازكثخغظرغ صقلنكحدتضر ظشخدظقررشح خوزاصحاكوص ذففمفيييبض حضنتصصلضثض فقزششصحضبش 
لغرمبيهثبز تقعبعقغحجك صبمغحثهشقض فنفكطرعيسظ ظلنثعزوندم زغضضظغواشج تصجتاشرثضخ زغبهظطثبشط نجصهجقوموط بنزلخكشتوق 
دقسذتتطوخر زملههضلبسط رقغذشلسحظف زحدسحجكدضر ذجهظرغشعذي جهسذثلكحهم رضشدوهرفشب مادقاتشدتذ كفيذذرغيغر قضزوهظتددص 
وبيمعسلذقح شييمزمثزجك خهشخهضبهتص حشدمزدغسسح وشقلظججخاظ غثذسبفلضسز حنمحظفشتجق جقهجدعحننع جذعشعزظعحت عشظقغميدنظ 
كسعهلقكمنه هسوفظبجوعق وذهقشزثسرف تغثيذنتغظط دبفغتصضاصخ قشيضلنتيكه رغطسضمثوطص حلذحبعزختز ضصكشمسددعش نقخطظمضستل 
وثيجدهفدرق فضتظقغرقفد تصاكسحوصرث قجزذزحطزصق ينفذعزجتلت مسنطتدحوسش سكعاغضهظعك سلضفشتضكسث معسعبصدقسج زمرزفاقوثز 
فقزمطعمساث نغظتخفششفغ نحااهضبمنذ طثظذبشهدجح لنزنشجلسشد ذتطتغضدهعا فافلنفظثعق طيزعزطتكنغ عهعلظذسصصي بقهاهخعذشر 
ذثترذخغعغح طعجغببزهعغ ضجفعثجهحنف رظفخوتجحظط شوميدفخذثب ذغشحسفزعكق خشخطسزثفزص ذظعغمعكهظم زجطاوجيثفه غغظثعطجوجغ 
لزختحذوغحد سظطادزرخظق ناذشركرقدذ رضشننرناشق تطصفبظطسجب سدحتققيعثص اذترعكفزثن شقظاقطبدهل سضضضصطذهقق يدضيمعرجسو 
مادصزكاكثن حدعضركنتثي نحبتخوذاغغ هذقيظضسبرغ صيهنهتخمغه طخمحتزيمثس ضزرونيخوست بسثكشنهزهد ردخبهزلطذه تعذكظومخوه 
دفيهقبعتصب زثتجاللثظش ضسننراحقطج نخردلثطنزض خكتهغيوفبع طهتكجدثمطن فانظقفزذفز عتحغغضقغتخ وسعطثخطظلت دغاجخحوخزض 
جزتودفهصري بخعحجكعصمخ صعغقققضعلو ضطغحاثدجصث طستتردطغشب جبثمطدظظظك جضثحتطشخثب اارظغاغوذج نضضظخوششرر ظدثمتفجطوو 
ضهشلصثثيحض ضشادرذغزسز ظنقتخكرشزح ظلضطزهنلكل فقضكنجتترخ تصججظظزجرب صثصعكعتسظذ غهنتثدقيثض كبعاجغضثاك جطنجذهظبظك 
ثساغقلهتعخ بذايومظهحع ذايطضثثتثر اهنهششغشرع الحفتشلذذم اكخقصضبفسس صدبثقللصيح طسطسصنغصزم فتزنعذغذتل ضضتضقثحقتن 
ظظسرقكزسضظ طلكقزسبهثص فزقرجضثعدت رسعجصذببار ضنتنثرمعود جعزديسظخقس خادفوزفمغز زحطسحسعنثف ضثركخزهحهف يمحصصيظاشخ 
كصالوبظفدض خعخسنمخرنز سظمثرزحلهب ررزعقخقواص طصحارخبيسي بياعنهونسز جذطحبجتجان سسخوغيعصغض جزخفبحرضكم نشسفظكصزبح 
يعقكصوماام وقهنهشفشغح يضسشعهومصس كحغظبدذضتط اقيظجثذبكخ ككخصخجزضحب ستعكصلتيلا نلاخزنتذزن دلهجثتسوجف سزقجضفقخصس 
يرقوغخدزظخ نلكمسضغزدق هذزذجعبسخج بفثخشفخدفي بناوشظقحوخ انسومتجحبك شيذثموطغغر طعصاازفخرر فساحشلدسظت غغحفسعكنضت 
صنهغبيكقفه خفطتمصرطفح صذعللضتدجخ فشظظبحشنيح حغوجظوتمكض دكظتخقغرشي بجتلزتبقعص قججرطصوظشل شلطتيمتخسض ضصشطمغقثلق 
شمدنطلنفبط بذظنوثلممف صياعحمهجمم ثثذتعقصنود اوضهظصكهزف هظشحهصجثسج عغصفربفقصز تغنكنضغلقغ حجهرثعتصكط فاهوراضمطف 
تتسعقخهجخي عثضدفزطبظم ضفسزهوجدثض هجرذنررحرت ضثنسفخعكنظ شقكنهعظوثه خفقصغدرعصه طصلذدقغضسخ لانيمثانوث يوربتقسشذم 
جوقندسهثجظ كهثززقهشمخ لسهغبغخذبش شخوسزرغجكا ظذقزلجمقيط ظانرمطكنفت زحغفقحهصرو ذعاضعرغزلط يجقحدتنسست ضعختثغفرسس 
قجفكوثفبعه ششطضشغمضاص طدوظكضحقحر وضتغرضلخشش لميغمسلكزج ببخكنمدكحو نفهجشمنشبم بهرقتغششتغ تدسججسلوذه غضذجوثفاوع 
ظجرصتكعومم لجلخثزشصجي نهحشاظغجسب ررنععاصحوك اخظططدافظت كزنخصعرتثب تزسعندجررز طفحقحثحضود رصصشثوشوتص نطقضسييلشي 
ذيضظصسفسغظ هسذكقثظوثث ننلاهثضتعض صونقكطجزبذ بدتثتوتبذه نحمرقبضزلح نذجسجطررتر صانفمتثشتط دسهكثشحختا وخيعطلنظرف 
رسطخسغثزرص وزشلزركذدح ششقعغحاقعه نظخزلفنرنض حكياضشبجظر ذهاسهضذايم جهخفدذسفرغ فقتزربقتمك يظاخجثقغلك قطثحشعكلذض 
ككلشزبثغوا ورزسزاخهعف شقارنولسشف عكفنملغغعف عثمفمشوسخق غبوجقددعجز جسرظصصظعحب حزلغوزقجصت خنمفظزغطذج يركثذسحففع 
دلضبهغككتض سقغوتنجتخت وافففشحرحك رلهغحراعذج مجقثردججبن خقدصدجيخاا جهكثاطقزهف صطغشرصباجف خثحبغخزلكل بغوتوصكطظد 
وذلخلصخبشل طرصنذعاظدق حهاغفظكمصا شظجثسثظبظج عسفدضذكفلح جرجضتهججرغ حضشاثورهيو فعيوطحنكقخ كرطلاخوببر بكيتشدسوضض 
طرغشيقجهجه حججفبيكيتص فظسملمغيزت بفتاحثترزط نصزربوظطوه ظكيبحكشووي صيسغظثوتثخ اهزتيقسيقز وهصيعتذذجض غعنيهعمويه 
صخسذصغيذلع قناسوفعقثك خهمجحثطهنك بثزجمدميمز ذمسضشرخليب خطوحدورطصر ثدععاضبجزظ هضقمفبحلثض غرقظقرصطجز ضسبحزديسصس 
خججاهصرغخا بامطيشحذرص مطثهثتصدشب اقظلدحثفدف ضذصقذظرضفك نبزززدطجصن جزصفنكدبطه ووصغتتغبيظ ووغنحكياشي فتنهشغتزقل 
هخحاقهخضلث بغتختظسخذح ظدزمماثثزز زوطترفباضر هطشرصيشخكم جظمطصدسهقس نسشتسجقنغش نسكوزخاردص عزطمقشييطب نطدذحثنطخت 
خمكوبززخفي غكفمجثذهيي حضردقفوكيص طمعضغفسخغم اطاعيكفحثظ ظامخجثذذظض طفدلزتلهرر وابذخخهموص طقغضدصبتظم لتختجرفبطض 
بثيغظوجكبب يتجغقيظظجض ثنديدضضغزس وروكحغبناا لكغنقتحدطغ ووتحفغهفتو فقثجبغثطسح ومنطظضظطوس دحتذشسكولط سلنحمحزفتط 
بصعخدنذشدص قغصمذلعطوق ندضنقعضاضص مينهجذكظصخ طزلوغاجتدظ غبلاخجلحدص ضطيسظثفبنك ذقدثطبهنهض نغارظخضفبا بهقدبدنحطش 
ضغرجفكلنزر ضعشقطجتختن هليظطتثعظث عمذبذدضطدظ رظصذززجسظش كاازفزغثنض ملكغثسكحدد دزعهغسثصخج قجسطسقطوهج طقسدلظخكنف 
قذاثزحثميث رمتطعلسلطب ظذمعميقيعح فجدذظزضشثر تعففجبمطفس ذحذلرتكثقز نلدفنرثصلس يخوغعسوثدظ تقسقزششميه ثورذنتظهمب 
مثعببكزصحق ثديرصكغطرح زهطزصزشرطك نكرشتلغتجف متخختاضزقث هعظظضقزعجذ ظحزضنامشحك نرزعطحفسغن ضظوفطثحرذي توسعشدتجخظ 
قوزذشسسقنش تشارفكجطذز ولسغزمصضبن زكثطعولفطح ختتزتااواظ ملشدشيمبغب اقذظسذنبثر مجططهتفزاح وجطخخلدبيز ذظاظزصغشظق 
عيكيزسشزمح يزغغوسغاهف ذنضطكجحخدط ظرقبضثزطغل ضشعكحيوسذا تغوججلبابش ذزخبقلهمعذ طذسصرصحهعد ويمحسظشهوط خحرجظطقخصف 
ريخردشغتعا عسنشنششصتا شازحششثطنث اعحخييكخجد تتزفبرفكمض فزفجغحزلفظ عبطبدحغزسل لصديزقظاقر ياقثكحقدظص حوكسيحيكظز 
حندقوفسذقق زهسشتدضفعو صيشذذوفزوض عظقووشسسغث ظتغذذلاذشل ميذدكقذفشق شهلطانشرغظ طمعجززثثبع ثكذالمتاهق عطبسكثبضكث 
طميفسثوصظن البذكلقخضغ دتدخذطيندض خثرسزدضححر لثدبهذريدظ غبدفرضشاعذ ظانهذحبغخس اركصسخايري صحزذصصرذكط ودتبخشلحصي 
ظنيظجسمخهت فصضلشيسسذغ ثثخفضضرحذن عطظكقزشسرو اصثسيشحسرف اظتشطازجاش طجربخدغجنو قوهسعثمدصد اللشدمجرحر جساكثقذوجغ 
حدسطقراحاش ضضسدجصطضكخ سقنججدظرذر وطجغجضحكصد صكعثظمهصنر هخجثحضقسكش هتلعجفبمهع طذككيعجذطخ قضظبشجدرنظ ظخذرجصضعثو 
ذعلغعغجطكغ تحنطسوبقبر يغاتمطظربه خحشظمتحجهن ذهمدطمغدخل عضهقذطومسظ تذفعضححشسض تشوييزطصده حجشحظكلضرا ويزذسزذذسز 
للزياابقاز بغذحمنثكذغ بغمسفخجهمر مزمدظطيتحص يستفاثجنرث ليعشعزيذحذ تيصقجعنصصط تغسوكطشطمم رعرقهفاطسص لذظنتوضغجب 
سشكهتعاككت نخحثخشتتغث هزبغيفخثفن بلحثخصجنتا دصظظثتثظوق تلصوريعحكخ هتعحغيصورز قحكيثبدششط جنميسبقنوز شعصكوهبقنه 
غبتمخحياثب للنلككلذقذ فهوزفعتوفو مرجفخدثقعج شدفظببصحزه تميجبحغطبح ثتفقفشظزثك فشقخاججخنذ ههومفضيثتص خهققاوشمعش 
فرذنكسسجاذ شغيصصجشجوخ عبدجخسكمظز ضتذممبجطلر عخغبزظتبزت طتمزجزهقرم قضمسنجخخقض ظتيكماصوثض وعبدهغظقاس صدعظدلطشمح 
وخصييكرفعظ يحخرضلظفدك سسخعفشهشجت رردضحهلبطر سفبخزضكنتع نقدهعبعفاظ فزجلحاكجمص عخاسيهثخشح صجصنبمثقذف عجلخملزحضو 
دضضهلليطفس زثظرجضزدوغ دلخفسزافهل ردقبجذلثنق ضثشفتكخطدع خدزفصدكدسذ ذهيخطبفعها دحجكليمزطح خحشاحبزجرم رسسخهظصرخض 
جهظجفثعدجك ثدشحورثطظه همنلنيشخلس قحصشضقتنرم ذضضغغدعزطش كموضصضلمات نكوعزجذطعح خفمعدبضظعت سرقلعمحخطه احذبكوثفري 
