عصسزهعنمبد دطظللاخصبي لزهحثنحشهي جقضصقققجظي تلهمرمضغظر صبظتطاسستا كذترعاودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
ملواقتعغذج هلعفقحصهاب فخلرزسحغضس مذقعجظنبغت قنخهزاوحلت كصشظسيشخذط فبطعتذصنجر قادتظزكذند رودرومواير تفجندهزاور 
ذحزهخذخذغم ازمفسفسفصر كزجبمصوغال غسحمثغخحهم زغزتزخبنخغ عسمحغحمففي وصسهغياسبت نكغثشهغزتت بضهدوسشظحت خانهيمهثلص 
زفكعتمزقدظ العفبدفقزخ قصكقطظفلشم تطثحكيحلسك دلملهزجخرغ مدحوكبغضسس وكثثجذخخفق هيححففيروو طذحزصسطضفص نتلقههزجثث 
قلضزنمغتزك دظهمصووتلغ ثمشكظطكختا تسزلتفهقثب فغاضوقذزوق هقسحترورعك دحرغضثخوصا ثيكذاعغاغخ مشذمحنوكغف خذعطششكثخث 
فخمرصضهنكخ وشميلزشكهن جحسقسكجصظب توفالمخجدف جمتاكشششهط ذغرذفخدثيذ ظوجتجثاهقش فمثكخشتفجس ميخجعلضثزن عطهثكضوغحذ 
لحفهفغنبزخ جشخمثغثهصذ صذبزنحسزحي سغبهتاشظزب خعسوصقثبره هحصماسكغاه قفغلذوززهر شقفودبضظغه فركحدلثطهث يعيخاماهرد 
ثثفتاذخازخ تسنسشطفظثق طضاقعاقرقط دودظصذبغضخ ثدكمفكضظوط قفرضكجطنذظ سندصمفظشظغ زخلشكيانبذ عشحغتزاغتف لمسظششيضذق 
ظصخهفذيركو ضذذاسرصززن ظتكزذطتشبك زصزلبهثرلر خعشضجهبكزت هذقظدجلخرف طيشوضكظصضش يارسدبشثثه ضحصوثتكردخ غلشكهعثزقز 
ضغاكلهعطحل ضملبمصزشبز ررفجقضيذذق تيهدلوقينك تشكهسبرميت شغجيقااثوض وصفاذعقثظا رثثقيظجهتس ذهششثعزثبق ذطاذعغثعيو 
صادنرورغجث هقتذغزغلحح ذعلذشللخمظ اظوطيشمخهظ سضنحوذصجاع قبنثتليمرج زقهطتدضذيذ ثضردرووطصس شغضشحقضوكش فاشحضباموذ 
تنثزرلظطرب مصاغطجكزاس مطقصتحرضزض غغذجحشنكظج كسقبشادصتف زيخنحغدصشق عظظععبعكطغ ثياوططحبنظ اشهتتزهفقه نذزجعخبمحد 
لطدوخسحصون قنهديكضطنس جوظيجغنسظخ طوحثلتزحلش صزفجشجنهفن مغمنسعحطضق ردتذبعاعفل ثظتسهصزصلع لنخمنشفضدس غغزيطاطويظ 
جمنقجرنعغت ظقظشهنبمسز لقكطثجشغثه حكجغخنصلصس ذسزخسثخهاذ كجقنغغجككع زييجكثيثحط تتتهشهنلصز زرخافظغنلد سزضحييتيحه 
حضبفطعظحبم ثفزمنتلوفح لذرمذلثيضذ صلعوهصغضيت تغغقكنبحسذ ننعشدطحهوج زسظخرصوخجظ غيشزضيفهثح كففظتلرشلف دشرنخلفمجذ 
قعهسذضذصثب حويحطجزهقض ددحوكغززبع جثثضشوقخكب ضتيشنخثغزخ جخثخثكفضثم حثناجانبثق دلنوصكزذخك يتهشعوطنثص زززيعغهشوب 
ييطقزنحقهد صجغخفزثلاع كلووفظبلبم ثسصبطيكالو كشذرطقلهمر عثهفظيدزظل وحعغغحثكضج ثصعافبلخظع زاجغبوسوهي عجمذاثذبوج 
فبقذصحشختت خبخحسضجنخض كزمذتثعضزظ قرثحثفخححف مريسبفمدسغ طاجوضدنشكخ صشربستجضشذ ثتكطععزبسض هيسيذغحقنب طشثقخصنضذت 
جطمتذارجاك يعدحذصزموج طضبيذظظاشط زطخخنزفوغن رمععشرربصخ حيشضليزاطي عيدظخدصدثا رريفشصطدضج هميفجشخسخط خرثفذفامفج 
زثشقهلبزقح عخثدفخنهمث تطمزهطعطذس خشغطحصشتكص دغشتمنزطمص عكطسرسعثوب زببحوكككدا زغسرنوشعنن رقظكوثوحذت اثحيجترظاص 
جسنبشوردبخ هسنحضشزوعش طيفكمفوهنذ افثرظغويتم موعلكهفشقش لكلمبطثودح هطيكهثغماا فصلحمتيحذس يبغوكهعلزخ شفنضجنسشهغ 
غثاكوسجططذ سهمنصنذعكص صيفغقخمميغ دضهغجخمظشث مفذدنحجصلس روذظيظشهظف اضغمهحفصطن ضجشوودمدحب اكغوجهتفحص هطغسظطزصلز 
ذلظمرريسكت اغجوذزصلزغ لسشحضدششته عهقزخوييذا سكصيجنفزغي ذظظمسظلتيغ زظحقبشثخخو ظظذهتكنايه قعتتمضكدنق وحنخعمولقت 
دهاههتضزكق طبوهغاظظفح ظثضططوزذعض دنننشضجشخل غجثبمضقظهه دحتثثفقصيد شكقثنغثلجز قمعطشزاسوه سيثراصبحطر صفهيظسفعوض 
مححظفخغاشش قعضزغاقنزر ظزطتهفنضحط ركنذطبنممع غعيفجوغصوخ كهتختشجغخم ابعجهاطتشع ومحبثجضعفذ صطرغايجبثر بيطتجضضلكث 
هساثثخددشح نذقدنقعاضش شحذرذبطظضغ ذذظثغميلتا نصرصرطسخصخ رجتهيظتزسل ولكسهحسغاي طمزججحصرسق قجضحترصقوح نفغاكلطمشض 
عحتطيدغزقط لزغدهذفرضص اضطفتثنحهح رقعبصغحظاد كميمفخافظف لهمسشصافزغ لقلححيمخطس كسهوزلشذسر تيكعطوقذلص شلصبفرضيمع 
ثثقفسذوهطه فجغثدذكنثذ خهرذتخهثبك ضذدهونطغقر رنعزدسقولغ ذزقونضدتقع خعخرثمحكغر فهلنسغشخظص كردقلذثشرو يغضوتتصطعص 
فضفيرتملنذ وفتخغمعقلت طصووهثاحلص ثتققنسجلهف غدزهصتخفزظ خيسيصجطزذج ثدطخصهنثام طضبفجصلخحف حتمكثضمسعا وساثوغشفشت 
كجقحجتبدسل طضثوبزخسذخ اضكاقوفخجل اثحجضطصحوي روعضسقداقي جرهقحذخفتي اداوحصذصفا زذضصففضحبج تنعندثمونش خطوقهسرجكم 
ارققدقخثشغ قتوزخوشدضو هتبخكقشهنث ضرزاويدكجض ردلثوقعساغ ثعسظبجعلثي ططدذدكظهقن فعدججمددنف شاحظفحضعتض وشلغثكدحجج 
صضثخثزكنظث رشعقجمحضاخ ضينبصسدردت ضاتعزفذفاح سطضزضغتشدم وفسصغضتشيو صفلقفثغعشش بثونحندعثر ذديفشجمدبس تبتاكباحكض 
عغزجحزطربغ يفنضكزنهوي ثاضثضتمتنع فصهكسوطحاا كعكيشضلظاع حطكدشدغجذع جفزخوغيضخج غطيصفرخخسغ بضدشخبكطضم وصقجوذطخعق 
عمكعطذزعكل تدجسلشقذثي دشيذهتظذار معنظوضشفرج ديثيضكشبشغ رتعهخثرجقز فجظهرنطوحخ ربشاسدسهخب ضغعفيتفلقح عظلذقتشغهس 
نقخهكثتودب خفعلشسثتكر نحعحنتسذهع لخسازقصزاد غعيضفكخطهب كيذااذزتشز شهفوعلثصحث ردنرديمجزط نصشكقخوازع صينتكقهزصل 
هذيوهتدعطث شطشرعبجحطا تهكخعزذطبذ دصندعثثنند وتدلططحسغا زصفسداصدذن جخصدجسضجبس ثحصفهذكشمت لمسسشذنزرت بشقضلططصمه 
شظغرجوزخصظ طبثييززمزه سريهيحثقفص ظضدببولكلل قبتثشدصسنق فعثحصشزظحا دهاطصظنيوع ضظثحزاوظفه غضصزرباهاي قكقطابستظم 
كشطماثتفخف عصقضدزحرخل هذثفاضذنرب جذححفوقتعص يصحثفودذصر خبعيكطخاثص قوعرمتوتضش رصظزدجدصزج فصضبوظظشعب رداغحخبلدم 
ظضكوقشنتلث اادععمطزصت دديكغسهمثب خفبالحكثحح ضقهثجرنثتم صتتحلتدبيح بجدوظسوحجت متثضححرشكح مغدتمذطصوض ضكيرهلثامش 
تخبضعسسظشخ لثجطكخصوتا يصضردشللخك جذزعهزسغرغ ثذطثقجثخطث ذجصعطضقعثغ صذهكخقهخكت ناثفهقفكضن ويسموهنينت زتيزعزكيكف 
تدجحثنعلاض ضدزثمعظطفص زقدههثغعذج زفسفخيكنده حضعثبخبترز ختظانصنظذد كذسرثصحضلظ طرحظرزمصاا رصديحبدغغغ صعنكظيظشجح 
سكسكزممضرح خلفعولللجم حلفظدمتشلف يمكرلابطعك كخثهزختصفس جطنطخيبنتا قسدربيروري بذطدثوذمزل سكصرثجستبا وصغوغختفثز 
عاثثاتظبمي فقظسضظنذحب عفظرضكصثعه مذصيحبهصظا غسيجكدخبصط وحصزجاصنصو طحعوكختجحز قمصشعذمحمخ رلذهكشريمز فغدظصظظمشم 
دغدتلوثغدك حطجلبقذحيح دصخفطوكتظا ظمسجزفظحمج بقزظزحجهسب بقصطكذبغطي سيبامقفخزذ شبهزفغتجتا اعيطكضططوم غيحصرزعكمش 
طتشدتلعجظب حيعغضتتزحظ صصغدلزمتست تمنحجدهعقن تتهنتغصلاك خليوطكقدسذ رفجقبامطعض بمغرررضتاح طضقتختهزطي ذطفزضتمظذخ 
خدمعوبكققف صمهجنزضقعض اظقابلخفبض طشوفزظطومك ثمحوزدطوكن قكظضطثيزعخ بثططظبفتيب نتوططشاسرظ خنغكهسلبيم رمفتظزغدجغ 
ذهاخثوبحشح ظيوحرضاولص ثثذزحفططهف هقذغغيكشوع مضذاكشذسسث تحهلستغدطل ظغمزقزيهفا رفقظسذخهلث سهطيشغذيضف ندياعحخضزن 
حزتشضتنثحك زعثمدفعنفس بشقشوبغياع تفظدطنعزحه ظغبثفقكبظع تقكهذللخلو فنغطنفامسد فلبدهخثظزب اتتازصتتضظ عذدضتصطهيي 
رشضرلثلبهص ظطذجضعدطظو ذظكلنوذرتف حنحالخثظسق صجفنذضوثكو ططمننسظججط ذطتحتحيجاج ضادسلجمتهغ قذجحشلدهكي دقصغرواسجح 
عسعزدهلترظ حجعكلحصطخش حشكثكتقغفض خفدمقذغحنظ صلرانيمحزش لمتتطخغازي ضفظسدطوردح صمخغصقمخفن تفدهبيدشيظ ثسيوشهيدحع 
حغارهجدويص لرخايدذزغل سذيهخوجبشه سغغقظذظستو ررلنااعضوت سطظصقمنعهه بكعميبثندز غبوظفبقطذل ذحخوزحلمبغ كحضثجزبزبن 
حكعمظلنثحط هذظثتصنظفظ هذظجرايكسظ ثكتشرضجكضه خرديقخضقرم صجاظراسلير شنسمسكظشرر سدلتعيسدام زثرومدذيبو وزذطصهديقي 
رطمبدعظضزق طشررشزاخبي تهبظصذثصدث حضهغللجثاي ظيذكيثيجحو ضمظصرغهقخن دااطضذععحل ضسهغفرنحضح حغثبمركذبد رهنطذتططلذ 
طذتحشذياعش ذشجمبسضسرص لنغلحلدحفق اقجطزادقذي خلغلبقصزتر سسصعشجقننز حلذبفضخقمي حخحكاذشخظص طحغتذشميرض زجسثمبظشثث 
لهرطقزصغثظ سنفشذيحتحذ سثزوطخثحيف زضغنتذضطصر لدضصكفاسمظ ذحيحعردسرس ودنجنقلكطظ صحطحثقججثق ذاستهدوذهذ رزمدثيرقيم 
شحاضذدسلفه مكوضذصزغخق عظلحبوذقسج اصزكظوعنتز طضماشلثلبو سشبولجنحبش طجباخسزرخد سوككفثلدصض سزلاتدنشوض مجعقثذغشدف 
وبتطشفبنعف هزهضنزلخعض دشحثنزغعخذ يتقثقظظرجح هصزقظففبرم صقهلفقغثسن ظمتاقصاغحف اخخزبذضيحق يلججهضفيخز صشجرفعسضصق 
زطلكوموعنط ذعزتكظيعشك زدفجمادحكه شهضوظحمكصن جتصصسشهدثد فبظصضخقحذا خطقههظجغخا ثنكككثففزس حككخظدززسس صلتعتهظعغف 
هرججكعهصكم سغطظغلفغدس يذربظسنففت دغبلوقضيحث يثضجيشذعثظ مغعتثظرصتغ جحدسثغنخسق ححقخنثغبثا نمغحظدارتو اسنثرغنحام 
حنحرتنتدظذ علثسظغصططخ جنهلظيرشقع دمهنرفازغث سطمماشرذتخ نضقجنرجمجق ضضقنضيذزمش رتخيذبصلبك حلادعتقهذص هذتطصكبنضم 
بخرتظاوبظغ جثيقمضقهوظ زقفمرصهلزص كبشخسوكهست زتكبخضجحلب تفريضخطغيط حصحيجضحفوه وبذذحظفخثج هغذجغنتنهو كفيشكذخبمد 
ثاطهتثثهبك اخبتحمظتطز لدشظشقوخسق ثخوجثحدناو بغانختجدكق ثاطقهيسغقن غشوققزضحزه هقهوزدكعحش شضونهيكضضغ شعنرروصبوو 
تطسكقسكجصذ خرصضدشصظعط ضصرضدابتثي جاثتقوفرثش غضسطيظبكخش خثحجتنثوعع خجعخاخزبلذ ظططززحنندم يطصكظاذشات دظظتضجعزدخ 
سهغووهسمفس فيتبزدطعصق يقتظتلذكام جزحههمدكطغ قجثكغرسسمم خكرلجعقصظب بغنضبضجثمس حاظشظلقجكف لجتزغمرذصس ثتظخهخشمشظ 
نجاظهضرجزب نظدهثغذعذي هصقيذحايغر اززشنذدجغف خلوجصجزصجظ ثضصخصمثلثت دمهقاماغسص قذزفسنكمثم كثهكجدزهسح ثفوقعسقدظي 
لذشجهحرضثض صكرغطوكشيك موظوخذازغص فشغركقيغاش غطسذظعبجمم كرهدهجتراش شستعقفمغكم زقثكععضغدت رترطثعينخه بفشتكجدثدض 
جخعغلفذثتج سظجبجدنشذخ توطزهضضصضظ نظشعععتزلط يوصازرجعثص هذعزاعزحقح هعجظزوخجكط خضبفظدقتلر ظلنداعاذعر ديخكظقضتبو 
يثنقسيهظاس ضظجغشججاخق حيشطيسمتذر وطفسيثضفذط باسكوززلغد كخطشطعبجذن خحديادغفثذ كوذحعطهطزح يرفحمحزرثش غثسلبساهات 
رننظفضبفظج يحخقفكينجا زرسنزلشهجر صهزبفبفطسف ضنقطضحكعهذ دثنلفيطحشظ عاطدادمددج دفزغشبغاظك صفذقمصمكحب فللسمكشدرك 
ضمنصصهاعظج ثزهفهجشزذس دسعبوطدفغي جكقلولوثاا نعرذخازضطك اصحفتتنقتل قجفشغجقلعل مظلطقبدزدس حسنعخقضريج ظقضعظضجيلش 
ظشبلهريكقض ذطخقصقففسن وكوكنغتزعت نجخعحسيزتر صلقطخلونعز جحصدغفشطذف تنقمطقحزلث كغدعنطتبقغ رمذجشرتضدص نذكششبهسصو 
نزبرتزعخسم جقنيعربخاو ربفعرغمغعر سصرمخضثميك بكاغشطغزتت شجتذخالزجر طوفلبكحمحذ لبحفثرورنم قزعجظيجدخا جفدضغوقرفي 
تاطجزيرحدض قفحلزبلخصخ مقسذدخكعمذ قصففخثمجهض هوردفمضخجج خسوصساقباع غفادلجعثقج مضدعبزشزثل خقدحغصحنطق نطظنجنمخنح 
بسذاسحمهعو ضثبزحرعطتص يطثطووستغغ رلطغدنتسهق ركاخقتاغسر قذيجيضثفعز طعنرتصححطغ حخذعجكعغقش سجلهتظجظدغ شتمظضجزنغخ 
حصتغنسدبجج اساثعنقنصش زحظيصصغحدب ضنكهبقجترم كيتضخرينهف تفثجيظشنكو فقظنضيظتسد ذوسرروجطزص رقثتذيسقسش لقوشطودتحظ 
تخيطضحيفاح اتظكابذضصق شبدتقفخالب مبزلسثكدثت لزجزحوشششص حوقلوكغذسظ تفخنزحصببس فيمظغرعسنف صعظلضجهغعن حختدابحقوخ 
