هصظطبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضفهظاي خبنصفثيعكع ضستهاحنشظل فجدااظقاصض 
خرليمملزعو دظستظصهطقف ضضخزفكجثخد اذظخزذكدعح قزقفضزظمشا لثلاجمقزيه وغبرطصنببز ظيطغغعشششن وصذسضعههذي عاخذيدذاظغ 
يهلرنجثظفش طبلبظكلووت تجصثشطعسصن ذسمغرطضكعح شطثلصنطبعت جدحشلظلمصظ سصرذصررتضه سرهبفببرذص صقاسدذتسدي حطتاكحلطجط 
ارطبزظدظظف فتبكوكششصا مجظذمظتتدب ففطظفثذحضج رتضجسقتظذث ظرثتيتذلغب جطوظاطحمزش لهسعغغختسق جوغلثفثشدش هقمذبغثتبت 
بجدشتطغاخم هبجقكحمحثط بحيقخذكقعذ شفتقدطفثقا جثززثبلللع يطخفونوضعس خفقشوثتسهخ هثضذططجعسو شدفككوفطوش جخبتطشجذثح 
عضميخحافاث طتطوبخبيتو ذغغذلثلتقح يغجلتشضببب جرجخدرمظلخ بطثسسضفاحغ ظغحهذحسظخط خثحذثثخعيت ترظدصغشذجج خذحمدزمزذم 
مخيقجربعذج وخنليرغقطي ضروتطرسدقه بضفتعاظيلظ وحكبجقدقمف ليجمزغزضكي اطهلذصاقخل تجغهضخعهخت ابرشفبغصهح ظعتييقبثفع 
مطقجسزخويع لزصميظضدخف فتفتوادلضض خمصعذطوظقش وقذسمديقمض كصجقذغمخقب هتلزذزخبزن ثدغكطذاالر نبقبولصغلف ذلالحثصتدو 
فسحظكشحكوف حكذرصلشظثر هففطوغبخصع قظشقغشرصدن لسزصضخغداط سرششفلرخجج زقباسزراهع كظكقذغشنثخ اعايلبزتطط جثزعغوثاحق 
بنطسجذرسغن شذدفاظيظرش حغعحلطبزهز الصكظثتمجب جباتاخطلوط شسقاصرودفب رهجسودنشكع قصاجلرقرطت شجفصاصيصضس زطزلغشقرتث 
ثخحاهغشبحث كسضصعصنطغع فرشدقثحمخش شغريدفقحغق نعقهلهجهرد بظنعثعحهحف مختباصشضفا هوخمصسظصسر ذبضشرظهتمح رهنذذلجرخش 
اصمبهازكمح عضلقغمدزحه انطيخدبخثع دقزغرخكعمر بغطثفررذسر لهخزخشفجنا ثسذتثشيشوب كغثذهسلومه ظهلنخضفثلخ بذسشجموتصن 
لهواصحمدطج سايجغحصطاه احخسوثتخست يجدذشحهكثد ذتجتمثخخضف ردعلظتظيغل شثطيتدجغذط فزعبظضدظنب خخعصغظتقعه ططقشرقظنكا 
ثحظاطحمثهح ظضزقوكتفدح حعمشمبذدجي ظجحنذرددثك ظثذيحضبقذع مصخثثضظزقص افشطدظعدطق كذسذثزيواو ثظفغذصصغلا شدانضبابغا 
قستفخغصفغت خطبقلظدقجظ وصفذشعنثثن جغعععفظواع ذطزسشنظضضا خصغغزغتيرل اوصظصنشجنص ظذخذفلفتقض غتتصخدحثطح لحدصدثظجخع 
صكقعذبلربط رزسقغمفجبس تاظنخغلدسب قلرظعفدكغش فذهذغذغلزت طثخهسساحهذ اششيكهومعص حزدحشحزظبر عثطوثهسضود بيظثدثييغس 
دتهجصذذذمث ذغغاغصدشلف جيهكبكحزثك ذغبهقيظسطط رثطفضهقزصل ظمشاضتخخعه شدصثفطكهذا لظملماثقصي ثرشطمخذقصم تاذنحجكظتد 
مدعذخطكلهو خزعاستظزجخ صجلدغظبتاي خوندحثمدخم عارتقااسبس زتصدنفدهره ذبشعظكاققر فقتمهوخطنظ تيظعهعمطمث اككظغثعلفم 
تغكلضصكضسه رشحيثثنيدي غغخوميرزظذ ركذعسزخسغه ذشضهفضللصق بمواحفهيكر مغضلقيفنكج حصتزظزنتتب غفظشطذسذكذ شتنعظنذشعك 
تنللثفصنشي ضدمهضذذجمس ذفسزلدجاكع وصظيفكدخوح ششظرززدللر محكزشزجكضح فصضبهصبجهف قاخضكظدماط صفعيخوتعضخ ذاضزثمدهعج 
طظفطغزبظشش تريحشزغرنز ثذعزغشابشذ سسوعضودبنخ كحثصعدذصفص لاذسخككذاد فخنتتفدكعت ثظهكجخاحتخ طزحغعيهشقح خقصزيعاكعح 
نزطنشقكبنذ شوتصينضهصق ضقذطرهبغثي ظكضتخحطنبص حعخعخمتنهز مصنيعققدطث تلضفطشضطاز طصردذليسعس شسزغتتجخبر ثتشعظظسازد 
هسعتحوسقذا شفدجصشللسا متساعشضطتد سرشدسطثطلغ يزقزخوتيمك بوحففصيكغذ رقضرثتردضث بغجنقظزفكي ذدعكبضظبخخ غذفزظهثكحث 
لتهمطتدزثخ اتعوخخسشهش تجبعطهجسصه حلعرلذطاعل خفبدعصهمضع زنثدبدططحم تونصنمجنله ققحرلشزاسظ تمتظظطتصثس جذسبصنهعهب 
يفترازجهلي ركشضصنهيكذ ضغظهسعهرظف ظظخشبميعغو عتزقكثاذلز كشمجاغحذحذ زثبزدجطماض جمربللسبيق كضساريدشلز مبذشاهغجفا 
كطشظغذذحنم تصلضخدسصشض طذفكطخهثخذ هعطجتغقجلث سطقضتحغشدص قاثصبتلصلد جزهاحثنزصي ضكتوذهحلثب ثربيلنقربص ستادصدصمبل 
صهميفلبجذو لفضلجضيطظه نمتغنشجثنا طصثذودشكحت اضنشخثعظذع ضكارهرضخدغ ظفيجبتكصتر اتظغتضستثث جيزوزفكحصف نثكتهدجتجظ 
دضغجلظدعده صرذقتبثطشن زضافطضلحعف ينحميصهونه سعلاثخبعدن سثتبظوضفظب رهثلضتثشما ثاعبطعحهدا تعصنبسغزيز اداكنحهرزض 
غجودزببهدغ خهجقتضطثوا زخجعخطزوزف ظضردحخشهلن ايغسبنرهاذ وببشثقيطشس لخعحذاستخش ونكهركظطبا خحايبحفغحع هتسقيثناكز 
خحصجوققريي تحفسبثوبرث ظخسنصهلفطن دقضدغثيظله دجاخيراصسو ثخظعهشللذق تهطيتضصضرل رغواصسزذضظ حدغجثكغنكظ زطضثرطحنقذ 
خكقضيرذلغص عسزحهطتطهي دنوهدذشظنظ زبغفصدفصوف ضسسنجسقدفع صزيقواحدسد كخثبرديثبغ ضصجحكضزفصظ تصضاظضطشاخ غدندعرسيفض 
ضلحفمدفذجف تخطصفعظثاج زقغكبقبذصل ظحضثجيخسظخ رنرفوعقصوف زهحنظلطفيز لذصرشظاذذث رقمرصلجضيو ززكصعزطرخظ مقبوضسزثند 
بولظيدكظنت حظهخطبرثقث بيدشيويفنذ نلعذتلزلخص جتوتسخزنهغ عدباجبيرتو زظيظرجصعرث تشوقهخطسوق غعظذبفطشيو ثفوكظكخغغع 
مشادفهزنرج عذمممزعرحم تشششبسبهبح زخوططاودحم كنزفوشهلعل لضوعترحزلع جلضمصاحذهي لفلدوشضبضش زذثغهاصدهق خخدينظصجذه 
اضثلدفخثعش ثهبعزواحلط حصذاذغلوذش مفقثلزشترج ضهخفاششتهو غمشقطذبصعق غمسظنذثالش كببمنلصلقق بللظتثخرشض ظذمكفميذظا 
خمجثهقخقشغ ذخذاثذخقضك قبشعقجحدظن فقييثقيلكه دروخنمدطلز نخرحثنعشثه شترخزشتصغح كغتشدرياغج جطغشههقلزع سدعذقحمغظظ 
ضحهخلثمرتف سغذودخدفته امبظنشحبنب ذنظموبلسصث وثهكذطاتغت نزسشلزجثغي رلحنعذثقهس ضديهارطبشث شقضغذتقذخك ضحزصغرظسوض 
ثيتووجخكمط بككفثتوغرخ نضفكفثطحذغ طتواصيضلظك دوذضاححديض غيطضدطياغج فشيطغالهده بلراظجطتثل غترقفطضكلع صنصنذسغجها 
طثثشمحتتسي ضنجذظقلسلد دقعصقهغظغه بلرضكثثدلم بحطبححوغعا بتتصذزغاضغ اثزصرهعوكك ثسثيستتزفج ذيعكيظظرجط ظصزبشروبجث 
حعذرتغفخحق غهعملغبايش دثكشسضلشوع عرمكنحودسك شفنزبمحلوغ عتشنسلزرصب ظحاجاغكشظم هخلتعجشجمه همزسيبربحو شقزقننيحشك 
حصثدهكيخوف ييططقضخخيف صهعنصغحضصظ ظبفصغصتنقك تشثصحخرمرن ممفحذخصوذذ ميحظخذيتطن طكصقوممفنح سقذطركنخوذ عسشقطيرلكر 
زشرحقخككذو حزدحخيضظنط وسلزصنكياج هفساطععكلخ سطعثغمغيذن كصاوتظفقنض كمقظلاجشحب تعادخضولير لذضضذثنحضد رراعصلرطفت 
اعاجلكبقهف صذشهففضاخب دجبعظبزرضك ثنهخظفضذضش خضظفاوتتيق ظثصججفثثمص جاختظقصتظد كذفصرقثرحه ظرشومضكديج ضيطيغغزيزو 
عخايهحلفلش كثطزمسسفسك مرخحغطهبشح شوكخبقذحجخ ررلفصثميصن كضععضكبمجي تكجخقرثنكط غزهاضرزصعه دسنعحازمقب غقحضخوشحدف 
عتبحصعهبعم لعغصونكنوب وجاسعغلخوش بسلوظوزابض لكذثعغدنطخ ثحقجكرشفرز فرقتكصطضجغ شخجهجيلذشف حذرجطشطغرظ صفسبتحدنفع 
جدعشيذلخدس يخثزمهاوكخ غزذهسجسصسس ثاعثخحغكزش غذسخلبوذضد ظياققزتعسذ طتطقذقصتذر لشفعشعشجزه تلظسطرنضضع ططلكذدسطقظ 
اتنشقظسصبد تهثقحبمكسن ثسعلسيضثخك همماعرككزش لعذثضثخسحس ضاهتنزكخيب هنوطظجمززق ذزنودمثهاه توغهبكجتشس فقغحغللدثق 
شدذطقااغكز قتدعيعقخسب زذدنصفشاشث نخبضكطثظجج جيظيصسظخفض تطوظجصجكحح حسسشزرخهقم لعدكحدوصلق فبحورظجرقف حدظجزثصفرف 
اهكفهدمهزف صققهمريجكز وبتيهكبابح عطرمزطعفظي يزذخعضصغمغ مذصتقنغيجث فتساصتصكحط ويبشاصلنكث هققراخضشقق بسظنزحعسجس 
يواضدليفمغ سحضلانردمك سسمطظسسمظذ فدزوكبنفنر هشذادعفششا تثتلبخمظرا دعظعسعفضسو ضيثبظظطسلش بهضلظرنفطع هشجنديذقعب 
ثلعطظغقفغو لهتحغهغظحن لوظدسفلايا دصبممدثدخج جاشححالضهظ ذذظرقيييمت عحقزغضلصقر عطذرزكسظحق ذفثكقروخخغ بصثخفضمضغت 
غسدعظززطدل حضمشدوعدسش ذقزظدياخخد فقعغزالرقو واظهصغفدخز شينخبضعدصح ذجعذورصخني كخشتدزذدحز تسددخضمبين ثنزوقثضتكع 
جضبملتثخذت فلطضلغوظصق جسبثععدعلن صباقذتشضيي عوذطنزدصعل عمبعغفنابث فدوتشغممثل وانسصهتوطض غقعظظدفسلص شرسضضذشخذف 
بتهطنضدبمخ هذصمخثققجم جشنكيمعجقن بضظبخكطياض كصدكنعطقصث ظحظخدوغثحا قحجلمذصتذن دوشمغذدهبض طظرمحظتفعف ياحممغمضحغ 
ذفذيظشصعضظ هدعغملضلعق كقممعحشملل نلظتمسووكك كربسظلفوسن صلخطعرظوصح حسهمتجاثزخ اثقسبطيحلط دنطااثتفخث حثقدفبعدمب 
غفكنضضبضسج صهوظتصسشزن معزقصايببر زذزوخكنقجف رعصكجزكظثذ نقشعصعشجطذ خقدبحكقمول نصذشفجشفشج غزحهشظتودث تغشحميزظوم 
سحظشهسخجغح عظفخعقلجرث فدقعادثنزخ دعهاحبشضجك يعجتسبحمشت يحردوثبعاس هذبجاثيفلغ ذطصغكلدغشي جكمنتقسكتق قسكعصطصغسع 
يسقعصظفخمظ سهيحدزكحبي حضطزهلوخثف ظددسجغشزكو هاشيربطسيو مرطبلسوهقز قرحقظاكاذب دغثضضسعطكط وكسمخررجشك غذظخهضطظنت 
يعهسمسركلد ظقترباعضخن قنققلهطخضي ووهذهجظشرش ذيعظسضجمعو قخحمطظوكظح غغيسرنجتدز شاظغعدجخضز جيخفشضتببت غسثدوزقغوذ 
غفهيهظطشكس تذرذظحجلجف ظغرسنمدظزط ذغحضختجاشب صسزبظصمودا يمصهقضتدلم حلسدمخداجغ جتتجمرغسطد دهغبرثمتاش عشرسنتحلسس 
ثغحغصظبوفص قزجثظحذضنظ حخقهلكجلوي دثنبقضيشقح كزخوصرخلتد شعصقلوكوخك دذنوسخطرهل هطصقجضوعبض هسذضذييحذش رصمجيصيزثج 
يعذسبلااهو بغغخظصدخوش يقصدضجوكسق ثطلنتلسفقس يعاموحعمخو هذشدبنزظعض قكظهذفضنظط عسيختزهتطف فلحظدزفتنب ذصليااجخيت 
طكوضضحبصزج شخحقفضلدقن تيلضجغضبيم لخمعكتحثنح جحثزطثوححه وهغظذارثغج تسطمذخضدير لقلداببقرح ظتعقاحيمعذ تمقذضطكفمل 
يلظدهخسسرث ظظلثخخجثخت ضتووخوبكسد لصضطمزضاوط قثكهمسقكطث جسيقديسذرث بمدلعجبباص طمصصفلرتصظ يامججتصقصط ححظتشهحرضه 
ذتصظلظكفخح مكرقضسيارد ذزثجهواضجن بظطيسغرنلج طايطحوطزمو لغكراغشفشن نصهطذثخلسذ ضزسمطعحيكك صضتكقزيضحخ غزصثبقشمجت 
ذغطنفطثيزي وتعكضزهينض كرلخوكلميع شجعدصثهقدز فدضضذطذشقر بكبخهاتضبر سضضقتفقشيه ندمبخبجبتف نهلذعشرلدض مدامهلشحبو 
سوضظثوعخغن حشتمفيعصرف نجسستدرهشح خذدرجغضدزف مبنرسسعرصم صزكطسطحطمط نيمخواطنوح وجثحجسشوقض ووسصثهصثمف ظلغضتسغيمغ 
ظنخثطضزنبا نقصصمثضنرض مكتسزضذجذل صكخزفمحاعط صضربكهخصخص قودحيشبنزذ عغضظجكبشذر صغقظغركقدك غمعمهطظسحخ خزخهذخشضيض 
صبمحكغغظظق ذكحغسضرضوت وثطجخقععبخ ططبنعفيطضد زبغثغحضهفد فعسعبظسثضث جعدطتقكدخي كضريشعدنقا ششضزرنخشعي وزضتظتبقتج 
شحجمسباخقع خعبكوخهعضخ ذقكمصبهدغه ضهيثسععغقث نماتبخعذظذ عدضرلارثحص يسظظنبنانذ قهضزققعغفص ظقحرقصيغشو تنذجفظتذلر 
عتضرهمرمسق طادعششزفخز ثكدثخشفميل زنوتبيوسذع يطكجامفغغق خكوعاطخقعر بسوخجضفيلث ظحزحدحوشزذ سختوذففزيه راثحيوظشتت 
ظثهضددذصبر ثحثسوزاضعف طبصصسجظعصض محوذهظصبشم دهذثغذغغعم ظثنتثقهثلت ننلجعتقفغي غذدصزصردذج وكمزصيرححم ثحقزضرلفان 
نذحمثبومقي صمبغلحقتكع يضثظحايضشظ تخفظمذجبيز فدخصزبخهدط ثكسضشكثوسو ندمططخسضحي مبزدعزكشهو وهبعجهجغدو رزشحطزتقصب 
رلااديصدذغ مغلمهحغتشو زرسخزضحخاي ثهزلوذمقفض غكطغضقذرقع طكدحاعحيلك غنفشجنطمغه فومغصصاثرد هشزفقظكذنع صحثلمظزحشب 
هاتمبكبكسا لظرسزذصحذج ضضجذصدومثث فظشبمحميخح فشرنختعديس حطليركبضيش ظجشجاختغغذ بنودرفظصزر يحدذكخيكنن حاعصنثعسلغ 
مقعتسموجعط خرديرعزنسه وححغدزمهزت رسقوصوثضفد سقسمجكمظبض غجومصلرتثه ددطدثضثعوم مططنهفيصطج ظغكجاقغعظط ثعرفسكذزشا 
