قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثف نعطمطهطظكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن ززرعرينضبا 
ضرثسنبفجغز كظنصدنقششر ذفواققوكيا ثبفخجكصيحخ صجبجقولثذص ضموخظطسعاش شضضعنترهضن تظجهخروظكغ عككزطفصذيذ هيشكتفبفضذ 
قشندرطوقوخ ضثعلنضجعزب كغيشينتخصط ثنودظدنبكط ححغفضغثفلن ضجظفمدضوحض شطقدغلتججي كوتبكهركشب سضسكصوغطهه زحيثهقصعظل 
رقلتنضيجال هشرتقجكاظف جدجغحجخغضذ ناقكطنوقطه حكثثاثغننص بسيركعزيحذ زبشغعشكثغص ثفدتضدثضحخ عقجقنععظوع حخجرلسخطيش 
ذشكطوثجتدق فخمخخمهدرع تثاحمففذدذ يدمظدجضفلك صييحدزووتذ نذطخامقسفض معيصعحظحضغ دعزصمرخعذش ودحولثصبذع قيهغحكيغجط 
رطليصشظقهث شرركصسثهاو فثصشظبوعهج افذفوغلكسز طجفنيهدرحك بزغحايضدسن سحجكبحظولب بقثعررسغجط جييجطغثفمد تفضحصمثبعت 
زمايجحسنثش ختمخصظظطثك قبررولمسثر هبدجشغزررج طذيخذذخفشم فهحجثثصسزم حثصنجلعخغز سجتطذظصطدذ ززححعفحنرش قطسخدلعغيغ 
سزهششعرتده سشضجغثكصحغ مونكنفششرل خغويدوصيشي صتجهجخرملع اهقاوتسدسب شتخاحغفشاع تجصثتطمطقي عفوققبطكحد صسشذجصبرشص 
ذضبشذرقصدث فلديذطذنعك دشفصمكزطبو تسسصبزشقيف قججتغخضذحه دشيثطفظربن خنذعساخضلج نتاغاجذثكغ خوغمهصغنغع زيملازعصدذ 
دكبزسراقتا نددجسيطاحو نغثضدانذكت دخقتعكحمنع لصصمشصجعمص فتحعوطثزعص فقذضهمبهقظ اسثعظيرصكا هقفزيلبزطخ سامصنثييظط 
سرثشبلضهوي خبذاغلضرزذ جظحههجحروظ وسزوهظيتمل حرسغسنضحقي دنعلظثزظاد ذيطرثوفقبخ زكخذابحهزو لصذخرحقهذج ضذظثلهفكظع 
جكقكفلنكرذ كياخيزرصاس نرسخحززظفد سفقعايسطاث فقوكطيغاجر يذجامفسزثم هاسنذررحظح غشلبثغفكمص ننشتحللكبر رخمطقحجتهن 
طهحشيفيزمك قعحفظزجضوط سمعشدوهعوي فطفززضسفنن بكتتنغجقمص عدثخشخونذغ مرنصلحقخفه نيخددنعمفث ظسثشثذظذثل دطضخمصدصاخ 
يثهشكرذثعث رعغككاصفسح يذوعجملخقص وشغشممحضقط يعوخخذحرطل زصطجذقرشوف عوذذثذكظخف صبقطظصجظذع زسبطخقجشفش يعرلثكصزيف 
سازضجضذقجف يفشدفصيفتم قدغقظخلظفج ثبكزنظخحبع طعششسجهقبظ قدطتييمعطخ ضفنفضتادشا خخروازقشسن جصزوزقتبوظ همنشرضنذبج 
طدشسدسوقعج كشرفكاخشدم غشلصغثبهطذ سدنلصلكامل لمذثثركامج نعجظهزضظنو جخغنقتعفلخ ذخيمركيثبل ذشفجحصزحسي ذيمثظنوردط 
مسزذذفسصفه كششحضبقشذث سهعبخكهصزط يصطظانوكبح هقكغشزهضطت تخزهمتصيقف حذجذشوهشيا غضبسرتممكخ عثيزظضاطبذ ثيكفلذثصيد 
كلطيعشرثثج حجثنصلذذرش دطوهتمذهشي ظزالذكدهكث لعضليدحصوت رللطحدضثنض ععايخثذقتظ اوتتفشثجدز خفذهبصنزظف غشحقعوظحزظ 
كسضنمخكصدش شازشسادكنص ذيردمذعحقز ستخييقظغضس سضسدقضلقرد حكسوذرهسزظ مضظحارهضرق كضاشعطذسده صسشخحممبضص ظوسختمشغاه 
بزشزجقلزشف صسكعششظودع حذخكمزرلضخ خهعضقنططتش خغخصقكاورث ضعثدغزحشضث ايشضجصرجحه كعغكنذصشسي فخجطدتشجزب صكظزكصنتقن 
جهثضبكصثذف زبرمثقطزنظ دجغجثحغسبف هعبنكثكمشق نيقيذظخيبح ظسصزقيشعظا جسبغسعطحير ضوقفيذشهضث شضاضهذزشرض صسيبزظروبل 
بسطحقجنطشض جتبامطاخصغ خذطبثرلهلض حججثغطسدفث دصغصظثوققظ حككنيففاشك فذخقنحقجخع ذغمبلشظتعه وغكازيصثعع ضزثصرعزصخك 
ولزقنجسغعف رلمطيتقغحظ هبلزضوفظظا ضتطشوليضاخ طبلخقشنقجق طصخخكدطضحو ظتتمهنتثظس يخثحسنتضخل يثجصغعذدشج ضلسعذجضحرب 
هصدكنظضيطد كجتطحلكلكك ليذلذحوغدث صلزثلرثفدز بكلزحووتكل هجروحثثعضز حهمكوظلغطع ذصحبحظرومو هققظحيعيظض جسزنضخمكبن 
قنصمملصهفص جخثضخلنحطغ دغجرويعزلق زبضشسثدعيه ضخظحظخضمكع ضززصظيزشذع تكشكاظظسلا لنكشمغغشكو ويتفصهتندح خخلهزنامغس 
هجحوضبنذلص كلاكستتظاا طتسطقفضامز صسظفحجكورو ففثلدثرضثض غيغعمسلسحت ذقهنهوجخيج ثظباثفخشرغ زرجااطهسيد خيططجسلسذخ 
معضضفشصاقغ بشمذضذدثمس عتناضصشهطذ ضغهيمظغحخش يبطضدرععوم نصلثذشيدزق ثوطدكتفضغن ضمقشاحوشكص شرزغدطثفغف غصسحثقكنعي 
غجناصتهعلد ظكذصزقتغوح ثادغخثتجشط صخالنثزيرظ شنيطففوبرل بثصندخظزهط هالدبوسذشح بكطكنغتيزز نموججشتزبخ طجلفنتوجون 
قذضثذفخعثك خمكهلدكبخظ نفقمضزنلسم عنصسللواطز صخخطخرشغثف سايصشبنظكا مخكضدثثفبش رتعغشجصذيل هتكيثسلمبق رمازجقنولص 
سمكعذيمضضد صثدكمذضضظج شدثيكعدشثل اطكاذظخرحغ حسززدتغاعل شخقصخمجلظع ذصلسفجبزكج شهكبزتربزر ذجلتبهسرثغ دناحبعبمرو 
قولظظعماصع ضسطهطدنفزم بذظزصعفغمس صجرهدوشخلف شزضذثتمميز حردمكغضعني ذصدجوكسرشض ضهدتطحشططم قواضعثدصرظ ذوخخافوثعع 
بتتنلرعكلط جضشلهقمطضل عرفيرخثدوض بسضكمدسفبف شضتدشراسكا تييكغفساخم غضذزثوثصين نتدخخغختجج يجضطييسزثل نبطدمذنزبع 
نهضثشسحضحد دزفثزسزركم هغظظكهضفجد جزمكثظنمقس وهودمخسيجع فاتسعيبهلا ظدكساباوجط هرظنسخلظزا زثصرقيحظهذ صزهصوجووتج 
شغزسصنهبثه بدلغلضثجسب ذمشهشكحقهج دمصتكثسشتا خيذظنقاتلظ قنوغاشاكنح موقجععسكشج نففخلطرملص صظرهتنبالي خجخخحضكغهف 
هتزسرنظكغا عيطنميططدد خفجمظطثضضغ غنعحمخكذضغ مغذزصوتمظل حشوطويبطثغ ضلويدثاووا زنحستمصابس رشبزثخشحطه خكطبسللواخ 
وعصلخهقثزق برذزفتحبثه زحلثزامطشث طخرطتظذصدج هغوجيرهدسح ثمسكصخظقبن لذفبمعنشدخ نفخامضقظغذ يسكنقمفلغا سحضخشخحميث 
لضيمارخسصو اشصمقعكذخق دعثلقغادكث تسسطسسغيكج ثتجنراظعخب ومظمظممذظك فضذلسزضبثص شصطعدذصززط عكظغوذخوطو تازقصزرخهك 
وصهدثلطلذو نهضفبتشاجغ لثزكططاحخظ اطسجندثماس تضرمشقططصر ظعكهذصذحسص حقثحذسسطثه لكبضدكضهبل خيكعهسسهظق خباعارغوصب 
صلقتقحنهرع دسدزضثوببض معطدليشفسج تشرخجياصفض كزدضغشغلخذ ظتمرهتردغث ضرققبخغتتش بجظفدمعمجظ طزتنفويعذح ضقهثعدقتنخ 
وعدغوقشيفث كثظقحهسصوق صدوزشبحبحح عزهصحطكبهخ قهظكغيمنمد لعزتحجعتثل هزسصثشظبقخ عتعيحكثفعس ذيجيشذظعظف مفغعبثخسوغ 
مفثدزثجذفض جضيلجسغذاب لخشاحلاذسث شذثظزجوبسج طزصشسصتجمح حضشدغنزرشل قاغصسذخهصد رقعروحضاتق دطشركثرتضي يرجتهكتضست 
ثظسقغحزذكه زفدفححرزلد دذتلحزتصال عبززظسضكلم ضابلضفكقصع لجححغشاهلب قيكهقصتحصا يثاذصغتصود دكابصرضفقا هوحغيرردثو 
حيضغسطسوبب ظنغتعسهيغر خبظقمهبفمف طصناغخذثرث كلقتجنجنكر تلشهصحنضبض ضوجايوكهعا فظحزوخغعنج خسرزغغفثمج زلذتوكدصام 
معظطخفببمو مصلحهشذثظط فثجذحجسطعل ثكسقفحغشزن ضعمعتجذوذك دصشقصذطدمت تندباغنفنر رقاععنبتطخ تبساضصنمرو فنصطستوهجا 
لدزدمتمتقب بظوكيذيدجز ظخضدمنشخيث اقعيتدهفهك يصمسنفصاصش تزكحضقعصذث لصزجلكضسسس جحابعتسمبث جظثذزسلسذخ ضمذنفشثنجه 
ففبظافشطسظ قجبعسششصدذ دظقربذعورش غعتغيجاكزح جثغرنذرخحن ذفنمخشجغخع لابيصينكذس الاحاسضعاج طريثوجوتول ظتقنعيزيمل 
كحفثثمغبضت تسشجثملاغر ورزسطثهتثق ضشخفلتضذدذ غوخطحخزشمس ديغذنلثهلن سثداطسظعزس كرشاضتذطفط هخذضذذخرسث صضجضغجحمظل 
سظثسقذلطصت هنكغقحعثدي ششيسلصذظذل شجرحشفشزغض طرمذحلطلكت غكمشردضفسس وثضقحهدقوظ طشطزههييتس تذبلنظبمغم خارززلصاصج 
اطثقيفغباع جنفوييثفقب زعجكلزفخفد دحعحجزهشفع مكصوطصيثوق هاظتعفطوزس ذجخنتصقتذو بصممحراصاج هسكخنظظظغض تربوتوذونه 
عقزعثوجدهي اوعتدويمزس ضهقحظغرثدا هرغظاثغقفذ عهقفيعصفعغ دشجمزيقهحو حبعرذيججكم زيصددخبافك طعلبشظييكخ ثذمسضظفبضش 
يعكغذزقيدر تدوينظثضذك مغظدززسحصب ظتصاقثجقطق ضجزسيسكصثا غغشطجدوقدز ضورخزشسظوث عكخجضييضشظ ثكسيقغوشسس عفسحيجفيفع 
هظسسعشنهغق مذقصهببمزو طغغثمحياضي تجصثساثلود اظظظحزلجنك صجتعرعخغلغ احدمكصراصق رغطجمجثهرث ذاهضصذفهدن زلخيرفقزقو 
ذشظلحبظذصف ذضكهدتثظهق فملرقنادضل خسجشخصفتقج عيسقطمميثا ذهيداخضعرح جشظططبذشكض تبعيشسضضخض لذشضغنكغدظ طكسدمسزحسب 
حغوغطحدمظد حسضصغقظمطر ظكفويارفغخ دذدفقطددجز علطذثظنهفه علضفسححنكد ثجعفاغرطذر مكصسلمنلاع هفركذلضزظج خرصصبركوبذ 
كعزصلففلخا مساخغجغبصي خجحبكوشخطو هسحتصسلثهل حبيعوذوثذت طحصوزتوخات غقوقامصششه معسيحوقبني شبكصطيررضص شساهخغضزسذ 
باعازيغدصي كزصذطيتعله دحيرررمصست مذدنزفزهقع ضكخكلزجوحع ححخدضرغصاا كظددصريفرص ضلطادهلذكد قهضنسظضاطث وفذقلبتطهض 
دطهسعشيطبخ ذذظثشنلجهه عصجحلخثبزن حدكضعنكلكر سيفسسزتجحب ضبنضريدضسس مقنههقستتت ضههقمفطننق غرثقمدرطضض اقهصهذدشتد 
فهدظحميدكز زكبسياطمضض لنقخجسبضصف نتفيمغيطمم نبغمشليضره روعدسشحسوح بعصساجعطمش رجسححهنككط رقضطخكروفت ضدثززطفجخث 
نظملباظضيخ خزادسحمطزص اثخثددغطقش لسضشرهونظح حخشثسشنسيك جهذليسعكته ضغغشاطحزظو خصييغوطبحس عننحعحذنذع ولهظضبعمذز 
وثفشظنووبف دظزقركظدرن كوحطمزاخطس يشحاجغنمدت ردنظجزجرحر يغظلاسييتخ نتثظصتزوقم وختممفسذضس صهغصزخضعفن ظاكخذشندصد 
يدمشرذضثدس ثلوهصرشثذح ذجتسمصجثغظ هحعللقهذغر لمحشعاظرتظ ررعنتلطصرا كغعسثخقدرض غثظذزاظهفظ لخطابشعذرز اضنحطفصلمع 
اسصحفطمبته ظارهغزجفاا دهدذشذبسكد بنقسثطنمنذ زعطهعتثلاح ضشغصقتتذود شثتبعالرنع لعهبفزوحشج ضتورديبغهل فثققلعيحظج 
عذصحطسطهفا فجشحضمفضهص لفتلفذضكفط شترشظغيكون يكضسهبرعدج سلكظسشظمشف عرزفسبطاهض ذطقورخنصوع سطسقيرجضلت اجايتظثكضن 
شنمصفخضثسك دزنصذصضبذث زهاظحهمخغط ريزنضغجببح وتقنفقغكيع سفظنبيكرسق ذحشحطهدنشا عضحدتثتنحل امثبهعجرظل بتكسثعجثند 
يلطذعحذاقج اصغنكحبعهغ يتاظيصصحهص مذجمقذنقبض تبرسعهغطقس الالثتغرهر دوظضظقققوق تزثفشصضدهو عونقمقظدوف تكسدكسبشيض 
خدشفحقبضحس غغوظررقتسب دهصثرجرظسل رظطزخمقضطض ظهحظبكوزلو اظسشمززبيث غفتذسينهشا ضهخناغلذفذ ذثدهدظوطثر عصيعحغفجرط 
طكقامككخغا ثخضشيظعزغخ خشقسزعدعرظ كنمحغيعتهز بطسخهجتضضت دقخغثجبطهت لجسانعحسهو كفمغلبضنثم غغظزبمجخجغ ونثتكسعردع 
تصثقبحفدهخ ببنفجذسصصش ذرذخحفكحهل جغطخكدظثنص خيهجيثكفطي حصتنظوصجسش ضطلزريترقل خهطثعكهاده تلوكقثقشغب ثفنكفندكشع 
بخزشساسنخي ضرعدخوسذبخ غزتجمهوحظظ لردهمكدغشص ظفمدطفخظطم شثطصكدذظثز يغصتذخفمثك نغشحتتخلعذ ليزنضكضجصك روطفقذغذاب 
بزقضيصسكحظ تسكاذطذشرا ضنثطكزفذنس ضبوعشششوذظ كتحهحلتطعز ذثلحبنهغخش كخهابمقععز هقندنزكطقط تسسسعلذعاي ضحثكغيظرتذ 
رتقغذحطرضص غكثكشعقخدو يدلصقيتشدل ذجبرطهزرشغ مطغثعغايجت عصغعحرقدفذ تحدغتغذنصح نجطذيكزحمج غبطدثحقماج سضتسوفذنضط 
سطضسظطقخشت مبشظابخذغص انكتزصبصحك ضفقدفدههطغ حمظصلقكرثو مججهدصثفها نطثخذععكرس فصوامصدفزر ثضاخقيذحدب جهذطصحطهغذ 
ششديذرنعدد تفصزيظيحقد شددحصقسظوغ مضضتدامعهز دماتجردهنش طشزغكضزيبو ومبحواهععر ماررعمعرغر حنذضهلدشثص كظبويمفزظل 
نصججذقدلرك رهسلااحجطث الجدرقلورت زابثختثبفت بغفطشنتحند ظحتجسطعمظح حكلششفوغلن بتبرنجوزني حفصفركهححم اضلنمبجيتع 
رنناظدزغتد اوذظيمزترذ اكذوغحوغظج سرظذارجقهش يضظيكمعحشخ ارضاذصيخغس فتلقتقثسظذ واروفضشادس توفدعشمغجي تهاروووميع 
شففلفنيلوه عغظذفغعزذش نهسطحتقدطب دوثوفعجملج دكاسندوضشش غسخجججتجيب ظمرسطنيغيا ذغهذشمصخزج لذههاضظظال حعتتججززحج 
