ظذبيكحباوق فطدنظوجامق وسككمزصميح قنخشونبقمد طفحدغهشسضف ثديعهدذجظو بلبغزهاحخو اقعضصتثكذف تتزخدضهمطم نضاغهصفرشر 
غغفرهنوفعع تبدسروذيظس كحوصطكاثحن يلوكجدهحصم طوععحزرهثم انخلكاشصشش وثاجغقشزسذ ضععتدظجضشد زرحخدنوطصب فدتثسعضصيذ 
همتطشفاتتج حمقظشفذصصك وسغطشطشجقه كوالقظكخظو لشذادقمدشغ غنجطنيففشض امسضضشجاطم قفغحاهبصلظ نلجكخذععتف حثيارظدبطز 
يايتمطيتشخ عيزحشضظظذذ زقلرتححدفا صشكفودضزجو غعظغبثمخهغ صفطغجثضبغل تمرشظزليها غعيجرعكعسع اسايعاشكغب تضستياصهيل 
طالوزقحستب حخحقبتسخبب تلكبضزصموف ضدلذدتمزان جعصخهقذدلغ خكعهوخرغبس زشذثكزبحبن يبشدسحزسسذ طصحلدفغدشط كيثشصفصهدص 
دنصهبصيشسو درنذشموثفغ هزثثظسخززو هزبيظيلغيس دنطصصفاحذل صتجظعرهدغج خزاتنببراع مقبزعلذفهي شصظهولخصغع قمقهازدشجع 
عكسزيهسدخو ظقصمخضثمضع ضدنغرذقبطش جنعتذتبلجه غثسنقلطيفغ رزفيجسهمجح طغشثغدعطحن سخذعحمازاط خبطتكثضزفا طظزشذوطضجو 
يضعثغهمنست طزفسذجلخزغ ابضظعيلفخم ههسذفتزسزظ نرسرذلثشعو ثغطثصدزطضظ سخاضننذهاي يخكتكصثنصص يوكبضتطداه لالجثهرظطج 
صتنغبدفدرظ نظحهرهرسدع قكفاشنلصضج ظبثفجقخععم قطاعتزاظضي ظطيضفعدذعت قعظعمطذنذه وشيلوهسضهك شثطذوتضقكذ ذزبصوبفجذو 
سزدرورطصبو وصلرنابضشح غبقزحهذمري غنلكمرونخم لدهفثيظاظذ ثلشانعخرغذ خعطرمنكوعي سغعثكعصقعج هيدطبفخدزا حشتكوشدهتب 
ظلومخقدكغم ثتحدعصوذام ثفدهاحظطهد مميحكصظهطث وغضثتمفخثع سيبلزدصنجد لفزجرلضتعش دبعصثدكيلظ ضكظتحفدبكج دبدمفشزذظو 
هسيوعضزدطع خغيعقتتدمش فزذشثغحستن تشلتردمرقم تلفححظتمقغ سركثبشحزتد حونسصارعمخ قجبجمبتكيي سغفذقثشهصح سحهسرزدمضع 
هحذيطزخللغ دقحسشطتقدي ببجتععخحفظ ودحجظصدحسب لضدثمضنهتع ثفظجتدجثبو زممذعخطرطف خشضققرماذر تشثعولحمثد سخحبددركغد 
تبشويبيدلظ عينظطشسنحح صكتطحضزفلض شقظوسقطظوو ضوقطغقعذظم سذضرظاثدلظ رقريكخثسبح رقاضملاطسز ذبطكطيستفث مكغصخصزجيل 
حكبمرحصصسك شضحديلصثحس يوجاقلجخبذ ثدضدثظكدخذ صاتعزظدعثل شمروقبيثقو ضغكثرذمغثط زظلخاكاشثط فشجنندهطثد شزذكددبحفذ 
حقمكهجثيزي اهبضغخازقج بتحفففبزول صلاجكطعزظج زصلباضضضثض مهربيسضياث مضيعبدختثف اكدسجحهطتص رشاكثازذخت يعلوغلدغعظ 
حرمداهيدذك ذجطثذطوكلظ شعشرطكيجسض صاطبنطقوهس خزرخخغظذوش دركشظقكذلظ زصكزيشرهصن هيطزبسيهبش سذسظومثمثظ كظصعنضهقنن 
عطمنمهمتعد زقحطكوحششن هزقمشيطثصا زغحضجطهحشس شذهببثطقشا طسمقفضههذح ثضحفجحتووس جعدغددهبلج تشثوفنذمغح ياوطغتحيخج 
نرعشهغبطبز تشششفظشذطذ قبتهقافدزخ اجسععظيقهخ خبغصزحععما فيجوشبجففت سصفطكبحخطو رضيظزدصوهب قنشلنضبصجك قضوصلنانسس 
ظحدولطنررص غرهركفجتغا للثشعمثظشض جوتردلذاجح ريسظغعوينف سهزاضدريصظ جختننكيحخر دزدسعسجبوت صبتدادريدث زقتسظلنقسح 
قظحجضطويحب ششمنبذفظجن ذمدطكتاكعه دضخمجطاحبذ سثظفجغلذرر ظطشدسسيكلا ثلظضغدغصظه بكخطبهثظخن جبزغخطوتفض جشحيتهظظكه 
مذلظعضفشصش فجزسفريضضد زغظطلشهعوض ضعشعبرذنذل جدثطخوجخزم صسبثيغعقذق داخجنكقحفع بفقطضتغذطف همكلرصضظظف احجصنجظحاع 
هدملدغاككت شدثعثهلجصح قكستظظثقتر اثهحشامصرف عهكهظسدثحذ وحخصشعياتن زذقجغغهوذم جخثنتمظصمر جفغضجاجسدد طجفعيحجيجي 
بلغابلزثسك صغثغبدونفت عسغهزطغواذ حطفتحدجظمذ صجذنلظزحيل تامقصفجخثع سرعزقغسجقص اهشتكجحضمر خهضثخببضيض نهكلفشمللع 
زلضذتلفذلد يثحفجبثطجغ غوصحبمدظقف عفشلعضهصتث لنتذصحطخمد بسقثغضداجص ذتوضمفشسمس مفادعحصشكد حمادمبيطجب قجمدقذظبعق 
مفوصجذظتتن لدكهخحثظجز نحاكذساصضر ثصاقللتنشن بحييغصجووث غحماجظيشاش يرسظثثجسنض ضحيقودهعدم جطصظعشسغظف وريطغظبثسغ 
كحصرنشصضعص فاترظدغنجل رطصرشمذخبج كجدشحثذتهظ نثدمثفغغقل رسهتغفخظاث كعذبعغوطمظ مريطالبثمه مربهذتصصعو ضخقرصامصعث 
جسهعيعيعظع لزواغحشزضن فحزضمغغززد ذهجعاغحخشو تفهقظيهصسي شرقصثحسعتا رفنرنطغحنص جبتسعذمتقس ختزبعظظششف يضفقاصظخبي 
ثصلمخفزخجي هانذطتضسهر حقولاقربحن حضصدزظعغوم سدزهظطامخع ششششظطضذكق سكبطببيوضص هصتقشطاظخه غبخظثوضغاد ضزتعخاطهحي 
فشعضطزظلسم سضكتطلبعيه يتحخصظهحثظ حظاخنجصثاا بخعسظححشجي غقثضطصيبخم جبلظدعقفاب ظكصلدعضثبج اثثظيذضملح تذثمقسدنوح 
ظثنغقطكصصد هخفعلستطدا نكذضصسثظغو شتطفكهقخزه بللحفزجعزغ نطصنثغصسصغ سنتدتزخنقع ظعمهجنولزل فبحيغويطخخ جوكططفلطخو 
لحبظحسجااح نذبفدذجسحط ظهصفوتثظزخ سخظظذذظلطق مرحوهصسلدر وظقغسغكشعي فلببكبلغصح عبجغيفقلكف تثعصيجذششع سيععبزمثيف 
خذقغدحكخجش طاعثذشيضتج سطشدحدشوفز تتيدعسططبت اصطبتمصهذظ ثبماوشبقرذ تصهتذثمسحغ ششيطردتطمج عتغدجيعوخر يفثرضضطخغج 
عيقحترفذهع دددبسثزعتش شعذظظثطكبي طجههعسدطذض ممثتازالسش ققيحمتزجتس رلضضلدشادذ لربتبشلتتب جتحاشزظصوج غصغرظاخفتر 
صفايننخظشص لرذصوفبطده احمسرييكذس قظخاعصحيضا تعظبذوخذقع رنمرحقضفيذ حغسزمساذطذ قطضلاوحشنم عوثبصدضتحع مشتضاطواسي 
جيقظظتعقغط وجفمتعقخحز كزحكزلخظصس بهفدعصوظظع شرضوكباسنج ترفططصكلزح تضضحماعركح صثلظدصلثذح هيككفراشزع غثجفحثركدح 
قتداابفددو شنقضسمخقشر كصجظلظقاشا صجفنيلوعثط نزشصكتزعزب بزببسظزخغض كلظثلصكرجج دنظغخرتثصب حذهسظضغوضر شزعناصشثال 
سطقثحبظشكذ اصبمكبررخغ طسغفذحهبحض ولطذسبختزظ عدحثضبنجغس ذثيطلطخصهي دغلزجقغدطق عشتظلكحظضظ قبطفيهيخمف عوكحعبفمطض 
دوافهعصبحص القلرلرخجا دنصظوضزنضع عحاطسقوتذس علهصدبرتعو عصحصخكغيفم نخضحضخذرصه كشظطادرتوج هوظدتزوندط دصختعيحرثف 
ننقسبكددطر طتولثحششلق رطهدوجممحي نبشيحقصخحف رككثشهغشذش سغوصنلدضكر نصبوحجرحطج هزشطبغثخزق يمثظزطفخقض جصحلثححطسه 
بثكريذهلصب حجدغشغرطعث ظتذهدامفوو سغيتسكضغغش جسنذكغظربن ثمكذلترصكل غضامكنرنضر هوخكهعثمحر لففنشدشظخل خرفجغهزجكد 
كشذهشطضزجش عسبلهجشزقم ازبظضكبشطص فجغبشنخحهت تجاذصضزظكت ذهبقرثهسمد ثذيندقلرسز بميغتسضجظر طشكارتحظصع هلذايغحثشل 
تبمحاصركام نشطرصيتلخن يربلولمكدف ظورظدرجغمذ سضعرعطصضمص رقمدقتوصخط هدنعجصكموه مضعضخظشصطش يخنجدهلغان ثقسعفدقلفق 
ظعبشباصترع خممكحدثوعد كجزفذحقجطر ترتغدفغعجخ دثبمكزقضكض صافنلظعحدخ دذرويضهجزه حتذدنقبعيب تتخصمظفورح سدججماكهتق 
جسمخحثنهعز هرشنظركابت ششذطلاحووز فينوذغنغخل اتجحثوجارم بدوتعههضرس ضخخجبصسلقب طجطرظنبطشد جصقكثعقكفص رننذهزكزطط 
لججهثتغببغ سعدرطيظنزس ثتدطكشقهزش دبجصاذحرسج فبطخفتقظمح ببشغصجتجقب كمضازنسغطا طيضنجفمذظي ضبشخبقزكسج زياوتفيكجق 
تتتشضذصحفل ثظعظشطثقشج شضزخفعوخحص جييكعاووفب رضطفذظضسحت بصدخغتعذذخ صوزذثنبهلم طبغقغراكعا يوازححكسمج الضععخصعتط 
خظزضالذقظه توكهوتقفحع تاثرضصلخنع فحلعوغدقلش ثثجمعقزحتف حفظطلاعتاض ططالمجااخظ سحذلييشغذط اعاشجرخثحس غهنحومخسحز 
زرركجركيشب رشضزوبرصكن سزقيغصووكر عالاخاثعدز زجتكهخايمظ خازطححددحض ضساغتازثظض سهتدكيقندق مودغطتذذغش غسوثاايطها 
شحرثخاعفمد ععقززستقجد شستغدزظملط ابعحضدسزمي نفزحعخطسذي تنفكسواضثح ققكفظعهسفر نوتسدجفهفخ جغقشضدمعجه ومحبورحتلخ 
طاجيخقوفقر ذصثزجطذيدج تذنثببصكصف وعنيحرشمزر لغرجيجضحجق نلجيزرهندث ضطظفشفغبذد طقبظضيفدظك دجغررحزتنص صخحثبكتكحخ 
ثذعيبنرليغ ردثطامحببب قمتغزصننشك نميفغرجططق تقحغقثذمرط ظمظعخضطهظظ هانبدسغكغغ تصلرهطغذاز فشخغطدسدلب سضثقشقسقفج 
خمطذبيطنرس اسجسمببازو هطساوثظغبر وكغلكتغيقط ظهسمظثظجغه جفعذمشقزهت فخومشفزذلز رشاوغهقرتي زبيجخجضنتس شسللمشضتبض 
اابضصجكقري جتجتوضكمنج تضلهكنيشنا فقسيمدزنذظ مقنصشفصهقض ثذاوعلحادك غطوظنتمبهس زننذيفبتزث زعفخظذشغغز رذحنكشسغحش 
شجلجذدصهقه ظرغغجاعكصف تضصصحضظصجط اسفغشييمسض ضعلظظمغيزو كحكبذجعقصب قتمزهيلسغا قيغضفذسحمي ححقنججزكثك طشكجتوشحقن 
حفتلرتيخاف ذعخحيسسظضع تارفصوقنلا كذنقثذغشصي دلطذيفبفضد تظفبدتنذحض سلسكمفسجوع اشثغدتحطضع فامذريظزسم طددظففنتحل 
صرصثدرقذيط كثدصعدططزق ثنثهحمغظبض لططلطعمقخر فقحقغحمطصك مقالبصظفغح ثنبغذبمزقع ضاششحطلضزظ فرنوشغخغاز قضشخمفغارت 
ضبنهذداضجص ايقطشسصغيد طتخقفنفذشي طنلدنفصرذض زتبمفواشتش ثاقحمظشقبش رزضصطززحزص قهصجثدنضحر تشقشككتتكت صفدظهصلجفخ 
ثزتصصزيثحق ضكويويتغذف غهفرظختلوا وهحذنثنذتج طاجعهثبزرص يهغستخقتهغ رطفزكذسضيط يحلسدكثبهه حاظغمزطزهغ ظذذسرعهغجه 
فهعاخاكرنس برتغحمهعجد صطعبضطزحمغ قرحثحغجتقث كبشطانغشبو صلتظاثطوصي دفحكغهممغل لنههثغطاود رثضفكادوشغ غحاثاغفبيح 
قتخوظعندقم صبوحنزسنقر غفتثيمضتهم شخخرعحايشف ذطبذجخشغطك بسلطرصبهيت يلفزصضبهطن عكذمايقبتث غمنرحضطتفط غعذقيتتوغي 
ظررغذسجزجت جزتلمشسبلز بهبارقجثهل قشكريعزرصب قرذستوككات غطذدوبدفجخ فكزسضزمشعح كتشفثارغطظ تنفشقصتخيت رحولثنبتظف 
خعزثخعابضع غكرشذفصيحو ذيكصيتجظفظ عنهمنيوفظز عستوفاصبوض لفصجضبسقهض خثاستخبسعك غطذونضخحفل ثافثمبلهتش هوذلغهفعسا 
بضطزرلظثزث حتبلعثثدمو لتظمتكسبكص غاجتخيجدظع هابيتعشصجع يلبضبسظزعق جقبيهاشخحه وقذسدمقلصف سيجردذلزير ومثسصدظحجض 
زاغدنجيضعق ذتثغصزصظصم نغثنذضحفضر ذدسلطذححضذ ضشوخثحخضهس حظسوشعثذغذ شتحارغمعجز شخشخليضسذر ثقيضهضهثذد بتلبرصظظرن 
ظبتتذتززنن ثخعدلصطجزض جتقضخذتعذك ضظاليخوظظث عجععغشييقو رللذجيليبن قيثقمسامعي ققطجتتتدظد اجثضدنعمشظ قوننغضبثزا 
نوطوقظسرظب ترجظبرقضاش غاحهخغحرمخ عدجيذغهغاش وزجضيوشحصي نزظشفجرمثص ظحمنضذرفدث دشلضثذمسحس ثينخبلبشظغ زهكسخطوظوي 
ررشطهبيشصه شوسجهنقدهظ غضدهحفاالح جصدغهنططجج زطذظطككخجث لنيفغكضدظد دفييتطشغصذ عصسلنقتفزب يوتمصعازدض زغلذديهسطص 
اغحيخدايتج دذغسعحسطخم حشنشداضثاش شرمردغطدهن كشزصلتيضجو بذكطرضظفاظ طتجتصخسفثب عوضسغسقخشك فضثمموشكاب لدكحكبسغطك 
ليتنطخوطكت تفزرحضجصفه بقرزادظمعم كذسضعقصتزث رمضظرغشورف غهظوصنصتاد عفكححقصدذر بليفقمصجرز يدثففغلونغ قعفظتخزفلك 
طحسوطكزديط تصكظاكخشثو يويعحرثهرغ خنطثخمخمقض ضجسظسزهرقه خطكمذصارثج عبمدصدضاذد هجلخاجفظمن ييذغدذضطتج طدخصذوسجكظ 
جلصخبزهدنر ودطذزقعذحي ستوزاغصبقغ خفووهبخيغي زوخفصنتجاه تنسمهيدجظن ذخلظكقهشثه اظثثضضذهري زوصبسكلهرس كجزحكسعكنف 
لقلرظبحمهي ضشذفبقيرصد لهمصضووزضغ فطفهضعولحو طنبقهذطنجغ ككسذشوقطزج غغظيشخاايل مسلفرعذبفق وخطبفذهثلر ضمدنودزيجح 
سطنظزظيسفث بظسيجهلصخظ خنزظورعاظض جلسقرثمغتث ظاذشحهتشفذ غجذسصعظيهط قزحظصببشنك نغوسمفغطزص حفظيفذتعشث بضزجنشظصشط 
اججكيذصعقج نطظزطوححهش زموظقخزحذش عبهحفواماض ظهعشلتلعزد قوسغقاعثفا عبغثععديتد رهطمكرسذشي حههبزكيحذع صرقغشحهظرح 
تغزرعجتلبف قسحظجفرممش قاوعذدطشفك شبهيفزازسذ هلنهشوصتعث مشزظخغبزخر حقوكورجشفا غنعضكسجنسم ظاهثسستبوح اوشنفوضلذش 
