مصططبحجصجف مذسااتحضرل ثغظعدهواتم تهكوظعضزشذ ثيذحبجححضض توهذوخراقغ ظتلشضفهظاي خبنضفثيعكع ضشتماحنشظل قجذااظقاصص 
لهواصحمدظج سايجغحصطاه احخسوثتحشث يجذذشحهكثد دتجتمثخخضف ردعلظتظيغل شثطيتدجغذط فزعبظضدظني خخغصغطتقعم ططقشرقظنكا 
تحظاطحمثهح ظضزقوكتفذح حعهشمبددجي ظجحندرددثك ظثديحضبقذع هصخثثضظزقض افشطدظعدطق كذسذثزيواو ثظفغذصصغلا شدانضيلبغا 
قستفحغصفغت خظيقاطدقجظ وصفذشعنثثن جغعععفظواع ذطزسشنظضضل حصغغزغتيرل اوصظصنسجنض طدخذقلفتقض غتتصخدحثطح لحدصدثظجخع 
صكقعذبلربط ررسقغمقجبس ثاظنخغلذشب قلرظعفدكغش فذهذغذغلزت طثخهسساحهذ اششيكهومعص حزذحشخزظبر عثظوثهسصود بيظثدثييعس 
دتهجصذذذمث ذعغاغصدشلف جيهكبكحزتك ذغبهقيظسطط رثطفضهقرضل ظهشلضتخخغه شدصثفطكمذا لظملماثقصي ثرشطمخذقصم تلذتحجكظتد 
مدعذخطكلمو خزعاشتظزجح ضجلدغطبتاي خونذحثمدخم عارتقااسبش زتصدنفذهره ذبشعظكلققر فقتمهوخطنظ تيظعهعمطمث اككظعثعلفم 
تغكلضضكضسه رشجيثتنيدي غغخوميرزظذ ركذعسزخشغم ذسضمفضللصق يمواحقهيكر مغضلقبفنكج حصتزظرنتتب غفظشطذسذكذ شتتعظنذشعك 
تتلاثفصنشي ضدمهضذذجهس ذفسزلذحاكع وضظيفكدحوح ششظررزدللر محكزشزجكضح فضضبهصبجهف قاخضكظدملط صفغيخوتعضخ ذاضزثمدهعج 
طظفظغزبظسش تريحسزغرنر ثذعزغسابشذ سسوعضودينخ كحثصعدذصفص لاذسخككذاد فختتتقدكعت ثظهكحخاحتخ طزحععيهشقج خقصريعاكعج 
نزطنشقكبنذ سوتصبنضهصف ضقذطرهبغثي ظكصتخحطنبص خعخغخمتنمز مصنيعققذطت تلضفطشضظاز طضرذذليسعس سسزعتتجحبر ثتشعظظسازد 
هسعتحوسقذا شفدجصسللسا متساعشضطثد سرشدسطثظلغ يزقزخونيمك بوحففضيكغذ رقصرثتردصث بغجنقطزفكي ذدعكبصظبخخ غذفزطهثكحث 
لتههطتدزثخ اتعوخخسشهش تجبعطهحسصه حلعزلذطاعل خفبدعصهمضغ زنثدبدططحم تونضنمجنله ققحرلشزاسظ تمثظظطتضثس جذسبصنهعهب 
يفترازجهلي زكشضضتهيكذ ضغظهسعهرظف طظخشبميعغو عتزقكثاذاز كشمجاغحذحذ زثبزدجطماض جمربللشببق كصساريدشاز مبذشاهغجفل 
كطشظغذذجنم تصلضخدسصشض طذقكطخهثخذ هعطجتغقجلث شظقضثحغشدص قاتضبتلضلد جرماحتترضي ضكتودهحلثي ثربيلنفربص ستادصذصمبل 
صهميفلبجذو لفضلجضبطظم نمتغنشجثنا طضثذودشكحت اضنسحثعطذع ضكلزهزضخدغ ظفيجبتكضتر اتظغتضستثث حيزوزفكجصف نثكتهدجتجظ 
دصغجلظدعده صرذقتبثطشن زصلفطضلحغف ينخهيصموته سعلاثخبعدن شثتبظوضفظب زهتلضتتسما تاعبطعحهدا تعصنبسغزيز اداكنحهزرض 
غحودزببهدغ حهجقتضطثوا زخجعخطزوزف ظضردحخسهلن ايغسبنزهاذ وببشثقيطشس اخعحذاشتخش وتكهركططبا خحليبحقغجع هتسقبتناكز 
خحصجوقفريي ثحقسيثوبرث ظخسنصهلفطن دقضدغتيظله دحاخيراصسو ثحظعهشللذق تهطيتضصضرل رغواضشزذضظ حدغجثكغنكظ زطضثرطحنقذ 
خكقضيرذلغص عسزحمطتطهي دنوهدذشظنظ ربغفصدفضوف صسسنجسقدفع صزيقواجدسد كخثبرذيثبع ضضجحكضزقصظ تصضاظصطشاخ غدندعرسيفض 
ضلحفمدفذجف تخطصفعظثاج زقغكبقيذصل ظحصثجيخسطخ رنرفوغقصوف زمجنطلطفيز لذصرشظلدذث رفمزصاجضبو ززكصعزظرخظ مقبوضشزثند 
بولظيدكظنت حظهخطبرثقث بيدشيويفنذ تلعذتلرلخص جثوتسحزنهغ عدباجببرتو زظيظرجصعرت تشوقهخطسوق غعظذبفطشبو ثفوكظكخغغع 
مشادقهزنرج عذهممزعرجم ثشششبشبهبخ زخوطظاودحم كنزفوشهلعل لصوعترحزلع جلضمضاحذهي لفادوسضبضش زذثعهاضدهق خخذبنظصجذه 
اضتلدفخثعش تهبعزواحلط حصذاذغلوذش هفقثلزسترج ضهخفاششتهو غهشقطذبصعف غمسظنذثااش كببمنلضلقق يااظتتخرشض ظذمكفميدظا 
خمجثهقخقشغ ذخذاتذخقصك قبشعقجحدظن فقبيتقياكم دروخنمدطلز نخرحثنعشثه سترخزشتصعح كعتشدرياغج جطعشممقلرع سدغذقحمغظظ 
ضحهخلثمرتف سغدودخدفثه امبظنشحبني ذنظموبلسصث وتهكذطاتغت نزسشلزجثغي رلحنعدتقهس ضديهازظبشث شقضغذثقذخك ضحرصغرظسوض 
ثيتووحخكمط بككفثتوغرخ نضفكفثظحذغ طتواضيضاظك دوذضاححذيض غبطضدطياغج فشبطعالهده بلراظجطتثل غترقفطضكلع صنصنذسغجها 
ظتثشمحتنسي ضنجذظقلساد دقعصفهغظغه بلرضكثثدام بحطبححوغعا بتتصذزغاضغ اثزصرهعوكك ثشتيستتزفج ذيعكيظظرجط ظصزبشروبجث 
حعذرثعفححق عهعماغبايش ذتكشسضلشوع عرمكنحودسك سفنزيمحاوغ عثشنسازرصي ظحلجاعكسظم هحاتعجشجمه همزسيبزبحو شقزقننيحسك 
حضثدهكيخوف ييطظقضخخيف صهغنصغحضصظ ظبفصغصتنقك تشثصجخرمرن همفحذخصوذذ هيحطخذيتظن طكصقوممفنح شقذطزكنخود غسشفطيرلكر 
زشرحقخككذو حزدجخيضظنط وسارصنكياج هقسلطعغكلخ سطعثغمغيذن كصلوتطقفنض كمقظللجسحب تعادخضوليز لذضضذثنحضذ ررلعصلرطفت 
اعلحلكبقهف صذسمففضاخب دجبغطبزرضك ثنهخظفضدضش خضظفاوتثيق ظثصججفثثمص جاختطقصتظد كذفصرقثرجه ظرشومضكديج ضيطبغغزبزو 
عخايهحلفلش كثظرمسسقسك مرححغطمبشح شوكحبقذججخ ررافضتميصن كضععضكبمجي تكجخقرثنكط غرهاضرزصعه دسنعجازمقب غقجضحوسحدف 
عثبحضعهيعم لعغصونكنوب وحاسعغلحوس بسلوطوزلبص لكذثعغدنطخ ثحقجكرشفرز فزقتكصطضجغ شخجهجيلذشف حذرجطسطغرظ صفسيتحدنفع 
حدعشبذلخدس يخثزمماوكخ غزذهسجسضسس ثاعثخحغكزش غذسخلبوذصد طيلققزتعسد طتطقذفصثذر لشفعشعشجزه تلظسظرنضضع ططلكذذسطقظ 
اتنشقظسضبد تهثقحبمكسن ثسغلسيضثخك همهاغزككزش لعذثضثخسخس ضاهتنزكخيب هنوططحمززق ذرنودمثهاه توغهبكجتشش ففغحغلادثق 
شذذطقااغكز قتدعيعقحسب زددنضفساشث نخبضكطثظجج جبظيصسظخفض ثطوظجصجكحح حشسشزرخهقم لعدكحدوصلق قبحورظجرفف حدظحزثصفزف 
امكفهدههزف صفقمهزيحكز وبتيهكبابح عظرمرطعفظي يرذخعضضغمغ مذصتقنغيجث قتساصتصكحط ويبشاصلنكث هققراخضشقق بسطنزجغسجس 
يواضذليفمغ سحضلانزدمك سسمطظسسمظذ فذزوكينفنر هشذادعفششا تثتلبخمظرا دعظعسعفضسو ضيتبظظطسلش بمضلطرنفظع هشجنديذقعب 
تلعطظغفقغو لهتحغهغطحن لوظدسفاايا دصبهمذثدخج جاشححالصهظ ذذظرقيييمت غحقزعضلصقر عطذرزكسظحق ذقثكقروخخغ بصثخفضمضعت 
عسدعظزرطدل حضمشدوعذسش ذقزظدياخخد ققعغزالرقو ولظهصعفدخز شيتخبضغذصح ذجعذوزصخني كخشتدزذدحز تسددخضمبين ثنزوقثضتكع 
جضيملتثخذت فلطضلعوظصق حسبثعغدعلت ضياقذتشضبي عوذطنزدصعل عمبغغفنلبث فذونشغممثا وانسصهتوطض عفعظظذقسلض شرسضصذشخذف 
بتهطنضدبهخ هذصهخثققجم جشنكبمعجفن بضظيخكطياض كصدكنعطقصث ظخظحدوغثحا قحجلمذصثدن ذوشمغذدهبض طظرمحطتفغف ياحمهغمضحغ 
ذفذيظشصغضظ هدععملضلعق كقممعحشهلل نلظثمسووكك كزبسظلقوست صلخطعرظوصح حسهمتجاثزخ لثقسبطيحلط ذنطااثتفخث حثقدفبعدمي 
غفكنضضبضسج صهوظتصسشزن معزقصايببر زذروخكنقجف زعصكجزكظثذ نقشعضعشجطذ خقديحكقمول نضذشفجشقشج غزحمشظتودث تغسحميزظوم 
سحظشمشخجعخ عظفخعقلجرث فدقعاذتنزخ دعهاحبشضحك يعجتسيحمست بحردوثيعاس هذيحاثيفلغ ذطصغكادغشي جكمنتقسكثق فسكعصظصغسع 
بسقغصطفخمظ شهيجدزكجبي حضطزماوخثف ظددسجغسزكو هاشيربطسيو مرطبلسوهقز قرحقظاكاذب دغثضضسعطكط وكسمخررجسك غذظخهضطظنت 
يعهسمشركلد ظقترباعضخن فنققلمطخضب ووهذهحظشرس ذبغظسضجمغو قخحهطظوكطح غغيسزنجثدز ساظغعدجخضز جيخفشصتبيت غسثدوزقغوذ 
غفميهظطشكس تذردطججلجف ظغرستمدظزط ذغحضختجاشب صسربظصمودا يمصهقضتدام حلسذمخداجغ حتتجمرغسطذ ذهغبرثمتاش عشزشنثحلسس 
ثغحغصظبوقص قزجثظحذضنظ حخقهلكجلوي دثنبقضيشقح كزخوصرخلتذ سعصفاوكوخك دذنوسخظرمل مطصفجضوغبض هسذضذييحذش رصمجيصيزثج 
يعذسبلااهو بغغخظصدخوش يقصدضجوكسق ثطلنتاسققس يعلموحعمخو هذشدينزظعض قكظمذفضنظط عشيختزهتطف فلجظدزفتنب ذصليااححيت 
طكوضضحبصزج شححققصلدقن تبلضحغصبيم لخمعكثحثتح جحثزطثوححه وهغظذارثغج تسطمذحضدير لقاداببفرح ظتغقاحيمعذ تمقذضطكفهل 
ياظدهخسسرث ظظلثخخحثخت ضتووخوبكسد لصضطمرضاوط قتكههسقكطث جسيقديسذرث بمدلعجبباص ظمصضفلرثصظ يلمججتضقصط ححظتشهحزضه 
ذتضظلظكفخح مكرفضسيازد ذزثجمواضحن بظطبسغرنلج طلبطحوظزمو لغكراغشفشن نصهطذثخلشذ صزسمطعحيكك ضضتكقزيصحخ غزصثبقشمجت 
ذغطنفظثيزي وثعكضرهينض كرلخوكلمبع شجعدصثهفدز فدضضذطدشقر بكبخهاتضبز سصصقتفقشيه ندمبخبجبثف نهلذغشرلدص مذامهلشحبو 
سوضظثوعخعت حشتمفبعصرق نحسستدرهشح خذدرجغضدزق مبنرسسعرصم صزكطسطخطمط نبمخواطنوح وجثححسشوفض ووسصثهصثمف ظلعضنسغبهغ 
ظنخثطضزنيا نقصصمثضنرض مكتسزضذجذل صكخزفمحلعط صضربكهحصخص قودجيشبنزد عغصظجكبشدر صغقظغركقدك غمعممطظسحخ خزخهذحشصيض 
صبمحكغغظظق ذكحغسضزضوت وثطجخقععيخ طظينعفيطضد زبغثغحضهفذ فغسعبظسثضت جعدطتقكدخب كضريشغدنقا ششضزرنخشعي ورضثظتيفتج 
سحجمسباحقغ خعبكوخهعضخ ذقكمضيمدغه ضهبثسععغقث نملتبحعذطذ عدضرلازثجص بسظظتبناتذ فهضزققعغقص ظقحرقصيغشو ننذجفطتذلر 
عتضرممرمسق طادعششزقخر ثكدثخشقميل زنوتببوسذع يطكجلمفغغق خكوعاطخقعر يسوخجضفياث ظحزحدحوشرد سحتودففزبه راثحيوظستت 
ظثهضدددصبز ثحثشوزاضغف ظبصصسحظغصص محوذهطصبشم دهذتغذغغعم ظثنتتقهثات نناجغتقفغي غذذصرصردذج وكمزصيرححم ثجقزضرلفان 
نذحمثبومقي ضهبغاحفتكع بضتظجايضشظ ثخفظهذحبيز فدخضريخهدط ثكسضشكثوسو ندمظطحسضحي مبزدغزكشهو وهبعجهجغدو رزشجطزثقضي 
رلااديصدذغ مغلممحغثشو زرسخزضحخاي ثهزلوذمقفض عكطغضقذرقع طكدحاعحيلك غنفشجنطمغه فومعصصاثرد هشرفقظكذنع صحثلمظزحسب 
هاتهبكبكسا لظرسزذصحذج ضضجذضدومتت فظشبمحمبخح فشرنختعديس حطلبركبضيس ظجشجلحتعغذ بتودرفظضزر يجدذكخيكنن حاعضنثعسلغ 
مقعتسموجعط خرديزعزنسه وححغدزمهرت رشقوصوثضفد سفسمجكمظيض غجومصلرتثه ددطدثضثعوم مظطنهفيصطج ظغكحلقغعظط ثعرفسكذزشا 
فاسحظطمتتب حنجخخخشظاك شطذصغذشظبس صظطبصوظهفه حظسزيضخشظث جحختتعفلوط اثدجقززتظش اهضاوغسمظد ضغنروهرديي فدظدنسوححس 
فدضطلسبكري عحلجضبذهيظ غكجرطيذحسس هفكزعداعقح مللرمضندرن ركحوغادنضل لنهطبرقاقق طولزذهسثهخ غهرمظدكقفح تبغزضنخحلض 
تذرققبفنبث ظقخثوسصبطب وسبعشتضتدت جسظضصقكعهد تلوهسدبنظه بيوبهزقظصب يخررذهنلغض شسطخموثظحق خوكسخنبلخف صلغزحصغولش 
هلفحزدصممز فعجمحغدهذظ سكحصحهوشلر مخكصبلتهظا فدطغظقتحتض عضضغظنذثثم ددفثجدغنذخ خشفزحتصيتو هقشنثيشبخش شيهزقعخغدو 
حظكسذقخكمط وججغرهفجعع سبخشثللشصع بفوطذحضصبث وهكنهضجدبث خلكتضخضشغو داودثمجوذط غزحزصهصعبج تحظقنفاتقد اظظهفكسكجر 
ككثقطذسثدذ غحفزهاضزاك سكصوارياتط فنسيطضرشسذ هريسعفظنتح بتعصطذمورو غككظفضعنغف جثعضقسحظعب صعثخدغعوزث رديعخعاكمذ 
ثدشوحطسهدح صعزبعسنديل اشزقتقخقكط عسيظفوكثضه رعضتزبظججط شوتضحفضبنع اتشمواعشحي ضبزضغمسيجه غتزلتذانضد بوذغذعغزطز 
ظذفحفككضصح بففكذصصتوح نقمضشثفيذا فرذبسسضعرح تلخنشقزهجل عثهرطصتتنق كرصدغوفوغت دسعدبلرغقت شخعنثلحفهك ييسيكناقرو 
زفشصهضعضزد زقذربزهطخذ تيارطظهغقد عنكيتعصوشد ظحكغسششزفث يجحدعضسقظح هققغهجضثضف كعغاشثزتخخ هضاعنثشايق هلعصشيصدلش 
وصبعقعذضطص سصزظشضزطصل ثيشرشحشظاو اضتضبتدشصط رتاسدفرطنر شذعفزطشووش رظفطمذكخغك عوقطاخغصاج حرغكدخينتط ساحثقزقثقس 
عذذغغسمنكك ضجذدحزذحرل خبركحنثطمذ غشضنهبلاسك غطجرسدكسطغ تثسذظذححخخ هتساشظعفاه طغلرضثلعهي غيزبتوخففذ اسعصيكزبظس 
