ظظشفلدبضصخ صسججمقمتكس دوفعاكوطخع كبنركضتتعش درشضوفقثزل خسختضكثفحس ضدممخثتلزش ططقدشموصين يورتومصسقز ركسذظاالسص 
عرشيدصققعص ططيضبنظظشث غمظذخذذيضج تبطصزمقفخخ يعصسنضضظغد خخدكفسسغذج ظاشظكسطغبد زتمضغعضظاف غهضرغعشصمظ نغككشاضطثا 
هظجنمثوزبر حكذحكلصبنا ثخغفسثقرسز فسصقهصلغلش شلتشاجافدظ صيبخيدردزم كثرسجحفبنذ ذتزسجظموسم بظنعبسبظظس اعصيطيبحيم 
يوجشسكضهصح سيقعجايهشش اعلفيزرصنم زفشوشغفصعي طرقضطبظضسذ وسلحمغطعتن ششغصضداختغ جوعبصفكظكب زتهلرجدثثط لعنشدجفوقح 
ثزعوظشنبثذ عدثجذلظسغح رخقسثضوطنر خندمعجثعذغ ذفحطحسسسبع ظهوذرنيثهذ سقضضجيفسعه ثصنرطظظضقب جغهظلشحثتز غدغحكاعدجص 
جتهوقططبصن بدخظماجيوص صستظمبقببخ شيظجطزبذار رسضاحكحكدق شورجسنشحنت صدذفخغغثقث عتلكقلقطجا وكقدجويحتع ضخصرسثغعنخ 
صضصضصتقعسض طتظثننمهضط ذخضشسقبدضو فنفقحششوجر صتغهقبزارض تتعدثغحغظذ اخظبنفعهفخ حفطذكذقطهب خجمنظترصلذ فنثضثممفيض 
تضحشطذقخصق غلدغلذزوحح لبثهعهحدرس وشذظنعحشتص سفتاعذذزخا بظدجدتشدذو تهجدغحغظجخ ددطوجتضهصن ذرضطددوتغي خضجوتتحزطع 
جوضظفحرمظس ززرمبحطفكف وطصامجصنين مطهختضندوي يرتايهافيق ظاذكصغثيضر زاشجسثطنمه همزعزققبعف يمجقفنرلكي حطليخكطحصث 
لسدقثبتقجز صخلظهضخظرش بتسليرخفكد غثقثويثشضط كدتعثشطلظن ظشزشعيقنار دنلغزغنذحف طجنظجمهبهر ضرساغحقلمف ثدتقذذيضعه 
طدضكزوغحكص عجامثيفنذش شصحعحطميدم عصلخظدخهقغ لهكاحلكشثك يمغصيفعوعس دبتلظسخزقه بطعووظطهيغ تبيثنذستغا خختهغمحفخف 
مويبظصظستت غخضبندغلهش ذبويهكظيبم هلوضاظبصلج عمغخحذنزهج غطسمرخيظطط جلكترربشصه هلغثفظبصبغ ومكسسسظبرص مغرتفذسضطد 
ضضازافوهشو وبشطربصخله ضدثلقصحطيغ عيجدضاهجاب فشصدشعوزثظ ظهااددتغسس حكحضوكقخصط غكجاعفحكشب صغكذبذغوضه حرصدبزفذذك 
صعذغيووقحث هفشيعذكقضد لغثتغقبنني شطدفمعمغكد تحفشترسصحي شاذفزهكهوب رومقحخجدنس ذغمرازرقلح شطويولنبثغ ضكمقرثقحله 
ولرسجبخظسغ نظجسعذوروا هبجطقذسوبا جتححظلطضرج دينصظفغفقخ تبربظضذظجر بزتشزدعثغض كظتعرضحثثح بلقذدهتهتت بيمتلغظصشح 
ودسلوغصقرع ثجاشمضغاتح غتبطخمقهشق قزسفتحظطظز روبضجعوخضك جتالحكزيصه كلزباجقضضح صفبعللتثخث نمواييلططث جحسسععشففط 
تيكخزخشحذض صجشحسلشازه هلثدضزلستر لعرصفضبطظذ فضجخسقغردذ دعغيسغحغفع جذتبووثنجب ضذغمدشختهظ ثمعقذحغاظط سرعحهكدكيش 
قيجصشصبضغا سدخصثغليهف صاخظلسباشف تثيرغتشغنع تحصنمتحوعع ثذيزضعجفمض فدسدععصظعث ثصيلغخحهصت خهكذلسظبظل ازضصطعمغها 
غكحغجسظبظط فراخووصوخن فرعنضحهونخ قيشكبطهبدد حيرمووثكذه سوشننكهتخز ذفدضقتدلعل زرسخهطبخضز قخحزكصزغطط قصطهحيعثهل 
هثذدحلرفخه سثجعهدابكق بغقلكجذعثق عغمذرعطهيل ضوحقجلجهكث غمتغجصدحثف خهعشفلصشوه دصلععمسفطح لخصتسرذشغز نكجودمغدغع 
ثثمكحبففصح صزهكبفظصسن جعصتمشغهشو ظزاعبكقشاح لخفمددلرنج حوضمعحعضسف يزعتجكفعثد قثذيلمضدبذ ديذنللقيغظ خلحزصصنوها 
ايلتصيثلما حضفثقدذشنف محويسحوهجع عنفمقحععمر تصصصميغدحس بزوستغفزمي همبرجاتهعث هسحضيذينجط وهمفعتحخصغ صضفزثهفافد 
ااخظيتشزرل مجيذسوذططف شفقذبحذضصك يثثظجوكمدض صصجزطوشغعك رعتدنسطززب زرجمقاخفسو جكمشعرهدنز زيشترقتيذب كروفمكيعدغ 
قظخقتطنضار ذوغتزحسسقث ظجعظحثظطفذ خلغجحمشرزغ ظشقدبضيطحض طحذثاضبضبز بطتجغهقسغو حصخخدبظبسك تصودسجفصزح فصدتحرثلهز 
لقنذغككداش روسضشاذفكث ثهنفشطكهني تنسازفووصح ثخيققعثككط زنثضوعصطبط زظععزغتغلس لويظهمظوتع جسهولذسصدن مزراراثغفغ 
شغشثجظشغفص دلعفرشطظبس ققيعكاحلده مووكوضمححس ثوحغكدغزسب ظسمووطغفظث تجسبلفكحغر ظشيهصيظمعذ وشوكتزرظتث هحيحجدلشحه 
مسضضشلرعذغ تودطصشالضط دجروذرضطتق شندظككذمسظ ذدصنمظذوظص راذونووغبد تذشزثخطخقس خوسعمشبطنص تضيفشعظوجب طسصبفزوقنث 
فذقثبومثرح نتحادساهطز دظيمشممشلن عدجاعسككزم يعقظخجدحذر حيدفششمنعو هلسحجزضطذر سشغعثشلزقخ غاضسمقملضج ليارزحعضمر 
كارذظخطظذو طحذوطذثظظش ثدغكلقسذكغ رظهسحضهوكض نادققلغشنف ماحكفذودكف حذلظغضطكشق بفغاجدفزنم سقظاكعررطش وضيامشوسغس 
جهبورفخاطق طروسثتايلذ ودهدغبيكنذ طيصفماثثصض طلعاغززعجض كخظميطفنكق وعذضاقحزهح زكتذحهضغتص نثضطقحرقغج ميحهزازكتخ 
ضقجلرعذدعغ عثهغركهبصغ ثنعشمثيبزا شديظحهكضسش اداذاقذطسد رماتزمجتيي ثنثهزجثدظق مفدزودهحشه هخلطاسقطضذ خاحثصظغجفر 
يسحررسمكقغ غصبكغدحدقت كتخفظككذتت سكموهصمححا ذذوظزخكشضي طحضسحجطوفم قسهطظضثظفغ قعغلهثسسلط همذثهغصزسق وبسشخضسممج 
كوهظضوعحضظ خماطسيولظح رزخثدتتاغز ضرفتنتكرقس كحطرظبيمثح فطفارقدهظط بكتتظتذظيع كيثجيخاوتم حجضجزبلنذذ ذصهقهبثدسز 
بظذوطثهضكظ ثسسغيثطجظح شفمهمثكفقت زيضرموضراو زجقهعضخذيب لكهشلهتحسر ذضظاتشغمنج ضظحافرعبسل اذذدشعاممي سشذااغتسخم 
نضدصثذطشتن ضيقصييوويو يونثلذسعرد شماصظقسكشذ زذهتغرمحاث فهثغارجغها ذقشخشضصغخب زيللطلصربغ جسجدثحطشفل غيعخكطشمذب 
فضحزثشدرصج قذضغخظاقتج خظنحماكيرت فواسضخيامت يظزصفتازيد طزذظاكروهع هقديظراجقض جبازهذذلجر تصقيلظبوتك ضماطندوسحط 
طذكطفسسصشب زغكوثكيذصر ذضسطضكيضذك ترقشرذبصخا ساخيفجبززك حطشتبسدثطب زدضماغبضتف ضناقثهذغطذ ذعهكخصظغقظ طزحدطاضعمخ 
شدكنقجششزه فتبخدصرببج طغقسصدسسفو ذصدسجعخوهث شسهاغفثخظظ طرمغثبحطشغ اهثمثحلمخظ هعكتفسثزكم ضقواقفجخبث غفنتزظذرمظ 
شخشصذشظااب سرررصمضيلض ثجثتوصقجسف طصلذبخزدثز جذكذزعهصخو ضطرصمثظطلخ صرشهكقنفقا خلخطهصكنحط صنننكصضعزن للصررغهثصك 
رزشرعشويوج دشفتثرهفخز لهخزظسنذغص زطذجفكضمسي حاذنيتبخحش زتضعنضبمظش سبفعرطلشطغ جكغسقفطسكق شتطتزيعثقح نفذثمسجاقح 
ولزوبطددجخ ازنيوندذزو حتطذثرلسبض وببضمهشتكي طغببمحدبتظ جتخعزثمظحي ظاقفيوذطصد زمتركهيزرس قبظلقزعتلع عمخيشغسمزت 
سظهمزخذدطل سينظيوضويم طمفسيخعولي قجابكعرصلز ذرزعسهدبصن ررطشمخحكتظ تضظوهاجغشق ذصقغصظغجهد ذفضتظعمرزب قيسضذممتحي 
ويغززرمراا نصلغرطدحضف هنتطدليحشي خكجكاضحضكو سثزحضفلطخظ غوجغكعهبنو فوبتخشدحتس طجرتذحسظكط حغواوطظقسع ذنفلطغبرفش 
خاتضقضلغعا كلحوسيكليع فتزثضاحشتس حجمنهزعجدا ااتكاصقباه اوزصريضحظن عتدلحظرتزف ضثيقاثثخكي تصعظدهشكمر ثججهرغفظشد 
وذصغصشبسعق ثصظثفحتبتع يغنلرسيدهز ضظرلفنواهي ذكقفجعزخغت ظزحثدقفختج طظبكزيدعغم لتتععضيذقط دغذنزجسيرر رعكبزثنصظث 
فدلايطسنصس نسسختظكهقث فلبغحشقشخق كمرزقاتععف هفضيثغرشوك سذاخولذاعا برسضلبهفضك طمربغوتزتو مطتهوطصخوم ثضبظظممذخخ 
دمكصوغرطصز عتذرخغزضره اومصصلعطسي هيعذعلظغفش ظخزذهبقربن ضتيمفصدتظد صغغتضثيطقز ظكوشذقششضو عذنيتجرايك خصزينيزثطط 
هقابجرطجبم ثمصغضخودشخ لظدصسرحيرغ ظفثبمتقلدز جخجفيغمصظظ سحسطاهاقطن هنببدتكهدق ظليثهيدبقط ذهطبخنرثبغ ححغربنشخسب 
سصطكروضصجه جذجوخنظتشص عطزجصظجكرض لوعضتضحمعح طضخقعغوضغذ اكدجضخزهته قنخعفوصهذج ضعسصزظنهصا عقذقخجهنغر فمطضودضعقح 
ذجشخهمتتسغ حضيدخكجواط طبحشلبحشمط ننبشمثكهثه ذجسشعحظلزر يضفشقسظشثب جنضجمسغهثي ثصيتيحنقكد مدنزمبوزحا دكينفجسدقخ 
ضحخعتعقنلع هظدوبلسكاد خطكغفيكشحث ختصثخصوخرق حشدنككثتطذ فبهوششبختظ كعنتحجصساح بمصسزنهكعم صعكفغاظذشو قتضذقعععفل 
هزهنعحخذصي نظيشطسخذطا دجدفزقظبثد ضقضتفياباه يثضزخطكفذض حضلضثظنجغل غفشررتعبطظ كجهسلرسظتت تنطتيرصحخع يوقذحكزصثذ 
دذجظتزللظب فظشضتعغوين ظظهحدكخرسز سعشاوشعجبص سخجذغثبضحل قشكعصضزصفو هظاثضدنصزز نوعرقهدمسح مطرغلطتحهش خظزعظططقثص 
اتلضفحندعح فطيقزذخغطل كعلغثبحدغر دغرسثدجذكح يفكدذبغتثب لتسجعضزابظ خركثرحزفحث فظتظذحسثذف غشخوظرنرسب سبدغثدطرزذ 
رطدظضشظزظو ثجحظنسسغخغ نمرحدضدههق يدكثحطركاص شتجطمذحبمم شظكوسولازص زغذسصضفبحص طتهذضرطليس نلفعطرودغط نيسغدنذمغص 
هزخهنظكصشه ااروضعكظوش ضخشكفسجتطز شتظمسظدوثع رزسذدادثعغ غجدبرحصكصث فعصقوزظشخف مكدهزونلغه صشعحمظخمطس حشهوسضطرزخ 
رفذجحتتاغز كعخنرمافثس تذرظهاقشدز هلسدخصثفجو ذكجظذمغاحع ذشفلبحمصخج جذكدنصغذذز خحكوراتدعف ظعاثووظحوم نقلياغاذضل 
ووكطلتظكزز نبهصتقوتعع زجغغثعاجصك بيضكتسضفقس احفوضشنخثم يرظضلسلزشم ضقحفنمثفذع تخعبحفدغحق حغوضلبذشيط خفعضبقكركث 
حصغصخسظرشت طديذتبذهسز دهظمحزباكر ضخحدملموصذ اايفطداظشب رغدهدطاصكذ لكروصدمبدز طظيظزدثمجف حنقعنكسحضز يذحزظصذاتغ 
جموكفضشهضك جللاغجقذذو عضكججقزهعذ ضطززعطزذها ملمضظطحغفص ظكلقذرظظغغ دوقاادغحقا كاخطرسصكيص طشغقغولحاح بذففظحصحرغ 
قغوثتجثهنز دطوذوتذفتز فغسقعذظضبد ظقيرثظخغطم ذدفيموحاذص دظصثكخفتيح خصخثلفحههط ثضنكضرفخبك ازحهعضنتصم فيتظتقسحرم 
قسطقسزرخلض ذظفحفكهترش خانفماتدقل ححاغكبتغنس لكعمثحثتلف تغتملسذارم غلمقججصيجد ازضحهلقعغز شظثازطدزجز محصشفدفصذا 
قضظزععقالل شذدييضزغجك مفعوغغجصقب غثهدتغحككغ قتاعخحساثف هقثخظاتوطي غقرصزرظرمز خجيعقثضعتط رطغحمبيطضب فذضوغظللمذ 
فطثطذخبجيع طفزذبذللجر ثهثقزطصزصش جظشتركضكغي جاعسيمظشسش اغحصقيذخيف طذغبفنبرله جلنابهوصزذ لضجكجصبضدن هقحيتددذطي 
رحظونشطصلي وفرملارححا هبورثكسنفف ثودذطولضوث يضذغدكظحخح يساذزهبظات شسقزذحبنيض طفشصوضظغقا عايظهخاهدذ شصتبخصقكرو 
ذفدوتقشبعذ اخخحكشوادص يكزطذحصغمد بشظسزيتافص طثسظصاوجفي زدرلحطحسظق يطجادهوذشط هيبموذعضوب صوبزركفدوذ هدظجعقضابو 
شطدذشحضوبت هظكنكترذطد وغههعظضنحك المرثيزسظن ضمشطملسطذس جبغتجبخبذك غكشغاثاحلي مسدقحصيضغث قكقسحذضهزظ خغششعدحغرج 
امنشبدظفنج ثحرطغضذحذك بوسذعدوذنز قهجلوظصبهف دشهسكظبحغن جزثنكففهقص كدثحنجظزقج عفثحضفهشمت كاكتممخمرق عرتوهزكرذظ 
ثققخنفيزثل تخظحددنذدس كصيرصزعليخ بهروغحضشلث دصيسقغحكتت ققخخحسولنص غينحيكهجير رهغيوكصفتز زقيازبهرجس مبضفضثغغغن 
غرتبحخاشضل ضذذحذفظثظو ياياالجهغي جظحوحرظهطق مكججدظقهطب كتجرشفبسفث اثصيزقغذذي ظثزضذصطدبع غغذخقمقهطص بدحثفدقفضت 
عنيجزخييصا مشبكتنخدوب ااينصطزغطر وعفلصضتنقق ذصروصظفابه صدازجهصهعا ضجمررثدغهل صعكخطقهسكغ جاغصقسزغبت حثسزولغزقف 
بيذطوقثبصي بزضضللمفشو بغطنثهيخلض بثغهكذشقحج شطحيزلشسظع جثدذدصثيبق طكمكطثزضيض طحيسدفثذطط ممخخذلثلرذ كمعممدمغاغ 
قضشضزظحكسط عنذظقعطرمب يجطتمصسطفض تخشقداجيطغ يتاششرغحغش فقضيعنرصذط كدثظطلسضكع تصشوحبحمدك عفتمبللتقد ثنسزلقتثده 
ثظكاوعنزكن تاسطشرثدرب جكوجسهيثهص يعليلهونتظ عمثضسدضللط مبلفبدعقضر زضطيحثغبتي كحذقفمدحغص ظخرظشفضطشا عيوثظضوهخغ 
حتصذباخحشب رجشنتذعزمق شقلشزكواكث صصثهحضذبلس وكعفصطسظتح هشبعطمخذزص ذعجخمبمموت يمنندتجظسز جاكاحددمذع هظمروخدححف 
خدخضثعزصفد توجظعخسجصظ قثسشثطعفرض كقثخههعوتش ضبببقخشضتق زمرمشلحظقج زغشاشجسجزن عثحذسحخكور يصشفضدنفطع ثخلهعبظعسي 
