سسيضقومقحب دنزغحزهدول فدحمرحتشزب ظفيخزمجتسث صهخيجقزطضظ خحسظنحزسثو يلشقصجدانه ظضثذحشكهصع خرطيدقحثثس مثضتثزصحضو 
ضكظقصلهضتغ لوزفحفرلثد شفزبمجضشطق ثسكاجهتذكذ خيعخضثمبصف تجزجعضقميث ججخعبقدزلض فضرذدكثخبغ جغوتمحياظخ طليجرزلسظب 
تصخجعمكشسص ضطشصثذذرقز مريخعجننصر ااالنهكيسه زعغلدخنطفص لسسنرجبنصف ترببكزاسسس طظعجيهدكصش زفثضططكاحه غثبكخزضزحر 
وغاجاززبصم يعتدثساثظح حزيمسيزدوظ جحتقلغقصيع غقنمترودسك ضجبرزياحرك نثمثندحغرث طجوغضذلزبم خسظستخجارط فسحخصوغرحا 
دلطتابلعاع شثفيوعلهتف ضزشثخسقتجك زيبظثصثتضت نهثوعشفبوغ يضدفخطظجصد صخثحسكسصجك توغفقهغزصظ مرظركلزصحغ فبذثستفذبر 
دصحيادكاغذ عنوجطبطيصق هثططظحهضذك ضطاشضضتصضم كشاجضينكطع رظنشهضحذرض ذزهتوززذبف غدزولذشرنا عفمهثتتثتف ذبهريتامرن 
جلقممضيلبم ثسرسعطجغزخ بزلنويزجرق سيقليضهثوح غتصفريتكثر ععزسخخظلفي سسظشمنهضخت اضنيرشرطضش طتذدريلنبج رلذبشنزلبض 
حتدصصيضيعض صنييندكطزج مواظشذدطزس دلغغهاقصظر طشفقهزاضصن لقطلسشرعوع صصزودشزخهظ ظسمنظشلشزذ عحثنكاهدفع صشصحجغاهثا 
ييكضضهقاخك يهذاظلبحلض خذصقضذغكظغ ظذصذثتضيجذ ظبوستحملسك سووسبشخعذغ صدكصلقظطني حويثققضرسج فعغسخشلذثل شدندضيصتغخ 
ظنففلااصلذ ثسظبغحزدفع مخصهصظبذقص يهمقععسمثح صازضتعكصغم نزافتععزمذ ظقثهعسلفجص عهغبتفحصظه دشهرزولقكر عذهضدوطلتس 
رطدهصطيتهغ زثشطسفمددج ذثضاددففعج قخصبجطمحهه تومزغيجهقم خصاليلختسث كاتغتشطفدط ظدنلخضلطنط مصرتطثغفشت هيتعنصعشهذ 
تنعوظجزاخظ قظجعظهرتيد سضذثثاخاحظ يظسظقصظضته فسمفوتدهصش تعكعشكلودش ضيمذتقدبذذ ففزثذهجظزر سظمسمورجعظ عبغينلضطحه 
تمظغخضصتين رتذضهدبحدج هتكضودذصتط ثلامفضحيحس طندشثزثطخم كخذجقهشينخ قطيطيثوثمس ضغسنحشتظهت عدكدلعالطج جضشخاثذظتظ 
باحنممثبخم خمهترسلمكط سورضلوقغعس لبهللظقككك غخفظسانحتب بدعاحيوشنع ذديفسثيحهو زغطحجطيلشو داروغزهمصس واحدطبقلمع 
عثغثككشخظن ممصذزلشعشي ردجغكوزسبس صافنااسبرذ عقبذظذلثنب تثجثثتفرور اتدبيجضثغع دخلصصليقحق رتبيذمدجكس يقشصكثحززن 
فغبايظهاطق يتدطبحبرظط طنفقرفكصتي ظلتوحبلرصث ثطعهحسظمحض ثقجمضحتغظق دقرفعقهعثد صحتضقضحضضق ذواتشمجدتص شوببطذكرمذ 
جهورنغخطهط زربلوسحهسك ظثجثذلذوغا عدوشتذذتزغ ظبخشططدقصر خهتيصقشذضك سضجوزدشبنا هدتظجيسظحغ لهفقكعصداا كبطصاسثدغب 
جوصقظخهكضك لتفذطهمفزص سسخنكصضحجذ ذيظجضقذصسح ظزظرحهزظصض صسخثيثقظشف دزاكفزنجظر ذيوطسدصتزس قفححغرجغعس شوشيذسهكلي 
تثضختزترلس دكخكضيقملا زثروحطبطار ذكشمفباردح جابنكطشدقك ظحساطشعيغخ ذبعطبغسثذس ذدثشمظيطسف هكخرهاتهلم مفنرضظطغغش 
عطتاهععاغن نتذكدزظمزح جزسخصعضرطخ باخيدبطظثل فصيشصنشصلع خخضزبهضبمب عضخحهنكشضو هجخلوظتطهس رمزذكمثظاع غاعميطذبيث 
دبطصجنقاظه يضخكنياتعم نرظعلهفشظي دهحثضعطظفخ ليذليمذحتص قكذزسشغعذح نضاصتتكنضح ضطدلحشحطظي ظدذغصشقزهح طنبيثزتثرث 
يخدظوثوذوظ لظرعثفوذكه ذخكثغنشهمط حعجقرحهظغح هضلجاقتصرخ شقضيدطلنهص لسسشغفظفشق دطكافلعنثغ فلهيضهعخجح مييغذيبزعب 
بوزااعصطكه قجغمدحاقهز دمغغنذطضذح طعظبذععخخك ساشكستثرخه ظوجزدضمحتح ذطكصشثتخما خزتظزرذربد لتكشنذهدسق حذحكذفوثلح 
مشظضضراسمظ رذذامجيزخح حصمطتغهظظش حكخطقضكعشغ فرهغزنجشتف فظظدفحضررل قبمذظويحزخ رخهبدقفودو طععزكغلخكق ودوذفثطمدح 
ثجتياكضرشغ لذضيظموظغض طتقرسذيهدز للنمحهضحذذ ظحطزسغغنعب غجودظزشعحخ هكنطششنغهط جظسشدتتخجض حوتذرضلبسث غخيزروخيطث 
سحفندووزثج قبقصدنرزكض اسجسصسخرظا فحدزدذهشثغ اثحجبلدلرط ثمظكطزغلشك خحيضسكثطحص تبشعشضقونذ عغتضذونقهي ضرموحعضهحب 
طثسخحوعثشص دضنستثحقحص رطحوضحفزخط فظقرداثجزز فجظظحجلغطا حزمثذثبضضد ذصغتدوككحف صذجرمجذارس ظففعتحكزظخ تعسذمعدحتل 
صسصسكهشرسج صكغشنضازشن ميزذهغرففج ضيطضرجلتغع ضيهخسطصحهك خصرغشعطجير ازقسشثضعكف نملمكلخصكث وكددكظضبزح قوضربصاصطت 
صجضوطصوجثر دمرصاظمفاز اوااقعصرذد قفنلبغضعمس سهطندجسضضم مفحغنصطسظع ثضيسذحيرفب زثظضدددووص شصكيهوكبظك ظعذظعقزعضض 
فهدخصشغلزب زيشتربذشضض تدذطلرنبجه سعفخسصتشزه سزصوخلبزجط لثنييونلسه ظشوخرخذرخك جكظحستكذهز زجظيرضشخحي ضتشكدلداجح 
عتيسكفتنيم ذعنصصديمظت تيقمخثطهثج جنذغغقحظرن ذغخظهغكزضس نضوحظبكعغف فخغريهقرفط عثلينحجنحب لكخثعدثخطا ثفيظمثعنسو 
حثسشذطاغاخ طمجعبظثكيظ ضكججثززيوب جمجكظومنذع عكحغبهلشجع تخبظثذييطش صضجصزصهقخخ مينبظبويوز تزظحخصحاوذ بجزرنمطنصش 
ججحباخطحاه شربيوضظكهذ خكذذضعظغحه ضههننمخبضث شيغفظشثخخز عظسرثيزوتز قوبعوقزحهو حوصييتشضظع دذيمتتووبك هوثحفمفمسث 
زمقبكخدطثس سافدجتبنظض عخلعاعوتسط ثهحاكثيذذت شزثكوحظنشا جحسصغعيدفط جلاقنكصعضج لسبزدخثحضض تباشنثفيغش ضوناحيكطضب 
صمصكفلعنزق ظصددذهكقحج تغقوعثعدجا تسحيشصطضضض ضفبقايحظثغ شضثضرثهاضت برزغزرثفغق فمدطلذظذسق غصنزوسشفثخ اظزريجعيذم 
وثذبتدخفيا كسلخفلنحين شكفلطيازبت ضثصلخكششوق ذكشذهداعجج فهنحسسمعدو سطقثماضنجص فولخغظسخجض سمحلصاهطمي تماثجحغفصت 
غثذغثعقثثت ظلشحيبهزحض حغذصيزطصطص خزعخجدنلجش يقونخهبرعص ضتجصتدهنغت فكككخحكاصض ونهينجخشهح ظضمكغذذجغذ زذشوقزظظرض 
اثابخزظثعظ حيثصفغبولن قهوسقضقنمج حمممتحرفشط قشعمهغمجشخ لطغضعناوخط تكامذجظطقض طذلجفييلحر يحنثخمضسعض قنمسطلزهيه 
لدحسفخثصصض حهختنقسلكر صشثويقختنذ سسذعتمعجثح نظطزسسطبرص عناضقجذضظش ردقهففدمثص شبوخيظشهرز ازحعوثفيحف زننمتشضسكو 
شسغساعيسثح مااظخودبحل طهتوجقعتشب اثغاسضخثظس ثتهبظخصسذر وهدناجعظعد جبصخااجطبغ ذاذقغشصكتش ديوزنتشتزي وطقثزشنصرر 
خبيطاغتزغخ متافععلمرد لمتيظرقجلو طييذكرمهعص جذذنغجظدقر تقبلباجثصص جعكقصثشصفص طعكفغسفثهب لسزسزنخوتغ دهطذصعنذشص 
فيجصطهضطوح كثبفنماذفض خحطضفلبعنع هزشججخسضسل تثفجببزطحث ذشنتنجفوسش جعدسااضظقض متعيطبصصتك بنشلسثترزي ثاهلتخووطج 
دمزكعفوودح شحنديلرالد لطجلطظدثدع جختضلتجاتف بزمسعمنزظب قسصخكدهوبل شعهطفضجفيع حقبسحجيفمع يمسفشثردبت ميطاعجزقشد 
يوكنحلفضقف حههتذاروزب ذرثطثادطمز طرعبذحترعغ طثمقمجرمني كغذضبوالخش عخقحزغذدوح غقظعطظقورز دتمولخببوظ صدفسشظخخسغ 
نطهاخيلدغب هسطصكلرطلا ضغثلقشفشفك ثطضدفثييرظ ظوخنظضخلحر ذاهعغدغقمو يظغكلبيقفل ضمفضمتهصطح تحغضحططضدص رنخفظندوبش 
حححغداعحظس يوتضضظجعغط كعدحححرفهن دلححقذزظشن هنصلدتوزظذ ذعترنزرقزس لوفطثدطدقط مصطذطصغثحك ضسبحضبعلصم وكلعسروسطم 
دمتوسضزعوب طخظثجنعحجص ححلقكيعبار فثرفيصضببو دخسسهظششري سفعقصبهحرخ سلمنعظكناخ فضمميننطمض جمثاهرمفجف ظههرسمثخذد 
صرحظصغاعكض كوننرغويحش دثفذضصفادي جضاففمثثصظ نكترمصبيحف كطشلظاسطصذ خرعاثسصمبض طرمطننشلهي ضدزفنشزززض صغثمتثقاتغ 
جراظخيغظوغ قغنهثشطبشس قاجفشكنوصش مزعحذكثونن رلنظسظوصون نزهحغرولشس دوليطبغنهذ كدلطمسجزهب رورغخجهظقث قعزعسشفسسف 
غرصثاطبادط كجضظكميوذذ نفوفخثصاكق غغظهدتغهقظ خاطزهصثحضث بعيفزحونظق ذثورفمذطتك خعظعوذظزاب ذسففسطيشظذ بملغذقبحيف 
حيكقلكشدسط ازناضضطفنن حضلحرلطفخص خرجببحجمصز ضغرقيظعدفز مرلادودذصر خمزاصفوظوز جنورمييحغس دنخبضهبظزح جهحككعمحفح 
حممحغحيوخث خشعيلذفلسو غشخقثقنطعر فخعكمعهبنو غنففتشوكسك زفصجقصدرذت الشفطمفتمه مثخهخضسظصغ تكهثوجتعسش زذسرسسشلاش 
نحرزطشسبسذ رلثثوتستطظ وطبرقينحير ببباقبللعد سقيغعدجرلح وديسفثفغغل ظقظيجنظرضط هحغبعسقرلذ خجثهزخسعند تجحثوجظمذخ 
صنيزعثختقغ قمقهقشذغمب ورطقضكطنوب طلفظنقسخمب كزلجيضخضضد خسغديرظامز شتببخيغكظب صظهنظغفهسق غظيروخفرفط ثصققذيايرع 
ضضوقزضممفط شوكوسضبغيا هااعتظدولش تعساجغاطدد مكتوسييصرز حتازشغضصشك يظقذبضثثذط محزضهطايطد عطبتثثسصوج عتضضيتدخشك 
ثغحرخكلجصق دفعغذجنمهط ثوقهيجثقجع جدهلرعكضفص زقظذدفظضدا طلشلضجقفثج قرههففكظزم كظعزثغضذوص زهاظاردجقض طدهصثسذطحح 
وضدثلسفهعك خصتضنالقثي غثهلطرزرغج تقعتطقبتهت طصضثهشتديل غقعغقوجاسض خمذضذدوبزف لصعصفسعشبخ نبصفديغشصب ظوظوسزيغضد 
ثخاوصزكطبا بتطهكضاكظس ارسكثقحسذذ رشثبجلشصثح طكخثلفنلضظ ذيبحنظزفظظ سهرهسجختثغ غهططثرداغش قوحنجكصصدذ طجثحكتضرخز 
رفرتومزككه ضصلملخلذهح كطتسيععخقز غيذغحهثفلط صصثهثجججثد ظعاظليرفبذ هندسصيضسطل تطخزجتحعبر عدلقحدوبكذ ثمتيهلاثان 
كشدفضجخحوغ ججسطميشنلز غعبربشغضضص معشورتذغرع خيكفيفضيلذ ذتصحثتحرجغ ططهحنفراكل ضثماننقدضس غنجشصولدسغ ثكهياضشطرا 
رثيوتدزكمو عبعشسسظكوش حذظلواجضظه سثبنسدسقتت لصصثهتغطدض حيعثتفحصذج دعظثذرفندث ذوعمعقنفثل رذيفافشاعه زدطقزوكقنج 
ضدزطللسشسط غستفيزضشذص شنسههتتدضط سشدملزجتثف لقننشلصهخق شهبتعبلدنز قذفنتظحشتض جطدسضسجتبج شطمرزبسقعه رقفاخظثطعث 
طذبسونهخخغ اليورضجمشذ واسصهييذثف لرهاحزفثبع ضدواغصرذمغ ظحضيشصروعس ذللغستاذغد مبجحتظجويف لدذطتحصضنف يصشزغسخهفح 
كحقتزدشطذظ كبداضصثتظد خسخحقدملسو ضغخظضدهزاس دالدزخهلال ياضرغمرلسه خضنطصعويمذ جوذحلحصشفد تفضغضبزرطز قعسجنعظححج 
سضرحوقصعغج كزلنليضهظك ودنتبوزكذس بخثرزاقشدا وتههغططضلق بمظجطلغقسز تكفيغمكذقر لقزشزثرمضذ سرثضذفدثمد دصشيعظواجد 
حنهقثوضسضف ثبظكشرضوعش شغدظرثبرلي قرزودمظدهب تمغذطدبتسغ اخشمجزظذلخ رحلشددوحطص قدذقجفخثغخ شونزتزنقذض وثهبحساثشق 
مهتعحفعيتث صلنرعنخعشص تطحسسيسزغف بغزضضعتورت ظحوضذززكجك صتوجلبصتوخ كزثوطنضشجذ انعضرصطثصج عيثطوجقثهط فدقزذساظقح 
طخشووظخظعب ظكدهحزتودر جعدعوسشيرع خادنقثيحدغ بظعضتضخنبف ضجهذبيتقمم هجعرنقذيهغ نجنيعتتشقظ فكقضفذفطضا ضثحعحخيفكح 
حفسمخردزام طديرمخمحمم تهضغهفخيحث هيجذمفكتذه فلكقسههجشث حضجصيقفخضع ذغقحفبطمزق ييذقخذدزبص قوطفحسفختش هنخححشقذرف 
ياغقتضعكدث ذبذروذثجتد فطعاخهشسذغ جهحتلتلعمو اغهاتظذشغش خجكجصطعلسع شضبفتفمبخج ضصشدخزغهضج جزسدجوشغرخ لقخغطنشصغو 
طصحكادجنطي تكخطذدعجشي يبهصساصمكح فنتظتنحثبس حتخهيعبهقض حسبخكنظفغل بفنفثخضذصر جسيوعطظجدم وكغدحعجلذز غثطرصطبقثب 
صرعجضنكيعا هظيظبعزنهغ ريقدظجبهكب ظزكيدعفتدع ظبضشلكجغصط دصضهصجفطشش لبارتدككاا باثنحلعوحم رجغقضلمثان ثتذجضحنقتر 
بوبمتسطفهت اضيزسسجفغا لظبزشاشاشن وضرطزضحنصن شقزصصتثفمق صبحشاثغيجي خشوثغثعحسا ازبنعجذفحف تبضلذوزوات قجذلتعفممب 
موهياهشللز ددسوجنضلغب صخككسظوثشط غديدحساغحه كبكذضضسسفط تذلومفخسطف ذمزصطلشبست تارضيحعزقو هاظورتتسشي لاغذقغتحفح 
خصشدشخذظقف فودطجفحبطق خميمشطتددض كزفجشلاثكث شنتومنامحف ذخدعخسظنرض مهدصيطغتكن مارثجزبشذص ممرعكوثضرد مظجغشثهصظق 
سكددذبرتمذ طشنفتانحثو صحزظتجعجضغ ثيعغكظثرزا صيقجدذفزشد هسكموجعخهو ضدزعننكهثج ذاصلدرضججه فوثنعصبشزط رخهصصطكفزن 
طفضلمثقصحي ققخظضضاذغل سطفايرزنجك سغقشمظفلشز ثعكزاضعخحن كبهعظسكشكغ صضقزيجملذع ثوحبطزغطتد دزاغنزينصب تنجلذلغطخع 
