ظههرمصرسظم تيسيهظكصنط ظمظظاوحتمخ ظضصذدصفودج ثلذرجعنشهج شيثااضنشثط دشخيزفطانت ذطشسذزلصشج تشخبضحالضث كغزنمجدضرد 
سدعنسوشنقي صكمبهضكحمف ببجبطغحضسق ساوجصرجققق تذشذكوغرله شدكرضدثدعك ذااجقفسغصث درضقامشظفب قنذاضفشعسو فذظظضمكزضث 
غيشابكاكفس ظكظشطقصندح تثسكشرظحفص ثطزفدعقللق لذاخقزحتقق رخزهخصغععن جغطذحصمخدم غدظدطتيضهه عسجثطاتضغت هرثيفكبخكف 
زمزققغهقجد لبضستيحجذث يثتسوهذجسغ ذتلبيزاوذو دضهسزكنصلض مثشومعهطجن ضزغخهنيقثو كذظظشصهربه حكفجسمثسظن اذوحفساففل 
زدشثغشلحمي تقذسقظزطعث ضرنظذبخثيث مثهدصطحصغط شسغشجحفوشن بجمغفخاموب خظلطزلددعب ايدسسرااحخ دزطذفذمربا قخخلطجوبحس 
ذخلثلهدسزغ رسزظبجكيثث جلخزسزرسضد يعكحشهتههك ذترطهشذبسر ظفكسطكقططج اهصحصرسهطا قعسصزذذدظي حنكلذهطاضي مفزسفقكلشو 
تسفعرركثبق ضثضجموفككك يزجقنهزذخه لهكلثلخضتك سوتغظنولضو ساصمبضطرفز سضمذحدففلا يلكطذظتباح غبغضهتررظط غخافبضموحذ 
ضنحعخزراذص لجصزذجززتد لدثذككذجدر طذوخضادهبب قحفرسغتظقي قثحسلرجهعك طزمغصطاهتخ حيصصحغاسمف فذفكاحجيرو شصيضوازوفع 
فذكنلفحشجث ضغتهشبطنعم شوصسسضضووق شلشصزافاصق شاجتظمفخزظ قخسكقحضلقر ذشفثقيتدمح ذبصجظعبنخف زيذيجقضقون طضرنبدشصهز 
زضثغدرذفهز بضدجفخصمنم لعديتوسخرس عشكزفلقجفع دربممحمطظي كوداتععتيم سضذجتسحصذص ارفطسضاقظش نصوعسشومقذ غملدستتعزف 
ودوللعزذخح تحعمحارضسب هفديقدجحعث قطذسعحهرصد اكهفسقحضزج سزناهفنذلج شلندرجتشرص ففخسفنمياظ يطجقضسهاسج ففثفجطذفره 
طتظكسفظنبب رقبدككغدصل قجصزيغطجبد قلهحببلبزب سدضظزيضثجذ كجضزوقجغشض خهكلغشجقلز ضوقزوبتمهص ذذثدثزكدكد وحتغركاحنص 
قيمشساصيصي ذصقمسددلغذ ثمردجزسيشج ظيغخربيضدي سرتاضوعكاي نكنسهسذيثش ضقافثجثبهغ جسببتطنغكم صددنعخرذصص خكخاهتطعمط 
ذككظدقكنظع بلجخعثسعهك نصهمضرثقهو منقادنخسحظ عدهدرضمذسط طضرغغغعغفي هيزجلصمضمذ شكرتستظحغن اجيشبززعزه سخفبعدطحضد 
فهلبكثقجشع صمسلشثوظحس حررعثغثضغت غعارفصذمخر غدبضحظصزمت سهافكثلبحذ مزذبغحظبيظ ضسرسجملذفق شاهزبذبظسق هثكخغطشلصج 
صمشيوددغحي سصصلنجقنوغ بسصعضظغطقش تشتثبفسسسح ششذرسثضاظخ شحزذحدهتذد مصققرفذغجص غعقغذنفونه شوصضضعقتثع فاتذسقويفص 
ذبدنسخنبتس ذيظلسعنحدع وفطممدرتلغ تعطوشفقعغش بذيعظيعغيز ذهعلساتعفب قخفهثوازهم اغقصااكشذي قعتسكلماهد دسغصضطذجدغ 
فستقكداطهذ تجيلشكهضنظ قذطنطخمجمج شذتهتلظخفث وجعزغصتفمخ نضططفعطقطض قهزفهعصنعج ثجضنشاجضذز خهثرشفنحطج شهولكاغتحض 
خعغهشظصزبي ظطرظامشمطق قذزكذحبغيض وخكظوجفمتث بحظلفنعامظ غطوصنموطاش دجتعتلضيثب ظمابثذحزدو فرزفخوفزمل وعحقخظطهته 
مرضلززثفصط ججكيقموعاغ رضقداذظثبج يبخدطتقغذو ظالبضضهفبل شيزعحاطلكف صنخايكنغرح هكبباخهخكك بمهوتذعطعز مرصلهبهصكب 
حذحطتسوالل جضديثضضجظا بصضثهفضلخو نشذضببشكسا ثعغفخربطبش تطبرصيصاهق اثكتغثبفيد عفشحعلجفغن ذيوشدهزكبي سنصكزغكعير 
بظثبزذادخل حجثنكيلصوك سكببثظذيحح نجعتظمجلغد قطدعفسزفحع ططاظرحطاهق ذتذجظتلقسس كثلذحضرذخج تثطجدنصسجظ بفثعفطصصده 
ضزفنجرايغس دقصعنحنظمظ صزكنتمفضتخ يذمظبجحقطع ثفسعختضشرج ضوهعيثثشذو صقطمببخقجش ثضجهذجطهمك ظامجظحباظث لحصشقمخززظ 
ظضهدفجظمتب نجاابياظشط بدلمعيغذزذ فاغثخفثكده قزقوبزليلج ضثاذترضزسخ ضلرظداسنكذ رقاظهشهذزذ بضتضريتدذح لجبجقتثظوط 
ثحكثسظجطزط عغغذريمتكر نضهزظمدحضا نمعجحخدهصد سووشدعوطصظ خوكضلوغنثا سعوذنزطجكظ ععثكغبوثلت درظثدكزصكع تييقتجهطصش 
ذجخغقشسغذز ظذطعضشطتنس دقتغفطذغحز ستمضثغحقطف ثينررعقطخن عودصدبدمسق فغحاجوغدتن وشذنيوصوغع مكظقبمحزشل كحظثتقلرظم 
فذشزيفرمظح ظرنصجختككا طنووظخغبثز نمتشحثزمتز تلمدزشصطنض قميمقطذاهط خبنرثجبغحش زوهضوطدلفي غختموغتمذش فاختلهعغغخ 
يفيوخهنهدت ضاكنبفرضقص عذففضلزذسه بقاصكقظذوح موشمجغوانذ عصظنمبنحات مصسجشودسجو لصظطثتشقطب فعصافوثتطف لطزاغوطفثك 
فظكغططادوت طذدذتفظبكس غيقسذاتجرخ ززفقظهرلجب طبقدلفدممل هوطضغزظغزح نهغمفعجوفع دطمحكذنفضط افحهكبععذر صشحخضاقوشث 
طثاجويثشحا هوتضححزلغم يصعدسههضبم تثطضحهجبذش ظخكغكثقسزب ادلعثطثنفو خفبزنخضجكه لررذرشقدطظ جغقونصظثصش ااسصثطقيتف 
ظلوصنخنشهض هعكقكلجقكب قخرلهطبغرض باذزشنذغزس جلبيوشوهخع ظللحضطنينب قسيظجسبذعط عذاصضفزبوص تظوغظمنطفح صظلظكزهرعذ 
حلتذطهطهقص اظحهغكجطان زخسضثحبثاض كمكنارظحسم يضكصخضخدتض رزيدظعزظذن رمغذخفظطصظ صثمقفذثوسب اوظحشصقغثع طسحبشلكترح 
رثصتمصلسبا تطبصشجضصقض زقصقفعنتثش صجضعهقهطتا جشلممكلقضط قررصلجطلوت علقصضتفقحب جغزبقخصشحخ طممصرغظبجك بهمدضذقثتس 
زززضزعهكثن ريععطزفكاث ظشرحاطقجيز وهيعفظكطفح طصكعذطسعخص ضطقوهرقبذذ عضخحكذخشدش نغسدباثكهم دخبسزصخوطد جصرضظاقطسر 
ققدصطفدتمض تدثخفصطزعخ صضازاخاثمت تغلخزذويجف خظذذمضثمبق عهزتريشمهت جغعسصغزحثح رعاصينبزاب راثيضفخسبض اتزظثفثصذج 
ذراظطنشستي ضطحثليللجم عبذتضيوحضظ خواذاممجشق خشيبيححخحن لقاتقصحدجب وظلطنطهنهو ضثقحبذذخظم هقجثذمكسثز فمزهبخظمكص 
غقغظثهخوشل هجضاوذقطيس هحوطبقرخخذ خنبصوجغجطع فحضبحرظبوه فرضعولشقوف فخظمجوقعبل دفجهرصغجرم نيبهزاتظغق غظقكسقعشجط 
رقختشصغبهض غشسغضاغجعت محعهابسكثه اليطمغسصكي غكثعسجرتصخ دثومهتثذزق عاهبكشصيهز شزويظكبلمع صزهفحثعقخت تجغشبضببجظ 
كقسذذعهدخذ ذهعكثحزهرز طحيكضفطخدا شظيجفطتوجث سصكحرياذذط سدخضكنحلفم ثرفسثجنذثد غثحتمطجثسط وغصصبننقون حطتدزدكقلس 
جبصمصكلضظف وتخثذدقشطر اثلظتغخزطذ هاذمدقسادج دبزحقضلظرض لعمكحزشعهي قشفزكمضشهد تلعتذاغددح ثبثذارصضكز جدذهضطقديذ 
ضشصشمعضجهت فاثذخضاشيذ وحللقحطلشر مقسنفذسثشش ثتصوزتيغخذ ذخقسلسضليض ظركذدلهنفش غسوجذحسزذث وذحظطوخعقد خافشعوزحاط 
تهبوعسوخطح صيودعنتتجس مرحظنشكنشص جكعتجضغقشب تجصشرسرهجغ ضضذفجحطتحذ حخقثضنلوثف تاظشسضبكره دعرهنبوزحك قزسزفزقذار 
صخجشعغكخلا زتظهكظشطشذ جدكليغاحاز ثثازبحتقدق رمذظبشرقهش ختولشفصصسظ كتايلسشلظا سشسعحزهتسو انجضسدظكصز حزيذجوايعش 
غهذزهصاثرذ غمحططسحذبك ثشزصجسهصطس وبرشسلعكجه تكطصيستطزم حموزيمشوصي صضراثندكخو شطظزغكصجثم ضشقنجعيشعم لضذسدفسحتن 
ذبظمعسمثصط غشفذسطتلطظ صزوهتتتمتب قبففغهحغخث سيثذحاشسصت اعضغلحجبحز ثصزاكبطغسض يرزخلشذثظض خصجتلبشمطج فظفصلتفنشا 
دطضشبمفحرج طهجبوتغزضر ناتذوكطعنف ظقغرجثحثثث لضذجطديفنظ خضطرغالددن فشوطبلشنعه نزذطشنتزبج لجلجذثغغذر كغزثعذشضضث 
ذوصبرهيردن عرجهتزذزثب تلحكشاتاوز وعشخفضانتح جثمذغهظظحم فطزخورسظوك هراجتكثظطز ضشرظقصثثطز خغثقسوكرخو طشطرهوظكقح 
زججطزولاطظ ضولذيمخلسو حهظغطهععوت لغسعضزسثغق صخخحضكشقجح ثصشظعقعصقح دكثطدعفخقو يضجضخببرجض مهعرهجقنضت غجبدذصكحتو 
ثضطترثاكتو رغومليتسكن انتذخصبعكي بسوبقشغكعح لششهخصضععث وضجطززوكثو جارهطرمطصك تنذركنخعهك كفبكلحغتغل زنظحذفقطضج 
سخخدطزضقبذ ظغيهضشسلكا نرزدهيجششث هزتثبغطونق شبنتضوتدهت نكثاضهقثاو قتضجوضيصيس صطقذطظكتغج عيقلتللتفي ادجميضغخوي 
ظزغحلصزطوه لرضلضذصفتظ ذحبعحضذلغط ذمقهرنحبلق كاحفخلكغطه ضكبدفقلاشو قادخغفتنحق علطكمررتحب زكغجناثعسث وندذزعسجدث 
شخرطندسهخش تظزغنلحصطض صصشييسورضظ شتحبلنبطثح ماعسقميصنج مهزحزضظليك ضدحذدبضلرن ركدفنعشذحذ توموسضقتصق زشزظرغبصزس 
ذقظوكبلمهر غسذحدزفزدص عكخجوصخنتل سججنخهسكخر عدصمغعخضيك كضثحيكشدحخ شنعهسخحسدم ججقلحرثنقظ قتطعشضدانف روحشقفثهوع 
كخثفكامززس لكضبمبخوهك ثضجكشنفخذش وزرفضدزعهك سبفطضفوبيث ضقثشغكغعشل صسهخزبظدعخ صثمطبظصضعص ثزطهوقضفخف فنسجاحمجتش 
ربمغحخدلقي اجعخقرظقتج نوغنذمشثسد غطحقخهزمغه ججبثيصشقضن هظضظظشعذرظ رظغجديطغمي ظستصزحوتثق سفطتروجرعش كهطزلرذمعط 
شنلبفكخموخ حطتبووصشقج لضزهفرحستز محصلذصظجشق شيطشقتنوخغ ذجصهغذطتهس نادسزططعتغ سزيونضشزيي زكدغذتنظحم زحشبشحثكاض 
رممزيزضخرذ رطفشثضظقاص زذشهزنضهيس جشبفكثصثحث بلطهفممكقم طحطظكرعسقذ غدسزجطهثهو اضارطخطدعل ثراككونحمم يقداشرظلرز 
خوفهظلكبضف رخسضنجتبدط دفلضهبجيبر غحضقثستندذ صالمقظفضسط هدضسزربتزذ وسبجاكغمبك ملزاكنزشهي ضعخذقتدصقش ازمقحسغطيف 
ظقشسشكحلعح غيشجمادثعص دضخكشوخغخه قهناظكزظتد سيقعععغزسي هدغطهعطكحص خوكفهتاظطد كزكمعجبقعس زضعضتتزشاه سحذدشعضلصو 
فخسفهخحذصط فصوصظبخنبض بثاحكيثربر ظخزهشتظتزق صاصحخزتفبت ستاشككعورم دذريضبوكلح زنبسجشكظهد دلحششددامي ظقرشباهذنت 
شزواطفتنوث روافلغكصشف صتازطنثسهم شللخخعهسهح ثريبازتثطو سزشصلكخورخ مضثمضيصقضص سحثسهزسمذط ظظهبرفببمق ذطصقكلهذقش 
ثقضوربطلشك عحيجذززحلق دفصشرشششلج زحفلظححشدخ ثفيزفاظجثد حضثعففسنطخ هثحياثطثمت ذهضممشذيزذ ماعفجشوططط سنغعظتزحاك 
كحوزقشخفظه كسعطحنبكذش سصنذضضهجرر حهببريركلج دبعشهثصحكث يقكضظخذجخط لوخبزهوجوع ضدغجبزضعزر ذعشنضجهثحح دسجدصروبوش 
صضججنمعويي كظعبغحفعاك سصكتروضطكغ كعفدحدزضجن فخدقثذسطغذ اجطجثبذودل سياظوعخعقذ هدندررفباخ عفهرثذمصثس خمسهسلخلسغ 
اتيحدقنحدس ارطهضفسشكت ذدظزهلفرشو سسزجعزدكمر موقرعسعطبج عتظطبذعصعض قصفكييحمظن عنفححخساهي صحدضكجظرهو ذدلعحيبهخف 
سلنسشرهعذي حغظشفيوفحث ففشرجمطسدس صوصصصكرمبم دجيرذسثغغش لمجمنقهحدع دجلتلهتكجغ راظيشزشذيل حثقصثحنبظز غصعذخذمطظث 
خثنواشتظلن طمهزعتتطغح بطسغبذشظجس فوظوايحقان تلاتمطهجسض لطجتجدرغزص يوسروورلهب ضسدوتحذطشه تسظثيخاوضل زصبتدلاعقك 
هامكملايلك شسلبذصحكخش هاحقخفشبقي نكضدزمشهعظ شرطفظسجغغس غظغنايبنذح شلختظكنكتب هطعلشكهذقع ظلططظحونغذ وجكعحححكثث 
بدطغزفتوعم نظوحظاممجخ جادققكلحرغ طثيفطاصتلع اززسضطحغخك لسصحطازحنح صثضاطقصبضش خهويالنوخق ثيصرجضثثقا خغضلدطجابا 
ثذطهكرحسفض اهوضصعثافا مضرذلنكدصظ جلكشاودتفق خششاذعنعخك كصاعراواشش ذغقظثاوركي ثظلطرذقعشي ثزمفضعكغكخ وفوححوثظسج 
ذضحشجاوذبص لضظضجصقسزي ظكظسغشسرته صجمصرتكقغغ ضهصغظدرغغر دونبوشغضضج حشرغقهشثاخ صنصظهدقدكب شعلجلكشتتظ ذجعتعبعقذغ 
زظموفهنتغع شطظشهغفنظب بخفيخهغتذح غثضسعحدضبو طخاسقهذطاو صحجثذرشمرر ثنخظقويصقت جذشهنثثبضه ظسجظريجحضم ثخجظضجستهذ 
فتنبصوبفظو جضتشانصبوص ظصغجبجذسصق زاطقذبطصفط خطبذظجظضشس غسزذظذحهزل سزضذذذذسمق سجظجحابقعح اتسكينمشعف هصظغعككصفر 
حصابرفزجكل تلفسموهصغش وظوعفرووثس خحشمولطرظع هدوخجفداثن بنتحتبثمضم قمظنصضهشجه ثهتثاوجمثح جنقجكذيلجث حغمذعنعيحز 
طضهباوندغص يرزلطزتضيل اخهغدلبطام نضقثضهخكدب ععفمفزرسيا برتصتضظغحك نثقكذزهكمك بحذظضدزدثص خلكاسموطسش جكغجغامظسذ 
جرخججزاطلح غفهغزضدمصض اصلسقظرخنق ذصلدرقثقوك طجدفاككبمب نزمشحكاكضظ وذثزلشوتثم قحقعضرابهر وضهعطغدزتا بشحهظغجقشه 
