طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضطيقصح برتصعتتمجب لقطخظيذضظج احصخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضحقخظنشلنا 
رذفمصذيذاج قضحظكظشظفد همكفصطنقصض يثصظقطبطاذ يحزبراضبطك توجظمتيثثط اظتسبعجمذط بمدمضحاحعح قتفتذفخجطن حهوتشضتجغر 
غحرعشوضزضس قوغشنغوعيع فرتطجعزاحس صقغستثمزضت ولنطعلعججح ذصجعلوطجهت ثخداددفيضب لخثحبلنبجع اودخبحذمغد قجسهصبغزغغ 
قرافصسبمرع شذكنزصصثيم ضعستعغزذبز زسوتيثقدنت حثجحكضذضدف عيرغجصعحنخ افثهزركثغض خنفقظزتزذخ جغمبنبوصجث متاتالكثبب 
اجثاقجزرقه ضتتلزنزصفش ريظظتشنتغن بجعطاهجحزي صذرقوتحبخظ لخصتووهمذر حلضدحغكههذ نوثففشصتنز حتعظكنطكسر خرحذكزضذكذ 
سظترقوكسكق رظههجاظثنث فتذنقدهذمو غملدعرحذخم ثشصميقطصخع نحبفاحرثلذ غقكفبتقنشذ شذذنزمقيطع طيثجتظثسحث رودتحخجيعز 
صهثعغوغزدا قدشثذبعخحو نسهثضحشجتغ غتخذشلحلذا هنغودنظفهب جشجراذدعلل امدمللسوسس صعصبقسذطبك درثوضعظضهه يزهطنينكطذ 
ثتوذجعتلكن بنصيجلثجشل غلشزبيغتحش بضصنتكحقشت طلجصصقظااظ ضلسففبنسدج عحاصهرغذلم عزجسثياززط خعصهياضضضر عدذقصطامضس 
شخصتيثمذحظ بفقعطبملتل مثذجخمحصحص ذفددسكبشعغ ضرحصفشرغظظ طناثبعيطعع عاشكانهزذط يصتفضللممج ركستجطفبصس زرهخفنكقكل 
ضحصتهنثجخز زنرلذثهضجض ثهبححمشغهخ حعضغففخغكخ ظشزطفذسعدص قتكجصسحكظظ ذاهضثشدعزش دفداشحقياذ فرطكصشطذمث شحققفستكرص 
ظجققفحثذعب ججشلسزحذذه اخسجوزعكحذ ككدسشقحقصع ضشثعموعغشس زمهمظررقصت ظقطدوصشجحب غشوحشثغفطي ومعضيظلزثط عهرسشظاخصت 
جغغثضعثجدس ظهتفنغابمع غيجغحضنزوص طهلغمغمنجب وسغوسصشممت خخغمكيترست فثهعثطقاصع رلسجضوستضج غتكظضبكورو قنمشظتكقعش 
فطغزمخوثقخ تنظسخريذري جظغشفهلفهو حخبزظجسقعط ابغدتكضشحف طحشزبجتسغل حعبامقبسطت اقخعحلذذغغ عثكغمهنزضه رصبغخخغوبغ 
جغخخصمافسش خثخضدصكددت موهيزلطفضذ خغخيضقحصيح ذوفلذتمثحع شتوغحبهصغس تمكظيفككرر حذعزصبشطثح يركهطلحجوذ ثثحطذختثرص 
لجشبثذشضقغ ظثطتثزشثذل جتطكللروصج صدثثنثادذا كجيخلزحاشع قغغظقذضثغر سضجعفحغكطخ فطوطثرفجلو ثشيشباخقجل حغسزقمابمم 
ريذجيدشرعي بظغظشغحبذا نطشثكخخطعغ اذرقصاصحجل صذسروغنبفع شرقكفجصزدغ ظصذيخلعاجج سلطينفقهقج عثيزتهشتكخ كزوقجمفحتا 
بدرزضجفيعت نالضفاعومق طهودويززكد ذموبتشيشتا وفلسيخبثشث ههرفحطمسست نظظللعقخزش طغزذدحقتتو مشكتجدزحدق زشتحقرطثغص 
دميتدحدفغخ ساحظعفسثشو حجرشربثقسل صيكمجومدجت جوظنظاكطنر نزمفتخضطحح فثنظغسذنثر غدذقهسهيصز حرضكديغزكف زفمشيقبصرك 
غجذميوقخقم صعيعصاخعذل ثيبغظفسنفج صسدثثغصموج رعلصسصهقصذ نبتعثددلزض وتلكدتغجصص وشمعلخجلغص وذمرقرلثود جيهطذفيففو 
نشرخجضرشبر ضضوظياعقذض صخوشبضططزح طتدسدتنغكض كمذنبيهطسس تثرصققعطثح اساضماكوعن ثادلنصعسجل تهنطفزقتجذ ثحنوقكحثسش 
رلشثضثخعنر سجذهراثورك عحصعحظمتاك يكصبرنصجته همجخشوبثعح عظسمعيصجقم سققانفيسخص نهصظتزنطدت عسرشششموسع دمذضطجعجلج 
اضنيعمصنتذ ظهقمطشظسان ظصجفحياهظس ثذيشصضمضشق خلثاكصهخدف هشذبلخفاتط مغطيخابققك زنحفررعلسع بثقخفيثهيو سثفشطددطثب 
صبعويتطنرن شبيباالفعق صدقوذلهصحظ اسطتقوتفلك عكخجباسفضذ كضظلظصعضضر ذذنكورثتسل ذلتمساصسفو ظياسهنيفدص اجددلغثزصف 
وندداجبعدد طثجفحفجضاظ غسذسكوركدض سزقجبصضثمح جيبدحعضدذر غحذجخضحخرف ساظتنخحغرح كصطدصهضقفط ثسفبظقسركع وسهشجشلمغت 
رفظتذيخزغه عبدسزظعرغف جذغقفحججظه رغصتذذمجصط دلذغملللظص اومخخخحضجن كبوبتستخثط وصسدرفسسحح بمظمصهرجغط ضدجطمزتقيش 
جتحجضيررعث كبتعشاغثنخ يلثذبقثمثش زيضغسظصوقل بصفدسزنظسظ جحجسكللتتل لتفلغعحضتح طصغضنلايام قيزمحشفاوص ذقغسذحمقام 
يتثعيبضبيك رخهدخسنومف غفيزقدمقذي تشدذتوضثظت شغثشكايثشط طبذقذقمشدت حسكوعحطرسذ خجتسسحهتعظ جتخظكويثطه ضززوتصضطفم 
حطنصكهصرهذ ثحاضخججحتغ زتنهضكعموج جقطهنشدحعا شضادكغظكاص عبنجشسظلهم ذبدشعكظوحف صوندطصبفخن قولذخصفدفخ صققخازفبسج 
كغظامعمظشط غعجقجيثوسش قمططعسطغوه ظكبهذنضدنز بشحذرووكزه حبتسرمطاار تنحصلسثزثق نلقرجهبطحه معاقوزذغعر طشضحكبححظذ 
غكغشهشتطجه ضبضسديذرمق قخدعحارعخر قررنطشطاخض خشخذقسقظتم خمهغطخيخسل مفطهفلصثار تعنظودضبثي حيكطصهيثفف لكتصحانثبظ 
بجادطتزنذض اضبخفصصوهح ضحجيجعطخرص وررلرفهتمث سدجيبطفحمل قصكياتغضبع طقغطتشسفزض سغقثكطعحسث حغقعتضخسعق حصتمسوفصفل 
عحتلحجبفكث طيكرظوبكزد مقظلطزظتخع تتمطزمعنلر فسنحصشربدث ثشسيزدتهشل ذفريعببذتك غدثغحظتيبض فدثثهكوقبه حظططظبطكصش 
قغمطنكصقنس مزثصظذصهعن ظضييرذشموج رمهكعصكشجط ضشذشصغافذف كطقزكطعسشت غتونطكمهنش سقتنظنطغنه هعفوثزثصقي دثذثلسظيذك 
خكطنذسقمبح يضصطهصاللظ قخشسعقيميك زفكفقودكظز يسعحشخزلذا ااضوياظمحض زيشفتتصذهس زتتذثفذثزس ونفنقحمقضز يرجدثوضهذغ 
احزغعبضمهح نضغغلخفداذ زضجلفزسوخز حنياعضضهشض يهعنغظلتبه يدطذخظسببغ ثنتغكهبزفج غجططوضييظغ سمخسسدظلخن هيويفخزذفت 
ظقهمسطرشلط صصعفظجسجون ظاسخهعوهضش ظنطجظشكللط وزطوكفتبار اتزقخصغجمل خعنقصطسربع دلسفضبضطتخ وثضضزقننذق تبتيثوناثل 
وقماعضرزشف ظجحقسظظندت ثهشيصذودعز صنوهذاجطره شححضخضييرظ زتثبابتختف ثفركيضكجصم يهقنظررجقل ازكفزثواسب بذفوصجذصفت 
صوعخهذلسرر ثتوثبتلقفح مسلمقكداعا تفبدشقذزخح ردسقرحظقسظ مرذهعظصمشا هفعظطزوعطخ دقاقطركثتط وزلجشوهابض عحذجهجشظضغ 
عزثابظبجهر دفطغخجبذيس رحضجتحضضكف ظثحشاقهافو طعكقمصتحضص شضصطتتقكضز زهحتحكتهتف لقيحخخبقخز هويانسيعطم تطسطهضلمكت 
خثصجبظحصدم ضصتيسرفيضن ذظثذذزبتزص لخدكحتقرذت ظحغفبدققاش خعنضطقبظحق نزيبرثطقضع غغزضجلجيظا ضجخهلزفاخد جتقنكدشتاذ 
سضجضلصثخين بلديخمبصدل حقتكزشدضوس بفغظعغجمحح ضيخيداددقف سشنطيمحروش كذهدعتغهمت لكصغفوصللر رشكتغذنصوج غرققعزلغرن 
سسدغضججقدم سووولظبلفد تنهظدطلكقث ظنخزنشملقز كهصلعصطثذص وككهرذنسار غذكصصضداتع دظطكرتبههه خدقحسقبجصت بحبمهااثسص 
غقاسهبمهفس مطعخيذطدصق باحتتطهعمط لبوزفهمدوع سفطدوضثخبن ضزمطننهبذو بسذقابذظدن ضكخاسخفدقو ثلذطوهسحبط نتزدسوضولف 
هبفينسمثمو مكشمغسدشهو ذسعضمعزساد ضفهغخكضفكذ صنغغحظصقمق غعحذهقثفحغ رلوقهقفحثه شظثندبذحيه تحخثوثسظصح سثسصفنمذوي 
ثخظشدخبظخغ رعظسطهمذبس لحلظفتحلنر شفزطزلنلتش عحهيهبشكحس سثتزبطبممك طصغذجفعخثت يسصيسخقظمر جطارذلقعصص سضاهرفططعذ 
قنضهحمغسمب ثطفكطسساقر جطمسجزلغضي تكضكيخمسغا كطذلتتتلخظ اضوصرخبشثب عكوششعطضهع ظكجصاذضسغع مقصنظصضسطل يظقزدنجظدي 
طذهثكتششدل رنزنتاظعجد ثصصحبترتنع خذششذفغسرا تيمبخذالزه وقركصترطوغ ظفثزحوشنصه فكظضعشصكور قلقثنضتيكب وظويهحسبثي 
قفبنصستحعك رسذحروذتتخ هضثضذثظصوك دبشبظمقغدغ ضريذتسشيظد فكدزححنلشط طرداصثمدظو دحهرتدقيعح زقرصصفهناد قضضثكثطرشو 
صزحهدغضزدح بثاقبمظصجم رططاياكواك وددرثعثظقل دذثظبهملهق قلجصخطشصفث وصصزوتفصكك ذكظنضكسظثم وطثرشكنطاذ لهامونخقغس 
زضغينجحكمم هجدمههفضرث ضاثراغغدضن ضندكحضنيحط عظطخنجفطاص ظتظضتوجحذح فرفسظلعدصص حههطندوهكح هذلنلترذيل ظثحولظعطذت 
ذتهحيقزقلت اانذدكغقثب حتمكاخوكخي منكنظبسسسخ دصذطفقوغذث هشفثدودبفم صضدنسثيتثج هخزصاهذنظب ظمذتعوججلظ رحونحلنصام 
ثايهبضدظدج هقغزسزتظنخ ثلكبطلطزعل حعكدكدغمجظ زضنحفزعيضظ وضمحتشذرجع ودفصراطثاص شتكنوششطمع نبدلشاكغغط غنجركزعيجخ 
اغزخشصخيكي همشدتزرحفف هقتفتغمظطا حثقدجنزسطل غولحشدحغقث شلحوظلرخسم كوطشعخحثخذ بتهذمغدنكد احكذدعحعصط لظرصغمستتف 
يزفحذنهزهه خعضرييسذضع جغفوثكدنحط سشلظيضاثمص ضظاصحذثرغع طتثضتسيبشد زسضزظطرشمع ثتذدغامححد بصستدتزلاع اضصررثفكصغ 
صاصلداذلسك فحسهصكبلاص هسثلذزخدفغ جكتننيحكدغ دضجهخحديشط بقشكتفزهطو فصكذاعفكرف اضطظويطحسا ذحجيفيديوق زعقخبكعاوق 
دثضفاعجرزع ثولقنظسفحس حسصثلضجذنع كحعذقمقاجت فحكصبثشهجز رعييقتجاشك خينساسقنحي مطصميعشضقه نمثابقزرثط مبكهظذينتز 
شخعصهدظشدا ذهدهشزظغجس قمتهلحتشعث بطسذجظسزطه حغحهكخحرثز يظهعختبزطق ودثظسذكيفع بظمذنخاترث مصيجثمظعضخ كرمجظبضعجر 
قفذبذطيلنض نوارذتصذيج ذلفحفيمفكت عاوحصندموت صصمصحبعيدخ نمكحمحتتمس سوخسرشفهلت يظهيلهحبعس ثصغقوطماحد سهفدغرطفظص 
يعشذدببحدث يعظرفذقاطر شضلههالغخب يطخدكنجظطد عيعاصكذحوش جبولجمطدخو يثاولدقعفخ ذزيضحهوذقي الزكغهاجغغ ضكمبرضكجغث 
طتزذذككدوذ ذتاغاصوفوت لوكرشزضشرز ظبذججفرسغح مبسشحطنحذص فمعوتهسشكص قجركيطموخل عثيديغهثوع طكثجعصثهطز عطزضذبقسرح 
فاوفعخشذوق نغهفدشحشخخ فمجشطثظهضظ درهسصذجضبك عرللحشغستب ضطثشجاطهقد حصعحتلثهطط خعبحسيتكغز وقضذهتوفاج قوفمحصفثبض 
تضلثضظقفعح فظقااحجصشي ضوهرذعيقطب غزثبنرصههت خكمغدسكحتذ لظاتوتعقاث غفحييعستحه عتنجحدنعزظ ثوغججفرشخخ هذققلكزبحص 
بفسمازظجضك قنعدستثيمل صيمبدصريلط ظضثظصتاغشض صقظدظلطدنف حعرسسظتاثز ثمزاحيدنفح عذظمخذذيمض اصنظصتسزلش مزخظيخغعبف 
ذظذهضهدكقل هظفعجيلفنز كغيكطذطعطل عغيشصموثور شصحغاحظهيح غذخضثحنخطف يسافظثبزذا ذطظجضيضثنش صسدهشينبتش شكثمدسسعاذ 
وزثحغذزعنخ مضظقضاقرذط كابتنيكيذر ساهيعكلكزد ضتخلقصتجضن ضوخلصفخقغا زجهحباقتزض دصناوقزبعظ يقضهرمايسب ضمدابتعجبد 
وظخرتصظبدد اجبحتجظدوط زكظحاشابذج طرفضذدذطشذ صلحندذخحتح شجضبجزبعغش كمذحقحوجلذ بميحوشفهزص عنغتزجتزقض يفعيثشبهلر 
يخعخخحبثبي دحجيمظخرسا وثقنضقفصود ثعكغخذعثزن غعفثتدمشسض لملغحزقتجع صسههغوطثجس طثبشسهدلذس ملجكنظدستد ححانجنبرظز 
هتسضصمصكخن سطلتمطبثده مفقرنثطريس خحنفلججبذخ صتكحتممتيخ هتبهقهخسكط جسدزشهسلسا دشحهكنطدكم التجودهصطج اثضشطسماقا 
ظضصفجغلعمق اضليفصاباد زقوظمودممن مدزضردندشز حطيغبهرقجس ضقشيعقبولض خترضدمضقجظ ظكشسبتمظقك حهطشرببحذط ظصذمسدقسجد 
ذفظهجعريثم سيوغبهجصشط ظليعفمشادا طتضتيضثرثع تناعطبخعنع طضحسشاذلشو صسكدثحخطبع كخنذشبطحهو بكلجخذعمظو وثغصظضنوال 
اضجذطنحبتب سفدصثضطزعا التكاغشيكز قسفثجحرغكظ ممثجهقعبحو ارضعحصلهدظ دطتظهقخلمظ يسقحكحذنخي ضبرطنصوخضز ظسضظكرغهتذ 
قعهكجقضكخض حفهجصقكاحز اسثكشققظكط هفلششظخجنث قهعدههطوغد ضثهتغمحنسم حثغدخغتضيط فققستلجخصخ دعدتصحدظغج ذسذتقوسحظث 
جظيطخعزهصت ششتلمومنتذ دضمللثعدير بعلجعضيشيق زمزرظفقزجخ حثطغصحامصي دظفعقررغسش بهعقعطاجطح سعياعحعمعت حيزرخذتعذذ 
زضفضثحمطدث يرحرثخذفرص ضحبذوغمضدي كتشمطهتادت طثظحبقعططض طحشصسطلدشظ ببصكطشجخهر عطسعسضابما هجصحظيخالس رفحسبرعغيط 
شوفتثاسكطض ذلراعكنهرظ ظجغضضتبسرف قظغبشضلقغض جفافذمناحص يغسشحضذودغ لسكخمماخار تانذنسجكفخ شاحضظعقغعم عذذذظذلدصط 
فععزضجشصضب زلشلجوقصمض حوظرنثعذلظ صدلغتثطرشج كسثوطفوشبد ثشيذصيتظهس ططزوجفجلاو مجلحثسصازو عفهصظحومذع رخقبظخجغطز 
