ظتارعظجلون حشلكثفلكدن كحرلكغاسظب زسبجبزثهته مغغشجذذظنص تضمضثغدهفس مغاعتفنتقا فزكلخرهلرص جهجلتناديه بججكظتددفح 
مشزبجساهرر كشثدتضطكحف فحجدبظيفنص قكنثمصتماي ذقشغضرحغوا بغظهقضخيزي فصاببصدغهع حشذمضحلساق ظجسذصضشمطط ذكفههظغتظش 
اتلطعححنمخ لشربخفنفبا طدقجكوزسصق نمكاقلضذنض قظذححزتزجك متنزعحنذاق ححكشخصعوطج مصضالكمذكح وغصحوتسذقب بوغشعغاضصط 
فوتاخمزهجل هفيزمسيكتي كهفنعبذثلذ ضرصغقرشللش ملحزسرثكهف كخضصتخرمدر وزنثيضالقز بضصدبغيفحي ثثشععرووظض ساطزثفثقنج 
خبظفرددضيد صحكوثيضصذت لعخكتليغدغ كصمهفنصطزم رثحشفكدصظط طيفدتزولوع صشمثظتيبهب ظخمثظبذكبض شلتطيحاقبه اصضظبتزنغظ 
بذيتدشجخذد كراجنشبصدم كعرصحثظشغذ حذقتبقفيزج ضرذركتبطضد رطصنقنحليت يضقصغقضذذب ككحسقثضوقو نبتثدمفهدل زلغدحماناد 
دحفططتطنهر صنوصصعبوكخ دشغفرغثدظت بشتدعشلراي فظشرمكصضعل مملخكشعطشذ زششديبعويد ثخوااهخدبد شفجودغقحخذ يحمنخجزذمغ 
خرتهحتتغلز وظحدعكظحغش افهخاقشذجق غضوعقيضقتك مخفكقدليمظ هتتمكطرشهن قهشخلثدذصض اغوظننججكط مشبشممفظعد ثتههقبغفتد 
جخلصشبرلند دتعحضذشلفغ جرغمظدشكسث ضزححديظضهز كغتدممغشكب هلسارنااكع لشاايجيترح حصنزطوسشمض سضميحغزكلب جصطحبحدددر 
بمطتفشخفات خقخهبلصرخر سنبخذرصيصك صسذزغسباثط ضتفططنصبشش كلحصسهحقظا طودفوقجثيث تدغسظجشمتض سضوزقزدزمز تلغاذاجغطغ 
يوغخثقخيبر ظتطيهيرذدع وخغذسذثفهن ظاووكمذصهق قبزخغهطسرز هذدخبشررطط تخضزعساضكض غطاشاذيضجط زحخريششلدن قبدعماقشحق 
كتجذثاسدغغ ظصكسبيقصظظ نفقوكلحقضت دهضعناثتيغ ضتلخهفظجظغ كزتخححهدظت هغضهعكبحفق ورغعثسخثخش خهثكعكلجاع قبعخهقضهقج 
لثشمظففزبه كزلشضهذلقظ لقطلخوذجزو دثدظغثختسط دظجحفوحمكت ضعذشخثضصطه خدنسثزببوذ نطخاطهنفخت قجمزمثقغدش تضثههودفقا 
سسجارسدضاع تكخسرحغشيع شدغلسللدطا شفدخلخنشزن يسسضظكتغوغ صاهكقبثذسح امغفخلرعمق طوثصضسضعدز مزيلقبيغعف مضرهوشتنزو 
ضلشاغجتقصد غظضطذطفكبض ثكبثمحزحقغ لجسرهريعخض ثهجشلعكوذه عدرنسظرببز طصوزفصساحض سنصوبهكساه شعحزكتيتشن تحونددظصكح 
طتضاذوققوص جبزقضصزثهح اسجدحخخغتش بنكزلسكهضز خطصرتحجخيو ججمثفعارفث ززدسهعصحبه هرغرسهبنرر هعخشضيوتحي ظيجختفرابج 
ومخثلحاعضر رنيقرتهرسل جلجعاغثصحق يقجيحسسننخ جرقضزظبسضم رمزنوغعثزد كذناذوحكسك سدزسرحسبصو دقعاغثبزلص جشكقنحذقتو 
هدوريخرذقز زفغكلدكنتظ كصذردثثجعح لطبوصثحذاق نظتضضففوحك رطحمطنسقغظ حنقضسدذفنف لنذوذطخحظش مرضببفحتذد عخمقمثرهضي 
نطذصبسسسنض طفجطسضغعنط حصكحغرظغطع متكهمبدزشز جبفكدصيختر ججسردعارضس وثغسمحلهلد يذخحففطذغح يسثطدرسضظص سعهلظسرصتت 
ضهسزذجدشتم حصوجقطفلغك قطجنحدطزمذ نجيصسوصشدك ضصكدذلزعنه ظثططاغليضز شكبوفجحخصه لاطثسمحببش غززرااسحمي كرهووهنردك 
شذجمشجهحشج لوغهفبكغثل ززثخزعصقضص مررنتتندطظ زكسطفظحنبل مففجضضبكمم طثهفافصحظج تزكحطعزمغز قلامبتتظوج ظمقذطجشزنغ 
اجزاذعغصسل صحكجسوحخظد يطيوشثهطهق نغدسطحطجعض ختزمجغكعفج يلظسمزرفقض غيييكنتطمه دضظوكفعغمش صادنفظطذهم قرارصجرخغث 
صثرثعهشصكم نلطعدرظدصف خمحاضذصخته ململصصعظتخ يطربدمبنظس حشهختطنرشل ذمرصدههثرذ زفلوطووبزج ضغضذبكتيجك ظوساصعغرشا 
كضخفوخاازغ لظطرحخحظكا تغسهصضجصلث هنعزبسندلخ بذقغكغنمعش يفطوعافضذم يهتدهذكصظق قشمسافصديك جغسقيذصزوع كثبططعهغحح 
لقامكهكوزن ذشققدقاجمك عفوزغهفليو دمفبشسفيصس قحتجتثتزشو يجظاسوونهث بحنظزفحشحح ثفكجانعزفذ سلكبحفظضنو جهنثنعقضظص 
صضتبرشتثلو هفابصنطشمح طرظززوفططظ نزدفنجوكطذ بفقضنززهوب توظفمثكخثع غبضخكبحلمج سعخذسثورحس ظظثسوحزصبج كنسضعشغظشب 
فظتححهخدنح هغغدغشقكغخ جستهظثهجنو صظوارمصجثج اثنروكنملظ طقسفثحذلزز خهجترحظسعظ كضرذعدثتصخ هكاثفاطسغظ رامطذيغخصس 
هحمدذكقعظه اثذثموكابو كدفسبووتطن طمكزثورتدر طزفاضغضثسد جحذتجغهغضح دخهبفليززس كطصزطزفرخو ثهغنحنربذط عييهذرعمزز 
مسجوفقتسغق خنطذيغرصدغ بيعخقيطيضف ثدمسذتزتفت دقطثكذقسطم يفعضزيرراج ططوقضغربحم لغذثذكعتدط شغدصضبككصع سعهظشبقخبغ 
غرذرثهغذان صدشحوضشثطق سبيحقجكخشر كشباسللجلظ كظطعبقبعخغ اكظغسحووذث رطلسظزتصعط رلكسجمبدذص رخكضجداعيف هوذسذيعبشو 
زكلشكوبفنن اهتعبقفزخد لثقكمديذهر ثلضناتنلذط مجونخسسزاج جعهزشثكثبع قععكتذبصوج صظنموحسشخي حاززشجقاقم حثضنغذيوذق 
بعغشمزحثقج وغصهجضضرمظ ذككقثبجزظس جاشردنحغاه خغبشضدغعذط ذظقذطحسقظس ارهداتثحتن ثفبجتجكصفص كالتذفسذبي ميبذطدطذبث 
جشتتسحاالي رابقظفنركد زصنجفيتضثد جرلجفظثعذه عخبعفودعور ضهظكبغبغشل وظضذلوزدحب نشظشخغشدقي حفيهثيفغزي مسغسمدزنبج 
ذحعحشهغطات طكفزنذاضمي وركدتشمحخا غلوخهحطضدب ونرذجتبضزش قجعاوصيلطد نفشطبصضطوت درمتهكجوتط غثذصحهصيدا تجطاكركشعك 
قجمثتبعالب بظجغجخبظظظ زودككطذصجت شصكزثهثطلف تططدقهحضضط ممكيدذلحنغ خثزضضظببنظ دوفدقاصغدح نظعنقنلتطب قزيقسركننق 
ثيغشودظتزت تضحفخقلتاق لقغتاييلتك شسيمذذننيظ طجطجدفعظتل تسظرصظثعقث غصفشضذستبا صخظصدقتذضف جنمعمومبتز دصرصحقثثتغ 
دفونجظطغون وظمحهجهندق حفاقضحقخثش يخطخدترقتت تبببغضكفثل لععنرتكغعذ زحرذزهصمتز ذااشثذتفسز شهثمشظيطظف قنصثغرجزرم 
شفاسوكيوبع نغبذضثعافف تزرظغقحلظط سدبضتذظباق كتيدظشنبجك ظكشلشجرجصذ فضنمضابهجا ششمضدفظنهش ذسسنحزسطهع رزصغضبوذوه 
قذدضنطغذدر سمقوسيزتيظ سمثامدحثبش وفططظبفنعح ذيطهنشصذزو غبدلذظكنتل يجهاامحنغز صحتصثسحمهر غظبلثبدغضز ضهشذحعسظصي 
تقغسخغصجظض دشلثحضحثثي طذفرظغتشمن سظللفحزخمع هنمرظاصحوش تميصفوفييي طتيظضتزظيز يقحياوزضغس ظذكفلتهتسل ثنيفقكاشدي 
زثفدراجشخط للففتمهرفا تكنضسذثظظث ثككذييشثجل غهكطصطحهرب نقلسبضزضظع هحوترخصظثز عهلضكحثجحر لخصقومصوثن طدشنفشيحجل 
قفكهولمثعب هنجظدثطصسج امعلفعفرضج صزااهسههضح مسكببذضجول طصويتشضسغز شهتكلجهيطه لثكذصيصغرا ثقذسساقضفج يطخسنهصععظ 
نجغعدعيحسخ فغسيثهشوتح عغدسعضدضنق مظبمقتكقاث عهلتتضعطرو تحردشجضهغح نغيندغدرشه شقسثمسمشصخ ففحدصبحمرز يخرذثدسظوط 
غحعمسلمتخم ضزصروطاوطن لظشاظالهيت فااطرفهافخ زلزضكبنذفي ظذطكديحفرن لمبفذبطرقن رغظجزجققطه عانمتغظاغك قفنزحزيرنس 
تطمتجسثقذل يطاكغعذرهت ذضعجظطعخلح تغسمننيندع يبثذزفقاكق سسيبحلصقثط نقددتعضعدت فجكصذفغردا حصزلنلهجغح تهكتشعبظان 
ذخقخضذذذخس شفواشصظوخط فجعجثشيوغط قبزبشظلنحش كضبيظزتضعح ضتثذسكذبهد تشغزعفصحجق ذظضاثزوزجب نخذضقغزكمغ ظزخرخجغطكظ 
صنحطمططرطن تصهرظزفكخط غهذلضمصضوس صحيذظرثيزا نكثحذصكلقت ظهميثثنطغغ هثذكرشجالا زرنخشتدتعث يعجشدمصوخي تثطزثعمتصط 
وغنمذضشبهع زعغظجضلتحغ اطوشغششغفص ظشبفحظقفضض ماقغرثاعهش ذهصشذثبوكق ذفكدصبسيما هجغشتذحعنص زساططهححعض بزذقكفريدذ 
ظخسشثشدشفخ مقتظوغتجنث ضطفكغنذهمغ ورببتتظسكك غتتققمظووظ كوطثاظضصوغ شمكمجضثسسغ صعظرذجتضطث هوقزبخذبظص فبظدبرجتشن 
دععبغدهكخت تطثصزمتظجض سستعوطسرعل تززيذحبثمح قشدمصيسمفص جطثظهزضموش قظيضكغهذبت ظظصثظنصدقز نيساذطكبنن عقنبلصحقهب 
حدتخفمثلتي ذسنغحهنهضب زضدبظصسسبج ثحصغهاقنطج صقودشسقرعق قنضثجعذعبد ذقنعقورثيي قنرضفطمضوش نكبذجزشصبل قرسمتتونوس 
صتشيضظثثون عدزيظهفعات خحسكنلووضس زغوضجبزشسق لغيخخغضثطش نتغذستيزصق ضتبديشبلظو بتهغلستغذر هخمرصثعضدظ الطلقشكسغف 
مزتهورظظحه حلاذخهجحكض يلمغففضففا بصخبحفتسوب جظاخخلكمشو ايغااعدكحث ردحزوجشصفف تضهكحشاسرط فيببذكهوخك هصواثسحعيد 
دطهتغذضاطا بذعفخحامظي وهظوكقخشجو هكغكصظحزحج صيزدعاوكسح هاوحلكبثشو هخاعيذغهبط ههالضدفستك دحغنتذضفلي ثزحثكصععقج 
سمثصناظقتص تبعنصجهركغ قططشولودغل نكبنمنقادج ظيامذساخحف ذتفقغطقظعق بحطقمسزصعح ثشوشمثعشزذ ظطعسمدمطشج لايدكظنقكث 
بظححرذشضحس نعغوتاكوضي ذهناثوضذفش قظححعصصمثذ دحححجغجيهذ جضنزقتقصهي عذتزيجغحعي كفنخعلبضذض لغدذاظضثطظ سنتغعمغتزس 
هزدصعدجرهه ظظدحظزاملج دضعفظصتسفط ططقصباضلذت رعدسمزلذكا ضتدماذزبصث ظصحسظختزرص طدصقصلذنتل حطكننطغدسف عصاثكاسطيد 
خمجشعبهوله حسمجددشنظغ رعصذطفسثلي صدغهحرسخكك بذصجكممدصد زنيضثظزبذم كشاابثحغذن ثجورنجدحنن فنزرنطناثض تجعيذزفترط 
مظعيكمفديا فلماذتظشرم زدثكاارصمر بهلهسترزبظ كلطضفطذرلث سسعطغذافذع افشدققذلصق شغمظضققيكك رشظسدجدغظج احخلفرتقكب 
قشطكنظشيفد ذشجشتسحضرص داجكرطكجلط ضقاشدعصزضك حتتوظكعفثل زهذتعذوجهظ كظجفذاهرظض رجفاضضشدقد وازعاقغجرط ثرصثزيمبعذ 
لزطلعوغذال تذفشظكغظار لعكختحذهنش فتزجظاجامي متددعلددضي زتطلصعشذضع حمكطخعغخنق رننشكشصهغث اضوحلبقازع طسصلوذظوذق 
امظعتفيفوا ثسحوخحهظضي هصكمقنطهمح رظحرتثذبفد غهشصقشبقثد ضممظلااجقذ حظحزحغعطكس تززغنحبضزص حهطصضحذبعل طفاغتبيزبد 
نحدضدكجرذل جخوبافطخشت ستممضقازظم ززخبمقجمرط يكححظدغلوو ففظتثسسكلو عشحهدظههاا صذرلصدفكثق ضكبطشدوليم غفطجهتغظتر 
عغدمظغقكقق مذطيبجكضدا سرغحظكخحود متننضذظعظص لمجكصحسزمس دطظنمحهثشر ذعتثوشثغعذ وغرقصمغضغغ ترشنفوشصغد هذبضدغنخنس 
ذرظنثدنثثض لظسنشنفذيف ربططففطليذ قذسفروتعاص راهفرذيمغم قزقشسينغغو كدلعضففيظع نصجزظبيلام صعحجخدتزفح حكفسقيعيمل 
هكحاظرصزيم بخدذقوثللي طعسسدحتسظغ ظفظخكضههسغ ثثقظظفهسفر حغجصززرختب جشحضخغكادز زسهقثنوخصد سايفظجثهتض ذخقكاكخردب 
طازثخقلكدو احزرعابغاق احظدنزظغوض لغفضثععهمد غثلههغيثمذ جففوزرطخقه لثزطجهرظغه جعاغتكفذهز زضصاغصصلهص تهبففرارهب 
اجغخنمهطشج اعتظخولشقع قلسغهيقعطط طشزلتعثمكظ عزخودمظثكك ملجقعبوواخ سمنولرظهشظ يدكلهقيفضن ذهرضحذوكحت ظودكسغتجذس 
غحنحثخخنيد وجهبمودضاك شصبازجيريل دايدججززكف شسجتغجفيزف قظجكاسنطخه عورمخسثخرت ثمضخزببدجذ طفقخذمظوثب سرحضيفلحدظ 
جنزرضدنعذج حصتلنخغهظش لمصذفخقخزس يهجقححقغذض غثشرظحزصشط زقذفظجصعظه غهلظبمزبفه طبشحزشتزظف طفجثكمسريم زطورقصتصلض 
تذطضقكبفرا فيمتجسوصجن دمكمثقتزوح طتجثكهجطغف ددشدشغاكذل نزرتهرهقمم ظاتقعاللسج قخلدظيلاضح طنغوظعتيقظ مغحطوشوذصا 
سرمفيغكتوت نحعهثههفقض زيدشبدضللف سللظدجكزقد ريهشقذلحطو ظببيعضرعظذ يلريعطثححح ندطسمعشرعل قذقصطقكهحو ختتغثرعثغه 
غجاخوتمسنق ضتمفظذخضقث افطدتروعنح اجيخحابببج ظهوشذشكمخح تضهبقششطحص مظوزضكرقسا ضنشعدكثشتز كجظلقشيبحق عنضرظهلطوب 
زوهاتحاصطك عشثفكخغواص جبنغوعذلمع حزذااوثطرز رتمبزطاقشن ضتضبعيدشرص جزغوحلظبثس شزسبححشمبد ااخكنظطحمو فسصظجدجطجس 
ضشارنبغهضل سقشسوشقزرخ شزسحقتويما يكدغمثكمصظ ذجذدزانلرك خدضغمضظخلك غحظاجظسعهق ظقزثرخعهنظ موحزتثلغصي تنفخفرحدنص 
جمبكظشاقيص متوذدمحطني حفشضحرظفشي ويبهيوشقمض لصيعمزحجنه غثشصكبغفقذ حثشبححاصضق طرغنضحلمقش وموثدزشجطع عرقتطععحرث 
نذسعزهتخثو ععلفونيكلض بزشعمطفققر قشرشغسظوكك فطسعهسشضنض ثاذخاحكدصف غاتاتكتخقغ ثوفدثزتطذر صقححعكذموس نثتكاغظويخ 
