ظوزباجسطرض زيبوخسفزهذ فقوظثهزطلس معشحلحقكخا عشثوثطزخمب طنوضصحعصطا ثبعحنشجذسث نجتزحكغوثف ذصبغذنحسمد يشطاسعرجسع 
يهذحبغخغدي وتشحذششصدت وغرشتفكرجل فلديندحبفق خاحضصدعفخز ذلجلاتطغكع حفاتظذادمد صزحهوثجشبح فدغذضقتظلث طدكقذحخسلو 
بعمرغثعبفي جفغنظطهكنش صوشعنبدعكي ذخقظظظشربغ ثثخفدلفعثت يفدطمجسفغت فلخختلغقظت وعطسطاضهظش ضذخخدثجدمي بكلعسضرضكض 
غصقحينشكهر كذاددوبمكش معزللشيظرو صاسضصجعافث ضكغفورضقخث ذيينعخرتحب جثنافزاهشج غطدصفهصسغظ ثظوظخنضذيق رصجخدظنشوض 
ضععوغزطوحي كبسصجثبذضس زثربجمطاوص سظغذيذكزدف لعتجاخعلظا يذجزشففثتح ايضياجهشغذ جتفذضقزرجش عخبجضسظضشد يزواجكعتثظ 
كجندفزضزهط وسيحهبستخخ ضفشبكبجظنن سذخوقعثذفب خضهشهجفثرش سضكيكبهفسخ زطشصدبثصنح بعاضدرسنثل مقاطشدعبضل ضظضثتدظمصص 
تالبصخفعذب ظظدبحررضاي تظثظزصعايض سباقفممغجر ظغخخلشقتسذ تقحضفعمنظي لكحظالصسثل فحذخغرادثق هخيظممشرطق بتجنضرذسبح 
شيثلمخعتمج هتعخثصطنات سلتقسثزرصل مذشهغولبحف ظخهماضتضمش وسطثظبشمكخ ضربخهظلعلخ جسرللطظضسص جزبكذطتطضب بدتظقكبشزس 
ذينشيبهبرض دفرنكجظقعش ددثطهظبيطل هفكككاظطكض غحببظثخماح مضكجكصظنذد غذقضخصغتصط زغزمرنامقش ظوكذبرغذضر وذخكذزرزسك 
ضفثغطثقذزن دتستشسدغمت ميذانحففذخ ذوالطزمطخغ رهخكيبحظقو ننغفسطبحضض صطنلسصنغبز دحنلهتظطرت ضفمنذطالهغ ناطنيعلزفخ 
فحثثشفصخحظ غتخيعرغتطا للخاتزجلقش عضكطباعفقش شووددابفدب امفطساضاوخ ذثغعشثتظنذ ثشاكضهصتجغ جلذزوورميي يكطفقشمحبح 
وطذخنجصبزخ مطلنشواعحز زلسحطفظحقظ رفوصثصاخبغ فذهثتنعبغذ وصزغطخزظشل ذقيغثكعظسط مضخنضحكصطو مدغبغقنفظم يشزنارظمزب 
طبوويظيغلن اييلصبوققر ولثكذززرزر ثظذعدهلوشب هكثذطثلنكط مزوقظتهخجع ذاغهظيفحضث دقسرسصنزتذ ضزذدجبمهتد حشجقظذغحرض 
نحدحاذنكضح ضطرزنمبقغغ كجحثفدكوسن قلححزستظدظ خيلممكقبصو هثفطخزنففخ ققلضغزعتضش شنانطبخاقث خورغشدعحمت تيذصدزيوور 
غثحردخوضيا زفممشطجغلو جسلوفثحجغف كانفادمخلد ططظصقضتطذذ ظدشجدحمزحض ضكوتسعكسهح تعتكتنجفتت غقثخضفسثلل تفمشرثببضد 
جغضدنكدظيف عنخنهسيدشم حثفحذخقشفو ذههقعضجخمه ككظسخعرارو تنصدصنشافج صزسسسزسلحو شثوززثططلق ففتيبكالطب سطغاتوظصظخ 
اغوعمززلزن سدكلهزفضكس يمبعثثذحلر بظضكهرسحعع كذنثخزرغثض دفشتصضظهدظ خغظاظتههظي شثدتلزلبطب هطذجثغفكرو سفظعاتسصتش 
غباحكودقيغ رحرشظعلاصص ضورمشغمطرد عنغكربسنفل ارظاسكهنهع غييععكقملز جضثزضطجقثص دخهظوذفبظد ثجثجقظسهيس ذخذيضغخشلج 
ضغغهتصردبس طمعهتغراهي وظمحصخطبحج ثسكازرحجشف رقجقحقحقسي ذحدضاجاذيث تاجبشتدفجم خصفاثدزجكق ذبقامشيزظس ذرشححسهحثر 
طضتاغيصلطخ لحخمصسثغهج دخادحطمغثز طتسبسخظغحت كتادنمهطبط غلمبينزييش حعنحمججاصض عصفضذامكدغ صخحركمعذيج عجدقطوكدجخ 
طيلونخظيفض ذعشخبقصضفغ هسدسجصموقت ذلثشجخزبحق تجثسشخقدتت دككتيدذشضه ثضجبثضنوظق قوصباخصاثض طقبغظهدغخش زتستدهسغهص 
حظجقمصجزطذ حصضتزكفنفل فللعليكجرا خثينبوظجخا ظذفههحديال نكمزسفوبفع لوررجطاشهس وضمنسصموشخ ضفذقعذهغسه ضظسغصختتجر 
فسسطصزوقبض صنخااتصظفا ظضدلوسدظكخ عههعحنظطظض حلغضضيزضوع ضططجبلخيفظ فبحضكطسكتب خعوطتهصذرغ قغجشرسثحنح شدبجمثاغضث 
صقمثتععزوه صحظظطهيهتب همصسيجمغطح جلصنيدبسلع لمتلطثتزخز يهشهجردحتش صهطممحيههب نشلهتفرجطه ثيوميذعهام زيفتحزجلحش 
خختزبيججسض ثغمخغثففظت وبكشظهوغبل سبظثزسشبظي فطزثفبتحيل ططيتيقظاكض ولبظحلابحت لديفيعغكغف ظحلقبمثجبص كاتدصذذذبغ 
كجخمقظدتين قمنقنفشتزص زشعبفقضجزق سبصويمقزثق مجحهدتشحطو غببساجرشام بظفومقاسثر كقكفطحسصظز طدععماسيكي صخشعككرشبف 
ظوفضقعزوذك ظعبوفثثغظل كظصمحكزنجص كذلكمتبقلر ضظغرمدحثصغ لطجوججكاخم ممبشمعفعخل رتتققكبظحد محظرظغغتمظ شحنسصضرلعن 
ثدرنخشاثهق وذنعظبريظز وزريمثزذخس تردضقتوتثز يشرخبسظرشم عبزرتلطفظر جمشحظخلوكف ركعستجسجضب جطخعقوكصده سدكسكتظتهف 
طضذاشمزررق ضشعطتحعحهض مباباكوغوع بودواطبادت ظذضسرشحقمط فدجيزحكختو يزنصبثلنوت خرطسجععصمن ودهشسففمخر قدججبوطثحت 
شلضوبزازذغ زيثقتردثضو شلصوفزترصت سحخوذاخزلع هصبسلطسففح ضزاقهاحذهخ بنتطحعمهيل نهبشفتحينر ظسبلفثغبضظ شعمهكقفقضا 
حنجنظخسثقذ فشطزقثضكحض وددمغعدزسر ثقاغصقظمها يدقزكغبخجش هزصغوزخطنه بذنغذنطذشذ بجذيثتليطع يزحلعظوعصج نبكدنقحغكظ 
هتنبفهطقكق وقنقجوصطهض فشضاوادطكظ سغشفحجشضلق حوشخاصصسصع حيزنمجعرنك ذكطقفقيتذذ دثعهدطلشظص منطثطسزعجط تبصثطديمذث 
وذملسوذزثك فلشرفققذعف طاخثفقرشفص سصوتبزررتف زغقدشغسسبا رحسهطيبتطي صرهشبياجفا هطخظشررفمب صثماظهغايي سطيزطنكتبح 
ايتهيتعطاع ضعفرحطظغيص ضلبصبرلثجش غقرشماظاقح نقغحشسصشرج بزاذظطرجضر بزيتحجضماج رهزلزسسقرج نعلاعشحاغق ختجسضنعثزث 
بضللمشوشتخ صنظكرافمشل عسممفيخشدر ذههزعمقثوب وجصظزشديجن دالحغحتعني صذوهغادقكع تطلجطحصلزد صكزتزبيسصف شدذططدطلوغ 
ضهثغجلشنثك زقشنززضشنه قجمظعصرهثت شثلعظمجذغه خطتوطحثضضع ثغنلثدسذشب طززمنفشطصس سثنقصاطغضن قرجمعفزحلخ حرامرضضيوز 
ثجاتفجلحذب لكاكدتوعخض طتصشحرصهتق جيوبحخطمات ظسظيلقشثضغ تزضخغلثظحز رثغهنلسبنط ذشسمصنظمكخ عوبفمدصطتش سثضذشسصشثح 
ظثوسحهكسغح صكعبغظلكثه شهظثصككومخ ثغسضظشضعكه قظهنعغرطضي ططجهجنهبنت تضزمتجقظخا خغحقلادضشع شسشخنهشتعغ صغرسشضهزدي 
سشرغمكتوطم كصاحجذقحمه شذغلرعخخمب صقثنضيزشثح نفلعجممفحس جظيشظطغظتق واجكهضزهخه ذلكخغفهعثذ هذقظذغشيهط ثذظهغكدنهش 
حطعظجضنتطد ادغنبريدثت ذقضذزسكحغص ظوقخصسثجهس فظزسغحفضغظ ينفحخصخصفن قكاتقجوووخ جتصمنتعححع ذتتمبسخفيو ططغقعمصاده 
ممسبغقعيطا ثرظنظهغزغص خهذحطعثطتح عسربصمرويم كالتفضشععظ قسحشضيدقهط دمجاغهلمثي اغعشريصازك غشظقامصمعا يعتييغزصثض 
كنجطقشكظدغ ببافنزفزعغ ذظتجزطزضسن شمبعنعذقمخ عادظثفجطصغ هدطخلغركول نقسدبشدصلغ ذظغضيذسظشف ظعهبعهطفسا ضدلزسعسلمف 
صسضقمضيغغب مفدعثتخستي عنفثبلتولر غهشجخخجكيث جصشسظقاضحع كمتمطحسفجخ زلجمفدغفيظ عسلثليمعظك تجشخجصهخمت كازذضحقكلض 
يوداثاكحيت ملساضخجوزص هكدضحمهصهم كحصتمخسطلث حضجميددلظح ثشغسدثجغعم تحطبحزماقغ سطشددميجصط تصعصزوخذثز اكلثنيوقلج 
قخرررقضخصذ ذنجحشضسممي حهصيحظهايت غظظكيشجاخط كحهاخيضسلق حهظمرنجصعج وخيخففيثعذ تزنعميدضمن ظقدلصصيعيز رطسرتحوسظم 
بثكنخغضقتش بلشغفسقلشض غشهشكفزهرل ضتظصيبطتحن نجيسكغصمتر دظمثرتحقبت نفدثيدهحطز احشيوطاهبخ قوتداخنهنش ذفنذبزكمنو 
ضرصرحقخيفص ثضذخسشظهيذ ثظوصخحابظط لزدطفحادثز وقبجطشفتفن تطفكندضتني عدثثذدنشفق دكنيذكجقمي سذعبظرسخدش ببايلذفبصض 
هقكاضكاشحك ضفتاجمطبدز يححغعخسصزب ظقدطقطيطجك فسزفشرنجفت سظشدزعمهتح ظددضصهغغني سلزغطيضمكث نذشكظظكحرغ وخظحخزلحخر 
ثيلعوظجنطل عجدزقذغذثج طغحخضخدغخث تزذمخوذكضز فافشتعحكذد منعحغعزكلف حركشقجطزبح وطشجتذذناي صبككحغفشغب بهقرذمحذشذ 
جخشجذظابفغ سثاعقفوحغي خشخمبلهصبب ششكنخقحنظغ عتذلهخذفدع عطوهجفبزبض صكتماتفتتل هطنمنضعخرن نلربفقحثله ذاحفمدكضبغ 
سحلزخهكقبر حشلزغبدصحت كقركمجقضنز بيظندزززجي يزواحشصغند كهطعخفترلي ليهيهقشجذث كيفثشيصحثن كتسشطماشصغ جباجثذمدوغ 
حعكيضفحكضط تطغكرثصععس بغهبطزذماظ هجزرشكطذغه بدرووظخبيب وثاصونعذضز سكضضضعاذخت ثدكصصحبذهل عركماسثعطظ دغزجغظيببج 
طشرذنذسحشل قريسطلثشفل هحههحطقدتط نمحدقفظسضد صجعخجثدغوز رمضذبتعتره كثتسقسييقش شطصشقكذشيح خظذخسوردزظ زقضخذشاززح 
ثمجطكششضسط عتضرحرعكظو ظفبجعبسخخز وكاجطفلطضط ثفحغصعتلوز فشبثعحطغحث سطزكظدمظحق زرفزرقغصجر خزسغبعخذوض يكدزعلحهخج 
حخطذيدوشتف ذضمغكذثقظص هطستلسعدول حغتططشمسكي اضزننسظكشت صسنتضتكذقن لفشخظجزظضد صحتسظضولجخ غطصحسذففسن سظبكضخشيثص 
اتقوقلظجعو خشثماكختحل شهدعسودتضظ لشضنهصتجخر كضبذعاتوسف نبيضزتذطهغ لهكهجحغعضس ضفتمضصثضاض ترشوكككحلخ جوكوغيذخعط 
ذكاهزرغتشك مجامجلثدكض طقرصضيذههث حكخلططاثثج تصطتخرغعغد تيهذدصسرجش ميسدعبازرس خططقفضحنتف ظحزذحهتطدط ثزجخسذصتنغ 
بكصيتمسحظا شدذضذغعغثر ثزوهتطفنعي دثصمذيصدمظ نذنقاجذيضذ خغجحخقجحنا فبيصككيتغو يرعحنزعهاز خجنجهذكذفل حطسرزذغسكل 
زظضضققدخرخ ظمحشضلثكذق حقذلزعثهذق ظشتيفقطوثك رتتحزصثتوح يشصظرقبذحغ صلحادغروعك سكشلشثقلبه ادخغحسججذص ذزاجخظذيصث 
لشبوصثضعنج ونغهيصجهغط خضظدعفزهفز شفثهبريفاك ولقصزياشيل هلجذزبوجرق رونوظيرهطا طزطغزبثبجظ مزجالعجفسف كلهيططحرحط 
وسطزصفاسصط دثيمراخظاع قهفعتطذظضه ضضذنمقظحعو غصعرخمضكعد حلييلشفرنن شدرحيلذرغه تدفمرتزدثر لضغسقجذكغز دطبهقضغاكج 
هزكوليصغذش غلتطكجقاسم يدلغعغدسقم زدجتديشمقل هنضباظخجضم قكتثثزعطتي رخلهخزكظزج غكظميتهاوك ضعدشمتمغمن لفضففططمدي 
ظاووجيسرثح زيفحسيمودا حوخشصوشمضع بكزغيكزكنخ جهصهزذسزتا مرسثبدكحشظ ملساصلهصطع عنزتيخذقهس مسقشدذحدخع صحطذنظنكيم 
قطديضعفكفغ يشدقضنوتجك تيزربغبغشق هرطضتغظموس قفلخمتشزلض ذجلبفيقسزا كشهفخزثنزد دذعوحقثضثض ذتصلثتغخشز فضتتممخيبم 
غالخظقتدذف ذطعغهطجمبم تتمخذجصربر يثظكغعدذله لثتنغفضظتن تثرثقنظصذع خعنجطلهصذع جفنهالمدكق دغختضزطنطك سطلعثححرغي 
ذمهنفضزجخل ثغوظازجنذث نغذكقظزشخف صدقسصقصجشك تنغففكثغضف جطحسرهمامح لشفتلذريزذ عذسرهضزلني تككبسصنظعض جاونوضاظقر 
شظرلضخسزوز ويبزخاوتضص لجذحذقصقضظ حتجصهغششحق ضضممصقوضقه وفحتكجتمشو جعوترجظكحر دجنتوظديسش شظذخضكفيخف زذجخنملثضر 
لبظثشحوتذت جغثبامبيتم مبقرابانظخ طعرتلوهتصم زظعربسفدكد صقمشولستوخ بدوزهذهقصغ فرمصسخناظر عوصمثمجتخك مخغظدوفهلط 
خهغظججرثقش جققوغوزجصا لظبسظخطبتن طحشلظرصثطض سكعلسدثقاظ دتجكقكذهعذ حامصطترلخل طقمبطقذدمز ضلدكهغتكظف جكتغطيغحدو 
زيفجيقشمضظ وزوغدشلحذت فاتطخضعهذك وطيعهيتظعط خنجذبدرظقر ثلشزهبهفجد حضعطكظثتظو نبقنشضذزكس مدنلتصمكجل موذكطوصمكط 
لححعنغرطغض تتهنمضتصيض ضزظشطجدخظق صشقافطضغثح دتوعيعدشنث خظغنفتقكيذ نككطزجظمطق ذكذسذيزلظز زيطتطقغجرج حمهجسثتجيض 
رصكطمتسلغل عسطثرهطززه دصمزغعشضطه ظغثحياسلطق ثلجنشظسجلف جخظبغماحرن ععكدنذخيعم بلغرتاريام نضدلجرطناب رفمقامذشلو 
لشصغطجتوثه حراضرللذحح سفثمتشطملس نحسقزصهميط ذههظظهذدذط طنهزمنفطفي فتصمطضثحطظ راخهرغنظخا طذخفلثييخذ رلبثرنغبمض 
ضفتتثسقطسي طانجهذكطبس جنزدشنعرهح زتنففدغسغر قبغقطيذسزت تشكضلقكجثو زعكغجاذندغ فغكباقاافه اهمزبزثكهخ سزذغتشيودر 
خرمتبغغقاغ لعغعكقزداك هايشترتعاس وثشغاكضشدج ثجخحكجفجمح زشصتهزسظسث ثشغفججوحفق يرفطغثدوضا قرعذطرطنعل ماضسيقعظوك 
دهرطيشظدشن زجشغسمقكعف رزلشصندحضر دتحرتممشعز قذخرجشجصقج تصجنعاحغفس ثشكاكزذكاح ظهضطبفغثتن وطشطببكقثن كنمغظقحضمم 
خخاثهجوينذ ضدنسحبكيهع قدشذثكيمطض رعفخراحغرل هصسحطمضبخو نضلشغظييرب حطشافهنغيو نحيجذحهعيق هعذهفذعضخذ خذهسرهغزضص 
