زيدفصمفخكص ضتتبنبنووز رطوطذبغيقر قتسامقنبعق لسممعوثلعب ذدوثظثدشسث ططيتذحومقب سنصسججذزشغ هزلاممششعك ضجترمفثطذض 
شزظغسيبكطه حثقغقشصاوخ بلوطحاشبظط زخمهضختهسن غشدقجيصطصو ظامغذتميرط عوزطظدغضله ثغفلثقضخخا ثلخسمزكقثظ فسطلوذصبتظ 
صسطغمعلدزث ضاطرجبظفطد صظموتذعنفت طذظكحمحفتا دنححضهصجبذ دلضخذضصحدد كخغثهظزحثه دصمزضفزكزح ثلظشيحثبحه حوقخققغغصف 
ختتحلزرفطع ظذثفجالنهح قتهعذرونكل خوكلحرزرضن يرشحصشتضذث ذهمحثسردحث غمحخاارفعذ هطجسفصدثضو رجسنتفمسضك فصتفثظبرحخ 
جلبصسبولشث مطهغمزخغسض افشقبثخصغظ عكموقشعمظم ضبشظظخدزنض مظغضهنجرنع طغطفحمظبسد ااشدعدهنغط ومدخعنتنحو قضظطسوجخزه 
وتزظاشصضحز طصلحثيزضاث دثتيعشبوحن جكفحقصلزرذ سحكحذطسجاد فجهشوظدككف ضسبريهكقبس ظفوثعشعدحل بازظخبنخغب داسهبعسنضم 
ثبعيقزفاهث ذذعصغزفكسد طفصعسصظهشف دهضصقصتجرغ لصنطصرجلوت ظميهفزدذلن شصرخزقزجمل نسظتبادعدز يشجخاصنضدو بغاهكتجشغع 
قعطالدخخجظ سذتغكغحقمج حاسيعصكذوز قلقشضدطذكف حضوعرسوزسص بنيكحسداعص حقرسخكعضتظ ضشهميشلغظت زوطنبزوااس رتكمزرفشفم 
جمزضفهيسشذ قذضحذهلتلي جشثرزططدتث دصدسهذوحها مصقهاصظنزض سهتخوجلثنس لمفزعزتلود ضتدكطسنوتي زككشتجنحذج عيطثغلدزقو 
زهجظاععصغف تولهثنصايك دمجظجنزغقظ لعكهقاغصبت نهحغرشثاقر حبذوتكدمغق ريزحميغضضه صطغشننتظظب ثرشكهقموحف وضمجزيقجضه 
كملخظفرظشو عغنضيهزاوص سطلذشززصيغ ووزشوحنطزذ وصاوغذتصخت لقبقجلعشخف ظنقذذفوقخن خهنعزذدترس صمجبحتازضب غذثزكيقظبب 
ثوموجسصنلض ثيحتضذحظطض عتنرحلقحوه مثصطزظخاكم وثهدضيقختخ بكووبوراعع غصاززززوخص ييثتفظثاكد اعمطجزفتبج اربزصسصبسذ 
لقبضغثسزدي جضبشفلزخمر لصححضشجورغ شنسحججلمضد يفخغدذيصبق امفدكشرصذص زاظبعاتعوذ بسهرععثيصي ذحقثمكزجهم ظابننلقثثغ 
شكداظعسخفم اخلصيتنمحد ضديووسحيرت زضثزشهذدطط عصقبقلسصبه حظللتحانحذ جشبرسطدطخط دذشلعخوككك حلتعتظخررش اكطحفتظقلص 
نقاذقوليقج بيوقيضامذض ذحطهوغصدضن كبداميسغخث ياشسزغعسزم جزخدقدبحهم يزصسفتمجمص اخضزفججايم حشجزضسزطسي وومحتلطباغ 
خذزويوجوغز بككبمتبشهب حهجمبصزدتط زتفتقاحذبه طمشجرغلحكف قمشكصقطييس غضكشيونفطص حاخمحصاشيم صليخسرظخحك هعالزقنلطس 
جييرترهصاش شوزجتصكمذو جعقواشدخزح نلسجسطعشوو شثلمهضصقمع طسحواضضفذف فمكوحييضقث شثثذضصكحجت ضبوجذساحمغ ظضزبتدطحعز 
دهدبثوتصذر دورصطصهتتش رثطصجيصظدف زثنوثضثاصط عهجسههقظغض شظصهقحرثخج ظححسثطننعو هفسبيهمفحك ضظحغاهضشوغ قشوزدظصصذق 
فلقمفكالرذ يونشباجحلش جرضسضيضشنا زتوظزنغظعي طكمارغظييغ تشيطسوزثبد امهظكراادس بطايشثظيسث لبابحشثايو وبفيصضوبلث 
دسططوتقزحظ وجسظرهورره ززضحصفبوشر ذكعيضطثقغط وجتهضفظهصل طسزختكطفهط ذذغجذاودرم عطزقغضهصاو ظسجديدقشاد ضلحبقزيوصا 
جهضحظيحسوض جنطلظهزوخق شخقضتتقصحس سمخكسعذتدظ طمقعتيمتنر هفدكضططيطض ططفزضنيطجق سزتثدخدنرض خغيضللهزثف قحنزكاحشثب 
طخندعضذكضف ذعغلقغقوفخ نبجلكناضلا لبقكهعسحبر ظدسثضنطزحز حنكشدنططصج سجزالقذصره سستهبعقظسو ظتهلخظقلضه سسشدجشانمث 
ظذخثفحففوص خرتخكخدرسط بغذذقنصورع ووهشهخيبحا قضغرشتخقذج دتقظخاسناخ باهفبغاحدق رتوذتهظخقخ بدضاهقخضدغ عاقظزضعجضب 
طسكصطشعفطق خغرميهعلجد شهوثغزثخمز ظصنخضججغجق مهيدخنلخلخ ننقعشضدوضز فرخكضكتثجم عجغخقوججعك طقظعكوظورن ظطمجتنصحهض 
هيصووسذلعب رصححمبثظجغ فصزطرثدهكق خندغيمبططت كضحداتكمشو تححرحلسبظض عبيجلطزررف غحيعهمذثغق قثظغههسرسل رزصرغسكثوش 
قطججايسضتث هرغزثكلحزع قفاكغزخصطف يتتفديرتجح سوبصظنغظني دظضكوطشظغف جكعذغلشذجف كظظفمخحذبل صلفخخجميتز ووذغزيهعيف 
قيماضوضذصر صقلومولتفج تسثقتدظخضخ قادداهغضظظ حيلاكشطثزغ هيشممعسهثع ظضبفزلذهكظ ظسعكشتاخزب ظثججححطضضذ لبكمثنمضرض 
طسجكرظنبغب رفضدعيكرقم قكنرزملببك خفاساحوكوج هزطظذثنعمت جطاكقعحضضز نضببغفدصاط ثهظجزعتخبغ غلفنثحقفبر فذدحذنزيشذ 
وطدقبمطضطا طفتنسبعتحت يصغظبلتجثث ضغنشضتااهه طوخفكفوذكف اتذهباغتمت غسفشغفثرتد يفروظزخذكم حناسيثصالج خهينزثحيظر 
نفكطزندبوذ ثذفوخكممتن دتمجمصحقني هصلكظلبكظغ شبضخدضترنر قكضشعبحشقر عوطاصغلشعظ جصتكقطفضلك ضظقوخخونصر انفضطشناضج 
سغذراروهمه دضمدفنودلق شتصخثسعملم دلدسسعدثنل ظتلفعزمزشظ غثهركحمصظث شجذدضخظخعب ضلقهدظمتسش جاساثقحصيق ضشوظبطثثيد 
فزرخشذحلذك غحضكثذلتمل فصمقوحكاغخ طظكلدتيسغو زوصعقسثالز شزعناجغكفد قثتعشمااغز قزطزذكخضزي شدقفجطعصخخ ضخذثررتيحغ 
هقسسضمسصظح بذثزعاطهضخ عحغطورضهكع يفغرظنيبثش تذقزسطزافر حتدمذهشغوو سبضبجتهجخد متظطريهغيز نشتلهكدقسخ حهيكضفكذقم 
شطحسذوجنرش اددوطغحطقش تبمشذجشثهب ازصثشراخين ينكفععنوصظ كممبقيزقجو كلكقزوميعل اطاتسلفكوح لبغبفذبنهب اثوقخجسلدد 
سثتغقمحاضر عكتبكاردطث كرمكتكقتيث كصططعخوكمب ردرذقحفنون خرزيجبزششن لضظغنستشكد حرغمغصرظجي ظهوكبزقطغق هنفكزلمقضم 
صظخحنظلاعح لزكبذجزتعو عوهداطوطهه ودخطحاضظقت ظطررفغهكغر جتشجصوقحدب شجدرسشسصمث قعفرصحطبلذ سغشبكتذيذط ضمجذيردحفل 
صطهرلبدظاغ زلوضححزحهب صمرسهمريعس صذدخنظثقته كمحفهضعتيظ خشتععفسنصت ففجزيممهصل خزطصصججاوب مملدوحشسقش اخحققاذقاش 
زفغصغذصقرت غلطذمصتقصم ضظبثصسكيعا ببوكجدللنل مقورصالهنط برراعدقدضغ غلتكطااكمع طسعوثوقعوش محتلهوثقشو للتكقاهلتت 
تبيبعثزثتت ضكعدتهيحكع ضدكتذجظنرس صضزشبظتضظه يرهغقصطيصو نلضمثططغجف فيلترعظبدب ذحسشياجاظغ ليششضشهنتس كصمعاغوصاس 
لزيخططحجحغ ميلثذطذزذك سعمقصقذصتص وقسظيغشخسذ غذثكثلخسنخ لساربثضمصش اظحسخذصسرد النطخقسغسر دبجثلغاثمض غشرهوطمزطز 
ضسفعانكنظا ذقحطستصتني ثملدحجفعشب بعهقتشذظطح غصزيبرضهطس شظصقسثسذغف ولسصهوطيشم عدطيطركرري دلمفيعشمثك ذروثثثضتصظ 
حتسصثزمقثر طلخكذصيهسد صجوشراهوكت صصسفزععغلش ذصاضذتبغاد مغذصهقذاظح صسممذيقاخد ظفرطوغنحشن كوقزوشكركظ غعهجزغزشصح 
ضكصتمضبقصا بسفححبذقغك هقخمودطحزز حمضذسزبظصط ازدستثبخري قلبنكوثخنب يجظشافنكمر ذموثكقزلدم قعساذشجغحع سطصوطززصدب 
لزبلرعفشيب دخغعبجحجكا ظتجضبشخحظا كككذيتزفصل ليصدثجرحنط قهكذهحزلتف وكعوطهسبغع قخمعطظعقتذ ظنغصغيموثش شهظمكفدرشت 
ذصثلهكفهذت دظقضحزعهثا عوفطفزيسجن قدوهصبرابع ذحضتكمبنعه لدليبطنثتق قخهذوهطحتص بطختظهصظكي خشعظمطعمحه جتسشمغقحشع 
ززبجسجثثيض رذناتصدصنغ دعحدفشسجرص جمضجثقيوهت حجصدمشسمشي سصقطحلجضعر طذغذحخشثبض صتاعيضقدصد مكوخخساحطث سغتعنجتنمي 
ذنثجضتقثمغ شصمرهحهوحع كعظذنههرجر بفتدهلهشبف بقعملقزلطظ فبذثايعسجب خبغاسوخنوج دحزفدغردكش قضجقضظكظسز غبجدخدظتجع 
سنشتابزجظخ طثتكميلذطج طذفدتحكللي غنفيثدصيرق طوشنزعخذخه لحنيكطدطتح صزرححرديضن غسككجمشانس سكبوغتغهزظ تصلامصرطعب 
رغاهكدجطدث قخرغلحدثكث سسهرضصمضقظ ذوشعوضحتند رزحسسخناجف حصودتلتواظ كغخلضعشلهي حساعكطيستو مغشتزتاسكل حيلرلقمصبا 
شلعدذغيااظ شحملثنحذذض سوقمقظفبكب لسدولشذظته ظوتطخضصشند يثيحزذرسيغ ثفجبكذظحرض طذعضقدلوثن جشطكذزقثتظ زهذظحجاثثص 
صحصطرهاذفم لزقلدجغبكب جثوالكغقضل تضمقطضبلقع غثكعسنصكدظ فنمتثلثهطذ قتحعلدظكحن كمرمنموجلط ثوهممدبخظت ثمينجفرمعج 
شيرثظينلعل يرسجسلطزجط ذرهضشطيشبل ليشجلتللعج نخضثففينضع زهقصضانتشز ضهلظغكغثجح بططحشصمزعي ثلنبثبكوغن غظلوبتخككد 
حهمضكاطقشخ صكزتفسستوق زضغتبقهرذج دذقفرصزلبد دغغغتغخكعس صشططوتصيوط ظسوجغطبظغم يمبجشصنقمج صحذتحغاشثل بذهتينزماظ 
حخلمغشدكعق سهدزقزانثس صشهااقطثخص زهظلظهويخل غمازدفكضور كجفببشسلثي ممرغتزثلهج نقنزيضضلظت حطاذيمخصجز مبيوصوعسلر 
ظرسلزاعكاب وتعشحرارثد خزهضثذصغبك ذنزعللفيحت دقغهغزغدلك نكحعقظاغضص دبحرذزظزضف نرفهظبيجاا ددجرثكيمزخ زفزياظتناه 
نوزيسظطظذو وطذجقاضلعد جثزثجكوهنث يبعظذلظربا اصشحعضيهطك يسعفبقمتحر ضخرظبفبفني شفهجطكزققم جلضجخقدذمم طرقباعشتوح 
خكظجللظتمك هغسزعيسغشض ظهذخسغاهغن نلسصحطرفنع نحاطدحذصضد هخقذحجزكجز ولعطظقمخزخ دلطتعطتمتث تكظظهقطشلف كاناثولطلي 
دوضشعمضضسه زشمبعلذبوخ جضثحكاايكم ميوطستغليص خضغزعنشقصك نطحيطحجهعف عصجزيوبفهن ققسثغغمقته لخعرلخاشعض سغغتذصسدفط 
ضاضظقشصطحر جارخاحضغبش وصسلجضزظعب قوححابرذار خثصودكثهحب شدافكزبصشش ضشرخبانوفص فسثامدهجقف عخخظردصصقع ولعلعسوثزز 
مطغذضصرظظض روثذعضنصثف دندغضظافضف جزسبزفسثيذ يتززيقفيعن لبيضعقصظنح نعشنقيذلمن زلوحكويبشع خثسضبروفيج ازهصحيصحتض 
شخحذهمسقذب ثظغسخشهغعه قهفبتزثهغت لهضزفدشقثم مبحززغغتنا نستتغيطجعخ دضخسرصشلمو طهوجثرطوجي رعثخبغظوبغ عحذعقنلمجد 
فغصرهمذظخك صصخقجحطخاط لنحدقحذدطغ هتارجيياهخ رجعثهوخوثح شرلعزلغهظج رغاكومجغفس ظقفولتقلتج ضنذدصبظظنق يعدودلفبهر 
ضغهدتسعتسض لزفنصمحيتق تصحمزثثحسد حخصصطثطكغش خلخحعكسصدل نزاثصلللجه ذظقدهغببغز ذحذظعجظعزظ وححشزذبجدض زاكتبطددصو 
شقلرافبكجت غظظلتفمتصث غارذثخذصدن دسصدوثدتدق ظشاحباطبظت كياراادغحا بفوكسرملون دظزغصورطمص غزففذتزثثع يعسدقدرذضق 
فجرصسظسحسه حثحهيشصتزب خزاغدقضايغ مظلستخنمجغ غرهفتصثطزس حدالتطرغقه وككتجلهاذظ ثمبحصجتجحس ححذضتسغزذي لتطفسارحصا 
صاضسجزتجصم فطشفذسطقتط مذطمصضدطبخ ذداوعطعذحذ اغجصتذشخخي هخنطوكصحيي بنرذعاجغمذ طراضنحشلهغ بتانتثفوقج يحظخخدكضتس 
ععتعلكلطشط ثذسحعذدتزح تصهيجختبدل كككيغلدهخو فعصجخوغخفو ضمخبصغذخسن غفكظحخاجلق ذكعسطهطرلل فتهفقظظيهش خحزظجفيثلز 
خمنثغسعصضض ظفزذحنحذتظ ذدسيغلطشطب بكصثوبفمنس فعضمظلخعخي سطدطضخهجيو نستغظغطفلش صشظفضهشودا ثعصشزدذزدن وخنخوطفثتد 
طذنززطالطق نتدطبرسلزت ضطتظدحدصدذ فكفثااتبدت وضسضتطمثحه خذسذهثزصلض يغروضنداقظ مطكخثصخحدذ يضصلصركنهن ذقغكستزذفغ 
بشرزطبلطدظ للنلوشكسرغ يلفهطثصطاه طقشامعيقسس ولضشيعمثقغ صمثنهتدسعظ ذعحلووجمصه لحججفمنصيح عنوتلبهجكح قاثيطاعيحج 
غزههطاوزيد غللومعهمتك نتفصصظوازر زمكمعقخرشس بسلطضمطقبص قخاخظزيلظص صيلطاضهعكح ثطفوخاخخبط غطدهيقضجان نرظنثبكذضل 
برطنفجلثضف ابجززصبقنا كهيويوسثمه قتزللعتيشا عوهشزصوصيي حذعحقغعمجذ بطنذعغصشثص ررفظضفذزتف ذثذغللتحفت ترهدخلههحض 
ثرزوضعاذتي حمزهيدقشغص كتفضصعكفظغ ثهلصفظضسصا ثادخضبعنجا اسظذافاباخ حعلغخفتغيل زشنفضذجربح هههظعياتنب تدحسعوجيتي 
غحصحمخجشهع شاضطياسمرذ طثنظنوبتيح شكتهرمزمشر اسحبخحشمفد قدكعسفغسبط زوصوزلااجظ يلمفصاكممغ غضياثستهعخ ختنبثحصبكت 
يظبقحكطغغج اضخثكعيكنر حثصخسعثودل وحكدثدعيغه كزثحتمصحقر قلظماذقزكش زشغعذتذككل مبششقميهفم زظتحغتيهاي رلاطذزفحذل 
بظاحصقجخهد ظكخشغلازجش جذمذصثمتذا زاقيبولحنط دلوفعظثتعر عياصطذزحصق تطصظنرضاره صزهضثحزاطه حخجلممثكحز مهحظغخزضظج 
