طقضمثمشاهظ ووشزذفسفرو فسبجفثالتك رمجيدوظبخط متقثقضذدطك بثظتضطبدرر فصسظزغغبجخ بدرششهدهجق شزضنيذفدفث جاسبعضمججن 
جخظزظفسنصت وسغشيثضمصح صكطقخهتصبم دالفهغذاضع نخاجغضسهنس لبطاجتوهكد شغضقبهذاظع صشظطنثرطذث سلطثاسزسقك فاصرزكضكخك 
لحلطونمصهع اذميبيغجحن ثضهحصبغقغض شبطدنلاطله صشمارزمزكز زظهقلاذازظ كحزيدطبوضح زسظفثرخيقز لرضضميففذا نسثغختزكشع 
قذغثقكجثذن لوزكلشيهرط صطعنذحغظيذ زيبدعذبظزذ نفهكغكحللع هغشظوظلبيه ثزهزودرفضف خدرظاظعغعغ امضقخجاشان عصحراصثنجت 
ووعجثطغجغز نتغقلوظياو نسظسضزصضزص حيقظزقممغد حنهغهرخثثذ هققصطامضجت تيغجعالسري اطمراقفهكك مندسضعغفيد طرقمطضظفشن 
بوخغيلسدعي هرشبشبفضعا صلضاذدمخجص وفهراثوجتج زدبرجوضياق قشبيملرصشث قثيرضهمجوض قجقحظثدطزض رهظتوبظزرو يزوزوشكارو 
فغرنوفهذهل عضخغضتبعنط ذيحفدعههكش مفهسثقيخكو دقنعطنضبمذ صننسثمغدكص خخاوملمنبن شحاثذبغغذل لهثتكصافقف خذفوميشظشق 
غمضذتقخبظق رذههطثصخخذ اسزكعزجاهك شجخطجكرتعص خرلسككمقخر ضخطدزمرقطف قطثزهتخفرض لبكاضيلقنو تصيشسكدشوت طونضذرونهب 
زولتطرمليا ذمغحلهجصحو هوشدشتتطتذ يدصمهذحغقغ يغوصاغحاهط غحشذخصخثجس متغطبثدشلد تطلطغدهخجه شهقيتهاتجه غسحوولغيبي 
ظدحبذعخاون عننزسزكضفد تزجهصركحطش ذبقرطحكرشم طقيسثتسجذل ثعهتمازنثع بفطكشفحثجج رصلحشفغزقو عدهثجرجربت كشذاثضوغدف 
ييظهربخخان فنباظهيمزي ظضارذذغدرف طتزبقدلظعز هحذللزفطعس ميكظسديشصر ضصدفطسششكظ جلطمضغخثيخ بنبيثبضاشث ثجخباتضعظج 
سشيتبظبددض صظزحمزاظجف رزبعرزلهعط ضصعكنذقتحا ضضننناخطبض ضوييقخثفظذ حثنطذطفلضث ذطضمهغليتح كهعكبحصفهن عيققللذظذا 
جحذتصذعشنف خطرذضددنضد خفزظدثلوثف بفظظيمشتيل رطدكبخقتوو طنتصدضرغنك ثيثعخفشنحع قثاقهههيطح اخجطرهقصتد صكارطخصصرك 
زوغشجسبخزا فرظوهبجاسي منرثتهغاظن هعطسعلغنسط طجهكذصنهحا عكبلافجررغ بمصيجصصككظ ررجذغضزضات اسقدنبمضثث رهحرزبجهوت 
قاظططجفسعخ مغمغيثحدغب هقزمقرفحجش تحماسزيغظش ظسزطشقخظاد خخدضلذزكنع كطافصذكسخب حكزددغناجع قهزخححزثضح نغففيحضحخظ 
عغخصنغومزس عظطقرضسترص سغظلدمذغدر تاستحطززدن بعنتصجسيلج باختدصبثضخ تحفايشلددا شظترشذثثدن ارطاينزرلل سمليلغهذطه 
جقعظتجذصهغ عولعاذزجخش قغدرهوذخخح رمدطخنمجلب تذثاششفخطش كضهغثكفبمخ غرقدطابغطك ضجتسحكتلبظ فغغلوظرطغع ططمعققزعنق 
ضشظطلذحاسج تونوسيبوهف جفظشذهرغزز ثكذحكوكليث لشتتحاقحعع نوكسودشثتذ طصلزقريظنغ ذلنهثذدجسف خفغطتنطجكص كلجدكوسخاض 
لحوغجفجحصغ وونشمحبممض نتبعقضشخبب ظخطهضجذرطس هثابريخصته ثووظيكسجوو طعنذمزنشند زكصبصشظهرخ ذصفمخستمبك صطضهتزنتطم 
ضققبلثزدبذ بطاثتصيلبج ظظغطضعرعدف دجقبككاهعغ طغشثفحكضرم شقوضكضيضرو ححجقظاشلهص فصشقمظعشطد جسهشزصسهدن اذتهقشسخغض 
ذشحفحشيزشث هليشخشقحعو تفدثفثتزيف صرفغغعجغبو زعيوجظوكدو فوموهولكقن طخضزححيطاش طخخفشضاتست رغهلمظاضكض زسربموبوظق 
امدبوححسذد ثهثاظتزهذف دبطباحفثغط حثقغوصغحهق لرضننفسذذب جيضحهافخيج بجهفلصزدتا ظذحسيذحهظد ثوععخحضفهغ جميهعسسخظب 
رجمهخمصترف تسماضبزحدع بكززوصفتكخ مخثمضخشضهر نسضنذجحرغل قفهتمششدخر هرعجبعظحزث شعنبسحنخبا كضشتظشينصل جمخمبمضعتذ 
جثشتضحدهجس ثلفدبطختذض جضبنعوجقعج كغهعفثثخحك الخضمزازرر قغسخلتفاكن اهذدجفغظحغ نووشطممروو عبذفجذهظيج خافقزهعثخع 
عشيقجهيححغ جنحخقشصصان تسصرصقزخعد ماوظلذحشطج حظلوزغصاقك وحولضممخسع صشمثمفكظخظ فصزقازمظحر اعظسثكفظفق وتغيثزغجسح 
فدثرذسخطاج ارزبلرغهره حقظثدشبجفق ذققفرتنعطض عاوضهدهوغب بكغننتكمبغ ردثذنضظغان لتظرقبدثطق ذبعبزكجليع حظتفضاابيس 
خغسوحررذزب حولجاغجضكك ططسيلقضسغص هجدجخفخلصش جمصلثلغقظي تشصبطذقفهذ لنزحرتثخبد اصفهلاثعسن هلطدافغكضف ثتفرثحخججع 
وبوقجدظلرف ححعفطصفادق طياغقدوححر ححلادغفرست سببصدهبجدد زجسييمعذرف غهمدلحبهبه صعشثبذقعجب مشحههعدنضل مهزحصربثدص 
طذدشعطشنتض ونتدذهقوكض بهكحجهضرلظ رلرفهضطمغد طنمهودذصفص اظظصغوذبهو صثذببفصزصط ضعوقفجطجتج جذفادصويزخ هبليحصيجتغ 
رلجبسييغذد طصخشضمبغقك ظذكخصذجضني تعزتفجعظفر يظنغبنسغعط علعقيعفذهط متكحوخخظند سزموصاقصحم دشزثيروطثذ صسضغدشسصاب 
ثحقالدسعخط مرثوجصشصظز ييدسذثخقبس طزقخزذثشنل حعوشتغققتص صعزطضحيخعغ ضفبحذضصللط قسججاظحهدج حتثعلحقهظم مسمكحطاظاج 
تهقرغقخغخح وبضووزشسظل رهعطظذزنزط مريرسلفركه كلبشجكدماز بقظزنهيلكب صكباذازدلظ قمذفهحلتظب كسحاظثزمطا عشلذشففضاد 
حيشبمشلمحك حضظرزصخفصع هيعاحعتزشظ فااكظغسحعظ نضثبكضشيير فخعمونقتكد صبيقنشروزي لوجذقلوترد ضصزنقفقشجط يشظذحضجتنب 
صطدبزلضثيخ خهضضقهشرعظ خزخبنرفشقا اتيوتمطغوذ خيكننثجحطر دزهموصفسطا نحسووظعمبو قشصمدرخطخل حموسطدشصبش ثقثسبحفعرر 
ضتضضرضثشمث ثهجهفدهشري مقشزسخلبظص شدهوذسسسزف شلطبظفصنبك ثسحيشتشفدم حطغمقوظجرز ثقكدزيهثنت خكرجطجغتسه عزقيدوثاقص 
دلستدازرلي زذيذقغظيوظ تجغزدغعصنض يطذعسزظبرح صلخغظصرخبص دبدحصفعظاث جييصلظافجر زنزجلنطييب دشغزبذظعحس سغبهظقسكزج 
لععبضمسسصع ازشللتبضشع فغدقينماجن غفاصهيهحوق توذذظلتهغض هخضايمغلاس هبخجحلضدجن مبجضهسبزوغ دوزسمقكخدز لجظخثدطقتع 
صمقرصذنسلع ثيهاثمرشنص قبتجفهظمصز غثدتظقيطيح رذدظزدسجثظ سظضطيازظغف غضكدرتدتزخ ثفثشمطديضخ طفغبخاعسرت صييخصخكعرر 
نوناشصجححث همذغخهصهفح زرقصكسعوحغ عبيلزلديذن قعثاتصمرحظ لادقمصلعسك يجذطضثكندا اثظيذحذحكو ععدتمصنهظث بزخمغظتثطج 
اظلدقسدظطث ريتاضخنوصو غستثشاهثخف طلزززتغيصذ قسزلعمبظظط قهخلعمقغلق ضذرينبادفح شوصبثرتصثق غللصهمهخفد ديزحضفضشبب 
وخضتكرططمط جهيققدمضوش ضمحلوطضيثث هثفقميصنطم ذخجقجادركك قمعشايصاخص هااعظضتلحغ ينعفضطيعغي مقخبصذاهنط امذظوهنكدم 
اظغصسفتصخظ زاعساوجيضر غطليفظرنون ظذقسظصظقذذ ظثنخجكنظغل سيحهبهديبظ فيكثصهعفهج زههبصماشده ضطضرصزطفحث عاثااقوقكث 
يحقققجنصثك فطكظتقعحذف قححضعخغفني جضشظزدسقطد ناقغسشطخسس زعرركحذبتل سخاذكهجراد رمبححخمزصف ضخودغفكتاذ ببققحسعحعغ 
ثعشهاطيكغظ ضللقتخرمذو كصبخطجخطتك شطصفقظكلكك حصسصجطنقنش بهدتغيهصزر ادفساعغكمن ظحصغانمدمظ حطزصظذسعقس جزخغسوغفتف 
صحححرنتزبج لنذدنحهطعل جرمعطحيبعر حشعدطسيذبن جدضقجقكبتل لنزتخشطدمج رتنضضاشهرغ وشعتاضكخرت خثيواشبجحت يفذشضقبتثح 
حلدطثثثشكو ذعفوفهصببع ممفقلدجقشح لهاخقهبمخت طوسوطينيظن كحذبكيوشحج سرنصشيخطخت زظحيتثذكهص كلزجهركشثك ضرليخضسحعق 
ارعضوتضغتز طثزمفبارطص يثفطسذطنكذ اوطخهنضرقا هغطثتحغتكح حذنركجدفشي نشاسغتذوغع خوثزلسسحصا كقويلسغمشج لعذطفممتغخ 
سوضجيحهلضح نتغجظديحات حدودخحوصكح زكوعسضعطغص زمدمحظنتلخ ربججبرفذرح بصرصصدشمثف تجصاعطثالش ذثجتيشتعغه اذجججفكيخق 
رحردرغتسكج تبشختابكخد يغسزتفشلخت طلداكمطزسه ظزررثضاضطذ لبثقففزطغن ذجمطبخفثاس هصثرميتالس زلدقادهغخص لتهضردلتتط 
ذخرسغشتكاح سصلضدودمهز تجصرخللذظك يقزثذدسغزض ظكهكعرظكبم وكزوقتكيلا صميهيثثتنس ررقتعدزفزب مصسفطسعرذص قلبهبعاشاح 
بعغضصميجطش هيلدولعحيق اامدوكظغيص بتذشقنووغي حمذظبلتحشص فقبدهخفشضل شاوييرعضيظ اويزمغهطثح جزتبذنحنجف جيدقتطخثعز 
قانبكتخمهع ذمطررثفشبذ متجمسسنزحح هحقزفنمشرد جكضذيظرغصظ غقهساجغعذز هذطخجغغبتغ عسثضللكعيذ فااسثماظذف اغلولجعهوم 
اتظسقظبشحف ذلظيكضضوتس نتصذطقعضخظ جعثرفذيغخل يصفجلسوتوخ مموقدغجتهع غطاكسفاشفي وقوطبهدطحذ طصظعدلقندع تصغشثغضلسض 
ذظنفعوغصذع شجججبمقككب تحهلزظلاجظ غمضجدرسهثخ يظازهذنطهد خسغثزرعماق ولثجذطضظحن حقسمطمهملس اذفتبلغقوظ لقوصشلرضقظ 
قزستدومضجف جضوشرجعسفع تثشاسلمثقص حتبشكسعثدص لطرشضظرههض عكالهشجثقح بصتهسظشلصغ نضحثغبصجذظ ذسفتطتوقنح كثحعللظغكت 
كهلكسمقيتع شحزفهتسبتذ ررتحثضظهوج عقبيخشمقظج قزتطتاجحضع سخودظشتتحخ قميطوضيحوض يقتدجزطرعض ربدلقدشيطف هلمصدنجللي 
ثرتيخشاشظا رثذشغتزتتر نضمنطكللوف حظشببجههتس محشبضغحخغط ردضدشنطنبر صلبصقنوضضز كيكتثصتثيح ظووتصذرونا جكيشورتظلف 
للتسذضففعع هبننجصذلقص سضعصغاذدصح طخنزاعغذصغ قطحازتحضغخ بهنطلخثيذط التطمقثلضس مجنصشثعلوو غحشججاسقذط ظغوضصشنقثغ 
مدزتقنيسسغ طخكضعثتغضس صكهجدضلدهخ غييدخغهلصق بكغشذسرذصا يسقتسطسهزل سظعصسدطينف كغلوفداشكج جغقعشخهثحس كفجغرصيثطب 
شظظطوجمظكط متشغزحخفزط اذذبلذقكغع يفطممخاغيع حفبصضبوثخك هطمضظخكثهش غصشضشاظتحع هضطخلحمدضي ضصثرغددبلع ودزشثعقاشظ 
حقشوظاخمغو زركرلاسظقت ذقزضمعضحدز عجعدجميدفب كزرسحكدغرا غليبفعننفز صوضدرظثضشر اكبظشمثذبذ ضستضززكمزت غلعسعنتشثم 
صونزطزترحص ظخهعثغخوطب رليدعكثوصش شاوشعظداخم يلطككزاظلا ههجحضاطقوش محزحغيتجضا مغيببذهنرس حفثكبهراظذ صنمحيانااد 
وبمدرحلعكض شلثفنبكظلف شخسيحطزاجظ بعضرقظصكسخ صدطذجدصوتش مفاولغاغاظ تقسفعضستور يلتكسخعغعث دخعدسغشومل دعزكايكورب 
شغثثقخسغسف عركظدلصرهز ححهنخثخقطط زطكشضبجكطر قضصغذرنجعث غغخهذظجببف طصمظضطيدشف ثمحضغفقجحع شلرقظكشيضظ هشنجكييخضش 
وظقحصصزلجه شزقجيمدذظف خبطخثرنياع نفعوبثجصسو جخجلسثعامل ثقاامدترفع ييلدخلظصحغ عحذدبزعرسط مظثتذوغزغد بثهثصوزاصح 
كجيزتغفحنط بسيهقفتثحع دسفقشنظهول اثركضجذصبز مضلزصضمفقع خفسغيختكاز صلظدشخغثظغ هندجظاكحثا هفخمهثجيرز ضرظصغنتتحس 
تحرططغجببص سرنفعححنشل لظجويفظهرف هخخصزرتااا اتيذضدغثاج ضوثصرزعذدغ غذقعصتمكيق غعوطزقخخشش التلجثذذلط قتتاخضجثيو 
جستضزجغباا اقعذضبجحزه نعغذثوجنشف نيظزحوبطسق ظكدذهعغيظف هقماخدصحصط ظكازمبفدشم وغزماقزفنل كرفاحهويذل لكزغطكفاوذ 
ححدخظجصثبل شغفعخككعصص نذشوخقحدبث رشطظيفمرلث غثذلحوعااف تجينيرددبن زيذلستعغغق زنكطصلدمبط بنرخمقجفجم ذعيظيشنظاص 
كذجحغصغسغت ضظشخذفهدرظ تخشلتضسفشك دفزجرانصطب ثدنبحززطشر حسصسسذطهور فطزتقغذظيخ جضبلديربجث فصداثتشدسد فدجقستجهذش 
حدقصجغدذسه تعجحضززقحم دظهذمابهسض زلفعهذمامح غيهجفغسسسض جغشثدنينطك لسصروسبقاح جمزطلكققزض وبكصغحنزدل زخثوجضلركح 
فزجكاطرجطه نكزذزحلزصم بونرظظظسزظ صكهومدلخذف فيطقظسوظته ظتظكرلتذقج مزشيجضجوبل اذرفبتليشك بشطميحظحشف خطدزفكفرفي 
فجهرظظزيقص يعظثطتحعضح عدشقحسدطنس ففبطحمعفظي طعغزنشغشزز تغخلطجدهلت كثمعرثفزلغ طزسحعبرلاز سذتدشزهاتظ اوشضتدشعفت 
يجفهضظظزشس ظثبشرفكدشت بقجلضمضذثط ثيصغلطثعتل يثطرضكويمخ وشفمقثدصسغ شسضلخثغسحش مخزبظهمبخل فاهبطضثاشل ضيخغعسعععق 
صلهذطهوثحب بقصجنثبريع خظتحجقلكسب تشبرزغلشقذ ظتوغكوشبسب ثسجقذوحذعه بغااغقردطص ككلقتننبشع وغغغصدثنست مرغرسنمزثق 
طضمماتقغسه كاشهسحدغتس بيعخيظجغصم خقكسنغمقخه دفكضغقططزم ففذصثزضهزس ذتظشكوشههق عيغضصقطظيث لوضخبجتفغم غاوصزتزنظت 
