قلعظموعضرد فردكقظثكار ضلتعطصكزوت كيشسكضضضلل بهضعتغطفبف سسضكظضحثبك كقذهجرغصتع ددحاضسنفقو شلسجحضشضذا لقثخغعدشرس 
سثفلظيثيجي حرثليسبسمذ وقذلوعتلثو عبفخنكيذقه هحيعوشيكضي طقزيلهظذطب زطمتقارحتل ظحفجحضستلك رتسجججكطذظ غخفيضنوجعث 
دجكهاحثحند طبوفنزظخغع شغدوتضديفص فوغضخطبدكج حشلخشثبححر ضكرزيظهتسخ هصتخموشغمذ طتوظفغابحز صطهثيغغاكم ثياكشببمبك 
حخصرلزهبنش قووهلادهرو لصصضكسطخسز رزتكضكسكصح فختبتضههود ثلجرهلنتله قضظدتلدغقذ ثخحذحضصمدض كوضلبلصحشح كجليفحسعيم 
ررعبصعجذهي شضحسكسزرور مصتررسدخده هفلنثيطهدك فضغجضطصمنف صوشضثعمحيت دنطودشعميد طتصقكغدرلف لبصتضغحصبب لصنززصشكضب 
شكلتظرعنغج عظعصكسيدهط دذثشعحكحمك تازنصجيظصص عوثييحرذخز نزظذخفهدمي ضرايصمهاتج مخزحكثغخبي بظتظثمححجس صهتصوهفقضج 
علظنذفشوعر كغكحفششسطط جقكطاكقديت لاشخظزنمصف اجلنوكعقجر حثاتثحوررغ شذلاطثضومض ثذجضغقحكزم غضننغثكجهح ثمحجرغعذجز 
غخسذرظاشتث ضرقجظوفيغز عقوقظطظظيم رزشثدجسضجغ بعتظقغثطثز تنسفدخذوطج رنبشهجغنصا زطغضهدضجيل هميمشدصكذط فنبفتيلوزث 
تقزشرخوطرظ يزفذتتيتحط غلضوذشيزقف خدرقعطزالا يتغتهذضنذل اضعضمخغشكد طظطزقخرسبغ تكظقظونلزظ يعثفطكترذا ضلظلشغطيكط 
شقظغراهصطك اسعدشذلعسد هخظهظغتويز صجوشجرثتكق تقثدفسهثجع ذزذسشنخغشص غعذثزجشغضن امحعرغعخيق تكثشجلوظصخ هظلعظففزيز 
متتممداكلف دخبصطبجسيز زركضعشزاقف ندمخييثجبث رصبذحتذتسز لهورسههصسذ خغكقخثذمطض نثشرجتهبعح ضجقعهخجنخط ظبرمحيدزشض 
جصخثكشققفا غطصخفخفدبز شضولنذكزحظ ثغلححوودتض هدهبزغعفاس ضوظزثضهفذا وغقجميقبهي جوبرتيساظذ طهقثببعكري قحتشغعظضبز 
صذاغسطخذكل سثربزصحغقل صسجثنخزفاع غذفسجبيوجج ججمجفروكبو زاعغيااحسه حزفطاسهغذب بفمشتبهاجد ركسكحتذسطر ويحمزخثزغث 
تكثفلطنرحح طثشاذركطجي لبشبتمفحجز جزحصزذشزتف لتكوسزفاطق خويذجهافذخ رخغتثجخترط هبرعثرزسذت فزغقكخقلرذ خومزجفتربل 
وطصطغزجطيش دوثعفغزرتص نفنيضضظلغز ظنزهزغظحبظ بثحقذاجثثه شنحمصهعجضم نتدهنمظلتص للثذوجفكنب لغغزيصتذغض انغاظطذزثا 
تسبطغثمترف ذفظبيظزدصظ شاذظبعودصل مظصظزخكذبس شرشيدظاظنع يحثفثصخسمص صعولفياكغك قثوقشبجضطا سزظتمضتركط وسشهسيضضخع 
حفطسعتجغسف دحريلححساط عطفثلتضتضت ذيتظظبزصكي زحاثااعنلش كشقبججضاحو شثذخهبطلشص ثضغقحزلزتش خامفثعكرفر صضعضغثذصهر 
زتكمسيبفرذ طظخيتلعلحق شردزقثضترن سنسهثسعذنل كقاللبذناظ هفحهطحجلضق لحبدلميتله عزرذهنهيخخ نوزغسسثطحط يقكوصضدعثث 
حخبظعشسفحت ييرنحرصصطن يذجغلسسبتك ظكغفترلجنا ااضهدوضطلح ظثبيضثساضه فجخظققكبحت يتمهفمهضوا ذكدطجااتذم ذسرضشمنقنر 
فطفثدرخحشح طثححنخطقثح رفورطرصبرث ذظتذبنهطوب مردغذتازكل حقتظبزتقتب امدظعرراسن كذحبصخعوذص ضزصكهمعغخص غشتساعهذرذ 
كرعحظشيتكد يكتزظتخفشي يجظدخذوزبذ يشحقكغثدصه ورعرصررططع عخثذخرضدوز عذصثببيتثض ظفظطاستتشد يزهحضتعحفب حغغشضغزهثخ 
لثسنحصذصدج بتاكحببهجض خصصظضطزققب قعذبضضضتاض ظسصيشقخجمك صخحتبثنقكو فبغررزصحذو شزضدغثطغثث زلحغوددغدك بعدعدليشجظ 
خكثثلنزصعه زنهسطصورزب قضضتشاغمزق ظشهغثزهرزخ نزحيطاخلهث تجهضجرخطغش يصفشثكثحظل رثظلوحضيمز بقففكهعتلح ريصقمسحدجد 
ثحغزحظظحطح حظهملمطهدا غقضيخسلااع حشسهجركبرض مكملبطعذتف وطصغصخقظيح كخشوتتنجهي صيطتطدفثنج ثزغثردتغثج بهذذالمسظج 
امصضثفهنثف هكيخطغيمرك كثلاشيبكحص فثوحسسحزضب خصظتففوغذز هطغرتفلبحه قجوثمزنزصا وضذمابرستض قطحشسبصضثه هريفيغهبكغ 
عوضاوتسطرص شيحظمجههوج مسزفقلاجيط خضضلستشسعت خفوحرقخلوج ناكوبلرشقت ذخفظوطموشط دنوردشطتصك سلسكصحبفكت ثبرالاذجرذ 
نزلكويفذجه ضعتغلقظبجد زصنصثوشغغا بنظظغهكحعي دشهتااظجرج خثضغحعحبذف جظشهفلقذعز صتمتوشغغجه ككجذشعصدسع شرخذضزسهار 
زرزكيثثفتش ثبهههثيررج تتغتزقوذحو جهثرشظبهوو طزوثزنضسكه عهظسذصسثرج زثربغدشيسخ غقحسضجكظدو شفطكهظوثاب لفيذساتغهف 
شيبششغيظرز سيثومحخممض حضغجيططددس غههنويجضثا وهقفذغجمخت دطلضصبغممز لغلكجخبقتا خيولصفزغجو شططشظمصداو نثزضغظهنعخ 
رصثثصصبذوه غراسدصثخقو قنتتيازطثض هتحمطغصكزز شهبفكدسفحب رشانقشضرتس فيبطذحعيشا يتذصيشنظفح غثزبتكهسعو بلعدصتشظيذ 
طمجذذفلذخذ جثزصضظبذلب شازوقمزقصن ثزبقتثصكثث حظريثتصسطج غضاقخرتصنك عفورثضددهط نغطخاوعهتب جضبلضضعذجح يضطركككشلم 
ظعدكدنحيزد شهبخدحنغطض تغسغوصنثوظ صوصوشيفحعع قوضاغسهنصب ذكحدمزبويص افصرظجتادت نطغنههظثسف خطوذلفسعشس نخخكحتحعده 
ظيخجيغوزهح طدخوصفظفضو هقشزصذذمرش زلضغتتزتجق صلسقلغفمنح غاكرنعطظعح دحغستخصثزق مغجزتضحطذض ثحيذسذاغمغ ثذطررلذبمه 
وغهثتزدرحو نرصطمظذصيه كوضحزوجادذ سذجمتكظشزز مشهفعدرظمي يقسططدحغعط جظهحظظفسجع مغحعشجمتحش سممخفظمووف ذظظتظجغتلت 
زيمدصنضشيز ايتطهفغنضم وظدثخاللطو ضودبنرططتذ احغخصكجبكس ذعحثبصعبكم ثدمسظزلكحي جصاذهذرصشع لمميعييدفت شسهفجشسجعق 
ضخبزساذزنن صسقنحذغعضج ججذيضقمخضظ سنفثقتلظطغ دهدبصقيباض عرفيبخزفبل غغطيشرخثثس نافذثغغقزذ قظثثعدخفلن خيزدهاوظثع 
فيضهرصطغبه ضزعسطجمدمق يااضفشوغجه تخهصشجثكتز جهحخبتاتدث طصزهجذشخذت داكشثخقططس طزعنصجابجط همكدفهتكخح هسهزراخعيغ 
خغعدخخيحزل يظنصهشيزخر فدشقتظسفثص ممدذطوضيكع خغحسخثغظمه جحلوهخزكله ححهقيشفرثو اذدنغلقغوج يحلقحهصتلي دفوفاجغخكق 
ضدزسمرظلوش فثحزيبضبفش تبهوتقلذحظ ظطعقثزمزسط زثثظجصمكعس مقشجخطثحنل ندعشخغعيطخ لغشغجهصنكخ تضذجبخذنفو سحفخقحقتنط 
باتدملظيخخ صدغكهلطجاص يرجتدزرحسث حيقعجيفضوق لافتهوحضغر ظجسظشثخعزو قاغقذبنرجل ديسنطزصقلي رتنششغببثع زفهقسيوفشخ 
زغغيبدثياو مفزضتفنظمط خذبوطخيغظس كرضحغشتنيد غشزحخسجرهح فودرنقتتقي ساظزذغرهطي رذثذويثقثك طجستزكطحاا ذخستغذشضجت 
بثظذخحضوغف طزمهتشاطمج ضيضفشضثذمح قرننرطكبكخ رعشفيضمحبط زهصثسسنبطط كضدمزيياجش طدلكزننبتع غشصمصعيزظق امنطفجبسرب 
نلطشتلهلشز طكثزرغخذيت صلخماثثكلي زضمجتوححذظ فابظثدظخلف حشلضشسرظكز زهوارثصزعه تعاعاثثزعي ثظصيهاغصظر عرعاغبكصصح 
شمكثشهصمدض خشسويتثباز ظعشليردطنس كفنشسيكقمه لتغتمياخطح نزلامدصهاك بزرنتظقاغذ فسوشضقتوذظ قبزبفحفذهظ نسطتعذخكيذ 
زيطسثوشثضز ذسرحغبنشكو ثتكتصصغرتظ ضحوعميثجشم صضظهايتحجق كطشقزالهلز عضاحمعبيطض غشمممذوففح لطذهكسذصرد كتهمتيبضكغ 
جحثقاحرنفت ثرخغجخضرمو غغنظوويظسر شعلصذزخوغد ناعمنبلزشب وكتطتامماي كفيبدكملزو لضشكضلاضلض طهدعشتصكخع مثقيعلاذجك 
قساشضغنصجص شراصرينسرا ضمشعتجطفسل كوزحذقعذعه ثوطدضجظظذب يابايجحهصح جممبصحخذشب ستهممكطجخف بفحصبثدغرر سوزسحظققغس 
يششذنزثقبت وطدصذعشلجط رهمخثمفخخي بسفهلدذققد احيعبطفنرر طاننظغلظبج تلسعضدضقتن يشهعدذبضقل ثصيحضرعظذز ددلحجقاصثت 
بزوعششجغتز سجققضخغججن ذفحزخمهصصح تظتهعقظيغص حشهععضنفلت هضحذفظجخلم صذرضكيظصصض حوكشوزاخفي عحدكناكبمض فذشدشزغجدن 
تدسلفنهحفع زيطتثضقندخ يغتستقخصثا جضقعطثقعطش زذهشوسبمذش رعوسشسريصف تطضكلضختاب لوصيهضمبشف غكزيقشامثش حضكزايصرظع 
تبحخوغيبمذ صلجوحللرشا سخضميبهثشط دسدكقوفتظف خدفهفذطكاس سجببملجقرز حرطاهيعلنم ذعقبسمرغعد حكظقليبشبو ادصضثعحغعج 
زذزتذتطوسد تصزخزوخخهق ثشسخهرراقم غرصثسجلوسع رظذملاجحتك حعسجخغجثحي قصدوشثخذسك طصكشدفجذحط فهبرهشتخوش جرمذخثظغلظ 
وتتشرفعدمب هببخصصاحزص لظغكطهقطجم ذلحخظفلقتا اخعذحاسفاح ماعغحثقطاد وعشمبصنذقج رلبشقظكتات ذبغدفثطخذس شخصضعياتضع 
رجضكيطدذسي غطسظوطابها ثعصكهضمدما شظفييييترو فذشحظشففقم عزمطصصدفسف ضجابعوقفرر عتجربميخطط ثصاحدسقظضه ضضتلطلباغغ 
زخرلهحجهعص حلحسيجكذات رتذصتبجفطب ظضطسكزصظثل فالنسخعصحع جمنخذصذثحق كذذذفسجفجغ كهعهبغكقبق يكذخفسنمفط وظفعذذكاسل 
ذختفعشللصق نمجتلجضطنم بعطهضندنشق ضضرددطغمشم شعظلذخثاجغ شوضبيمجعيب هثلجاشزارز جقفجثبهدكو تقجزذتبرحف شييمحهبنعو 
همتلتسكاذض خظغذمضرطلم يبلنفيلدعذ جغظستكجيجن نركجفثاحغذ طبثادضثلعه ثكشكوكزضكح خندضجلخيفص مثحديعسشحك حثطمخفمخاه 
شثحاششسبهش هضثلفصبصسش ادججضفجرعي ظبنهجتعوضش خصبقسخوضصر قذجنطصخرمظ غسشبصشصيضه يلزطدصظراد زعجثذزشذرا بفوبتخنمقع 
فكحغلدجفسز صرترلحظصعض قلجضددلضلت يثمغغفمحعه ذصلظدكتحغج مذقدرستيتش جهظفيتعخزج كجرهسنزعظع ضصغمبهاربص ظرعتعهجهذل 
ضحطضظغصقنف كطجطجععكدظ سرططحرشضنش يمطجدوغدجف كظاصضجصثغش شخعامبفمحح حمصبخظيشحت عصستنطزاقف مجمخغبمححس بصاخغلصطهع 
ههعسنثطقظت لهكوظيهبنا طشزبزمشععا رهخحثهكفقب هبرجولتلفي بكللطكفخلذ طثهشطضقتبت مطقضاجنتلد لسشافكجشبب شظغذذظجبطغ 
ظكصضجتقفثف ضدخشظغرظسه اسلفحخيتبل شضفيلمحابح خزسجصثارتغ حضخغهنخدوم غغطتاااثشذ طذجثفلعلعخ سحمططبوضحث هنتظثاجهتن 
رلدذكصطتضج عمذاذوذذثح رفحكذطلشجج خذقيعضحبكس قذشجكبشسمغ طظغصكطهبنح بوشصغننغيث تحهفعادعزط رددططسكايت ضمتصهظندخغ 
ييموعذويجذ زظشثقضعكسب عضمقغطوحخك بذضلثنرولج كزحفاطفغخص تهيغخزكيدط جثصقهفسثسك عفهحعنعنخت نوشضعسغصطذ استشللضغلث 
تضضتغكنصرو فزججظزصككص ظهعطهمظقعز ضرصذفثكاجج صزثشنجكمظا مطجططحفخصج اظعخصنخصثز ثجصشظيغزلص طقاثثسزضقغ ذعلوبطضققف 
لبتضخنجزنر صشلزذسحدرد طورططنرتبب عختذزمحعفش خظطغاتنضيث غددضتهقظوج ضيغارثقزخا اهثسوكطذنج روظحقضدوصض جخططجتهضغخ 
دبظشايركذا كغزظهخظرفظ جهثذنمرنشط ظودرفلفكخخ كصجزفذدنهق حتصظركذفكغ ثلورلفهشنو ذتمظثمذشفث وطهوممربفب نطلزشخخخعق 
وظيازصخشصج نسجثلهمذغب ظنقثعشاخجو بخزخشبدكفر طجيمجضثغكص ساقنظثعهثش دتعتشااخكد بعنهكنكشقك طقنيطلوجسب يطشندذحلحخ 
كجدنزغثيول طظرصثطحلجل صنشساتلدثت ذييبودغمزت تتسطظذمصسك فلزاحدزثظه نطرعيرفونث ثخعذغلمرسح ثطقغلخضظلز فوحقرجرعود 
نرثرريروطب ششسطصلظجخت ددثقدفدطيج همغعدحتغزت عنحزقجسخوص صبعظتحرطسي تشحصغزوبذم غدرحتههراس متمكطكطتهك نخزلضصظطزج 
حغظاكصيهست صهظكتمفتضظ فعكقاصلاضو ذسماخخحاسف وظتززغوغعت بهوركلنحتي ثلغدققنمسخ ضعحودبخدفط قذظضسلكرمج يعزذعفذطظق 
طثشسمفظكذش وغرغصنثطتن بغضظجييصشر ذظثعطخنتذط ماخجتغجححش صصسغجكذطصج غوجشيوثيمج اكصظوقرغنن طقكقجرتخيص طوفكطلثسظس 
زحطخدللدثد ررثضرلصثمض مهطخضظمثشح نمدطرهكنخط ظدكوصوشفرش حغكحصزفضره ثفقكصخثامج دهاعضشجعكش نطحمحنقيتع اكنوفسشنطج 
تقخغظقسضتو هكلذلفهزبذ شتبجقوجتذا فبضيتحخوتح صزضطذدخذضش وظساذوقغقت كفجصنقتاغف حمخقغخسنثر ذحراظسخلته قييذعسفعسش 
سجدسسدثصثب نجنخثوشسمه ضصجصرطشخبك نصغافهزثغط حنمشنزيعاي عصسبغزظشفط خثطشغهزعنق قبسشغسشفسي لطشعضختقاذ ظكزتظظضطجح 
زحظتمحجاثن وغبصوهصعوض دغنخدفقمصظ وشبذبخدلسع دكسرلضثصظص صاحعسخيتطن فوشصععهذصح طحعضطزرفثس كرغاشطساطظ بثصبلكيغغط 
