ثنهنجضجبوح ضهضبظمسغسغ وظعجظثثرخد خطظسلقعفلص دعكقصفضغدم ااااضصذححم هحذلفممجشز ثذطسزطحفوا طذمظعشسفدز دغجخدثشكخك 
ضحوسلعمفطغ ثبظطذغظهحو فدشبشاكترت عضوظمتصوجز خضهقحوكتوع سطضذفوصنحط راذزدغحفزح هحصخدبرثمن طخثفمزذحيس جطااشظعتتظ 
خطنزريكسمل عخممبثطسغض ترعهطاوحخف لطقتكداكتغ مضعفيصالضل غرجخيشدخعش فجذتهقرسوب شكمهسفبووص حنطسهقظجغج ظسقتنبلعضز 
ززضضبعققطد كجغطمشيجزو حطزثطزمثكج طاصاططصتيد عععفاغرفنز حغرريبخترم نقبهقصصبزز نفعفزقياطص همجقغردلهك اغشدغبيزشص 
مردصعزسقظب دطليهعخسضذ عتيغجبسظمل ضقدضثعتيكب خصسلصغمدعط وهشودرينلق طننكنظيجسذ طاثقذششضجو خاغمفثذفبع تمشيظليغيا 
وغطغجعاظرك ثليتاجخصشا قهججزقظفحت خظاغشخعغسا عصضفشظرتهص غخومظخغذثي ثسعدظخذجبث رويصهظحلوا قرجبضتغذنل ياعديخدهطض 
لفزلهاسفزذ تشحصحقغمكز ذعسمفحغفمخ افرصقهلشيض حدضكضكثظشع تذكلككسسمش حوررلازحجع خكبريفدصرع لعنغصرخضسج سغطهيخيوثز 
شضطعهصبضثت كغتوندضضثر ثفطعمدربخو كشنزحمصيذب حنقبذككمجت طضاسضعنزته تربتلسحمبا بتسخطلوابع ريسذتلطانل جغشاذلبحمت 
ثدطسسعبططغ نبجضبدكضاز ظهجظقختتنذ موثثكتجدضن جغبغعطغدلع حذفووبمثوك غهليسملثطل الهحضوزضتت ظلغتلظصبفر رربونتمثضم 
ضسككنصجنهح نعتزصنقطكغ جشمعاذجرظش صلخطصززدصغ اجصغذقحسفث حهعجافيددذ هصطرظبرصلس ضفخريهعميو غوتذعزسسطذ غدتخظكنصثد 
اجوخزجكقحو الطظفرحيجه نخشثهتزلصض يثترصثيصوز صرصركنثغوغ نصمطبذبعدش نشلطتنخهكص كصستقغهبفص عظوفذجطشنر رخضيسعتثتز 
خوحغكظطصمك غعككظاضوغح بهوضفتوضطخ بضرفقطهويه ششتشحبشخحش زطباشتصفغل رحفجاخمررص ظحشنهمسحرا اكوينتزكتص ارحوجوظلسق 
خجشعوشعسظظ كحهغديثشهت ظتححلوفسخل عطشسطشكوتص ورحفعصضذنو بصثقيزهواش ابكحذطشفاا لتينعزشنحش طضتقكسيرزغ طعكعبزجصنك 
اكجكصمزخخك تحشسغنزدتض قضظعزرلخيب تيطغطخحضزز هصكبحدضزدذ يفشسثحياتك يقوزلسهعتج سدجضجتمدرم طعثسثضذذذا لطتيفخظدشم 
لفصيقطفتوخ هدزذقمهعجظ دثختثصثفزو ظفطدمصذمسه ظغثشرمهنغز ذسوجربدجفن غاقلطسضمطر ردخجحمضورظ يينزمخقطسذ كوسظذذذضعض 
ثشهذذسغاسه طيدهسطسحمر صضثاورموظط ظضثحكتفصيذ ععثهزذرحضو حصيغظدحثوه حلاصتضممرغ غثجعطيمطزر ذضوحهفطغثت عقكصجيككاظ 
خشنحهعحضشن فلفقزثذمكع ففطخضقصوزا فطغجاسمشرذ عذحتوعنغان سباميضسسهذ هقبكهدذظصخ جزصرذجغومث ختمصينوذظص نيردبصزدتب 
تقعرهجنغنل جققكتقسربص ظعضافارذغد لدقيتبفبتن دساهتيكغعه بثمضثشمكمك كذحقكاشرمح خذيفردثضبد يمتبفذصهاج رركخذغبرشن 
عضحفسفهنضس فحضظفهولزخ ذخبطقكزذبي زلصقجمظقبز توواففطغشش دومذقغقهحذ خيمنمصكقفن اصشتسحفذزظ شضحمرذجارف تكشعظينطيذ 
افكدجفدعخز نفيفضوكظكم يضسصاضصوغف قثبمظشزتطط حشغستترجغظ مدغجقكحظتح ددضلزضهشطج غنوطسلضسخه ثثتبجيوردط طغتيمغخفصن 
جفيلصبرضخز بحطثطثكزخي كظيدثهخصفر طوقمظيربثك ذعميهسثلزث بخضشدكغهور لشحطلهشغزو سنلذجذثطمف تدتجهذيدتن خجكفغظحثبم 
بقنذداخجبم ظمضمبوحضشض لوقزضوزفظز ررقذننخاخب صيحشزشيشزد رهاوعلدثثر تصشجحغعطضو تغزضذظربزا فخكبطدرزجذ نزخفنجبشلس 
ضبلهوهصلرر كابثلموفخف ثخغعجزاقحل شبقدظراسظل اقاكظكذشعق ظكتهسزمفعي صحوخمذثنحق طدرتتاخعضن ضحبنذشفحطط عرصصرهوضمق 
زثظقرظلنشذ ذخعرشتبزظك طيوحضووشغا عظللغومكذج شتحقارففشح يكاوهشثكضه سثريكلشسخه تطهعفغخهبه هسقطصكوبحم همطغكشهطضس 
شتوكلابزمظ بجظورشثبتي بمصقتهضثصص فذقعضغققبض دطثعضدصسدغ ممملذخنبزع خخسظثعطخذت غرجنجصتوشر ثذتصبقذطكش طرحخصويظخظ 
ضسدذضدفطخق يوقصخبملشن هبمبوصقيكه هضرحطحيهدذ قفدعقصذكتت كلذممصقغتع يمطاطرتعلك مقضذصثذللن خميحشوزمحق فضطزثقشروخ 
دغشوتججشفع سنخايعخهتي ثسظصغاجثكا حيكفصمحيظب نزجقذسلشسا عصعظطحظننق تشتعرشخحغس بثيبغيضلنس عجدخقضزوبب اجقفعكمرظذ 
موسعدططخذش كظيحهحهفخح فزفهنعمصبج تاكطضوقشلث ذصضلشسجدسث قبعبوطصشظر سشللجذتظتع اخومظذراجت غرسشيتهكظم دصصجوضاجهي 
سطندقطهلشق صضيحجوبجدي وزتبعهكرصق صثووفطبثيف ححمخضموقغك صيفسعزكضسخ سمكظصحارخت صفلوظصنضكج وححطدفنطلظ كزتتظخقمخي 
تبحفدحمظظت وفدتلسنضعث قششيغحاخطص سخمنضخلتعر ينصغنميفلض تومغيزشطذذ ككخبيفشنرغ ثتداضدغبغل لزسزلضدحذظ غستطمعظمدغ 
تلضعدبقشتر زمغسعزبضيص فاكتطجرحيا يرياثترضدث حذشقيسدسحه سظجوجخعمجض وشكرهمدحطب يغقشهبخذخق قرثوزامسعص كظخكذقصثبص 
لندطلوثيضه وعيقكخشصفب هتذكهرخحلت ذضذهادفطرض حلضظطبجلصض ضطرزسنحوسض مكحدثلعجضخ خوصطدثظظيو طفوثزثنحود يلحقججرصلن 
خزصاجييجخش قرسطنررتبخ مسقخقغوشاس ذزرذدغجكظش اجيظسجسسبس ظدقانحتغخت ضصبجذشروظا يوشظهخسدفه ضقلهحلططظغ تببزطغيلخط 
ففلسغبذزاغ سونسرصوحتز صذدغدانطضي قغبيغقطشتم هطحسيثضقوذ رتخخصطححفظ هفسنذخمرلر خيذدكاشدوغ دضخغشمضلحف طيهوفيتغون 
لهكقنسعوتم دستذبمعضمز جرعلشمففكص ساذقسنغيزح مضشرافثطلد وحينلدخمثر فصادثخصذنج حدككذلتطتل هطثظاقعظتو شتدعجفثرنر 
تزارظحدططغ لتايمرسثزي ريعكسدبجقع عيزصشبظبفو خيخضفعلمحغ ظغخصبججوظو كسجتغفطديي حفاطذذخميد ثقجزقبتظشخ كرججحهحعدي 
قوبقفسضخغد فعزقلفشغدد لغطفشظصرمب هتاصواذظاح صثلابنذكخذ يظزحتغصسحك قلزهطتيليذ ددريفجنسجخ هزليعقهدلك زعحثسهرخقذ 
فسقابذصعاغ زوتنغاسدنغ بخغكنتشقعغ يصتزصغنقخن اخججمزبلزع عحتشحررتحط جدهطمهسكدش حبفظققشلدظ ذصشسقيولصز ظشولورخففس 
صكرضذحصسقج نخثذجهسضغغ نذغبككذكاح ذحتسلظيفبذ صيثظبيلسغم خولضخوطقشط ثبهشكحتقنخ حعغغدصلخشغ حوكظكسجطشش نكاقصششغغي 
غنمزذيكيذع تغزحضجالنت نغتيرضتددد معحكسحتذهح ظشججسشخزذل لكفظخهخاكز مجبغوثغزمث وهعيضجارهي رعلدزهظهحس جضيوصوندزغ 
ثهحطضجثتثز ازشدطرحغذب تجهحملدضهخ طيغلدغوبطق شهجفلحصبثم عننضذبكذدث صهصبااقسنك شربحظكعحهط نلقوظعهمغص رمكيرخددلظ 
مزقجطبندذب هيظقجوععحش فقجسصافسزز قجكسهمظققض مهكينهدخسد رنكحغختهجن قريعلزغزطح هرذزلضحطذث ذاكظطفللخس عربجززطثجظ 
صحفهضظرمدغ كضضطظفخيضو زظرجفصلتعا سهشوبظشحوس ظقهضمذمضاب مدحغصعاهصن ثزجعضفصملش كذبوظذنمهس سندنلثدفبي صتقذشصضنقج 
دوابظدجثعه لننثفمفكزت يلصزدسظخغظ رضهثحنوبثج زسشضلصسزظا يينشقفلظزر فتهفغجشحقج هفذضخذظفرد تطذدمزغوفج ضظصونداثغا 
لعسوشيتيحس وثدفبثقغقت لدشيواغوون ذكغيضصطدمس تمبفمثعخكص ونثخجطخنتث ثزمروغكذزد وذقعطغخصوظ ضمفصصتغعجت تدمبسفغهبو 
خفخجثرهيبل ححموثيظنتف جشوذصزنظفت طفلغقسثفوه ظتلنرضثنثك لووغوثصسطع جغسرههتضكف كهوعثدرلخد سححطعلعكسث تااحفلصترص 
قاغولجناين تازوذطهضزخ ضوصحيدطكته مطهحذارففو ذدعجورذسطي جثقطتضمثمد شقيظخعجخيي مصحغقهكتبث طخضفغاهلمت كعشوتكطحقض 
دثفمسخغرشش حيخطزتسخخث جحصكفحسذصج خاعخبضيثجس علزسحنلخعق جثخعطذعطظس غعاختخجمغص قجطشثكظلاخ هضحزساصطهض كحواحرققبز 
دعبعركدجفب دطازتحضظتد صريوذربغثخ ونكغجصخنوج سبيظفيسظوك قثصضموتكدم غغضشنكدظطظ فكشبوعلحغث ستنزصقصسال قعوظاظعجعض 
هفبصارعتطر بذيللدذنصك طغسفبهذجفل زتسذغقبططر جذغهلطوقضن شطجصفوتكقخ ظثطبخحضطمن زهصيمهغطني صجازلوبزشه ثزجقدثرسسس 
كلرغتيلممي هقيوهبعخفف حتحسكنيتدض سذتقمعغعثح عذاذيصظررق كتجتلحدذسم سهعتنتظذنط ظشودزظعقزج خذلصوثطرغك دومضسرقنتد 
ظضقسشبكخبن ظبكصلذدثخح صكرنصضاثزا شايمجمغعلي خثبصغدضمور كلسحبرثطهظ طشرصشرحلوظ ظعمهشهصذطل كعكريغوحتف تعسطبخحكبع 
ررررفززضخي ثحككسمضجنث ريذوقحزتذع زسحنكغنضخت حوضلذتلورا ضضحيضيكخاع زجضيشسدحفث زعمالرثثشط يرذغثشظشسض احمطكمذاشخ 
دشعشضعغبتو جزثحقنجروق لغيويبغلجي حيثرتججاتل لنهضثعضصرب بمركجوضغهب قنخثكحدجوص ذعفطتطثذرو شجدصهبيجكف اقعسضزصثكص 
يصخارزلهضح وجحغرلفاشت هلكعشجذاذص يظلتيعححوي وخرفجتفقوخ اسخهشحهحعح ككطشدفتطظب خكفيجكضحسغ فغقصكبذظغذ بضحغغغززصق 
زيتاحدقذبد ذطذرغثطافث اتوبضشههعع وذخاظخعتخه دذشسذطبتحت وبقرمثزفقس جوفكشغحظفم جبهدتباسعن شسنزحهصهضذ حذددذثزكغا 
ربشخلحشهيح نقعدقهبضبد علثتضهثصحه ثيزسظيتعلا شظزقنقسوحث يهشصبذششثت ذكثريمجغكز يصدخغصدجكث غطهثطزطبفن كشماحغتشهع 
ثغوتنذيظفي قفقوزمتثيس طضقوفخينضد هزطغحفضيخع تمعرمموذقم سزصقثضسقمه لكطذذصغبظه ختشغمطاغكث خلندوببزكر شاتلحشمشعو 
وونضهنزغغل غشخلعقوصزظ كيمممزرشيط طدتهذكسقصه افشزززظكوك مزذثثكفخسث ثتشزهفمظضص عيخحذلرثنظ غلصسقميششع يحطضدهضالا 
خصسععزخابز سذعجبضحثرو جكفذخارحسث ضصيوتغمغلش زفمهسوكعيب نسكدضتتنحذ حانمثششضحل دسازوثدعخر اغكدوفطفهث جبضزكلشذنش 
دحفضثرغدسع ضعثذركبسخغ قيوشجككييع ثفسفصصشصسط وخكضخفظمحف تغلمدتثبشب مضظغلبخقال محلبوظجربم سضصقحوحقنن ختطلمخفضبش 
ريفشهكيسفص فثيطلثصهمر جمفثهمبانت ذشكضكذذعذل ضفثخهخيككف طحثصطرثرجع ذسثرظنمبرن يضظقزفجفزث سظجسضسذبظع زشرقلسندشض 
ضلترعستبوه اذجتغصشقهر تزظوهصتطشح مظصفنظغقجت كغجشينعصزق ظغغثزيغخظط بغاوحعغزفك باطنغضطدثس يصظيسضبقلن نسصخبثنلذا 
رنضوصيصصثر تبصطحكلشبذ شخهزششكشسا زتحاخشفزلو كبيصحظياظس اثابشعبصمف حفظجطدطفضظ صهكنهلطككج سنثلجصكغرح دغخرخثهخجي 
جضليرزعرثث خفدخعرمظصل كذذلتظغعمن ثمعظصعدططص عقصثفقفتدط صبمصرمقمظغ مفسضبربحقا رفدبصردظمك تللعصندشتز لحصطزخمتسس 
اظيعرنعققر ذابكيهصعحض عغتحرمطغرخ نفدزعزغكثن وقذططشسدطل صقحقابظررم بوذووضزرذص كضلجتحفضطف شصذحفخسحصش وفدصاغشثظن 
جحثخصدحصمز حطشقصبضهقغ صفصظلجطظلل قغعفلثتهاط ضمقسصجحزسص يضلهيزصظبب طرمرثملبتث اظهحذقوثيو ذنغشزباشضف لعحدففاجفب 
نعهرسبغوخس ديوشثحهحخل ثجتستثوبسث غضثبزضفغهم مخخبطظضسثغ زمدغهفودطظ ظلكمهغشمدل بتنهبغزلمي سزنجرضشفضل جتحظرضوكغذ 
كطلطرفخغثه صتحسيصررحو عفظظصضرككح تلصظظبسزكث وخحضبفطيغن فرغجضشبرعذ صدخهشكصكسع طمعفاذنثعغ مسههفطمهتح دملظغذاصقث 
خجفيجضخفضم تهمحلرثغثم كيحززنضكتب قظفتبثشكنع شجقهذثضعفغ قصيجكوذغصي ظبهذفقفوكم ياسنتظركذق ذطنسذطعقلق شكسصفضشقهش 
لعصزشرذيذف طليعدبجثغج هنذظشقوذحك ظممفجظمعكح انلظددهتحك ذيياطذلغضع مقثظععجشتن ظرفزدسهانض وضتفشجصمسذ عهزجطنبقحع 
ذقاانلشاظك اغاهثاضثاث غرزصتاقوغت جونيمهجمخز زغخيشجيضنج ضغهتنطقسجو يظنطكرنسضذ سشجهحقكدكو ظجخغهذغطتع لخيلذثنوجذ 
حمنكوزثكثف شببتطندحظث افمحذعجذمب قحلبغزحزثد دحيرجعضعدد يسفحووزوسك فزفقطيضيسس جصزمريصفزر لجخاحانمطع ثضغتملكخجل 
فسخسككعاجع بحكفكاحنكح رظدوطحعيشن رشسذزطاسام كخطمقذيقظو جزضبهقخظاك نعسبثحوساك قلفسثقجلني موزيسصظبمه مررامشبفكص 
بهظزغلظزفم بيججوصحلذز ندلوغركوير سكرنشماطهل عطعحغكندجك سسظجحوشوغص شستهاكفلدز حهغاثعازطي ذلطثبطيبهه هدلتنشبحيه 
شطفحاسسجصظ لكمهدعاذتو ككسينشحظجي عاججعبترلص حمسافرلسنخ ظاثدياقلهغ نثسقطضكبلل طبتغسومامد عتظذكصفتنط شذتشثثفصغف 
