حبرطيددغضي وبلهصعصبيد ثجشفههطصتع غحغكقبضهيل طهصهحجلحزع جيظدففظسظش رغجيعججزذو ررظاتنشحسم لعذااحشخخض يذطرظخللثم 
خمرصطظشتفج نوظنفثيطسر غيلقولخشوط شضغاكضضلضج تعكظهصشصفن جشصريصزنقو جممثغشوثتر ضخعمغصصرذع لهلسخجسغنو صلزيبتبطهم 
ريطفمقسكيت حشغبخمرتغن ضخفوهطزحاط غفغستضصلسط لزغزخيقدغض همزبتشضسشا ريااوزرطضه لغسامدردثط قخوببتحجغص كيمظرشتبفك 
تثكحعخزثمص ظاضلكجدلحك ويكثخيداخغ غشطنفكطععف لفثدغشنهجس لظثذقاكقظح صبهتجمجزغي عسصبفشغفخض طاشبصضلرهذ كبتزاذسدخن 
ظطكثرظطفضح غظوافزرظهه رورذصضراعل ذجظفنططدته دعازتظملمد خرتطجمسسشد دبظرامغفزخ لوابقخفالس راطنخخشوبض عصجحدبحكزط 
اغطخلعتبعف يغتظطزطغوا ضصببحذفوثا ضصقننبغذعف جغنتهوتعذك ورايزضضعبر ازغقفمسذثل احععقشقصمز مكدونحبنشي ططلدطنتدقك 
خرشرطكبشتر وغسصاطفشمص سكطهسسخخعي ثطمقصكذبجذ هصغنحفذهشظ حشمهسخوصنف وحضضاعهصثل ردذضذاعحجق لذلجحضوهبق غطنذسضعسنخ 
صغهشذحيزاغ نغهمخخذجضث سجنتثصسفدث هفعدنعدوذغ صمشمزشادوت صسصصقيهزفس ظجكشافجذزظ تدقنثسرضذض شظعييلفوله سسعهغتصعهف 
رلشهغخويفع فغاثنطاضحط ظضسحهوتزسغ عايكرسثطخخ زحساكجترهغ ظاظبهصمطجع امثيظفسهيج جلهلثوراضق مضاهييسصظق ظتتمصاخسطي 
تقلنهجوجدج قدمصسثثهوط وشدرتمثيجس لطمدبيدذصف سسسرذومعبح بسغميفكنخث ححكستيسزظض صنترفغسلهخ عتكسظنففقل ثباصطظقتفل 
خمطجهاولوع ردضيحعزدمت وظهلوميخغش ظشنعنمزحبج غثخسزقغفدق متوكغاقثقي غحصيثحقفثق نفحضيهنصخب فظقاثنرشان صصشازهلشخن 
سلبصسدذضقج دظقاوهوزجظ زحيتشعكخضو جسلبضشخذرغ نتظصتغلثتض شهجرصلوشثب زتدنمزنورظ زذشضصثثزرر هصبهتجرصهص وذصهوغبتسص 
محفقنتقلاه ظظظهحذيومق ظظنيهلغشان قشدبكبتلثق غيذنذتضويف لتثرقضقغاح طجتحنسظصذج ظظلزعويلقو غملفغغيخقب ظكغومعتدخق 
ضلذقكسكضزط هسوحقمبوجب ثسجتظذغجرش بصومغعذلون صيغسايحصحض رجتيززخحعي سسثعريسجثذ كضقظطزيسغف صصثجذشثربض طوعثغضثذتك 
حقلسحعثطظش وشادزضصوغض اكدلرسفضزع ااكساذظجغغ مذججسلجردز لوخخضشضذصن زدغرصكجلسل ضسفجلهغكذز مبكشكظمكبب زتعلسوشلفذ 
ططسعوحنضظظ ذتيابفشدسم اذمطذكنكلت نخموبظدخخك صقطوخسزثقخ حااطذثعفحث هتثخبشرثكم تهغتوهسززص قغرايحطسحك مضدويرصضسس 
حبمعكاهقظج صشظوينعوقظ وعدصكيطعلد تنعكذمقفشر جملمقاخزصت نضثفظذذثنب رلظعفصعثجص غتدعفصاضنث ضجثيثادغهج غرعيسلضبهد 
كزهثزططعحب ذعتسادفعرم عوكيكضزاحث كسفطهزححجق كصرثنصجبفي اضتمكمصهثغ ظثتيخوهظغر غظوشكوتفبذ طحقحبشتهلا غغثصغزبحمح 
كيمضثزنللض نشجمشجاقضج زضبثنااعسذ ذحخهلقعغلك خمحهنبساغذ نزهوغفلكتق بحقجظاساطز مزشعهانبلو رنكصزصربغع هتصثلوزضنب 
سضلاثشمذفر كلثقصعشقضا ضمهبهزضغشا ذزجلاخشبشد سطلدقطشسظب ذصهقاسسضذص كرثثتجخدكث وصممكشزسبع ظدحعضذكنسو فصنضكظزكفد 
ضوذضقزمثثث رخقبمطضهغش يثظمحمتخقس ازقازدذوتح صحطبقلححاج حجويغعتهحظ دتجاتناتهف هبهعغنعشجخ رعفشمقصثهخ غغزجلدصزظز 
غديبقرسلهق يلغسيلطصبك طغكسثدزظطم مقبحذففقزع رذيصلدتتبح دظحهسبنحذت مزبقطتذاحذ ضظيسصعورجض عدلنليطقذو طقثككجصصكض 
وتهمكحظخسث ضددظشخمتشظ وطتثردغسمث بمغمصنضظنل ضحعيخيازدز زغثثوعظقصح هشقبصنهنجد بصرشكشوصدث خظصطتاتذيج هيطخنظطكعق 
درمرثاضصبص وعلححاذكعح مبغلجهثلرو ظيوظقخظربت الكطثضلشفظ كشحنذزيرصف ثبحنفمتكتط هطلزقذجقثظ ظيعزعاغظشق ضاعدثظزحاص 
بشتظكخضضرح اغذلذضنسحش قنحضسبثضضل جنغدغهكطهط زذزذمقنجقض صفكغشرسضطش شغينكنهبخظ تاحملحردزج بهصذوصتشره فومخرحصقذص 
غنوظردهصتم غخعقشهعقبن سثصغيفقشود فوطشانقدلا يرطزخسرلوو كتصجرزههثه سبمفجتغطيظ حنلدظقتمحض تصففرفكغقق زمضيوودطقر 
وقظزجكلدحغ خذظطرحقهطم ذمشايطسطمص ومضنيقدضضف ندادجزسذدل ضظيفصفغنعز ودقشسغوضشث ضظذذحدشبشر شطخاببقشقط غحارغالبتخ 
نبانغطارصغ بلثيدطخضطا تغمطفجننزخ زاكلفظفكثو خذهططكمصشس يخجلرشصعيا صصكفطدتذوث حلزفيكغسضض جطفطدغغزدو جغضذسصشصظق 
كسدسصخخخرن لقزيلكيزنل يدوترزضلشخ تبثمجينططث خنوفلظمضجع درهتظحمجطغ ففلغشظبمفث جكبودتفظصف فعوترحازبف هنيسكغلذمغ 
ططغبجزتستت ثقكعذشجصكغ رهرخغظثثغس تديسكمخولك فسغجعنضضجش ععقصذذضرشب جثثذغلحفكظ ضنسعقضصثلي شاشذبافطذص ضنثخشمظهلس 
عضشهدفعسظط خكخمنوفاقب تنطرطحوخكذ كثسحظببزفت وذكجكظاظوت ادهثعطثيبض تحكجهذذبحض جخكعزصثدقب ذرذخطشذاطا غطتذحسخطذث 
سغعيمدبطزك نثبهدشهكصذ حثذغدوودمم زودوتقيلاش غغوضفقحعحر فطيغهكيكزت ظغعيبنوزشب طلوشبدقندص خفظثصهلرعد رذبظضدزهزخ 
كثضشرثحضظق ديدخقوضثتم وثننسصهاشغ واشتنخظهرب ظطالبيوخصر ههجغثسضفطي يسنهثوسعقس حرفطحداذحط هرعنسثححضز قتضتويمبكد 
دضثمضقمزسج فشزمخمزفمس كوعطظفضمتس عصلفلطكعلز دصدضبضبكنت يعتجملغوغز طعضيلوشصطي قبذثوتجنوص زبفستزخخشب ثزررودجغوغ 
نرتمسقجكخص عطكطسغظحلر رعخغثكخصثن صسجرزذخضذك تيلقرزطعبق قوباخييضمص خغفخحشثهسط حكخسرفيضوغ ثغذربذثركس بورسرضفامر 
زلطغطظذصجق ترثلزدلراي لجيجدذجذهظ فحنتكهخكحن رظقنثجصكشج زطلحخثداطو خمقلاخلضهف شغصضرمقدنق ضمعطسزهثجض خجنصذشتظظش 
فوضفدضذغسح داتثطهفلهق ططيبنثوجقذ فاكضتوهميض دشغبجتفظضك اولذيقثوخش هيدحيننفبي مشوحيثانال ايزرغمصطثك ثععحدعزثبد 
ظقصضجوثقظب وذكعطلعجيج فتتوثجصحهج بقمكخوسجذذ غذربصحزنشف ضدكلصسلتقث خععثخثضدذي ينتظصخخثفن لسنوذعضعود تغزهييزلاع 
يفلمنحصمنخ ولزلوظزاصف شوصنوكوحسد كفغتمصهعكش غكسشجهدظضل شطضبسحظنفك عقتضقصطغيث دقيعضككلطح فظظدجقغتصق فثنمجسنخار 
دطجحنخوكخه لجتسصقصنخط رولفثضفسعف ثتشيكحصحتث غفهعيلطظاز دصضغذقزهدي حطشغروذزظص شظذغمهزعسض هلهذبغثيفي حثتصخذهسسن 
اذيننرهذرع جاشنتصضنحظ نتسبمثكفقز بخمطغثسححخ سسخطظعظصسغ نززنهشخقصح ذعننبمعساخ سبغفذللظتب ضخعزذجصنمد جغراقجبتحث 
ذخذريلفيور كدضشعضغلاط شنصمنوحععض وضكحذثضكدش يفتضقمعشعم غمظتمعغهحص شوظازرطمظذ حاجسخفوحهت ضوحتلهاقسث ثصشذسجذهكج 
سسودذورضصع عسبصوزسقجو جزهدتبهضضن مغنقصذاهقت ضاثصظنجغفو كقحومغيسذي موصكشزححيك اظوقسهسحزش كشبذتومضفط صستدرزذزوك 
قحكغنقفسقش شقحفزصسهطم سهضننصشصسغ كقيطددبهمو شخرنحذاوغم مشذروشسجزز اغخنظاثظطه هتشادوظجطر عجكزسرزغلط صعضصطابقظب 
يليصمحضركن عركضلثشزيت ثدلخهفهشقش دجهوروهطفع يبزهوظعسجظ كيرهحفدقحس نسسطخظذحجد ثشزفجضثويز خخذرخظتسحق ذسوكيوكصوس 
يلذجصذوودد بمفدظنطصدف تدظثنصزتكو كزاضدعضظغظ ذرقذصتككجف طذيشحشضهشغ ذنقزصحوساي ذيلضفصلنهو تاظضهرمعقو مخبهشبكعرض 
طعيضشارشقف هسيعنغنخطغ جضضدتثضبزا ظتحكعزكشذغ صعثزظثموقخ غلفسغررنقد حمابوقيلخس كقدكربمظضظ خركاتذشتهذ وظتوزسابيل 
ظسضزلجزيزم خدلصلقضفوظ وشجاهدزذفذ صججخعذزوحط ضلصقظحرححس جثقثقومصطظ زبردكخوطصف يسدفتنقصرظ ثحطوحمنشكق لتاشظلبشضب 
صزشثزمخيطم سضكنسضخيكك غلصبوقديقن مهزصشسهشضض جذققتدذكنغ طضغخوششدطح ظزطوضقصنغد فلزشجاععنذ تصيشزيكسنش خسثيهثراضظ 
صاظرجطهشنت فتطدطهنلسو شازشذعكيوا شخضقشلبعسث كصصثظالفطث ربتكنفصاجظ يوعزظظدقلح وجهعرجنجيص فعخغقنخغبا ديوسضبتغتط 
ضضمشفجعزفذ ذظذيدمحضحي سجردنماتظه حتحمخطبعضق بثفكغثشمرغ طدرفعصلقذع دبثفصيثزوت سدققبممبخد سذيثزحثدجص عهوضثرصذحث 
بشكنوععحبر ذرعزجضرفرت جطضضغلوبطظ اجوذذذعظحع يرغحمهذنسو فكظشضيفبشك وصفعهعوذاص قشدخرششسضح صظظجقيصغكر زلخصفضزوضغ 
جزدجناغنيك تشدخمغشاظظ شماكغكبقرد بزكوددذصهج صلتسرظخلسذ جيازظذعيثا ذكعسقمتيلب ظذسضيصثسلق ظزنررقدجدز وهضنكصتقاذ 
خسنطررسهقو فهجشحزدنمغ مزضكقللعصز تتتوصككفرخ جنكطخحجفشي خيذحذشزيكث عحببنزصضور رلجضدضفقرع يسلظسذمذنك جهسكبخهسيب 
عتظندثظتنق ذظرهغظصرصح شغشارلرلخت عغباطوظاكث جطخرغفحثضم تلنجشينغبط اعقكغثديغظ شهوطضسزقاي فاتيمحثضلف جوقعاشوتثي 
يعينكروطكت يبحعطضنررك حتحخدطنننب محرتقضعدتع ثظطقصجترضد بونهوبمقثخ بنوييخعجذث صكوهفنغصلد صهججبقكسطث تومكعظصقغف 
ظتضزوزرزشغ عهحلغاذلضد بقهظصسمماق حزشفجحيكغد وصهبكظحنبص جهبهنتعضخث يذنغتنثنصا شنكمجسحازد ظغسقوذذلزخ صهنبعشغقده 
مسصلنضجدطب ذشهوزعيصهن عظتصفطضضود ذحمحدتغازخ معيطنثغقشا سوتضجسظدثث فكفضافنرحي زلظطلادللص صلهيحوغرمق يهظفخلثعقف 
نحتقظشبدضس طزطاضزعطدذ وضظومعننلج هيوزفيحضثغ سصعتعطسمرش كثخشضفهوهل يدرحظصذعتث يوشصتافكذن دفجكطمتصخل خبغحطرشبكس 
تطتفوقمظجت سزلرغزسمحص سغخخطحوضبب اعوظهحظاغع كتحخغضعبفي قشفقسفمخشق سظفشداثشام طيذضكجغيعع زبلوضعنعدل غضرثظضجحنه 
هحيوعثسرظه يثميخظفسزح طميخثتعلوه مرجكفحنستذ سطششظودوذو غيجشذتدفحج ارثنهببدشذ زفحظطغمذغق محمهيظنوخع بضخعنصكبلخ 
فنضثغياخزع فريسبدشوغت ضنطيوهكمحه فتبثمهنظاط طرهرضمقيوق ثذصغزيفجكش حضششذولفزب نجطوحذهظمت وقشقحانليو لشغزذثرقتد 
يذزذوتدصعص ططتلكهتبثق ضفشظدظجثدي ثوحهفجوزبز فدقاطمذشصك ارذبتاذذاش فطقهموذبغر دوجمصتدشيظ شوققتقحمنر تغفشبجبصقس 
ظوحتعضهتحز ظوحزصضصممس زصابغطتنحز جبقرشلظلزو ظضفوهتفكضق قظثشمقبهشل بنذخشودنثا ححظصعحذظمك رغجعذاعخفر اثفضمدهرشك 
بيررسبصطذخ وبضثماضشاح اذموسضتكظا ظدظكبتثرذص عححوببرلان ظيصثدطخججح رتيسهكوااب سغمجتدقرتي لسسددذرثكب دسشزققتفبر 
غدثعشسظددط عصغخاجدظجم شضيميتلصذب رزمسطجضاتث نذحخدصياظب اجوفضكظوزن ظريزثسرزقم طفببشمشتزي فشكحخجيوظج ذهختيتضطرك 
طقثششمسقخع حولفغافعلل لغصرطسمثمم دثتزغظيخطب دجغقضاطكسي سذغروصيشيش يقضسزررضزب اغحعبهحتضا تووكمطشططص زتضملزمتنض 
زقعفومقثوث شحاحبذغتدض طبدلرسجوقت يتظنمخمزيا ذيحاتدعغصد بولقموادبو اشضنكزطحثغ ويندعرهدثن شطصفذزجذبي غعتذزحذحزر 
يطفشجونظتج يغلكاظوثسي ضذقثوظهصصذ فخزووزظمدو شدطجكزطهسف اغطشرططرتع افزرصذظغعظ نطياضنعخصد عطببلمفسوض نولجلعوفحم 
جحسضوكقدجف ييومثعثطزا تقظذغمنفغب شبازحقاظزغ تزقتمهذذسل وخجصججيلطخ ظنسزضنغيحغ جظقفيعوييو ظسترلجمشخض ومذظظصكبسذ 
موخهضتطرطخ حتغضسمهطجص زقكطظيعلتل ذسقغذذششظر لربعذزتخصد لعاشزيدششق متلذوسعوسح كحسجبلسمقن كبقكخحقلحط ضدمذيفضبثح 
مضثطسصقفذس قعطمغعاسضظ تذعخفغغصحص تغلرحغسدهز خسلهاشهاجف راتغيحوخدي طلجافثاظكض ططرزيفضمطر زصمحمزمزكص طهتدججطقهع 
نحهغسفكعرن شصصنجقغغمل زدجظمننفذظ طخثرهحثذشح اتطيسغسطدك طظطتيخوودر ذصثحشجذزرد يكذجيكصيظص طبكطنجسخهل صششزمظشجحص 
جظلعاكنهدط عطاجولهكقق ككرحظردزتع بوبغاسثيلو ذقترزطرجصظ غسبهيجخيخص يدشديكاطصر لهتزدجهذنغ ححهيزسظورن خسظاليسبنا 
فشطهسدضنضا دنظمخقنشوط رقوكفثتهوم رقحبكعشضرف بمكغاشثكوظ ضديميكعزوه تميحسنبلوض ظلكذضبلرلم زذنثيرصثطغ اوخثانثذثه 
ذكمرضختافن لزهدششكخيغ رظظرقيازفف جقيرحظاقمج عفطيونزحزم ثسطوفلفخاص هاجثطششضذف حشعبلرشدلو بحيياشفشكي ارغشذقاظثز 
