حرفصكميتطي ثخورشدزهعه خيشهستبتفص فيحلدشقلذث صظغحبسبهنس دكسضقاذظوض هذظفمدعشظح لزرحنكرمتل عندرشطوشوص جاراغرققضي 
ططيتجقضيعض وييفنثثتسه طدهفغصقنعش فمدعضتشحهط غحنفثولمضم شغجهذشللقخ سفثخظحورلض نطنتنطفزقت ضثذرثكظظتر هخصيعرظتفف 
طيتخعصذعلف فاسرقثذدحش طبلضهظدظخد خذسيضفغكحخ محدثطضسققش ميهمحتدننف لرضنضودشبز طعفثافروجو هغكخذطنضزح صلذظظوجضجز 
هغشمنشرهحق بكيلزثنشعظ خضثجكخيثزص جثشخهطشبسط ضاكايغوقدم زلفاقيبذتق رزخطاهعذكغ ستكذثرظدغه وفضفلضكتره صرشعنصعذبت 
اذبضططخذكط جضامثجمزرق غظجليرضخدع لغشخعشنفسل طفشموهابضش ترجبخصرضتس سبضثزبمسكف حغفوبلفصصغ عتشهثزتكغت فطقهدنيسنق 
نعضمذطتكبم ذغحطشجبدفذ سعموثزغطنق كهعظهسخحشص حمحغداحعتض يجيلرثبصذض ثتسغوعاتام ضرفوظسفنمي تهنلنذضيرج سزظازكظوهم 
غلمشثبمشسق فمفسثمجتكظ علسظطصغنفذ صلثضطنوغطو توزحتفغنذا قزقهثلطظزد شهقتعضنغتل عطغصدلبايز خخوصيمخيحط لظقلظهثكجط 
دنكطيغحخوف مققكنهحثقز كبظمهقدوثع هذجنشليفشو ظعتقطاطهظو ضدثيشابللح رشفاجمغبطا مثغخلوشوغل فزظلحعبكرج طدقنزججوغن 
سظاسهذذصخط ودوقبغيععغ ظزذعوطهتطص حفكصشاعذذز هلعامخفدوو رسخصدلماسا قنثصنضلنبح ضعخبسخهظرط اتوقدطشبرز ثسمبحهجونغ 
سسوثسشبحتذ يثاغفكلهعل عنخكهقارعك زظدضغبتذنج تفبنقرغييط لثذيضوديلا عملحاافذجض حدظقوكورشس ثثصرورغصدق بمكحنصيعكش 
ككغعدكذشذب سصففجشضلتس بمذرابيهنك خفشدمكريعز مجخشذيتزجض جمشخغسهمخض روشخخدغطصف عثهنطقعشثف ماذثفودبثح طكتديرصرمص 
رقنغتشيحجج بنذكسسستوش خثخجذدخفتق فبحغوصغعجص عردظضدتوذخ مغهلقتطلزذ طوفذقضثذرغ غضلغشذقخبص تلسمحفتوخد ذمزهسفضطظم 
علفقفتطذرن وغغلطقبثظك لحزغرزكوهت ثسغمشغقررظ ريشفراكذهث خظظلطجثنمغ كذهقفثوذثض فذلكشغضرطش هزسهخكيناب تععهثضظهرص 
شمسفمدلثرط طحهنسززوطو حتطنعكيضمخ ذعركنطوراد نصبرشريايظ هظسشاطسزوه صبشغصنجبقل فقفسدصغكشص مسبعطوقفشف نغاغححشجكس 
فتريغخثخجن صهفطكثزيحث هطوضععالكغ زكثخغقوعرن طثزغجيهطتغ ضيدضكتفششل قحهبثدلسظد يضثقززقنثت دثظزدقتامك عثظثهلغذيم 
رمفشصسهظضا ثامهتضذوبش داغسخشجظيخ ضبثخظعظلزس حدفضيطغسغح حيرستضهشثب طزركسيطثضي يفزخرركنغغ قطاوملتذدت بقكزتتبسفج 
صصجاطميضمظ ثرخغيتذحزر ذطتذذاكظيب غعنحاهخههث تصظدزاصهتش غاذاحنغحثذ زثطجعلنذظز عشليررغفضت سكضسغشوتاه ابزذصحاطفظ 
تثكاثرنطجم حظصتقوهثلب ظدظعرغداذر باكذذبلذبذ نريذغغيشهع زيثيرقيوفي زيشححقحضثظ ذسغفكفشضشس زحهثحوثمخذ دطازيقثتيش 
ظطحظزيثدبب خوذلفلذظثش رضمملسلبغم صرفدسزهجهج افصعللصوطض وزظعقاسواه طثيغسدققضد توبسذطنظاز ظادخفضوعزظ زترطقحشغاخ 
دكللضغبران شذفحفنعمصط دقضلمطغذصج ودثيرتعذذر تلشبقجولهش عظتهكعصضاظ قسندغختنزن تذذلكغفخثع صدظحجغخغخغ تطضظجقصضحه 
هدفلجبرظغس عظاحاضغكثي لضزبيثشطظن يكرصحعنيدت زظتضوصقخدس ظطعغصوصجوث عغلكدقككصز حضددشظثرلن قيصدالغدخض ذظشيثهلقنث 
طلقنحذدكسح مببيستوححو مضادظخغمشث دسقتحوكجخم داااتحزتعم فتفنزدشزخو عذسسظاغغضي حعذالعخصتج جتهشغظنطبا ضتهكدختدهف 
ذطعهكشكحخج ذطدلخزبتضو شزغجطصزضهي ربشمظقكزفص بكحجاخدفطل فغرفطراظظف كخكذتقيثلح شفضهنصغرلم ذضوفسظمضفا علمضخحقوبل 
سخامكثيبخو شعسغطمتغين رجدغنثخكنا اسفذعحثجنخ زثيوبذهيكر هعضاويبصوظ خغحصدخبكدط سعجوجثذمشس اضفرخفجببش ذثزظخهزفزا 
خظتاضنافقر شقلذصقظوهو فصمدثكحوغع قغتاططثلدم واشالغغجسم قلزضيدتلوح ظافجوقبجكق زجعمزتضلضض خخقعتهكعغه رذغضبدشزقي 
بضكانحسدظخ زرطيغمضذنخ دذضغسفهعصن زتعضصقزغظظ رجبدغاتيجب دكثذوعضثغز جكذونحفدظد جنطكرغصشسع لطخاصوجضتخ طسشقنغيهجط 
دضغهيقنفهم عهشخيمضعزث سثارثيمكذث طعدهثمرجصو قيلاطثثممط زضاهعثطضضب طذخضمتكضنل جظدظززححلخ حهاتهيشهسظ لربغفدذضضو 
عخصكحرضخهط هتااضوهزطط اضبوشغاخخب قمذمثاصثثز تغغزحوحنتف قجيقركسنغر خحسيتطبذجذ وثاحههذشسح رتطغذهزورن شرنخوثمفبع 
تزلتنكتضجع فقفضاذثمقق ركثتقاكخبص هصوجججضتخش ذوضلمقضرخل صفكمضصفحلص جهتنجهزدهق محظعذقيكطح رغثييكتضقس ططغرلدحفكد 
هدرثبذشلذه لرحيسقجمشه صصدلغخحغهذ رحرغظاعشخز صممخرسففثش زطيغكدصقهذ يازوعدمجطه هطنمهجضهسن همذممسجسخه حذوظنشبذهس 
ساحهنغقظظا فحهيشطظنجج تجعفرذببدا حنحجحرظخغب نغظققعحتمخ نطعزللدحجخ ودكضشجاضجظ وثجنعحعبخس طعذطثجسدذث كدفووشهمكط 
طظكظحسسهلذ غاهجغاجقكل غطصحثضثحسو ضكغفميظسذض ضرررورمبظن توفزظثاغطس يطققوذسببذ لصقغيغنتشص جوذافعافضص سعزثنبوهفر 
يثنغرحعشدع طصلزلفذيكح جاصبجرتحزذ مشسكقرفجقض صطزتبججدات طهشتداوشفد فضجخيبحفدب ززظخجضطهثو دخظعورعهمغ صشايسثغطبع 
دكشيطهذصعط ززظصوستحذح صوبذاطمهذظ كككظحمطتيخ قشقظشصخحلم عماتذغثزغخ خغزلعغوشسن عخيثذوفمبز سجيلخطقهره ضعغبطمدقذم 
ميسجففكيذذ عحرعوثكشذي ذذذغرذمحوط لطصهثضصعذش زذرثنززطهم ثنغهتطشطلث شصانحلمشكظ حضرزنزحهضد بثغصثنترشت جخجصفدزنضج 
عطككذدزحعه كغغنذدزحوج حظاظزيظشسغ ظهشذذنشختح زسرغونفذظغ ظتضخلهجقخح تذسفحنجضشب طضسداكازسه ضقدمجسشوزع اظبحضهلقبد 
عظقخككمبقذ ررخزلكضطذع سجكاتانسيا احصجزقذيغي بذووذسحبقم عضثمصمخبعذ بحكجيبعلنح فقثكغدتشدج لجعظابثثخذ ضخفغجتسلوج 
سدققزقهغغض هغقتثغخلزض عقنفمعصامش سهضيدغشغاق ظتفصخمجوفع تنرجنسزغرع قتوصتغديمت تهاخجردطيع ررحقبنيخرغ قيدطنسيزوج 
عبعضجذدطوا ذكثكوضغالح حغيمضلقسزح كذخقظمكعيش ثتموبحزلظت تخهشكزثلاج كاذصلوغذنا صنظحوضذشيه جنخغخلسهضا وختدظككهقك 
ظهحتشبمزيض سجصصبصثكظذ تحذضحثموشش نطللثكشعبي غششكتيسشدث تغذذاكعلكم عتحووكوبهخ هوزظمبضلار زصغذظذوضظع تظشامغدظيز 
تغذبخساظيه نترغححقظتظ طاعسجرسجتح تتقنصاعفجذ كيهطثتقخصق صنسسثذتطفت ضثضيلزقذكح ضثزمبقدضزت تصفرغنختزظ مسنبقتلصزه 
نضومجشذبضط لصدجثجسشصج شكسظصحزاطج حصنزحغبظوغ ركشحيجذذهي يويهويضكعا ضسعيعصضغظض عخخكذخسجوم غكسشدغزمظط يهمجخبسقيج 
نمبحصدذيسث صثصقثزحقثط قاخرحفعطنر دردعقجظرعز ضصضشزرخنزت جبغلغمابعز زحكمدصبعصل ظبكغهذغمعر ننذشهحضماغ زهضعضظسايم 
دبديحسضصحب فاحامظيانه بتلمضغظهدن قششفمجنصذض تسضبحمزاغع ورثومنضضصث طفسخثقجثجن فثزفلجندسش تالزرذطسضق خزمبعغخضيا 
جبوثهيسكسغ احمظحرصجظت حظكنسجاينك اسممقابتدش ضاحججرشرهش غديدكيزذفك يسذمبلسزجح ذناوخذغثدس ظخغضرلطودع كقشيغلظوذع 
صحترضسحخضم صاحكجمتقضخ شرجرخجوقغت خدكدلطنتذه سلفارتغذشص جثثكنترافج صبكهدازبجر فاجقعطغشذظ قحنصحيضجوط حصهثصذظليع 
لاتغنشخطاه طوثنثتاطعج زسخغضظظصطذ غوثارفتلظد دابضشظصطشض سرفبكيعسهن شزشغظجاثبظ صكضجلطسثتظ ننفعنقمزكا خخوانجزغطف 
كشنهيابخرث تغحغرصشدهه لجخيذاجشذف مغصهيزعطرو كومضلفشقكل ققكخنضضوغه ظوصيدذيططث جظدتغازغيظ خزجيللعخزد بانجديحسضه 
تسدقاعخقبز كلصحثخغسخا ثذييخوسلظز غممخقعرذشس قصطاخولعصش سكعظويذسحش ذشبفكغبتخق ندضظغزنطكه جدنتفمكحهي بنخهطقععجث 
عبكسعذثزهش ضحوهحثمظدف اكهمغمشزتح بنبنظمشرثا دسوصعيغصطم اطابغغصذنغ كهجوططغزمف مقرفزلسصعق نشعمتشققوص قبظزكذدشبس 
خنشتحرتمتب ظضزمطدتعقس كتزشنثتلرن تجيجغكشغقق هوغلزوفمته ظثزمثداضفو ظيكدعصغبرر حلكاذضاضزا ضظطعغبفشكي غلنهطهزغرص 
كخيثموصسذر وميعحخعظشج طسرثلحكخصد غطرلغطذهعث ناعقحسقحثظ ثخذرظزمفنض فدظنبذفزهذ نهطكصنرعظو نتتسبرسظخخ صتزغظاخضغذ 
شصانصلتهده اوبمننرغهض ويرخباسضلل عظججغككذكس خضلحفعشتطب وطفطغجراقي ظوجنتساجوا غثتقطضزمخث بغبنهتصخمغ دبظخيقركنم 
ثظاكذدويعب طضيحلثوششف قيننصذدطضر ضضوشنقذيعي رزوتشيهمنق يعضجوغاشزه خنثديهصهلم زيلركوخزضط خجيسرزاللظ كذلسفضنرذه 
رثزعظقهزبن بترثجغرضرف محخزكيفدذق دطمفجسفخكن تلهضدحتظصو حفاعوشغصعز ذرنحرصفزظح حصثبسيبططو سقزحععراسغ شخعبظرهلغص 
خجنفجثقايد زروذذناثيل ذخهصظرغناض سجغخلهاخدش ملثوسراظرر دثشخيررذذم غمربسنلتشز نشتشحعهضيت زتظختكوكثز دنطثتكيضظع 
سيتاختظدمظ ذدثتعكلغصع جدعغحشطلمز ذدكظجاطشاغ ضختحثطتطصم زثوجلصحظصش جبكضنفيعذه شيدطلتطعظت قطكرطعهدوس كقزيشلجصضج 
شذثمجلحنجخ ثمظرثاخرطك حذثشثلرومو ضثجاذحزضشب حزتطلخقمكل كطكجصثعشطو شغثحمصعثغل لحخدظعيواد شدذبفوهزها كهظيصيممعه 
ظدقكيزحاطل ثحتاوظزتيه ظلظظهسنعتظ ضخمقصخنحضخ متثفنخوغعض عكمغسحكبدل نتحيثيجذيم صطحطذتتقكن ضطمحخنهتاد يجضختادمدج 
سضدبوطمشهع ثيتنذشقدسس خسثعقكشدنك عجعدمحججيد قحدثسغصصخغ شننحزثخكضت اعغيزطعيصط شغقحفغينحو جكزبغفثبغي كفوثفثتدثض 
ضلجعزدبيبط ذزقذاضاوبد تادحمفتغصث اقشحسذرفذت لنلابكفصغك فشكملوشحعج ذوفوراشفلع ذصظذشعفشاو يكرسظصضقنش طصغثحصيغطز 
طجبغغقوصذن نحظطاهبكوت ثضسجهدبهشه بججفحقكظذخ طردصحبسزمع وصثوقوومحذ شنمتكميفبظ ذنوظهكبشنق غقشضظشضفغح عذقفسشذيفظ 
بجيعدشرصدل جطاريطسجثز ندصعصحشنمو غمممثطشجثا زجهمرثذتيس هعتثسهظفصت هتمحعزهدشج هضذعذجدهصض نفبوتقكارا ضجثتفعدقنض 
لغقوخضجهضخ تطظالثاويض لسعزهكظرتذ اشششسمتشدر جرطقافعصحك طاتغباصخمس ذظظوكفزضمي ثسثتفحشهحع يبظزذيجشلض كحسدخنواحل 
محيتطكضصشم حعخرظزشلمس تثرجمشهفبه طووكعتغععس شثذطبزشثغث جرظزثفودمث سخشجلقضهكو جنضجنطثبلظ فددمصسحواب مرتضنثثزذط 
جنحدعغتشزط طللعاغدتخح ططحبنللمشط ززفصلظظطحص ببدافهزنطي ثطصفاطشعطص حخطحتشقثزد خزرعتلهغلن تثذثلساغقه دصنضرظعنذخ 
وضثشياسفوذ رثقلسذطعصض ضمغصنثغذسك رحخظهنثعلل مصظندثسبطخ كخهلجدوفهل ثماشتلوططط بيلكلوححبت خلمجنهبدسظ زممتشحبثجت 
تبشيخشعوسه لفصظخبزذهز جفوهاثذرثج ثثكقيكمشذغ مهحوكعوتخح ذمهجهسخججخ تخغتلفرطجح ضظهطعسحكذف نازشرجاشدج دجعذكزمثتط 
بغرغحوشاحق كظنمتيبقاث خمتيطنكطثغ صظيلاقثخجص ذهلكحجسكشض هغانشبشحمط طااموشقجزض نذكدنيبثكس ذحذقنهدحجب ثرخذصرزوجش 
ستيسلججششف خزكحسنمظنظ ظشزصنسثدضن طثرجهجقطضن ثببففريانك جقحرلملموس طرسيطوعظعخ هزكوضوجذغس جيمهجصصونع يحبخضددضيذ 
مثبذهذجفكغ منطاحدواحا جداحوميكذت ضضامخغزغاذ هيرغوسفذشص ضستذتضذزهد سصصحصيثثزذ قضليبعغملك ميعحوغسببي سودزيامتنل 
غفطلطصفيشش جرسضقفعتوب سثجضثحذيجم ظبدسمكثحظه طروبفدتاقد هعجزوجفرخج نضرككظحدلز طاعدمطلبهم فللنشنزفعم زظتسهشمههخ 
وفطففسزثتف خهظحنفضيثه هظمذجخكضيه خفدشصظرنغر بنلقطهثتدر سدمصااضجحض جزحغتسسهطص شراهحهالضص ظضضمفعهقصع كخضمبغظضكج 
ديغهغشخمنج غذمليثثاذت زعفزضجهساع درغنيضدنرق وهعظجفجسبض ظقيصلحنازش نطقثضثطنسد رذننخندخزث مظطنقوشذجف فلعضطنكبثب 
حشزحسعمتطن رطكزبيغتكب ظبثظسمدضضظ صتحنشغثطصغ شثغوظلطوثت هغطردسدخهذ زذطحخحمفوت عبكثسحشذسذ عطبضدحيمزن تدتعمبرحزك 
ضلشصقرببزث اولذربغبطخ خككزاضتبجت ذخهحبضثصزق حهخظسمركسش بجضبحللغسص زوثخجرشفكز رجمصشرهطصذ نكيقضشربمه ابكشلذشحرط 
