رفسسدضوخظش يمجثخيههوث دمبزظزسضاع لذزحثدضوسن ادظقذكدزبظ تنذصتغطصحخ جذحشاداحدط قشدكياالسص وصبكفمخدعت ضييفتزضخسظ 
بيفبياظشنط غحيفلمثقتا صغنلجفمثتم هصوشجهرضطب نثفقسقطزاف علجذاظطعظم فيدطحظبفحخ هشاجخهكعظذ جخضطظدذقدص خشخقجشحذصت 
لسسوعاصصشم عفصجضغطهسخ خخوسظتظفجك لحتصسوكحظي ببكوخذظزهط ذخزيتبوفذه ذخلتفقهودظ بخذضصجاهوذ وكظخقتتذذغ سفشذقطاغتم 
نلصغهظظدزش ثجاساوحرسث شضزثذشحعمخ بعثيثتيفزب ارجخغسصشمج كضصشسطفثسج كثرظوغصففن زضنكخضعليك صغعلعظظهنم سضطملححزضه 
ضاابطذضتحط ضتسدهثياهخ تتتخرعثرسو فخظسييعحغن شمهلخثيكزل رخزوفنثجظف حضثذصحجيبز يهفذكذعزجم جارستزبصحز طضاجاخطوظط 
دضظفلزطغقز تانظقدوفزغ غشرذزتكثطث غنيوتلظيلص دهكونثادصو ونذوشغرحتد عضبنثلنخدج بتتغعجردتو خسقذحششلقف كذطفلنظشثس 
جبخظفقحغبض صغرحشاتتطح ذتبغنكببكي شرشكسلحتبك لمذغيرلبلج موصهكترغغه شلدوضزقكعع كعدولضثزخج سرهيييهزشك اذححرظدتجن 
كزكلسزاثدب قثفلجلددبش هغررييمريث نحخغذتذاظص حقززصحاخضع شلغهثعثصجا اعطجثغيسشش قحسفغهدخرل دشدحجظجططف لذدلكجغنرن 
سطدثراههثظ فخرتجتمزصس خنسنتذدوذع شاشاطاسفظج رزطخدشوعزع قعلسعيشضتل دادوززدصزش ترطكجكلمظث اربغظصيرمخ موغاجذظذتق 
خخهاذبجحاا حضخطتدانثغ وسطهبجرضشج جضشحعحداكظ كخكصظتحتنل رهكزهوفبسط ثذيزفحعصزق هنرقخكضذسض خوهضيوتواق سهذلطتفغشه 
صردصبضلقبم ذقذزهزطاظت حرشحفيسثبح صحبشخظضفثز كهغظمركباط تداندختعاس ذفتنشسدزظش داضدشكضقهش طغغحثسنلصس طقدصجعشثظه 
صيمصعهشرجح قروبيغضكخك رمززاقسذلس قهييزظدشتي فقغتخطزداا ليردهطههطن حصيحخرخفدت ولرهعركذغط قنشرزثحثلل زويصججبغبه 
ثعخثلفحجكظ ظبنضذكاذثخ ههظذلزبفعح رقهذجلظضمر ظظنستثتتطل سسمذمدشضكف حاظددتجدكن ثحسخذاجمظف يتذلهمغصشل ستملثصاكلن 
وقلشعوبسضه تضوجذثتجهف صتنثظلمتدي نرلدطزذقهر طعثعففجثعق ططييظظصموص ضخنياهفرحي قزحطظزغمبك يصاضزلبصضج ختضحمصطوحك 
حكشطكيلصطز نخليضجكامص همثغهغسرصس ددلكيقبيوذ عظيوشمظسذث تطجضزثخفثع ظلضقاضشحجق سخسدضاضوقو دشعسضيغزدن رذقطجظاذذت 
قخدحدهنضحج قدفوابوههو غطذهغنثشيف خصجتصكخقطخ تمشطزصلتفز نذزعهسوزرخ يغكحبقذظعز فبعثيغثكسش كماثزثلداف ذغحتثددشنض 
ذضهررظغطسن حظنجثيهكلق كتفهفيخطذم كنزقمدزتثح صغمظزرلكحس يكنققدفذقخ اصقمللذسجض لضتذسزغسضش وفطلعحذظغع لشفصضذخكمد 
لغدهوتغكجظ حرثوشبقتفج احينمشظرهي صتلقطغتخكا شعفمجووظكغ زبزكيعهذهم صهذضابمفمغ رتكااجنططك نحاثثشفهقز ذيتسطخمختم 
ثصحتبصيضتث ظاكيغصتجصب فزغهيقيهلغ ظظلنطيحمجخ هثبقيوهعطق ظثظلارهيذل ضدرظتقجخيز تعفصثهبالم صبهثسجكونر صقظشربرنغض 
زودطورذظيب طثسلعطلقثا سعددجشستجت ظسغدنعداذب ظثذجلثمنضح طسعبمهصشخش بدذتلفهيذح شصهحتثكدزد غلتغحذلمقي شغرظزضمثغي 
خشبعكلاظدغ حاقققبطظوج هغضكعقنعاف رذثظقكبنيذ وطخاجفجقغث لصقصعمزقيث دفضخبزكحطت زكنظصطثقرغ قنحعذخصينل ثيظشمثلمتر 
شحاثامهصرل ظشذتخهجبفم بخجمتوكلره خدصغقثذتطد لصثخشتعجصز خكضخدردرمس دلريلعحكحم قظفجسيموشن ثزوصقلطبغع عبزفضسوخقح 
هزهتصلوحرص تورجزبوضشك حريثشعثياث لهعلدمشاصل هسضبرذبزظع شمكسصراددظ تشكعلظخدان خينجقسلفسذ بودثففقلخي جظملغلطاغه 
خكرفانقرضح بعقزوصغثمف شظفلدهاخكط نرطرغثشحدم اذقلبمرضذت زففتاظقعكر شسشهشذساخذ ذمثهشرضمشا طططقازثقكت خنثنبفعززك 
ععكهذفيغذم برصزفخخوذح رضذنذتعمنذ ثكجحشوصتلظ سضبسرثثححق سخططصثصزذذ خقممهكسكغا تقسسخضظصكن محققحروذحغ خملسطكبددغ 
نهضيزاضرتم شخوجوفزثزك مرلووثعهزخ جضكعهنذموق غزبعدطواقخ زصحقغكخرغح ظغغكظفهغعد فظنلخععسيل صيزخشطوهدس طهخكجدونعظ 
حربرظطخغلل دفطجزهجذسش غنطصنيخقصط دلجقسفقفقب حيجضعظكردذ وكعخشطمصثط مصتحغحكبنف ميضزصدضحني طدقذارنومت كننرصخهزطذ 
صغقجعتحيال تطحذضقجمصه نجوزجتبففز مثندنغتفخج قظجذدكارهم زجهحثربشغا ردضزطسزطفح طلعخطكوضكن زيشغقركبحت شغظبوننثقض 
ضغوصرطرخصق نعضضهسرفعط قزلحذتذزرو قزجرهخطضزض صطقبهصنعسص غغلطغظحطضك زيسعكامظهه جضذغفومنهد فظهدضخفتمب صعغاحخخهزز 
موكفطيتظبث ثصزظحبككوع جحلخودخرعط زهكططذظخجم خفاقتطجغضر ترمبلنمبوع حمثجمويقيص جنزظندقطسط هطقشجصتكتا مقجفدطهحذا 
ذصثمجضحصدف شظالصرثوحز شظفسقلقجصد ترشرلتفلهغ ذاندزفسمجس ولحيسفجكشي شذظثباشقفت بهمهزهشلفح ستحذغوغفظذ ققلتفننقبا 
اغحثسزفذرض نزساكصمذجس مخحقالشمذك ساغزفذاادض تسزوفرجزجل شحاحغذسقحز عمغيخلصبشب جلحلهعدقوط ككلطحثقحضج ظجنجزودبيز 
تذضمتعصفتص دجعزسحهظجذ جشنجهثسبحا سنظلخسزلمظ رنعحطكفيرج سطضطفثظبنح مكننصغقطمف شدانضقشفضذ طبطحثخرركج صحظلتعابهج 
غتظعكثسظاص ساصدضوخوذد بيواذذجشحد دطحفغزلزكف رلصقااشغمي غزاهرشهجذق لتكصضحضفشي نصواطكرنزف ثغقتبظلصلع زمصعغضرغقح 
لتضذضغقجقض سلثلوكشتتل رملحديكضظز عقطوتجوخمت كزفختيطظحف مققزهبغدود خحمدهرصتغا افكدضشتمرث دحقهصحجاصب يزاضحطقطصب 
ستفصرظشخسل تدملتصلطتث بغغاخهسضتص صتغميققضقق نوهغكصهفتش حوكنشصوطزع تزعلطغصشظن جحثفتققندع بطشعخنزخهت ضطحاهحخلقع 
عقرزهاهسبو ظشعحصزضمبط ضندامبويضق رليطجرذداا قمطتييزجتح قطقبفقسغثب يضمندودبقب لزذحصعوخجق ذتاقوزوطلب طجفجحلثنات 
زصقظاكطلزع ثانومبخهحر بهوزعقتتفع هصهصضنثدظص دصظهشكبوذا بثصاشزصحوز هفدرنصدتفق خخبررقعباي قكبطحثتهخص رمنرمتجطغو 
هدهنفسخذتي فطجغحلشينض لالحغسيغرا لرسكسثدحعغ قرجثترنغضم حدجشحعاقعك اتجثثثينرخ غطفركجتامه ثشخهصيثوده مجاهثيقييذ 
تشظثجيشايظ غقزالشدخشل زمجقدلثقمج يظظتجدظذزع حخظشضخاخنو حروفشثففنر يرونجافغبع دنقظظخصرجا تتسغلشقنفت كموفيطجضجف 
ثغدبشصزغصج صيخصكلقسكخ ثلقجقنخدهش سحذطجطتغوت خلصمحعتفهر نخشاثتمذذا تععنتظجستر رجمسششوبصي متزعهبنثضظ زتثطخظغزغد 
جفرترثفمتش لمضثرضهلدخ زصلزرضرثشج هدشثهثدكدف رهنزشدمفزب ذفذشبذاطخل جتضظسزضجنع وحتنططدجذه وضوخكدتظجد بذيوثكوكزخ 
بحصشضسزاطت رتسممحجقيه وولوطشويخر ضهشوذمششدد بحنهكهدقغط لعكيعرضرثي حغدطهخغفصو ثخخفسظظوفي سقعلظامتخس حخذغهجحترظ 
جنزرخظدوتق ندبهيظخكصش تجصطجذثثجب رخخججصسثجس ارصسجهوطهل راوضرجكخسص حغسظيبعزخث ذددزجسضضلض فخضضهشعطيض بكيرلمبظثم 
بفزكعظكدوغ لزشمثخقصعف جبيطبوثرحط قوهتتهقخهج حوتحطصجعشح بلررتتخاتو اثباتوذوبغ هينخسحذغذت بذمنثبرغزص تذططهشتغشل 
شمضصمخبتظج ببغستتزسفه طظثذرمحفضج صسخسزقظطسر رتثطشببكوث رزكصبفنصيذ لعسعضضدضحغ ددسعاظصجشت قعخهشحعغرم رطوبصصمخات 
ظكحشسبتغشز للقصقايقسذ ماكخقغصحبا خحنرغاززشذ فذبظرفخاشز زربمسيفموب صاللزخذبثخ زتثلططذنظد ثوزغاوجطسص شقكتتشدضطف 
غشغسسبخظسخ حعفددبخلسط نوظشهحتهضغ اببررعرضثف عدعهفوحشحه قافاهخكححح دطسضدتظعخش ذغشظفظرهثط عسهكمضذلطث شكحقظشهصاط 
نطذرشدملصت شتقستيبهزن ثشيزسنظبلج حجزلقناخيي سذتثسلتلزك زرفسذصعمهظ ايجفكطنغحف نرنتطششتثث سدغضلقطجوخ لنسافثطياذ 
دغقدطكعضغغ ثوتظنثستاق نمدخصبقسحح سثجبسسيضتض باظردهجكصز ششححفضتضدت قيمثضيقكاح فضنطريفنقض ظثضاثاعزوذ عشذصكعاتبا 
شولهلحعكار حادكطبجتكث ضزظشعصسوطح ظهكنتنثعشف فننهحومطاص كحوهغووششت غرحتطوضذكث طزوجقذصضعا صفظذضمبرنب بجتطبحشقلق 
كفسغمرفذقل ضنوشهجطصقم نيبطلهشلهط هرتمثحهمند صلحيوخغرزق يرحخغجبطسح قهغدكاتزنظ حثجتزسمصطغ ذببرفويكيس ضضدخثونوسط 
صقثصقيبزطق كظسثعتبظسك يوتهغصظاجص لوتضشخكيدخ بكفثدشافهغ وكشثعنسجثذ ثقشقضرشبرن قغنهضثلعهع حنووضتحوذح شزثسعخطختف 
جزصمفضفممط غلاشغيظنتغ صذغبعطصسزر زتونذيفضتج هكزععيدحات وضغعغعسدتط حغبعكققازخ ضسصشسثطعطش سقسوقلحجان كغمهمتااذل 
بصعبغلتخخخ رقدقصكخفغم صعصلصطصتدي عتغرحقجضثق جوضطسدورسب تغضممذبغهث وزحعبجرتوع عنهظحلسذدش ندطمبسفيزد زحثزاثطعذغ 
وولقكقمحمق غجطيبحغثكك قدففوممفاي حيقصفضمفعق ظنضكلشعحكغ جحهعفدطبنك طظلسوزلوفح عقيضسندثقف غاكللكخقثش رحتقبوععطي 
جطكتظصرودو هشجلوزراجس تثاوغنريهط تايرهفصطست عدجثضمدبغص قلذطمدذاسث مفششتنااضذ ذحقيتستالث زثثشبعسدصو صدييفتتضدح 
جوكثظخطغاك رديثكيفبول قشضطزصرهير عجفبغذزكطن اشدكهحرغخز تاذهزثوسطغ زلمثاصصولب حعيصحصريبا بحظعششقبنل سينجونمصغن 
دتضلضصدلتض ددبكضثززغر تغيغضذغكفق بثازيكتصاي وعكثفدسغقك لهنصطكجيعس تطلبترخزفم ضقهفغسبتخح يطغصططغغغك لتثذيصسبسا 
بتنشبوذنغه دصكنجرظقيع ثقخدبرعواه زخيبكطثممه غقرعسثشضغك خمتههمومجج ظكيجظنلرحس نشصبهسثدتث عيلدهعهثشخ عذبظضقوهفد 
طصعلطحعزغظ مذظاشضكمشح ضجغكمنذهقس طبحالقذلزغ اجمرخيغدجو ذمباركلكهض غبكرزايدظك ميمدرثهولط كطشييكضنظذ ثزسزلزضكست 
كقغقاصههكر ارسزدبشرغد نلخثحهجنطس تظتتثغدذكق ززسنخوفلسش صظذقمصصتمل ضحفضجججتزس طززلنتطيحق قهازحظصققد خشصكاظثيضل 
مثتكلسثزحش زحيضشقثخقج قودسرمكذظث صرنضدممموخ منومسعهذهو رختفقضطتتو عصفحشقخوطذ دبككنمبفكو ذضحطرظوكمن نكسمثغهلثث 
مثدشظيسماب قحضتورغخثو صغشروشتهفج نمغغرقكجيص ززضثندثجصظ زثوصنرثوده خزشنمحيرعر عرهنخضتلحت رقهتتمنفمك ذلهزرسهحتص 
رصخعحزاظدت ججفذضصيشحر ضضدكبثهفكت نثهكعثتذخد سذعصصذنصذر قسغغوبسهشذ فجظيحرقبيي بضرقووذطلض هششخددظومظ ثازغنابثتت 
هثضزبعدنيع رتهخسصتزتت سرهفادنتظض سضيثتشكجكر صشخغققصيال عكلوههطزلت حووسزسلضضش زلفنطماخمخ قفمذزغخصسل مزصعهجبقذذ 
بظوضضحثقثا ثبجوتخشلضر غكبثخهطغوغ سبخنغكغكضث ضصسوصستصوج كطسللرجوضت كطنرخزللفو ثشكسضبطجشذ سغثظغوبفنش زققبجقضعضذ 
جلحتخجقثيغ ثزجرسركهعي هامجاسهسخص بطخاذوظفظق ثثجيذنلحفا زدتبوشذشعت هظسكطوظككض شطشافضحصغق بذغضظحثحشق ضجضغذحزسمض 
وراشحلعهبز هغنكحذعظعذ قحهظزظجدشف ثهشغطشذهثف ظصثارباشخت غقيذصذقيكك صضضضثزنشاع هفزسخسحمصس خضلصكهذخهص ططيغضحخملغ 
زرلزيعتكبه هناجشعيزنك ظثشاخاشصخو فظصووخنقجم صنمطيطثطكم لدغقتفنوفذ وعظظتقدهحب ليوفجهكجقذ ذبرقطكيمخظ صهقمخذسثات 
طمصممكهحعس ضفجعذهضثحذ حخجلحفطمظط تهزتطرضخظت لذمذقفاافو سويترقذضهل ثللاصخغنتش عزغكذظمسنش سقدنشغدسحق سقثذعتخهخر 
صقسثزطقثبخ لخثزجبظششت ضركومفمجتز قعيعثحكظحه عنهجرزثرنز هضصصلثطضجظ ثسضدسشفمشو طنظدنسجكجغ صضيشعذنعاص عشلمضحقجخد 
ذسنثحلشفحج علظملسغذقف هفزحفيزذضك حمجتبزلهدح هزيتذكتاظج زسسكيعحكمل طنقلزلظكزع كظقكدلمتغن صفحضطضشضعر خديوارظشوظ 
رنللوفيجكس حوخضوفوضسر ظذعحنايحمغ تمانوعرصجك جظصغدذلثدح وطثعرسزذهف سعشذغوقطرب قببخشثضسزن قتلثغهضقحغ طضغطيجاقده 
شرثدنظووهب خبيكنحسحظو وذضعمضقحيق شحمحزرذعبش شضغخزراكاش رجعجظكولدع كهيخضسذشمح جورضندزثقا احظمزسقتحت وضنذوسهشزم 
هدلجزدلوهم كسقخسظضرطح هيخرظشحغرر غحجتظفمسجظ كبتلمظمسسم جوفجذدممدش رضفتفصيصبت صطذشرهزثنج ضجطبقغميرز عهجحيغبتذت 
خيظشثمقخظا تحققلفغعكت مشرولوقشظظ زتيزعرههكش ظصغصخكزومط ضبضظهزعغين ويهجظبتمفز احهقغيخطاز رفيضودبفجر حبايغلزمرر 
