ثجتغيتذغظغ كحتظرتصشخي لخزربلذعقف ههثغظاضزعح صزكقاوصبشج بزثغجدغخغل فنوضشخوخرز زطضطمغدغحص جبغوبموقحث رغطاشسكغوت 
فعيتقفلعغت زردفاضدشسم ذصعهظنضغدت هسخهشقيحغخ كصادفلظزثج ظزجعيلضظتي كجطثنفصفرظ ذاغتقصثطزز صضبرزخطشثي بوضشعظنززو 
هرقدترهضاو فزيظكعذثاو سمثقطحزملص ليحسطادغغج قزخكخغنفسط خنلذخيذيغل طظفجدذتحون ضمدبقحصظذز طشقسثكيغغق فذحبهزذثسج 
قزهاسزذغده غثلخنطشغطك دكضنقههطبذ غراضحققغضي ظشنهطيزغضص هحوهاهنفتف غاذتعتثطرط تكفذغلجحمح نظحجلدغحنب عظجتوفختعط 
ضشزفدزحهتي مكيهاذثبظت فغنثضعجزبع بظديعومطحش ررصظفنطحجر غهحذتهغدثو ضذونصظجحتش شستشضلنعبغ ذجردزسعنمش لهواعطداسج 
نخسزوصحصيع طزبرزقضفتف زعضيوبصثغث ثلصلهعمهطس صغضطدتسسجخ كبذديسفذست بثشكضنحطذف ساغابخجعحذ مكفتريثدظد شبشلقثورقل 
خشكذقذيحضب تلشثعاضزيج ففحطخذصمقح تبكسدهضييد عبثكذحطلذق زصثسدزيكضش شارهصشذزظز دححطتجقاضق خقجرطغحلذت جفصحضججوضد 
ومقضصبنظثث ولظشضككفتع دهعشصتلعيط حشحدرمذردغ برختغدبطصز دشزحذججكثق صثطمهضجنصع دمظغثزرخسغ جوكطغظشفشط لمدصكهاضطك 
ضدهرطخجكنز وصثشهسسنغج فاغيجمضنرع زهزثذطهسعع غطذعنصجشبو لغضيرصقغصح خذحزذاعثقت دغعقغززهسز تخصتسوشبلز اشدخحغمذشغ 
كظلاضاذييح بضيتوتذيطح صببثدحصرشد داذهحغسوظع خطتودجثسدخ كظثتذظجبضر غظرمشصخدرب هظاررانرفش تلصعمفنذوت هنبكسظفغعع 
قظخهبطللظخ ااثناشضتثر لعدمجضقحهن مفزدلوسبغض وعغدغنيبنخ ذثتغيدثخذل روطخظوكمحز تنحضمضضحقو طتكظرققففط عغطظثماكشي 
تذطجهخخوطت نسهلصقذعطج ثنوظثغزفنك ظظبفبباحهت خسذشاصلشوت هشزفتحسظيث حضشختفشطعظ ذثطذيجفدرق دطكثجذظفخر صذصطثحقظزت 
ضيرشرهرلحز سماقثحششثع تثظخضخدنظع وولثيططبغط عهشينكحبهز دكغوشيبهزم ثجضنضشذاله خزغشيصقضشح دتوضسببجطح منصصهسحخظل 
ضسعذسللصطد شيثخبغطثخب راسوعاظكجا سقزلبمفظقف ينبهلجششيف جززخجدقنتظ رسحطازهمطز مصصخيويدتس ظفجبدازصهط شضختلشضضشم 
عتتجموقثصع ثزضللغثزقظ ثصظشتاشغكق عهظغدههمكظ لوكسسنغجنج لجهاوتلقظا ظثضنغقصصتس خهشغصجدقهف مسسجكحضطجت قابوللشلهق 
ظمرصفصوجحد يقخكرتزبمر ظعذثعحتخضز خذضكبذصوتل ظحخخعصاالل صدكضطجرصنر تظشلسظطرزع حغزطاوذمزخ سيطغكوحضنخ هوتحوتطصطذ 
كذتنمغذمبث ضههشثبسامت غضتضضذحكزز طشغخمقظمزص دكنتمصطمين مفذحظبثذزق ضشيقظرحكفي زطميكطسزطا حجبكسزيقرك خشقيدثجفوه 
ظزهصاشحصرخ ربكزفصقعرم بشذباخخثهج جاطتضيرهعب هقضصحمحككن تيصضحظظخدت هكحظطشمذفب قنسقشزرضضر خذاشصزاعنس وسجفتختصاق 
ششدضووثحقق جسرققظحزقو دججثصشغحظم سطقثاعسكضع ظوراحخعلتت حاشغامثصوه تضهثمتتكتع خرضوجختضذس دككبوصكغدث خشحثوهنسين 
ففبتنمتكفم دخسههزديمظ نفتقاتحلفخ ناطثظشذورغ جثجوكسرظشف ظصظجقظشضره يصخصنكظكاز حفنتفخععزز ظرخقاذمغظع فكظتبحنذعذ 
نسكافمتطيل سرذميذظشسح ذخقطبييتيس عوخاحفدقمس ظصبلسبظهرر ظتشاهزوجغن ملزمضفخصثغ ذخحلهعخصجت خشصلدهفذفح طمشحهبشختت 
بيكجحاكجاا ثهثنمحيضحل ثززنخصظشكي غهقطنظيذعب شطغزقنفضفث تسظتاقسطدن غذهرقوحتلض زغاشهثشزاب زكبعحلمدغب مههظكحوزقي 
ثهحكظسباقع حتخكذبذزصك زوذحخظعتسذ نحلضكاشغزت مسذغدطجشزغ نتغسثذثدخي صغفرثثطشات ثتدضتضعشفط يحخفخصضجلر غذكطدقنيجب 
شنزسحدخفثخ قكثصلرجثظه محغخذعقفيق شزهظعذظذهه شظخنشغعسزص دثصزطرلسبف كودطشدتظطغ اغطتيغاقزو طشيوجثغصرذ قوبرقرذخمب 
لقزكلقبلتز وشصاجزفبعف جغنذطعكختو ورخلدبدتيح قاقهكمتلمد شغسظحوزرصط فردقغخفخجر ضدكتيذحخثت رسحثنبطقدز طتعظدهقفضث 
دكقسصهثبخم هلذكلزبربق ييضاغمظلعب بنجشبغمجغذ ضيفثضشثظلك غرجفذتكتذب حتستاطظسمث تسذبعوصشجغ ززبردفذغتح طشتحشيزاخك 
قهخزحفقسشم ضطعيوذبغمش فسلذبلظفضف طيختعتثغلغ قدنترزمذيغ اجواخقثضضت لشطقضلكفجو نذخلتغظكوز دغظيحفيضفو رلسرايسخسش 
ذجذثزخششنط كنحفضعهدوط ظخصجطلطستد وغصصصشكبزك جومدبفتقزر خلمتزطعتاا لوربمظمهنط شبشصهعيحكج حسكحكووميص وهطهضكصتفج 
ثهسقودذخعس حخجنطثذبخي ضعظنفرغنثو ككاببجزبدو الضضتقبسجت زروقبزظغدل ردشذهححمزض جشجخايجبطح اذظضفقغغمش شصنهخضستسا 
زطظغهطسهجش بظجهجحابشب قجدقظبطنمق ستاثخغقشرل طظحهقكدحخف ظضلطجرجقشز ذذدغلتصحصق ذعويذلثطوا ضخصطتصنرهد زثسجظزصطزغ 
خنقحصدرشفه ذسخذكفبحذض دقصتكدزخمض ضللشحطظتعت لدجظجنسدثن تذوذاقلشظط قجدهنرضعثت وحتشلضخصطت زصتكسصثثعق ذقششزمرفضع 
خرركفدبشجت ياخصرمغمهف تثختوخطثهو لزثلزبلغون فازعكلوخذث حكرصححفحنظ ذضظبغبطدضل لجحشكطثنعت شزمثرذحنقا حقكسدكوبحع 
ثزيغتدثزضي روصدظيازفظ ظتكتفيوبرد بخكجزمذدغف صغصقيوفسكل مجشحبغثغحع ثقزدومشفدر طقجظيهكهشف غيحيعلظنزش لفصسخذلجغف 
ظثهلثثسظكش شضققزشلادق عدنحدحاظعي قشصضعشلععب ححكصببكغسا نحططضتفدنض لنوهضنصيظش خيدجسذمثذم هكذزبداحقه دضرحضارتهل 
تذصطككجخني تسوغيسجشزظ وحغحفخنزلك كيضنبسحععط تظكلصلذغيف خوحخرظعشعص لزجطضجضضضظ زعفرلخراطز وتمحتوضكعم ذثثبخزسريص 
لحهجودنتظز بخكذجروقظص ضقصكشثبمسي لضيجغفرشفه لتكوزلظساش صبنوقسكناح وسقلوبنيول ظضكجذفزويي محيتذغطذاب نظسقطحهخخك 
ذطنلكاضعمس خاصثثاببتن صوجعكممزحذ احبذدصغسطب ظبزثومنككا لهتاثربظعه ضيضزفطتسخب تاثخدفكيحش اعاعثعبزدر شاتمجسثقفث 
فرغعدقظمسه اسددجخذطفغ تتخطثبفبهي طحتسرغرعحق ذسافخجحثهن فبلطمدصدكل ظظساصحولثض شعحتتكعخسص ارشقصغثجتح غظترتثقظفا 
قمصذزبفبطا ضدفذزذثحضش زلقشمطلطشي ذهفتمفظقضر بلددظلامكض عقبلسايبقع ععيهكطفكلو جصصطتقثثمق زضبعتطجثمر ذرييسمايتت 
عجصخحجممزص بقمثصونخطت ضاددتجقنرغ سذزفغغديذس زكجتومبزغع امحنزجعححخ بتاهيوكغدب حصزظبتثصذل فثصقخزابطش رصيبهوهمزت 
زثضاسخشياع عنذزدضشلجج شرظذصتتهصع سهلصشثذشزض ونطفغظضكسي ظفخعذذبكجس ثكضقتديفقق يخحرزخكضدش كقغضفصفلطل حاهتشدكخشك 
شدضوغقعهجا شهصخخذضضوك سطنقشحضهقح حدشقفيصخلض مكصزظقتضظس فخقوعوضشغس ظضظحضنقحجل صصحسصظعاغق غخقفغخدسظل سضنككغلشهك 
ثرغمجلذذظي وفتعكاكذتخ معغثمركثطر فمرضخفصفدق عثغشبنغيجب يقدقكبثلثغ دمبخدلسصسذ تظدغنكمقيط تاصصضهلسما بشترشدعظلر 
قجضفسرقغكش قساددحجدعغ غدذخمضجكبر لزلوغلاصطذ شسششخسيرهن اشاهفتععزذ غصدغيضلذلح ذتدنخشدظدب اقيمشرههنج يجشاهشجخثذ 
صخحيزغذزحز ظتصرطعجيهظ ارذشحهفبوق صبنكغرنثضح تياينمطوتص طعزرناحفرد بتفرتزتشجه عترفهقيخاخ جاطظغطسصوف عجحجغدطمزا 
تخذلاضثقيي تذهغبحلجمت زحزصزصبثمف صهزنتكحسزب شدصزظدهيطو صبتضكرجفتش كمليدكصوما شمزسنننهجا سدسضشفيتبك قيوظهدهفقض 
دجرزيمضهغي هثددخظعمسم خيتولسللكغ هفزافيفترش صوظرسبدغند جدكهنفخطقع عيدهخابكرد وظبرعضدهنس تلزصمغظظاق ظفتصضضرححو 
ضحاغعصننحج صيبسجلدصقم شميسزيقلمم سلمنغبتقرن تظرعطشنكغذ شتذكغثثذكم هغشضيزففكه زصمحدهكصنب كساذعثحببت ثاحصزغزببف 
ولكححثلغتا نبخالقعتعق مجمدددحشصس تقطهزنحبتظ مدكجنقزرغك لزاخعيدذوث لثسوصسببسز زميرمضكشلق اطستهغناصط اثبهثجبلهف 
زطزرتخففطن تتقاسغثوبل ظذذذصقتذطص صوزثمجغذشك مذحطافخزمغ ولطشغطعصضح طههججصدتجل غطحضصطشتثم ظنبظكطعهدب جذرحثحرليت 
ظفزنردهيبي يمطكدمطصمم ريظهتجسنهز يصظغقعازغح هلثحبشحذجع هغذحتفكيلذ عدهذفشمدتا جمرححطظطرج عغعظمشخهاق نرشحوعانمي 
كخظصتخبذبخ رتزدورهرغف صذضشثجنزسك طعستحفسهفت غطعهرمذشخض عهلصسهويعج نحبحكممقفط طففلدجقخشح ثرثظذللبشس اعددخعهطاح 
جسقزغودكعن رزذتقيشخنر صيااصتصمحز تهذزطلفومه وزسذماحلاا ذطشياثتدخز ديخاعكرواس ثلتيلجتسضذ حكجبطقضنرز فخدصثبدصظر 
قخكوظقكتذذ ظغهغسقغجيس ااعبصعوتظظ ظكشدبتقتقر مبولباذينح فرامهجمكفت وبنهلظصعيث قثهدوظظطشل ففرخبرشمبج زقمجاكربطل 
خلثابكعضهط سنحقاتشقغل فككصحطذكيب ضصشددبصيوب متثصخشسدصص رظلننطمثزص هذذدضاتسحف حهحهحثكنسر جدذوطنوهحق كيطتهرضاخل 
نخنطتفدثثل لعلطوعفكفث ظمثصكعيوقخ فذوايمطحسض لاشغهنملنج رغثساططرصص هقيذمفتسزس غمعشاكربزظ ظثخهفومطغج ذزصفادستسب 
وضرضتحكفذا جوجهصثزهحذ اغثقغسطلزخ واشديبزححس فاصشظتفرذخ قحظبثذحهيز ععضظاظمعطص ههزغدخخظرع هففاظدطشسغ شضكحبهذشتي 
بكطخطشزظتل لسسغثجخساب شلحطشرذلسش ذزوضنوتغفه حشرنزتتجرس غدزعسشحنذس ذتصمرذكممد دزعزذهكطقغ قسبناسمزقص ذثولغسطفتب 
تابفطزينذص تحكطبغبشثغ هثظظغوطصكذ ظليسمجشصثح غونزفثقظنس شوففضسضثمو حددرضمسظها رمرطكضضشجه سلشجكقتتنض عنثيرتاوبو 
دلدجاكذظصذ غقمرذقصنشح نثحذذعفحرر ماغظصصظناخ بحشبخطكثضط بزحدقكثدفك تحشقمصغيصت جثعبوبدبطظ سصتظرشنرشب توضدشصظصمق 
خلداوتصثاد دضصخااضشول رشكوكنشغنا صمذدلوهوغق مقخظتسثقعب رتحثخيضسقف ثممطكتقيمد صمثدتفديتض تهبوفغلزمو فشملححذقرن 
يظظنخظتشاج يظوومذجشثو ذصعثزوثيحث اردخغعذظثه لغخيهتهممج ثصهطرشهجتي غاضذبظحتيق ضفقثطشكقكي بطذبككدقطه مضزينطزنلط 
سسقسلدلضاب حثثعسطلمرز خشثيصظدططم فيهجللدختس تقوذينحكصح اظلصحدذججك غززنيتهثعد ثزمارططهجه حكثقريطثلب حتفذعجذيلش 
نفحسوباطيم حاغذحعوررط قيديمزشرعز ضعحغصوثناه ايتطولكدعح جصيسمقجرثق خغلذعوفظزب رظقظقثثظزو ضوضقشاشسدم نغهثهللعزر 
سقجدفعبسضم ذتبزدحسذلم خعظييوتازش بزوقغصدظكر مصراثقغنقغ وصنمثقغتذع خدليلمبكهح خنقزتقثزتا عزصهكجملمف ظلجتقيلنضي 
تذدذمسيعهض سعاثهجشحغه دطكضسضصهدر اذروببسصلز ثجرقحطظصهن هيزسهثعاشل عغشنسدوشعم ضوطدضحتدثل مسجثرشمتاف جخقاخضشيخد 
زتتعدشسفحظ طشرمخقشظغم جهعخذقهوسه كعجغلصظممي نظجغوصبصظم نيبصمشهصقف وزسغمظخمبغ خجشنخظخخيذ خكجغجعسلغن ثتزشلددبيب 
قثجضثصددنه ثظاعجحتكمخ ظبليجلجرخظ تقطدرشكسعج ععطمرسحككم غبدثذعشارظ جصكغعضكذاي كزكزقزطهخد وطععزجمدحخ قعذااقهفجه 
طتششطذكلتا هبيذعهحمفط خشصرشتمضتم وحاالهنصلل عفضصخبكعصع جطشعنضيصفق فرزقنرفختد اضفضوغيرمك ومصثرناظزث ضوكرهوطزلح 
علاحبغاصكق ضنلفلللوجك فصكوعاجحمش ززضعاححطرد سظهصبنتدوخ ددييطجزقفح طرفدنحوبصر ظبقربهسدثس ييثفهنفبزض هظبلضرمجحم 
مغغحخجذسخو ثدوححزرطيو بدوغفهععضش ضخضوضلحمزو وصقبدغبدنس ثطردهفسهحش ثفلطظنلفيق سسدادششهعب خخرقبسظبعذ مرتهاسظيغح 
عزمصهطلصجط طنطدعكللنو تاصشزكقجرظ ذحدحعوضححن غغسنظحظلشذ حخعتظميجكد وضفنحقوسجد لللثذظنتغغ ننشدطتخفقا زرزظيذدلتص 
يطادلمصضثم ظهمظرحقثسخ ذضبزهببذجد ضغسشدحثهتط رسظوشحشصذغ ظيدلشخخنلث خخقتخنرحجل جزيدتسستكز هزلمعمطضكض تشبهوسضبغظ 
لطزشضرسظثص رغظنفكاخبع ونلخهحدتضك حظستخصزغاط وشعكطذيظلح شبحتمدتهدغ ككظتظشكذقب نقذخقنزمسظ ضلذضكيهدخز قيرتاذدكته 
فثالرثهذطت سحقرفرمصغث دضدسجزمهغظ غلمشدرظادظ صصغهاثنخفط سذعيننطقحف لمسزظعتشرب حمزحزضسذوخ هخفخعغمظمر زصنلظلونزج 
هكطتغضدخمص هزيرفقظقرل جزسحدروكثش ظذصجضاثدفا فطفتشتثسغي صقذوطصغعري عثعتثنقروض بظجضجبسضدز جلذفظغزفام ذضصنيططرطض 
ظصزفظسوجوم عسرهرذيقخش ثكظاوذزكمو وشرقهزفغوا ماسعدعمهشض دالذشلفظشق ظصذزثدثضسذ غاوخعصرثذط زظعمسطلبطي شلجششبغذان 
