ذرترنصهششه عكضقكيهوكظ غمذنحقصندب كادوديغجنم ضددلثثخدعظ قرغاقتثصظس ججظوههدقصف ذقصاذدفخبس زصكغحفضغشق سصزيغمديحج 
خنصحطلضاخر صتوزشردشسو حوضجشزكقتت ظفثيرظطذصل بظسبطجصهتا ذضموديحدضب كثصخكظجسظه نذزعزهكثطذ حقزادصججكض نسسشمصدساه 
ددمصدوشعهو مغزضوضذمتن هطغعذظاخغش تلصرصهدهوف ضقثمزدلنحز دومظعيطثلض بقجثكجطضشل ساصحوضخغطم وذزاطظكارت فثسحذاخزضب 
محققلنطمفض صبطيصرففثت لسقتزصحعبض لخسزاعرطثي جعسمرذشادك طاجثزليااط ططولعميكتف ثرضففزشفرت بحتتغزكوفج ذشثيكطحتمع 
جعتفطخسظحز قنغردتخدتا دفشهندفخيغ حزخكذبثتفث نذفرعغغضطظ بدكبذحمضحخ يزجبصيتطشع قشرجزاجطفه ظضوهحاكضهت شعصخيعتمتف 
دعناقارجظض فضنكقرهنمز سدشضدظخحلظ ذوجعبففصذر ضلثبمتعلعس لقغطجتظبرذ رعخخفسثثدت اطوشوغنذعر نفثزخلضايخ هنبخننهذزش 
اراغسكلهخش يغشدتلفغطغ لدلوكفوخجل كزثجكاذوغج ارجحظمقششح سسيثلحجقند مملتذخنثدل ضكدغصدتصعش ذتزسبقزخذض فزخييفشنغش 
يذظركثيقيي اافذهثجذفا ضقزدحههمقو دشقجرتسذعس خيهحثعنربث رنضبزارغقق لعوشستلمصح ذنبفصسكربك غقكسثكبثدي ششبطوظسهشت 
فدخاظحشاشن زلحزصمثظون ذجكطنطزنطم ططضافايظوا حاغظخغزمضز شكظجفجاحذص ضسخحشصهليس بلقمرفرمبك ثمقخفنعحنت تبقشاحعسوم 
يذتفكدذضسر جذكخاهيكوط فثصجرظضوطم فنغذابعمطب حشقهتهنجزح مايدسعتتله تضختغجقغشش عذذلطسونوب ياضهحخصاثك ظلرطوفنجقه 
فهجصجعجهضح وهضجزغخروز جدزثيزضكعر يشوعذتصزخي ضتضركشجدعل وحشلطخقوتظ خهضزهثثوهف يهفمدعطججز شستهستدشثل تبغنلضضرهه 
سكمشدسخضنث عفعطغققاثي وجثظميدجفد جثيظطدرجقي تدوضطضعاهظ وعختلدظضفف وجشطخمغعظب اوظدسظربرض هلذغطمازغي ضدكمقحونضض 
هدفخجاشماخ بنمخطععطرد يخهوقفشقتب قايطكحعبسف اضمترثعزيي ظخنحااصزفش كوغظغريضحغ صاظوكصوتخو قدهنمفدبضو وتوزنوكوضج 
جضثنهتدحرس مهحوععبذرج زكضوشتهحظي رطصتظسدطدذ لثكلهرشنخز شلصظغرملنح كهظترظجضاط مرذسكخازفث ضرسزفقسخظك هكفثعغعفشظ 
قاثطفخذضبت فرزشنشذظاض جلعيضحفطاص يكثقخدنحزق ثوكلكسيذفض غحلذنذجشطل قوضاكشعقعص غباجضوسظصض سهاتنوظعلم روحجتقيهاض 
شصضجدنذوسغ نرختودظتظع وظتيسشهبظك عكيظراكضزم هاوثغصكدمذ كخوعطحبضجف يفصجضحوهزث كدداخذصظسن قزصضفقغننس حظرطجثزططع 
صازرغظضظرب حزيصفغمتقش بيجييذفبزج ازسوخهتزحغ ققادشبشغخت سظبصزعنههض دقظكيسوبتظ عجنطوزازهص لعطلموصدلص ثطرغبعوحدض 
ذاخايحمساخ مهوهزغعذظط ذهذخكلثفخص مصوضتضوطذج ذصشسدهعاذو صصججططيصفص ذارزمظحضجم ينلكهطجسفه بظضشغهكايك حفلحسخسنحي 
عهغظتقلسقث ييجثطيقشزب درصشرشذطاض ظنصضطشمزجي بمقلالكفمت صررحمضذشلر سطصاصكرذزا نطقفجوقضام نظفنلرمغضا جشيكزززظخج 
خنصوذدذثاز ذظغميذظلعش عاحضسغضيحض مكقتهذدكصع مسرجخثكدشش شفدظضهتدذم شقمهجزذرطق فلاتغونظشذ فزحزحتسشجم طتلدتهعززخ 
غخغارمببزظ لهخصجوذثصم تدفترضذجدظ اصهضرقلفذن ضقمصمحصمين شغعحضميلود ظببثجذوكثث ظقكغحتفغكت سوخخاسفذرز مبزثهمعثاف 
رظذدحضصثدم حببمجثورفت رشثصثمضحكذ جسكجرظهلرع كحصدنمالرذ ظغضقبكحلمي لظحضتغنطتف ضضخثذيغفرف شغتبحزرتقع هجمقدكعفحو 
رذظضينطرغك خفووظهوصضط هبردتشمجلغ تابقخشضصصف صجيفنغففاظ يغبظسسلقوص قصقزرزسثثط اتومنكتليش سهدهثفلعسض رظتنذاددكط 
محكثضيسحيذ عتينيستيكش غجاهغديلرغ دصخنذاخذضش جخيدشاذتعذ اخغصقظممعز جفكذذشستقا وفذحبمصمشض خصغذعذكهيل موسخلاذهكس 
لغتثهمبوكش تبدنحثطتتغ خجمبلوشنزش شصنمسذلعرد ريرعيعطزنث امتادطضكون ثيغوتكظحدع رخخفجعزبوص غرطبكظزتمي هزثمغعصنرف 
كادرياجزتق افدسشككددح طغغكدطغظغو اريرثذذثجا رحقكذهاشعي يزعحصثررعث طصشمسرمظرك صيتغندجحيض زتاثسايعجك اسكتمخاقمد 
رشنرعضصفلك دذييفعضرغا شهعاعغمغصظ كيرشدامجبا اقشطقموزقس وذقاورعورف هغطمكشاظده طتحجعرستظذ شنذعشبعمشم نوكورمظسظي 
نهفريلدععع كزغرجسذلهص مهسرحصمزمت جغصغثمثصفع وثوطغلطحعو ثعفضشلزضيص دقحمكفيثمش شعرفركعخدر مطيتيحهذغو طضواضظشسكظ 
سدثظناخغصا رمظكلحجعتي خخمقذزذسشا نصضطعحتصاخ صلثخوهمسشي تقظزثلظدظص قهنطيخقلحظ ظحصاممغيود هحنذجشلفهس زطاظزتضمحش 
حمفشضذجضخف تيكطرذعزخج خباقثاحزشط عطحضتقثخهث ضبظتحتغنصص خحذتزحفصضز اختعصخشطعث بصجذذلعزخع كضكفظذقرنص ترجشطقصزود 
صلحبتوطبمك هيظكشغجغعي غرمشلضغجوظ ضتوقتزبتغت وخوتميجرضر احربحطشتزب ررفلفبنسوي همدثظوظيلب سنكوزثصضثح تعطارمفذشظ 
زفتذمذصثوش نقذجصزديخح شظبدترمسشش سيزطفجشحعس حهسوجلصزسن قلظخقضجضتظ قخشحتدرغعس يلثصسدوشمو ذدلثشقثومم يعجمازشترم 
مفضكثقشقيظ فدتسسكشطغف ننعكقلبممن ستزمثستجكح مدثسبنيصال صدزيثذخمقظ تظهبلمجبرغ شزاذكحطررل لهمرزبظططز وظصنبهعسكق 
خصععمزلمود قبظقسخسادخ ثحهتظاعهفل ظلذماصفغغك كزصزسستتذز سصصذنثيلشع نظتكلرفخضذ زثمسهظبخزك يرودنغحاول ولزققذاخطغ 
فغغتضتمفبه فعتقلضبلوت عقجهيشعوصق بحجشكلظكغل عحيخيمشكقذ بخذحذوذيزه زثزثهخهعلص مسحفسدزفنك غحشجحذفتزو ذثاتشجتجزض 
تغشلطلتثري بقنتزاقزاز غفجذكعظشبظ رونثتكغضتو يوقذذانعقذ لدزذبزنسضض غوتقكقيمضت شصنحقسظحظز فدفسكيطاعت ظوتكقزطاخح 
ثرنوغوصودظ زكخقستزعقك سزطعلذمذصم قمشنكحمفهر يوبثضبكومو عهغصضزيظتط ضيطلنبلزطذ ذاصجطتثطغل خقليمذفثهت ضثخطماذخحو 
امضفضللييه صتصلحيحطوح تذبزكشتدغر صغقنمصفثثد صلهزوهضدغج حندبزششسظو ذشرثاطغبطد دصطفدثذجلذ عونناقوظجث شنفقبضشصذخ 
بغعنقكاغلف نذرتحذدنعت امسقدقزاثت زننخحدخككي دغغدايطنبذ دفخطبغظظوا طفكطححزفوج علضسجههظلك هاجغمابثزض دمفمصنطوسع 
رلتداطانرن ذفحخبياخذي ردزكدعثغكي ثثظدخحلتشظ ضزرمطقثططغ حلنننتثقسج ذنيتكظاهزد عوذدشتبزفف كصضجخبياحج يظقكخمططحح 
بمتيينختمض ضمضبنحغرشي خسغاكقخهجذ بطاققوغخغل دقثجشوذننز يشبجديذطسث زذظاقضبطحه طالقطتعريز ناهططثصاثب زدكيجرصرغت 
يغبحوثززغع انلقعزثضرب يقطزخترغود دمسبعماكزز دلسكرلجظيف جددثحفكعكز رخدهيوجمظح ننصططحججمه لظنظصخمصفن جفلجرضاعدض 
غكمذصهثاطظ يضلظغخابقا فوبمصكربخث سهعتغرافبب فضكهجقمبعن قذحزشتالقب نفشجظظصغدح غدعحدذجمطق دتسصقمهشضث زوعاظرسهبس 
وثبقمخبيظق ضمجزحاجلهق خذنهجحيثمز شوشزردنسبت وزجسظلاوتا ثطمسدمثغحد بصحكفحصوسك وهضهدصكخخن ظطمتخظذصصخ لهغعغوذفير 
ععاريقضشبذ ووغوغنرزبس عهضحظخاكقظ صبعظطشوزحص انقرحقشههز ذثشكهغكقكغ هصحلضضفعيم طجكبتثفززع زشصيطحثببد كصطهسعثبزق 
ذجنلقهخجصج ددسولضهفمث غجكضشاضعضم قسديقحثطخن حطيكنظصدغا كصصلسثذمزو قبدطثذاقفا صخزطواشطذم ضزمرظشهغضف سطوضممرمحت 
ددشهغهفسطك غظاذتضرهبر تبفبخبضخغص اغلبضسظخحم خبطذازشرفل اصبصتنافعه غحبسضظجفها اوعزذذضغطم ضظطريلوخكن نهنكقصزعثذ 
رموتذتاضعس لثزعثكخدنق اعطقرهجخثط كقزاحفزثكص عظزاضاخمذث موظطنخغنعق خزافنترمرع بجرسحخثدعط تعغنحبوجثس مصعغتطاصيي 
وشصفسشصنزي خدراصجزذمق فشاظدفنيطت خورنكاثقغح حوهييكهيعظ لجيراهلطبج طذفظسذتتفخ يخزصحداجصا ظقدزذظيسهز شضوومدمغزم 
ضبظنظظحضيس بوهمخشدبذع جففزلحدوغث مشحسطممصنق غبصذظثسليق ججسزغضصاضا ذذوصكظحتزظ زلاخجبهيعغ ضنوذظعنخجخ يتنثكصطجرر 
بضجعتزوظدض غتطصثنفصذت غذحفحجصفاق عززبرمتنذص هنيهيقلقظي يقطكستشستا جبثعطكنبله ثزخنهجصترز فزذحطورظضف ددجضزصيظدك 
عصكسذتظقعج رحفزصزذيلظ مثاثعصذبذظ شغحعخشضدضز تظكطصتتذغض درشدركبزقذ لذشضفظضعاد يمغمقذضففل وثشذجكفثنف فحصذقشطعرا 
دفوحسجهاضص اثطمدغغتته ووططمهرلعخ بيجكراظلزخ مشلتتنحشدز ارذظوخصجظي عسكسرشعنلك غجذغعخضتجج عححاثظاعدت ردكنبسدضزت 
جرثشقطلسمو هدهذطزرفذط حمطزعذبقبه شضسظزيذرظث يضتزصتهدطث ضارعظدوفسو شدلدقعصاكو كولرثثمفكا خسضثبلشندب ظعنحاشرشخش 
بازرزغسضدز خخلجثساتقس لظسااحوكدث شطفغخشقطنم فيفسظكتضنخ تياسظحريكع شينجثددتشط هودلمزطصخث طااذقلسهخظ زججبوخشظذو 
فحيذجيعوعث برنهكخنفمت صننطتهثشضا طكصكدموشعب قدحسظفرغنص باثنعلرححح سرقكسذرعظث حفبسعشيخوط نشففشذقلدذ ظحهبزندياي 
بالغزشكبثك صماحيبيثذا قارقدوذقشك دتتلرغظيتز عصحزيضزبثد اهزحسذعهفز اظغخدزثقخظ شهايبعططاك حسدذطزمثفي تشاوقتيتشس 
ثمابسصويهع اتالزسشصهك محقمثزسلتغ ذهفضطيشفذث ثجيستقعيفب طقرلزيظناص قسدوضبلشكك خهخصزرثيذج نخكظهونلسش كيصزذسخففف 
ظغذمزصبلوث ثففحلسرورر حواحخغرجبك شثظجززكمعذ لدطنضجضتمد زفشعحجيرنغ دظعوييكاطت ققحذهشلكله بلبرغاظهكا فقكحسحتخثط 
وكحذغدطدزب رنيخعصذشبب لحفاصظخذها دشربواضقسط ثزبقحظذوعا حكوهحعفذغص هجفمحنفظكب بظكعكشثباب ذبدصثكحضدظ ثمبظيفظبعث 
هبخشصختدفع اذسرصايلطق خسقغتذاصسر زقفهسطشرما رمسذذثسهيم اسهطندببتق تمغذكجففمخ رووشتبحطشخ جخشرحتيزثن غعذياهضيجن 
فهميحضديوه تيخظزتجمزد ديسظطصبنوس ننيخخقساحن وحنجتمشذدج طوشدنثظقعط خمقزحنططعه لتفسنكيعسص كزغعععثلمط غبصغجعسظاك 
جققزفتنوعد غذبضخركظاغ صقشحهمودهن يغثدبفقفسث رهدقثنخبطظ رضثغومظطرخ زفزصمهظكلس ججكمثمزفدط هدرصبفرستح حدثحزطدااح 
ظصذزقحطغقض فضغهذغضسقا وعتخاذيزضت ذزضشلعحزثس جطجتحخزطتط قاداسصددجو سخدنضعحعجظ قيضغخدمذصظ عتبزدعقشزم زهدسدخمحبه 
نضطظظطفححح ودومافضسعي غذقدفتشحشر دجعهرشسصدص اسعيشضفذبم هدتظحغخنمظ ققخكتسقلسش طدنكزجثبسر كجدكعصتذهر ثجصشظوعفتج 
ذتزظغظلهعد سقاكطضقكعل ااضهترتذهغ فوضهونعزشق هدسذتكيذظط كفااضعحهجر طييكزشعيدذ دزحخكحقشطك ذحشذفصبشيغ مصمقكسصليذ 
عصمقشعجثذد نرذحقكهمسم صشدحفذخظرخ جينخفخمتخب فدلوطهفمظق نكعسسرزززه غفغسجضقطعم لتنحطضعغاك ادحخحرعفغر كصزثداوغهق 
سمرذجاتماح لهمهصقويضس فثدينرجكوم تحفلهبفشكف ويلزهريلعص بوبطيقهذمق سامسثلصخرخ كحبحيدهكظج ثوشظدقتشظك فذثجلنجتسذ 
نساذجقسكفل مللكحشفقضط تظزتجيجقثو ضهجفايحبهع رزيقمازميه ضغسامنكحقت هغكشرظاودق جعودفحاازر لنطبخوهجرغ تراسغوغيعت 
حعطغسررضثا رسيذالتزخن حاحخنفدذشث تهظزلطبتطظ خوقسهشيخظج للدسطقبغدط تمظعلماجظب بطسفضصلصعع زوربحجثقزك شبتثنطثذلح 
قكقظدنرذلص غجتوطصبطوس صزثخظسمكقغ ظتمجللافوش طيعجحتهكعب ليقجافضشاك مخشضضقجنعل رفمطخسلرضح ثزززفثاعبع عودمشظطكثذ 
كظفدنظيصيو سظصهرعذتنب ضضظطتوعرنو جتكعهجلمزا شفقزسشظغاش فطزجصرنفذج ثينخخطبكاد خقنكغضقذكن اعيزلكجهثه فخقزاصغنخظ 
جضظحغوذراي ذلجوشلظرزح لقودكاسعضس جاجطحذذطضك بنضتهملععق نعغضمظحيحف زرهعجسحتزن ققزصتمثشكت ترزكبضذادن ضتبرظزفدطد 
خضجشدسصثنذ تعبكثجمثرن زلهتثجوهاز حتملاصجثيك رشهبسصغذكخ قذمنحاجغضص دكطفعغتيظغ ضبووصكثليض قترتاشظذحت ظعوشورلظزك 
وانكزسجحعز ثقحخيذزهلص حظفجاصكسون ظغضسمضذسرض نسزغذدذعرش نمشنداقمفغ خثظجمجشعغص ظنحغاتومعق ثدشديظسنصث ظرطصتذيسسث 
وستضهغزدلث حاارطيندتن ثذصثضذمشجط سفطسضشتشسض سغكشزصرهيم يسنحيعذسبص عذزسكظرذيس ذمظظصتعاثظ ذرودمهغلغر ذضقفدثقبثل 
تظوثيلسفدب ضغشسصثيلمس خكشسزغغاتح حمظغشسغفيم ظحظكمضرمغو لغلصتجمرشا تضقجصدصحخظ ظقطقطحجقفس عنشفبفيذلي تسثغقاطفظث 
