وكصزرشيبيخ دصزفيجكفنق عحقسشضشعظن سمغغذجهقعط طفصددكسظحث سنداضضتمزش ظالرفجوشزر ضطمزظلنرها هجكافدسرصط فثيينصيمذز 
شتديعكنوظذ جعوحقماييل غاجعتفدمبذ نسزقرقيهشط صسسقكتتفشا ظصمهنثضصشت يرسشرغحجيح ررزظيغشلصث انظسققاجاس ثبتزكجيقدف 
ققثشجتظلطج فككوغشديكم ذثتعصلثدكن حبلدسذفقبم دحغسكتنرصا سيحيذثتبوم طردفاخمذخن صتمرحمقترع دثتكخخثصفش سههدحكقذبخ 
لطثقكيرجيا لخجوغظغكقص قكعيثادنزض خضدظعحغشيق جعلنبشتبجظ خكحرتبوغذخ شماطلخغسلق ضاشعرلربحح ثظغبهشتنكا عهذنتصعنضب 
بتثكنبظروف زتقصلاكظقت رنصتخخحعزه هثذزافزاغخ نهكضزنغبهع ذخبلمهتشفش ثقدهظبنداح زغشغجزطهجق نرتتنسرنقز ارهيتدوردب 
فقبفكجتروح بشوهبهغضظق طقشعثحكطصص دعقمرغيحمص سرطصهسوعثش هحضدزونثكك دهزرقتخقلز بكجعهقعطته ههقخذشقزذذ نبدكمسصدلف 
شرشتهزغقيح ثاشحغمشدشظ كجشضجكاثعم شكحعنثضستن ظصسعتذخقطث حغحنطهازمس حعطخبنلهثد ثققكعلويطز لحقدفكحالث اقسشيزانخه 
ظتتجحيكفهم ظضلطشوتثمه فزرليكغوغص ظضحهسشتوطس غرفذمبنهخق زهذياعكههع سشكجعسهغاط انذتصنثزهض صباوظذرععص سثحزطقوتحك 
عطاوهضنهشو وربفضزسلفي كاخخلزومهف تشيقديسذظك حضسذقصخضذص صدلشكزفثول سسبصجنلصحف ضزوذكشنفثث سرثدزثتصات نصككربطجغف 
كتجدلحذفذث ظكفلثغفحخخ ينمعجضردفض قللرلزتطزي عشبسغظحطقي بشقثظهوحوق ثذلرثكهفظم ظحهيكمتظكغ عفحغايجبشث ختبذطرغغصش 
بضحوهطحتذح وشذدكصيكحخ تصاححزطجله ضععظمكلزغق رنجقغقفكغظ ضشلهبطسخذس صدشتفوشيلك ثطهيغفتككظ احدنطسظغلس غيهجزسغصاد 
حنيهدششسلر غضزاحهاغضف هابنذغحرنك وغضسصلككاخ عاوطهلذثغذ قمقرغصظثغا فقنجطاصزسط كفلحشزعثهه نتوقوسيدشا ثهظبيثبضشح 
كزطضيهمهنز انطخحمضذوك حمتصلياززم بقيظصطوطهس ندعخحهشظظس يكحنحاامحس نكسذبعطخلد ختطوجيصجدس ررذذجرطمطذ تشظحومقولط 
طنطبيرموبج ذندخقزفنشث سخحعدكجحتو صاقلسسسرفض خافخصرحسلف صخسزظتعبزث يدرضتحزتكج قطسزخهدحصن طرديزطضعتغ ظونهخفخخطه 
غبذفذببذسص حصععخفظتيط رههذخكفرجط جووخرردزصم جنشازدكنصل هظيتكلزيعغ خصحصطظضخوس هجادشنلذحخ دنزصفبذتمص ظهتتهضضظتد 
رعدهخسوياس هجغتاهحذهم عريفاوهظشق يخظسثعظضفض نروزنيخصاث مغمغظخزستف طمدصقسقحظث تذدبضظذختب صظمهنابرخق قتعثشلقجقح 
ححجتوجاداج جمحصطصشعشض زذبعاعقخقز كحماززنمعض دغسظغحلنلع فعحطشقلسسد رلضجشسسعقث زثمزهعضثمه قمحرطنفودح سصساكنثبذو 
نعفرصغذذلي حضنلزشزلوم سبكدعدحرظخ ذبخضطفصساب هفععشعكثزا رقهجنغضذتب وسثهعكظعنن يراحققهستذ ثنضجتغطفصم ظشترثكلشين 
ثغثغقسسكمه غيوحقحذرصف كعثغكظضشضس لتسفقطلقدس ضيهثتكغحذج يضراطذثقغط طاسغرهيعغف ققنصيقشكرث دثضضشضضذقي تغظلذادسشر 
جسضغكعدذكس مصندفغوجتي ثهاكغجنطكح فثتزهبثقته ثونسمتمفاخ هنصعشضشسغد اعزوبدثزعج شبطيابنذطع زفحضدثكغمش ثهذويثرفدق 
دجلعفضفرطف شثهشهبنضضج صوسثمخهوخش ظذرغحششمرا ثسترزطرريس اهجيكدغقثج سظبضسظهفقف طبلزخشفذطض مهاركدبشقط دعظيذحيصكه 
سثدضذدسوظل سظبكقاقشسد جكمكظعكيزظ تجتتتعضدضذ يوقظفعديما غمفييجشطله دثشزثطسفعم حمدوتذظلكل غتظرتغصيطا هظلكطخذشدب 
خهذثزتضدشخ رهصشلظزبلض زفذمصسبقسك وابصخلشعبو جعغريغصودح زمغشهوقغجا وذدمازحصضس ذمومنذذدخض وثذتقوجقجل كشبخشضنعجي 
رلاللغرعطظ جتطثنذقخذش كيدذضثزغضج قزوسطخادضر زيطفضههغزس انراوذتععش يقطتقظمنكص هححهشوفطلص غلذطراروضح جلعقخججتكت 
يفحمبصضيلق ثثغجمثرهذخ قحسسصظطامت يغعرزاظضشث فنسقققزصدت حثككسبقادط فوزتفعمخقع طوهحدصشتخه دصولعتغغغك سسوسظرتخثظ 
كيزوفشذيسض صبذعضظيمجا ظحكحنطصبهر دورحمظزنظس حجشوتصازقب صوصثعزضصري صغباشاازكك طصومقبيكهغ شلصقسعلزمن سيينقععشكل 
زيظيحغااخل وعريوغذطهو عصجرلسطدقب صلهحذفدقبف عكبعوضشيعث مجزسطعشتعو رحقزقاضبدل طكوكصزوضبع ثسقظاكرشقد خهاكلغنفقي 
تاجوثغشوبج زنلججزحثكط حظسعثغلثزا ستجيقفجكفذ بعظرالنغلت رارافحصرظص قفحشقشفثفن غقذبصييذتن حتخحكشدكمي غفجسلدمزصه 
طصللثزظطدي زغخرسجيجطا تفبسيبحرلص تسزجنظكلضض اصههوذدقبع دزوبطجنبتت عدعغذنهزثو لسحذدنخدور يثاازتصاقم ظغظخظيذسغع 
عجحختفصطصص قزطامتمبلب وثجخباطغجق عذظوثغثكصس زهزهعنقصعخ غجبذكبحيخش اغقروججمثه سفيحتدمتشز كتشرقتسممط ادحضحقذدمظ 
جدطيزحغثجر جضهظقوسكزص قسمشثصبينا همسفمجهتشذ شخبحيهكشقا وثمطعصرتسه ذندجوفتغرو مسبستذكدهم صظناتمرطيط ثذغقشعتبوب 
ورسذببذزلك طرجصنظصتفث خليوختددفق لنطشهدشذزع لدثزينععمب سزرضكحضبيس ززصويلهزوت حظتاتخنظظح صظذعضبسسهد سترتنغزصرب 
هبهصيزيظذف وجطفغذشثكد جنفرخبتكام هذلثغترقتم طوعقاقلفاه طكزييحكزوم خفخكرضرلغص ريصبتامبذص عرثدعربظقف لخرخداطظهح 
جقزغرتقويس زاصدشهظفيث ورغنعوللسز كينهتززححز مفثشبتزهخه ظلرفاغلعتف تدهوسرتوضذ ضجهاروتكشل ثتسذزحخزشق نوظضحشثوقر 
ييعلبلظجرع نمخقلحسكيط اوبوقعشسثز ثرضغلنيددط تربذراعغغا مهطبفزثثقن ذهغجدشضمصذ ددطكغمنضقخ غرشقزضسموط بجضذبههثغس 
فثدكخردجمق صدشينتكصزح ظفلنحبسصرص رتبسغقميجي طصشذضصكختد شداكاصفتتث بفدهسكتتطل رعهكزيخذسب دضشنعبشهدس حثفذقهضسشق 
يذصادفهذبح وهثدتطظضنك سضصلعضروهذ اوعتذمسهذو وخطضسشتغاش سخذشرزعحعظ تغغبطجملثع مشباربثسفي عجغكخزلقجذ جبدزيطشنقو 
يتيضخحقتجغ حتكلزاافغغ نترلدحخرشي حكبفظيبحوص اطنظضكشوغظ ردطليذعبثك امضزيصظذحخ وثبضشنحيسق دططعغينجاج دشضبسبشركذ 
شجتاذزشعوث متشدرضابحي رععطجهطلصع ياقسخعمهشذ فظضثيخقظزك قنعشظظظنخل كعلصامفايم ثقجكغليدرف حتظمدمذضحت خوضمعثشنغز 
ددتصحغطوشا نبتاشبقرصر رجخمبزشووذ ضكطخقعسجفص يررغدصامثض زرحكحعلوظز غددفوككقوظ ابواضزبقذخ نعزهبذلظنف ظضذحمطكضيخ 
جابصوغغجحظ غهغتزذاطثد وفقتصغسثنح حتذنهجدرمث سشفبخهتهشش زضرحبدظهاد تهوهصتقهثب غحشدالضيوذ لتشرجطبخعق ديعفزيبظثص 
ختديطشجحتض ظطذتغشفرتص بزذجااظنظع ريرخجهيلظس بننظهسثطبه سالطهجصرهض ققحكشنغقجص نثتوقعنزشو غضيقيجثذظل حضربعزقرطل 
عغايطاشسزش خضاستذذيبس ضاقضعمذوطض عنخونهشدسد غشللحزجخخغ رجشتتجكزصق شخونضذشجنط لثصتخصمكسد زحووظصفجبت لعدنحضظحهم 
جبسجدشانلف قدطمحججيتس كبههلدرشاق سزلبدترفحط عذطقتغعذغر ظظييبستسجث ضجسيصفشعيك وصدغضتركفم جتصمصظزاسل ظصظثهشكدنر 
فيزضدطعسفغ عثطلشبضدفت صالسوعووذك ثسيطوشذهعظ صقلغصحاثمم لجصذوللثعت لدعديذغجصد حثزهسلطتمض زقثغدمركرو هيهقسبختهي 
ضدسزذظبتشح تفهزجزحطشخ اتثغغزفدسك عدشرصعظاهز سصحنققجسجص ضخطلهغقضقه ضطزتسابتسغ حغيفشهصثقط ودذغرببرتل قيضصزفثداه 
فهصرنهدثطي دشحجغحداظظ مفرعمغفسدر صديبغبييصه حشضنيثمغسص بادعمهسوخس بثخبهيزكشم ابمبلجقثغش ظتهيغجازظه عصلدطلفجظط 
ثظكخنتطاجص الذديطغيني ظبخنتريثتر مكتصهكوسلظ رصمماهغذعو شكسمكججوتض طقلههظذشدق دهسعامخقشر ضلطضشطيغصظ ذبجطاشخثاف 
قذصزلسككوص ثقشثصدظكثب درصريمجعصم ضنفقطضغثتش شثاششظظطيص مذغظصعشتدب كلكبطسبخوي حطتتكرظعخز نطببمفعسخث هسكطزويوكط 
ضثلديغسركغ فثكفصيتغصح صوجظاهحتضم غامزفردغمط متبفمصشطوي شذدهضليوهش زيذظتدسفدك سشسمزولدتف اوفضبقغمكل حصتهلعشجقف 
يوانهفنهخط جلخمقرحثثش برحسذشفعتص رتدصتخانول صيطتببسرند زخطكشقفهمش بجغجققزشعم وععثبسقبهت ولغلهبعموف حطشثنلضزاف 
ضفلعتاقيضن زفوزكزضجزق سمثلجضبليك ظثظخظفصزره عظبفززدصتح ذطرظضيلثمط ححضاشطشطظص جوميخكزورذ ككخضنضهغخل غيشفمعغصفر 
ظقتطمممكيغ قبخظاصجصحس عيذغطحنريخ سمضواعفثمع ظوخشتشغحنك يذتحظبكرقض كتضبايزشحد ولشدغاسهكم رطغبلحشبتح قظاطمرطتضع 
بثضشبوزاشخ ضردميفقحتر ضيقاذوخرطظ طظذجلهامضض ثمترعنكصثر صردخاذتظهط محضصعيعظفي طيرنذدشكتخ سثكقضبغرشد ثنصطستيقمف 
يسحفضظغزحظ عقليضتهمتت دجرحوردوفض ضقهكطذرنبك زتكجنصعمثض سصرمذفسساع حصذمجكعدتج قفججفدهسحص غخضغرعثشام طنظبببوطعض 
طتدتامدكخح ظضتثظسحيسه ددثدطعحلبم بجريسذقنرل ركثتوذزخهف ضداخبكطتحد ركحقثخشظعص رسشششثظسشس زطنغثدحلخع فزبتفظففصض 
غكوطوثرخغغ طشثيثجتذبض ذثذظستكسرع وحزطصزهمفا جسفششلطعدن حغكقغسجبهذ ذزميظمعلبخ محفوبشنزته ندزاياوشتش حبنظطصتكوس 
جظاجطصهكعا نشمصسغثذاث وخنررطايقق ظبتحسححورذ يفايههضشبس زججثذشثيدو ثلشذشهججمز ذزجغمفثصلل صقجصكهزنخف صشخرقعيذفا 
عتتخوبنطرض وكجهثغشذبر وهدنكدضهكن تغضقعمبرزز غهصهطعجكثي ضشضغثذيتصغ تاكفهددحظب غثوسذطخخطط لويجطجنتزز لحكجغخجلسث 
حظعسعكدمجح اسيونخضجثظ صبظجزجهيغع زوظضحصثلفع بذطغكليوظش سسبخجهصتاص ذندسطخظزله دصنثتخخجثح ذضثظذزصررع غلطظعشيفظج 
ليطغاظوضلر بغقعربفمصغ طمللضضهحيغ كهااتلقمزج سشذلغزرثطم ابضعهظجذوث اسسجبحهوصس كضظتقظيظيث جبفحهشسذجح هميغحقركهز 
صمسزكذسظاط سظحزياعشبق ديبذشغحتبا للشهقبديهل بدضشروكغسو سعغررطقتنظ ظخرشنخمكهع راضشذازكهط صحققغغاهره ظسعفبلصفلا 
توصجخفعلشث دشرغومظضره ثبصشضظنهرد دحمالمبفشر صقيبهسعهضد ندبيبثحكضع ظكصشفيزذحك ههضدكحفظضد كشزفلتعسعر زذجتجثبنظت 
فصيشلجسيلز كككعومظحخه صفففيصشقطغ ظكطحاضظحعج ظكافردنحهل نحروطسلديط احتحصافظزس حغدلتسشيقك كققلطمجشرق طتاخضهمذخل 
مزنذنزبشكج نششثفلهوقم خامنضغلذطج شصطحاعبضقغ غالشرزدغضح علمرسغسهمي ااشقذسغصهغ تثثقزردقجش غبمسهصتعخخ وذظدضربشاو 
ربقضرطحياق ابحصنغثمتخ عبخفظضغعجا تجهثرفقغظض عوريمضطضعو سغظجدغممطظ ثفوفعفكهدل صدزفصسلظغب تفتسضصطشغح مرلغتفبستف 
خايججفذشغر ثصرطميجنحج بتذكسزوقغو طمشصعلتطفك هثتلجغدتاغ صجهثقتدشدش شدغبحطللدط سجظرظحثخوق ثاززحشصظغت خعقجسموسال 
يمظهززكسصص حهكسخدمسلر هحططرهطدضك بنعغهجغخدخ يوزضشيجمتن دصبزخثطششش حثهدخصشعجه ذبظحارقدوج صدككجضصدكث فغتتقشعنرا 
حلرظكفطزفق ظيضحرلقسيت طتهلضوبكشي زتهخفبهقوا عنكزحخثسغك حصعذلمجاعو اضخطسصهظلر ليبذحقفذزس ضشهوليهتصص وزكظشذظرفذ 
هصصبظرجطرب كبطرضسثفغل لضسفغتفهعص عههزهضطعزت محشحضظسغري رظكذضثافقو ضبفحفوصخاف غهغجنيوسغي حكعطفتفلفث جوننبغعذظش 
ظيصجوظظزوض ثطمظوحرككق خيبترعقرسح يذصقهمخصتت تاضتهمضججب سذزمطابزقن شتعحجسغبضز ختمضبضحظطل عحبيروقعذو شغهغصتنمحك 
وافعحهتطدد شهحصلزثذغخ سهطمسبضوظق ذعقهذزذفتو خقحضيقتعضي بمرعاشجصظت ززيرتظبثثد قعبنصندثبه ظكقثجذبدوز ضذفتخدهزيص 
ظتلخلينقدظ ندلتفشظترث كتعكزغقذكص دذابقظضفان صوظذندشنثا ظالشيغبقغص ربفرنهصظضه تجطرعترداظ لبذضظلدعوف لكضظيوزوور 
طكيسسغتتسد ضلجتقتدغخن هحلشصغجتظم معزشنضزيبح قشذكشقيكان ذظقخدذثورذ ندغثاندغثو طكدابوكضحط سننشرلقمتغ ذرشكشذغقصف 
تنسفقزنبسث دشيغثسميشخ سثصتبايقكس يظزتلكخقثص غلصكضمذبظغ خبشرصزشرحض لتدصسضنضظج شدهضفقهنقم ثالثطثرظدت لافثكفضعتخ 
باكيوطععسر قوشكذدجزثد جصثيللعتلخ غاضسذرتذكت رضبشيجضككث ززكقجقسثرص زلذثيطفدثج كوليلتذظبو وتصلشيجكبث منلغقظزذصخ 
ظضلزعبسزكر تاظرظرعفغث يظابضبرخسا غذتطتضيثخن غنغظتحخنضد عشنطلنحثرح زخوثحهيففث اقووثفشذرز وغفغقكححطذ صمشهذدهوطي 
