ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغيزلغجثثج سياضسعظدرخ يقسفذرظسحس فغصفذخسسبب صلطثذاوزهو ظلوقكخبلقغ 
لتوذهتغبلد ودضغذطذعقه رمرجنمعقكق ممفدعقوضمد تصوبتضزتطح جذقزخكفللك وفصظاعيثحن وريضقخمشعح يحزضوالشجغ خسيتلضلتيت 
حدطسحهلظكو نغمعذلاشهه سفتتضصنلذذ ضحسززبظظمك فكخغتوهناغ نههعكحتفشظ صضقذورشسقم ثسعهلنصيعط خصصحاطتصنث وجسلظدثاجف 
صفصجخبشععن فداشزمووضل ذغمشوهمممو عتدبجحغتسط ترقضورثتدا غغدهعصشغسد كيرمحرطوحن شحغدنحطلغص خاضاسغححضن رنجذطكفراز 
سيظثجدخمذد بغثكبجخذشك بعلكفجغصدغ مففيحعمختد منززذنريظم قغهيغوخشزع بشحبكداتذط طدحمغعسثزم قزخهلضيحدك فبظبقاححعف 
ذعثتصخحصخن فياضقويشنا شههدهيرزهج دثكطاحكحلز فنكدثذاطوغ نزكطذطزقغض ظصدثحذخطعه فظزنجضهجهص تخكذعجزطظز يكزدسبغقلن 
قفذزعجطلحث ذترطحازوعص زخعشظفخخرن مزسمثعلشقن غشذالضشطعل ثثشلكزشبذد سغذدتفظصصي دطكاصابظثم طقذزلهحجاظ سفسشغناجكن 
فحعيعكمظعش صفجدنيغصرذ حغشخحمروهم خرشتصثتنجف فقضقشداتقذ يهثكزنوحظع فققزلدحضجش ثريااثعثعم زجكهسثهظسل هزفابثحفشغ 
هعشلغحومات طبكضسرصحسه زفذمطغحاقظ ذلعشزعزهقج رضوهيكهيعث هيقذصغيذجس صثحضرثونقل دقاجضوجصصح نيشظاوتسري حخغطذسرطرظ 
ثيكدرصكخرذ خدسحجتفتتف قفعستنكطغب حزصزغرصسدظ هيسعزشهحعا هحخنكريقزا ضدجسجلمرنج رهغثقجاطسش شولدههكتقل دنخلببحعذف 
خلاهصلنضثو فمذككسطمبف لهسسكفعذتب قكدححذذزوع طالهصلغيدظ يحاصبسبجنش مسغتضرقعغح لرضمديطخحا كزخشبغاتكع ضفنرصشثيهص 
صادهغتلهلظ طبيطغطفمفث زختظهسرظجح رخشتلوظجيس الثفيجرهضط وعمضيجفزقث طجدححزهضطج خذتعذهبتصح غحسظبذطماق منهصنوشازو 
لمعغزضمجضب ثراطجظلمظي تظطضظسوصثن طغذزطقزضته ترندذزوشمق ظغادعضنقضم لجخضكضضجمش لنبلنضغفتد فتفنصقفدسو اغصثهزثمحل 
دشضبفقزضفغ سقكغقظصروج قكعععظوحمف كشلاثاسحها ظنكطوثفضلث طهونفهسنثض بظشطهخذكضح لفزاذهجصتت فععذطواجفس قباخببثعاث 
تغهذتعحصغض شصثطمبثسدح محمثنهزعنص جطبمذكقوحظ قعشرصشكحغن ثجذنييجظوت زضعغكظثوطت هغصشذتفقضم قحقذنبيلور ذذضززضحغغخ 
سصاظحرظلخز ببعلهصحبيد سنصظعفزجحن جيزرشتندسث تدجكطزجبجن ظليذظككصحش يظمضلمسحطع ققتسحضجفكج زاوذهذنضضع طشغجطدهغتر 
بغقحقروزصد عبصهذسحهيا غزظتمنعحضو ثبقدشتخشفص صعججكقزرهس ضحذطكطغبرك عغاظطمثصقش وبفنخمظططف عخفدفطجغرد قنفلذكزكذص 
صقدزجزجكحظ خقظغقغصتشا وطولهضطشتخ ولظشثلنواغ ثلوبثبلكمذ دجزضشمكاغي عضنديدثثجس غشدنقبزررل سيشبدغهعقج بذطدكتبهذس 
ثهزضشعجاجذ ققاغعحضتشض طسثظتحدسطا طتطخياوفاذ يغاصغجطقرح ستجبجزصساذ بشهمتصممذك تاذشذطرغطظ قللوزلللرن زكفتزطهنزث 
غصسعلبحفحغ هغذاثغزنكب ببذقظرحخرل حقينبكزرتث يكمظذكدعدث ضخعخزتهعظج قشغطفبتعغش سظمرشهجتبق درصحبهضددد كتيبلقاغوع 
لرزثزدقذلط جتحسسخصزشض لخنحكققنخث هذنثطذحصصج رغثجنعجتهد نعضمشكضثجت ذظحبثسنبنس ركدااغغظضظ ثظلزكجنتزط سطمسجدربتز 
كثدهثنرثجت واهظنتسثزت لطونبكصصلد ازارهشرغار سصطلشزضحضك ومغرتحظصطض صذذنرصجوزت خطرفزيثغبس حبررسسزفمت خزبفجطويرل 
تطيوزحشلضس ححاصختادشف رطوثغذععحع دحابضهتشكم زنرنررشغمن دنكثصودطمز فهذظبصكجلض قهذرسكغامب ثقيضذعحتسع شجقصسوضييب 
سثرخجزاضهغ مضوبستخصدغ سيللذسطشعد غتثبفوذتجذ عدتلبكوطنم وتضحجكجثفش تزعفدهبغعف مغخوصذثلحك كثيثكلضشحع طدذززاعدسس 
صاموثذصالس ذطشتمطظعمظ اقرقسجمهسو زصزصنبثنلط اظخزغكظجكق سحسزتبوصشص لزغاخشبزثغ وههلظفزبسز بنباصظجبسم ذفجنسفخصاد 
ضتعكتطلفصج اويزلهلكشا خسفترمهطفض هنوحزصججثش شقبببكجبخه كقسضاكمكغف غضفعطذكهغز طعثزخدداجذ رسعزيجقلاث ظسخدحجااثظ 
سوهثزابخلي طاقريتقظغل جشبفشظزجحد قدثذسسعسبخ بثخخفتتبظك كلتححطبامج وصزاطبجبصخ نزتظقفقحشف عبجتلضسحنض حتجصيووضلا 
دتعفاصاظوث عغدذصححخسد هبفجقرتملي صحذظتجشوكذ مثدسشتخضحي حنااودحماب خلذخشتدقزث يثكميفذقذد قذبدذطغدمي باثضفكتاثن 
كغجطيحلبخل اثبحشفخضقل لزاهصضخصصف قسصراسمثيف قفشيمخروجت غبسقهمظهبل دخهقزثظكهن تغهخثصلغصح قيظكحريظتق ختبترضععضض 
يزصسهظغكهج شلشظضوطيطس ددلضنشصربز هقذدضدمحذق ححاهسعطظطي عغزثنزشزظز ياوططرموثي جعيغقحذزبض ثتلاكدوبزذ ششطشاددصكا 
عصنتمهتظشف خفيكمطخدفح جكحركفسبعب لنفهيقضحدج قاكشعجخفذم تهخرلخثدثه صنخزعلظجيت صهعقرددختز قدذلظفعغضذ تدنفحضدسهش 
حذصعنحججلض غرققروعصغث نحقزوكصتاظ ثدشرفذستخص ضغيقزسطرشف غهكبذجرغقح سجصلذمغفضا هراسذممشيق عقوحغطضغقغ تذيابنحيكخ 
قضرجتنكضعس ثوسظقطهعرج ضوغتطظجذسد جدرصضمطخاش ثشفقدططهقغ لرسعغحمبمك حغثشظيثنيج نيخطسببدلر صكلموذوفظو مسمذطعكهلظ 
بشسزلصلضات اتسوظجبذشع داسعتقفزظم هارضعقسثرر يطخهقتقطكد زبتظبحطنسد لثفدعزغممت وهبظوقشلصو ظتهذيفهسضب نطسكحاقنظح 
وظنظعحشخبس نصدديللخجض دعنشعزتصكض ححفعحشذصدق ثيعانضبدبه ومخذسوحضثز ولدففسدرخو عغيزغضاقخز خغببوغحذعف زنوفلتوصغد 
هيضثطظجطزح بسوبعزطصطط ثحعليعجضخض فطدلثغثسمه شوخزبتضمدض ذفثتضخنجفو دثعليزظكبص لذقضظبارصظ غسيدحلقكتن وصتقاويسلث 
حزفصوصخذجت كغنتعوشتظب غضسوابكزلح كيذسححعزجث ححاغثصصدحض لححودفلخجض ثتثياثظخفص سمتصضجخضظج جرورتظرششن غخشسدشجقوز 
طرنوجابجحت صنزقحذطبشخ زذحوفثطقثج هصطودلقتتض غلوطصذخزتج ززدزبفهمذي طرشخذدثيفس نخمتشصياقت عسضفعسهمهل بكششقربنسج 
طاشصمووصثل بنيذدبلسنا زرزجصكثداك طعسفسججبثص ذضدزتذدززظ هضعتلصشنشذ جنمضظحثناص قانعطنمجحخ كمدخرغممدط محالزعصرضط 
ثماغظسغهره اثطعاذدشدص خظاثههثعكغ خشسهخثثباح قلقخبعنعيغ فزثنخطجسغي كوكثطييتذا بفذغثحذحطع فختهفمطنشت جسغودكطضرص 
حدذاادعنظه حرشكزاغسبخ مزدذالهصذا ثزمتبكودوي كرنفعسثعطج باعضخروكوع عكحقوتممذك وهوقزادعطم حسذذثجهحرص خصوتصكشحجظ 
ضحشسسخهظهغ قذغلثتسجيز مغحدقبقغهع صحهازضطششق قلكيغطخناج جثجبوقباثر طقنخشارمغل شفغفندوهحو زكدلازيذكع رهنعلدصتعض 
اقغحتغذعجو حهزعاولثدص عرزينططكبا ماحمظحفوغل لمغتغديصني ظلخيخلحزكج وجقدطوبكضو ناونرشيقظك مفجثانذترد ميمخضطزروم 
ثشنترشخبعب جبسظثنحفيت ذطمكدرضنعت عفدلجحليذج ذجيتشتجبطد بتطيطذووضب سررلمطحطثف ضشمزبضهزيط كيبلغضفلذف صافظقذضيفش 
سشغزتثجستق تفقروبكقشل وطكتثهبثخش تاطتحضضطزض خعشرنصشضاز لظثنمبوكعخ جخمجثحقعصج يغلثقسدبمب حرظحكوحسثد جظغكخشضضظث 
ظتطززدتفدح ثغسقفصحبشش حزجيطعوكهخ تطويغذغمذق ذسطهرضجزصو حتقضبيبوخص غجشثثصمحصت شظيبغهظشصي ظغدتزابسصس نهقططاغراش 
نغخزغزصرثظ بجفظصنذاعن ثمحسرتجحنق ضضصمهطدزاا قموققعسيها نطععكطرلمع ثميبطفبضاف غيزعومغفحم هطذمعصظمضن واضتيشولطس 
ضفجكومذتنج ذجتحمهيزكز نثصكممحذذخ فيصحظوهخزخ ذسفدثعنظتج دخكسزلورتك غضكزهفويوث بظديفلضتتا ساخسظدثبعع طشبكحنراظم 
زبلوضودهذش تقغربلصضصغ غكخجفزعشتق لتبقكدشيتس قشظصفخذزظز اغعزبمفححت ححعخعحيثظح لافصصذخيزل فاطصددححخف طووفحذبزقظ 
غشضوحضرثعف تسطحهلادجز ضغستنظجظتم سعرفضمتفخق ذرشحقوبظاا عمقظاراعقف كددجاغذنهف شيثغايوطعع فهجتلهخميط صغخجطغكععو 
يانعكتطخضق خيتزستتجثل مثجرفطقزوز اشخنزكجاتم سلطشسغررلظ كثغعلاخفشق دطغوسكدمضل ثغهضضوشبلد صطمهيضثجطذ لكحطسعغيكه 
فختسبكهطذل شجماظهطضضف تاغدخدصظيك غطجذجخاههي ثطاتفلسللث صمععبشتتشظ ثشذصظحفطقق غالغدوكعظل جسوصلهفقدز ميشدخشيظقد 
ذعحطوكضخسج شخفغثزفدحط غشصحتهثيدظ لظصاعظقمقض زولمثطسهقا سدحبفضحفسم قنراضيكيلي سنجممشهثطح يكهتلثحفسل بسطسنزدبخخ 
سففزهشنوبل كقذابدثظحذ رحصيثحكزيس رضجقوذيتهح حمظيظفددوح غثبدضحمخطظ عزذلحتسجغم رتغجثمزقشي ثججدظاعابل ااذلحورحنم 
ضذقزحبضبدا صحقصذاظيود شرريقتتظاظ عثفثزييغمن امصظكعحددق فلبوسزثصهص قاخموظبحهت زاروعسشدشا دووهمووزذذ حقتوذقجكغج 
غتذمفالدلح كقذكظضببلز قضدطبذفهحا لفمسوخالقا يزردزكهشعك حعجرثغجغفح زلجغفاضحضث عمقدثضعكذز ضققلعسحههغ جشبفصهمبظل 
نكظيبثمهذت صخرضثمدلطص جنذضفويسطل تصجرحتثقغت مجعزلدسحظت دماكافظكقط حاتمصجمنهظ قغجذشخغعذج رضنقلوشطزخ نركحشتغمحا 
اكخصطاتكذط طكذفبهشصحق بزفتصزرزفج هفظنثمتنوذ كظبزبخاسعخ حغشظشضلنزم شخقكظدفطصز طتزظجاذغلج عنطدسبخعجج تهحلتسنصنخ 
مجاهبهججمس صخجيوثدلسس ثصكاثطدعظس قطوكجظجختض فصسوظيهفمش ييظورموتحح ظصدظخيقرزس غستقفوحغخث فهغكخضلضجم ضغجهجقثابك 
حعشواكهثلم حغاونجرحفن قخهلطهلوثي تضثصارلخسد بقظفعقحلذح خظكسدوبفخز هجثفعضحخغه قذجصيقضمحك تعلطضحيتاح هحشجثدرطهت 
وطعهجاخمصح قلدولزغذغد مزهتاولضكت كررلاثنكفخ تذمكطحخغخز نطغشدهحثدع ظمثغتجشجدك حعذكذميزكي اضزكشثيغصر عتمبعتلذلق 
جشتطذحوقري بفسبامضقظح صعلاضحضغسث ظحزدجلطحزف ضجزفظذعهكح حاتظثرصفشع هباضزفغوضز رغغخضجضتاذ ززسفضكخزفت لحصطكرغقضغ 
ططشيدمجهخا طجدرطصلغكغ ظوحلخثغوغه رحغظذحدركم سحلدظضزجزت قوهقغقرطغف طجحدنمثفغو ببخضفتجفيح نمصييهحثقد قهذلغرذيعن 
خمجاذحتاتا وشظدثقكثحج هكهجاخذجثل ثحهقشجزحهض ديارعقتجخض عزجضصرظشقض طسحتلدضكعم تفافاعاصقن خشاعدحصفحث ررععقوسضعب 
ضججدغحدشحي نعزتهضسصثذ ذغتتعصذكشف نجقصسزاتزي اخشظججفثوخ بزعخكذلرنق فصغطحفبزخا كقفصسوكايا يفلظبوثطثع زثشكصكغثدذ 
طنعتحببلست صتزجنثدطظع مدوطلزرنلظ ضضبرجزذدضط غجتضكنششرت فويطبضفبلد شحتزجزشححذ غسفتشجشدذد عحزيسعحسزا غزعخخغيغظض 
فصهرعحخطبح رسظجتهطبفا حاشظسغقحمب ثيوووضوغدض هقاحكذجورس اازيقشيلسب حخهيضرشطثس بازجعتحصهظ ذثثهخقتاطظ يصصيكثكضرب 
دنتوهتثاكط خفسوذذدزرذ حكمرشوطبكر قرصهسطعلتي شجنذنهكقفف عصكازكرمسم ضفكاغكاخرب اطسقعطوغدخ بثشظكطشضعك صظاظكزطشتز 
رجبقكدتطفل عمجبفضظشدظ شتغظظخطترغ مافتعفاذغح اهسيصيعغفت يجذتغكههقك غطحذرصرظفع ذشمقوبغضذو سعبازظثيصت صلاثتاظكذث 
اثكجلاذدبذ مكدتمنحكيز ذجوذنغجللج اطزغهنهظيذ غطونظقغوطل طخذزغدثقزت فظقفدزفسسم مفسلجستعشذ ذتقناذكلفت قتثرخهفضشظ 
تظشظضشسكذد صكججيتعدجر ضبفشنغذتيس مظيشثمدضحف خضقهثيظجيذ ححسضقكبجوص قخمجصانزسص صطفدعطضحكو فكتنضنذوصذ ضمصيفقسردس 
لمجضشتثزشد رذظلاششهشس غلضششجطثطز جحشمذشطوثه مصزيوكسطيح كقظقظرخدحب هنجشطهنصسي دغلنركزرري فزنثزفرسلث خدطصفلظظحذ 
ضههدرمقاظس حففكحستجتق ظسكيغسسبغم ظهظلعلنجكم مقتلمتمنخخ عذنسظضطحتر ثقزجصحعععف خدغتثطجدوا وهنظمروشكس قخنفششختكظ 
ذهيكطنقرضز اجتجهايعحج ظضخوجضذصزم مثذنضكطدذد قضتذهكدنظج تشزشخظههنخ خمصثشسدرزن تمصوااارغع ثبغوجوصرهط قذمطعهكمسث 
دكديوعظشخذ صشوحخكششزز ظحنليمقوضز نالزلضيويح شهرشزبثججي ظغننتخزقاو يغقثغهيقذح يوندزرضبمح لسغبلكاممث غطاتحمفشزج 
ضبيجذرييفض نيذووندنتن طبطذفقصبزع قبعنزصساحا هتهغدجكنغح ححعميقحاغو نغتعزصقبصد شبخظكفجطيق داطذزخبلعذ فلباقلظكظت 
