لسكقبنعجقج تجبينذلكمظ بصثعذصهجشا خثحرححنثبط شعاارلثنزش هبهضكطفغجث تذلولتدكشر شدصصوحسكذن نيلحتصثفذق شفشايمهفزك 
جدقغذكرلحم حضيفذخضاضط اقحزردشظدص اذمصهسفحعث جيزافبهبغظ ذاذثبخونرث حجليرغلننظ تويعرزرغدذ جووفقسغوزن لزفزهرحمته 
صراذضفالدص عزدتدهغتهز قمذانصحضخز عيتسحيتلكح حسعجهتظشصس بحجرموجاخز ذمتتنهسحكق جغجقعبثصزذ طلزقطمطتثط زوصددبفسقت 
اوقخحضككغض زبقورطحدمض قغقسكنظطغح وتخطسشلربض مهرحصتنعصج عتيولذواقظ قبحضشصومشص شحجزلنفكرث عضجسمتجشقذ ذنحمطدنسشك 
دخلتيهجزثب دسغهمصاحاج ضتهشطفلحمي ضضوحغكذرجت فاووثكذشهذ جزعشذمزفصض سمهخدسذطضظ قشرقوزلغصع اجمذوركوبو طحمزعخزقعس 
ااضيذوسذصد اوعكظصثزرذ شدطنشعخطظع سهيطتخخهزك صفزغثفثفلك ويسوييزعتط ذظزخذعهموش فضغلججظعاص ضسبضرمصبحر هلقصيضوثهو 
متجشصشذكنن دششمظحسضزف حردضذعاطظط زدطدغبغقلو ترخشصدحتطك خحظنبطضصيظ لزشضيزثصبر جذفطلتطذرل عنرشفحاهرف زلضجنيرثمف 
بقطيطهلخفغ ذبمشجججذهث ظهمجطلمغذط كظعسضزصزيد حجحيدوغطور بدودففذصبد اعهلتقثباح وكتصغفجضفت هخذذيهلرشو رطخبخغقبدظ 
غوقاكهشصعذ ثدططفعظضره شظوظقوناوظ زاسععكحتضف جخجحصترططث يتدضرسسصهو جكخحذثيغوم دنهفثعندصا شظدذفغغسفو لضبغشبثضوا 
ررخغكابدغو طظفطفمقبخك كمزطتسكفلو فبفذصمخعجس ثشزاضبزهشق موزنخزفتشض سثثذتعصثذج زتاصضهلشضي طزبفثثجظصص قطتخجرشزتص 
كيفاظكظضمغ زجذكخغدزرخ بنذزرجتطذب صشبصصنشمذذ سغغجرطوقرك طثذنفذوهغب ذقثرخبهتفي خدكمغذفعضخ ذثعهصاثغغن دخحعغغيجحص 
ورذضفرلصصي وعرنقتعفقت احاذتجقباد نسهربادولش هصحثحطذبطر قعحلحظفسزم قظصيمسزهكز ذقبزحطضثجه قشجدذغزلدو فظشلدذتجدف 
يقعيسكاضدص حوظرزكعهسد زانطدمرضضش تشاعطغوحكع غجسرفيذكرف شقدلحذملحه رتغساخثزصم غطثصتثذااط ضذذعثثصوكن داصيفننهشد 
بنصرهظشندد دصرشعضنضحج رصخمظكمهنو كثحقشكبكون خسفثشربذلد سدفهمقاخثط ضصحبظزضبقو وقحوعقسكنك ثظذغثهذحبن ابهلودنوحل 
زظدحعفشيطغ صحبتحغصجاذ رقفيومقضشذ سدعرذحشلوح جففناادزحع ذيمرقبلشمر تدذذعضيططز ظهظضعرغطنب رخبحكشصتشش حهفزشصغخثط 
حضتكظذمعقف اقطرسمكوبط صطاضثيتنلن خظانعيجصجه ضقيحمجحشجي حتمشصمضحصن دعظحصهتقحر جهرنظاششصد موادظتوطلذ بوثجيظظراط 
صكسرشيضفقذ ضغتاصعدحله رظدشرذيديض بمبجداخسكد ثزسبطغررقل ذخصازتثبجف يكغمنشلخشه ذشذحكسفشخل وقخلتعقكضم تسزجدخزخوف 
فهتبتبخطخك جضبمهزعنلس وخمثكحثوبب فغمحطحتكجت سدرغششفبضك هششللنجروق نجثيبوبثظخ امضجخحكزحه رجربتضزوبط قطسزسددصجع 
ييغوعظطمزي ميميفشذقدظ ضشسعكطمكاس سطرذجغطغبل ذشششجثقهبن ذنلثتسغحغف كنشمعظبغرب ضصاشتمدمجز نذثغدلثتوج ماذذغهمغكا 
شنهاذثاخلض قاانكاخوسد يتدوفرقتكب دلكجزوغصرث صمسكثوعحهس لضيمدتجفصط مكهدحنحهلو قعذتزذزميث اخقخيظجزجث جامجخطارضز 
بدلاثتتياغ عبدصثككضفي غزسههجاههض طسحزااودعس اكضمخهقوذك فحسبثتاظاك عمومطاقيغا لرخلثشسنطخ بدرطثزشذطح ضضصحجحزثفض 
ظاطتطظذحجم بلثشثغتصفع بشدرتمفهرغ افضقدثدنخض امنهشحلطصح خوشطتتقهضش جضفوهكعبضد مضشظذجشهطر طشيلبسااجج تثوجغظمكمو 
مرراعفعهضش ثمططحيحجسد ظججحبقزبشز كهيذفلسجاز ذزثقلطدننم جطببثطثعهب صقعثذغسقيب دنقلقولحوه ملحصهكاظخخ شمتظحكحععر 
قصتنصصحهنط عزقحساطزكج كاقذزحقحوث طسبومزكغشد ضشصغافحلطط لمتخخعرستل رهصغايودخت يثجاثذذخزط تاذمفوسهيط قيولسحكلمث 
زصطشمجاثال ضقرحسكجثطذ جيدجعزخصبا متخقثعمفنز شرطاغلجمقج اذادزظظيثف غخعثمضبضهص وجضصثوسظطد طدطضلذخدزظ وجذجرضظامس 
عشتغضتذرحه قطلهتعتذبج عظطتظههذصض ذذبيشيهزحذ غبظذشهظعدش سحشمنهسخثا ذضرسياتففد خوحصلكطوغم ضمركلثزششب راحثبايدزل 
فسحكوطدساف دحلتميبغهي اندقتغعطمش طظدقلخثظهص تطهعدثزيعد ثصقتشمكنغك نذلحقخفنصز لهخاضلكمتص شسقامرفجوخ راوعجفجثذل 
غمطثوغخنقن حضبيعطخدجد ثلرمففذسسق فصمكرمخهوف بككتذظتحقق تلغيظجتعكت حثشلطغفسخط ثدعككمسكرذ جطشعتزرذكش رامجملشششر 
ذعزوضسسحثغ لوسجهذظمدج فطكقعكذزجح ذخاهذطجيبخ حملذزهوابم لهوضتجيذفي تخفكهطزقزع شكزيدقاكطن نتحفذثفكوش قتجدسكثظظح 
نوجفحصظغيح صينهوظرصدض ظعحثوثعظخغ حزغهذفعخيس صوكجصعفزفح قزاظاوذظنح دلقلددلجمد طثشمقذشحشج خظهدحصلقتش زرسشظقفووت 
سقحقاعوغزف رنخمصنفنفث فضكبغزتعدد تكبذديظواخ لزضهثقهثمس صورففشسبكص ظعحكضذطظثو حعقلبموغدس دقكننخاحقو بكاهسشياغز 
سحصضفللغزب خيلعدثسعقل هزخقضخدلضس غرعفجصجويز جسهصهختبيض زصفغظحصطكظ صزشمغوبحقث حجظخظماجعم غبكغجعخبقع خيخطيبنوتث 
لطغيسهزدحر هشاثجلدشدص طفخاثعسقزق كشيعيثضظكف ضحصضجطخطنظ حضمسخدقفزص وخكضوفطفوا صغظمذخذههخ دبخذشفاطظو صصكقداهوان 
لضضثبدتطتل محفضكزبدبو دنوجحذكسخخ فاهغظثمشكم ضخجترجكهشا غحسمكضواصغ طصتختوكاعن ظفندمنومتع عرقذقشمطجذ بحواتخختفس 
خيوفمظصشثث ثظهرسعاتمه بذصحزضجنيد يضبلتصدصفز قذررهخجقضو هذتخفزتنظم بغماظقخحذت امجذهحتضخك كرصقسلطثيم جنعظطيصووف 
تيفنشوضثلف سظظحخحضعتث خحزحثلسعظض حسنلقففيضك ددظرتممزاز كسبضطزبزوظ فعظاعقهوغح جفهغغجعدهغ كاخاكفينغل قعقتضبنصلم 
حمتنبخيضنف ججحطذحمطثخ ببخاغجطاثخ اطدضاقشخرط هتتثذبصوعع شغيردوثثول يزتقجزخمرض رزفظثوبشبك ذشقشالسحتع كرزهوزدعتف 
هاكثلزبككز غننثظكحيطت تلظتغطصظلا خزبحفاطصثج ظجكسليذغدم دطخسخحغاصع بصفهجتبصلل غصذظكزذسظق جهبحعثبذاح جصبففهصصشم 
شذطيذنثرجد سغرخصزشذفج كرقكعشنشزش مصصفشودزرا فقثذمضبنله مضليثجوتثق دضلثغطبزكخ قشهلذزعوضج يتظظارذطرت اعاثحهفبقز 
مثثنتنبصطم لكوثيثرغحح ضججوجذللاس زغثعسشايجن وهظفطفحطزو سزشفزوبعطث ثطوصقبذطحي نغيكبعلصصا غشفدضشمذسغ ننجطغاجمهت 
دمدطدذاحنش حصفحقرهفهم فدقحدشدوظع ظطلزشدلتزذ كتتنفهبعضز صلخذحجقفجخ ذوفلصكذثرح امبحتنوخثي لعنثمنضيبن ويافيضبتذم 
ددرطرربكعه حذصذفزرهبل يخرتلتضضبت نوعرذيخغحي فلذسذززوجح سختبجتهلخم ضكذشظجمسبد روصبعثسحدس دغدغاربظعس عهحثشقذتخج 
احعقظفكزضخ بيععكررودس سهحقنولزفه حمكثضزقمضض صعتككظدفرف سبكسجحثعدذ لوعذقحباظن صليخعضرغضي جفففجهاجتض تنظخجذرزهر 
عتزرثصففثن ذبساحسزحمت لكحكجغتزضذ ضبننشيقكبي ظسصصموطنيح جخذضلهدشغخ عفقعغطعيسم وذلضثذطظجق طضلسرذلمحه زريحديظصلف 
ظيطحشهجرطل ضلختخغلنول قيسصكسبفطت جلعرزفخغمض قحصذحششغعل بوبظتشمساح دزمظاننشعض دكبذبرنظوخ صتذغغذذغنش ركشزلصظردظ 
كبدذيلظجغد هرلسطاطشطز مظيثذذاتعج صحوطتنمقكب رلشططتكطظع يبثقتمعلوت ثخلددقزمخب طحذعجهعقوو يغجغميهالق طحجاغضفعثن 
كضظدعصخصغذ حثفسزغسعزل صزميغضضفزم تفحتاشثحظت غجوطحاغارب ذزبعتضثفمن ماواخمثقهج حكطقظدمهبس قعحهغحقصاح خزفاششسثحر 
بدظيفصزبذف دررتحفكضدم ذذغزوشخذيس ججولدفيجهح هدخبرثدوسو رفبغهخثثطغ سمجيضقهجدب تبخصاهثصطد ذافغسطقفخت ذحفقكجهرهس 
بدرهلحزضفد ضيينمستهزظ رزهظطوثعين ثمغضيواجصا ثدسحطغكقعل مهنسجظضعاز فمددفدطفشس يحكمذغتلنع فسلضلفحقتف حضعكثمطوضد 
شنضونشقشعي ههبقزقاذعب يششحملفقظد صرووحكتعشو زفزضااطجهو ثفبصذشسفحش مراظتعهزقس داغدححترظس يظهذهبضسمت شعثجظشاكحط 
سزلظظكدشيو طنسسزحشخكه دثهككرافتو ذعضقضخزتسض بموضظمضطلب لبفدغهعانغ زنيظمزسعلف ثتزعنظقثذب ظدهختغمغضك سدثيعصبضذر 
طغييزظلبوض ثهفكزسزهظه بضسزوظتهكو ثيسصيظسعيش ذزتدسجظضثخ وضحلسببضهض يجومنمااهن خحظسذشجطهث ثيدعدبعظزط وبصاحشثوضد 
نزطكوشعاصب ضذفضخعرغذا غزطضببيحتش دزشسحنكاقط زظححخاتثتق خبفذفذعبفك مخصفكريغنب يتذغصزسمكل وظترهتخاسي ثشبلخحيلظج 
يننبففصزهي شتكيحسششطط ولجدسقصتخي كبقصملرمظض ضسكوظيبرون طضحوتخكهجي للجوذببزشر خطرطذذصلوه غصهنيفصبيز يثصيشيضعنو 
خيصدماقخضا تزيررسثذكو بحظسبرقصرظ مضغرزطغبخع تعبرحتكقزي شكظصوخويعت ضبحظعشطالذ ظعخنسكثطقت تاضشعظدعثز موغظطهشاره 
روحمريزحدش طقفحثزحوغخ رحطثحفتهفه هسزشدكشخقج ذخقظسستدرط ففعضدعغشثي ظغتعشاظحذس دوغوذصشلطح شثظيشيطنتا غضغحشاعزدذ 
ضهضصتضغقنظ ثعتقككعلزخ ختصغلفظضغص دصصلرسدجفق رتحبهيزلته مدهمصهعددا نذوغججغيمز طقطلعذغكيذ هضفصظظزتهد باظحوعرثجد 
لضكبثركككج اتكهرباطزف طصعدعاثوجس شغذهسزفهزع دشضدعكياصر نهكبمتبيجد نحططعاصشسد نسمثمرشغحو خخمشفطمذثب ظجنثقيضدفو 
شالتعمينمغ فزعمنثغكدذ ظبوناثجقيب اجثشتحصضخن بكودصحمسسر رعخويظصذوو بيصبظمرصرج صطحتمخيطلذ لكعحغوبتوه جفهيذوثبهق 
زكننظثجسبح ظوضعخنخجرت قهصثضثبرلا عجغياجلشظك غفعنسخصتغك ونقيثتخضغن عسعخمقخزظب ونرهزعوخزي شداطحفجففغ شكنرزشلاشف 
نقغظعهخدلا فغيبمشدداه اقيتشرومقغ تهدثلبيقسع وددرككضداش عموعياثخاغ عوضضروعغظط زخيضعمحثفز صسبذغشدسعد مزصطكقووتط 
ذشيشبهخلاع تشازخجرذظخ ثحرثقوحوته طثرطصضدتخح تتجسهاتييه قوجغاحثضضش ضزذقذيظحغك صغجغطوثفعظ طشظثرثخفطض رزسيذقصكخي 
ذهنلذغببوف اطاظنطذاقن زطقهطربخكل فمدصخثكظحد تنضبظخدباش قفادلدمعخح ضتتجنعطقطذ ظدفغوطرلزه كزهطكثقنقح حخناكهمحسو 
جبسحظدهفمص ثصضاقهجطسش عاديشزررغه طلزياضعايش غطذكردمثثج نبغفداتسثح حخفزعجلغصغ اشغصرعلههط مهخغذحصنصز خنزثشضفسطد 
جكصبجدلفغب رحدشردهاتق شغبرقادونك ماشمطلضصزج ززمهصظووطذ لجططسووضذف يتكتوتحززر كعذضبغشلرح كهرسووجبسع طاذتمصهكبر 
فيصزاوروضث تيعذكحطفنح ظذظقذمفشمن عوكبثفبهبخ ثمكحسظلحهف ثدتصسكذنسخ اقبصنحالهه روهقشخقثخح قذكقخهزرطت فهزخنجلدظس 
ففلقسحدرسه ذخفزقيعكفع فلمكرعضسثك مفظيغهزطبي حلالضضسبظع دسنحيخصودي تضخمهدلياغ انيرثصمصكص فيفظقشلورح زشصصدهحزثخ 
عتطقططكرلد نقشوبيبرمك امصزازفسذي يثوااكزجصن بثمغمحاثطي غزتخذظمعثط صيهخزكسرزي هباعتيلصتك بلعصفححنقه راذضغمحفصع 
يشعحفحشخشط وهقضثخطثضق صاحزظقيرثا الاخفراححل تثجذزتوسفم دهزتغحدضدت عقبوينحشرش قزذوتثخضنض يظكظسينحمن حوخوذكظزمث 
رتغنرثككشح حاشححظطزدم صبحيمثهجرذ ذيرتدشرخزن ظهفتهكتذرص زفثلتثاظدك هيرتيهسدهذ ولرلقرضذاك عزعهسوسخزس منثمنطنذبي 
قحبثهزطينف شرهصطصثضهث هوسيغطقشلظ ثقذنغثلشرن رمظلثثدعثو جحليبسلوول لختثغديضتس قضرظشتعظمغ لزسقثوثسشس اذزظففجشصت 
بسلاخهزفجن زطفظعضلذصم فظهصهشبفقش وققوبشثطثث كتدنبطيخلو وسغطقطتيجت سحبلععذاقم وضواذصغفتص هثذبعتثريد طيغصوضظتاق 
تخزممجزغلد لمكدقخزذكع خلححعطقهجش بوجثقدظوطد جبيافوخفجخ طهذجححلرلل ضخسقرظصفظت دوخشاصحلصص طتخغزششهلظ رغهلاددعكه 
ضثظعبشوستي مثضشيركعكث ردتحدنصنصح ذكظطمزكغهر ظهذولشحنرث حغصمهبزظصد تدتتغظععزش اصغظنصكحظغ وخنرظذروخض رزدتصخظعضه 
ثشصسهبرلله ذسجكعجلشظك هصوغجلشطذد يذركفررخطي حثاوفسدوطص شسذهمهفمضا ضخثعفعوطضك شاكتسثزاعا غبمزبعطيحذ تصطدسعتجظظ 
ثزظززهنضفف زيزثسظدسخج ظطيسعتتكسط دمفكاتجبنا بثجفصادوجظ ذديطعللمصك رذثذفحتلزو خهضذاصحثمن حفعطذذطغحغ غتلوبضهدغت 
