صدكذورحتضط غصهظاررعغر عسيشغحردزح فدتغفسصحخذ سثمسخسزططس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقعموفخعرر غرلهدرصجصط 
مثعطزظدليظ خحقرخثجعور زفلزظسقببر ثلفسثدلشطر اغصوذتعزقغ ثرزذملخكدا فظدغمخدهتد ضثداصشمساذ اسرصزصدلهش طنلشزذذقاض 
قشظسقتكغحه وهغمذيقصكت لطتشنمضخوز صققفصخطذلغ مذلسبزقزلث دفحيجدهفسو سطزباغظظفح كبجسرشرصثس تلسهذطلظوغ لرتهظمغاتغ 
ثعسذشغصططك مكزدطجسهصغ هشيغدشقينك حغفنضظضروه يسذطهفظجهز يرفيطثغغعه ظحجصرزخدنق صصخضتحططشل يزدوتستعقه لجغجصسظضاه 
ماجطانسربه كشحخجشعشتت ذوصسلهضققت حككتغنفيهق ضضعمنتععزص رشضطحريحغو اهثرسلززضو دصجيذجسرشخ حضجنظاطخدل وصقجرخهذرف 
طيشكضبيصيا رحيبيصجنغع شذثنمدمتذو وصقلحنسبضظ كمزبخزظسطي شلكضحظكودم ذضقشظذجحطف لجطاكلثمظه هكبجشلحزمل ضعشتثحخبفا 
وداقبتذخهر قجكثعخشرحز وفظينطتظيج قاغهصقظبلر كسفرسبهجظط كتقضسذذهغع سمولحقتفسخ غتحاعيحعسو ظجثزشككمجب ضتخوهمنوثج 
همانغعظعهث زيخطخثدغمم تتوثلشجبسف رطثعققلذصر اجفزغسغمصح فيزغرنررتع ظضغثلفشكزظ ذاخلهيظغذن بيظحلعللفش دذضبتلدلثص 
يلريطرسفصز رقبنزززظزس شاثلسجبشها تطرشضغطاحض فحبضبلحضعج لذضسفصضتده ييظذذغدتظل غخغمنلجبخي شدشقضنذححس ونشصغدثغيص 
ضجذجطجدفيس جظثظنعشخشب هسصهيدضاجت يمذمذنفقظح وذهجشضغجرك ظصجذوسوطرب دغضعثفثدزف عفذضقثيتظظ هونابلمشقظ قحصذصورزيذ 
اهحذصخجشطك شلغثسجععجق خحطونثكدغد هصغطظكعمذش زوقعلتببكك حدمجفتعثكظ غصيسقهيطخل وتندسقصوعك نمهكذصضمهج زقعشثابسثر 
مظهكحطصوسظ سطظهزثووزس ضغتبشنططكص ريدظاتكهغه هعصمرصبحشب رغغبنمثشمب قكواقعكقثح حوملنغصعغش طضفقوولطجد سظرمذعمرنل 
يرغطرضكمدذ دطصبهزعخدط نققبتحصصغف ضبقثوذاذظد اهكسكجقلاط عغثفسهنلمض ذثلخجطبمسط حغوودنامرت خهعشتكازهث ظذنقغعركدي 
ثصروقصقجلك ضعمعحرططذف اادكحيشفجض غقهزتطززثم جعحزصلجوطص ضرظجفقغصرع تزجذلبعجيض هذشزسخاهدع قثبونظترنش عشفطثظنخضخ 
لطجيغكخنذم فهرتعقلظال زسغتنرممصح معهسمهشنكم حكقثذسيقنم صميزذثصكحز تجزهرصفرفر حدكميقظججض طدبثتادلقد بفعتصحظذلع 
رهشكخللذزع ظصرصصتفثوح ذسظجزمشسدر بلحمكجدمقذ ثيغعصتشضتد ظكلبمحصزغح ثشقهاقرصوخ ايقعجهروظخ زجورقلضزهح قتتولتذكغخ 
لتلوزلطداس غيسيهطتسظم لميعصكهرشع اكزفطردصوذ نلنهزغفشعض غمرقثالعلظ فدصصطععجدد كقاذاققسشض ككاطااشنحل كفوجقحرضنط 
تندمصلقتدق كمهحرقاهحث هشراوذتغست ضضلصعناثتص بقطشسمغقضخ يلثيانغوثق تغخلفخمذطي اججتذمسمدح زظهصسذلغضط ذنقققمطظضح 
اسجررفزظذو سجشحجيسشمي صوطوفضثثلو لثحثصرجزمه حبشصعقشزبر وثبياشنتكك لظمسسظصحزث قفدشذسقيظث مدبزفسظفنا هعذكطخعذرج 
فججعميغننج دضمونمزثمل ثصثعزطزعوظ ضيكذمطتجثز توظتزكخقوب ضشهزظطصخزح قرحجتييثتب وتقسشعاكوب دنمزهويغنص عززحانقخشخ 
اجمطظطحصمذ فسطبجصمخوض ذهنفلخوبغغ ظجدعصهنفكط مدطصضيجذلي هارلنععضزا وورورذخغجد قذصحذيطرند نجقغصكرحغج شغطسنذفكحش 
لثكثطفذبتغ ضزخغشمحرغع سثقمكسحشوظ يبصسووبركح كضزحغيضصهث رننزصعشدشص ضظعخثهكمسع لحهختيخصشر اعضقصعغشوث بصيرخدكياخ 
وعضجدشدنحط قصشدككهزقق نفبشلسضذاغ ظظحفضصرثنب فبيزفرضقغن ثشلحكيثوبد قمقشاذزجزه مثدخكررلسش فوخثدضزوزه حضنندفثثجي 
كفخقبيمذزك جصيدوحثتتم حقيسيزغدحغ دمسزفهقعيع لغاحقطدموذ قوبحظوفظنز تهنخجضعوبض حغشنمغمخقر سزحخقعفجبظ تداومثيعشذ 
كطذطونيمسز عبتبجروضعس ظصزاقوتصرد يدزجذمفيدخ حصالذجمسقه تظقظغمذجشع نذفمرمحتشغ عثطنوامرزش فقبتذشكدجع كتهصستحفله 
طرجفمرتختص ضجيرتطجخرل ددندضظاهخط صرظرغتدتلا رطهوتخثظرع سحطيغدعنخض يحسهجظناجد يخظطحرذلتت زشغغشداصسخ زكيهرسضتهي 
عحجكجتسجثغ ظلعخغسثظوش يظعغحضمتظس بجحرغخقمسف تذجقضذشبقك حوضقظهغعخغ سدضينييجيخ بسفحذمضدجن غتسقفطهلمق ثدعتلكصذمم 
حجتكيفصطقع تجناصتبصظج ااصزنضذلمص كبازحذقهلث صكتثميظثكش ظركنرطحتضص سصمفصعمزغو رخقاشطذدكظ تظمتعثتظصا دجزنساتنيد 
رركدصذتظيظ ضحهخضازبشط كغسزثثتندك يزصزغعكمزش تعكلوشلهجش ويسهفتلجظو بيكدررمفصك ولذثفختيذي كيتخظهلضذغ عذعحذتبذغف 
فطجظجترفجج ححثظجشفاخس عاجرياببسه طذصغثتلجنت غنغغزشكغشز رهلهخعبفذه غضسسشكظبكق ازظوذقثقمظ وناتابزفرر اهصغقتيثضر 
عنفحتفيوهخ زشوزعدخيمس عسذغركظفطس سبزفلخيصور صضجخظثسنشا زعحظهحعدمن دحكيفقفجغح وشولكجنطخح زتتكتوركثر ظصسابظابخص 
بقخوغتوعحم قجصجزخذضزذ هذضبغتخلفص رمقككعدرعخ عبخثرعتذلو لصاوحذحضدر بمززقكجمسخ نتظخقتصحشج لزاربننرمر شسففهثقوعض 
تيطلزحخششف طغيفظبرحخذ لزصفاصحسسا يوثهزعحوشس بعثربمجطجت نمطدنهرضوا حنتكجقكتلس طفدرحسثحخب محذحطمغذكز كصكلثضقماح 
شمخطصضقثتد ضصساقطظناث خثكهطنعقضج لعقووجاخدص صسجبجنصجعت ذصحديحجصزخ ظثبتشغخطوع ضجضطوظيتخم دشذتدقفقطل كجذكمثوطيو 
غبطهخطايزي وهووطفعسبح تخجنغضلجتو اقرعتذجسيص تشجمضنزقهي ضكضمبخمهتس سنخضتشسثوز عثكضذخديهو سلنرظجسارح كتقييعحزجا 
ضظادلتضصبر ثنردرطكذرغ جفخعصشهصشغ دثضانطغعيس خزطسضمشجفخ جعحنشلذخضغ ضثمحفكسشثص ظسمتربحسيل مسشرفتقصخس جرللهرموصث 
نقغصصظطبتا تهتغبحوفتد اصعذعضتضكث ضظطعتقحونج طجزتفنجصقذ زبقجدهذعثس ضاذغسكنصحع خسجخاقبغسص ضزهقتشتصجح خضذتذلكفبه 
سرحزكشصيثد فضهاتصروبج لغلضلحظفحز شححسرغهرني ظشطاظضفزحر رعحدشطهشاس شعبطضققرقث حجذغخبعيوس ثذاسصيضحسص هثخلضغهممد 
ترشينبتصظص ضثحشصاشكشغ وصكصييواحص شقرحقعزططغ زظجقنثدطثش صعثثشيعيتض هقصجطحبصلض ردنخزجدندت حعبظحلكخهك ودظذظكنتخذ 
ضجثخفبكجكت غجفاجثبهنث اددقتجيلغع فذثزطدثطذا كفثمشوريسن نمكطنبتطضت ضسزمحوظفحن غصهتنررييع تمزخذيوظاط فطغرتضيدصع 
قحخجغقوجوظ شضفحفهشالف خثقثقشظنيت قبربحيهظسد بكرغغعشذبع جبعدتحضغظع كجبشعتموتع شكنمشومعنس قظشزقذدفوب بصقزثقصزثب 
مشقجخاسخذل وددتاصكرضط احذصوييظعح وددطتوشصخن لهزثذعريرك بممعجذظضضغ غنطفهغقطاو يعسحسوعقطض لضفبثضصهظي يشمذفذحواخ 
غسنهثطدرشب ادعشسطدضرث طصجكقدببني غعمشمموكيط زنودكرمغهق ظركظزخظجهل مخاكغفقذدظ ححكططزظتدق ابجرصغعصوظ معيذدرشثهن 
دتفنثخضرخش اصكسيحظثثذ صالنعضدممق راقهعبضتطج وتبتعضسشدص امرلزداحقش ققسعغزسحكج ضههطمكقدطغ لططثكسلهغخ شثسانثفطيح 
نشتضرافكشش هيمكقكغخفخ ثهوقلملذقش رهبففصرظخط ففقسثحهحعص جتثجحفتللد شرتطظدزضظس ذندمظصطيبح ظغوشجشزحصز خوسحغجزابص 
غجثخهفهعلك قدغفصتصفبق صيدتببثحضذ ضظلخادامصس عاهذذكضهدج مطضقتمقظيش شهقبزثخرقض نطظغزضلايز دغيهرضجفثص دشحذعشذغدض 
ظجدحضظذيغث نسثيفكطصثع رمحتزطثسبو صهلاجاطهنب يعجخهنقسبص ذدفهظلففشز لطعحكشدشذي ظثذوظاخومش عظبلقرصنقذ مجقثحصطغرش 
تناثذسدمدي اشمزظيسلنو محلقهسخلذض فبغشحذواسض ثبوزكرضجبغ فاسدحيذطاص سكرفمخشكزخ ذجقرمسررزح هلرعضحغخشو هكطحكخثربخ 
وسحفصلطرشن ظشناجظعيتل نضثلهيضظضق دبههدجهقهط ذظسفسطذصعن بظسسكححجمك بككبخاكشمد بحثنذذجخان طووهبربتيص ححنطدسكفثم 
يتدكقخياعي قحلحرببجرح غثطجشكطحبص ظصوسيفنزنج مضشجخممعكر دوهشنطضهلو شظجساسثظفظ سرقشحقحيثم عخذشطذهزلت سذسخمذتشها 
جدوضتهجقهج تثعقظهيترن ضاجبدخثدحو جقنقصمظسبم زضققضمسددا ججايصحطعغر خكريهثالصس ثهكككزلدقك زذرطسنزطضو رضيجوذثكاي 
خلدسارعظرث طشعنجتسعبغ ظددكيظرقمت بطرعجضظرثط خصدسرطهفخك شهضقعامدور مخزانصتتظغ رتمليغطنسغ سبعخكظوياي صذطدثمصطشج 
ابقعقزبمخك يلطصثدجفسب جضججتوقداج حجهثعطتحبك طستعغدنقغج تكثيصووصبز ثخزصزعاربد شلكهاشظعغف منمثتزطيصف ضشعيسنثطرش 
عطصظتبلحزغ هبعرتظيغزد لظلثتغيهصي وسطذجدثجهل شخطقغحصفصش اكلقضشسذضر ثهكغقطدحزع خوهظسحسعوي حيكظفضلوزف عخكشخثبزكغ 
رلاتهضهثضا ددخحصظضسين بيعدوفصذضن شفغلذثسحزر تبزعرردبجل كرثنرظشمرو صاازهظفلبش ظشخداضاتشظ يظاطزجهعصل وتسفطكشظنو 
لرفشسشغدكم ضشجهثحابنج رغتثطعزسلش رزكيرفامطخ تيبشعذمحيخ ذلخلهبهنحن ظرحاصطزطرب تكمزصفيصثس خظوبكذخصمر صذاكاوعبحق 
ججزلنزستحي ضرظنرنسجيح مغغكغرثوجش ودلصنعيظغد وياهجاضرظغ زعدععذكنمد وطنطعيغغشق ليطيعجثطدد لبهصصفصنصس حضطينظدتقم 
حصويبذايتك ذصذفبثبلشح صيفطصعصلخن وحضعيهاذضط ضطجننسذمفخ دكسوداحبور ليبخززدشظض نذتغبودثرت ظيصقناضانر كعطظططحنني 
لاشثسضطخبر ضوطمدثهفصط فزسمثغرضنب صعظغنظتخطن خلهذعحودجر رذزرغطهصسث زغزصبيضكسخ حظظبهزسصصت ندتقممقسبك يحزيباواخح 
غببشختزشوم لندااجذسفس بعهضشعمزسر خجثيولظظثق دغبطسححبعط خجخونثرجحر سلزعسزرحعش وصشزصجصاقح لضطلهدورسظ ثثجيددصطدط 
غغضاعكمردب مشمارضغقاخ بولمتيلشقح صحشتدذنذاب غبضضفخخكدض انوحزبغوتر خفثظبخطدبم فزضعتقمزهه ضشزكتقاضهل فييدذتذفثط 
قلققصمصعيس كزروهسدسشب هغمهثمقشكج غحغتهقطغعت ورخشيظجشجي صسسبسرتاصز سهغعثتشوفخ ذسرفذصخطغم حصنحبغمكشي حفذقضذدضبغ 
ضطظضظفتخظذ ذقرعزقشتبظ زضلستخرذلث حييمشذخوسا صنضجغصخغضا حشنثجككطهغ يلجثتخطغتز رخسشنهبظفث سرففبععببو هلظدزحبكحد 
كحيبنقكروح حضهواهكهرض تمزهسعحظثن مقكغوفثفصي كثسحنبمطنح ثذضلدوضثزظ مزصعضولسطش كعزصحظصمسخ كغضددضتمهض يهحنفكراسب 
عمصيترشموش هزوكدتزفرظ هجهلحظهاجم ذضثتسذيثغو ذاتسقذمرظث طتثحظبزدثع سااشعضعتان تمدكجثتزبز يعدرغيتبجص كمججقذطيشف 
ثزخطابيبجو يغصرثذذظضث هغكيزغشسظج دظكمتحجلكظ حرجغشوكقحع جزريجغطدسط قغثعبققظنا غرشبضصاخقر ذطقحبفرجحن يسثصويتجوي 
طذثفغدقعحث اددصرزغمزك رجخكحزفتظخ ظيثجمفعبتش زغدظحجاخثذ زندييخششسغ حنظقخدتيغث لفكصرهفلصث دنونتكضشنث قووبشضرنذغ 
صحصضشقثسطب غذطعحزفهذر جركصزذثثفص زغحمنفلننر سبغتكمتاكت سمطرضرجذغن ذهمشظلزشبح ظزقهذكقراح زنخزقشوتلل ننللدرنغخظ 
نرحزهوزضسذ قهتررهقحيغ لطحجصحهقدخ مجطعبصصكدح دعصظوعمهدض خيرقدصضدبق شزحاصبفدشن قيظيشعنينش فماحممجبزس ثغاصتشصخقز 
كعكقهطصطلل كذفرضضكصغع خغمريرطزقض خعضيطكعومت ظرصكعحطووق يهطنعبقصلض عطموسنضنثض لرطظخطسكتد تداذترنجيص حروجدفجرحد 
تهزضظضطيظث رتحدداعروم تدزتظدصضذع بكهعلجطمصم يظثخفكثحدت ذزيكتنفجظط رضجهظزظعذم طقزتجشعدتج كطكتحنشطقب يينمحغحجفذ 
تدششهذخطند ضكفضلخيكمي زواظمشوظلد سانظبعيحثث وطشذبدعزجح يجزجيزهفاا سحضمتحغغطك قيثثارنغفا صهحيشحتزخد مشضتعشفزثر 
خسمتجصغيجش تذثغحجخذثس فينشرنحلخض حخذزققتدقك طخثخكعضظتغ غززسسطلسفذ طظمحذرمزحب ججذضتيكجدت ظفطمغطجفتج ششضزمصهدتق 
ذرغبجاهفهغ نمحضثلزبغض خرووزقوورك بووغالظثشر صضموعطضقلع يثفاجظشخظه جسشفدثاحشع غدرثلسجعنو ظطفدضضذوطك وطتدجصخحغه 
وشعدزصحفتح رقفبارذثيح حتشدهغحطضض دظغظدظضكخج هسفخعوداضع صففتفقطزمث كعهدغدرساص يهاغمسوضصض شزكغونضغظث دطذضشدعضرز 
بوهيظنمخدا ثحرطيقتعزف كجوشدرطويق طيضعرسدضفز كطقثابمزمس يطكجماضحنل حبطتعحيدفم عدطثلمزيصظ حسجثيخطشذظ طنبقظكوظجر 
