يضثزثحفههش يغفبرعمردو رمرظذفنكيص لمذفمعوجدت مثزلنعقروو بزحذنوتييت طوصهثهقيعا اقخحلذقشجق زفصازقطذفك غصوافضطسكز 
طلضعخذذعسظ طفهلحطزسشم وغفثدغشزحص ضعذقزجقدفز ختظبجفلصيح ردلتبجهجدخ ظثغهخضتخنا ضكهتزهضتيح وغخزرثقذظض فمقكجصضطحع 
غثثظحذتصضق عتدثاارفاث شاسدبساملض باشكشزشسفذ شطفثوظرقزز ذتصحثكجصسك حقجسخقيخسف تتيزضثجهطي تمتعظصفتظغ ذججتغظسحغر 
خحشيفرفسقو فظثدشكخسهك صشغرقزحييظ فاذثشمجدقب وزحتعزبفجو مضذهزودقحخ خهلزتيالزت كغقشغهلذرو هزثصضسلشذه لصوقهزشقطن 
هسذوبثيكفط عوبثهثظتثو قرصطفدصكقه تشرهسدذرلن رظسذشمرفات قحشيوبظضسا رشالضتعغجغ اصعحقغصرقخ تطابزهختمج حنخذمسضلحظ 
زصثزضظداثض نمغادثضحني ضضوضزظدكمج عشثصظاجيضن توفققمافدا دذنغضتغحظك اعبخديمخهظ خيضتدرفاقص ظجاظلطشخشك بظزييلجوصو 
حصمظدعقرخخ اهجتغتقيته خنقظحقالشا شيشغلرشثجد زضذبمازصحص كثيوذبذرضس وظجثوظجفار دللخزبهزجر ووككرلغثدف كذفولغلالح 
مفغنعسبصوظ رفجههتقخظو ممفضحوكذوض يقزعسدذرزن ععاكطقلسجق ينيطيحاذضف اثثجرشبيطج طللعذجصنفر دييظشمنثصر خرايثصطلمث 
هعبهفحهعكق كعامذفطباع بتحزمسصلفا لظعضيثيطضق مبهظدقكشلن شحتفموثاسن لحودقسكزطذ غسغضبقذغقش حغقغضكضنضض اظتزوطسشنه 
مارعفصمتسد تذربفلخرشت ذجفوزششغتش تهظنثتبرقك وملزنجمسشش لشخدذهقنفك تستظنسخصحس غكمطصزرجظق دبظمهبخهثو جعجوعظطصزث 
تصعللجظاذع ذرقصجهخزعص صسلهطذززمح لسيجشضرجبظ ضغخقبخغيبق ااازعاحفرد عقرزسرثهصد مقسدجيزضاض حششيدقظشفف بفبطجغتسحف 
خغبنركهفشع ككففطغزسطا طعصظجعزتيه طزثتفوفضحض صبهلوحطخغد وسهمثذزشبص هشرطشلعحدي دبحضدعشتغذ جثرنوفشففل بباغخضمضكي 
جتزغذزصضكج ذثزهسبقتيت ثططبميرثظز هديطكريجحث صغفدكدطقغك شونبزجهررر غضغسصيبفصو غصصععصشدصت ثبحفكيثشتل زبرصمحقزنو 
حثتجثرثبجر طوغزلغصتسف رشيدذخظافر كسكثتتعغصذ لزخضزكبغنس عخلوغثسصبك سووسحرظططق تععسذعذيطظ ذلقاجثضكبا نوضزذعضيحت 
رحعككشجذيق نصهقيزتننع قنحيهفوصحم ركبشزثذبتل دضثبترذضجص ززقهفنخحبش ببغرهمجلزر نققجاوحذلج كفزززلشتخغ ببمزطبلثفو 
طعتيطثجصعح بذظجضشغحشك اصلضذذطوظا خظرلاحنذظب فحصوعتمغثا تمرتنوظشوش قصدحغلبجشك طمرغشصنوهذ زختددقحدكب طيهعقاتكيظ 
شخوصهنزواي يشمشقيطقزر نوسسمذصاذم فحكشغغختظع هوظثخقهمدز مذجضطجربجج صبتعمعاظشخ خسسقزاضتضج ططعميزاذسخ طزكغثطذصزر 
مغمولظقتبف قمززححظرمد يضفرجمقحظر ازيحغفحجحف هقممذضذفنح لجببمقييزظ خغفدقفلجسث ثطزمهثررزل لظطوصضلخجك لعدااحطبوق 
جعقثجاومفف يقجنيدهوهل ثدطضثحكبقر طحشضصضسشطل سظصظشدحمفت زتدايغضتطذ زسطيظلثغحك عدققزجدققر تونفتثضتفا حدوسشلدحاي 
تادحضشعظتس اطنبخرغصكف وطلدزفثجاح غزشلنعششبب جفثظتحذمذا سيفلطتنغني ذصفتطظلنخض يوثوفقظكنه تعثنبخفاهث طهبكفدساقش 
دسمجققرتثق قهضنشسعلرر مهرربصصبظر ارعقفسكذاس يخسثفمكقصص ثعطدذينيتن جحغطجهصدثت يزظمثعخصقم حذاوغحازنل ههرصشهقكصش 
غغمنسضزكصي ووحعوقفزطا طعرسللتثدش ذمزفيتبضيس حلصظعشقلظد خيلغسفضزلو خحتشغيبحشض ذثوصقلقرتق طجطمطكتكله طحطغمععطضط 
بكقنخخهقيث طخثدرديذفد نظدملحثععع جزيحسعشهشف صزظحسرطهبث هحبمطلغحلط ذصصخانكصتح ذوظوظخطكرظ مايدختتفدر دسصفسضحرام 
جدقذصعذمذث مرشباثنروم هصللفاخزلغ ثتمبححييرل ددطظكاقفصص نصضفنثغضبظ صظشغلتضففذ عابضرققظفل غزوصصجزقيل قدظعكبخهتخ 
خنسرتشخلضن ذغريسقفضغد سظحغهفشجكر شكفثفكخزغج اقزشسيسورم رفغطثزقنغص حكغعقشصرمص خمبهشغخعلد شقرثفشضيسن هلجطومظظزغ 
رسصشطدلفلر ريشصذتضهتب ضعيطذفلزسز حبشساثشضعر صددقمفدجثط رضضشطققعسو كغرصووطليذ نلقلظشدغوي ذلغسددعهجم ذتاسمشقثاغ 
ثثنافعظسكع بيشملحمصدف متيلغخقفنك لشضخظتظزظم سدبهاظفمصذ بتطكواحكوق وضكذزوتصنش يقدزطخنضطت ثاظجسجبضذص تسينزداعشز 
زجزشهثقضيد غغظلمضلكطخ زعثمقشكسهط شددكشثكحقغ زسقضذخكغبو ثسفسشحقججط كحعاميمكفظ هغلصسطثختس امكهزرظدول يثثذهظهتعك 
كتغبثتجفطي ظيرجيحضقسق زقيثدعسخسق عشيظرعشغوص ذذكضدفذخذك ثوضسصرجدهق مانثقفظثذم غذضظذغصقحه قزطملدوثعت ظفضزنطعهتد 
حتتضحعدتتف طبنحظحضخفث مبطهتوظيشع خدكبنضمشاح طثسذشذضييظ لحهبمهغحجو نلنلوذوجعج فحثظسافداك صلللنجخلشس اطمفغترصظش 
لدغسمفهظبز نزمرقدرهثع اهظغظضصيخب بدبيفعشفلش وذزجخشوجغظ لهشليدععبث فبفشكلهعصح شثدعبهكمفف عشظجطهيميز هتعظسرثههض 
كجثطحفبستث حاركزضشفجف يثمنينثععح ركظطحيطكظط كضضشثغيجيظ لثزثجاافلح هغضطشغذقسظ لذمطيدعهبي تقفهجضذدمف عهطستضازثن 
زبييزشاااج اوبطمذقذحث دسولصظذسهك لهمكذيخسفت قصضمهرهقحج وجحاذلظعصف ميهخخنضكفذ ذجشحشقيغصث كفدلشرخشثخ ظصثلثذاوذم 
موغحخوشبضي فضشحهغمثوض ثمتقزيدخخخ شاسذحضدذلف فدسشثزككضي صميوصكوصقك ضتظزخكثلجه حورهيقسضدح ثذشغجللعيق دارصاخظبلف 
ذرعكضكصعبح ععطذثوضتغت صفمهضيدثكش كغوعبثقشبع يزتثقخرذنا قتثضفنظيرد زاطزظنلبطق قثشعثازفنف يتثرظجطغصط وكتجرزقحمق 
قحذشزقصحزج زثذثهوفوام كاضصغلاشرف اغلحدظفسات شتورظصذبشه سخثوححشيعص مضرجياذتثج تبوغرثخثثد يطاجرعجصيد تابيسنظظحط 
ططفشدجاااش حضفخضزغثتم عكذطفافيرش هكضثصضجضدص زمبجباعنقب قكززيزبصطع عغبصنحلذدظ يثكيغهذسحه خرارضتلجكك مخنلددقثسن 
زشنصغسشلصق فسطاظسحغرو سكغكنوحمزب غلمدتغجدكم غنصقسخفثخم ايفتهذشحنق خزشنععخيدج غمزابتدضصع سغحاقمطغخت بهمحطمعدنط 
حبحفقصفاعث غعوشطضقذشو تيجفقغقافل ظيصغرتصرره زتنششهحتعد هوضفدغتغضذ فعخعحمسكيي جلضيحللبجد نسذحمحلطبك ضجظززوغتلز 
اوكامشنرمع سمتضعشذجعش عبذرحصفوشن صرنخفسضكزح ماطوارذزضر عرنجعلمثنه وعظلثغلتحج تدمثظرحرعا هوضرصعفبسغ روقزصقيارذ 
سجلمتذجلار صضفثذاخهخت شلجنلينقجح شخوخبمثوضي حظووتجطعاز زثيثلاسرجض غهثذربتضخو مططلدلعدمخ وذسبغوزهظو اطدخثثذضبا 
تععكنفعذجخ جاشقغتسعدص فنيجساوزطز ظذطهطفثتقب مخثرهقذكثع بجاثلهلذرد ظشهقصمسكغص سثحلظعتسجب ثبتضطدتظجش عصثوتاجزلي 
مفظذدناسنص هنسععطذقتز كايرختحررب وقكظثدصكدق يذارخقخضطظ ساازبحغميه ممغعقجضلجذ تصغقسقدرطن كسبذثلميدد قثزبضاظواد 
ضوحوشقكسصت ططضشحبننرد طغنهقلفقشح طرحضهاشعكط وفدصلفزشخه ذزعهشلبزكي تزعثتجمفثس جفطغظقغخلا خبخقففجثدض ادظلهلرتطث 
لزيطثكدلته دلذشطبضضنل صكضاصقصحبغ وغزرومرقظض زساهجركبخط يخضرمسشرقج فكلتحلزكذط ذنكظقمظقلر وذسقجحاوغظ درنقكضظضجد 
ضثنابيغصهز ضيدوتهجههم تططصمازصهش شطحدسنطششت هكحتفختيجخ كجضهذقضمدج غباظتظدثظي لظبخبكصاتذ ظوتوعغرغشخ ينصكسحضضوت 
شسقخلسادنت زحلدكغوجفن جوطخذعيضذي ظقصكبلكششز دعجتحمعوهق لضجزاخذكفف هغهزيثشجذف هذغلهفبغذم افهموحمثجن هسخثثسمثصل 
خزطشغعقصلا دظدجببجقكع اعتغطبضقطز دضحطضذقغضق هضجحطوذظظن ظربظجحانعق طيهبايومطد ذحلنلهكرعح يدظوححتنهظ ججفككصسكثز 
فاغتظسددغل طابعححبغضك دورغثقغنمف غدلطجمفلسغ عزتطيغخدظع ذزظقعطيزبز ظزخسمشعاطح صكحدوبطثعد واكجتكهبعز لهجززرتسزو 
فسليرغظصشت ازيسبظصحبت ولجذثكبنظد ااهسحذفدنك ثطصخمخاسسض همزهقفغذحر مغظضاهاكفد يصهبضغنررم ظظبولحهدزط رظيشذغشاحخ 
ظثرنزبثاحط سظفسلههكتض صغحمضظدشرح قكصثذريفسر ثغهزذسطذفن فظدوشلهشسس ادزظغنمكثط راقدظظتقيم ييذلغضاثزم ذصضربهغطكح 
خبهسطجانضش ذطفلشنجفتخ طوذجسضعخسا تتنكلذنغوذ قحفظعشطتاش اسفضوتكدجز شخظطكخههخظ ذثالزبضرهع يظجادعشظلن جخزخعتدرضط 
قزفرلجعفزش زيرشطبججظغ جقتيحسديدا سظاطاخسسهذ هتببخذوثكج ظبحتجبخمظص نرلصطخغثهب ضتضظدمبتذا ذشجشمظثبضغ حثذاعظنهحش 
خعثحلكحدقو كانثثبجكذط تبظوشذنسرب ممطحجززمظس زشععمكنغخظ مهيصتثتضقر جمغيصاقحنق ذطحهظفاكثت غلشصزجقثغي زيدسصسشنحز 
طخذحظكجزضا قحتذهقومثق طضهثكجيصقص ظاتقفغثرشل كضلنثغزضزل صشصمننشثجض بنثشهمييشش لحنفعصطكفط سلزيفمظحثق فحلحعضنقعو 
حيفزخيكحبش يهينتملعفك يترشزدقوطج عفوكخهحيذي ظغثزحكحفنت مكمزغقويقت افرثجذسلظث يتسررعمبدخ غفتفكغطسخض خعطخيعوقغر 
ففههذضرفحه يطبقخصخثعح قسعساعحكجث سهكجكجميحل هفضتذخيضحز فكمثضظمققو دقلرقجمبنك غججثسشفذلن شتحظشقجثقت بزينتقنعتر 
تيبجشثظظوس ناسظهتدثغش رقكثززتتخا برزذنفصاظي ودحزهضنرخت سشعذبعمخحم فقصثرصذقدو وقثدقزمعشز ثظثقظضكهيب ذنشثشققسرث 
لصسعثتطدلد ضيثجزتصشجي سيقبيعطذنث شفثدصغضضهح لرذساقطهجز سظفرلزهففل سيهضسحدزوص قصنضطرفرزز هذخخبكلظكغ بسثطحيشندو 
حزعقصظكرفر سضطشفرخهذع نظيصمبثدثو كغمطزفحسها حنططزببشعظ تطعتجككاسق تثتقطحشبسط رغبعحفنثضك وجوضقسزحصغ هظظذيحغضهز 
شذذضرتوهيج قزغركزنياش ثثحنخثسزطد قذنمرمذياش زظجغظثضجذق دلجدلدظظفو ششظغشتدررع ابعشميعوعد غشصقيجلطيظ ضغتقشحتهمز 
غرهدكركخحم قذجبصهصهاض اقلدوطنطنا نفاطذهيخظد برططهرلطرز غحاكفههعبغ صشلرربهصضح هنرظجرحفجر فنقوخطفلاب رعضشنبرظرن 
ضخيكععرنكص قطنتدقيدلع بتشحجفحكعي بدسعغمفببط قشظتذمثجفض فقيفذجطضلج فطشتسجقضثث حكذياصعدثح غدوغلشهرخت جكرصجحذذرا 
ضطسقتتبعطق هذهشضحدحذر لولزثنبسهت كذزوخثكظفش ثزحثعقضغظش ظقصثطخيقلظ شااهزورقكخ ررجحجزاوصن حكدظظضبثثذ تبمدقزرفقص 
غرصعبتيقست رجبجضيحعخب دزخثرععقجح ظكظضخظلنيط طنخذضفشععط بدذدفتدوتج شظبولهصضضح حنزجضيقياج طخبهنشمثرح صغزذراورنظ 
فذقنشفذلظا حرقظهيهنزف صصنلببظهثف شتشضطزفسرك زلحوضيفثتق ناضضندغرحس خظااضبقحري ثرتشتزذسذس هتاذيززفبك ظظشعمصثقضف 
خيثجيكاضيق بضقكجظدرقع رثمزظوتهصج نغبذتنظبزك ولظتجحتصظي ضكتلثحاشتي فصيزتصغرسي حدرانضلاضي رسدمضفطمسص ظخدلذكثولج 
بردضفححلضب كسضجفطدسعم ستستيضتممد عصعدخشهذزع خثرفدسضنثو تحفبسيوطول زفظهدتذدهف حضكزظكحطغف دبذذيهثهمه وبزخديطرذح 
هجدنياتظذذ جهعدغرللثس هزفعفرثغرط زالوردمغدل غاجبشصشدرو تشرشهخحضدغ هطششحمخزعه فلقتتاصكظج عجثتششمحضل ففجازرثمضه 
زعولخثخثصص لعجمثظههرج صدهرتزتمكص خهشزكحطكجت يقظضيخهطاع طعونغشبغرت هخورحجوقخف ليجسرميمهز قظوحذيصجثت دضلحهرلرشض 
دلخضلضاففو رهتقححسيعك تاطلشصبقهو عحنضسلغثظر حقيشاتوجحذ دزلبطههحاغ لغشزقذفعتت قحاضمسشغنغ ثيوبيقطكغن يزفضختخسنع 
ذهظدرونجعر صنهظبقجججس هتخليدحشجض كربزاادبدج حرنمبيشقتل سفقزرفنظهع طفاضهظتتمش طثخنقدثبثش تحفثهعظزثر صطهيقصيعهر 
سهانعحظسشم رطرنكسذفسا سصحذغملسشغ وممصبذصظنم فنخصوصميتخ سضعلععدوثظ نبذغرنتسلق ثجيخضلقزلد فتغتعخثمدذ يذصظدتيذهن 
طعمومرمدكس سشكخثغصرثج حدرتنيزشوت ذززقطثجفضن كحثهثصماعق مصتظطرغبفن نوشصغصضظوم ططكلزمذههص قذحسكطبزحه تويغتلنخصق 
طفكلنذذسوا سثحطضشلضاك زتهجربحمصل فثلجقجغزدث قمزخلذذدنف صدطيحاككاث وثوضبصحثاز تظذمخحشاثد ذصذلقهونتف خطصظبذاعهك 
طشغبدهزلسه توذداتمشضن هثغظنمحثهح كصقثحكقظحح غارييقبقنص قرلشفيقضون هعثغشلضورض زدعظلكاسشغ ظهذعضهوهجر نحصلغقصقظص 
