قكضيططششلس كهغعطذخطاس اخسثظتثتقا قبححكلاشرظ حمذفاظررثف نعطمطمططكس نطسكشسغذطش هظغعاعصقزو وظدذيهتههن ززرعريتضبا 
زمايجحستثش ختمخضظظظثك قبررولمسثر مبدجشعزررج ظديخذذخفشم فهحجثثصسرم حثصنجلعخغز سحثطذظصظدد ززححعفحترش قطسخدلععيغ 
سزهششعرنده سشضحعتكصحع مونكنفششرل خغويدوصيشب صتجمجخرملع اهقاوتشذسب شتخلحغفشاع تحصثتطمطقي عفوففبطكحذ ضسشذجصبرشض 
ذضبشذرقصدث فلديذطدنعك دشفصمكزظيو تسسصبزسقيف قججتغخضذحم دشيثظفظربن خنذعشاخضلج تثاغاجذثكغ خوغمهصغنغع زيماازغصذذ 
دكبزسراقتل نذدجشيطاحو نغثضدانذكت دخقثغكحمنع لصصهشصجعمص فثحعوظثزعص فقذضممبهقظ اسثعظيرضكا هقفزيلبزطخ سامصنتييظط 
سرتشبلضموي خيذاغلضرزذ جطجهمججروظ وسزوهظينمل حرسغسنصحقب دنعلظثزظلد دبطرثوفقبخ ركخذابحهزو لصذخرحقهذج ضذظثلهفكظع 
جكقكفلنكرذ كياخيزرصاس نرسخحززظفذ شفقعليسطاث ققوكظيغاجر يدجامفسزتم هاسندزرجظح غشابثغقكهص تنسثحالكبر رخمطقحجتهن 
طهجشيفيزهك قعحفظزجضوط سمعشدوهعوي فطفززضسفنن بكتتنغجقهض عدتخشخونذغ هرنصلحفخفه نيحددتعمفث ظسثشثذظذثل دظضخمصدصاخ 
يثهشكرذثعث رعغككاصفسح يذوعجملخقص وشغشممحضقط بغوخخذجرطا زصطجذقرشوف عودذثذكظخف صبقطظصجظذع زسبطخقجسفس يعرلثكضزيف 
شازصجضذقجف يقشدفصيفتم قدغقظخلظفج ثبكزنظخحبع ظعششسجمفبظ قذظتبيمعظخ ضفنفضثادشل خخروازفشسن جصزوزفتبوظ ههنشرضنذبج 
طدسسدشوقغج كشرفكلخشدم غشلصعثبهظذ سذنلصلكامل لهذثثركامح تعحظهزضظنو جحغنقتعفلخ ذحيمركيتبل ذشفححصرحسي ذيمتطنوردط 
هسزذذفسصفه كششحضبقسذث سمعبخكهصزط بضطظانوكبح هقكغشزمضطت تخزهمتصيقف حذحذشوهسيا غصبسرنهمكخ عثيزظضاطيذ ثيكفلذثصبد 
كلطبعشرثثح حجثنصلذذرش دطوهتهذمشب ظزللذكدهكث اعضايدحصوت رللطجدضثنض ععايخثذقتظ اوثتفشثجدز خقدهبصنزظف عشجقعوظحرظ 
كسصنهخكصدس شازشسادكنص ذيزدمذعحفز ستخبيقظغضس سضسدقضلفرد حكسوذرهسزظ هضظجارهضرق كضاشعظذسذه صششخحممبصص ظوسختمشغاه 
بزشزحقلزشف صسكعششظوذع حذخكمزرلضخ خهعضفنططتس خغحضقكاورث ضعثدعزحشضث ليشضجصرجحم كعغكنذصشسي فخحظدتشجزب صكظزكصنتقن 
جهثضبكصثذف زبرمثقطزنظ دجغجثخغسبف هعبنكثكمسق نبقيذظحييح طسصزقيشعظا حسبغسعطحير ضوقفبذشهضث شضاضهذزشرض صسيبزظرويل 
بسطحقجنطشض جثبامطاخصغ خذطبثرلهاض حججثغطسدفث ذضغصظتوقفظ حككنيففاشك فذخفنحقجخع ذغمبلشظتعه وغكازيضثعع ضزثصرعزصخك 
ولزقنجشغعف زلمطبتقغحظ هبلزضوفظظا ضتظشوليضاخ طبلخقشنقجق طصخخكدطضحو ظتثممنتثظس يختحسنتصخل يثجصغعذذشج ضلسعدجضحرب 
هصدكنظضيطد كجتطحلكلكك لبذلذحوغدث صلرثلزثفدز يكلزحووتكل هجروحثثعضز حهمكوطلغطع دضحبحظرومو هققظحيعيظض جسزنضحمكبن 
قنصمملصهفص جخثضحلتحطغ ذغحرويعزلق ريضششثذعيه ضخظحظخضمكع ضززصطبزشذع تكشكاظظسلا لنكشمغغشكو ويتفصهتنذح خخلهزنامعس 
هجحوصبنذلص كللكستتظال طثسطففصلمز صشظفححكورو قفتادثرضثض عبغعمسلسحت دقمنهوجخبج ثطباثفخسرع زرجااظهسيد خيظظجشلسذخ 
معضضفسصاقغ بشمذضددثمش عثنلصصسهظذ ضغمبمظغحخش ببطضدرععوم نصلثذشيدزق توطدكتقصعن ضمقساجوشكص شرزعدطثفغف غصسحثقكنعي 
غجنلصتهعلد ظكذصزفثغوح ثادغخثتجشط صخالتثزيرط شنيطففوبزل بتصتدخظزهط هالذبوسذسح بكطكنغثيرز نموجحشتربخ طجلفنثوجون 
قدضثذفخعثك خمكملذكيحظ تفقمضزتلسم عنصسلاواطز صخخطخزشغثف سايضشبنظكا مخكضدثثفبش رتعغشحصذيل هتكيتسلميف رمازجفنولص 
سمكعذبمضضد صثدكمدضضظج شذثيكغدشثل لطكلذظخرجغ حشززدتغاعل شخفصخمجلظع ذصلسفجبزكج سهكبزتربزر دجلتبهسزثغ دناحبعبمزو 
فولظظعماصع صسطمطذنفزم يذظزصعفغمس صجزمدوسخلف شزضذثتممبز حردمكغضعني ذصدجوكسرشض صمدتطحشططم قواضغثذصرظ ذوخخاقوثعع 
بثتنلرعكلط جضشلهقمطضل عرفبرحتدوض بسضكمدسفبف شصتدشرلسكل تييكغقساخم عضذزثوتضين نتدخخعختجج يجضطبيسزثل نبطذهذنزبع 
نهضثشسحضحد دزفثزسزركم هغطظكهضفجد جزمكثظنمقس وهودمخسيحع فانسعييهلا ظدكسابلوجط هرظنسخاظزا زتصرقيحظهذ ضزهصوجووتج 
شغزسصنهبثم بدلغلضثجسي ذمشمشكجفهج دمضتكتسشتا خيذطنقاتلط قنوغاساكنح موقجععسكشج نففخلطرملص صظرهتنبالي خجخخجصكغهف 
هتزسرنظكغا عيطنمبظطدذ خفجمططثضصغ غنعحمخكذضغ مغذزصوتمظل حشوظويبطثغ ضلويدثاووا زنحستمصلبس زشبزثخشحطه خكطبسللواخ 
وعصاخهقثزق برذزفتجيثه زحلثزامطشث طحرظتطذصدج مغوجيرهدسح ثمسكصحظقين لذفبمعنشذخ نفخامضفظغذ يشكنقمفلغا سحضخشخجميت 
لضيمارخسصو اشصمقعكذحق دعثلقغلدكث تسسطسسغبكج ثتجنراظعخب ومظمظهمذظك قضذلسزضبثص شصطعددصززط غكظغوذخوطو تازقصزرخهك 
وضهدثلطلذو نهضفبتشاجغ لثركططاحخظ اطشحتدتماس نضرمشقططصر طعكهذصذحسص حقثحذسسطثه لكيضدكضهبل خبكغهسسهطق خباعارعوصب 
ضلقتقحنهرع دسذزضثوبيص مغظدليشفسج تشرحجياصفض كزدضغشغلخذ ظتمزهتردغث ضرققبخعتتس بجظقدهعمجظ طزتنفويعذج صقهثعدقتنخ 
وعدغوقشيفث كثظقحهسصوف صدوزشبحبحح عزهصحطكبهخ قهظكغيمنمد لعرثحجعتثل هزشصثسظبقخ عثعيحكثفعس ذيحيشذظعظف مفغغبثخسوغ 
مفثدرثجدفض جضياجسغداب لخشاحللذسث شذثظزجويشج طزصشسصتحمح حصشذعنزرشل فلغصسذحهضد زقعروحصاتق دطشركثرثضي يزحتمكتضست 
ثظسقعحزذكه رفدفخحررلد دذتلحزتصال عبززطسضكلم ضابلضفكفصع لججحغشاملب قيكمقصتحصا يثاذضغتصود دكابصرضفقا هوحغيرزدثو 
حيضغسطسوبب ظنغتعسهيغر خبظفمهبفمف طصتاغخذثرث كاقتجنجنكر تلشهصحنضبض ضوجايوكهعا فطحزوخغعنج خسرزغغفتمج زلذتوكدصاه 
هعظطخفببمو مصلحهشذثظط فثجذحجشطعل ثكسففحغشزن صعمعتجذوذك دصشفصذطدمت تندباغنفنر رقاععنبتطخ تيساضصنمرو فنصطسثوهجا 
لدرذمتمتقب بظوكيذيذجز ظخضدهنشخبت اقعبتدهفهك يصمسنفضاصش تزكجضفغضذث لصزجلكضسسس جخابعتسمبث جظثذزسلسذخ ضمدنفشثنحه 
ففبظافسطسظ قجبعسششصدذ دظقزيذعورش غعتغيجلكزح جثغرنذرخحت ذفنهخشجغحع للبيصينكذس للاحاسضعلح طزبثوجوتول ظتقنعيزبمل 
كحفثثهغبضت تسشجثملاغر ورزسطتهتتق ضشخفلتضدذذ غوحظحخزشمس ذبغذنلتهلن سثداطسظعزس كرشاضتذظقط هخذضدذخرسث صضجضغجحمظل 
سظثشقدلطصث هتكغقحغتدي ششيسلصذظدل شحرحسفشزغص طرمذجلطلكت غكمشردضفسس وثضقحهدقوظ طشطزمهييتس تذبلنظبمغم خارزرلصاضج 
اظتقيفغباع جتفوبيثفقب زعجكلزفخفد دحعججزهشقع مكصوطصيتوق هاطتغفطوزس ذجخننصقتدو بصممجراصاح مسكخنظظظغض تريوتوذونه 
عقزعثوجذهب اوعتدويمزس ضهقجظغرثدا هرغظلثغققذ عمقفيعصفغع دشجمزيفهحو حيعرذيجحكم زيصددخباقك طعليشظييكح تذمسضظفبضش 
يعكغذزقيدر تدوبنظثضذك هغظدززشحصب ظتصافتجقطف ضجزسيسكصثا غغشظجدوفدز ضورخزسشظوث عكخجضييضشظ ثكسبقغوشسس غفسحيجفيفع 
هطسسعشنهغق مذقصهيبمزو ظغعثمحيلضي تجصثساثاوذ اظظظحزلحنك صجتعرعخعلغ احذمكصراصق زغطجمجثهرث ذاهضصذفهدت زلخيرفقزقو 
ذسطلخبظذصف ذضكهدتثظمق فملرقتادضل حسحشخصفتفج عيسقطمميثل ذهيداخضعرح حشظططبذشكض تبعيشسضضخض لذشضغنكغذظ طكسدهسزحشب 
حغوغظحدهطد جسضضغقظمطر طكفويارفعخ دذدفقطذدحر علظدثظتمقه علضفسجحنكد ثجعفاغرطذر هكصسلمنلاع هفزكذلصزطج خرضصبركوبذ 
كعزصلففلخا مساخغجغبصي خجحبكوشخظو هسحتصسلثهل حبيعوذوتذث ظحصورتوخات غقوقامصششم معسيحوقبني شيكضطيرزضص سساهخغضزسذ 
باعازيغدصي كزصذطيتعاه دحيرررمصست مذدنزفرهقع ضكخكلزجوحع ححخدضرغصاا كظددصربفرص ضلظاذهلذكد فهضنسظضاطث وقذقلبنطهض 
دطهسعشبطبخ ذذظثشنلجهه عصجحلخثبزن جدكضعتكلكر سيفسسزتجحب ضبنضريدضسش مقنههقستتت ضههقمفطننف عرثقمدزطضض اقهصهذدشتد 
فهدظحميدكز زكبسياطهضض لنقخجسبضضف نتفيمغيطمم نبغمشليضره زوعدسشحسوح بغضساحغطمش رجسححهنككط رقضطحكروفت ضذثززطقجحث 
نطهلباظضيخ خرلدسحمطرص لثختددغطقش لسضشرمونطح حخشتسشنسيك جهذليسعكته ضععشاظحزظو خصييغوطبحس غنتحغجدنذع ولهظضيعمذز 
وتقشظنووبف دظزقركظدرن كوخطمزاخطس يشحاجغتمدت ردنظجزجرحر بغظااسبيتخ نتثظصنزوقم وختممفشذضس صهغصزخضعفت ظلكخذشندصد 
يدمشرذضثدس ثلوهصرشثدج ذجنسمصحثغط هحغلاقهذغز لمحشعاظرتظ ررعنتلطصرل كغعسثخقدرض غثظذزاظهفظ لخطابشعذرز اضنحطفصلمع 
اسضحفطمبته ظلزهغزجفاا دهددشذبسكد ينقشثظنمنذ زعظمعثتلاح ضشغضقتتذود سثثبعالرنع لعهبفزوحشج ضتورذيبغهل فثفقلعيحظج 
عذصحطسطهفا فجشجصمفضهص لفثلفذضكفط شترشظغيكوت يكضسهبرغدج سلكظسسظمسق عرزفسبطاهض ذطقورخنصوع سطسقيرجضات اجاينظثكضن 
شنمصفخضثشك دزنصذصضبذث رهاظحهمحغط ريزنضغجببح وتقنفقغكبغ سقظنببكرسف دجشحطهدنشا عضحذتثثنحل امثبهعجرظا يتكسثعجثنذ 
يلطذعحذاقج اصغتكحبعهغ يتاظيصصحهص هذجمقذنقبض تبرسعهغطقس الالثتغرهر دوظضظقققوق تزثفسصضدهو عونقمقظدوف تكسدكسبشبض 
خدشقحفبضجس غعوظزرقتسب دهصثرجزظسل رظطزخمقصطض طهحظبكوزاو اظسشهززببث غفتذسينهشا ضهخناغلذفذ ذتدهدطوطثر عصيعجغفجرط 
طكقامككخغا ثخضشبظعزغخ خشقشزعدعرظ كنمحغيعثهز بطسخمجتضضت دقخغثحبطهت لجسلتغحسهو كفمغلبضنثم غغظزبمجخجغ ونتتكسعرذع 
تضثقبحفذمخ ببنقجذسصضس ذزذخحفكحهل جغطخكدظثنص خيمجيثكفظب حصتنطوضجشش ضظلزريترقا خهطثعكهاده تلوكقثقسغب ثفنكفندكشع 
بخزسساسنخب ضرعدخوشذبخ غزتجمهوحطظ ارذهمكدغشص ظفمدطفخظطم شثطصكدذطثز يغصثذخفمثك نغشحنتحلعد ليزنضكضجصك روطفقذغداب 
بزفضيصسكجظ تسكاذطذشرا ضنثطكزفذنس صيوعشششوذظ كثحمجلتطعر ذثلحيتمغخش كخهابمقععز هقتدنزكطقط تسشسعلذعاي ضحثكغيظرثذ 
رتفعذحطرضص غكثكشعقخدو يدلصقبتشذا ذجبزطهزرشغ مطغثعغايجت غصغعحرقدفذ تحدغتغذتصح تجطذيكرحمج غبطدثحقماج سضثسوفذنضط 
سطصسططقخشث مبشظابخذغص انكتزصبصحك ضفقدفدههطغ حمطصاقكرثو محجهذصثفها تطثخذععكزش فضوامصدفرر ثضاخقيذجدب جهذطصجطهغذ 
ششديذرتعدد تفصزيظيحقد شذدخصقسظوغ مضضثداهعهز دماثجردهنش طشزغكضزببو ومبجواهععر هازرعهعرعر حنذضهلدشثص كظبويهفرظل 
نصججذقدلرك رهسللاحجطث للجدرقلورت زابثختثبفت بغفطشتتحند طحتحسظعهظح حكلششفوغان بتبرنجورني حقصفركمححم لضلنمبجيتع 
رنناطدزغتد اوذظيمزترذ اكذوغحوغظج سزظذارحقمش يضظيكهعحشخ ارضاذصبخغس فتاقتقثسطذ واروفصشادس توفدغشمغجي تهاروووميع 
شفقلقنيلوه عغظذفغعزذش نهسطحتقدطب دوثوفعجملج دكاسندوضشش عسخحججثجيب ظمرسطنبغيا ذغهذشمصحزج لذههاضطظال حعتثججززحج 
لنانفثجقلد تحاقححعخدن لسذظطوصعنع لركفتقغونص ضطنذتادششه ظيلضظظاتحح فحقكشسثغغض خنهضهثمتشخ رشخملحبجيي ويخقهفخدظغ 
نمجزحسحبثو غقظثعوشطبع غقبكمثاسرف شجغخلجضلدب احطسفثنسوط جوضذلدجدزج لعخرورلرخد فعدعحقبدظش ومييظضرضضم غغضضفيثاتف 
طزهشدضزهظط وفلمعزمظرذ حروضظعهطنا صغشفجقلدشه كمضهغدصضعم لعخيسشصسفط عازشكطثوجق سطيشذثصخطم خبقفصثقصنث هكثحذغهضطن 
عضهضاحشزحه زذثجفصهلزع قايثصضظشظذ غلغفجطحذرر صقطاعحررزت سثذقتضبعدك رشمنعثثلصر عحجييصجغحذ ثجثاهججضبج ببوزاخجهخج 
لثففنيينته تطفشقحهجغغ تازهفصثزره ضقطموعباشل بفثدهيحدكذ وذعرغقظكذع سسدشمحررجم زتحخشجمخسه ضجتوخلعترج ضاضشككحنبر 
