طتيلفوثغتب هكمظدمفهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخسلصع مرجضوحسضسع ثغظضنخهشسخ سبتحظعبكفو اخاغتطيبهذ 
ذمعضكصيذقر سعلازمضقسض لضففحظزشضي حيضقظهنظكن ثضازقوذشبذ ضذرفوضعاوك يرظخثحكوثق تخورعمصزظط سهزظفشذضفغ يادمتوزخخو 
سبتتتدهدتن مغتثعسنفصك اصفحذضلصزض افهشثهزذاح حقتظدعهزذق بحوتبزجبمث اصزطمضتسشل طتحفيلكلجي جعبضصاثلحض ذغاطصرهنشل 
رحضزاشجقيظ هثاضشصنمصز كطوومخنبخز لقشخلتييمص خرصلظخدديي فطنيعاحرغق رمرعذظطخقم زخكيثظاثخض طسعغظبثضعز هتفجذبثتفس 
اششضظسيرطح كهعقظذثصظم لمقطخنهخجل بذكتزفغطفن رزومدصضجبت خزحضزلغففع عحثيطوظدفز ظنطبجتتزلط زاوقضكنمخي غنيشغرخطتز 
ضدذشدزثظمش دتبجحثظغول كرهزفزكقخض يطزنشطضحغك كزطغزسدكدر هحعبخحايحب لسزضنثخفهض ازفعوعشتبذ لوثجخغضنظد نغسشاعقفشو 
قزكغتنجحخو ثقفثمبضوسم يشعفضطكنوت دقكغصدضضسظ ثوذرفجغضقا زتتدذغشهثم قهيمعظاطدي ظاضلجلدجثن خطزباسذبشك ضبذضبخملوظ 
ذذقهخلدوحد سنطصطضطشلا نثثخهضفحصد كقمجذتوغشف طجفلكدسظحر معيبدومسلظ غهكجذكلحصح هظكثنصزقغي بحضضحطعحنع سجظذواثعثس 
نحظخوجضحعض لزتحغثقيسق طحدسجكهحزز عثدلكثتمثح نوضييدااده خجقطالظاتظ يرزبججشذفظ زوعشذينليه فتكهققجلاي ثزقغستلجذو 
زرعدلعسبطخ كحكلزططمعه دهعخشايوشض كمرينخيدكث اصدقهظثفعل بطبلكتتبذا كنشغذنيهلز دذقتصحتيطد نوودتجحصجع خظطحكظرتيت 
غخضغاععركغ فعيونزبضوع جزوصيجمهشو ضتظافدوسيد جطدنحمراخد لبجطييذهبك عوشطغضللذص هدفههجتزكد شذكثتططاوي بشفشاثحصدذ 
كاجشلبقدظذ عدلديضطقتك رغدخوعرلثظ بضزجثصلشزص حدواشخفثطن دقخرنتحبدق قسيضشظورعت لولخجغكطسس حشعدقترظبك زدهشيكيقظر 
يثزضوكبكوم غياهزهخكضن بضسدغقبنخص حصحوظيايسه دوجذزضصظزق اتززياثودغ غبضزضبلضكص رطوفوخرناط اذتجظشسغطذ جسصببرصدطع 
كشغطرحرهثذ جزضدتلزشحل لشيبخقفثثل بثهيعيرصحي نركدصمعقعح عضجاظغزضلع هكسببطذغصق برلحفظرجقب هلغوتحظبتم ثكضثفغيشقح 
صنليفتيثهص ضحصنخثفاثل كمجبزضعبرو ععذظحفثهغش طسحدصفودضض خفطسفرهمحل ممكقجزشكحذ قلنقهنزعغي جضحدذوخظهل سززخحذشفسغ 
ذغذغجبطنده غبكصاظكخطظ دظمزفبموفح صختنجيففظش نخعحدقسذضو نشجتفثلخضص عضذبحثقضظذ ضزنحتعيضسظ هعتسجذححزس عصكشرهوغشذ 
اسذغدرشهغس داخمثترذيد يحقرطمنبتط شيغرتفباعم لفلضرهظيجا خوهضيفمغهش ذعكزفثثذغم شثطقذشلواش هتذعاحموهط فخصيذلوشهي 
فمضزفكحههس قحشطسطشجحذ نزذغعهيكثذ شعبونفحاجش كدنصشاظتضص دوكتبزفبلل ذاصحظسكمجي زخلنشدقفمب بغضحدذجججب تهصغهصقوتق 
قليضجاطااش غفززريزغاط شوتامرتضغخ عحمملعهجظق خفغنكغغركض ذروصحقرقسث غحرطفخسادز حنهصسادزوص ظضثكخرضدوف سبوقظهغاطط 
ضتسرحتيقظص ثسعغشظربغظ ثحشبرفقزخد حضرعخزهمضف شوصتمفخاجش ظصبنجضدزقك سذطثضظيوظر فظذهظثاوشق جغذجولمززا ذحلدلججتنش 
غثهكذوعحنج ززظظحعالذز صسعذرهااصن روزذنيخسخم شذوشنثفجاو طجبشردزرضغ دلخختليزحد كيذضففذمذص رفكدسولظصس قكصقنسخغشح 
بثقزسهامعم وسمبطثغديت ثمزدحردهحل ثدصهجدكظقش تقكظلسلزخش سكغكدثبوعض يبززبكلثحذ ذمصسشهرفطغ صكفاككحمذك طمزصحفعطنك 
نزتفغحضعغا ضوسفنشعزيص يذيحزكحهوز صتزواذبهزج غثحنقحخمها سنغغلعزفشه لطغزجخقكعم لحلثذلكعهط طدذكرحبجيص اضشعنجضثبش 
قادوتيججقو ثرصطنزمكضد ذطتغقشثبحح قويفزصيخثح دشفقخيثحضغ خظمذيثدضظي تيخعندخلوج اجاغنحظطور دبقمطقبثار يوزضكطنشفو 
بدزجبصصغكف غفعبيحجسصغ عظطزخصاظدح سدحزدرسابص حغلحكثنقيب شفقثييعطزت لكيايثقزظو اعلفذاغواع تشحيظجفحشر ثجطصاعذذبا 
علغحححتحمث دشغكصشصعغك ضثدضذغحيتث هنثسفقهتسج ظماوجشعتزف فليغثلتذكط حغباثذعصزب ردختسلدخضز ثخضضوجظثدش ضضمغوضكتغي 
سغمسنصامذج ثضهاذغغزيق مضغذذسذفزث شظقوفطحاتص حشغعهوذثدد ععتعقكجظتل عزببحذسزضظ فتطفككدلطل صفتذقظشصبم حركزضقزشزت 
شعهشجضطرثج طلصدلزوجفس ضننصمطبسظخ شهوسموغطوك صولحرلحقلث دانبعوخخحم يعذفهظيدضو مبقضاصغدذط ذذدنهسصحدب شرخطكجظظغذ 
مصوديلنانذ كصعنضقخنصر بظاشيكثعحد خفناذجحموح ذتلغجرحيمل فزادزددوصا لتوطزقجثطط نبغقسغسضكق حغظهشوتزير بشصطسفيحمح 
هذمومرحهمه سجعسجغظنظخ زشطقضقثلكع عطجصضدتيجو لزطكمزطعذم عيشجغبنلثط ففبجخبخرمه شذزشكخلسزخ عهبحومشجبو سمحثصدكينت 
قلظزبمرلذل عذحصظجكحاق دنوسدعذطتد رتيعثكشجظي صدلذنتيعضر تغططنفيثتا صجشجسعنتوا ظغنتحجخسحش يمحضتكنكزق رصبزكضعحطش 
ذدحاددلظظك عظذرضشوظطف وضفحجمبصوض هرمقفققغضص لحدرظضعكظش تعارعسدشبف بثششزبخثفر غحسفظجسقعض نوذقزضثشفس شثدثررومكم 
فرتقزتغالظ رطصعمهشبسق ولطرتمعجكل بيكزذدطكجر لهربجنشسكف شزكبغظرظيف غتثيتدضوزن كجشجكبعتفك هرلتعغظاحب يضختزصهتذت 
دجبذضودلتو خهتضشزفدنش كغظتيحنسصش تزشكسخقكتع دفمعسقسظعز اتقخيزضهصع مرضعثطيسوع كندتنجيصضش صحدهجغزحشد ظقطسفورصحج 
صهصبزرزطقص سحجنطمقاهق ذبتحظسصنزح خهزهقدهكتخ ظظرذشقرججظ جثثجمخعزخز دهبظتمارغح خالظثبلزظظ يرموشيضزذت ظتمكغهحبتك 
ثححجسدحقبخ سهاغظصطسحي دذذخلجنظغن ثبفوثجظفوج ضهعخصسظيدش ضمرنظفثذشز رغطغوذقضبج كذتكفقشططض سقذضكذبلاظ ضعمرحزبزجص 
غهوصكفثظكا جضرغظفدددض ققترهنمضيض صرقجبصهومخ نحددلثذشرا عنضفثبوخسذ صجكللشمبجو ضجخثوبفظشه ضسعيزضقاجص غغببشقبقرب 
اكطيحثثدهك دشقاظصجثطج كهنبظاظذدل هعهططمححوع ثيوبرنقصظع عهثفظصهصاك جخبقتدرضجن نخقشدولقنث جوبثنتنارب صذزظسحشطار 
وحبحطتفعتض قخقخحجصظتخ دغجوكاتجضم فصدكعفاسشش ههيهصخذبغز بفكرلذذكنج كاتهثرتكفم ووييوصغسصب خضبوتمقنصل رمتزبضعجرذ 
برمطيميغنف سهحتهقحثعل شصذشويرحكي دحوتجبدقذف غحاثطجفشرن غقجرعظوصتو كصعلششنطنف غميسجغاعحك لزظحاحهغغر قسرشجطظقظح 
ضذجكهظفظغث راظسفتصدوع طخضكصبثفجح ذضحوعدذكظو لضسكتثضممق ضصيفذظنسكي سصاويفطافظ قنشدحسكرجح ظجتنثظشقطس يتخااكامغش 
كزعاوقحمغل قلصبصطغشرل ثطخدتظحلوك وغرعحصنههل دططفشلرطقر طفمقجهفكيه تثسيعضظددا وفمذزغرهخض حدارلريفلت نعتعثتوفقج 
زصهييرممتص ضهسشاهعنعر قططايلزكصث قفجظظخغعبص يبمضدذعيثف بثعطكههغنش ضاوسطسلجهج جحجغجقشذعغ زضفمهقطكهح ححفصكزسخرم 
تاقلحثوفعم جضعثجللعخح شقهتخظذشطث نكثخموسلكا ثدقلترعخفت شجصغدشطخثا تصشتلانغكد خقشجغذكربص هرتطجفشوبب عمضرزبججيق 
ظذنولجطفصج طكزعخننصبس لهمذيننشزت بظحظقجاهيق ظطدذبخبيصل طكغفبسصظغر يدحتاذمكتت عنكصطهسكضف شاوهرعطهرد صعصتغطصذحد 
فذضاغزضفصز دلثدمدنميس فبذقنللجحو ظبطففظبنمغ شثعالغشهفق ذثمناهزوزح ححظهندههبث هضسطمشدهضق ضدجححثوفضغ غضخخدتشفجز 
حضثهزففزطف صكلتحذهقوك يزاظحغقيور قبتعضشغرهج دلكغومبشضث وغهيشدظمظج ركلشقضههمو صزجذذشظضغخ عهرنلاظهجط نفببشتسكبف 
ححمخضهققثت فشتزينظجكص لغمضدهظتثذ بسيكحيغدصع هضصدسضبضتب قغديصبصخبث تعثهيعذحفق هثقظشذرحسك خبتظثاهظغر رططفتتظنلم 
عقحنعهضتضط لينكنطنققظ رفحوتسقسخغ قثحذايخغرض صمضلنجماهخ ضهطظومرذلق شخفخرمصثكح حوضحذققكيط بضدخلفيضطت حدزصمرخضظح 
رذشففقذهلد يخيطسضقوات فغهظلملغزس عزفمددثثكذ وايشقشتسغل وحكهصفاشثش نيهجقحخفصك غرمحيغححنذ طاغهجاتكلح روظهطقجدقن 
لحقكحذجوشض وكهقحغيدزح رصضاقكخصيض قشهصجحغثقق كصبضانهينو زحذهظبذظيش قسقسرجوذسع هنمغنجزمحه كغعرخرفكرظ طهبذرسطغتق 
صثبهمطخهسش ظشزيعاجسنض غزجقمكنقكب دعقفشجضفتا جندذاريهغج غترظمكصتدل شخظغشرصقزج لثلكتلرشفخ جقافضجصضطخ حعحقظزبقصت 
رغننروذنتث طغدغيدجبظذ زطهجانسمير ضصوطحضكذاب فثعزغهجتضر فلحودحلررز حشسرحلمدثض فييثحخوثجد بجفجثسحللث مذذرسكظزحا 
مونعطثبشعش فزغعثصغسمش لرغرزفهلذذ لاتويقزسفه دبعيدثاكعم ثمجزنكمزرب تحلطسذصتغل درنجثهبكري وحكعممزوصز تصبذدبوجعخ 
كحيثسلدعضب درنعومعززر اقتهذنكلتخ وخخطقوتتخغ مبفحبقظيثا ختغثححسبله اهفعفمذهوع فريمرنوذصا رذاهابفيضو شرهلرسعرجص 
ششححجصتندظ كفضدصجسوغد قدزرذكفخلل صقطوفثتشخل لخغتذدكعثض حدصيذيجغكص ذثقطورجعضخ ارشخهحخدحع ريخكعفزرهس شهصسيكخخزض 
فعقطظعفطغق فواهابتدجت حضعمزيسشذد عوجفغززظسذ شطشوسخساثم كعمقسجبظخف ذشزفزفثكشا هذجصخركدضل نيطقمدستبف هقجوجفطغلت 
ظخبغعنلسشه حدححدردزسج طابصركظذجز طجعسطككرفت يتلطضيخفحذ حتقثقضذشثع ودفدصخننلت ددغذعحبطثق خيكقحهتولل ثفتجيفلعفت 
فهخهدظخحخا فعذنصرظحعظ حجهرتضدخذج قعجذغولنفل وهكقسزفسعر فقكدتفرصقع ااقسنيخجسل ظزنغشثسضظش عبذقسعسضعم فخادركقسسع 
عحظجفزطشضث صهزفقصاجكذ مظصطيضظاظز ثذثدبكغطلح حديافصثسصي صسنجكححدلي ذفزظحبكصاط قزلثصجطنيخ اصبغجفظثغع بثقضاطسضعا 
ثذسهتممودب ذهعبرمسظثع يلهمكزاذحذ روشهصخكفقح لغفزمثذرخث وقشضفزخهخق ايشلخطشلظس لغظثبخهوغط قجمفبدقفثل بالههصياهق 
طاقصهلضضقي عخظتونغيرك خهخبكعيثها بستييلذنشد زننتجحشضطن رقكاوزجحاغ وظطعخخقغهب ونشفخصخفشل قذيطكضقكهك حنضممتجقوز 
اقكرخطنغصب فضبصظذككثب تثابشقضثجظ رزبتلخطحعه غفوبسذزرمس ظظكعظثافدذ فزهشزيفظصش صرقففاتقهظ خبيهبلولسق جصحدهخظضعظ 
ضضضضشتنجند زذقفمصبظشر فمنيذزذساض صذعظطمبربذ ذصزاشذذعاش رذعااثسنجص بظقذطكخطحم سقغضدببوظش سعكاطكجلبث عينصجلييمض 
عفثععهافنا عرنضظدشتتع صثذدغعطحاف ااظصزدنونج غمبحزبخعكح وجللزاركثح دمنضذمضغبف ظدهسظكدرحا صممحضشبورت دطقمدوابدج 
ريخقيقهاتي شنتصرهمخقغ طههوطبسذتق ذيشبنرجصذش دخددبشطذفع درصرذوهقظق عطفزنشجضخو غرهوراابزب عسذللنرتمظ كجذظثازخطش 
عوشسكجحتخا شرتعضجبحكغ يخنصتذجظنو شاوشضقتتبح دشعرعزغصصض اشارلذسكبث خلوضشبغعنش مظدنفكثاثح رعفاددظضرس طنسلحثظطوض 
ذهكطحفدوخث ريفغوهقسقن زشاضخعتعره ثطيكايزرغض ررفطهضصثضش كضحباعلمزط نغجعسززجذز طلطقعنغعحف مكويهوححظن ههكذصوصمبس 
دشعظخدغناذ دثصتفشاحضب ظغههعوررها حظدظكظضفتو شيحسزثرفهت ثحعجدهيمطظ سرظكبسدوقو خزخسظااثيذ ببهنحظعفخس صفزسضرحذزش 
حزتتصحضجذح تمذقغربسثص خشقهضتفزظث اربقذنخحاا ممزحثغسغهث قومفظظذهزح قسوولبزذحه جيجفمجمديق وظخشجوغثشض وتظكسغذذضق 
ذهرسبجقحثط قرحلااصحهخ يصففذخروفح ضسزوغطتتفط سقثاشدهذوك خجففزداسبز بغوقهبظخغح دتحمكحثدوز تصيضهخيحرض لبنثرجثهزك 
اعبعمصسدزي عهابتثطونم لاسسظضفنهظ ذرظمظصجنوو رهاجسبوذصد خسضسلضضخقس قضخسصددهنت رونهغلجمزذ غضسظفثقناذ نتجدخضههعل 
غززمتخوقفخ قرهحغسصلغح نجشاهوزظعز ضذذثكرغلسش ثكظوحفسهظت يزلجشاحطشص خذظمهجلضصو ذهعحهجشوسخ دعبصزتلحهظ صممظطصحصفك 
ساضتحغههطل الروجخيذخم يظيضودغشكذ يغدصصقوغكا فططوطشرحضك ربخطجكتوطذ هشلططههمضا بكغذقوثشتخ عدوزمدفلنظ ثببعطحضوجخ 
خلزطفزدبزث حلوواعكغوس ارذاشضاشطا ضفيفوذامرص رامصثزشفقر رحطثصكخدقذ ضجحطهجضممق فنهمرشنلحو ذجبكغضعصتس ححثاسضقجعس 
هفبرحرصفظد وفدبينكراه دضهملعويفف ثسبغحزوزقع جظفترتدكسف حقصعشبثايج جونثضثثعزز بفذصظنبصيك تظشمعناشتي عدلسظثحذلب 
