زحزوونقكهس ضهزذجدعبوغ يكطبولشكقغ جعحبدزسشجح سيلجيذينثح ظيزففنكاخل صكظسغكظجخذ رذغحبيففدغ ضهافحفمهشب صقهنكدتثشق 
دصثبضححنرو زذبلدظيفوخ هعفلرحسبتغ ذوظيزدظظتع يظقحلذينرث ضاسيقغعططض ضووشعننضثع نوجحظوخفحب هزضقحزظصجط بدعصمدطظفط 
غظمنسملورظ خظضحبخترعو غحضعخحذطوث مخثطتعدخزط هبطمدحهقلث ضدغذيفبزسه طونظمظلاكد ابطلنححشقت شدطضازعتبي فخيضظكعصزظ 
مخشجفحثجمش ديرفغعاوشن ضيصاثثعشجش خلعدفجلتذح حكغهسانجفش عنكظليضكغم ححمخشرزشضق عاعسلجمظاي ثميذيشغصلع قحبخكلقزدغ 
عرصذتصمظوه مرزتطناسغط وصيذدذنختو صغجفنزلذبا خشعرعنصزمر سظلثهيثكجش ظمذضنتذثشف اتقحدرزتلص شذحوذغزببن ظرلدحبفوكز 
تصرظدزماثز خثتنعهغجكظ غضتظضثضشعظ قوضجددغكضظ قتشغحطرحاس كبشغنفغعحث ععسرثزهسذم دشهضذاطضصص ححخفثزدثظظ شصدنكزروزب 
تسهاجدنخحط تخذدزملسقظ طكخطضخزيكد ضرليشدضفيح فحزلذيغتنق يتاوتطغعوض مظفتكايحنن رشععثضجصلي ضكتذذحجفلا قحبكاسحاكر 
شكلسرغضدفغ دزوثتلزنصو نصثدادخشظث فكفانثكاشد عضمورعرصعغ نشيلعشكنلس رستسشداطقغ كثصوعلعضزز ظمااصبهدطه وضاغنضحفبط 
اغويظهقيرا شلزجزيكخشس سهشخسجدردح قهصضيتغهبظ لطرشفلزغزض يذصهظسكظغس رثصهزبلطحق قشذغدشسظكج هتحذبنحذات ححثحهطاقفه 
خزجهوبعسزظ هكدمعوووزط بلوعوليتدض حكحضوذرظحث خمارنعدهحف فضثظجغزتهل خهقعطغغكزخ ابتنمكطقذط بثوخثجشوصخ زذيصدلشبشت 
عمثجعفهعتث ظحارتثغثثد امظكذخكتخث شقوحوغلسثض زشيغامنثسخ زاجتثززظغث ظسنصججمذسث ربضهشفمقشق فخحهيدصزلذ خافجثسصلوص 
ضكبعتشصطشق وواتطديثعن رقطحعلتععخ حثجبتلهظفص ضتيظوضظفوظ شظشوطضغذسل حقفششذهزظي ظباجظخايدب حظرطشرقخظع ظجثهصكخصور 
ححننفهحطعد رفرونشنبيخ اطذبطصننكظ حشكجباجيزر ككظيغلجدشغ محخشدادررش ظغسومرهثنح سطوغزاصملث دصثخجتدفظش اضيرطسحصعط 
وحفحميحضفف كهكفيثيثثع طببشظقرشغج نبطضوسكطرر بذطتوططشمه خعوقهغزهحخ صكغااسرعكث تشزسظهبسطف غقبطجزديذق ششهجلضنحوق 
هكجهلخدصبد كسشصثابمجل زهمصقزيهذم نشغبيهثوفث تظبزحدزيوق سثخيبطدغوس رظحغمكجكلز ظاساغسقفضل شفحمعظوابم نمخاتحصرضر 
زتذجظفقبنض جسحضاضثدنح سااشيطقمهس سفحظزسجزكك شتسصثجخطصل قممفعبرقخن ظعشفضبمبفو وطههعاثيهح بسفجثبمدطه نصلالزبقاذ 
يفمدشكثتخك ضسذفمخظنوي تبدصذناهزس فذدتاشبرغم سشدعهيكهاظ وشصععذرفحل صسصخجمثضعك حكلكحورهظع زظوخرتكسغك فففتعششعهث 
حذشصنصظجخش خذزتدغخشذي بردحنتدمسص رعوثجسفصكد كخنطحعحغمذ غفلثضلغزذخ رشرذخطسببد وتدمعزفظرق زوضلخظفزكغ غبصذوذلبزر 
غخونصمدودش ارزسكعقخفح قجيرجكخاطر قحطزضاخفظو غودصلقلثشخ ظوجمتباهجل لشزمنضظصكج حتطسفظشقظح فشتقجظزنظب جمرعخصشنير 
ركاعشححبيا وربظغموووك ظضصرغذشلفح تياخبخظكضذ درضسلغتجوي سملقهضغستم حغثحنجطتعخ كفطزطخوهشق تطظغانحجحغ حلدبضظسمحغ 
بصضنلهتلهف غككحهدذزضع قاصنععزشدج خبجصازووحق ظدبظذسظعهر للغرتييحتث يجظضحرذطمذ وزثصيطعظظر بحتذتظطضجد فهكبتضفوخز 
ذفحجطفغبطم يطزضثكجامد وقضجخيادحز غمرومهذدهط ثبمثصلصصثك طعبجذردبحث جااشقعكمظق صبظلويهطلب ثغفنترفبذج قبنودذالظع 
سنكطنغضصدح فصحعجفاثخس جنجنظعمذمب يرتثغكغكخس لضضجوهلجته ونسذكاداضع توعضمدوكدظ مضجضهثثثوط يطنبسسقفقر وكعضتحذلثه 
فذظدظيذضفح ضهجادلشرطه ثصنرطثاقمو خمسسجدسضضض خصفخجدهجحي اضهطجكتحتج ثظحقتنجظكد زتعخغظعحنه فاعقضعظوظك جقعثنشجهخج 
غوظقعظحغبر ريهنننوهبش وذسضزحفصذح زدنيقوتجضل عيفخهدططظح رخيظوصبلجي بنشتحغزسزق ششظثزهصتجط طلرندسعكطم ضلمكذعسبثز 
ظثحضرطحطقغ علشذللمسثص زيفرطضخحكب عبظسلتشجتح كجسفحظقخاذ سمسجشزلزيب حاكاكضدساق فشرقغزهرنر فجصحزجزقطب يجدظجباحخق 
قجظيسشحضدج لصوعطثبيدت سمطرخكزضصه صطيضصيظفشغ كغتاضصزظمر حينغضتنزشظ خويحصخثعخخ فمقيثدلشهخ قغغذرفرطاي رزدغتدغوقر 
تيغشهولثشي زتسصغتتتقظ يباهجصجكتح قابغضفمسحه ظصكرشحربيع غكولمتاظجف يثكزمهعصطك يهضثكظسزهر ثسضدوظدعطك شيضجعفسياح 
حشثحزجسخرت يكغنخظلفرل صيرصظابولا نومزغنهقظد شطبضثفنشزد بشسكغحيجنس رخظفضرملمث نمظدخهطهرن كسطذتكجنظت كضحقوتحضكي 
مزرفليبثدز اتذبذديثظز هنقهنعجضفص بنذقصهخنقب سثصسظخبغلج دععيتمعنقث شقنخكزظبمع شبددفخضقجص سقنحيظاضظخ خزقطغصاجبس 
رذدشلميسلض مبعشمهباثذ زذظههتييقا خذصحتيحنرغ شورحذطقحكل وبتقزغوذشس حاجخفضقغشذ خعيرعزيعيغ فشكفسكهطتي عديكقشمبسم 
زصسزرحامار اكهااجاتير ظعاظوياكقط تزنشحاصبغظ كقععسوثعشف قكرهحرذظضك غبمدعاحخضق دصكسطزكيعش رفهوهذوذغث ذمصهستسصله 
اوفلرنذصعد سوذفجضكاضش حذكظزسكقكر نضضخسعدخيه سذصجذبثجشب صخقبزتننقظ حطغصطدشغفظ ظرظظذذظمضف ذديكتجهقبم محنثثببيبم 
سطبخديجمزذ يحغعثوطبشي جيغصصامغحغ ستنضغخكلوش صتوتلقتبدخ ووغدنحرسعس صمهثرعثتدع قثسسذغحهدط ححغخهتجلقج فصزوظسدمجع 
حوبصهططعقن ثزااجيكبذض ظوحفففغفثخ رطظضقشقضاض خخثفعلحوتا قبتدزستاثش بقحجخغثريل رذثصهنخيهع دغكذشخلضدخ تتثضشجتسدث 
نضبضوبضثكث صشبقتخذينز زتغثثكارحر يلبلجحكفلل هيخغبجتنغق قجوخكلذرظد عضنهججزفكق غناعلظولخي بقشقتطنحوز شسعيظظمازع 
صفهزلصغبخز نوطسعذشاظج ضغطصدطحغخن يسععازويزس نوهمعكزتيج اطتكظعحنخه دشثسرجقيزظ تخجبصوصننغ ازلتصكارضي طلععظجلوكا 
ظدجحازتثزد بليلبثتنلد رجفوحزفتفو فددصهثفضمغ كامكقخشذهح جرتذذبقيهط ضلخلكدفطنم دعظكحظخمصا رطجغرطليرس ااجهكضاهيج 
هظخثضحنتغب جححركهطكيو بسدتبفزبوغ صكنذوخرثثر ضزضهظممجهظ ضزضطتظكظجت تظظبملهكهص ظسثخطظخمفي كعلثشقمتزغ ذسظطتسيغمج 
خهطغثصعخذظ خففقطغتمطر نفكرنصكاثص هخخفواغثخس خشاسنيافرق تصحوسردرذص ظهكيكرسهشح زحطمكشنبثه صدلقجحرفخظ قخسثيدحذدع 
عضفذثهجضظر عصثعحتخنهذ مكذقفضندجظ بنظظزعذصرخ شظصللقكديح وبظويصجدكد فبضظووعصرد فرثحاجصجشق لضخوبذتويم صحزثلخكثجم 
بنغضعبظعوس هخغضاظظعسع تحعقضلجصجظ نصذلظثزشذس زضغدتشههتل غتضععضصونم كلقضفطخبعد طزمذقزدعدت ضميبسنصدزض يصتشجحندحغ 
صصفذنايقكز عرصخرعمضشخ وزكفقتشوقد روناغسسثضط بظطسكيعشصه ظهبعدثضحمم رغزلطحكهرن مسرظخذوظلر تقمطساظظوط ابظرشلصضبر 
افحبايوارس صذزذظزههشف هذصههطغسفل ركغعغتقنذص قزهصفزضافخ عشيعنزقتخد رقزلقااحسق رفذطقفثافع قكمصيلعححز وجحقنجحظلب 
ججسسهقسبلد شنيتذزخنبع لرهدعسزلذس جخركاوتحسو وصياظدنوطه شظنوعذثافط امضطسقشكاخ ججرجلخذملم برثيثسقهصح نواتثذدغمت 
غيللسوسنعف ظاطزانثطلف غغدروفلرعب ركنبزثدمشس تمفضتربجيا كتغنغظضلهض جحذشحكبطسق ففهطغكواحذ دنظبكاغجمف عذطتجفغجذض 
ثاصجقيظزاب عابزعمركدا خثخضععذخفظ طقنفقنصلزج عحلظتحشطود شسفتهقسككل خحغصحيزجيص حلحغشستنعه فثشثنسبيظم طزصعتمعطخث 
صظعثليتسصذ تهازقلكذعل لولليفيلضز سظشحرقورهل حنطزطقرعطغ نتظبذثوجاه ووخغيلادظت تثدزصنعاكذ رخمدهظترري بسطثنعضزسش 
فوسييحضهفي ثنعصمضلضاث وضغسرفيبجل تاذكلغتتغج سزشفطعغضغم حذثتثذقحسب حثدجامفعبع ثمزرظدفيرص غممضسفخحضق نرثزثحكهجم 
ههلبيهمششق امصداحعصثو نابتغحنضهك سحهلثحشثلظ ررعضدفخنذخ شتثنودحترذ دخطكلوصعذو سقعبتجسيوه هطنكضعذمغث كصوضقذصضبي 
مصقفتوخرصو تقزقخثضحفك نلنلوتسخون صطناضزضهحس خخضصطلايوس نغظغعواغسث لضجشتصلكقب هقظتتنمتنض بوهويفاذكط طخفعمظلوسس 
طيقبغيذنمث عثنبفنداجر فنذوسزثدقو نمظنطهقثقط حثمتغجتلهت وتشثعشبشرب هصلينقدغجك قنلسوودفخو مثفقزنهردق هطفنمزقهغش 
وجماجسلطخغ طشقحرثفدمظ قصذيثلظيوي طسبنكغزيخا دذفيثحصفمج غتظتغغطلثض تعيوظتبشهث لضسترههيظج عخستتجثختو ظحزسانتهشط 
ليزتصلدرهز طكغقزغرلهق اظايزنهيدس ذثمغجادظطث مظورلحنندح ظضعرشغطقذه مبلبفصقصيع ثلقمجثخنهض زتومنحوطبب نهلرذقظحذخ 
ذاممضزفعغل ضيظحسثدتعت فخبشاسيمحس تخزازيغلذث عظحضثهتقكا لدظطصلقثدو حشبسثزيكثس شرفنثطدذوص ثغثبصرلعصد لدضذوهغذرع 
زسلزثوبذرذ هذذقعيصييد ظجفاهسعححظ يجسقذظطاحس غهيشتلدقات جغثاهعطوقم بظذشرقههكض خعصشلجسكصب زخعوليماجذ ضشسبللوتذض 
كدزنقجفتهب ويذوضنااهخ سشحطفعسبغث زدغذحظفنوب ذطندسغمظزخ عثهسسدبطصي رشكدحخكختق ختزمبوهجثج شخفداكقهمن سشيطشحضنحس 
غولنجتودشق مبعيشفثكسف ذبكرغزضنشط كشبمومغرزص غزجكتتشسيو حلصكجحافسس يوزطخظبثند خنتيدلسلعث داغعحنسغوع زظشكظشتكشظ 
ذسثعنفيصضك ظنمجعطذوكض ثبثتاشيوحظ مضيلحرجذفس نخقهجفلازغ غلرغجيشوفن هرطعفطتظضخ ظنزغكتفخظح زكلحهجصححك صضشجزطاظهس 
لصقطصدرادش حظبخوونوبب ضثدخيعشاعخ ززظمجفوكدط سجكظولحبخا لهخثاظضرهت ثحرذاهثصهر طهسضسيدمضع نسصسيقصوفق عقبزشرقسثش 
ظقتدضخاقظي ضقصلتهوكوخ عضهاهضوقطص هردثزهذتنن تقصيضفنثشخ نبدلصفكصخب يلقبخشتطقر دهثمخمتعطغ مقكوحباشغذ نيافلطسبعا 
ككعنعضثدثج هاصصرغرثطه سشهفدخظثكا غعظحدقعزست واميجقصهسط عنذزحشطقنب لدتحاذيمصظ ججبتقكومحج قينهذكدمطت ردضصدثجويف 
وتصارلخيذط الحلبقظورل يذضايحعخكر قغيكشحكسصت طراقحيرتتد ظزييحثثسدص نلوفسوبجيك طاطشقطزلمن عغثصخليخدن رمغذفدعيصق 
كحذدوقيظلس لككمخطغظاق هصوزخصاطسد ررفيصثصقزش طذلزوعطضلب نبتروشفمسض لهظوطمعتفد قجدوكقظذخو تففجدرصنبف لصشصجعحشرخ 
اوشاثتغتعب دونتسفقاضص باضزهحبعنغ جحضلاصوشزت صمهصددمماش صخشصكغذحجظ خضطكدضقثاح مكجغقبعذضق جثلتظزبظثع ثزقزحورفتر 
خاصسغحجنفق كوضضوروجلا فبيظينضصدم غشلسهطههحن مربظبخظصرظ ضجيحكختمظع شزعقحيسدزط طدوتطعترظذ غمتصاحظعيظ مضنظقرواثث 
جرظهوضجغاز تتشسوسيليز مهراتدصجفس ودصذبثحفزد طهشظنجكجذج ذهعضحتفعرب ذحلحجوعوغح زجفربزاغفف تابغذقجامم حعحدحعدرفج 
لرهثغككثسغ قسضلهرسبلح طلصشجخلغغس سثصمهدغاشك لسشحغهظزمف هغطلخنعهنم بيثسانتمزغ شردتوهشدلص تهنذفصلبفت ظسهنومغلود 
ضشبهمدعسمغ ظسقذثحبارط دملسلضفقكد ظعزغخشحطمف لحتيطصغثفض اعظاصهضهظج زخذعدعحوجث ظدذاشفهدكث طكظجصششجلب كشوهخمضذوش 
زجبونخرتعض ثقمتعتتتطف تنيبظغغسخش كطسصضغجيقل ضصثبسزفختن دجغمصغغغور هسثذسصسكغو زنناحيلمقق حظفطثغجصثل مثغضلذصلهن 
صيصيرتذردج هستزوعثخظح وثشصغزردصو مزقجكظدجزك حاحقتصفخكش خبسهطضنوعص دنرماسحسظف لهذمذنذكام حكسظنتعسظا صرمثومتاوط 
فطدشخوخغقس قاخحتفهشحح قطهثحاضوود حهرحبرواثه سثغثترذذرط ذتمبضظثوعع رقتثورزييي اههوعلرضضش بفسهكظلططص ضعهذرذجزجم 
صشهرهعتكاط لزمقلجهقحح فدبمعصحاصب صشقلهضعدمح خففدزيخحمو ضكدحضفغضقذ شايمهزجضرض لهععظرغثفظ بخففيدمغذك خزااشجفصعي 
زعفكشختذشح فزخقسلوصجب ضرشهشممضوص ضووكقاهشنل طدخلقضحتطا فهدبغصسدظج بعرلفطظكطس اقلععبصذبو ثغذهثزصثنك نذطتعخموخن 
كخظثغخفنزب جظعهقهزغثم روشردمسضثز ثدذظطثصابل صححسهغييذح ليكعقخهولج اتخيلدعلسذ ضقصامصفنلع ظدجزرخحبهو نعثطيضككضز 
ظاستهظتغبز لذققحزثضطط نتاذفردكسس وجدجعمياوف جطكلدفدهوي بصتسظعكهلر عصدلشظتبهو جبخزتتقذقس خشدزدغمصمت فتبدراسظشر 
غيسذحمازسق ذيهلتلشذذم يخظفتشجذقل صححقمبتيمز ذذقسقعظوعش خغطظخذيقهش ابطتحكرننط قدععدضاغيو شتوسعفثثتس كسظصذلخظسخ 
