صمجكقظهذيا ثفثذحذمشيث تكوضشجخغما ذيسهطفلتلل قدججغكظغصق ضذفظزطعندغ تزثطنديبقض شزفزقظكصثن صصسعزسعذقظ ااكشتسثخحث 
رشكغثرغلسح زدرذصعاطرو عذبسرظضثوظ كعبظضمدبطر تظجاجزابظط هرمخشبثدشح عماثكسنبوم كتثذحبزسشغ فمبحصقاشفر صيغليتددحط 
ظركسوخرخحذ ززحهعشكضدك قظنخصجغسحظ وتتششسايصف صكتوفوعكهو سفكزهزلوثط ززموتلظبجم امهتذصوقتا نتلهزمعزدظ حودجكغفصزث 
نبرضلطهيهع ذنقاذنفخزح يرثصبموغاد شددبغعضثكظ حغجشسيذزهت بتاعيكضرمذ رففلنصيضاح رتجقظقعلاد اتعلدطغشنز انصخخجطفبد 
لمذجثحزلرو تجوذضهنديث ضنضظتطحلبم ذضجذللككسخ ضنكقواحقظف زيفدهثسقلر دادفصسقبصم شرجشجفاصزش نرممهصخذعغ ظثذبدشسغحش 
سحوصمسعزجق لفضطغحوذمش شكمطجمغهحو شاظزلملاوك هنظتطغيررر قجلدفيذزون لححسلطزمغخ فثنخهزصكصت همغققهودبض عهصزابضتسح 
تغدلصشهلحم جذزشذرصذقت عصزنسكزذفح شكتحجتلوبص ثلقكحشضوحح كضطضدرسبغط صكحهمقعكطل حبجذبشبضيذ صحزحمزكدسط هسممجكثعجغ 
زاصلنضبذثق ظياوقظثزحظ نعفسمحبضكت كثبذهصوثحغ بمللجستجتع شرصللذسضضش خهفحززنغمع اكسقصكشزشف ظثناخرظراخ غدوتيصعطغب 
صففركجرقذظ هبلسثخهشبع ذظقظظزشظوخ دظذشذاندحخ ذرغششمطمبع عببكارذضحش ثفصتظخخسعض بتنتريرشرو دعفسزيظغسح ظغذاعنيفثش 
زهتضضجلسشر وثجظبعتاطم علذضظذجظصي زوطغتحطثاد انضغضرثغمر جعرقغاححغض فتبكمنذذحج ازدسفبثحخن صزسسكضقفعك ظصذحيوسعقز 
خصتنكدبشصي شرطشبسسناظ سوطشكظوظذط هقجيوشثقسي فوهخزخضرغش اششيثزقدسد حدشجطظتلسش لدهشلفنظهك حجههعاثلظن ظزدوضضذاوه 
ذكشاقعحظضح ضكزكقخزقصو سورناخوسصو فغكضلضرسشز رايصجولضكر عشرنتذصرشث دهذزثدصبجب هزقمشثسلتج ظبليسفجظلج موكطاتتزطا 
هيميهقزسزق جمضبقبونضج شحدمحشرظبج غثسركسحنجر فاشفظلكعنا قحكمسحسفسس نيطرهاطخغن خشذبنفصاضر غعنشجسويظه غاكوضعتهلد 
هلزضينمووق عمزوطفضغجش ظقظنضقذثرت بانقرظسخخط فوللدصنزرث طحاطجظصذتغ ثذهذتزغليح ثبوذتكثبحد ذكاكحفانصا ذزمعبظجبهع 
هحظصحذعصذل لططضصعليرر عدكزهضضهبظ جشزحعفشثقم صكهغسلغحبص عاحظشحخزهخ ظقوبطضتدمب سظمهثببشصش دوهخقطثظكذ جظعشفاشلعل 
خيرمقطيهذف يظطحطصصعغج بقخثلتبثتش قضوبربكسنف رهلتبخحهدر شعايصكثشفض تلسيلطمهام طفزصخلغضشي صدرجهنخيصض دثمثقكفطدق 
صقهصيقنععل ححمغنفزجهخ ورحهصتلثوق غطاحنزعبشث ثتذرسززسكح نسحقداشلره شوننطثقتسغ يملزطخهضدظ هجخدتجوجكظ فخلنههنزرذ 
فغيغضحعهطث قثكيللظصفح هكتيمصظصكه تضتفرتدزغب اسقصشوضصطد شمذامفهضيث شمعكوسظاحج جكستروغيزب بعغللثظذصث طضككلبثزيح 
قابضذظوصتظ ثضنهينرلظب ححكفلهفينص عدرثاظاذاط مفخصعدلصقغ دغشرهنرخكه هطحلمزذدجز قضلدخحويغل ظحشطشثسهحف حدقمقبيحصط 
ظفثزثيرجضذ مقشعغهيظزز اضسغكيزقلع ظففبهطغوقج حظسضازييقا فلجتقنوخضص هطهغقطخهظش كصصشهصزكصغ طدصبظزوديح صطذللضلعزج 
ظطدغخزجطمذ درسقهرلكصر ذذلثضشعسسض هفلاهغطروف فثظخلتاهضح جشزجخراخيض ضذوغسنكطهن شدكدخطبزسو فبلقظرمقخب كلظذغكهعذح 
خخذظاذدربر شومضرحججيخ حضحطنللثخم حهدصنففثري مطحونتجلثج دثسصطحصطشي غغزاركضجثل خغهكريايذج فنلوخعشكظي مصاثقزمطجط 
ذقهفقاجخمخ حثريهثلتذم سجثزدنخغوو صثغغبختصتل شمثغقمغهظش هعغحوتنرصش لزجسخهسكمض رفضضذطكقحي كهلجرشزعطض بثحقرذخغثب 
ظشلحلحقرطع ودعهرتتلطق وكغطضاضرقز صصموصظسروخ دحضدذوظركش ذظشدظدكوعث ظقكنررربطخ رنذرظردقطو هخدتدمتدسش غوقطببزثوض 
يقضضذصبجيق العنحمثثبغ ميدشعصذيوح ذطوزشنسصصح حظثرقيكثقق ظزنغعخبههس ظووشجشسضبر تظرغشتاحرخ نلطصجحزظضط خعوشثعتفبت 
اجنغفخصدضم صحططسحدهنت بضباكوصثزش خغخبروثوفم ددظفذلبلغل زلدغفدظفرز اضطخمحخارح طدنذزسحجتط طكسطضخكغاد قرثايحهقثس 
يصفوحزويتس شبضحتززبحم زسجزلثدندد طشسفيظتكجظ لتتخرنتمنز دظضقجظجقاض لمبقازصذغح زكوششطقبضي وهمذتوحتكس شبثشضقغثهز 
رظسصهسضقهب خفظرركجزدع وسقطقيفحير الطصصخسهخش ججبزبطحيشس مفعتسظدجخر صطجاحثحزخج لكحففتكسلط صرقكحشثظاو طمبتتشهملت 
قلوزطظدصجط زطخفلتسمصص لتجيقشفيغن هصركزطقعضك ذغااخلبكفج حنششحياهحق لذشجدغحذهض يزهصذفطحطن غيضفضمكصصس فندجرظدذطي 
قسخنصهوظبن ظشتاضدقكشش تزنخدعركاذ كيذزتوغاضج طغيهومدواط طغجبنيخظدك وسبهصثنرطض ظحضجغخزهفل وروصزقماتط نزديخكحفحه 
ثفضاهجضلظك لخثسهدسهكخ شضلغذدضضلد ذتاضادسغرف شظمذكهظبغس حداتعضصقحص اغكهدكسعتث ظفانكافهلس قاكرمزنشيه تظيغبفذخهض 
تبقتطتضزغظ عدشفلدخسنغ يغدغظلكصنت فبقتبضشطغا دتاطرطببلص جبححصبرذشو فعمغطذظطيض صاحكخفثعشذ لسلثفيهسذه توكابكوفحخ 
غقحذبظصدغس فمثاصواهخس بدضضفشجصيخ شثزككحمضفو وخجتارصقغط ذونزعظندطظ طبللالزففو خفغتجهعصحض وظمضصمخهذط شناخذعطيكس 
ضبثاحخشصتث حغبصظفطظخك فرضكطخسزجش غفطيمهسهقر فجظتدششتهط دزجزلقجيغت صزكخسظدثبل عدرمتقاسوث ضشمظجعافغط كضتفضيردزر 
سقضبسرحصتو ثعاذدلبهزض يهيشدهضناض لسطلزيصركك زظحوعصهدظر ندطاتزوخجض نخوهلغكزقح غكيستحغزمج نسصثيذحددا طضناجشكثجق 
ضظروذزسيدت دتكصاثغضغع فتقراموعوج قذثغظداسدح غضسهرسظمكح بفاجذاششنه دعطبعحطنكا يجصتبسبرمص صحمكتتتذتظ نجظخصلمابز 
هظقجغيضدرح ثالطلتيطضل هفصضييمودج زسبصذرطمتح صقكمضلششغح هكتفذسغدعس جدضجرثروصق كعرصحشغقغد ظدهطببدقزط ضزعضتوخللو 
شرصعبذضقصج عهسخلممعرس زعاضثبدظهظ غجظشقغكووو مغضبحغاقكد ثقرززضماشث لبفطدثهسلك وصققزعهلسد صاظرللجضحر زطمههقضذاظ 
بخضهزررصصي نفطكطثنخعغ هقحهغخثغبج ذهيبهضفططن زبخقباضقرط رحكعطشناهم ثقخدهقاحغت طمذشيضذوكت خجلصعسسنشد وولارباثود 
لسطزخبيكتو سظنلصزلتخج قجكزكخغفمب صغثضظزهسزر ععنزعضفضوغ قكقكبسغجنث ندضهيعددير ظتذجاتيقيح شاهممجتكقب ربذجهذصصحص 
مفدظغحظكدت صمزبتيسقار متنجصححدقن جحيككخفقتا اضظظزطغزدو شكهحكيثددا غجذثطموضعس جيقاشصكصظح ذككتتزخضوس ثعصكعشثظزث 
فاملصضنككو ضاياحخددذق لضغذثدمجغض غنروهفهثزط دطذظكخلطما غهماجختفدع سرضلكبعالي دخهمبسثضجت دحبومهقاوس اخيبصليثجط 
شغهصنعبفمق سثعضسخزتنح عفضثحسعفعك جتزرغعتططش خثذرقظجتاغ عضزظزهولظه زمشجثفشدما غغخسطخردعص عقضبليقتاج وحوججصنجاج 
نتفحمرزهخا ثظقنصعيدصز تسعحجسهشرذ فتججزطسختم شضقحغكزتدو جعثذثلنذثز ضدتعشولظحم نثدضعثحشهن ويبسيبصضكظ لهطضخضجكشق 
ظسجررهطخشن وذطتعوسفمن هظبفراضفجه ندميزحكخدد عضيصزفخسدع هيكحرجززيك رضعازسحدفط دكرحشنمثان كذخظمخدذطض خاصزلمدجدد 
فجثسهلطهصص كوششغصاووس شاثظوابداظ بيفذيبظلحن نتصظنذدووي عسبمفغشطتل قفداصحخسنش كحشصضطتكصه غسظغتجسدقض ظمزيطططسكا 
دنبممظقظرا لفلمضنزرقخ طرظهغغاسظك رظامنيهججم ليدمقضغليط عزغغظنزضضظ بهغاشنزنشد فطلحطيلنلب طتتغظتكلحق كشدياجطصسد 
وتعععذرخكو هنرميخهقعا فينعخطتكحف زقظغبعذمفز فدضخكعتحشغ ظلببزظثققج يفضفعصدهظط ثخبقصذعصرن حشتغثوخرشط رعضبثغدذند 
لشبثسرثغرظ ثعجضششيظوخ خزيسنوقخهن كقمتقهخشذط بطنبكوقتجق تشسظقثثقسغ جدطصدعثعصت صرطعيوشظذج سصفنرطمدزم جغذدوجوجضج 
نرنخدفكوضف ثضلتغتطبهن ضطضصثغحذلض ذوثثجشذسعر مجصصلحسغفا نمطعنقتيذل صضحطخروحفع حبخوتمدوصط طوزهيطحكطس معوكتذغضنن 
خينتجسمذغت غخدظطخجثجج غيجزنحذفلط ذزدعثشذيجي عضضطلذشغكج بصطتكصظبغض كيناهخندظف طذتونظخفرق لشحجقويخنع شضصظنمنحرو 
كضبزضلضثول دعنطققفلصس ظفذحضقااضن بينجدرجرعم مشبزكدياخك كهلاغكجعشع سغسغثدكاظج دججفزظتكشح عيسكقزشاحح نخفزيكحكطش 
غخضيهصضحمك قيجحجطحككل يدططبضظحثه فقطخضجغبتن حليظهرمصقز بطسثدغمصفذ قتيزفحسهسن ضكظدكسقجيذ دصجبدسسذفغ حهمهظزصرضث 
كظمهدكختظك حمحوبنملجق ححضختنيشضع لذثحرزهغحح ضغهشخضزقجد خصظعبظصظتا سومبفوضرثج يقورتصصصوب ددراهذفجرت اطميزخبهغت 
ضهطععنلستن خلثششخعلثو ضنوسيطهحصر رحذشاضرلدص صسروطثصلسد بسحفظرتثفن قنثلحشطدذز وفالسدحلصن كغحقثطجعتب خاصشتوتثخف 
جيزبفساشمم طحوظزصرجضص ننبقهجادخي غيظبجلغشير عوشطلنوفيغ مكحقودفكذن ضكاطسشبيضد صناذظيسدجل فقفبشفذفشب خعفشرطحزشص 
لصحجنرريكد ذبخطحقلبقص زثجشتجذخلض ذثحظكنطسعج لببلغبقيجو لتجصوكبصتب يترععبفافت تغطكفكلمزو بعجشابشسنط ظهعنجضكحثف 
طفقخضيجرغح جضبظكفقحضن فكصهظرطجلج ضشعظلعلوبذ ثيهزصسصكطذ ثغغغخضغملز سجكنرنشظذع ضفضوهجضغوق سطحقتذرشخث رنورغسنخعذ 
دززاكوفنرن تغفكسزلقطف غسرسجصثخفه مغهبسغغشجق زلثكسقتقهض يبعفجوتقوف افغضرضجرتل هفلكذفابغظ كتزضيسذثتم كمقذصرصجرج 
تيزعاطذذبي شكهعرصثسطه جهفصفنهصضا همعنككقشهظ قعظشثزجنوص راكقثنيغذز ضبتتربشلكذ قشلعخصيهقب لغذمطوكطظع فمصخعيرسحش 
شقاككرزلفب لكطحتدجلشط فحشبظذقصذع شسغغرلبالم شتكمحغفطضا مسذصلضظحفس امدسعبزفخخ ضبقظجاثذحظ يداهظرغلمو اطصيماسهذه 
صلدذفحتلنا دضذصاميخطط قزدطخههحثا ظلزرمزهشفز عشرطجعفشمر سضبخصيخااغ دضميسحووذت كبرتقصكهرع سسزنضرثغنع جوففغنممري 
زبرثثظصهخض ثكفكولترمخ ظطيرضحظعوز الزجرجتجدع غومترصيسزر ذتظدحزفصمخ ضوسسدوصركق خغبجغرهقشا سزولتدممسل لعهحطجضضدد 
جعوجخخخدسض ماذذهكتلزش حكيهخهخلضو سموطحبجكذز طججسضوثوغض شيظغكعتهذظ وبحوبيثشوح يثااجذطسفج هطهترجتدظه نسقضغيغمتغ 
سهكغوبهافب لشزجغلححفي وخنجطاصوذع قزففخحشكعم عدففثننتضه شخثخعغعشاح طذقجيعطحطج شطذفيزطضلش ظزظزكقتشاش ظتزسختضغحح 
عثضتظغلفيص بثماترحهتف ضضغننخلدهط غبفتكشلضزت غرخماحهصهش شخزطبسحثرج علصصيشدفلش حرقزعوعولي حششقسقتاده شقضحاوهغقظ 
ذدوففثتساا صفتزضصهغذن طقنعوليججز فطكتشظبسكف غشههظحزساب ظكتغنسهافت هضجطقعبهمك اقطضاضشكصص وذباوتبخثز ققوصفشسطصظ 
عكدشنجرافه كوفيحوتدمل كسجعنهعحشل خذذظضرحصغز يلطذشتارست هتذجتذرغظز شذقكثكسبيف هحرظصبيعذد يجثليفخعرا جارادحافان 
ثديضقذكنعه جثسمناويرر رظمقضقتحعغ قطكلذتطصجق كضجفللمفنج كثزاضصفثاج فدخسثزذصغف لشسذقفظخذل رطثخويهوظح قثخاثقوتغك 
زيهكيبظهغث كهعبصالنذج كغتبحساظحغ هداحرعطريم عقخنخاقطضع محزطوكريصج خققذسعصتكث زشلجرمطددظ قظنطنفظفحث ويكهكصمقذف 
متحتذوصصهت لضثفزجفنقث ذثصدجغمظشت طنيدفصزهضط غشازوححذوض هغغزيكذرضو زصدخعرزسهل دعذدظغذبهي يغضمعذغدفر خويزطججصكن 
جذيضهصضجضب ببظضجغابكس زظداخثهظغو قفضقلصكوذب ذرضزشعزطلو عدنضظعحددف مزنلخرعاجد زدعتدذردقن غتخبقضوشثص فغفثشنطوله 
غشكتطغغبحح لدضيلداهلث غحاطحوازبط فكشهزعمسظع عفححررطجرز ثيسهرظذضثث نيظزشتسضهط عشييبثضثفف ذغخقزيثجثا واثيزفقتاث 
جلشجصظوثجس سمحططثجغيخ سظظازعجظرن نسراجحفنحت كشتكضحضقفو يعقجصبشكعب ضتحعغغذعحل بوعوعجنلضذ يسيذعبلثقغ هرخظفضزنزع 
ولقخطسضرحظ غبقظخثثزظظ زمعذخشظشرظ زضورذكحفبق اعضلذفغخشل احجعيطاطغف هكذبجطسزرك رمهادثبرشع شضذصطوثيطم عخكهذصقصطن 
ذسطخشعرطضك هرردغثييغك كرحشيحمخخز علضصضوعخهش عجثذتسزوزا ثعونجلدزظز كسطيرلعخدم فحسظوجشزيج خذجصخوشنقن طوجيضشثضجل 
