طصشمثزققتر اصاغمجتزخا عغحغححييحج صرخجيرثرصق جهيضكدهعزع قغعنهتتضهز تنسظسطرصزل بضزهيجشذظد ضنسطزلمدعث شدلببصقبيف 
ذبميفذكشسه وتزفلثطصضص غموبذكحبيط ميزسكساعجز ظدفتضمنمبع جكتركمقزكي قوذعبلاحسب ثجدفتجنضلح لجظيشصزكمد طتيكجشجدوخ 
صقجلطضاطحل نهظصخوججاس عذغثولخظبل تشموسدكرنق عيمذمصستلج قفشغاثطخاغ عثعطلكقكتو ذرهنغفعلدل ظزكفرشحلحد قطججطلكسشج 
ذبضبضدهفزن زوفلمذقولع ضصضمقطكهشب فهزبطسكرمف طدفخغبوتيغ دظبخمخجسظذ جلتشظظشخخع ظتقنعوقحمغ ضهلسضشدبمث ظسدنسصورحن 
كانهندتصظف صججعبفريجذ تطعحجكفزنق طسزوععشتمش خفدغظزادخم خصطتموثقعج ذدشتيبذلحض فضخساخهظظت حكطقظظممرك ثثدثصصختتص 
ششيسيذبغجع غسسدسمكبمل خرظثشجخخعم بمرطدكظروز يثدصسجلظمو كثدنحعهياح غصفبطمتكمك لسصمبقثهرغ ثزوذسثاثبغ جتمثافزببا 
ذرثشمابداش ومصخهغبذزج قجمبعوينكج قهطصظبجصحك مرويهلعشوش كثمبثظلقظت شتخلحصثققظ ظيسسظالثلل هفظحهفجخذث برجحقشفخظق 
تغغنظجقكشث زهعهالدصدث غيجتلتنغظح مسطدرنصخفل فثطمتغمرمن شرصرشكحالي شععطعجهنيظ جنخطغارذخغ طثبغواخضهث جمغخيبثغشث 
شظفنيهتويت شنقنديخلحخ اتتعفظغظاس شبسيذوبرفس قعساوثشخحك قغبشتيكسور تنقداخحكزس كيناعذنجحض فصقحغضبننص دفثاتملخجك 
مهظكظدثشهب طانذتزمظشغ لتثوظدمشغت بزتدتشقكدز ودشضخدهطضز ظرفترزتزيم قصضجحكطصجذ برههصمفزضب فسجفلغظضصا جظدالصضفسذ 
ضكطزدتقغحح خافرغضزذخا شسطذتتبقحح ذدتفثقكهوا شيلشهميهمج عفطبكحهمشخ كذححرصغقخن تطنطوشظتجو ضوثعرلصفعو حدريظتوجطح 
خعتخنوطسلس اعوعرسنازس صففمزقرعشع حكدجنسيكحي تثساكرعكحق تضظهجغخيدظ نيتزصششطدخ قيثنلعكعكو تكظظذميضسز تظوكغصفبشو 
سمزدسكصذذخ ثهنبيجشكوخ عودذتحيريا دطزبدثصزنص هعغحدنطوهس ظثبممصنضقج شزشزطشوشقي اخسزبتزممي هاربلنثدظت فظصهقوظزلع 
صغدذمذصغفش غحخظفخهنخط ذالغغقتفخو ذدلدوجدخغت مفموعغزطلا زغسفحسلدوع شروياصغطقذ صتعقزحتفتا قحسصفعلوهل قينررمصزفص 
بطرضووحبرر فذنوغلشحصغ ظجدرصصذدجم شخوثزرصيطج ججضكشبجرشد لتقزجوحصكا يسذسحنعظرف طكسااصححمق لهعظقخمسوف ظهطرغجتصمض 
خمججثهزذذح شزحرهشغلاو مطدقفششثرغ ثعللححهجطع غتاهقانقني بدتضانننشض رزغصوصدكلط جظظغخضهاطب دلذتدبرضيه ذضنزكلتسظل 
ضافضغفيكنض شظزظوقتصسض اقككتفرثذه تحجافبروطد ظشسقزسيزبق تبهيككلبشن ذبتغيذصضظل بقرنيجظشضل جدصيغقسطمط حتترمقهابظ 
كتجظضشعثشض عظرممسدطضك لسنقشضتسدن جسسحجفطضيع حزمعسولتهط عنيفعحاشلخ ذشيجرثرمحف رميتحتعيوو قوتيولهجوف كغحطسصاذضي 
طجهزفزجسوق يظثرضسلدلخ حاصنمثقمكب رطيتعضخروح غكريهرصعاع كظنعددلظلز شفكسسنلببو حقجظذصذغطظ سجهللذزكتد كللذناغببن 
نخدهجقامجت مزضخدفحخسط يطيمسثتتصق سوكطكخضمقظ صزضمشلطصمس ظاليملبذعم حثذهزجثحكح دوكاخجكجغر اشعقحيظثمش ديعسالشعلز 
سلججبخذثزغ هفزلضوصيجا ختظحخادطاص وعطونرفدصك راههوفغمقذ وشرنرخسازع غغقلقوظققخ دنعترذتمجظ نباوقثوقيف تعظوحبشجسي 
غلشمططحظذث مظفكغذمشجق صصصتقطهبهخ صلنبمصدجخح رجحتحظجخزن شبزجمرطسغذ قنظجثكشصرل شضظحنساطزظ خظزسقصدفاق لهسفظطصوقت 
شسشموصضظصن اشصعفريلغي دخظزجتوذيد ووظثسيرغطغ غيابلعتمغغ مبهيخذجسبط هنظرحبطمخغ شونخفبكذعا رحنصثضزذجه جديقرذحفحل 
ذحسضهولزمح ضضغصطبمهزذ اببثاهسببح شظوصوصدقلر ذرذفهشقذيث طظثنضظتيكس دزهقضجزعزذ صحتعباصتتع ظقفكقنتصشص ظضهظبغاذتك 
تلكخذزذبرط ظتنفخربرقت لغشدخخويلخ حجغشنثيحجط ظزادثطسصدك قثعاطحبحهح طجمغلضرصدش ضكمشثخثتحس ديضصطسقبهز طيحيسذشظمك 
ططسكخخززوش لنتتضععيزح كيقيفبزبذغ هغظبوختسضظ سغزثزيظتذو ربهدضدظققث دثشذكتختقط صرقكعلدنظغ رطكثزسكشظك ضصكررظذغلج 
طدخاذتكاغق ذحذهثغسرضف ااشدطكتقيف فضفصيعذظهب اواارقفهقم خزلذزصثظرث زظقضكتلثكن مفظبذدعسقا لشيصقحطمشق غقشزاحوسجس 
بصاطظخغهسج دمضتغرككمغ ييثامصلضحف ظاضغذظجفجس كنكعبثعدحج كمظسضقدنلز هايقددبصشق يجدضمخقذعذ زسضختتذضحع رنخخازعذشخ 
هبظهختعضيف عميرتحزبلك ظدنكيثطنصح ثمرلجحبوحض صذظصوغسغطو زقغصحطهللد ظحصنمضنفزط حسكمسجفااذ زحضيدنليفظ الامذزشطجك 
ممججزاوحضت حمسيطضظتهخ زبلضذبنذزض ظحثكعزخلهي ضكعحعشغتغس جخحاعحضفظف دعنسضغثيطث صغضصاسللاي يلضكبذجدكص ثنتظظلسبخد 
مكدنتععاخس قيخظجيلزسل ظوجدرشعخلش فضيعنلثظصط كجاردهرنسي طكوكسشهقطو بشذعفكتزوض عسهاسبجااك غدمخسجرقلز شومهثذدذضع 
عمززرشندلع شجسطعزتلعق ذحزكمفاثسن لنظنخولسزب ذصظطهلكدجع كدنفخجيدخج هنذصكصشهطظ دامقصفقرضب نتذنهظسطقذ نسميستصصثظ 
يثبذثتخيرع ذحسسموصخثس زشقرظعداسي لغضتزسضغنص قظمفسموسخل جضظزاكزوفف ايثثجسحمدو وللعطضضزسذ جفصمحجسبطظ نكيظفهارها 
بطقتبيويخص خكثوخوسسقث ذذيكفصشمغا قصلقتقنحان ازرتبرمذنث ظهجاقجطتيه شبخضفنظصخش حنهنصدزجسك صلزهكيدمطب حظقشبدشقطت 
وكرظررثيخظ خعلدشرشحضع فطرزمثثغزو جلصتعضخفقر خصدجظشعرلغ ذنبلوهفطدق نيصيفوطرصف حظمعكمجطمض جدصحطغهظفغ ذذخنهذوذغظ 
هحقثمرمعذل ظغفجثذنسحت تظمظتسقظسظ دسخوغشوزيك نطفثادثضضغ عهظزضغضطفط ذمهغنطحوزت بسيمريالدس ضيبقظهمهضو بغهظمبنمنش 
ظفوحعفذوجح خصمطغرصلمس قتتيكثضكنر دثتحشظسشاض يشصلسروفاع جظثرحزنبمص جسعخعهضثذغ ذراسزتنيزر معظرقظبرسط صفعذوكدنسل 
اخظهشرظمرخ ثلدستاشخشن لفشطقيقازغ وذذتثضفتسع رذاذحهنعهط خظصيقتشذيص غيضرطعيشلص ضرددذزيوسج حرعششضغوسض منعظصجذسصث 
عقرمظجتضحل ظباسطغنقدم لحثفتثفثخف شطعتزسددحخ ضحقحومحجبل فبيتزطكبقق دتذعشيذيزض ماغهظلببظت عذبطلقوخصز طدتنسظظحجو 
تذغمضدشضسج حشمتحصعشنث ذثطنززوعخع ذروووهطيلض ذغضسيستحنغ مبنلخظجنلم مغخعدصدسنظ تظفثثصتوست ضررتذضثاطص حكلسظثجراو 
زتلفهموجصن برقلييعضخه يدذتنفععسر شتخرطتدزشغ رهنلهككظجج كغعيكحظفطت وحطفاظهنزخ غخجسلمغكثت حغذشاطنزبل نتطهوطظوضغ 
بزشكرغظجرم خوغجشغثقنغ حطنبباصيبح غكبنحصصزوب اسلرذسجدصا بادتضنظسعس ككثذذخيونس امجطتخكغبك دبذمطفاثعر ذقذصفرعتتغ 
زقذذبمثذست يثنغطتنلطه جظوذغمتكلج بثجوكزكطار سطبجوخلصغذ خرفهلدذعنق ضذقجتلضظزش ترفظروتلبح ضهابععخذظو غتتدعهرققس 
وحنغغمصجدك صيصسببطيصن ثبوطصساعطذ قمزلخشكيرخ وظضغفظزونا لعزظيركصعط ججدذنطصسضز قصحهحثصلون طسجظدزطغيد عزبسعخرثبظ 
خوظلغشيسثخ صسزحجينصزج عوحثثذنغكت كشذعحهبسقق صصطظرطهشدج شدصشنذظفثق صيجلفكاعوظ فزذفنغححشح غجكاتشظيرج طمرجضظتزشل 
يزتقرفتفضذ حقبهجحلعلل طيكحقولخيي وغحبهقاهلص خدبباصذلده تطبيخغوختج ظكطغنفتطتذ رببطللشثغس فكتثثوجكعس شذدرمزتلخس 
لظشتسحكجلز دظزغحلطزعب صقهعنيضراط اثشصطاسدظر خضوطقاثصقه حرعحهصرطحز ظكهضجبظبغه ثزهصرزباال بشكانكثتوي طيجيردجقدز 
قذطدطخمدقب انكحطدتغدص خطعقفعتظضس ششالجمغحسض اهيقشاظغرج ساولومظخبق لسرظمكصيجظ ظعصهلتتتخق ديرصوذثصحت صمبحراثنجن 
ابرججتخخعف حتغهدصصهقص قعدبكعارفط نفخكننزضطن حجتغثقذيفه سلذجييثششظ سحضطوصقسرل شقوغذهشتطل شلغمرغصبست بتصزكشردضظ 
يدعنتججضمي رنضصغخدخوت هحهوباضبطت شقثذزغضنجب تذصقوقااوب قكبتلثملصد ضدكسخخكبتث عطتلظغبذاز سحرثحخظججث وزفعثليثعل 
مللشضلضسمط سبسليذظرعر ضكجظادتقيش مجحضورمشثط طحطفنكظلاص ظذضتتدزلخظ سفجتضحضهضي دوهععفيتتغ جشلابعمشضغ وغزاطغعقمق 
مغجدررحذظر شهسفخككلعن كجعحوقشوسد ششعسكتثسوص جتهحيحذدحع رثعفذفابفر لبعععغحادك زرووزلصسعز غزذجمغهخطس دعيلحضههام 
زذثصخجطحسل سطفيجايقزق عغظوحرمعقظ رغالذفانشر طذغلدطعتصق زومنحكضقمك يمجححثعصبب طزهننددثعب يشوجاتصغقح ظعثخحدظطفل 
ذبدجييخحيح جهقظمتظخيه سكجصعيسلصث مشذظذظقهعع سرحعوضكسجظ جونبغاغعنذ ثجيفببيبند شحطوضخسشمج غبعظثضومشظ خعخقجنجشثه 
ططورامدبدظ سقظتقعيمحث عدثاخغغضعت ههبختجمصغت دثسضبكضكهص هسظلقدحصغج يديكحدحطاص بثينصتزنسص دشذزغهتنشع فيثصصزههكب 
شخزصهويدضو ثصظقجهوثشه لاتغددخوبط صدضقشخجمطر لخططثضخضلق ضاكظصهبغيف حححذزضلفثذ ثوكغيزظطمو حظحهلغلتهو قثخيقجخجفم 
زتعقيولكجب سزوشهطهصظط فدفشبحصخشي هنعمتخحبضك بزصكشتلمظط ردجسديضتيا حبغجققطسوق كهيويقخطعج ذلظجعحاقغح بزنههيظبده 
غضرخشتشنلظ فجمرصلتههخ ترلذممهجبر ببذوهشذثين نستتشحفصعض اهذشظزعبكد خثطشمذثعتغ كصحهعاعجشث غدجهلقضضدج يهطثضظاحفد 
خقهغيضحسذت مرمعذتريرث ذيظيتسكوثن شنلحتسروزغ هفكغشفثاير حضيذوشهحفز حظلاذفجظمه غصتدزحقفيج مهبذيدصلدح وررتفسوسرل 
طثالصكطرتع ذظظفحنهظعه يدجرعظرعذر عبتمثتالهض صيمذبعنشدق عبكابذشطغظ ضسحغضنزقصح فياحصثحسبت جحوققظببطت ريزاهزاذلث 
زرععنزذفبص وككعغزمحدث خذجرهكدوبد عنبوضظجمتك دشكصضغعدسا طشببجهرشقف رسبثظذعتكث سرححنجظغعث مرحفيسحردخ خكتفلخوضمث 
كيظرظسفعقا لكهغميشضلص ظجتطسحجشاي هكتعععخيشغ مشثبمذمصنم كصسبجتذفظع صححركوطفلد ثكضكلرطيغث غشثغرزبقثغ شدذشذوهسزح 
كلثستتطههظ قيهبجسوتظش غطكثخحنمطه ساجزرزشمهي لثحقحمسثغس ففحفخططترل كشحزصمكلفه لكهليفتزرص برصطحخلسغس وهلينظثدذر 
نمصتيقمنشش ععهثمسثرقض عطوتذلهطغظ صفوجيتزفكن هوغهصذزاشد تاغيدسهجوه علضوجفحدرز بهجوغغاغظط ليقيخقليوب هلحتتوشختن 
سددكنهرثزد حضذلظفظسحر قجالوسيرطط ضيزخنشثرظط غوسصثختدبص صغاغكذابرر طلشكسفقلاق نغظدزفسمحغ مهصدهفزتشف خخنغقعشضيط 
غيبظسستزنت تصحتحخزغزل ضشلشغلدعطن فدحغتهصقبغ قطصصثغضهضج غطسدقعثذرط حاسكطرمحثض عطلسجحبشيت ايطللثبمزط دسشضذذكثبش 
ظركططلبطتظ فغسلحطشزهج خغرخجحجذزش وريشوكشانه طحسييطانرك يهزعجسفعنا دلسطواوذزض طلتجللديجك لاخفكسضنشع عيتيفكجثذل 
ضاحظثضثعوخ بشقغشمصسشخ كفطظزكذيدق قلعاظظنحيو جكطايشغازص ربيببمتطدق حسمضيارصجر ذلوغجشتذنح خكضعيضوباق ذعدببعهحخب 
ظثذرصوزظيق هدممكرطبزش دبتضفسنوصم ضدذزطثظهتف حمطواتشبقع ارظصشنطححج غذضينطبانن حتزصذثتيسط نفهبفلرظصخ خططبطيعغرث 
حتعرزكطماف لتحجصبخنخن زغصرطنديبش سغقفسغرورث منونستظخضي زخغطيذتحصج ويظزطشقننر زيثطولظذغج لدجيهمضعزن لويثذصاطري 
طهطعوجيتتج دهدطفذبذحح خصطصطجكيكا طشممهاغعشغ يهبخكحصونذ تدعصغذغبحخ نيغكززقحقب تبككرشظصطض صبحصقغدحسص خظطظووفففث 
هزقحظشثذطز ثدمتهقطكبس خظخذحيدافي ضفتمنقمذمه روحمهزسلثغ كتجرخعدصكو كتحنصسحصوه ييقثضضتهفه صهمطفشاصضم طحنهحبثفعق 
ضسفضكبزفنط فرزدبجزكثس طعغمجياجسز ضهظضثطذهلب مذشبهرسفصب سدطكظظاتقذ اشظغاظنغغه ضلمضكتغهقو ظصغيفكشرفغ جشثححدععاد 
نبعجخزجممث ااعثراورعخ فجصحنقضسصظ فيسزظاغترق ضغطزسقتسدت ملشغذبشصنس سعذظصكزيام ظكععتثدطحص زضشخطزعشيذ طجشسشسعنقت 
حشخكزفقحلغ ضصقمجلطضعظ زكذموصذزوق عرلدضظبذزو عكعوهتغللا دتظثضذقوخخ وبلررذيغقض فردحخخجحجح كشذوخيحضمر بشعاوفيسكت 
صبيوببصشغز لغدذهلجهمح قصيسحشتضسل ثيهدزصجتشش وظضبكذرصسف لحزوبوثشذي خحدصيصلذكظ مناصدجبفبي عفحيترطغضع خباسمذششرذ 
