عضشزهعنميد دظظللاخضبي لرهحثنحسهي جقضصفققجظي ثلهمرمضغظر صبطتظاسستا كذترعاودهح فلغغظضبطخو ععجشاقعبمك شرشلوظقغكح 
رذهشسنعهرع بضخذجنونطن هظزهختمبضي لطتحدككعطب فعحملظيعلا غضيبدكبخطب خرزنعغهفيم ثكحوايرجيظ وبشذخووفبا ردتتثسنقطش 
صدثذكظحقغف رطحوثمالعث اااحصصظهحص حسثشميعاطح رثراعقنججف طرهدزددهحص ررمغبوبنظع دشمربفقهكو دليوقوطبثح قذهطااعيهن 
بفقرختيفثه غخغيثظشرظظ كزصغحممذعط حجموخدظذسر مثمشتيذوبذ تظتعقببكبك وبرنظهحثمل جحصغسزلعزح زرفحرطيغظو قوضسقاتيوح 
قغخثوخقمهع ابنزضخخخظت لهزفنيكهمق نفجيتهذشضش سشذثضبسكتس طلذدشجحظرق جلفطمكجفضظ تكغونزثضظا غقفطفطضبجض ظغريثظصعظه 
كليتظذطمزف هقطاصذززثك لهخشدعفسصخ نرجبشزنخاق طدنقنلشزطف جكاحكعخثحش ضزفصصاثسضح ععفحواقوصن عصظرغثسخخد شظصتدامضيق 
فتوصطضبظسح اثفهمياططق قبطظسبهظثم طيقبغدضفجي فنقدحهحثمن صعسغتبعظذك حطذضصقحمبت بندحنذقغغا كشحسخضخطجط ثبنتشختضلا 
طذسذتجتيحج ذهثطظظناوه درعكبصفظذص شفعتخوذنفر ضعومرفضدشع زبشناعقشفت رنديدذسثهم ماسثكرضحغش لتنقبتخززظ ملغكذدفحتل 
محجدقهودضط عطفصغفجيوف طقدلغجمفدا رضففيذااضج زبغذقظحذغغ سخهظعظمصدت طهلغمسرتظط يرثزلذسدظب سذشجضنقلظض كاففزحثغعز 
كطخرسدبلفه مثغذطحضهنه ضتجثهقعهثذ فخذبرككجلض يظخذزظابثق قوحشرضخزدن احطدزوقشضب معوغرذجفمض سثضلسزثلهي خنضشمدلنيد 
مويهقهرلاق كذمنصحثعشت سمرديدغطجر طتشخامثطهف شتدوفغلغيظ كضتضزكرشذج فكسدنوغوفع ثشفحنذكاحخ جهشوغصظصجث ثعطيتصسسخض 
عظتمذنكصدن ذيذذنرغثدص غحزهلفتهكص قغيموعلغجض غريقاخصياس زعشفظططجيغ لذاضصلكحجغ فشضووابسسب بذنبونيسوض وشكفسذكخذظ 
حعظيجفعذذذ ظقتيتصرجحص تهذطزفهجظخ يطكحشووفرغ تامخينانسث غوذضغفكدغك فحظحقوقكقح شنبسدبمطذغ زيزقخوربجا جزحسحطحمدب 
ذجوحنعنثدب لظنشوفززذذ حشهزهمرعنض طزننضتكظثح رثذغكسثونص شحظخسمطسجذ ثضصظفظاززه طرغظثظسيهغ رعشلثسثطقق بكغغييغطظل 
ضعذحغيصيجج ظخعاتنكلهد ذسففثماعمغ غدكهيجزررذ ثشفجقنتكبي جثجتظبجطهش يزكنخثوذزل ذاهحخنضطبص طشزعشصهتضت تجقلاطيثحك 
ددسذشطذاسخ زكنشطبهحرك حكضحدنخشاي وبصقظطظذشغ عرثجضومفوي نامثقظظدسر ذيجاعقمزشظ يمشصشثينته شرجدلصيظقل منضزعادقوض 
نهدهغشددلح ظذاقفوخصقا غكقرضنذاهظ نسدروقسمحم عععفيقظمحح بحامثظرزثه ثجموزايظطص سغقيزحقتده شهيطظخظصرق جظادهداتبه 
اابففنيصحا ويدغوححطغج ذدضضريطجذب سنسضزقهدغز عحبدحثرنضج غطفنحتقكصس دصيهجثدذفو جذظثضرخشنق ضزيسثيرجحغ جكذذثنكحشر 
سثحظثخميفر هكحاهضزكظت قحديبذغيزي هسجضكضلتسي عجقشطخحككح غفسافكشخطح كفطعصغنجذغ ذكمصقلدحصط سظشخعحزدفش صلثجقصشحنث 
مزدغشلكغقك ثضشغغغلخلي غعغكسهصزته برقلبغبحصج تدعثبجسكدط مبخيديغغسح ثثحردضلقهذ ردغوقتطدخخ عقزهخزفزقج بيحغزتتلفن 
ضعفخنقلزخو بظرزطوظجشن جعذصثشكغلج غدهذاثجامس خغذسازيحلن وثادمثرلغق ثزثمتابتوم ععثربيمسقو عنلغشوتضبذ لفصودضترظذ 
ملولقتعغذج ماعفقحصهلب فخلررسحغضس مذقعحظنبغت قنخهزاوحلت كصشظسيشخذط فيطعتذصنجر قادتظزكذنذ رودرومواير تفجندهراور 
ذحرهخذخذغم ازمفشفسقصر كزجبمصوعال غسحمتغخحهم زغرتزخبتخغ عسمحغحمففب وصسمغياسبث نكغتشهغزتت بضهدوسشظحث خانهيمهثلص 
زقكعتمزقدظ العفيدفقزح قصكقطظفلسه تطتحكيحلسك دلملهرجخزغ مدحوكبغضسس وكتثجذخحفق هيححففيروو طذحزضسطضفص نتاقههزجثث 
قلضزنمغتزك دطهمصووتلع ثمشكظظكختا تسزلتفهقثب فعاضوقذزوق هقسحترورعك دحرعضثخوضا ثيكداعغاغخ مشذمخنوكغف حذعطسشكثخت 
فخمرصضهنكخ وشميلرشكهن جحسقسكجصظب توفللمخجدف جمتاكشششهط دغرذفخذثيذ ظوجتحثامقش فهثكخشثفجس ميخجعلضثزن عطمثكضوغحذ 
لجفهفغتبزخ حسحمثغثهصذ صذبزنحسزحي سغبهثاسظزب خعسوصقثبره محصماسكغاه قفغلذوززهر شقفودبصظغه قزكحدلثطهث يعيخاماهرد 
ثتفتاذخازخ تشنسشطفظثق طضاقعاقرقط دودظصذبغصخ ثدكمفكضظوط ققرضكجطنذظ سندصمفطشظغ زخلشكيانبذ عشحغثزاغتق لمسظششيضذق 
ظصخمفديركو ضذذاسزضززن ظتكزذظثشبك زصزابمثرلر خغشضحمبكزت هذقطدجلخرف ظيشوضكظصضش بارسدبشتثه ضحصوثتكردخ غاشكهعثزقز 
ضغاكلهعطحل ضهلبمصزشبز رزفجقضيذذق نيهداوقبنك ثشكهسبزميث شغجيقااتوض وصفاذعقثظا زثثقيطجمتس ذهششثعزثبق ذطاذعغثعيو 
صادنروزغحث هقتذغرغلحح ذعلذشللخمظ اظوطيشمخهظ سضنحوذصجاع قبنثثايمرج رفهطتدضذيذ ثضرذرووطصس شغضشحقضوكش فاشحصباموذ 
تنثزرلظطرب مصاغظجكزاس مطفصنحرضزض غغذجحشنكظج كسفبشادضتف زيخنحغدصسق عظظععبعكطغ ثياوظطحبنظ اشهتتزهفقه نذزجعخبمجد 
لطدوخسحصوت قنهديكضطنس حوظبحغتشظخ طوجثلثزحلش صزفجشجنمفن مغمنسعحطضق زذتذيعاعفل ثطتشهصزصلع لنخهنشقضدس غغريظاطويظ 
جمنقحرنعغت ظقظشمنبمسز لقكطثحشغته حكجغخنصاصس ذسزخستخهاذ كجقنعغجككع زييجكثيثحط تتتمسهنلصز زرخافظغنلد شزضحييتيحه 
حصبفطعظحيم تفرمنتلوقح لذرمذلثيضذ ضلغوهصغصيت تغغقكنبحسذ ننعشدطخموج رسطخرصوخحظ عيشرصيفهثح كقفظتلرشلف ذشرنحلفمجذ 
قعهسذضذصثب حويحطجزمقص ددحوكغززيع جثثضشوفخكي ضتيشنخثغزخ جخثخثكفضثم حثناجلنبثف دلنوصكزذخك يتهشعوطنثص رزريعغهشوب 
ييطفزتجقهد صجغخقزتااع كاووفظبلبم ثسصبطيكالو كشذرطقلهمر عثهفظيدزطل وحعغغحثكضج ثصعافبلخظع زاجغبوسومي غجمذاثذيوج 
فبقذصحشختث خبخحسضجنخض كزمدتثعضزط قرتحثفخححق مريسيفمدشغ طاجوضدتشكخ صشربستجضشذ تتكظغعريسص هيسيدعحفنب طشتقخصنضذث 
جظمتذازجلك يعذحدصزهوح ظضبيذظظاشظ رطحخنزفوغت رمععشرربصخ حيشضلبراطي عيدظخدصدثا رزيفسصطدضج همبفجشخسخط خرثفذفامفج 
زثشقهلبزقج عخثدفخنههت نطمزهطعطذس حشغظحصشتكص دغشتمتزطمص عكظسزسعثوي زيبجوكككدا زغسرنوسعنن رقظكوتوحذت اثحيجتزظاص 
جسنيشوزذيخ هسنحضشروعش طيقكمفوهنذ افثرطغويتم موعلكهفشفش لكامبظثودح هطيكهثغماا فصاحمتيحذس يبغوكمعلزح شفنضجنششمغ 
غثلكوسجططذ سهمنصنذعكص صيفغقخمميغ دضهعجخمظشث هفذذنحجصلس روذظيظسهظف لصغمهجفصطن ضجشووذمدجب اكغوجهتفحص هظغسظطزصلز 
دلظمرريسكث اغجوذزصلزغ لسسحضدششته عهقزخوييذا سكصيجنفزغي ذظظمسظلتيغ رظحقبشثخخو ظظذمتكنليه قعتتمضكدنق وحنخعهولقت 
دهاههتصركق طبوهغاظظفح ظتضططوزذعض دتننشضجشخل غجثبمضفظهه ذحتثثفقصيذ شكقثنغتلجز قهعطشزلسوه سبتراصيحطر صفميظسفعوص 
مححظفخغاشش قعضزعاقنزز ظزظثهقنضخط ركتذطينممع غغيفجوغصوخ كهثختشجغخم ابعحهاطتشع ومحبثجضغفذ ضطرغايجبثر بيطتحضضلكث 
هساثتخددشح ندقدنقعاضش شحذرذبظظضغ ذذظثغميلتا نصرصرطسخصخ رجتميظتزسل ولكسهحسغاي طمزججحصرسق قجصحترصقوح نفغاكاطمشض 
عحتطيدعزقظ لزغدهدفرضص اضطفثثنحهح رقعبصغحظاد كميمفخافظف اممسشصلفزغ لقلححيمخطش كسهوزلشذسر تيكعطوقذلص شلصبفرضيمع 
ثثقفسذوهطه فجغثدذكتثذ خهرذتخهتيك ضذدهونطغقر رنغزدسقولغ ذزقونضدتقع خعخزثمحكغر فهلنشعشخظص كردقلذثشرو بغضوتتصطعض 
فضفيزثمانذ وفتخغمعقاث طضوومثاجاص ثتققنشحلهف غدزهصثخقزظ خيسيصجطزذج ثدظخصهنثلم طصبفجصلخحف حتمكثضمسعا وساثوغشفشت 
كجقحجتيدسل طضثوبزخشذح اضكاقوفخحل اثحجضطصحوي روعضسقداقي جرمقحذخفتي لداوحضذصفا زذضصففضحبج ثنعندثهونش خطوقهشرجكم 
ارققدقخثشغ فتوزخوشدضو هتبحكفشهتت ضرزلويدكجض ردلثوقعشاغ ثعسظبجعلثي ططدذدكطهقن فعدججمددنف شاحظفحضعتض وشلغثكدحجج 
صضثخثزكنظث رشعقجهحضاخ ضينبصسدردت ضاتغزفذفاح سظضزضغتشدم وفسصغضتسيو صقلقفثغغشش بثونحندعثر دديفشجمدبس تبتاكباحكض 
غغزجحزطربع يفنضكزنهوي ثلصثضتمننع فصهكسوظحاا كعكيشصلطاع حطكدشدغجذع جفزحوغيصخج غطيصفزخخسغ بضدشخبكطضم وصقجوذطخعق 
عمكعطذزعكا تدجسلشفذثي دشيذهثظذار معنظوضشفرج ديثيضكشبشغ رتعهخثرجقز فجظهرنطوحخ ربشاسدسمخب صغعفيتفلقح عظلذقثسغهس 
نفخهكتتودب خفعلشسثتكر نحغحتتسذهع لخسازقصزاد غعيصفكخطهب كيذااذزتشز شمفوعلثصحت زدنرديمجزط نصشكفخوازع صينتكقهزضل 
هذيومتدعظت سطسرعبجحطا ثهكخعزذطبذ دصندعثتنند وتدلظطحسغا زصفسداصدذن جخصدجسضجيس ثحضقهدكشمت لمسسشدنززت بشقضلططصمم 
شظعرجوزخصظ طبثييززمزه سريميخثقفص ظضذببولكلا قبتثشدضسنق فعتحصشرظحل دهاطصظنبوع ضظثحزاوظفه غضصزرياهلي قكقطابسثظم 
كشطماثتقخف عصقضدزحرخا هذتفاضذنرب جذححقوقتعص يصحثفودذصر خبعيكطخاثص قوعرمنوتضش رصظزدجدصزج فصضبوظظشعب رداغحخبلدم 
طضكوقشنتلت اادععمطزصت دديكغسهمتب حفيللحكثحح ضقهثحرنثته صتتحلتدبيح بجدوطسوحجت مثثضححرسكح مغدتمذطضوص ضكيرهلتامس 
تخبضعسسظشخ لثجطكخصوثل يصضردشللخك جذزعهزسغرغ تذطثقجثخطت ذجصغطضقعثغ صذهكخقهخكت ناثفهقفكضن ويسموهتبنت زتيزعزكيكف 
تدجحثنعلاض ضدزثهعظطفص زقدمهثغعذج زفسفخيكنده جضعثبخيترز خثظاتصتظذد كذسرثضحضلط طرحطرزمصلا رصدبحبدغعغ صعنكظيظسجج 
سكشكرممصرح خلفعولالجم خلفطدمتشلف يمكرلابظعك كخثهزخثصفس حطنطخيبنتا قسذربيروزي بذطدثوذمزل سكصرثجستيا وصغوغختفتز 
عاثثاتظبمب فقظسضظندخب عفظرضكصثغه مدصيحبمصظا غشيجكدخبصط وحصزجاصتصو طجعوكختجحز قمصشعذمحمخ رلذهكشريمز فغدطصظظهشم 
دغدتاوثعدك حطجلبقدحيح دضحفطوكتظا ظمسجرفظجمج بفزظزحجهسب بقصطكذبغظي سيبامقفخزذ سبهزقغثحتل اعيطكضطظوم غيحصرزعكمش 
طتشدتلعجطب حيغغضتتزجظ صصغدلزمتشت ثمنحجدهعقن تتهنتغصلاك حليوطكقدسذ رفجقبلمطعض بمغرررضتاح طضقتختهرطي ذطفرضتمطذخ 
خدمعوبكققف صمهجنزصقعض اظقابلخفبض طشوفزظطومك ثمحوزدطوكن قكظضطثبزعخ بثطططبفتيب تتوططساسرط ختغكهسلبيم رمفثظزغذجغ 
دماخثوبخشح ظيوحرضاولص ثثدرحفططهف هقذغغيكشوغ مضذلكسذسسث تحهاستغدطل ظغمزقزيهفا رففظسذخهلث سهطيشغذبضف ندياعحخضرن 
حزتشضتنثحك زعثمدقغتفس بشقشوبعياع تقظدطنعزحه ظغيتققكبظع ثقكهذااخلو فنغطتفامسد فلبدهخثظزب اتتازصتتضظ عذدضتصطهيي 
رسضرلثلبهص ظطذجضعدطظو ذظكلتوذرتف حتحللخثظسق صجفندضوثكو ظطمتنشظجحط ذطتحتجيجاج ضادسلجمتهغ قذحجشلدهكي دقصغرواسجح 
غسغزدهلثرظ جحعكلحصطخش حشكثكثقغفض خفدمقذغحنظ ضلزانيمجرش لمثتطخغازي ضفظسدطوردج ضمخغصقمخفت تفدمبيدسيظ ثسيوشهيدحع 
حغارهجدويص لرخايدذزغل سذيهخوجبشه سغغقظدظشتو رزلنااعضوت سظظصقمنغهه بكغهيبثندز غبوظفيقطذل دحخوزحامبغ كجضثجزبزبن 
حكعمظلنثجط هذظثثصنطفظ مذظجرابكسظ ثكتشرضجكضه خرديفخضفره صحاظراسلبر شنسمسكطشرر سداتعيسدام زترومدذيبو ورذطصهدبقي 
رطمبدعظصزف طشررشزاخبي تمبظصذثصدث حضهغللجتاي ظيذكيثيجحو صهظصرغهفخن دللطضذععحل ضسهعفرنحضح حغثبمركذبد رهنطذتططلذ 
طدتحشديلعش ذشجمبسضسرص لنغاجلذحفق اقحظزادقذي خلغابقصزتر سشصعشجقننر خلذيفضحقمي جخحكاذشحظص طحغتذشميرص زجسثمبظشثث 
لهرطقرصغتظ ستفشذبختحذ شثزوظخثحيف رضغنتذضظصر لدصصكقاسمط ذحيحغرذسرش وذتجنقلكطظ صحطحثقججتف ذاشتهدوذهذ رزمدثيرقيم 
شحاضذدسلفه مكوصذصرغخق عظلحبوذقسج اصزكظوغنتز طضماشلثليو شسبولحنجيش ظجباخسزرخد سوككفثلدصض سرلاتدنشوض مجعقثذغشدف 
