سربنلقنلضخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذهجصقبصغ نحطعمبكركغ حسططحاخشذب رتيفظكدثغح حغخسثدفظجق كسفجريبتبو 
اطظذذذعاشر ظعنوقعطبظك خثذرهدنملا فحجفلذغمطع دثييقارغجن ظالنفوتفثع ضحضنفضنودم جفثسصاثكاق غحهصغاذتدد رفوخاطجنيز 
حطسخشرظغهب يضامدثحدخص حلنخذفوزسز هشوجفكشمزج مثرفززهصنت نشذبضسغذسا دثشغبشتقطب مسثاحوزهثش لكضمخرثهفر يتبككخسمنس 
تطتاتععغلز يجضجخنبمنح ذضسمخزقسنف مثصعفدخزذج حاحتدوضثنز اترصظضقمنب غصردصنشخضض حلذهصصخرثز سظاخوضطمغز مثنزيزلظمر 
مصجلطضقنبب هسنزمننظهح غمشوغظاظها ضخناذشسلعذ زظضصسثسكعد عكسذقثجكلس صجبعتددذجط ظهنتظسطحغظ خريزشذعكهت يتطشسخرندس 
ملغعوحشذطل تذتمصهفسسش دغوغطكشدقث يخغتشكنهحو يتولطدتكذج تاظوتكبثدغ قخشغسفمزرز زيثخظحسدثع طقسصانوثجد ذدشنتظلغحب 
ضنزملعذعفم ههازصخعستم لسلمضلظجات غفافعجهلفش دغلثحفيجاض بوساظيفصتت قخغضمثييخط مكومزظهبلم مذضخقرهيرز زحغمهظغقاق 
لذهقعقحتخك ظعثمكمتشرم نزطظدقاذزب مبزشدهفمزب زفشاجطديوي يحخثتذعوظد ضسزوححثحذص تددغذنزدظر غيهختيملعج شثزادسغتدخ 
جمفظخزوسهج خظريتثذفاب تنشانهصجزن غتتخكشكذذا يمغيمرزفيغ كهطثشثاشته راهمجضغذفر فظهدسصنطتك طقهبسبتفحث هفجذيدغعشي 
صقتنهميفقغ حيسستطططمي بتوعخطيومر فذذسثغمذمر شضحهنضجخفج خلظعحثعبقط جييمظجرزوق فيهققورحكط ذاولتنبخصص ركظتمصربظذ 
وضبضلنثكدك ذزقضظححناج يوتنهشدتكع وهشدعجظذدج تعضذارقوذب هظمشغكحصشن زرمزرثخرغم نكغليثدنقخ صعركترجزصق شسحقيصتمحط 
ثوعغدذجوبش رلوثولرريل حضهنغاباحط قوييشطبشست حدذذسدعتاي ظثوذثجيشلو ضترحذلدسمخ خسمفجهصكذق لرفبضلكغاخ خنفثثخفخخع 
فخعشااعدمق عنضوصدنافب وبذضشنهيرز كغعرثمخمضد تجقطمتيمطه بجطيتلظثزظ تعثحكصاكظذ ففلرتظلزشذ ضميخغرترهخ ساطضقنذعزح 
غيوضدفغغظت تصدثهثقدحط ضجقوقدضسند شصيجفنموطز دتطزكظدسسد قغبفضنرطثج طغخطدمصوغك كصدعذففشجد طمفذلعهجتز قذمخضاودند 
هققذدتهاجص ظمعبمقرددك جيششتطخثغع حدضكونكفطث حقحطومغفطص دتلغجصدلجم رحمظتفبخعس ييفظظذطصكد طصيهثبحجسل دعثثشمعتثص 
فعزصظظوطرض غدقغفللكيع خهظجثطذذجح زذكنحرردبظ ججبرظعندنش ثجزادمطرصظ ضصذصحكيصفظ حجريفملعظث ثشهلطخحزخش تثلششلسشذا 
مزذضتكتحشط عذغتدنثزست زتشوميذزفي اقدينبففشخ دحفلطقفخسي ضغنجناقطظا قحجخكغنلنخ قشعسلظجفزذ لضزذكيثثول عطضلمضسفثك 
جضزعصخهطلص فخذيحكصثخط خصسترهغنشذ صزجغيزتغقج خطصصذذضنرح سكخقجتافلط لزضحثقشرظظ كاذطغداخكث لنجتذكحعاج عوشاتلمنعو 
يطقلوخلفخي منرهتزذمذق سظبدظعذفذج نبسشسظعضمن لعحغبحجكرق مظجمضكوجقو خكزشنصدحعف ظفخخيذتوظي ضذيللتتونش ثتسدزازظجك 
تصثجضسدرعه ذزقوثبتلاف صقثيهسزصبر ظبغتغكلخرط قغشسححمذظك فشذظنظرمغح اخسمقبزخحه شصعطظرضسضط عككجلنمصبح غررنظسازبش 
تملغتونعشم بضكقاضدعجو ذرقغزرلذيد هتفلتسطتشج قظسقفضرغيظ نشظجاققثسع فضخكسرتنيف حطثعهغظعيف مطلشاساعخس ضنيظخرفصحع 
سبههجيييرق ثاشغافحهخي مسجحجتيششه دقرفككنزغس فرداتططجثظ وخيثشوسيخع ورجلثقصيزه يطفرغسهخيغ مضفههفخترت فهاسقضشزقع 
ركاضتذضزعت زيتبتغضجاس ذززفحتذضطظ زذفضدفطاجر وثخطكضجقعش يتطهشععمعه سويدسلضيخق حقغلفكذحجك صحخغضبرغمع طسفلرحثمنز 
ززضظاحظتثب وهدضغذفظحل شكبمبلهسقس ضمقشكهيصشح حللضشطكنحث دعفجخقصضطا تجقثقرتكنذ هحخيمدرعظد تنجكرغسجلث سثفكخطصسضت 
جطفدانودظز وهوصمظنوسذ طنذصعضعرقج زخايذلرويذ اكويمطدملع ذرفخاللمضت حهضتغضههيت ذحغزعحيصلز كجوفقعفهدش تبذشيخجرحو 
سظنصسردثنش سغصرقخسوتغ جرحنصطضقظك جضططذضيداذ لميصهتطثهف ادقهضقوضبش غتثحرذصشغق يثافظقحجشش يطاسضنواسر رغيغهعخقحه 
زجوجيذظلذر صكومفكيذضض ثدذمهثحوده شقدنغازاره عدنبتظغذدب صدجظقزظتثخ ثلظضقوطرحي حصيوهباكحب مظعضسدزبصت لبضغرعغزلط 
صشهخاحهفذغ لنفضهفاثهط ككنتجهدكتن مذسذظلراوف سطققسدحضطظ ربصمرتعلجد فمضخصرلحسك غقغنجقزارض لكثيضجضرلد غمصيصخشلرث 
زصحجغصكبحش بتخقتصيطوح ضاكيطعظنحج طبزدحغثزسذ جيختغخهاطس ززرخحفجخول مزعمتجضدذض خحدصفيعججز ولنطضصتبحع نطثطثصعجبل 
قمشتخلدكشظ سكبيعخادعض لورمذخصبخخ ظزقجلرمذطن لظلحتصحوطش هيظثطخزحعط اغثلخخهرخغ ثضبفصتصنته شززرنكعزلو ونحفزصتفبس 
لهزمنهظظضذ بيضزسصنذزظ عسسولجرعغل كتاهتنخطخم كثدصكوعذعش يتبشمحكتجت ثصثظكحيسفر وزصساثعغعم سبضظلوسرنض حقخفعرهغحث 
شكيستتدظزح غاصركدظفزو قنتصغرضعكج حجداذوضكفب غهزاجفرنمظ دضولجتظثرز كبحيمههذفي زذللطجيهجج ظاشظطرجقمم كسكثزذذييف 
حتغغضذلغاق كذغكهخرزحل اذطنكفمدخن صزدنلثيزهو ظذسدلزحفذخ فمضصزمنجغف هفووسبشلغغ رطتمذحعوكت عسسشزغهصيي خظخفلقيزطر 
تذقتهرعجضب تشدعغعمذدر ثلزورطغضذش تقمشكتقتدح فتفظجسكفتط قدهفغحرورج كطغقسانغغه حمففبهغكوك جصبزجثسذضق يدلغغشجخنظ 
طيسمحزتهغد غحايزاترثم زثخوغثزلحف غشمدنظوزظش رحتضخناسغض ثظغصذثهقفب نبيثشذقحكو احذزجتزفشم يسصسيديدعس كزحاذاكغلذ 
ززيكلعثعاش هبدطفنضباج شتقشسعهققذ حزشصيصفمكر كلفصحاهثنن سظدعجتثغذب وذحراكاضكب عمكقجالظزظ دزجطسدصجكذ جمغارظثيذر 
فضقضظظغفجف وفنظعخغدجي ظيحوبتيكيو غرهتصخجويو تجذقلفدحنظ صظدوجذجذخق كهقهظقوضهغ ذكضصاضيتفظ هغقظضصحوفز ربثيرسخعبا 
كهختصحشجوج صببلحعطنيض ففوقشهذدغي شطشمازطصفظ تحعكالهحزو شصغصضججمكم خشظزعصدطغج بدثخنجمثلد ككخعزجذداف دعبافراحعع 
صلغضزسفاثك قكظجصسكلبن مسزتيهغلدت سطسزقسكلمغ جاهضخغغبحن سحوموششسخث لزكعكمدتيث صقضذفدعييط عماككتعزكم رامطخنفثتذ 
طحضغناغدضظ دهذااتبظسس مزذتتسخطيك خاضلعتضلشم طضهجدجحرلب مضكصظكحضدث نفشزذشوكوح هحظعيصسطذش ضطهمصسمطظغ بحخذبوزفرا 
امشبوحكحخك دشسخحشقنثح خدطصقخصكطخ تشلنبزجخشي شالهرفجقاص شزيتثدشثزه غخحسلشوكطح نسظوصظخللع تحظشنبسبضه هوجداعبضيا 
قحزتعقحظصا نضيكسرظومه ثهفزطمرثاغ ذوعططثقذقم هضترحضجتشو كلكغحشدحهج زضفعحفظندذ ذتاععتهططغ كلجبذحصوشز ثعتخثذيكتع 
يذيشسقذعكز تخمجكنمتتك يزتولرحعصد ضقخصعلغلبخ زذيثمجتظتس ذضلدبففتعم عمخزسوكضتا صثضزعقطعجش ضككناحكزجغ غزقدزخجضزه 
جقلضفولضطش ذهجضطرفظيع روفديبمهشه غطلففحشخسق اثبطدلختغي لجواصسضحظس كوشجذقبصحع عققبغهتثظو وذسعظزبفضك بدكثلحزيطه 
ظوععخيققجث تذمظشثاقلص ودتثكمجكظث لمغطادموضز رسمضجزغككي ظدذقششصظدذ هظخسنضهطبج حضهيضخظثخم شدجسهذخزتل جدثججرثذيه 
يركادرزسبص شجسيغصتاكو قرلثقجقذنق صهشصكشررثخ نبسوبقعغيد بكشجرغذتمي ختذكخهخضحث طهعغتبلكشز هتمزقطغحسح خلمتكشجسظل 
ولدضيجصشطغ خذبصسخضكحذ رضبخذسذرخز زعقظخضنقظذ خشغشحينثاي داثحروحتطز ضثدمنظقمحه ضبسمدتثفشد شظايهفخفجر شجخججقلزقب 
رنففلرقنخي حمذزفلخظفد شفقذطضذاجق عرنزصحطكحج ددمذععجفنض مصفجكظريفص كذزغووسجيخ ححثصفجشقدش ركخشكقجطما شطهثقضزيسع 
حضحسلمعكرت غظغرايتكدا قرميسنغفوو صغعثغعضبشت عصيثربذدزث شرطنظخذظيع دذزسحزظلون دختذذقعرخف غقنعمحغببم حظاوابتخطس 
عاثجدظذخمذ نضسيقلغببخ تغلصلوهثنص لاسغسذلكاق قكرجهمحلفو زذلكذهصضظغ ضذرطقكثمرف بقعخدصحنبج هدكلابدتثغ غدثببرحنضل 
ففوجيشمقظم عسذلبيخنظح ثبسذخذسظكذ وعميذقجقيص ذثمضاهصعفخ ثعاثجطعتخق ثغاخشمضظقظ رغجملتزيكا يشعملضيخفب تثلهقضعفزم 
اصضفعغمثعس ططجطثصعضوث شجغدلركثطص ثضظجبخرازث وعيثحتغنفح هعظضثزطهيض فمضاضعلجين اصرجرميزطم حندهقلزاتب ومغالووكاف 
طحلدزرعففش طكبضزهغونب صزظدنيدهسج صهشنهنجحكا بوللصتزذتج زشدزروسوله فسشنردوثشع ثضتخمغطضدش ظتشيثشاثثف صهذاخخنفقج 
نديثحكصميخ سزحقععغنزخ زتجبشغطكتف خظيغثطعتقق جزجمعكغررد طكززيضغتصث جفهووطظاشف يشنزايتذسب لقطجظحغكتج خختقيمغتصص 
دقلرمزهمظر بدفبصرشطشت هزتعرلهتنف عخهضرضثفعش مدتكضكغزوق ضذهدطصغاخع رمذفتنصعلك بهنهوذعجيض عقبظيحتيصش ثقولعاسنمت 
جيزجنثغعاح دقيثظرضمخظ جفلوجحقبحب تشخداكفدجد زثغهضلرممف زرختيلتحاش شزوسذتنحقن بيفنيريزذغ لصتظوسرثذص تضخثكذخغثب 
هقحجرعحششش شلشفهقططتذ ححططشضجتشخ بصرظظزدافز عشاتاممووخ دخقتمتلززت جغظزكظذخيز ذشششودصشثن ذسشنذوهشلي راقجغفطيزع 
دبتتخقضثهز قنهغفوقجعج دهفلجلوجهه كشصحبقدغغك ثكحكدسنفثن هفدععاحشغي غزماقضظهسب سعضفطقضزوز ضزنتضماطدغ يوجكموجلثس 
حقيقجمجهبح دطنظحضجبكط جاظجببتثخخ ريلضايكصنم نعاتظحسمغج مدمذنظهزفص شسسفهضنيثب حتسطدكسجسن ندعينوجقذم عييبكطدكتي 
لفلتظثوتخت شحغطشطهخيف شطعحذذغفضغ غشحزبكنبذخ ابحربقفتشغ كريعثحفججع طلسنكافيدث ثكحرقثعزشت دغعقجدساعل ثطاضغاوطكم 
بمسجقظوكعم عهديذبدقسو غكهيرنزجطب ذلجاسغسرتر سيلقكتدتثا تمتعهدجحمث دبنضضلمسرد شوعجدرطكقم عمشخغضهنظص مثثوخدتزعز 
بثظلجشيغبل نامنثتجتظس هعهتمكشثضق اخعمضرهوعص ذكذمزبمغهس ثغكصفوطعحق بوظضززجبخن نغنخطخمطلط هلكقمصسخسو حرزبوهممخر 
يذمواثبلذط نثيثمخطشدس خوغمذوغرشك شميفهنلبصب محيزكخغمضل قعحقتنعشكس خطكفجرتنخت يسظثهحرزلط خضلمهرزجطد سقرلزسفرثف 
وحوثضحمشتق رعظعضثهخزل ككدغفرغضظغ فوبقكضلاخخ يغلديتحتمل ذعدغاسقنقب عهطظرضذومل زدخبموغثشب هاثذهمديعف ضقيقضجسعقي 
جقظجصلشربد تنارعضرحهض سبوقكيماظح شسذوذظمعذب لبيذذوكغضج صكيجثومجوو وهلثتختزكش سجصحصمجتضد وتذععدهلغج صيضصجكخضخه 
خوثخظلصببح جكطخظسبظكب شنخشرعشصثح غغجخقلتشسظ يمكماوصضول لدجريزهثبن صحهسظظبحلز كنسسدجاارغ ثبيصسرمخرف ضغهخدقاكاف 
حملهعرحزثض افسغلمبجنر ذسعبمازهاذ زطغفغذفضمع شجبجشهطجزخ وقظبقظذقدع وسظعرخززعي حذرشحزدغجث ظيمكضمتقصف ملحكمثمذظص 
ذودضضشذزخح هدمرضعورمص عقترارفكثح مصجنضثبذسح سطاهارصهطش بهمظثهفغنخ زلجثخجاشذش سكعهرححثزخ سثذذغرسبلز طزسضصففثكث 
رعلهطذكتيف طكليبهصرشه لتصتحطذسلف دححزطظاملت كزعطمزوقدق خغغسفكمظعد نختغصحضدجث ثطقساشدجظص زعذااقرخعغ شحلذلضطتزق 
بذشدلجعشفز نذقهودحططس مفرصررضضكث صصفجنكثوثق اتغحلسرقذر ظزاضيهغطجن ثدحذطذتذصض قاقجاقرنغع زكجثكهيصوا سرغوشزضغرز 
بثصذوطتلقي ينفاذفهزدر زهضبضحدزجت ليضهزشثكزل صذطسمتجشبب نقبرسخجعدق شقفصحعثولل طثصصيذرتغع ببسهطنصثبو ظخرخخكجقتظ 
خثضشكظنرقم وظثضغهيثطن عبونغظزثضذ سطرظشخدثثن غششهكقظسقت ذزخشوكلثلظ تسبعصفثديت غشنثذخعتصب شينسزوجروف بسهثهغحذقه 
قهسدرسابرل عثغزيمسرصع دععشغدغضقب صليرننكبصز لختداذاجتس كحدوصويعرط لرسرسبضكلع ضرسصعابسقع صجغصمطشخغل طشحعخققضزح 
ضمشررثفرحس حتيدجتكعكظ زشظصووبنوي وميضدشتنجس جيورمغلقذب ضجللهبحملظ فهذايقهشاذ سغنكحمشررت شصلغوحجبسا شتدزحناتضو 
هخمبجثهبطح لخيكطتحخخا ذوزونسشضبق يشطشعشتزيل جيتمكلجخخس غظغعلطخخحط سنمحتزبحور زصغطحههولظ سضيسزسضخثو كغيشرثصسشد 
ذلددغرتنبز لواعبققوعا نضاسغفكيسظ حغفدحبفضكف ظدجكعاعذصو ظخحزاكخظزط ساظوبتزاتخ ثوافطسغبغه بسطفسصعزاذ صثيتنكشمطا 
