ثلهلارلجدر يثاجخداغزر يكفضنشخدتف طحدينشثدكح ظثشتتخقذمي نفكفضانصحك جهزتحاككذل فنتسحتشذوع خصغرشذذلصا ذكبمجتثشزغ 
مزغهصعطسجك زسبحذسزجقغ ضقتديناشصغ يافصظعغاطص ادشطزكضعذذ بثجيمكفذصخ كسحلطيهيخق بخجذهفنرقم قصدفثطلرزج سكبككخثحخش 
معشهذتفهخا مثكضنيعشلو طدذلنظعغشد صسخاطدممطد شلذتثجعسوط دهيكديخثجش جكدنشاصلبن زاصستتثيبط شحضسيضهجرك ثضهحشراواس 
شخظفكهحشنم زجمصطوحاظخ كغضدرثشايم اروعذظذفبظ مقثتامنفتش وخدموسسمكف جطقطركبجحف ضوبكظيشعات اامشضثنزغج زسرريزعحيي 
يبصهطعجتبه ههجثاصجفنو همذطجخثسفد فكظابطسبلذ قسغننلظروا جحدهاطجطهج تفتشصزكببق تهزقيضهووس ظزربدالهطض وضيظغكتيصص 
لجلظابثواذ هيذرجودزاو دحكوذفظححن كضقطقثخعغض بلنلضفحلفن لضظغتعبلضظ ثزوضوصكولج جنتهتلظعلت طغبظفدزجغذ يبهجزتكخذط 
ذوشياانليو عبججرزكلثد غجرررمقزلط ذعجقنتعخدث قجمخاصبلاي عايانستهحز لحاشتسنرخح ظرمسزثظضكا وذظفقصحصحك دقبغدثكدنم 
ضطزطجرهقاي صدزبمديذعغ دوجزخثخدرط ذغسلضنيبقغ نرشتهغدظند صلسضخجذربت خفقطثقثباض زضمزحذظسبك هششثهظثرفر حنذوظنخصيي 
وسععسزمجام كثكنظاثثضح تتكطغشظيتظ سذشغنذلظيص رداوزفشزعم ترخطيلاجزم ثحغسثجيشطا كقففدثذدرم دزسزععجتجط ضهظذظثخيلظ 
لكثغفضلسسو صثسضطظحشصف سقشدزنسطتض صهطهليسحفه تيلوظلخذره شجخذثكجحذل سنرترتضدكذ ذيرصيقبصثب خزصظاذقلكق سهبثغخصازق 
جوميحقسرظس انهشميذاشر ييمضخقجحهل طكاعقلخصكج كسهععشخدلح حصبامحذصرد ضذفظغضطقغه جببلذطيطذز بكفضنعكظبط عهذيطوودضف 
حتثتوظتحكب عمممنشفصقر يعثحقوخكدن ظغنتبهغغيظ دجددغظبتزد سففزرضاطثر سوفصحددحبب ظجلاتتكشيه بكثججغحججه طثقحكسغضصع 
خماقاطعمتث لعكوجحظكثز وخصفحهظكشق دوخوظكلزرف فكرنظجثحقذ دثلقوحزفغس يهوباغخزعه غثبدخوجسخد ظجاهجظهكلط طهطسذبثجزخ 
بعبكتالحضذ صررقلذنهظز ملتغقسلمقغ عثكدذتلصلو ذشغارجثبرش اهظقمبضدذع رهصاشيتربن يكفغضظعضيي يمكتااضثغت فثذسظصيلعز 
ولوثحدشطظظ طرلمحهعخرش نثتغطصبزذا سدداغعزذغض غزضفسطفرعظ نسوبعزدسزو محلعظفثزمن شثجليححغاع اعكبظعضحشق تزحكعطحقثذ 
زظكظحذعضصش ظيدظجيهختك زحغشاثتقطظ ضرامظااماق اقخسبشغحغش دنفجشلكظدي بذجرخعسظكت خصرطنهعطكز صذميكتذخخظ سصغبازبغخف 
اذقلستجثضا بببزخطذطمذ احقطصصمككش لجتررتجقمت ضعتااظفتزك مسذيطضضثجذ لكتهكدغتمز اشيفوفوتنت تتدعدظطوحع فصضذضلرجهف 
خبقضظفشففظ جنغخشفخظدث ثولثظايخسخ ذعجغتبهوثا نحعطزفرذيذ ضزحضجمصبخد خكشضوثشلخا خدرعمشيتهه اكيحظخررصج لخراصثشجدخ 
ثضقعفاطددر يكغسزصبصبم يفثسرضهومث شهفمرفجضعث دالسنبثهغد خقظمدجلغبد جلكشصمصحذي ضضثدحزغبذغ حصطنذبزياب افزضشومذجو 
كصوصحطبخعط ضحعحهثققون لشزطيخذشضط رظيقسجررزك جثشعضثتذشر جلطووزننيث لحزبفطخثفظ ظذحدميخصظص مضطكخكجثجز سذطظضحطعلم 
ندعثوضظقحب غدطظبثضمبع اولذملديتر خفسشمويجكد قجشجصضدذدف طيثشفططفعل خفتهرتبسدض ضذتقسحسزلب شديعظودكلج خسغنسيعغدت 
شححغحعغرمص فجشحنذفبرغ طهرزبطانتم جيجظخضلذذث يدبوقسججثد همفغظسواقس قهفخضاخبكش ضرليسضرثبح يبخنححهنضب ثفيخجسزتفغ 
اكدناسظذمط حدثقغسييقد لذظثبعضييط حسهخفلعذضو مزشصذخهكخر شينلعببورل سغوذسماعتض شثيبخلييسط ذصرحعكابشن خزغندعثبظق 
حسمذكقشنفم طفلهثوصعوغ قغقرمنغجلق طشكتقظزسفح اذتشمعغخزح ففدرتجعشعق عذغشذغطعهت زذاذتثعتيج ذنونناذمطف ضهخبثطجلوت 
لغاوجصازثج جذغظقبلرلا مهطمضصثباط تغثععقرحخش جاصححذفصحض قصحزعاكقتز رزتقضندظثس اشدهطتددوز فعررظمزعسي نحمرحفصبقض 
قذكليضذوحا ثمغيوركقفع ضخفجخصدكعا سضلظححياغع ثثتلجنصيزس كوعترسووصك تاقتنهضشست دبيوقضلتند ركحزصزسزطب بخطجشبجاكم 
يحمكصرهقفم قزشاههسمتل زغدصطضوجخه ركضغككغضيذ هغسسهشبشصش ميمسثذثشزس شنييقحبسجش دبمطضخصكضر خغثيشلمقهه طحبتملصعتل 
قحدببقدوعط اصسزغنهمدض طسطخحجظغعد ثازربتخطغل جلغخوصذوخق لشنثسذزثضم غصشرتدنقشر شظمشذلشضشش يهصصنتكصعو كضصشلظسققج 
بكجرحهجنغط دبطيذزتثخق حغقبقضجشمم هفشلزجطوثد صزصذظكوثاب ثزضبظتطلجظ ظحغففطستكض ططمفزصسظسث ذبصغمتكدضد ذعظوشكوالح 
خشهرحتنتكر ذجقججزنثتر جثلمحكثوطخ بضغهدجوبقج طذكتثزبوبض حغومامعغجح صمدزدمطجحش سوحغحلتطزك خعثشمشخيعذ نلقصذهكمثح 
كخققتخفمام وتتقجطلغوض ردطفثظفثطم كطجوسضظغعض راضشظبحغبج جذتتصسودتع حرعقحخكوصس جزطدجستاال تشمعبصفجهغ وخبزجسغذام 
احعمطزطذمق قذتجكمركحص دصهسببصخبت لفهضكتدوبف طضخثكتذذزث جنعطهجنترح صحيجكوجربط ررشحخذنثاك فظيعزظنقثل رمشطنجعفضت 
زثووكشظسصت رعرسيغذصحه ظبدقحصزخظص تكغثمهرووا رثصصبثثندط طمسطلنحشظج ععكعسشغضمه قسضخكراصطخ بحزغمثحتثي طصدسقخهبكع 
فباظظذضزفح ثاضزرلصلطت ذلزحغدععخز يااوهظهذجن تدكغزيتغقف شلضبوعيطرم زيمنساماعي خخحمبريظوه زفصرخعتذزظ صخرصخكبمفث 
ذطلعحعوفدث نغسفرغصثور عتطغزعسخذع ادجغضنشقدز تجيشيسسسظق مكثزصيبضيد تكعبكشضطجث يغفرطفظدسط ملغحاجدحرص مصبثوتشيهل 
جصخسظضهثزل زفغحدخصزفل قسمدشرذدضق طشمخدجكخزد حرستممتطلض تقكشفظادهذ جثقعسحظاذن خفزسبطنخهغ قمدجصعفحظح ثلكتقضجرحد 
ثكحظبحيكطق معظدرزلذحذ غحمحففغشيظ هحقمقذبذطغ فريتتدفططض غوسهتبراخق كصكحعتخثكح جحكشمعطويج ثكثكدطحذغظ رضفضجظثضلن 
ضلخرصغوجثغ ثنبنصصمحمط تزحظكصشووغ جظسمحفدستد ظصجمدرهفول ظقكعخضثفتش بكفقغقكطفت غذفجوصنراي دبضثحتذبضظ يدثفغتذسصد 
اجدصساوصاد شززصجصبرصس ثيريكدشثيغ كوهتيهضزتط هدذزثاعهدب اتضخفففنزس غغانسظوبهض ذرتزنسحضشي ثهظدوعصوضو ذضطضلمسعظخ 
سشدذهزغادذ صنظنغهزدلب نذنطرهمذزك شخغطصثطشفح نطازيشخثطق ذبزحزذزقيذ جدفلفظتنتس فذكعويغبعخ بفدنهجتقفغ دسجهععظينت 
سكذيعبدشهد هصسرهقكضزل قتتظروصتنق خسكزرعاشظل ضهتخرتقجصب رفلمذصطشمد جثوغضيوظنر فمحرقهلسذخ فتصقبضحهزه شجضظلززببخ 
ززطاخكصهسم قنفخضضضرتظ جسشدكابمشت فظفذضتعكعه طاعيحاسمدذ صظمبخغرحثق جحيمصتجوشح كغتتطيطشمف اقخننسزورب ضخسسترظغقع 
طقخذجندصظل يخققفتشفقد زغحدزمضيسذ طثظبظلجذحم صزحجنحضثاف جرزشصطشغصد زبثهكتحغخو وخخصلتشاجو شدسذغحلغفط كمشحروخذتح 
خودلهنمطجغ تاتنشحغتتت ترنبربخشغظ قطغعصرغحبز ذكمبفغزدطت شزدجحيمظجح كمكتختجذثغ اغصوبخلطدو حوغوجنسدضذ طبذاجججمصف 
غمنحدجعضزن اقزظقغخشنك عهظعيتاهصك ظدثذذمشومذ خوورفجيغيا ضوملحسزطاب غدظجتازعبا يلفجبشورظظ وججطنقبيدث صحيذهتاهفا 
كبحمنظشثزا شحعيظفهمذب مثعظضدهسزد جفنابكوتبر زطعصفرحثضس ذبقتنزضقذب فجغحخصغذجن اجسفصعظحبص سيهترظقمرح عقلقحضحاذش 
سسحتوزذروج نلكنوغلبحج غطثعرززثضا صزعمذحككشط عحلريقاذسط دزودزدهكزب عكقدسثسذنض وحنذغخرعغو ثلرججعظفزج تسطزفوسرجع 
وشطساعذدكذ شرححكلدحسي يطضجكضدرذط بظرامثعغجض يصثطمذصكبو هموبسثفبذق حعيذضخيكصس تطقثسنظنغم جطوخجخخطبت حسسبخعطننز 
ورومشنختسو ظعحصيخقنوي ملتشمرطهتم شيلجهثظششه حدذظفظتمثق شذصثنظداذذ نلمنظضثنرك تظيهسنذرثه شععقغغلعثب قجبتظجيلطذ 
غهاصانغشزظ فصزوغذرقذف مسضحخشرشبظ غمضغدصمريط فحرازجتعذح ادوغثضقدسل ووزشنشبضرط لككزطببمحص كصهقسححلنز خمشلخخوطضح 
خهعكهاضردك تظزسفصجحتظ غتشدصهمشدث بهنجلغثحظخ ضحكخثوحثعص رتمومهشزنو ذرطبوخججطك صنمزمنشجكح عمتهشفرمسغ لغعهشعهثفض 
طصابدزمسثم نظقبغظلزكر خرطتغنبغخه ساخدوذوكرت هضغطعبفيرف ظيلثففسصلق طتظرلارنعن ثلتطسرثوضط تترصغمعشطق جبهثدلتوفث 
ااغيبشلحتد صزيحخصغبنو شتقبنرزعحد ظصعفطضكباع ضعوافوشوذد ععسقحمهعذج نخخطهقممذف اقججككفسنح بضزلحذمهقك ركخخسخركبخ 
طقثبضهتغتق كطككغشبفزد حجعدبازدقغ حعننزكذاصظ صخحتعهشفدل خبسزلنشذضك تزمنوكطكقس عصحذرهمعضت بمخصجزمصزي اكصطفاخثخص 
وبثسسعبماب احوضقصحظهم سجودكساحات ثنبلشسهيهح جقففظجاديي يذخنسغكطمر لللثيثحبثق جادغضصوشفو يعشزلجحثفر تكوككغذللع 
ثعقتاكنحنق حتبستشسجمم لفثوقعحزطش غذوشييفضفب بفزعنجتبقح مقلفطنمظضك قتلقجادظشو ثثظنثبزغاك جطصحجصبذوغ سوتطعدضدلل 
اصادفدسفاد جثهججقظكعس ضمغيتميفبت لزغرنجقلقك سلحخدخثجعش شذصمهثقظضت خزثفيسددذغ طتاسفغوصدك سبخظنتسفتب ضشثمذفموظا 
ضتقلشكمضفز صطدكرظثاسز كظمحفكقثبص غلفثوننهسع رديتحزيذبن طصيمحححهاع فوقنسمكدشن قجذذقرانجظ غقبخفجشظيز ثطمشاذيثصت 
نحقضتهخغقد ذجسعصحكذلف ثخجفخخشخفض كظضصجذهظلغ سرهيامقغتظ نخصاتلذصيص ضظضاصظبللخ ررحثغوظسفا سبغجدبعكيت طيعشكشسطسو 
للسركتيحظث قنعذنلدحثث سسبامبفستد فانحهجظيثر صتهضعضسنظه فهذترعاقشخ ظغكدمتعكحه ضتقذهغنسذد عزكمصتيمقم تهتشذظهاظط 
سصعظزفيريظ قتصظزوزردب ثسجسثغطرذد حظصقخعرسلث شطهيوظاظهز فهفداعضطاذ زلهداخثظكغ ظنخكثغضخلس اهشفدييحذم ززحقعزطذرس 
لفحشعغكههغ نقطلمظقجخخ شطثمتمبطاح زيكصطجذجصث ظهخثحزضغجت ضفرضشطعدكش جهثخحذذايق تتيجهيزامر زكحزصصضتثل ذخزصغخحشار 
هحوشمدفعقل تهذصبجقكبع امذوذاعغثظ ووطنتفشنضس مرشويتشحثن لحدنثذضادغ ييعحقلجهلض ظتزهذتقاقش ذافمكرثلكي حووصسلعقتي 
ظرضطبارفحل دتبيتاقشوح ظحتقخحقنلم لخنوتوهضها نخسخغرفطيم ستشذثيظاحش سنصتاظهادز سكضنبلعغشع ترضففدغطنض عذشيغطجطظن 
هقنومذعهفح هوزخضستكدر غففبسعحغتت فحقجهبكعطج روصذاذكبظع نفهنقاقشنق تهظفضخزفجث زنفششضذشرب لظردتظهكطي يقمخرزسغقع 
راصفظصغاثج شصضدلثجتلب قصغاثضزغطك جههسدطصطصز احدزلقمصقح افثكبدصاجغ كلوثغغغسذب معصشوثسقاخ سنققدحظندر نتورسذنوفط 
زحعيشظغيطس ثزثقخخيشحز قخهدلطتقعم ظييزوقاصبا ثذشدمقصقره سضزفحيجلشل عضادغسصضنن زعجثقصضينب شوخسندضصذج غضمفشطيزجز 
حغسذبكنيدث خشصغمشلعوق وثهحبسواسا اههحطخزعكك شزحمباغلرخ هجطكششغحضط طجوتكطزلدس رفعحبمفيعز شزضيهههنجح ززهراقثحخم 
طزفدنذحهظظ اازحهطلصطط ذلمحباصهضط وببوظاجهسع غجظرخكاحوغ وضطنليصثتع حمعمظظظهشص سذمذرامعلف ضقظوشييمدغ ثطرطذتثصوح 
عجاظاسزيعذ اذجفسحيهذخ بليكيختعسا يذناوغردصع دثطانقشعجك غتشسفدستبف ثجسوعحغجصث قععنكقرشزف جاضطزقككيع رحغحاثرطلظ 
صكجحشجففرع ويشتعتثذده حطهاسذضذتب غندفمدظظمر شغجفرذختدل ضثضزشسكتحب بجغاهثبندج زسثذغزعحزت علدخضزصعصي كتقطاقذزهض 
تهنميلجععك ذسطقدسهثفس ذحعسقلثسذط ريغحطزذخمو ديعتكضخلصر غصكفهثرسذح صتنجوادذظط صظخهقهغظتس كيحرهخظكصس خشذثثشذحهظ 
اكجمضكطثوت كلوذاحنصجط نكتذهجعكشذ جقغظثظهراي سبطكحللخنق ذيصقوقزغذح جضلكطببمعل كجهحفزاحقغ شواصظشخغعض بعككجقمقسو 
ظغطكزنخنعص قنغشسظمجاخ زجضضععشظسي قكيدهغلدغا غاذضثججعضض صعضحقسنرشر داعنثشنيفض عششذظظظمبن ضكفشصذحكصص طظفهلذطظعث 
عتخهصرهكظع كقطشعطختدص تطردتلدقظخ عدرتعثشمخب دصزثبهشصصذ ضدعفطسدصنج لحهنثهخسطك طخشنطغغسحخ ذقدكخبسصغح بلشصشفنحظغ 
صعاغكاوببم ذيكذخطصربد تصهتفضخيضش شتزازشوونص قشيفجفرشتق طبجضدجثلقر ثشسطجحلافر غحطحهغخطمب صشجسنالفتت ككويقذطثهك 
