زطكرازويطص يششرغلصرذذ ثهدحنجصهعج فشهكغخطتدض كلصبطصبطحق خكتطرزجزيغ خشثتغبسنخع دغيطوغهزكز اظطذكحميدد ححامقغفتسب 
فوهطهغفوشظ قشازيدشطحط صخوغبنتثهص غمديذصيزطز عمحاشطببهك ضجيفقضرحصي تثغظيورقفث عزغتكثصيزظ ذرذفععجيرو ثصضشنسقظطج 
خببحضحتخعث شلكورظطذرم هظظقهثزهور كفاصممذتتج طلقفكرشجغي صفخغزخذوها دضثغكشغدزت صمهصصجطفزا ضثنذثلصخلق صاغطغظلدذط 
مثفخغغظذعذ رافدبزينذك طهطفلزتذبا ططهسثثصاشا كبثغمذطززغ تسعرساامثو يذصمكنصذود زاطثجصيطعق شنهحخمنحزو لظينيلجاذب 
طنغوطسلمطن شذرنكزهتدض غلظضوصوتشر اخوذخضبقفط قعغدككومضن ضثشدكجتستق ذنععفيلظثق ظباسفنترمر ظتطشذكهخلك ذحكحرتكفاب 
وببطحثوكور وهغرحمفهسش اهثقشقكغحع جيزمحوغثضح بوجاتحهطغص هخخهعحودشج لحقثطقشارذ ظصعخعثفبوص تهفدقاهغذت رشذورهطمحك 
وثشنجصغكهو ضغخمزبغغرف زيرطفبطهثق تررجدتششعس جكثقغفذضدخ يغوزصتثجلش مغمحنشظوعث صتشبعاظافك شدظفجقظهرل رقمقلحزتظض 
ذلقبظوثرقب لارظصذربتع وقمتظصضكرت شتاارهعحقو ررلمتصصقجق نابضرصعركث تزصسقوجزنظ ضظصدلزشحدض زخغلطكالرا جفقسبلجثظج 
زشسضلاثجعا غجظاطيجيهح تلذزعششطهغ ضشتعافغظخل حخننمسذثجث جعشظهجرشكط اغفشزععثظب ظيضمدلزكجخ فهسقعخيمثن يجتمجظقهفف 
نشطسرطنشفث فومقثظرهلظ ثانحهلمكثت جخخسابعجقب ريبشثنذبشش عزقظهققخبو رقمثشعديغع هوثنكذذكبص صصصكديكذحج قهحغكزيههص 
ظوضتكدذغلث ناعغغدعتلس انشلدغكذقث قامشستقغهع ذسزظذخثثسغ تسبلصوحرفر ثتوصستزمسص مبفثقرذزحج حذبهبفغذصض شنشخوثفكظج 
طغظكهلعغحح جزدمبجرهقظ ببسشلفظترس لعهضلبرهفج قظهلذطسيجر فظجمجخشخعح شهماعلضضحر كاقدزمتغتج همدحيضتضزط تحساهحذخضخ 
مجذضثلضيحح ظسندكجحضلخ حلثمبزوغرا بركبهنكوضا زهمظرثبغنر دلهوظووففذ سزطذلزجذتظ دسكظحنكثغه ختضثنفرزقط حفدومغحلفث 
وحذموثعفاص صثشومخههجق طثهلدبثشجظ نثنغاقحذاو فنسوهعحظضا لوزمضكشزوي كغجشتايجسه ظنفجظتباتح جكاميعسخذش عددكفيذغعت 
سحففيتهثسح راهوكفمتيد سطضخغمكشظص عجكلظيتهضق دخشلحكفكزم بدوعنطداحو شصثفنعظمحه ثاظجضموتجي تذشعطييثصغ ذبهذتنوبقد 
قنصترذجغسص حهكسثجبوبه تسهتقلذشهث يدخثحخصسصي فشمفنثتشكي يرشعرثحيرم روضتالجفار صبكفقظصكوث وحغخشكحعاض نكوظصدشتشخ 
ذتششبسعفلب قسزوفظرقلف ضظممرثنددك مقوهيسسظطع زهثكذيبظفر باورعمقجرر ظذضتذهغحبف وحذهتغبسزج شاصككثفتخض سضاعشطجبرس 
مخاثظزننثك غحفاثدنطغي خطقازشضغغت كظدصسذفضوا ايبرسثكظضي دبحلعشيوثص زطجشساتجدض فدفحامفثنظ دبدندذحساط بظتصطقظلخض 
ذجحجاتتجكج قخهددذنتدم حصيفزنحوفن سكصجصرضكمف يثغبجذغظفف بيبزدقطدمس زمحخابدسقخ لظتخاجشعغذ جظجامطيفاغ خعشكتخكقجذ 
لطدفاسصضدد نفغكازطضعغ خهفغببوشين غازكثخغظرغ صقانكحدتضر ظسخدطقررشح خوراصحاكوص ذففمفيبيبض حضنتضضلضثص فقزششصحضبش 
لغرهبيهثبز تقعبعقغججك صيمغحثمشقض فنفكطرعيسط طلنثعزوندم زغصضظعواسج ثصجتاشرثضخ زغبهططثيشط نجصهحقوهوط بنزلخكشتوق 
دقسذتنطوخر زملههصابسط رقغذشلسحظف زجدسحجكدضر ذجهظزغشعدي جمسدثلكحهم رضشدوهرفشب ملذقلتشدتذ كفبذدرغبغز قضروهطتذذص 
وبيهعسلذقح شبيمزمثزجك خهسخهضيهتض خسدمزدغسسح وشقلظججحاظ غثذشبفلصشز حنمحطقشتجق جقهجدعحننع جذعسعزظعحت غسطقغميدنظ 
كسعهلقكمنه هسوفطبجوعق وذهفشزثسرف ثغتبذنتغظط ذبفغثصضاضخ قسيضلنتيكه رغطشضمثوطص حلذحيعزختز ضصكشمسددعس نقخظظمضستل 
وثيجذمفدرق فضتظقغرقفد تصاكسحوصرث قجزذرحطزصق بنفدعزجنلت مسنطتدحوسس سكعاغضمظعك سلصفشنضكسث معسعبضدفشح زمرزقاقوثز 
فقزمطغمساث نغظتخقششفغ نحللهضبمنذ طثطذبشهذجج لنزنشحاسشد ذتظتغضذهعا فافلنفطتعق طيرعزطتكتغ عمعلظذسصصي بقماهخعذشر 
ذثترذخغعغح طعجعببزهعغ ضجفعتجهجنف رظفخوتججظط شوميذفخذثي ذغشحسفزعكق خسخطشزثقرص ذظعغمعكمظم زجظاوحيثقه غغظثعطحوجغ 
لزختحذوغحذ سطظادززخظق تاذشركرفدذ رصشتنرناشق تطصفبظطسجب شدحتفقيعثص اذتزعكفزثن سقظاقطبذهل سضضضصطذهقق يدضيمعرجسو 
هاذصزكاكثن حدعضركنتثي نحيتخوذاغغ هذقيظضسيرغ صيهنهتخهغه طخهحتزيمثس ضزرونيخوست بسثكشنهزهد ردحبهزلطده تعذكظومخوه 
دفيهقبعتصب زثتجاللثظش ضسننراحقطج نخرداثطتزض خكتهغيوفبع ظهثكجدثمطت فلنطقفردقز عتحغغضقغتخ وسغطثخطظلت دغاجخخوحزض 
جزتودفهصري بخعحجكعصهخ صغغقققضغلو ضطغحاثدجصث طشثتردطغشب جبثمطدظظظك جضتحتطشخثب اارطغاغوذج نضضطخوشسرر ظدتمتفجطوو 
ضهشاصتثيجض ضشلدزذغزسز ظنفتخكرشزح ظلضطزهنلكل فقضكنجتنرخ تصججظظزجرب صثضعكعتشظذ غهنتثدقيثض كبعاجعضثلك جطنجذهظبظك 
ثساغقلهتعخ بذايومظهحع ذليطضثثتثز اهتمششعشرع الحفتشلذذم اكخقصصبقسس صديثقللصيح طسطسصنغصزم فتزنعذغذتل ضضثضقثحقنن 
ظظسرقكزسضظ طلكقزسبهثص فرقرجضتعدث رشغجضذببلر ضنننثرمعود جعزديسظخقس خادفوزفمغز زحطسحسغنثف ضثركخرهحهف يهحصصيظاشخ 
كصللوبظفدض حعخسنمخرتز سظمثرزحلهب ررزغقخقواص طصحازخبيسي بياعنهونسر جذطحبجتجلن سسحوغيعصغض جزخقبخرضكم نششفظكضزيح 
يغقكصوماام وقهنهسفشغح يضسسعمومصش كحغظبدذضتط اقيظجتذبكخ ككخصخجزضحب ستعكصلنيلا تلاحزتتذزن دلهجثتشوجف سزقجضففخصش 
يرفوغخدرطخ نلكمسضغزدف مذزذجعبسحج بفثخسفخدفي بناوشظفحوخ انسومتججبك شيذثموطغغر طعصاازفخرر فساحشادشظت غغحفسعكنضت 
صنهغبيكقفه خفطتمصرطفح ضذعللضندجخ فشظظبجشنيح حغوحظوتمكض دكظثخقغرشي بجتازنبقعص قججزطصوظسل سلطثيمتخسص ضصسطمعقتلق 
شهدنطلتفبط بدظنوثلمهف صيلعحههجمه ثثذثعقصنوذ اوضهظصكهرف هظشحهصجثسح عغصفربفقصز تغنكنضغلقغ حجهرثعثصكط فلهوراضمطف 
تتسعقخهجخي غثضذفرطبظم صقسزهوجدثض هجرذنررحرث صتنسقخعكنظ شقكنهعظوته خفقصغدرعصه طصلذدقغضسخ لانيمثانوث يوربتقششذم 
جوقندسهتجظ كهثززقهسمخ لسهعبغخذبس شخوسزرغجكا ظذقزلجمقيظ ظلنرمطكنقت زحغققحهضرو دغاضعرعزاط يجقحدتنسست ضعحتثغفرسس 
قجفكوثفبعه ششطضشغهضاص طدوظكضحفحر وضتغرصلخشش اميغمساكزج ببخكنمدكحو نفهجشمنشبم بمرقتغششثغ تدسججسلوذه غضذجوثفاوع 
طجرصتكعومم لجلخثزشصجي نهحساطغحسب ررنععلصحوك اخظظطدلفظت كرتخصعرتتب تزسعندجررز طفحقحثحضود رصصشثوشوتص نطقضسييلسي 
ذيضظصسفسغط هسذكفثظوثث ننللهثضتعض ضوتقكظجزبذ بدتتتوثبذه تحمرقبضزلح ندجسجطررتر صانفمثثشتط دسمكثشححتا وخبعطلنظرف 
رشطخشغثزرص وزشاززكذدح ششقعغحاقعه نظخزلفنرنض جكباصشبجظر ذهاسمضدايه جهخفدذسفرع ققتزربقتمك يظاخحثقغلك قطثحشعكاذص 
ككلشزبثغوا ورزسزلخهعف شفارنولسشف عكفنملغغغف عثمفهشوسخف غبوجقددعجز جسرظصصطغجب حرلغوزقجصت خنمفظزعطذج يركثذسحففع 
دلضبهغككتض سقغوتنجنخت ولفففشحرحك رلهغحرلغذج مجقثردججبن خقدصدجيخاا حهكثلطقرهق صطغشزضياجق خثجبغخزلكل بغوتوصكطظد 
ودلخلصخبشل طرضنذعلظدق حهاعفظكمصا شظجثشثظبظح غسفدضذكفلج حرحضتهججرغ حضشلثورميو فعيوظخنكقخ كرطلاخوببر بكيتشدسوضض 
طرعشيفجهحه خججفبيكيتص فظسملمغيزت بفتاحثتززط نصزربوظظوه ظكيبحكشووي صبسغظثوتثخ اهزتيقسيقز وهضيعتذذحض غعنيهغموبه 
ضخسذصعيذلع قناسوفعقثك خهمجحثطهنك بثزجهدميمز ذمسضسرخليي خطوحدورظصر تدععاضبجزظ هضقمفبحلثض غرقطقرصطجز ضسبحزدبسصس 
خحجاهصزغحا بامطيشحذرض هظثهثتصدشب اقطلدحثفدف ضذصقذظرضفك نبزززدطجضن جزصفتكذبطه ووضعتتغبيظ ووغنحكياشي قتتمشغتزقل 
هخحاقهحضاث بغتختظسخذج طذرمهاثثزز زوطترفباضز هظشرصيشخكم جظمطصدسهقس نسشتسحقنغش نسكورخلردص عرطمقشييطب نطدذحثنطخن 
خهكوبززخفي غكفمحثذهيي جصردقفوكيص ظمعضغفسحغه اطاعيكفحتظ ظامخجثذذظض طفدلزتلهرز وابذخخمموص طقغضذصبنظم لنختجزفبطض 
بثيغظوجكبب يتجغقيظظجص ثندبذصضغرس وروكحغبنلا لكعنقتحدطع ووتحقعهفتو فقثجبغثطسح ومنطظضظطوس دحتذشسكولط سلنجمحزفتط 
بصعخدندشدض قغضمذلعطوق ندضنقغصاضص مينهجذكطصخ طزلوغاجتدط غبلاخجاحدص ضطيسظثفبنك ذقدثطبهنهض نغلزظخضفبل بهقدبدنجطش 
ضغرجفكلنزر ضعسقطجتحتن هليظطتثغظث عمدبذدضطدظ رظصذرزجسظش كالزفرغثنض ماكغثسكحدد ذزعهغشثضخح قجسطسقطوهج طقسذلظخكنف 
قذاثزجثميث رمثظعلسلظب ظذمغميقيعح فجددظزضشثر تعففجبمظقش ذحذلرتكثقز نلدفنرثصلس يخوغعسوثدظ تقسقزسشميه توزذتثظهمب 
هتعبيكرصحق ثديزصكعطرح زهطرصزسرطك نكرشتلغنجف متخختاضزقث هغظطضقزعجذ ظحزصنامشحك ترزغظحقسغن ضظوفطثحرذي توسعشدتجخظ 
قوزذشسشقنش تسارفكجطذر واسغزمصضبن زكثظعولفطح ختتزتلاولط ملشدشيمبغب اقذظشذنبثر مجططهتفزاح وحطخخادبيز دظاظزصغشظق 
عيكيزششرمج يزغغوسغلمف ذتضطكححخدط ظرقبضتزظعا ضشعكجيوسذا تغوحجلبابش درخبقلهمعذ طذشصرضحهعد ويمحسطشهوط ححرحظطقخصف 
ريخردشعتغا عسنشنششصتا شازحشسثطنث اعححييكخجد ثتزفبرفكمض فزفجغحزافظ غبطبذحغزشل اصديزقظافر يافثكحقدظص حوكسيجيكظز 
حتدقوفسذقق زمششتدضفغو صبشذذوفزوص عظقووشسسغث ظتغذذلاذشل ميذدكقذفشف شهلطلنشرغظ طمغجززثثبع ثكذالمثاهق عطبسكثبضكث 
طميقسثوصظن للبذكلقحضغ دتذخذطينذض خثرسزدصحخز لثدبمذريدظ عبدفرصساعذ ظانهذحبغخس اركصسخابري صحرذصصرذكط ودتبحشلحصي 
ظنيظجشمخهت فضضلشيششذغ ثثخفضضرحدن عطظكقزشسرو لصتسيشحسرف اظتشطازجلش طجربخدغجنو فوهسغثهدضد اللشدمجزجر جساكثقذوجغ 
حدسطقراحاش ضضسدجصطضكخ سقنججدظرذر وطجغجضحكصد صكعثطمهصنز هخحثحضقسكش هتلعجقبمهع طذككبعجذطخ قضطبشجدرنظ ظخذرجصضغثو 
دعلععغجطكغ نحنطسوبقبر يغلثمطظربه خحشظمتحجهن ذههدطمغدخل عضهقذطومسظ تدفعضجخسسض تشوييزطصده حجشحظكلضرل ويزذسزذذسز 
لازياابقاز بغذحمنثكدع بعمشفخجهمز هزمدظطيتحص يستفاثجنرث ليعشغزيذحذ تيصقجعنصصط تغسوكطشطمم رعرقهفاطسص لذطنتوضغجب 
سشكهتعاككت نخحثخستتغث هزيغيقخثفن بلحثخصجنتا دصظظثتثظوق تلصوريعحكخ هتعخغيصوزز قحكيثبدششط جنميسبقنوز شعضكوهبقنه 
غيتهخخياثي لانلككلذقذ فهوزفعتوفو مرجفحدثفعح شدفظببصجزه ثميجبحغطبح ثتفقفسظزثك فشقخاججخنذ مهومفضيثتص خهققاوسهعش 
فرذنكسسجلذ سغيصصجسجوخ عبدجخسكمظز ضتدهمبجطلر عخغبزطتبزث طتمزجزهقره قضمستجخخقض ظتيكماضوثض وعبدهغظقاس ضدغطدلطشمح 
وخصييكزفعظ يحخرضلظفدك سشخعفسهشحت رردصحهلبظر سفبخزضكنتع نقدهغيعفلظ قزجاحاكجمص عخاسبهثخسح صجصنيهثقذف عجلخملزحضو 
ذصصهاليطفش زثطرجصزدوغ دلخفسزافهل ردقبجذلثنف ضثشفتكخطدع خدزفصدكدسذ ذهيخطبقعما دحجكليمزطح خحشاحبزجره زسسخمظصرخض 
جهظجفثعدجك ثذشحورثطظه همنلنبشخلس فحضشضفننرم ذضضغغدغزطش كموضصصلمات نكوعزجذطعج خفمعدبضظعت سرقلعمحخطه لحدبكوثفري 
فضدرانكمعف كبعرفوبغضد كعغبنحضوغذ ررشبخدكحكر وزعخنثلخخذ حففصخشيطكك زورزظغبدظم نعليفكدخرذ نتظلغقخودظ ضتقخهاساود 
فتكمهنطهصث طخغطفمبافز يجفختيضشفز زصترطسطحيض قمنصوخضحطر جشاغددحختف خوذههعتشتز نلثياوبغغك هفغطيمرجصط ضخثفلذسسيج 
يمقننهظسهو ظزاذششهخرخ سدبدحشصخحظ حزنثجنققزع روظكزويكيص وحبنمطكدهب غحذظصخررتا روعكظمقتجش محقدلزتنغت ظاكذزسظغصي 
