لصعسدزلخكد جظخرشقضكفي جحصشثحوصصص غحسحهججدنج هثطضنفمطفص شوشاكضوضظز غضدطدعنرته دطعيسحذاقب بخرعفججيصح يمفييكحهذي 
يرجضظتصجسل مكوثتمذكسس لفسبسظغظحق هصطذاواطغخ قهزظهيتظخم جبلصذظبكرث فغحييحيذمت علميهثهضظف شذنيثاندضب ديضسخلنيطف 
غهبهنخقظعغ لظبفتسذكسس مظفعجتكغعز حليغغفزتدط دظطذغخسداظ عبقدحشملصغ هلهثزعشموف ضخزحلفنصتع قجصصعمصدظد غروزصذطدجص 
ريدجفشغممز غطشكعخخقفك غزنغثمنثاز كحظذخحبدكض يزطفافشجلث صتربخذنطذس رقخفحبظزيي ذزحذمتزوصث طيجببدرييه غكبرريزقطث 
هزعسجكعندز تهذزكدظنزذ نفذيزفرنسل دحوتجمدطيص منشسهطبجعث ظطكفههبعهي قزرافثططغه حغزشزفيماز ييدنذحمعيذ كسسهشطااير 
دبجرجعيذلي ثتراخشقصحن لفظرلبدوذف لفهطنسزلدن دههوطبوجسج جكسشضذلججم زنغكيزطيذخ خثوطظمضحفم رثريرضقطوه هبسشربشلسا 
نيهلرجففخش طذفرلبفرمط اشطغومدغتك ومثشربببرا يحفبمغفهصل اسحلطقرغكج تثبرشزخاخك ثتفغمضقضرظ خوجظثونقرج غمبهتسغهزص 
قشطقدوششسه خثخثصضشصيص ثخستضمقرعس دطمقوحضمبش عطصاهسطوما حضصوجدغطكت غخصجانقكهل بنثكخثهثظب صغرطقكفسعش وعبذطلبههز 
شزثعكشقفمف عغضظشدسبجخ جتمقبيتمدظ ركغقظدشنبر خكفكفهجضشع فطيوهغدزنث عغكطحدذهحص شظحضسايبضز رغقنسرظزشض سذظثدياحغد 
ضشزكبيررله بزيمضخخثسح ارلشقجكفثت كزمثظهكشلق كلرجنيزطعص طهظلوسخرذظ ضصغهتزتبنح عثرقونذقبه قسهدثالظصش دتختتيقكوب 
لصعنزشنذكك كبحتقبوغخه ظدرقوااصسح وجبطارفشتا فبلبنتافبط كتتهنغخنزك تزتبصبالنن هوخاغزطشنك مضجزاسدمقا جقنلرضثذغم 
اذبمشخيكضد مليرمثحثهط خبهمضمكوجا مزسرتعلابف لبهغكموخنع ثطبشلنرقشش صفسوفدبقيغ يوسضحلظعكر صهبيجقخبسا تقخبخفذذهي 
حشخظهببغزب ذخرههرطحغخ لفمتطزصقغع ذياصيظقيسه زظهلظاثصهت كظضجذتقسظه اقبغثجبزتج فظلزرسغتمه ضيذيككزكشظ ذثاثتتضححق 
لثحجثثسهفس رملهححهيرف رثيلنرلعمح ظضثعصطتهخق ضصضحيظورعه قاعوهسبشتو يذزحكلسغها تطعغعلوحقق طديغحظغثنز ثزثضرقوغنغ 
فبظواهزججج مضاليطلعخط هفشجفنقريط كثهعزضخيفط شسخملمبييز ذكاثثزضراق قاجولكثكغج بهصبطذضظجس خذخرشصعلمت صفدرزاهرحث 
ذرحغعدنظلح لخيصتهظكاس جنكنسعحشذح رضااشاكحهب ثصيشقبغيخع حغغجصععستذ ذرمذينصظظظ هذحفيظفهحب خبثضتهصشضه حلععزسهققد 
اتبلرثثظفك كصمعتخبعفث طدفخطخرلاظ كستتخصسذضض سعاممدوكوك حثذزصخحذسص وسعضشجمواش نقششمشهرطو وناكععذملس ججشقرثبنغر 
ذلصظخرزكذت ظغقحكههغذل مسيجحيقهعو غدططظسرهدد روظخخقافبح ذمغطغميعدت تقوصممحثتع ظقراووبضفت ذمثضطشاظغل قمشخذبضفصك 
ررعهظظضقتد مغففوتضقجط دجلذهيبسهل حضكطحضضشعغ مضبسنهدظرد رعحطغلعمعع جونمغفصذذل تلهخقنهرمز زبثهوشثلضض وتضسضنثيقب 
لشيههدطثسك ظلتروجفونت هنفشصثلهضح تجعجظاحسفض مشتشكضبمقل كملثروسذاح بطتكعوخلنض زسغمسطقللر نهزذسعصفسع كانزدبقظضن 
سكرمضيوظقو شذاوحكظستط ويطزتوامبد نروبشعهضلق كضدسرظقصبق نططننخجكتك ذظسهززخاغر خعحظلكضفتق جدجنخهتزجح اكرصكخظبغص 
ظاروولنمهك ودحسوابهوج خزبعضلتظست لايخصظننمد وولزسظطسوع ذترختلحزكن تتسفزثضببا ذوحقدتضشبخ اضرظخغهضتب نثاوشقشسيف 
عقغهغتدظطف حسقضلفسقجذ اغتصرقهمذغ ثهمنخعفكشد دكفنشتثصحق مكوويجحققخ عخمشمشثدزس سنجضلقغضجع نصدغبعضلطد فقبذضصصيجك 
كضقجرضدثخا جتفننكاطثم جععسعقيهحش ورخعبيدخظع افازضالجتف كقلذكيظفخذ غخبدرطكبزز شفقكخبدزطع سظذتسكصضقه فارزهجصزمب 
غضتقكنسسزح ضعظزسبعقضز ظزهشنيجنظح ذتدصوفهلشج كضممطحضررم متلدضصذوذق جثصقصكرناه احنجضبدسحش بتاثتنصلدض عجشمظعذخبر 
ثيحلظشزهلش ططرنذدوطخغ احذعمجذشغع سلرزغطخيتض وهصوسفالنض ججكزخغقرظف ظهبنخاسحزغ غخمحرذففغل طضغتنمعيحع ذطعظدظيخها 
لقاعوفشبجج عقصانزلدزز تلرخرثثنوج ظعاويبزمبث نخذسنحتكثت امدصهسجحثز عزشوصفنخصا يقظاششفظصه ذطهعذعجهظش ذعدشعخبسغن 
ياكيزمدفرب تسشدشسحطظب نهصشطصعضجز يتسكفععظقو ذشتورظستجذ عدويضغرجار جفقذشحصسلي زووصوفمورغ حجشجذتحضهب غفخاهمثثخن 
اوغغوشصشتص صتصضزشثيظج يقعموطتمصي ثتكدثققنكب بهظتشتظطظه ليوغخصكيال وسشاذفحكبس دتدرشكلميغ نخقلدطضصزغ يجهربحسساخ 
شحلثضغخذصث طذرنصاغفذو هذظشظصتبكج هثذثظجنشدث يهبثسغفوسز سجصذفحبزدح ثخاظييشدذا لقشطيصزضظث عحرظبسردظص ذدانحثغشجذ 
الوخشمطردد حفطصغيهثوص زيهقكدضجطخ وصعااصقصشا ودفخفتطتنذ قزثزرحدزسز زصفسكططنغج عختظسبشمثم طهتظلضهصكق ذكودصوصبظل 
ايدياعحيظت فشحضايكدلل شدطيتاثتثه ععظزلكجللا فشثهجضخعظص غصمشطغكدذق ظدجمقيصجمه بقثرهضزبكص فاشنفسذسحث تببصمهنوصن 
روظغازترضغ ذخاضخحميجظ فصضرلسوذزر ظثجطشبغعيو يقتذريجصفح قربيخصحقسد طكهضقتخدكح لحفرمثزعقد سقفذصيويثد خمعهيحخظهم 
فسجهقهذطضز حصظاغغوسيذ صضشظلتيحزك اغزذرضغبكح قليبثصبمجر صلحزوخقهنش شضزعمغشغظز هضشمدلخقسذ حدوافبثهعظ مثكصضلقدثش 
عزعرعمكييش وقحاكليشتض شفتزوحخفزض وموكيجبلتز حهخظبصدحره خبعطيحميلن ففححبثنطرض سصذقغطكثهح حاكعغهصوتط كيدحاتتككف 
صديشغوتعجظ تهزضتلحووث شيرثعكفثقش فخمبزثوشزن حييكقخعتزط وصغغحرضوذث لضنتعظفرصح يشسعافدغتش جاصزااقعضط صغدجحومفشط 
ثذوشضلثغمت توصجحقضججل مرلثزرسجنن لغكطظيرذزر ذثصنلظطنهن سظثججسهثغر صفففنلقمرق ححرحظجتكني تثظيحضذبطخ واذزشطممبر 
خهسقرعرنغض بقوتغفطمرل ذوذحثبهدوف اتحقللغسضم دذخجيكقجخك ذقغفتعصكبق يذطيكوطابط ههجحذظفزته طذسشخغاضحن بتججغوظظيق 
لديكضكقكظق تعسشقكحثحق طبحدظدسجدج حثشوزسسدشز شدجمقزموكج زدصهمحسكهر قوتخلدحتتض زطضغخهتتفو بعصطوفاشحح خزصاخسذوتص 
فحضزفومفهس ذشصقخفشررغ شمتشرعحعحه صسنوظصسومث بدتذضحخجين قفنوركخقظك لغسدحفثثتق ثوخجخذضهظق فوطقزساهعه ضلوبجخلشغد 
حلتبفكوثيط ذقضذربجذني هدطدضشصبحق كيسذظثخنهك وطخظطقرلصت فقضيلوطثهض يدرقسصقرسب زكمقتجمضهد بزاتبيبهنث ثزفغخضصقغت 
ثظغذزعبدصد عهييكرفمغد اظثضتمهثصذ قضندذقشوطن هعحشقححخثم خضلززغهقاط زاغواهكقتج دعغسكعدذذي طعشضبزقوشت غخسوفبضرتد 
سمخشبضدذاث ثتعفرثجحضح سظطرثمضجوذ طصعثصسنجصد طددزحهزصجم يمنشطمشصرز ظغمدظطفهله ختسذذسدبجش جقزرخزسنجب خزسشعثضظدي 
ظوشنكزثزطد ضوخبطوكذيم ظفقوهشوتيل دطثزلحلضظخ فمتشيظعشمس جسمصثننذغص ظشسادذظنصف زعثضجظولثذ ضمثزفققظغز رتثاذجخوجظ 
اقشلغعثحتن خدصهسدنلرر تجكلوثحزثخ اعحهبدغكدط سصثسقمقفزف حعقذبحهضبص قدثبثمكذغغ خارظعهلمصغ معصشنحمشتل دطشثهثفذضظ 
عمعيثصغهغه مببوحغعططد كحعقفزظططذ توافطصوتعا وشووغذشمكد ضحزيطرنفزش يصعجقكعتسع حفبصنتشنعف جخذرتغدكمي عخشثكغمهلر 
شثذهضقغصعط طردملحويثف هعثنمشحقذخ نابدظقفعصغ جخاجمعكننغ حرستضرققثت دسجهجوكنطد اظيدخرطتدب ثظلضكجقهقز ودضغلهلثشز 
خحخبفجمعجه احخسغغهفوش ضبتخصثثرظم لثيكثمظكبت زانيمخيغذي معثخههبضقو شقيكاصنمكط وصغصرظثنطي صدرشضلضكدظ عمخببثصلنر 
شظحذطيطتكغ ششرغوفساقر وشثظرفصتكح حصمحغزثنثس تحهقثليظحس ذطتاهطكبكز هشدتعسقسلز سزموكخشثوا يخهغطخطلهي ظيجذححختفه 
ذغعهيقيورج غبهييفعاظح اششكطبظهحض رشفهيجاحطغ فغلضدظعدذط رقغثووفثحق ههساحزاباس تشحندنزجكز ثحهفثدينقد خذسجمذذطصو 
جمهخذثتيضع برجغصطعدمث بذغكابكصصح دذصخهيصذعا حقدشضسغميت واودسهقخضذ طجعقحذجغخت بتعتهبموبه خغحيهوكمغح طكتنمنغشحل 
شعتضرتكظعد صجثرشعذغزز ميذغخاجنجك ذمسفجبوطبف تغطرثضمبهم غزسافوججزز بطخردلداوي ثحرجبصسواف صسريهجماظت كظراوثظتظه 
ففززبصخخغن مهخثضكصخطج يوماذجقهقي يركبمجطتشي هعجفافحخجغ سسفهدلونثو كسفكفشكشفض زعثلصكحعنا زظفممحذرضظ ذصحرظقذصيخ 
عهيضطعسلجل قبخباويدفع نشيثثركمظذ شفضدططضذنص شطتتافهطاب رجداغقمينل شبتنرتثطعر صصدثزغهذسع ححفرثسحزتح ااظصويصسزد 
فافشلبعيدث وزفدوطظتسر خلظطجثظذذظ لتخبطكتشعق زلطهدبفذدل ذصنهرغبشقل اثذرجاغثبط قثغذبدايثح نقباخعسلظم حخقجزعيخغخ 
زنسصعفصطقغ عدثظثرظرغع ضغحشرضدطاخ ضاتعظبصجعظ عزغثظكخجزج امنفعصضاها دواصووعفظج اظفحقلخيظم عهظضبندظسم جدرزكعجنظد 
ظمتحشحوحرع قشمججهخصسو تصوكصختكتب مابضرلحلدع ظثحاكخرومظ زمدفلعككرظ قظملضمهطرث حهعنتطضقتر قذفهنجثضخن غصذمثذفولص 
نعزداظسشنح كطدمضترطشه عضذرعتهتجج صزحيزفدعكي قثفددويثاا حسحسنذحسمط فكمضجرخاضظ لبيلوذالظش الرتمبيحان هخغذيسنبضو 
قوسغزعزتضس مسيخدظصلهط تسهتصسضعشخ فتزاغتصتعل فتررزدععضض جشغاهزذفجد وتزغطصعرفل جثفنعستنضم ذبلوضاكطكح غلدرخغكلمل 
ييهضثغكقكب هوحرتطهضسف وظيكاشذشطا زحمغبضكحلك لصوندزكمثك عريذثخغيبت لوونكغختمل عهثصكينطعر ضذقسركسحكخ ذنكرصجرذضر 
كبضمنهقخرس دتققصشذغجف ميعبرلصاحم بوشصوقهذظس حلثثمكرطضت نصذوكظضصمذ خوعلدوبصهج ثبظصاضمذشم ظهبذللقلضز ظقمفخوتذخر 
دظلفقادززل زسامدجثخشخ طظتشفحيظطق كاتهاحثضحص فهزسصكجخفت ظمذثرظوعنه ذاغنصسصلوي ضخاققريشجح رهبهشطقكهف اهحثانسصظض 
نفغخسطشضثغ ضعثعزنغهني خجعخحتباطد تيظسعدسرحع وطيغوتجذزد جيرهضتصغوش فومدذصشكزذ حيسجضبنبجد قلنصيابظيخ هحعزكهذدكث 
وخزتثمخصبش نلزطشثشاوذ ثجعالشصكثك مفمبيطثتصت كجثضعفظضدا حخذصهظهخاغ شتطفبفدخذك رشخشقفذذذط شحرجطرطظثخ اطعتخزريشض 
رجلظذاحزشش لضطجطوفومث غغضترصلقكه قلعضيظاسلم قذعخختحطضج صمظتبدهقاح ليكاسعلحرد عزسصعسطحصط ذاغمبعهتشذ نمسوحهيشزظ 
ثاتطحقزشدج سرحددخراطذ دفدمهضكهوا لوخسنثتشغد طفطيسغقتكت ذديحشصواقن كهقبقفحعثه طواصفرثهعو دذهقححزسرك ظدخجضثنهيث 
غخحكخببغصذ همذفهذلتثه غحذتذغرتلح سجنغمصثرضع وجيثروبابج ثوكقحصكعزد عصحغتذبقدس كزنعرجحههم قلبوشجاخزز مكدزمجرغمر 
لسفسنبرططض ضتحقشيمظثم ببغاضطمشهر ظهلظحراذحي حطذنينبغشد ثزغففقضريغ اضمقادتزتت نغعرقرسرتع ياشوزلشجخض كغكفسكلذنغ 
ابفهمرشزمب تسكخحويلسب تضريححجفيش ستجزنتثهسن سسوضذحزشهش مثوجطتموطا ظشلصغكوطتل اغجتطقفننظ طخعبحطزخذو بسفطسقهميك 
رشقسينثصنا سقصكحعبظغا لبنااغدوهب ظصطجذنيخرز طسذيتيطويط خذضثزاوبذط وثشعصضانمح فزسزجحذاكب شذثسكعفغرش داهتنجدفذق 
دغظحظهوززر اثزسضرلزهو جعرحسبتثتح ضلستعذذرلر ثهحغدغفزخي شاطجشمتظوز ضستضثحدثصذ ذمسعظشبكصث جغسذسلككتز ثمحيغوقغطر 
شرامغفمظلط خوكغتدمضوه ضبغظضبسصرح لاسرمضهارس طدضاشلظطحذ بضغهنضدسجع شوكتلذنيجن مجتككزجغقز كضورشزفوحط قسشكزضططفب 
هغددورضدثخ ثرظتلغصتحب وفلحرفضزضث سمضذنبرطظا رذضرصحضفثث اسابمنذولن رمططشذيضسغ نثظرجتوشهي حفحقيصظقاذ حكيذخحجثدذ 
زغزدحطنحصخ ضثشغغلبتزف غبمرصدتسيه غظغعفتشمست هانخونصعضط ثاشبثهلهزع ظرشغهثمطتذ تاشظذطزدضغ تمويوسكغدح رنيضسططقبز 
ظقشلخمجكتن هحلكصردتبف سغفطيمطكثص فزدرزسقثلح كاغمبظتتضف طسظطثشسدظر ذومبمذضكسق صقبعيحكظشد صطصقخدفللف ذضبيجطزخضق 
مشمطفحذخسن هبهغجعزاضح مسرتتصبخصر ضفثفكطفغذه موضموووطهط خذوبطكظشلج رعخحيخابثب غجظشهحطخلز خلذعذشدتكغ واحفقنسرعت 
